
[00:00:00.000 --> 00:00:05.000]  各位網友大家好,今天跟大家分享一個題目,
[00:00:05.000 --> 00:00:07.000]  和春夏秋冬有關的。
[00:00:07.000 --> 00:00:12.000]  陪你走過春夏秋冬,
[00:00:12.000 --> 00:00:16.000]  是什麼呢?可能有些是人,有些是動物,
[00:00:16.000 --> 00:00:18.000]  或者不同的事情。
[00:00:18.000 --> 00:00:22.000]  這幾天天氣轉冷一點,
[00:00:22.000 --> 00:00:24.000]  有點像冬天,
[00:00:24.000 --> 00:00:26.000]  也不是很冬天,
[00:00:26.000 --> 00:00:28.000]  不過我挺喜歡的,冬天像冬天,
[00:00:28.000 --> 00:00:31.000]  雖然我們很多人都很健康,
[00:00:31.000 --> 00:00:33.000]  不用穿外套,
[00:00:33.000 --> 00:00:36.000]  穿短袖的,
[00:00:36.000 --> 00:00:39.000]  跟夏天的服飾差不多,
[00:00:39.000 --> 00:00:42.000]  但氣溫的確是冷一點。
[00:00:42.000 --> 00:00:45.000]  春夏秋冬,
[00:00:45.000 --> 00:00:47.000]  給我也有不同的感覺,
[00:00:47.000 --> 00:00:50.000]  春天濕濕的,夏天熱,
[00:00:50.000 --> 00:00:55.000]  秋天爽一點,冬天冷一點的感覺。
[00:00:55.000 --> 00:00:59.000]  我很喜歡香港,非常非常喜歡,
[00:00:59.000 --> 00:01:03.000]  因為其中一件事是四季很分明,
[00:01:03.000 --> 00:01:05.000]  春夏秋冬,
[00:01:05.000 --> 00:01:07.000]  有些地方不是,東南亞,
[00:01:07.000 --> 00:01:11.000]  或者有些其他歐美地方,冬天又冷,
[00:01:11.000 --> 00:01:14.000]  香港分明得來,又不會太冷,
[00:01:14.000 --> 00:01:17.000]  又不會熱到熱死人,
[00:01:17.000 --> 00:01:20.000]  歐洲有些地方說熱浪很厲害,暑假,
[00:01:20.000 --> 00:01:25.000]  當然現在氣候改變了,
[00:01:25.000 --> 00:01:28.000]  我們很多年聖誕都可以穿短袖的,
[00:01:28.000 --> 00:01:31.000]  以前不是的,年輕一點,小一點的,
[00:01:31.000 --> 00:01:34.000]  四季是很不同的,
[00:01:34.000 --> 00:01:37.000]  冬天到農曆年是四度,
[00:01:37.000 --> 00:01:39.000]  我們很少經歷四度,
[00:01:39.000 --> 00:01:40.000]  在香港已經是,
[00:01:40.000 --> 00:01:43.000]  以前都會低過十度,
[00:01:43.000 --> 00:01:45.000]  不是一天半天,
[00:01:45.000 --> 00:01:47.000]  當然很怕冷,
[00:01:47.000 --> 00:01:50.000]  所以就說不要搞了,
[00:01:50.000 --> 00:01:52.000]  所以四季,
[00:01:52.000 --> 00:01:53.000]  這裡是香港,
[00:01:53.000 --> 00:01:55.000]  我這麼喜歡,漂亮,
[00:01:55.000 --> 00:01:56.000]  有些地方沒有去過,
[00:01:56.000 --> 00:01:58.000]  大澳有這麼漂亮的景色,
[00:01:58.000 --> 00:02:00.000]  大澳去過很多次,
[00:02:00.000 --> 00:02:01.000]  但四季又怎樣呢?
[00:02:01.000 --> 00:02:03.000]  四季都是很特色的,
[00:02:03.000 --> 00:02:05.000]  無論在市區,
[00:02:05.000 --> 00:02:08.000]  還是香港,
[00:02:08.000 --> 00:02:10.000]  很多地方,
[00:02:10.000 --> 00:02:12.000]  我自己可能去過都不一定,
[00:02:12.000 --> 00:02:14.000]  很多很漂亮,
[00:02:14.000 --> 00:02:16.000]  都是不同季節才見到,
[00:02:16.000 --> 00:02:19.000]  原來氣候地方給我的感覺,
[00:02:19.000 --> 00:02:21.000]  都是有很多記憶,
[00:02:21.000 --> 00:02:23.000]  可能小時候很冷,
[00:02:23.000 --> 00:02:24.000]  吃過什麼,
[00:02:24.000 --> 00:02:26.000]  到今天都回味,
[00:02:26.000 --> 00:02:27.000]  很熱的東西,
[00:02:27.000 --> 00:02:29.000]  原來這些回憶,
[00:02:29.000 --> 00:02:30.000]  延續著,
[00:02:30.000 --> 00:02:33.000]  或者塑造著我們整個生命,
[00:02:33.000 --> 00:02:35.000]  生活組成的一部分,
[00:02:35.000 --> 00:02:37.000]  有很多好的回憶,
[00:02:37.000 --> 00:02:40.000]  剛才看了一些香港,
[00:02:40.000 --> 00:02:41.000]  季節也好,
[00:02:41.000 --> 00:02:42.000]  或者一些特色的,
[00:02:42.000 --> 00:02:44.000]  漂亮的風景,
[00:02:44.000 --> 00:02:46.000]  如果有人問你,
[00:02:46.000 --> 00:02:49.000]  香港最美的風景是什麼?
[00:02:49.000 --> 00:02:50.000]  你會怎樣回答?
[00:02:50.000 --> 00:02:52.000]  參考2013年,
[00:02:52.000 --> 00:02:54.000]  台灣有一本書,
[00:02:54.000 --> 00:02:55.000]  可能你有機會聽過,
[00:02:55.000 --> 00:02:56.000]  那本書的書名叫,
[00:02:56.000 --> 00:02:59.000]  台灣最美風景是…
[00:02:59.000 --> 00:03:01.000]  有沒有人知道?
[00:03:01.000 --> 00:03:03.000]  是人,
[00:03:03.000 --> 00:03:04.000]  台灣最美風景是人,
[00:03:04.000 --> 00:03:05.000]  你喜歡去台灣嗎?
[00:03:05.000 --> 00:03:07.000]  可能有些人喜歡,
[00:03:07.000 --> 00:03:08.000]  是,
[00:03:08.000 --> 00:03:10.000]  很特別,
[00:03:10.000 --> 00:03:12.000]  不過其實你說去哪裡?
[00:03:12.000 --> 00:03:14.000]  美國,歐洲都很美,
[00:03:14.000 --> 00:03:16.000]  你去到那個地方,
[00:03:16.000 --> 00:03:19.000]  除非你是公幹,
[00:03:19.000 --> 00:03:21.000]  如果你是旅行,
[00:03:21.000 --> 00:03:22.000]  心情,視野都不同,
[00:03:22.000 --> 00:03:24.000]  原來我們的心情放鬆,
[00:03:24.000 --> 00:03:25.000]  去玩,
[00:03:25.000 --> 00:03:26.000]  視野,
[00:03:26.000 --> 00:03:28.000]  看的東西都不同,
[00:03:28.000 --> 00:03:30.000]  所以我們去日本,
[00:03:30.000 --> 00:03:32.000]  韓國那些地方旅行,
[00:03:32.000 --> 00:03:34.000]  其實是別人的民居,
[00:03:34.000 --> 00:03:36.000]  我們經常騷擾別人的民居,
[00:03:36.000 --> 00:03:39.000]  所以有一段時間,
[00:03:39.000 --> 00:03:42.000]  很多人在我住的大街,
[00:03:42.000 --> 00:03:44.000]  自由行,旅行,
[00:03:44.000 --> 00:03:47.000]  或者香港人都進來,
[00:03:47.000 --> 00:03:49.000]  有地鐵,
[00:03:49.000 --> 00:03:52.000]  南港島線都進來旅遊,
[00:03:52.000 --> 00:03:54.000]  其實我住在這裡,
[00:03:54.000 --> 00:03:56.000]  我們去買麵包,
[00:03:56.000 --> 00:03:57.000]  生活,
[00:03:57.000 --> 00:03:58.000]  有什麼好看的?
[00:03:58.000 --> 00:03:59.000]  每天都看,
[00:03:59.000 --> 00:04:00.000]  他們說,
[00:04:00.000 --> 00:04:01.000]  這個公園怎樣?
[00:04:01.000 --> 00:04:03.000]  都是,
[00:04:03.000 --> 00:04:04.000]  你用什麼心情,
[00:04:04.000 --> 00:04:06.000]  就影響你什麼的視野,
[00:04:06.000 --> 00:04:09.000]  而四季影響我們什麼的心情呢?
[00:04:09.000 --> 00:04:11.000]  我想說,
[00:04:11.000 --> 00:04:14.000]  我都覺得香港最美的風景,
[00:04:14.000 --> 00:04:16.000]  都可以是人,
[00:04:16.000 --> 00:04:19.000]  這幅就看不到特別,
[00:04:19.000 --> 00:04:22.000]  其實香港漂亮的地方是很多元的,
[00:04:22.000 --> 00:04:26.000]  當然主要可能都是華人,
[00:04:26.000 --> 00:04:30.000]  但其實越來越多不同種族的人,
[00:04:30.000 --> 00:04:33.000]  但大家都是香港人,
