
[00:00:00.000 --> 00:00:05.000]  (字幕: 陳零九)
[00:00:06.000 --> 00:00:09.000]  剛才梁姐妹說她每天靈修
[00:00:09.000 --> 00:00:12.000]  丁姐妹你今天靈修了嗎?
[00:00:12.000 --> 00:00:16.000]  有些人點頭,有些人沒有表情
[00:00:16.000 --> 00:00:18.000]  有些人不知道怎麼回答我
[00:00:18.000 --> 00:00:22.000]  我們都溫習一下到底什麼是靈修
[00:00:22.000 --> 00:00:24.000]  靈修其實很簡單
[00:00:24.000 --> 00:00:26.000]  就是每天用一些時間
[00:00:26.000 --> 00:00:29.000]  跟我們的上帝有親近
[00:00:29.000 --> 00:00:32.000]  藉著看聖經,藉著默想經文
[00:00:32.000 --> 00:00:35.000]  藉著祈禱,幫我們去認識這位
[00:00:35.000 --> 00:00:37.000]  這麼愛我們的神
[00:00:37.000 --> 00:00:39.000]  甚至去經歷他
[00:00:39.000 --> 00:00:41.000]  好像梁姐妹的經歷一樣
[00:00:41.000 --> 00:00:44.000]  回應神對我們的旨意
[00:00:44.000 --> 00:00:46.000]  又或者我轉頭問
[00:00:46.000 --> 00:00:50.000]  大家多久沒有跟你的朋友或團友
[00:00:50.000 --> 00:00:53.000]  分享過你靈修的經歷?
[00:00:53.000 --> 00:00:57.000]  可能都很久了
[00:00:58.000 --> 00:01:03.000]  似乎靈修不一定常常有很多得著
[00:01:03.000 --> 00:01:08.000]  有一個團契每次周會都會安排一個團友
[00:01:08.000 --> 00:01:10.000]  輪主,每次一個
[00:01:10.000 --> 00:01:13.000]  出來分享靈修的體會
[00:01:13.000 --> 00:01:16.000]  一年下來,團契的團友就說
[00:01:16.000 --> 00:01:19.000]  我們聽每次的分享
[00:01:19.000 --> 00:01:22.000]  最多的開場白除了大家好之外
[00:01:22.000 --> 00:01:25.000]  就是說其實都很久沒有靈修了
[00:01:25.000 --> 00:01:28.000]  輪到我分享,所以我今天靈修有以下的得著
[00:01:28.000 --> 00:01:32.000]  你可能都聽過,你笑的
[00:01:32.000 --> 00:01:33.000]  可能你團契都經歷過
[00:01:33.000 --> 00:01:37.000]  似乎靈修真的不是很吸引
[00:01:37.000 --> 00:01:40.000]  到底問題在哪裡呢?弟兄姊妹
[00:01:40.000 --> 00:01:45.000]  我們有時候會嘗試用責任來逼自己
[00:01:45.000 --> 00:01:47.000]  但是這樣是不健康的
[00:01:47.000 --> 00:01:50.000]  有一對兄妹,他自小很感情
[00:01:50.000 --> 00:01:53.000]  哥哥非常照顧和保護妹妹
[00:01:53.000 --> 00:01:56.000]  妹妹也很尊重哥哥
[00:01:56.000 --> 00:01:59.000]  後來爸爸媽媽和妹妹移民
[00:01:59.000 --> 00:02:02.000]  哥哥繼續在香港讀書
[00:02:02.000 --> 00:02:04.000]  有一天,有位舊朋友遇到這位哥哥
[00:02:04.000 --> 00:02:05.000]  就跟他說
[00:02:05.000 --> 00:02:08.000]  我很羨慕你和妹妹這麼好感情
[00:02:08.000 --> 00:02:10.000]  哥哥就笑了
[00:02:10.000 --> 00:02:12.000]  然後那個朋友就繼續問
[00:02:12.000 --> 00:02:14.000]  你妹妹最近怎樣?
[00:02:14.000 --> 00:02:18.000]  問到這一句,哥哥竟然答不出
[00:02:18.000 --> 00:02:20.000]  他突然發現
[00:02:20.000 --> 00:02:23.000]  原來自己很久沒有和妹妹通電話了
[00:02:23.000 --> 00:02:25.000]  剛剛離開香港的時候
[00:02:25.000 --> 00:02:28.000]  可能一天通一次電話
[00:02:28.000 --> 00:02:30.000]  之後慢慢縮短了
[00:02:30.000 --> 00:02:31.000]  一個星期一次
[00:02:31.000 --> 00:02:34.000]  現在可能一年通三次電話
[00:02:34.000 --> 00:02:38.000]  新年、生日和聖誕
[00:02:38.000 --> 00:02:43.000]  原來大家以為很近,兩個人很親近
[00:02:43.000 --> 00:02:45.000]  但是不知不覺間
[00:02:45.000 --> 00:02:48.000]  就是慢慢的事情已經不熟習
[00:02:48.000 --> 00:02:49.000]  不清楚
[00:02:49.000 --> 00:02:53.000]  我們靈修會不會有時候也是這樣呢?
[00:02:53.000 --> 00:02:55.000]  原來靈修真的要講一些習慣
[00:02:55.000 --> 00:02:57.000]  要講一些紀律
[00:02:57.000 --> 00:03:01.000]  有位師母這樣介紹靈修
[00:03:01.000 --> 00:03:02.000]  很有智慧的
[00:03:02.000 --> 00:03:04.000]  她說,什麼是靈修呢?
