
[00:00:00.000 --> 00:00:03.000]  我們已經在心靈的祭壇上
[00:00:03.000 --> 00:00:08.000]  向神獻上了我們的感謝讚美敬拜
[00:00:08.000 --> 00:00:12.000]  我們相信神必悅納
[00:00:12.000 --> 00:00:14.000]  那現在呢
[00:00:14.000 --> 00:00:18.000]  《一席解說》二章第二節
[00:00:18.000 --> 00:00:22.000]  告訴我們先知一席解的經驗
[00:00:22.000 --> 00:00:24.000]  他說
[00:00:24.000 --> 00:00:27.000]  聖靈進入我裡面
[00:00:28.000 --> 00:00:30.000]  當時我站起來
[00:00:30.000 --> 00:00:34.000]  我就聽見一位向我說話的聲音
[00:00:34.000 --> 00:00:37.000]  就是神的聲音
[00:00:37.000 --> 00:00:40.000]  今天早上
[00:00:40.000 --> 00:00:42.000]  我們需要神的靈
[00:00:42.000 --> 00:00:44.000]  進入講者的裡面
[00:00:44.000 --> 00:00:47.000]  進入聽者的裡面
[00:00:47.000 --> 00:00:50.000]  讓我們心靈是站起來了
[00:00:50.000 --> 00:00:53.000]  很恭敬的要聽
[00:00:53.000 --> 00:00:55.000]  聽神的話
[00:00:56.000 --> 00:01:00.000]  對你講也對講者自己講
[00:01:00.000 --> 00:01:03.000]  我們共聽
[00:01:03.000 --> 00:01:06.000]  聖靈知道我們的需要
[00:01:06.000 --> 00:01:08.000]  按照我們的需要
[00:01:08.000 --> 00:01:12.000]  來賜下神的生命的話語
[00:01:12.000 --> 00:01:15.000]  來滿足我們的需要
[00:01:15.000 --> 00:01:18.000]  我們現在做禱告
[00:01:18.000 --> 00:01:22.000]  父神我們感謝你
[00:01:22.000 --> 00:01:25.000]  你是創始成中的神
[00:01:26.000 --> 00:01:28.000]  你知道我們一切的需要
[00:01:28.000 --> 00:01:32.000]  你豐富的供應我們一切的需要
[00:01:32.000 --> 00:01:34.000]  我們向你舉目
[00:01:34.000 --> 00:01:39.000]  像小烏鴉向似實物的神舉目一樣
[00:01:39.000 --> 00:01:43.000]  說我們原來算不得什麼
[00:01:43.000 --> 00:01:45.000]  我們何等的卑微
[00:01:45.000 --> 00:01:50.000]  但是你竟然使我們成為你的兒女
[00:01:50.000 --> 00:01:52.000]  在基督裡
[00:01:52.000 --> 00:01:58.000]  有美好的融合的與主作王的應許盼望
[00:01:58.000 --> 00:02:03.000]  這是超過我們所求所想的大恩大愛
[00:02:03.000 --> 00:02:06.000]  我們在這個時候願意做的話
[00:02:06.000 --> 00:02:11.000]  來提醒我們栽培我們造就我們指引我們
[00:02:11.000 --> 00:02:15.000]  求主發聲我們敬聽
[00:02:15.000 --> 00:02:18.000]  奉主耶穌基督的名禱告
[00:02:18.000 --> 00:02:19.000]  阿們
[00:02:19.000 --> 00:02:24.000]  已經有人告訴我他們為我擔心了
[00:02:24.000 --> 00:02:29.000]  那就是怎麼講得完七個基督的意象
[00:02:29.000 --> 00:02:32.000]  我才講了兩個
[00:02:32.000 --> 00:02:36.000]  那麼大家不要擔心
[00:02:36.000 --> 00:02:38.000]  那麼今天呢
[00:02:38.000 --> 00:02:44.000]  我就盡力量講第三第四個意象
[00:02:44.000 --> 00:02:45.000]  明天呢
[00:02:45.000 --> 00:02:47.000]  講三個意象
[00:02:47.000 --> 00:02:52.000]  那麼大家一同在主的面前
[00:02:52.000 --> 00:02:58.000]  按照時間所許可的來聆受神的話語
[00:02:58.000 --> 00:03:02.000]  今天我們看西施路裡面
[00:03:02.000 --> 00:03:07.000]  第三個基督的意義重大的意象
[00:03:07.000 --> 00:03:10.000]  請翻到第七章
[00:03:10.000 --> 00:03:16.000]  西施路第七章第九節到第十七節
[00:03:16.000 --> 00:03:19.000]  在這段的聖經裡面
[00:03:19.000 --> 00:03:22.000]  有一個中心
[00:03:22.000 --> 00:03:24.000]  這個意象的中心
[00:03:24.000 --> 00:03:27.000]  那就是寶座
[00:03:27.000 --> 00:03:33.000]  寶座兩個字在這段定文裡面出現七次
[00:03:33.000 --> 00:03:36.000]  可見是中心
[00:03:36.000 --> 00:03:40.000]  寶座是怎麼樣的呢
[00:03:40.000 --> 00:03:44.000]  我們要開始領受
[00:03:44.000 --> 00:03:47.000]  我們首先要問
[00:03:47.000 --> 00:03:50.000]  誰坐在寶座上
[00:03:50.000 --> 00:03:53.000]  我們看第六節
[00:03:53.000 --> 00:03:57.000]  第十節
[00:03:57.000 --> 00:03:59.000]  大聲喊著說
[00:03:59.000 --> 00:04:05.000]  遠救恩歸於坐在寶座上我們的神
[00:04:05.000 --> 00:04:08.000]  我們的神坐在寶座上
[00:04:08.000 --> 00:04:14.000]  祂的寶座提了七次完全的能力
[00:04:14.000 --> 00:04:18.000]  而且是次恩憐的能力
[00:04:18.000 --> 00:04:20.000]  感謝神
[00:04:20.000 --> 00:04:22.000]  寶座代表權柄
[00:04:22.000 --> 00:04:26.000]  神的權柄是愛的權柄
[00:04:26.000 --> 00:04:28.000]  恩憐的權柄
[00:04:28.000 --> 00:04:32.000]  我們為了神的寶座感謝神
[00:04:32.000 --> 00:04:39.000]  我們不是單單怕敬畏坐在寶座上的神
[00:04:39.000 --> 00:04:43.000]  當然我們要敬畏坐在寶座上的神
[00:04:43.000 --> 00:04:45.000]  祂是審判者
[00:04:45.000 --> 00:04:49.000]  但是我們更加的感謝祂
[00:04:49.000 --> 00:04:53.000]  因為那是十恩的寶座
[00:04:53.000 --> 00:04:55.000]  我們再問
[00:04:55.000 --> 00:04:59.000]  在寶座上還有誰呢
[00:04:59.000 --> 00:05:06.000]  我們先翻到第七章第十七節
[00:05:06.000 --> 00:05:08.000]  十七節
[00:05:08.000 --> 00:05:11.000]  因為寶座中的羔羊
[00:05:11.000 --> 00:05:14.000]  寶座中的羔羊
[00:05:14.000 --> 00:05:17.000]  不但神坐在寶座上
[00:05:17.000 --> 00:05:24.000]  耶穌基督神的羔羊也和神一同坐在寶座上
[00:05:24.000 --> 00:05:30.000]  我們的主丁十字架的主是坐寶座的主
[00:05:30.000 --> 00:05:33.000]  十字架和寶座連在一起
[00:05:33.000 --> 00:05:37.000]  那是神最奇妙的作為
[00:05:37.000 --> 00:05:39.000]  我們一想起來就驚訝
[00:05:39.000 --> 00:05:40.000]  就感謝
[00:05:40.000 --> 00:05:41.000]  就感動
[00:05:41.000 --> 00:05:43.000]  讚美神
[00:05:43.000 --> 00:05:48.000]  那麼還有在寶座中有什麼呢
[00:05:48.000 --> 00:05:51.000]  我們注意四活物
[00:05:51.000 --> 00:05:58.000]  在這裡第十一節提到四活物是在寶座的周圍
[00:05:58.000 --> 00:06:00.000]  第十一節
[00:06:00.000 --> 00:06:07.000]  眾天使都站在寶座和眾長老並四活物的周圍
[00:06:07.000 --> 00:06:13.000]  在寶座前浮浮於地敬拜神
[00:06:13.000 --> 00:06:20.000]  但是在第四章第十節
[00:06:20.000 --> 00:06:29.000]  我們翻到第四章第六節
[00:06:29.000 --> 00:06:34.000]  寶座前好像一個玻璃海如同水晶
[00:06:34.000 --> 00:06:40.000]  寶座中和寶座周圍有四個活物
[00:06:40.000 --> 00:06:43.000]  這裡讓我們覺得很稀奇
[00:06:43.000 --> 00:06:45.000]  四活物在哪裡
[00:06:45.000 --> 00:06:51.000]  這裡說在寶座中又說在寶座周圍
[00:06:51.000 --> 00:06:54.000]  這是很矛盾的話
[00:06:54.000 --> 00:06:59.000]  如果是在寶座中就不可能在寶座的周圍
[00:06:59.000 --> 00:07:03.000]  如果是在寶座的周圍就不可能在寶座中
[00:07:03.000 --> 00:07:10.000]  為什麼這裡說又在寶座中又在寶座周圍呢
[00:07:10.000 --> 00:07:14.000]  這是很值得我們注意的一件事
[00:07:14.000 --> 00:07:19.000]  所以如此是因為四活物
[00:07:19.000 --> 00:07:28.000]  一方面是代表了耶穌基督在世上四種的形象
[00:07:28.000 --> 00:07:32.000]  那就是四夫音所代表的
[00:07:32.000 --> 00:07:36.000]  馬太夫音代表基督是王
[00:07:36.000 --> 00:07:38.000]  那是獅子的形象
[00:07:38.000 --> 00:07:42.000]  馬克夫音代表基督是牛
[00:07:42.000 --> 00:07:45.000]  那個夫人是牛的形象
[00:07:45.000 --> 00:07:49.000]  路加夫人夫音著重基督的人性
[00:07:49.000 --> 00:07:51.000]  那是人的形象
[00:07:51.000 --> 00:07:56.000]  約翰夫音是著重基督的神性
[00:07:56.000 --> 00:07:59.000]  用音的樣式來表達
[00:07:59.000 --> 00:08:04.000]  所以四活物和耶穌基督有了關係
[00:08:04.000 --> 00:08:07.000]  因此是在寶座中
[00:08:07.000 --> 00:08:12.000]  但是同時四活物是被造者
[00:08:12.000 --> 00:08:14.000]  所以他們在周圍
[00:08:14.000 --> 00:08:20.000]  在這裡面我們看見我們的主自己也真是如此
[00:08:20.000 --> 00:08:24.000]  他從寶座上下來到世間
[00:08:24.000 --> 00:08:28.000]  竟然取了奴僕的形象
[00:08:28.000 --> 00:08:31.000]  這是何等的奇妙
[00:08:31.000 --> 00:08:41.000]  是宇宙中我們要千萬年千萬年不停止的歌頌的一個中心點
[00:08:41.000 --> 00:08:48.000]  榮耀的寶座上的基督成為被殺的羔羊
[00:08:48.000 --> 00:08:53.000]  這樣寶座和我們就有了一個新的關係
[00:08:53.000 --> 00:08:56.000]  一個完全不同的關係
[00:08:56.000 --> 00:08:59.000]  何等的寶貴啊
[00:08:59.000 --> 00:09:02.000]  我們再回到第七章
[00:09:02.000 --> 00:09:07.000]  我們注意第九節
[00:09:07.000 --> 00:09:10.000]  此後我觀看
[00:09:10.000 --> 00:09:15.000]  見有許多的人沒有人能數過來
[00:09:15.000 --> 00:09:21.000]  環繞寶座的人沒有人能數過來
[00:09:21.000 --> 00:09:24.000]  是個很巨大的數字
[00:09:27.000 --> 00:09:35.000]  在不久以前我看見一個教會統計學家的一個報導
[00:09:35.000 --> 00:09:41.000]  他的名字是Professor David Barrett
[00:09:41.000 --> 00:09:45.000]  他過去是耶魯大學的教授
[00:09:45.000 --> 00:09:53.000]  他專門研究教會的統計方面的資料
[00:09:53.000 --> 00:09:58.000]  他說發表的一個統計的報告
[00:09:58.000 --> 00:10:05.000]  說今天在全世界六十億的人口當中
[00:10:05.000 --> 00:10:11.000]  有三分之一是承認耶穌的名的
[00:10:11.000 --> 00:10:17.000]  包括了各種的基督徒在內
