
[00:00:00.000 --> 00:00:04.200]  今天我們來講傳道書第二章一至十一節
[00:00:04.200 --> 00:00:06.400]  在傳道書第一章
[00:00:06.400 --> 00:00:08.400]  傳道者很清楚地說到
[00:00:08.400 --> 00:00:10.080]  人生是虛空的
[00:00:10.080 --> 00:00:15.560]  他藉著觀察大自然界和社會的循環不息
[00:00:15.560 --> 00:00:16.880]  重重複複
[00:00:16.880 --> 00:00:19.640]  人生就好像在一個循環當中
[00:00:19.640 --> 00:00:23.200]  所以他很早就引用一個結論
[00:00:23.200 --> 00:00:26.440]  人生是一個虛空的人生
[00:00:26.440 --> 00:00:29.520]  在第一章十二至十八節
[00:00:29.680 --> 00:00:31.320]  傳道者在這裡說
[00:00:31.320 --> 00:00:33.520]  其實他是一個很有智慧的人
[00:00:33.520 --> 00:00:39.720]  他能夠觀察到這個世界是一個重重複複
[00:00:39.720 --> 00:00:44.520]  所有的事物都是在重複的一個過程
[00:00:44.520 --> 00:00:47.000]  但是他在這裡有一個唏噓
[00:00:47.000 --> 00:00:49.600]  就是他這麼有智慧又怎麼樣呢?
[00:00:49.600 --> 00:00:51.960]  有很多的事情其實他都不明白
[00:00:51.960 --> 00:00:55.080]  上帝的作為他都不了解
[00:00:55.080 --> 00:00:58.360]  可以說他了解人生很多的事情
[00:00:58.360 --> 00:01:01.080]  但是有更多的事情他是不了解的
[00:01:01.080 --> 00:01:03.400]  從另一個角度可以這麼說
[00:01:03.400 --> 00:01:07.360]  傳道者他認為自己是一個有智慧的人
[00:01:07.360 --> 00:01:09.320]  他和愚昧人有什麼分別呢?
[00:01:09.320 --> 00:01:12.560]  愚昧人尋求即時的快樂
[00:01:12.560 --> 00:01:15.160]  他們不知道所追求的
[00:01:15.160 --> 00:01:16.960]  是不會得到真正的快樂
[00:01:16.960 --> 00:01:20.160]  但是傳道者說我是一個有智慧的人
[00:01:20.160 --> 00:01:22.840]  我知道人生是虛空的
[00:01:22.840 --> 00:01:26.520]  然後他在第二章的一至十一節
[00:01:26.720 --> 00:01:30.320]  他就帶出了他自己藉著一個
[00:01:30.320 --> 00:01:33.560]  可以說具體人生的一個考驗
[00:01:33.560 --> 00:01:34.760]  或者一個實踐
[00:01:34.760 --> 00:01:35.880]  他告訴我們
[00:01:35.880 --> 00:01:39.480]  你就算擁有多少的物質生活
[00:01:39.480 --> 00:01:41.800]  我們的人生都不會得到滿足的
[00:01:41.800 --> 00:01:43.040]  在第二章
[00:01:43.040 --> 00:01:48.040]  一至十一節可以說是他尋求享樂的一個例子
[00:01:48.040 --> 00:01:50.680]  以證明追求物質的生活
[00:01:50.680 --> 00:01:52.280]  你以為得到一個快樂
[00:01:52.280 --> 00:01:53.680]  其實不會得到
[00:01:53.960 --> 00:01:55.520]  在這一段經文裡面
[00:01:55.520 --> 00:01:57.240]  有幾方面都是值得注意的
[00:01:57.240 --> 00:01:58.520]  在一開始
[00:01:58.520 --> 00:02:01.120]  第一第二節和第十節
[00:02:01.120 --> 00:02:04.360]  都出現了這些喜樂和享樂
[00:02:04.360 --> 00:02:07.120]  這個成為一個首尾一個很大的呼應
[00:02:07.120 --> 00:02:09.760]  這一段經文就是去說傳道者
[00:02:09.760 --> 00:02:12.800]  怎樣去尋求肉身的一種快樂
[00:02:12.800 --> 00:02:15.200]  看看是不是心靈得到一個滿足
[00:02:15.200 --> 00:02:18.360]  然後在這一段經文裡面
[00:02:18.360 --> 00:02:20.080]  他說我自己
[00:02:20.080 --> 00:02:22.080]  就是哪一個去享樂呢?
[00:02:22.080 --> 00:02:22.880]  就是我自己
[00:02:23.040 --> 00:02:25.360]  我自己去尋求這個快樂
[00:02:25.360 --> 00:02:28.000]  所以這個我自己出現了
[00:02:28.000 --> 00:02:29.720]  最少九次這麼多
[00:02:29.720 --> 00:02:31.080]  這一段經文
[00:02:31.080 --> 00:02:32.000]  可以說
[00:02:32.000 --> 00:02:34.040]  透過傳道者
[00:02:34.040 --> 00:02:34.880]  他怎樣
[00:02:34.880 --> 00:02:38.560]  用自己所經營的勞碌的成果
[00:02:38.560 --> 00:02:41.640]  去尋求一種的享樂
[00:02:41.640 --> 00:02:44.880]  希望他讓自己得到一個滿足
[00:02:44.880 --> 00:02:46.840]  但是到最後他發覺
[00:02:46.840 --> 00:02:48.440]  所有的一切
[00:02:48.440 --> 00:02:51.480]  他所擁有的物質
[00:02:52.040 --> 00:02:53.720]  都不可以讓自己快樂
[00:02:53.720 --> 00:02:55.000]  在這裡
[00:02:55.000 --> 00:02:56.520]  我們也看到
[00:02:56.520 --> 00:02:59.680]  虛空的字眼
[00:02:59.680 --> 00:03:02.800]  在二章的第一節和十一節
[00:03:02.800 --> 00:03:03.960]  都分別出現
[00:03:03.960 --> 00:03:05.160]  他講了
[00:03:05.160 --> 00:03:08.800]  包在中間的尋求
[00:03:08.800 --> 00:03:10.400]  可以說快樂
[00:03:10.400 --> 00:03:11.800]  享樂的過程裡面
[00:03:11.800 --> 00:03:14.320]  如果你希望藉著這樣的方式
[00:03:14.320 --> 00:03:15.760]  可以得到快樂
[00:03:15.760 --> 00:03:16.720]  你是得不到的
[00:03:16.720 --> 00:03:19.520]  所以這是一個虛空的人生
[00:03:19.520 --> 00:03:21.320]  在這裡第十一節
[00:03:21.320 --> 00:03:22.400]  可以說傳道者
[00:03:22.400 --> 00:03:25.120]  第一次為自己
[00:03:25.120 --> 00:03:26.840]  在第一章
[00:03:26.840 --> 00:03:28.480]  到第三節
[00:03:28.480 --> 00:03:30.400]  第一章的第三節提出的問題
[00:03:30.400 --> 00:03:33.400]  人在日光之下的勞碌有什麼益處呢?
[00:03:33.400 --> 00:03:36.280]  提供了他第一次的一個解答
[00:03:36.280 --> 00:03:37.480]  解答是什麼呢?
[00:03:37.480 --> 00:03:41.840]  就是人在所經營一切的事上
[00:03:41.840 --> 00:03:43.520]  在勞碌的事上
[00:03:43.520 --> 00:03:45.520]  所成就的所有工作
[00:03:45.520 --> 00:03:46.720]  你以為
[00:03:46.720 --> 00:03:48.360]  成功了之後
[00:03:48.360 --> 00:03:49.560]  你可以得到滿足嗎?
[00:03:49.560 --> 00:03:50.880]  傳道者說不行
[00:03:51.160 --> 00:03:52.800]  這些都是虛空
[00:03:52.800 --> 00:03:54.040]  都是暴風
[00:03:54.040 --> 00:03:55.280]  在日光之下
[00:03:55.280 --> 00:03:56.920]  是毫無益處
[00:03:56.920 --> 00:03:59.960]  接著我們再詳細看看傳道者
[00:03:59.960 --> 00:04:02.440]  怎麼表達他這個信息
[00:04:02.440 --> 00:04:05.960]  在第二章的第一節和第二節
[00:04:05.960 --> 00:04:08.200]  傳道者可以說是一般的宣告
[00:04:08.200 --> 00:04:09.680]  他怎樣去
[00:04:09.680 --> 00:04:12.120]  藉著自己所擁有的
[00:04:12.120 --> 00:04:13.520]  尋找一種快樂
[00:04:13.520 --> 00:04:15.440]  但最後還是得不到的
[00:04:15.440 --> 00:04:17.680]  第一節和第二節這樣說
[00:04:17.680 --> 00:04:18.560]  我心裡說
[00:04:18.560 --> 00:04:19.200]  內巴
[00:04:19.200 --> 00:04:20.920]  我以喜樂事事你
[00:04:21.120 --> 00:04:22.360]  你好享福
[00:04:22.360 --> 00:04:23.320]  誰知
[00:04:23.320 --> 00:04:24.720]  這也是虛空
[00:04:24.720 --> 00:04:26.160]  我只喜笑說
[00:04:26.160 --> 00:04:27.640]  這是狂妄
[00:04:27.640 --> 00:04:29.160]  論喜樂說
[00:04:29.160 --> 00:04:30.720]  有何功效呢?
[00:04:30.720 --> 00:04:32.200]  我心裡說
[00:04:32.200 --> 00:04:35.600]  是傳道者慣用的用語之一
[00:04:35.600 --> 00:04:37.320]  你好享福
[00:04:37.320 --> 00:04:38.720]  意思就是說
[00:04:38.720 --> 00:04:43.120]  我讓你看看究竟有什麼好處呢?
[00:04:43.120 --> 00:04:44.520]  這個
[00:04:44.520 --> 00:04:46.240]  喜笑
[00:04:46.240 --> 00:04:47.440]  嬉笑可以說
[00:04:47.440 --> 00:04:48.960]  就是一種歡笑
[00:04:49.240 --> 00:04:51.480]  其實在真言裡面
[00:04:51.480 --> 00:04:53.240]  很多時候都提及
[00:04:53.240 --> 00:04:56.200]  智慧人和愚昧人的歡笑
[00:04:56.200 --> 00:04:58.200]  兩者的分別是什麼呢?
[00:04:58.200 --> 00:04:59.280]  愚昧人
[00:04:59.280 --> 00:05:05.120]  就是和智慧人能夠得到快樂的原因
[00:05:05.120 --> 00:05:06.880]  和目的和方法
[00:05:06.880 --> 00:05:07.720]  都是很不同的
[00:05:07.720 --> 00:05:09.520]  分別就是在這裡
[00:05:09.520 --> 00:05:11.720]  智慧人所追尋的快樂
[00:05:11.720 --> 00:05:13.760]  和愚昧人所追尋的快樂
[00:05:13.760 --> 00:05:14.760]  是很不同的
[00:05:14.760 --> 00:05:16.480]  可以這麼說
[00:05:16.480 --> 00:05:18.880]  在另一個角度去說
[00:05:18.880 --> 00:05:21.440]  如果你以為
[00:05:21.440 --> 00:05:24.000]  你追求一種物質的生活
[00:05:24.000 --> 00:05:26.680]  就可以讓你得到真正的快樂
[00:05:26.680 --> 00:05:28.440]  你會得不到的
[00:05:28.440 --> 00:05:30.000]  一切都是沒用的
[00:05:30.000 --> 00:05:33.160]  所以傳道者一開始就作出一個這樣的宣告
[00:05:33.160 --> 00:05:34.680]  說一個這樣的結論
[00:05:34.680 --> 00:05:35.880]  接著在下文
[00:05:35.880 --> 00:05:39.520]  他就提出了幾種很具體的響樂
[00:05:39.520 --> 00:05:42.520]  去證明他這個宣告的真實性
[00:05:42.520 --> 00:05:45.120]  在第二章的第三至第九節
[00:05:45.120 --> 00:05:47.240]  他作出了一個具體的嘗試
[00:05:47.240 --> 00:05:48.440]  在這裡
[00:05:48.440 --> 00:05:51.880]  我們也可以留意一下
[00:05:51.880 --> 00:05:54.800]  在這裡第三節至第九節
[00:05:54.800 --> 00:06:00.600]  就提到傳道者是以智慧面對他的人生
[00:06:00.600 --> 00:06:04.720]  他其實就算尋求這種快樂
[00:06:04.720 --> 00:06:06.800]  世人來說以為是一種快樂
[00:06:06.800 --> 00:06:09.400]  其實他也是有一個實驗的性質
[00:06:09.400 --> 00:06:11.880]  他要告訴別人其實是得不到的
[00:06:11.880 --> 00:06:13.000]  所以我現在試
[00:06:13.000 --> 00:06:14.640]  我自己親身去試一下
[00:06:14.640 --> 00:06:16.680]  究竟是不是真的會得到快樂呢?
[00:06:17.120 --> 00:06:18.800]  最後是得不到的
[00:06:18.800 --> 00:06:21.600]  在第四至第九節
[00:06:21.600 --> 00:06:23.800]  提到傳道者很多的作為
[00:06:23.800 --> 00:06:25.600]  他做了很多的工程
[00:06:25.600 --> 00:06:27.160]  很多的建築
[00:06:27.160 --> 00:06:31.360]  這個跟所羅門王興建聖殿
[00:06:31.360 --> 00:06:32.640]  興建宮殿
[00:06:32.640 --> 00:06:33.960]  大興土木
[00:06:33.960 --> 00:06:35.600]  基本上都是吻合的
[00:06:35.600 --> 00:06:39.680]  傳道者可以說在第三節至第九節
[00:06:39.680 --> 00:06:41.480]  明顯是借助所羅門
[00:06:41.480 --> 00:06:44.040]  或者所羅門他自己
[00:06:44.040 --> 00:06:46.000]  他講出了自己的成就
[00:06:46.000 --> 00:06:48.360]  來帶出他的論點
[00:06:48.360 --> 00:06:50.280]  在第二章的第三節
[00:06:50.280 --> 00:06:52.640]  他嘗試的第一步是什麼呢?
[00:06:52.640 --> 00:06:54.960]  第二章第三節這麼說
[00:06:54.960 --> 00:06:56.400]  我心裡察究
[00:06:56.400 --> 00:06:59.360]  如何用酒使我肉體舒暢
