
[00:00:00.000 --> 00:00:04.240]  我們今天會思想另一段經文是關於復興的
[00:00:04.240 --> 00:00:08.240]  大家知道在456這三個月份
[00:00:08.240 --> 00:00:10.560]  我們會有一個季題
[00:00:10.560 --> 00:00:12.520]  就是從舊約聖經
[00:00:12.520 --> 00:00:15.240]  漢神所賜的復興
[00:00:15.240 --> 00:00:19.360]  每一次都會講及一個復興的歷史故事
[00:00:19.360 --> 00:00:20.240]  我拍問問弟兄姊妹
[00:00:20.240 --> 00:00:21.880]  你會留心接下來這段日子
[00:00:21.880 --> 00:00:23.800]  每一次會講的經文
[00:00:23.800 --> 00:00:25.720]  如果你看今天周刊第十二頁
[00:00:25.720 --> 00:00:29.200]  你會見到當中列出整季的講題
[00:00:29.200 --> 00:00:30.680]  如果你可以
[00:00:30.680 --> 00:00:33.280]  當你回來之前讀聖經
[00:00:33.280 --> 00:00:35.800]  然後再預備自己領受信息
[00:00:35.800 --> 00:00:38.400]  相信你會得到更大的恩惠
[00:00:38.400 --> 00:00:39.840]  而今天我們特別思想的就是
[00:00:39.840 --> 00:00:41.000]  《出一級記》裏面
[00:00:41.000 --> 00:00:43.240]  關於摩西如何帶領百姓
[00:00:43.240 --> 00:00:45.600]  來領受神的恩惠
[00:00:45.600 --> 00:00:46.680]  大家翻看聖經
[00:00:46.680 --> 00:00:49.080]  《出一級記》第32章
[00:00:49.080 --> 00:00:57.720]  在思想經文之前
[00:00:57.720 --> 00:00:59.760]  我想提醒大家
[00:00:59.760 --> 00:01:01.680]  大家常常會讀經文
[00:01:01.680 --> 00:01:04.280]  其中一句說話常常出現
[00:01:04.280 --> 00:01:05.360]  就是講到
[00:01:05.360 --> 00:01:07.480]  耶和華有憐憫
[00:01:07.480 --> 00:01:09.120]  有恩惠
[00:01:09.120 --> 00:01:12.040]  他不輕易發怒
[00:01:12.040 --> 00:01:14.840]  且有豐盛的慈愛
[00:01:14.840 --> 00:01:16.920]  聖經不斷重複地說
[00:01:16.920 --> 00:01:20.280]  耶和華是有恩惠有憐憫的
[00:01:20.280 --> 00:01:22.480]  這是它的屬性
[00:01:22.480 --> 00:01:24.280]  是它的本質
[00:01:24.280 --> 00:01:26.280]  它是有恩惠有憐憫
[00:01:26.280 --> 00:01:28.320]  它不輕易發怒
[00:01:28.320 --> 00:01:32.360]  而且發怒當中仍然有豐盛的慈愛
[00:01:32.360 --> 00:01:33.040]  因此弟兄姊妹
[00:01:33.040 --> 00:01:35.160]  當我們面對著一些困難
[00:01:35.160 --> 00:01:37.600]  或者你覺得神管教你
[00:01:37.600 --> 00:01:40.000]  但你在心裏面有一種信念
[00:01:40.000 --> 00:01:41.800]  你牢記
[00:01:41.800 --> 00:01:44.920]  這位上帝是有憐憫有恩惠的
[00:01:44.920 --> 00:01:46.560]  因此你不要怕
[00:01:46.560 --> 00:01:48.840]  在跌倒軟弱的期間
[00:01:48.840 --> 00:01:52.320]  你只是很誠實地在神面前凝聚
[00:01:52.320 --> 00:01:53.680]  回轉
[00:01:53.680 --> 00:01:57.120]  你知道神一定會再向你施恩
[00:01:57.120 --> 00:01:58.120]  所以你記得
[00:01:58.120 --> 00:01:59.040]  你抓緊著
[00:01:59.040 --> 00:02:01.040]  這是神的屬性
[00:02:01.040 --> 00:02:03.120]  祂不會違背祂自己
[00:02:03.120 --> 00:02:05.240]  所以在當中你向祂祈禱
[00:02:05.240 --> 00:02:08.240]  神一定會再向你施恩
[00:02:08.240 --> 00:02:09.520]  但當然在你祈禱的時候
[00:02:09.520 --> 00:02:10.280]  你要很小心
[00:02:10.280 --> 00:02:11.240]  你不要以為
[00:02:11.240 --> 00:02:12.360]  神既然很有憐憫
[00:02:12.360 --> 00:02:15.920]  我就可以隨便地犯罪
[00:02:15.920 --> 00:02:18.320]  或者很輕率地面對
[00:02:18.320 --> 00:02:20.160]  因為神是公義的
[00:02:20.160 --> 00:02:21.720]  祂有公義的審判
[00:02:21.720 --> 00:02:24.720]  我們不可以輕慢上帝
[00:02:24.720 --> 00:02:27.120]  我最近看了一本見證集
[00:02:27.120 --> 00:02:30.080]  是提到在中國二十世紀初期
[00:02:30.080 --> 00:02:31.560]  在滿洲的地區
[00:02:31.560 --> 00:02:32.840]  當時有一位宣教士
[00:02:32.840 --> 00:02:34.480]  叫做古約翰
[00:02:34.480 --> 00:02:36.680]  Jonathan Goldforth
[00:02:36.680 --> 00:02:38.760]  在加拿大去的一位宣教士
[00:02:38.760 --> 00:02:41.880]  帶動了一個很大的復興工作
[00:02:41.880 --> 00:02:42.800]  在當中很多人
[00:02:42.800 --> 00:02:43.760]  他們在聚會當中
[00:02:43.760 --> 00:02:45.520]  很深被聖靈感動
[00:02:45.520 --> 00:02:46.760]  他們就站起來
[00:02:46.760 --> 00:02:49.640]  公開地承認自己的罪
[00:02:49.640 --> 00:02:50.760]  然後在認罪之後
[00:02:50.760 --> 00:02:52.880]  心靈得到了很大的釋放
[00:02:52.880 --> 00:02:53.560]  很多人說
[00:02:53.560 --> 00:02:55.240]  當我不認罪的時候
[00:02:55.240 --> 00:02:57.200]  我裡面好像有一個
[00:02:57.200 --> 00:02:59.160]  對我很大的煎熬
[00:02:59.160 --> 00:03:00.520]  內心很大的壓力
[00:03:00.520 --> 00:03:03.200]  不能夠不去說出自己的罪
[00:03:03.200 --> 00:03:05.760]  以致神讓我釋放
[00:03:05.760 --> 00:03:06.520]  一位弟兄
[00:03:06.520 --> 00:03:09.000]  他本身是一位長老
[00:03:09.000 --> 00:03:09.880]  在教會裡面
[00:03:09.880 --> 00:03:11.400]  他曾經幫助教會
[00:03:11.400 --> 00:03:13.880]  做一個修復的工程
[00:03:13.880 --> 00:03:17.400]  因此賣了大批的建築材料
[00:03:17.400 --> 00:03:18.200]  但在過程當中
[00:03:18.200 --> 00:03:21.240]  看到某些材料很適合他自己家用
[00:03:21.240 --> 00:03:22.800]  因此他就靜靜地
[00:03:22.800 --> 00:03:24.560]  將部分材料偷了
[00:03:24.560 --> 00:03:27.320]  作為自己家裡維修之用
[00:03:27.320 --> 00:03:29.600]  這件事情沒有人知道
[00:03:29.600 --> 00:03:30.560]  後來
[00:03:30.560 --> 00:03:33.040]  這個復興的聚會開始之前
[00:03:33.040 --> 00:03:34.920]  這位長老突然間發覺很奇怪
[00:03:34.920 --> 00:03:36.440]  自己有一個特別的病
[00:03:36.440 --> 00:03:37.400]  不知道是什麼病
[00:03:37.400 --> 00:03:39.280]  但是非常痛楚
[00:03:39.280 --> 00:03:40.840]  我在床上
[00:03:40.840 --> 00:03:43.720]  完全不能夠站立起來
[00:03:43.720 --> 00:03:44.440]  在過程當中
[00:03:44.440 --> 00:03:45.280]  他反省自己
[00:03:45.280 --> 00:03:46.800]  他就想起一件事情
[00:03:46.800 --> 00:03:49.120]  他知道他必須要認罪
[00:03:49.120 --> 00:03:51.760]  也就是他要公開承認他自己的罪
[00:03:51.760 --> 00:03:54.600]  因此他將他曾經偷了的某些材料
[00:03:54.600 --> 00:03:55.840]  有多少份量
[00:03:55.840 --> 00:03:56.680]  哪一種材料
[00:03:56.680 --> 00:03:58.480]  列在清單上
[00:03:58.480 --> 00:04:00.000]  然後要求自己的兒子
[00:04:00.000 --> 00:04:02.600]  代替他去到聚會當中
[00:04:02.600 --> 00:04:05.120]  然後公開地宣讀出來
[00:04:05.120 --> 00:04:09.560]  承認自己曾經偷取了神的物品
[00:04:09.560 --> 00:04:11.280]  然後在聚會裡面
[00:04:11.280 --> 00:04:13.640]  請弟兄姊妹為他祈禱
[00:04:13.640 --> 00:04:14.760]  弟兄姊妹很驚訝
[00:04:14.760 --> 00:04:15.800]  也很感動
[00:04:15.800 --> 00:04:20.120]  神感動這位弟兄來悔改
[00:04:20.120 --> 00:04:21.280]  但是奇妙的事情就是
[00:04:21.280 --> 00:04:22.440]  當聚會結束之後
[00:04:22.440 --> 00:04:25.240]  翌日早上弟兄一起床
[00:04:25.240 --> 00:04:27.400]  這位長老就發覺自己的病
[00:04:27.400 --> 00:04:29.360]  是不藥而癒
[00:04:29.360 --> 00:04:31.880]  突然間就完全康復了
[00:04:31.880 --> 00:04:34.280]  他就知道神憐憫他
[00:04:34.280 --> 00:04:35.240]  醫治了他
[00:04:35.240 --> 00:04:37.760]  以及赦免他的罪
[00:04:37.760 --> 00:04:38.840]  沒錯 神是有恩惠
[00:04:38.840 --> 00:04:39.760]  也有憐憫的
[00:04:39.760 --> 00:04:42.720]  但同時祂是公義審判的主
[00:04:42.720 --> 00:04:44.600]  我們在其中要很留心
[00:04:44.600 --> 00:04:48.920]  免得我們陷入罪的惡果當中
[00:04:48.920 --> 00:04:50.840]  我們一起看看聖經
[00:04:50.840 --> 00:04:53.480]  一群以色列人如何在罪裡面
[00:04:53.480 --> 00:04:55.920]  經易神給他們再施恩惠
[00:04:55.920 --> 00:04:59.360]  大家一起揭開第32章
[00:04:59.360 --> 00:05:00.640]  我們首先看看
[00:05:00.640 --> 00:05:02.480]  當時以色列人他們犯罪
[00:05:02.480 --> 00:05:04.560]  成就了什麼樣的惡果
[00:05:04.560 --> 00:05:07.720]  32章第一節
[00:05:07.720 --> 00:05:11.320]  當時摩西他上到西賴山
[00:05:11.320 --> 00:05:13.160]  但是他遲遲不下來
[00:05:13.160 --> 00:05:16.160]  人民見摩西遲遲不下山
[00:05:16.160 --> 00:05:18.520]  就聚集到阿倫那裡去對他說
[00:05:18.520 --> 00:05:19.280]  起來
[00:05:19.280 --> 00:05:20.480]  為我們做神像
[00:05:20.480 --> 00:05:23.320]  可以走在我們前頭領路
[00:05:23.320 --> 00:05:25.720]  因為那摩西就是把我們
[00:05:25.720 --> 00:05:28.280]  從埃及地領出來的那個人
[00:05:28.280 --> 00:05:32.400]  我們不知道他遭遇了什麼事
[00:05:32.400 --> 00:05:34.560]  當時這群以色列人
[00:05:34.560 --> 00:05:36.400]  他們仍然記得
[00:05:36.400 --> 00:05:37.920]  就是從埃及
[00:05:37.920 --> 00:05:40.760]  神很奇妙地將他們釋放出來
[00:05:40.760 --> 00:05:41.760]  但來到這個地方
[00:05:41.760 --> 00:05:43.920]  看到他們領袖上了山
[00:05:43.920 --> 00:05:45.560]  很長一段時間
[00:05:45.560 --> 00:05:46.760]  可能他們就開始想
[00:05:46.760 --> 00:05:48.360]  不知道會不會摩西在山上
[00:05:48.360 --> 00:05:50.400]  被電擊死了
