
[00:00:00.000 --> 00:00:03.800]  今天是宣愛家21周年的堂慶
[00:00:03.800 --> 00:00:07.800]  教會前面的路我們會繼續前行
[00:00:07.800 --> 00:00:10.300]  正如我們人生的路都一樣
[00:00:10.300 --> 00:00:13.800]  我們會繼續走我們人生的路
[00:00:13.800 --> 00:00:15.100]  我們沒有選擇
[00:00:15.100 --> 00:00:17.300]  我們無論如何都要走前面的路
[00:00:17.300 --> 00:00:19.300]  但怎樣去走呢?
[00:00:19.300 --> 00:00:22.800]  存在什麼心態繼續走前面的路呢?
[00:00:22.800 --> 00:00:26.300]  這就是我們可以選擇的範圍
[00:00:26.300 --> 00:00:29.300]  今天希望和大家藉著約書
[00:00:29.300 --> 00:00:32.300]  在一個十字路口
[00:00:32.300 --> 00:00:35.300]  在過程中上帝怎樣鼓勵他
[00:00:35.300 --> 00:00:38.300]  要存在什麼心態繼續前行
[00:00:38.300 --> 00:00:41.300]  希望成為我們的幫助和鼓勵
[00:00:41.300 --> 00:00:45.300]  約書記整個背景可能大家都很熟悉
[00:00:45.300 --> 00:00:48.300]  就是上帝去揀選摩西
[00:00:48.300 --> 00:00:52.300]  將以色列人從埃及地圍爐的地方
[00:00:52.300 --> 00:00:54.300]  拯救他們出來
[00:00:54.300 --> 00:00:57.300]  進入上帝應許的地方
[00:00:57.300 --> 00:00:58.300]  迦南地的地方
[00:00:58.300 --> 00:01:01.300]  但上一代的以色列人
[00:01:01.300 --> 00:01:04.300]  因為他們離開埃及之後
[00:01:04.300 --> 00:01:08.300]  他們做了很多的事去離開上帝
[00:01:08.300 --> 00:01:09.300]  去活役上帝
[00:01:09.300 --> 00:01:13.300]  所以這一代的人都進入不到迦南地的地方
[00:01:13.300 --> 00:01:15.300]  就在曠野裏面
[00:01:15.300 --> 00:01:18.300]  上一代的人死在當中
[00:01:18.300 --> 00:01:23.300]  連摩西因為都在一件事上沒有遵守上帝的吩咐
[00:01:23.300 --> 00:01:26.300]  上帝都說你沒有這個福分
[00:01:26.300 --> 00:01:30.300]  帶領一班以色列人進入迦南地裏面
[00:01:30.300 --> 00:01:33.300]  上一代的人死了
[00:01:33.300 --> 00:01:35.300]  偉大的領袖也死了
[00:01:35.300 --> 00:01:37.300]  新一代的人興起
[00:01:37.300 --> 00:01:39.300]  在這個時候
[00:01:39.300 --> 00:01:43.300]  上帝揀選了另一個接班人
[00:01:43.300 --> 00:01:48.300]  約書亞帶領一班以色列人進入他所應許的地方
[00:01:48.300 --> 00:01:49.300]  迦南地的地方
[00:01:49.300 --> 00:01:52.300]  在約書亞記的第一章第一第二節
[00:01:52.300 --> 00:01:53.300]  這樣說
[00:01:53.300 --> 00:01:55.300]  耶和華的僕人摩西死了以後
[00:01:55.300 --> 00:02:00.300]  耶和華曉遇摩西的幫手亂的兒子約書亞說
[00:02:00.300 --> 00:02:02.300]  我的僕人摩西死了
[00:02:02.300 --> 00:02:04.300]  現在你要起來
[00:02:04.300 --> 00:02:07.300]  和眾百姓過這約旦河
[00:02:07.300 --> 00:02:10.300]  往我所要賜給以色列人的地方去
[00:02:10.300 --> 00:02:12.300]  約書亞記的第一章第一節
[00:02:12.300 --> 00:02:17.300]  可以說成為一個舞台
[00:02:17.300 --> 00:02:19.300]  這個舞台佈置一個舞台
[00:02:19.300 --> 00:02:23.300]  讓後來的事一一發生
[00:02:23.300 --> 00:02:27.300]  第一節裏面說了給我們知道有幾件事
[00:02:27.300 --> 00:02:29.300]  第一摩西死了
[00:02:29.300 --> 00:02:30.300]  正如我剛才所說
[00:02:30.300 --> 00:02:32.300]  一代領袖
[00:02:32.300 --> 00:02:34.300]  一個偉大的領袖
[00:02:34.300 --> 00:02:36.300]  帶領以色列人
[00:02:36.300 --> 00:02:39.300]  據估計可能百多二百萬人
[00:02:39.300 --> 00:02:43.300]  出來埃及進入上帝應許的地方
[00:02:43.300 --> 00:02:45.300]  浩浩蕩蕩的一起前進
[00:02:45.300 --> 00:02:48.300]  一個偉大的領袖這一刻死了
[00:02:48.300 --> 00:02:49.300]  如何形容他呢
[00:02:49.300 --> 00:02:52.300]  他是一個上帝的僕人
[00:02:52.300 --> 00:02:58.300]  他是上帝呼召摩西帶領以色列人出埃及的僕人
[00:02:58.300 --> 00:02:59.300]  死了
[00:02:59.300 --> 00:03:07.300]  現在上帝任命摩西的幫手亂的兒子約書亞繼任
[00:03:07.300 --> 00:03:12.300]  約書亞在摩西再生的年日
[00:03:12.300 --> 00:03:16.300]  成為摩西一個很大的助手
[00:03:16.300 --> 00:03:22.300]  無論在軍事上無論在宗教上成為摩西一個很大的幫助
[00:03:22.300 --> 00:03:24.300]  現在說到任命
[00:03:24.300 --> 00:03:29.300]  任命他帶領以色列人進入上帝應許的地方
[00:03:29.300 --> 00:03:30.300]  誰任命他呢
[00:03:30.300 --> 00:03:31.300]  這裏也很清楚說
[00:03:31.300 --> 00:03:34.300]  是上帝親自任命
[00:03:34.300 --> 00:03:35.300]  在這裏說
[00:03:35.300 --> 00:03:37.300]  上帝現在很清楚指出
[00:03:37.300 --> 00:03:39.300]  他已經行動了
[00:03:39.300 --> 00:03:41.300]  正如我剛才所說
[00:03:41.300 --> 00:03:45.300]  上一代的以色列人已經在曠野裏面死了
[00:03:45.300 --> 00:03:47.300]  新一代的以色列人起來
[00:03:47.300 --> 00:03:49.300]  在上帝的眼中
[00:03:49.300 --> 00:03:51.300]  上帝要把這塊地
[00:03:51.300 --> 00:03:54.300]  這個應許的地方賜福給以色列人
[00:03:54.300 --> 00:03:56.300]  在上帝的角度去看
[00:03:56.300 --> 00:03:58.300]  這塊地已經是你們的了
[00:03:58.300 --> 00:04:03.300]  你們只要有個回應去領取這個地方就可以了
[00:04:03.300 --> 00:04:05.300]  在第三第四節
[00:04:05.300 --> 00:04:08.300]  再說出這個地有多大呢
[00:04:08.300 --> 00:04:10.300]  在第三第四節說
[00:04:10.300 --> 00:04:12.300]  凡你腳掌所踏之地
[00:04:12.300 --> 00:04:16.300]  我都照著我所應許摩西的話賜給你們了
[00:04:16.300 --> 00:04:20.300]  從曠野或者利巴嫩直到白拉大河
[00:04:20.300 --> 00:04:21.300]  客人的全地
[00:04:21.300 --> 00:04:24.300]  由日落至處都要作你們的警戒
[00:04:24.300 --> 00:04:27.300]  其實當時上帝要約書
[00:04:27.300 --> 00:04:31.300]  你從東南西北去看下這個地有多大
[00:04:31.300 --> 00:04:33.300]  這塊地的範圍
[00:04:33.300 --> 00:04:35.300]  其實在起初裏面
[00:04:35.300 --> 00:04:36.300]  在創世紀
[00:04:36.300 --> 00:04:40.300]  上帝應許阿伯拉罕的後裔要承受的土地
[00:04:40.300 --> 00:04:42.300]  接著在摩西的年代
[00:04:42.300 --> 00:04:45.300]  摩西再一次堅定這個應許
[00:04:45.300 --> 00:04:46.300]  到現在
[00:04:46.300 --> 00:04:49.300]  上帝叫約書
[00:04:49.300 --> 00:04:50.300]  你再看下這塊地
[00:04:50.300 --> 00:04:51.300]  這塊地
[00:04:51.300 --> 00:04:53.300]  現在你們要進入去了
[00:04:53.300 --> 00:04:55.300]  這塊地就是我從阿伯拉罕的年代
[00:04:55.300 --> 00:05:00.300]  已經應許你們進入去居住的地方
[00:05:00.300 --> 00:05:02.300]  在這裏也強調
[00:05:02.300 --> 00:05:05.300]  腳掌所踏之地
[00:05:05.300 --> 00:05:09.300]  這句話的重要性是什麼呢
[00:05:09.300 --> 00:05:12.300]  其實從人間的角度去說
[00:05:12.300 --> 00:05:15.300]  前面的路是不可知的
[00:05:15.300 --> 00:05:17.300]  究竟得不得到這個地都不知道
[00:05:17.300 --> 00:05:19.300]  但從上帝的角度去說
[00:05:19.300 --> 00:05:21.300]  這個地已經是你們的了
[00:05:21.300 --> 00:05:23.300]  我已經給了你們了
[00:05:23.300 --> 00:05:25.300]  接著你們要有個回應
[00:05:25.300 --> 00:05:27.300]  回應是什麼呢
[00:05:27.300 --> 00:05:30.300]  你有沒有信心去拿這個地方
[00:05:30.300 --> 00:05:34.300]  有沒有信心進入這個地方去居住
[00:05:34.300 --> 00:05:36.300]  這裏說到上帝的應許
[00:05:36.300 --> 00:05:39.300]  和人的信心互動的關係
[00:05:39.300 --> 00:05:42.300]  如果以色列人
[00:05:42.300 --> 00:05:44.300]  藉著信心
[00:05:44.300 --> 00:05:47.300]  去回應上帝呼召的時候
[00:05:47.300 --> 00:05:49.300]  有一個正面的回應
[00:05:49.300 --> 00:05:54.300]  他們就可以進入這個地方去居住
[00:05:54.300 --> 00:05:56.300]  從人間的角度去說
[00:05:56.300 --> 00:05:58.300]  這塊地就是什麼人呢
[00:05:58.300 --> 00:05:59.300]  客人
[00:05:59.300 --> 00:06:03.300]  就是一個民族最大的居住地方
[00:06:03.300 --> 00:06:05.300]  這些人在人間角度
[00:06:05.300 --> 00:06:08.300]  是相當強大的民族
[00:06:08.300 --> 00:06:09.300]  以色列人
[00:06:09.300 --> 00:06:11.300]  如果從人間比較的角度去說
[00:06:11.300 --> 00:06:13.300]  他們是沒有能力進入的
[00:06:13.300 --> 00:06:16.300]  沒有能力打贏這場仗
[00:06:16.300 --> 00:06:17.300]  但上帝說
[00:06:17.300 --> 00:06:20.300]  這場仗已經贏了
[00:06:20.300 --> 00:06:24.300]  未打已經知道贏
[00:06:24.300 --> 00:06:25.300]  這樣的說法
[00:06:25.300 --> 00:06:28.300]  在人間角度我們不會這樣說的
[00:06:28.300 --> 00:06:29.300]  未發生的事
[00:06:29.300 --> 00:06:31.300]  我們會不會說一定會這樣發生
[00:06:31.300 --> 00:06:32.300]  不會
[00:06:32.300 --> 00:06:33.300]  因為上帝在說
[00:06:33.300 --> 00:06:36.300]  這塊地是你們的了
[00:06:36.300 --> 00:06:37.300]  這場仗
[00:06:37.300 --> 00:06:39.300]  未打已經知道
[00:06:39.300 --> 00:06:41.300]  必定已經贏了
[00:06:41.300 --> 00:06:44.300]  你們有沒有信心去拿這塊地呢
[00:06:44.300 --> 00:06:47.300]  有沒有信心進入這個地方去居住呢
[00:06:47.300 --> 00:06:50.300]  在第五節第六節裡這樣說
[00:06:50.300 --> 00:06:51.300]  你平生的日子
[00:06:51.300 --> 00:06:54.300]  必無一人能在你面前站立得住
[00:06:54.300 --> 00:06:56.300]  我怎樣與摩西同在
[00:06:56.300 --> 00:06:58.300]  也必照樣與你同在
[00:06:58.300 --> 00:06:59.300]  我必不撇下你
[00:06:59.300 --> 00:07:00.300]  也不丟棄你
[00:07:00.300 --> 00:07:02.300]  你當剛強壯膽
[00:07:02.300 --> 00:07:05.300]  因為你必使這百姓承受這地為業
[00:07:05.300 --> 00:07:07.300]  就是我向你們列祖
[00:07:07.300 --> 00:07:08.300]  起誓
[00:07:08.300 --> 00:07:11.300]  應許賜給你們的地
[00:07:11.300 --> 00:07:16.300]  在這裡上帝去應許約書亞
[00:07:16.300 --> 00:07:18.300]  我怎樣去幫助摩西
[00:07:18.300 --> 00:07:20.300]  也都怎樣去幫助你
[00:07:20.300 --> 00:07:21.300]  我怎樣與摩西同在
[00:07:21.300 --> 00:07:24.300]  也都會與你同在
[00:07:24.300 --> 00:07:29.300]  其實約書亞去接受這個任命的仇
[00:07:29.300 --> 00:07:30.300]  大家可以想像
[00:07:30.300 --> 00:07:31.300]  如果你是約書亞
[00:07:31.300 --> 00:07:32.300]  你的心情是怎樣
[00:07:32.300 --> 00:07:33.300]  你會說
[00:07:33.300 --> 00:07:34.300]  真是太好了
[00:07:34.300 --> 00:07:36.300]  可以替代這個偉大的領袖
[00:07:36.300 --> 00:07:37.300]  不會的
[00:07:37.300 --> 00:07:40.300]  摩西的確在以色列當中的地位
[00:07:40.300 --> 00:07:42.300]  無人可以取替
[00:07:42.300 --> 00:07:46.300]  約書亞存在一個很戰驚的心情
[00:07:46.300 --> 00:07:48.300]  去接受這個任命
[00:07:48.300 --> 00:07:51.300]  其實有一個恐懼在心裡
[00:07:51.300 --> 00:07:53.300]  都不出奇
[00:07:53.300 --> 00:07:54.300]  是很自然的事
[00:07:54.300 --> 00:08:00.300]  但是上帝在這一刻去幫助約書亞
[00:08:00.300 --> 00:08:01.300]  或者去安慰約書亞
[00:08:01.300 --> 00:08:02.300]  你不用怕
[00:08:02.300 --> 00:08:04.300]  我昔日怎樣與摩西同在
[00:08:04.300 --> 00:08:08.300]  今日我也與你同在
[00:08:08.300 --> 00:08:12.300]  摩西其實在再生的年日是很清楚的
[00:08:12.300 --> 00:08:14.300]  靠的不是自己的能力
[00:08:14.300 --> 00:08:17.300]  靠的不是我們自己民族的能力
[00:08:17.300 --> 00:08:20.300]  而是因為上帝在我們當中
[00:08:20.300 --> 00:08:23.300]  所以我們能夠繼續一步一步的前行
[00:08:23.300 --> 00:08:25.300]  現在上帝也與約書亞說
[00:08:25.300 --> 00:08:26.300]  你放心
[00:08:26.300 --> 00:08:29.300]  你們前行不是孤單的
[00:08:29.300 --> 00:08:32.300]  因為我在你們當中
[00:08:32.300 --> 00:08:33.300]  繼續的照顧
[00:08:33.300 --> 00:08:34.300]  繼續的保守你們
[00:08:34.300 --> 00:08:38.300]  所以你們不用膽怯
[00:08:38.300 --> 00:08:40.300]  要剛強壯膽
[00:08:40.300 --> 00:08:43.300]  在這裡上帝不是說要一群以色列人
[00:08:43.300 --> 00:08:46.300]  你們相信自己的能力
[00:08:46.300 --> 00:08:47.300]  你們只要同心
[00:08:47.300 --> 00:08:48.300]  就可以前行了
[00:08:48.300 --> 00:08:50.300]  如果大家留心
[00:08:50.300 --> 00:08:51.300]  上帝沒有這樣說的
[00:08:51.300 --> 00:08:53.300]  上帝不是說你們有這樣的能力去做
[00:08:53.300 --> 00:08:54.300]  你們放心
[00:08:54.300 --> 00:08:56.300]  你們有同心一起
[00:08:56.300 --> 00:08:58.300]  你們有足夠能力前行
[00:08:58.300 --> 00:09:00.300]  沒有這樣說的
[00:09:00.300 --> 00:09:01.300]  只是說一件事
[00:09:01.300 --> 00:09:04.300]  我在你們當中
[00:09:04.300 --> 00:09:06.300]  你們不要恐懼
[00:09:06.300 --> 00:09:08.300]  只要剛強壯膽
[00:09:08.300 --> 00:09:11.300]  在這裡上帝再一次強調
[00:09:11.300 --> 00:09:14.300]  這個地已經賜給你們了
[00:09:14.300 --> 00:09:16.300]  鼓勵約書亞
[00:09:16.300 --> 00:09:20.300]  你就帶領以色列人進入我所賜給你們的福分裡
[00:09:20.300 --> 00:09:23.300]  無論周圍的環境如何
[00:09:23.300 --> 00:09:29.300]  我英雲仍然在你們中間保守看顧你們
[00:09:29.300 --> 00:09:33.300]  在這裡我們可以思考
[00:09:33.300 --> 00:09:35.300]  上帝已經很清楚
[00:09:35.300 --> 00:09:38.300]  應許的地已經賜給你們了
[00:09:38.300 --> 00:09:41.300]  這一場仗已經贏定了
[00:09:41.300 --> 00:09:45.300]  為什麼上帝仍然吩咐約書亞
[00:09:45.300 --> 00:09:47.300]  你要剛強壯膽呢
[00:09:47.300 --> 00:09:48.300]  很明顯
[00:09:48.300 --> 00:09:50.300]  亦暗示
[00:09:50.300 --> 00:09:54.300]  約書亞在前面的路要面對很多困難
[00:09:54.300 --> 00:09:56.300]  面對很多挑戰
[00:09:56.300 --> 00:09:59.300]  不過結局如何
[00:09:59.300 --> 00:10:03.300]  是很在乎約書亞和一群以色列人
[00:10:03.300 --> 00:10:07.300]  如何回應上帝對他們的呼召
[00:10:07.300 --> 00:10:09.300]  經文不是說
