
[00:00:00.000 --> 00:00:04.000]  使徒行撰二十章二十二到二十五節。
[00:00:04.000 --> 00:00:09.000]  現在我被聖靈吹破要往耶路撒冷去,
[00:00:09.000 --> 00:00:13.000]  雖然不知道在那裡會遭遇什麼事,
[00:00:13.000 --> 00:00:18.000]  但知道聖靈在過程裡向我指正,
[00:00:18.000 --> 00:00:21.000]  說有困鎖與患難等著我。
[00:00:21.000 --> 00:00:26.000]  我卻不以性命為念,
[00:00:26.000 --> 00:00:32.000]  只要走完我的路程,完成我從主耶穌所領受的職份,
[00:00:32.000 --> 00:00:36.000]  為神恩典的福音做見證。
[00:00:36.000 --> 00:00:41.000]  我書藏在你們中間,到處傳揚神的國。
[00:00:41.000 --> 00:00:48.000]  現在我知道你們眾人以後不會再見到我的面了。
[00:00:48.000 --> 00:00:51.000]  這是神的話語。
[00:00:53.000 --> 00:00:57.000]  各位同工,各位弟兄姊妹,主內平安。
[00:00:57.000 --> 00:01:04.000]  今天我非常感恩有機會跟大家來分享這一段的內容。
[00:01:04.000 --> 00:01:09.000]  那麼在談這段內容之前,我們來做個禱告。
[00:01:09.000 --> 00:01:11.000]  親愛的主,我們感謝你。
[00:01:11.000 --> 00:01:15.000]  猶如剛才師哥所講的內容,
[00:01:15.000 --> 00:01:20.000]  我們不知明天道路如何,但知道你掌管明天。
[00:01:20.000 --> 00:01:25.000]  所以我們把自己的信仰生活都交給你。
[00:01:25.000 --> 00:01:28.000]  求主看顧我們的身心靈,
[00:01:28.000 --> 00:01:33.000]  在主的靈命能夠健康,能夠更符合你的心意。
[00:01:33.000 --> 00:01:36.000]  同時把這一段內容繼續仰望在主手中,
[00:01:36.000 --> 00:01:38.000]  求主親自看顧我們,
[00:01:38.000 --> 00:01:44.000]  明白保羅當年跟以佛所教會至今最後的道別這段話。
[00:01:44.000 --> 00:01:48.000]  感謝主,這樣禱告奉耶穌基督的名,阿們。
[00:01:48.000 --> 00:01:57.000]  弟兄姊妹,我想很多人在年輕的時候都會問一個問題。
[00:01:57.000 --> 00:02:03.000]  因為有年輕就會有未來的想像。
[00:02:03.000 --> 00:02:08.000]  如果一個人沒有想像,對於他來講,
[00:02:08.000 --> 00:02:11.000]  今天是沒有任何意義所言的。
[00:02:11.000 --> 00:02:13.000]  所以意義為什麼會有呢?
[00:02:13.000 --> 00:02:15.000]  是因為必須有未來。
[00:02:15.000 --> 00:02:20.000]  所以很多年輕人通常都會去問自己,
[00:02:20.000 --> 00:02:24.000]  在社會打拼,或者曾經在讀書的時候,
[00:02:24.000 --> 00:02:30.000]  問一個問題,什麼是成功?
[00:02:30.000 --> 00:02:34.000]  或者是用清白的話來表達,
[00:02:34.000 --> 00:02:37.000]  我的未來應該怎麼打拼?
[00:02:37.000 --> 00:02:40.000]  如何去追逐一個有目標的人生?
[00:02:40.000 --> 00:02:44.000]  假若你是來自一個不富裕的家庭,
[00:02:44.000 --> 00:02:47.000]  又是來自一個鄉村小地方,
[00:02:47.000 --> 00:02:50.000]  你有機會讀到大學,
[00:02:50.000 --> 00:02:52.000]  可能比較好的平台,
[00:02:52.000 --> 00:02:57.000]  但你想像,我可能沒有同學那麼好的處境,
[00:02:57.000 --> 00:02:59.000]  我應該怎麼打拼?
[00:02:59.000 --> 00:03:02.000]  什麼才算是值得?
[00:03:02.000 --> 00:03:05.000]  換句話講,問自己什麼是成功,
[00:03:05.000 --> 00:03:08.000]  或者說未來你賦予自己意義,
[00:03:08.000 --> 00:03:14.000]  必須要去提醒自己,什麼是我值得做的事情?
[00:03:14.000 --> 00:03:18.000]  是不是有很多人會發現,成家之後,
[00:03:18.000 --> 00:03:20.000]  你不會像學生時代,
[00:03:20.000 --> 00:03:23.000]  24小時隨便你自己可以安排,
[00:03:23.000 --> 00:03:25.000]  有了家庭,有了小孩,
[00:03:25.000 --> 00:03:27.000]  下班第一時間,太太總會打電話給你,
[00:03:27.000 --> 00:03:30.000]  丈夫總是會提醒你要回來。
[00:03:30.000 --> 00:03:36.000]  我們人生都在計劃,都在安排,
[00:03:36.000 --> 00:03:39.000]  都在估算什麼是值得做的,
[00:03:39.000 --> 00:03:42.000]  因為背後你有一個成功的理念,
[00:03:42.000 --> 00:03:45.000]  希望能夠做到有價值的事情,
[00:03:45.000 --> 00:03:47.000]  非常短暫的一生。
[00:03:47.000 --> 00:03:50.000]  但有一種成功,
[00:03:50.000 --> 00:03:54.000]  不在於成就似乎好像有多大,
[00:03:54.000 --> 00:03:59.000]  而在乎你是不是終於,
[00:03:59.000 --> 00:04:07.000]  你曾經內心裡面考慮過值得做的那個信念。
[00:04:07.000 --> 00:04:12.000]  我想,今天我們看這段經文的目的,
[00:04:12.000 --> 00:04:17.000]  就是想看一看保羅離開他牧羊好多年的教會之前,
[00:04:17.000 --> 00:04:21.000]  他跟這群弟兄姊妹,長老,領袖們說,
[00:04:21.000 --> 00:04:24.000]  我值得做的是什麼?
[00:04:24.000 --> 00:04:26.000]  一個賣減肥藥的人,
[00:04:26.000 --> 00:04:30.000]  如果他很肥,應該是沒有什麼效果的,對不對?
[00:04:30.000 --> 00:04:33.000]  如果一個賣脫髮水的,
[00:04:33.000 --> 00:04:35.000]  蒸發水的人,
[00:04:35.000 --> 00:04:39.000]  但是脫髮很厲害,應該沒有什麼說服力的。
[00:04:39.000 --> 00:04:42.000]  保羅說,我就是福音的人生,
[00:04:42.000 --> 00:04:44.000]  大家看,你一點都不像,
[00:04:44.000 --> 00:04:46.000]  因為到處都是苦難。
[00:04:46.000 --> 00:04:51.000]  福音應該跟幸福、順利、成功畫等號,
[00:04:51.000 --> 00:04:55.000]  保羅說,你誤解了真正的福音定義,
[00:04:55.000 --> 00:04:59.000]  或者是說,定義福音,
[00:04:59.000 --> 00:05:03.000]  保羅用一個從人的角度來講,
[00:05:03.000 --> 00:05:05.000]  顛覆了他們的想像,
[00:05:05.000 --> 00:05:07.000]  用我剛才所表達的,
[00:05:07.000 --> 00:05:10.000]  什麼是值得活的人生,
[00:05:10.000 --> 00:05:17.000]  那個信念保羅要去改變弟兄姊妹過往的價值觀。
[00:05:17.000 --> 00:05:20.000]  我們讀到這段經文的時候,
[00:05:20.000 --> 00:05:22.000]  你會發現很有趣的是,
[00:05:22.000 --> 00:05:26.000]  他要離開這座城市,
[00:05:26.000 --> 00:05:31.000]  以佛所對我們基督徒讀聖經經常會遇到的一段書,
[00:05:31.000 --> 00:05:33.000]  就是以佛所書信,
[00:05:33.000 --> 00:05:36.000]  保羅後來寫信給這群弟兄姊妹的。
[00:05:36.000 --> 00:05:41.000]  他在地中海這個淫暗的城市,
[00:05:41.000 --> 00:05:43.000]  他站在這裡,
[00:05:43.000 --> 00:05:47.000]  跟教會的弟兄姊妹最後道別。
[00:05:47.000 --> 00:05:53.000]  這個人曾經是一個逼迫教會的法利塞人,
[00:05:53.000 --> 00:05:59.000]  差點要把初期教會扼殺在窯瀾裡面的。
[00:05:59.000 --> 00:06:06.000]  現在轉變成為一個福音傳道人,
[00:06:06.000 --> 00:06:08.000]  而就在不久前,
[00:06:08.000 --> 00:06:10.000]  使徒行傳的第十九章,
[00:06:10.000 --> 00:06:14.000]  記載以佛所發生一次暴動。
[00:06:14.000 --> 00:06:21.000]  這個暴動促成了保羅最後想離開這個城市的決定。
[00:06:21.000 --> 00:06:27.000]  他離開這個城市,想去哪裡呢?
[00:06:27.000 --> 00:06:30.000]  他想去耶路撒冷。
[00:06:30.000 --> 00:06:34.000]  耶路撒冷在巴勒斯坦這裡,
[00:06:34.000 --> 00:06:41.000]  他通過遠航地中海去往巴勒斯坦,
[00:06:41.000 --> 00:06:45.000]  耶路撒冷,去那裡幹什麼?
[00:06:45.000 --> 00:06:50.000]  在這裡非常清楚,最後道別,
[00:06:50.000 --> 00:06:54.000]  表達出我要去耶路撒冷,
[00:06:54.000 --> 00:06:58.000]  向我的同胞不僅送那個磚礦,
[00:06:58.000 --> 00:07:03.000]  更重要的是關心他們的信仰。
[00:07:03.000 --> 00:07:05.000]  講完以後,
[00:07:05.000 --> 00:07:08.000]  這些門徒弟兄姊妹非常擔心,
[00:07:08.000 --> 00:07:11.000]  圍著他,勸他說:
[00:07:11.000 --> 00:07:15.000]  保羅,你知道這個旅途有多危險嗎?
[00:07:15.000 --> 00:07:20.000]  耶路撒冷的祭司這些領袖早已經看你為異端,
[00:07:20.000 --> 00:07:25.000]  你千萬不要去,你一去他們會逮捕你。
[00:07:25.000 --> 00:07:30.000]  保羅沒有過度的憂慮,擔心,
[00:07:30.000 --> 00:07:34.000]  他心裡很清楚,前面的路不簡單,
[00:07:34.000 --> 00:07:37.000]  甚至可能生命的危險,
[00:07:37.000 --> 00:07:40.000]  他轉過來跟這群弟兄姊妹說什麼呢?
[00:07:40.000 --> 00:07:46.000]  他說:現在我往耶路撒冷去,心裡很迫切,
[00:07:46.000 --> 00:07:50.000]  不知道在那裡會遇見什麼事情。
[00:07:50.000 --> 00:07:54.000]  原來保羅要表達出來的是,
[00:07:54.000 --> 00:07:57.000]  他說我內心裡有一個感動,
[00:07:57.000 --> 00:08:02.000]  這個感動是他沒辦法抑制住的,
[00:08:02.000 --> 00:08:08.000]  也就是說,這種感動促成他要回耶路撒冷,
[00:08:08.000 --> 00:08:11.000]  他並沒有假裝這一切沒有問題,
[00:08:11.000 --> 00:08:15.000]  換句話講,他知道內心裡有感動,
[00:08:15.000 --> 00:08:18.000]  回耶路撒冷,但同時,
[00:08:18.000 --> 00:08:21.000]  他說我也不知道未來會遇見什麼。
[00:08:21.000 --> 00:08:25.000]  但是這種不知道,你會看到他在這裡表達,
[00:08:25.000 --> 00:08:30.000]  我也不知道,讓我們看到他對未來是不知道的,
[00:08:30.000 --> 00:08:36.000]  未知的,但同時他對未來也是一種開放的人生光。
[00:08:36.000 --> 00:08:40.000]  我不知道未來會怎麼樣,
[00:08:40.000 --> 00:08:44.000]  但我為什麼要走下去呢?
[00:08:44.000 --> 00:08:50.000]  因為我知道未來有一種的人生方向是值得活的。
[00:08:50.000 --> 00:08:54.000]  他沒有因為這種不確定和未知而動搖,
[00:08:54.000 --> 00:08:59.000]  反而選擇了讓自己的感動走下去,問題來了。
[00:08:59.000 --> 00:09:03.000]  後面我們經維會看到,
[00:09:03.000 --> 00:09:07.000]  聖靈告訴他說,你去那裡會有困所,
[00:09:07.000 --> 00:09:10.000]  會有苦難等你。
[00:09:10.000 --> 00:09:13.000]  保羅可不可以這樣想,聖靈提醒我了,
[00:09:13.000 --> 00:09:17.000]  去耶路撒冷有苦難,弟兄姐妹告訴我不要去那裡有苦難,
[00:09:17.000 --> 00:09:20.000]  那我就順著大家對我的提醒,
[00:09:20.000 --> 00:09:23.000]  聖靈對我說有苦難這個事情,不要去了。
[00:09:23.000 --> 00:09:26.000]  保羅會不會這樣做呢?
[00:09:26.000 --> 00:09:29.000]  所以經文整個鋪排很有意思的。
[00:09:29.000 --> 00:09:34.000]  保羅說我心中甚感動,而不是甚懼怕。
[00:09:34.000 --> 00:09:40.000]  如果他說我心中懼怕,我擔心,我憂慮,
[00:09:40.000 --> 00:09:43.000]  弟兄姐妹提醒我,聖靈告訴我有苦難,
[00:09:43.000 --> 00:09:46.000]  那麼順理成章的我不要去,為什麼呢?
[00:09:46.000 --> 00:09:50.000]  我在已佛所這三年以來,
[00:09:50.000 --> 00:09:53.000]  傳道,感軌,醫病,
[00:09:53.000 --> 00:09:57.000]  做的所有的事情都能深得人心。
[00:09:57.000 --> 00:10:00.000]  我在這裡默會好好的,我為什麼要出去呢?
[00:10:00.000 --> 00:10:04.000]  我為什麼要把我自己打發在一個未知的地方呢?
[00:10:04.000 --> 00:10:08.000]  對於很多人來講,
[00:10:08.000 --> 00:10:15.000]  明年未來有很多不確定的因素,
[00:10:15.000 --> 00:10:18.000]  不過就如我剛才講的,
[00:10:18.000 --> 00:10:23.000]  越是年輕,他會對未來的未知充滿興奮感的。
[00:10:23.000 --> 00:10:27.000]  你告訴一個年輕人,中學剛畢業,
[00:10:27.000 --> 00:10:30.000]  他們很期待去日本旅行的,
[00:10:30.000 --> 00:10:33.000]  很期待去美國一班同學去旅行,
[00:10:33.000 --> 00:10:36.000]  對於未來他們充滿了興奮的。
[00:10:36.000 --> 00:10:39.000]  但不過你的年紀慢慢大了,
[00:10:39.000 --> 00:10:43.000]  就像我的孩子也慢慢兩個都長大了,
[00:10:43.000 --> 00:10:47.000]  而且加上有穩定的工作。
[00:10:47.000 --> 00:10:51.000]  所以你知道我們神學院讀神學,
[00:10:51.000 --> 00:10:57.000]  神學生的年齡是全港最年輕的,
[00:10:57.000 --> 00:11:02.000]  早期都二十多歲的,近年來三十出頭。
[00:11:02.000 --> 00:11:06.000]  無論如何,都是全港最年輕的一間神學院。
[00:11:06.000 --> 00:11:09.000]  有人做過一個調查,
[00:11:09.000 --> 00:11:14.000]  在這裡的神學院,一般平均年齡都是四十二歲到四十五歲的。
[00:11:14.000 --> 00:11:19.000]  但是這幾年的就讀人數下降很快。
[00:11:19.000 --> 00:11:21.000]  為什麼呢?
[00:11:21.000 --> 00:11:25.000]  因為人到了一個階段,你穩定了,
[00:11:25.000 --> 00:11:28.000]  你工作穩定,家庭穩定,
[00:11:28.000 --> 00:11:32.000]  你如果預感到未來,你做這個決定有很多的不順利,
[00:11:32.000 --> 00:11:37.000]  或者說不確定的因素,你一定會有害怕的感受的。
[00:11:37.000 --> 00:11:41.000]  我二十出頭,我一個月薪水三千塊錢,
[00:11:41.000 --> 00:11:43.000]  有什麼怕呢?
[00:11:43.000 --> 00:11:46.000]  你把自己拋在一個地方,從頭來過,
[00:11:46.000 --> 00:11:49.000]  因為我本身就沒有什麼成本嘛。
[00:11:49.000 --> 00:11:52.000]  我們往往講,代價是需要成本的,對不對?
[00:11:52.000 --> 00:11:55.000]  你搞投資最清楚了。
[00:11:55.000 --> 00:11:58.000]  我犧牲不起我的人生,不能從頭來過。
[00:11:58.000 --> 00:12:01.000]  不過我才二十多歲,我怕什麼呢?
[00:12:01.000 --> 00:12:04.000]  爛命一條。
[00:12:04.000 --> 00:12:07.000]  所以你知道,要呼召一個人做傳教士,
[00:12:07.000 --> 00:12:09.000]  要趕緊呼召他,對不對?
[00:12:09.000 --> 00:12:13.000]  二十多歲,十九世紀,二十世紀,美國大風行運動,
[00:12:13.000 --> 00:12:17.000]  有一個非常重要的叫做學生福音運動,
[00:12:17.000 --> 00:12:20.000]  促成了整個世紀的福音傳播,
[00:12:20.000 --> 00:12:23.000]  其中必須要講的一個客觀因素就是
[00:12:23.000 --> 00:12:26.000]  學生的參與是主導者的,
[00:12:26.000 --> 00:12:30.000]  因為他們沒有什麼太多的可犧牲問題。
[00:12:30.000 --> 00:12:35.000]  保羅相比之下不是這樣的嘛。
