
[00:00:00.000 --> 00:00:03.000]  每次回到希伯倫堂
[00:00:03.000 --> 00:00:06.000]  無論外面天氣怎樣
[00:00:06.000 --> 00:00:09.000]  都是格外溫暖
[00:00:09.000 --> 00:00:11.000]  家裡的感覺
[00:00:11.000 --> 00:00:16.000]  特別今早見到黃健輝牧師師母
[00:00:16.000 --> 00:00:20.000]  我小時候的偶像
[00:00:20.000 --> 00:00:22.000]  小學
[00:00:22.000 --> 00:00:25.000]  他是我們初級團的導師
[00:00:25.000 --> 00:00:28.000]  每個星期六在希伯倫堂東方街
[00:00:28.000 --> 00:00:33.000]  帶領我們唱短詩
[00:00:33.000 --> 00:00:37.000]  感謝主那時沒有詩歌本
[00:00:37.000 --> 00:00:43.000]  用很大張的紙掛出來
[00:00:43.000 --> 00:00:45.000]  所以字要很漂亮
[00:00:45.000 --> 00:00:49.000]  我們小時候覺得這麼大張字不簡單
[00:00:49.000 --> 00:00:51.000]  感謝主
[00:00:51.000 --> 00:00:53.000]  六十年了
[00:00:53.000 --> 00:00:58.000]  神的恩典豐豐富富
[00:00:58.000 --> 00:01:03.000]  真的要經歷了一段很長的時間
[00:01:03.000 --> 00:01:07.000]  然後我們才明白
[00:01:07.000 --> 00:01:10.000]  在我們一生當中
[00:01:10.000 --> 00:01:15.000]  絕對不是偶然的事
[00:01:15.000 --> 00:01:17.000]  這兩個星期都想到
[00:01:17.000 --> 00:01:23.000]  碰到好幾位希伯倫堂的弟兄姊妹
[00:01:23.000 --> 00:01:27.000]  星期五下午去到北角駿悅
[00:01:27.000 --> 00:01:30.000]  星哥那間餐廳
[00:01:30.000 --> 00:01:32.000]  你去過就知道了
[00:01:32.000 --> 00:01:35.000]  跟陳慧恩姑娘
[00:01:35.000 --> 00:01:41.000]  跟蘇蔡永平姊妹蘇太
[00:01:41.000 --> 00:01:43.000]  還有不知道你們認不認識
[00:01:43.000 --> 00:01:49.000]  唐太唐羅艷明姊妹
[00:01:49.000 --> 00:01:54.000]  四十年前希伯倫堂差遣了唐太來殺孫
[00:01:54.000 --> 00:01:57.000]  所以眨眼
[00:01:57.000 --> 00:02:00.000]  她現在住在北角回了北宣
[00:02:00.000 --> 00:02:07.000]  在那裡幫忙真理樓的咖啡室義工
[00:02:07.000 --> 00:02:09.000]  招呼很多街坊
[00:02:09.000 --> 00:02:11.000]  感謝神
[00:02:11.000 --> 00:02:14.000]  蘇太八十高齡
[00:02:14.000 --> 00:02:17.000]  仍然非常之健康
[00:02:17.000 --> 00:02:19.000]  為主服侍
[00:02:19.000 --> 00:02:21.000]  往來奔波
[00:02:21.000 --> 00:02:23.000]  真是佩服
[00:02:23.000 --> 00:02:25.000]  陳姑娘
[00:02:25.000 --> 00:02:28.000]  我們見到她很敬畏
[00:02:28.000 --> 00:02:29.000]  要鞠躬
[00:02:29.000 --> 00:02:30.000]  也是很健康
[00:02:30.000 --> 00:02:32.000]  感謝神帶領她
[00:02:32.000 --> 00:02:36.000]  雖然經過一段時間患病
[00:02:36.000 --> 00:02:39.000]  但是神給她醫治
[00:02:39.000 --> 00:02:43.000]  神帶領她在神的保守當中
[00:02:43.000 --> 00:02:45.000]  這些真是數算不盡
[00:02:45.000 --> 00:02:47.000]  再早一個星期
[00:02:47.000 --> 00:02:52.000]  我們在忠臣聚餐上
[00:02:52.000 --> 00:02:57.000]  又見到張堯勳牧師的女兒和女婿
[00:02:57.000 --> 00:02:59.000]  你不認識了
[00:02:59.000 --> 00:03:04.000]  張牧師曾經在希伯倫堂做過主任牧師
[00:03:04.000 --> 00:03:09.000]  我爸爸病過了美國那段日子
[00:03:09.000 --> 00:03:12.000]  是南京街的年代
[00:03:12.000 --> 00:03:14.000]  再早一點你們更加不認識
[00:03:14.000 --> 00:03:16.000]  張師母
[00:03:16.000 --> 00:03:20.000]  你至精姐妹
[00:03:20.000 --> 00:03:22.000]  我小時候真的很矮
[00:03:22.000 --> 00:03:26.000]  這樣樂高投望高級團的團長
[00:03:26.000 --> 00:03:28.000]  至精姐姐
[00:03:28.000 --> 00:03:30.000]  有多少人認識她
[00:03:30.000 --> 00:03:34.000]  齊昆在,國志在
[00:03:34.000 --> 00:03:37.000]  這些是神的憐憫
[00:03:37.000 --> 00:03:38.000]  她的下一代
[00:03:38.000 --> 00:03:40.000]  她的女兒Grace
[00:03:40.000 --> 00:03:43.000]  現在是山頂醫院的醫生
[00:03:43.000 --> 00:03:45.000]  很感恩
[00:03:45.000 --> 00:03:49.000]  她告訴我媽媽在英國還是健康
[00:03:49.000 --> 00:03:51.000]  雖然年紀都大了
[00:03:51.000 --> 00:03:52.000]  感謝主
[00:03:52.000 --> 00:03:54.000]  真的感謝主
[00:03:54.000 --> 00:03:56.000]  神的恩典
[00:03:56.000 --> 00:03:57.000]  我們回首
[00:03:57.000 --> 00:03:59.000]  我們數算
[00:03:59.000 --> 00:04:01.000]  今天
[00:04:01.000 --> 00:04:03.000]  不是這麼巧
[00:04:03.000 --> 00:04:05.000]  你們有讀詩篇
[00:04:05.000 --> 00:04:06.000]  三十二篇
[00:04:06.000 --> 00:04:10.000]  你知道希伯倫堂的讀經是編排好的
[00:04:10.000 --> 00:04:11.000]  全年
[00:04:11.000 --> 00:04:12.000]  知道吧
[00:04:12.000 --> 00:04:13.000]  雖然我們是宣導會
[00:04:13.000 --> 00:04:15.000]  但是我們都很謹慎
[00:04:15.000 --> 00:04:18.000]  所以這一篇的詩篇
[00:04:18.000 --> 00:04:25.000]  是壽苦節之前的第三個星期
[00:04:25.000 --> 00:04:30.000]  西方教會編排讀的一篇
[00:04:30.000 --> 00:04:36.000]  在歷史上稱為悔罪詩
[00:04:36.000 --> 00:04:39.000]  七篇的Penitential Psalms
[00:04:39.000 --> 00:04:41.000]  悔罪詩
[00:04:41.000 --> 00:04:43.000]  你比較熟悉的是五十一篇
[00:04:43.000 --> 00:04:46.000]  大衛認罪的祈禱
[00:04:46.000 --> 00:04:48.000]  其他的六篇
[00:04:48.000 --> 00:04:51.000]  我想我們沒有人可以記得
[00:04:51.000 --> 00:04:56.000]  三十二篇是其中的一篇
[00:04:56.000 --> 00:04:57.000]  很明顯
[00:04:57.000 --> 00:04:58.000]  剛才你聽了
[00:04:58.000 --> 00:04:59.000]  一開頭他說
[00:04:59.000 --> 00:05:03.000]  得赦免其過
[00:05:03.000 --> 00:05:06.000]  遮蓋其罪的
[00:05:06.000 --> 00:05:11.000]  這人是由伏敵黨赦罪
[00:05:11.000 --> 00:05:14.000]  的恩典的一首詩篇
[00:05:14.000 --> 00:05:16.000]  所以今天和大家看一看
[00:05:16.000 --> 00:05:17.000]  這一篇詩篇
[00:05:17.000 --> 00:05:21.000]  其實這一篇詩篇很整齊
[00:05:21.000 --> 00:05:25.000]  十三句
[00:05:25.000 --> 00:05:29.000]  中間獨立的一句
[00:05:29.000 --> 00:05:35.000]  前後各有三個小段落
[00:05:35.000 --> 00:05:37.000]  所以我把它翻譯出來
[00:05:37.000 --> 00:05:40.000]  在PowerPoint上讀給你聽
[00:05:40.000 --> 00:05:42.000]  讓你明白
[00:05:42.000 --> 00:05:44.000]  這一篇詩篇的重點
[00:05:44.000 --> 00:05:47.000]  究竟在說什麼
[00:05:47.000 --> 00:05:49.000]  如果你不分了這一段
[00:05:49.000 --> 00:05:52.000]  很容易會誤會了
[00:05:52.000 --> 00:05:59.000]  因為這是詩人的方法
[00:05:59.000 --> 00:06:03.000]  去傳遞他要說的訊息
[00:06:03.000 --> 00:06:07.000]  一開始說有福
[00:06:07.000 --> 00:06:08.000]  你記不記得
[00:06:08.000 --> 00:06:12.000]  上一篇詩篇說有福
[00:06:12.000 --> 00:06:14.000]  記得嗎
[00:06:14.000 --> 00:06:15.000]  在哪裡
[00:06:15.000 --> 00:06:19.000]  那我要回到詩篇第一篇
[00:06:19.000 --> 00:06:22.000]  三十二篇之前
[00:06:22.000 --> 00:06:26.000]  那三十篇詩篇都沒有說有福
[00:06:26.000 --> 00:06:28.000]  是去到第一篇說什麼
[00:06:28.000 --> 00:06:29.000]  我們記得
[00:06:29.000 --> 00:06:31.000]  不從惡人的計謀
[00:06:31.000 --> 00:06:32.000]  懂得背嗎
[00:06:32.000 --> 00:06:33.000]  我小時候要背的
[00:06:33.000 --> 00:06:35.000]  不暫聚人的道路
[00:06:35.000 --> 00:06:39.000]  不助竊萬人的座位
[00:06:39.000 --> 00:06:42.000]  喜愛耶和華的律法
[00:06:42.000 --> 00:06:46.000]  這人便為有福
[00:06:46.000 --> 00:06:47.000]  當然了
[00:06:47.000 --> 00:06:50.000]  一個這麼完美
[00:06:50.000 --> 00:06:54.000]  遠離惡人、罪人、竊萬人
[00:06:54.000 --> 00:06:56.000]  這樣的人
[00:06:56.000 --> 00:06:58.000]  當然有福
[00:06:58.000 --> 00:07:02.000]  這是我們不用聖經教
[00:07:02.000 --> 00:07:04.000]  都會點頭的
[00:07:04.000 --> 00:07:06.000]  對不對
[00:07:06.000 --> 00:07:08.000]  不過我不是這樣的人
[00:07:08.000 --> 00:07:11.000]  我都可以大膽說一句
[00:07:11.000 --> 00:07:13.000]  你不是這樣的人
[00:07:13.000 --> 00:07:15.000]  所以很遙遠
[00:07:15.000 --> 00:07:17.000]  讀多幾次
[00:07:17.000 --> 00:07:21.000]  還會覺得自卑
[00:07:21.000 --> 00:07:26.000]  聖經說的是一些高不可攀
[00:07:26.000 --> 00:07:29.000]  屬靈的偉人
[00:07:29.000 --> 00:07:32.000]  我無法跟他比較
[00:07:32.000 --> 00:07:34.000]  年紀越大
[00:07:34.000 --> 00:07:37.000]  就越明白這個事實
[00:07:37.000 --> 00:07:39.000]  不敢誇口
[00:07:39.000 --> 00:07:41.000]  所以聖經是這樣教讀
[00:07:41.000 --> 00:07:46.000]  但是我用深一點的成語說
[00:07:46.000 --> 00:07:49.000]  自殘刑畏
[00:07:49.000 --> 00:07:51.000]  懂不懂這四個字
[00:07:51.000 --> 00:07:53.000]  覺得慚愧
[00:07:53.000 --> 00:07:55.000]  覺得自己很污穢
[00:07:55.000 --> 00:08:00.000]  所以三十二篇很重要
[00:08:00.000 --> 00:08:01.000]  經過了三十篇
[00:08:01.000 --> 00:08:05.000]  為什麼不馬上在第一、第二篇之後說呢
[00:08:05.000 --> 00:08:10.000]  因為要你人生累積一段日子
[00:08:10.000 --> 00:08:14.000]  不然你不明白這四篇講什麼
[00:08:14.000 --> 00:08:15.000]  馬上跟你說
