
[00:00:00.000 --> 00:00:06.000]  我們今天思想當紀念主恩而專心的遵從
[00:00:06.000 --> 00:00:09.000]  我們剛剛過了我們的猜拳年會
[00:00:09.000 --> 00:00:13.500]  我盼望我們都會繼續留心關心猜拳的事情
[00:00:13.500 --> 00:00:18.000]  我記得我們的大會講員楊牧師在當中提及一件事情
[00:00:18.000 --> 00:00:23.000]  提及到今天不單止中國有很多人未曾聽聞福音
[00:00:23.000 --> 00:00:26.000]  也提到今天在歐洲特別是在英國的地方
[00:00:26.000 --> 00:00:30.000]  教會有衰落的情況和現象
[00:00:30.000 --> 00:00:34.000]  有很多的教會倒閉
[00:00:34.000 --> 00:00:36.000]  當他這樣說的時候
[00:00:36.000 --> 00:00:39.000]  我就想起我自己過去的一個經歷
[00:00:39.000 --> 00:00:43.000]  2008年我有機會去加拿大的滿地可的地方
[00:00:43.000 --> 00:00:46.000]  和當地的教會來港讀
[00:00:46.000 --> 00:00:48.000]  去到一間很大的禮拜堂
[00:00:48.000 --> 00:00:50.000]  是華人的教會
[00:00:50.000 --> 00:00:52.000]  我也很驚訝這間禮拜堂
[00:00:52.000 --> 00:00:56.000]  原來是一間坐地的一個很宏偉的禮拜堂
[00:00:56.000 --> 00:01:00.000]  進去的時候看到很漂亮的彩色玻璃
[00:01:00.000 --> 00:01:02.000]  大家可能去過歐洲的教會
[00:01:02.000 --> 00:01:05.000]  都見過這些很漂亮的坐地禮拜堂
[00:01:05.000 --> 00:01:07.000]  又看到他們的講台
[00:01:07.000 --> 00:01:09.000]  他們很多周圍的設計
[00:01:09.000 --> 00:01:16.000]  是經過很細微很精工的雕刻的一些裝飾
[00:01:16.000 --> 00:01:19.000]  我就問這間華人宣導會
[00:01:19.000 --> 00:01:23.000]  究竟你們是怎樣可以有這個禮堂
[00:01:23.000 --> 00:01:26.000]  他們就說我們買回來的
[00:01:26.000 --> 00:01:30.000]  是一間聯合教會United Church
[00:01:30.000 --> 00:01:33.000]  在大概十五年之前賣給他們
[00:01:33.000 --> 00:01:38.000]  我就問這間教會為何會不再繼續有敬拜
[00:01:38.000 --> 00:01:40.000]  而賣給你們呢
[00:01:40.000 --> 00:01:42.000]  他們的目者告訴我
[00:01:42.000 --> 00:01:46.000]  因為這間教會以前他們是很興旺的
[00:01:46.000 --> 00:01:51.000]  差不多有七八百人坐滿整個教會
[00:01:51.000 --> 00:01:55.000]  但後來他們有三個宗派聯合成為一間教會
[00:01:55.000 --> 00:01:58.000]  三個宗派有不同的信仰背景
[00:01:58.000 --> 00:02:01.000]  因此在大家傾談過程中
[00:02:01.000 --> 00:02:05.000]  將信仰的共通點保留
[00:02:05.000 --> 00:02:10.000]  亦都是他們唯一可以保持一些共同的信仰
[00:02:10.000 --> 00:02:14.000]  但慢慢慢慢教會的發展走新派的路線
[00:02:14.000 --> 00:02:18.000]  開始不接受聖經是神的話
[00:02:18.000 --> 00:02:21.000]  開始有很多信仰的問題出現
[00:02:21.000 --> 00:02:25.000]  在這樣的情況之下教會人數路減少
[00:02:25.000 --> 00:02:28.000]  到後來他們將堂祭出售的時候
[00:02:28.000 --> 00:02:32.000]  只剩下二十八個人
[00:02:32.000 --> 00:02:35.000]  當我聽見的時候就很難過
[00:02:35.000 --> 00:02:38.000]  這間教會經過這樣的發展
[00:02:38.000 --> 00:02:41.000]  然後這間教會的主任牧師就跟我說
[00:02:41.000 --> 00:02:44.000]  這位華人宣道會牧師
[00:02:44.000 --> 00:02:47.000]  他說我們經過這件事之後
[00:02:47.000 --> 00:02:49.000]  我們的內心都有很多提醒
[00:02:49.000 --> 00:02:55.000]  他說我們好像一棵野橄欖樹上的野
[00:02:55.000 --> 00:02:59.000]  一棵樹枝接上一棵真橄欖樹
[00:02:59.000 --> 00:03:02.000]  你記得羅馬書所講的經文
[00:03:02.000 --> 00:03:05.000]  神會因為他們來棄神
[00:03:05.000 --> 00:03:08.000]  將這個橄欖枝截去
[00:03:08.000 --> 00:03:13.000]  然後將野橄欖樹的樹枝接上去
[00:03:13.000 --> 00:03:18.000]  他們說我們感覺自己好像是接上這棵橄欖
[00:03:18.000 --> 00:03:21.000]  在其中得著屬靈的恩惠
[00:03:21.000 --> 00:03:26.000]  但這位牧師說我們不敢怠慢
[00:03:26.000 --> 00:03:28.000]  因為會記得聖經接著就講
[00:03:28.000 --> 00:03:32.000]  神能夠截去真橄欖樹的樹枝
[00:03:32.000 --> 00:03:34.000]  都可以因為我們
[00:03:34.000 --> 00:03:37.000]  如果我們何時來棄神
[00:03:37.000 --> 00:03:40.000]  都可以將我們截去
[00:03:40.000 --> 00:03:46.000]  重新讓其他的敬畏神接上
[00:03:46.000 --> 00:03:48.000]  因此他們雖然有很大的發展
[00:03:48.000 --> 00:03:51.000]  我去的時候他們慶祝三十五週年
[00:03:51.000 --> 00:03:53.000]  唐慶
[00:03:53.000 --> 00:03:55.000]  但他們保持了謙卑的心
[00:03:55.000 --> 00:03:57.000]  以他們一個很重要的方向
[00:03:57.000 --> 00:04:02.000]  他們同心講我們要持定真理
[00:04:02.000 --> 00:04:06.000]  免得我們從恩典中墜落
[00:04:06.000 --> 00:04:07.000]  各位弟兄姊妹
[00:04:07.000 --> 00:04:08.000]  對個人來說
[00:04:08.000 --> 00:04:10.000]  對教會來說
[00:04:10.000 --> 00:04:12.000]  何時我們放棄真理
[00:04:12.000 --> 00:04:15.000]  放棄敬畏上帝
[00:04:15.000 --> 00:04:17.000]  我們都要警覺著
[00:04:17.000 --> 00:04:21.000]  會從恩典中墜落
[00:04:21.000 --> 00:04:22.000]  在聖經若書下記
[00:04:22.000 --> 00:04:24.000]  這幾個星期在腦裡讀經文的時候
[00:04:24.000 --> 00:04:25.000]  你就察覺
[00:04:25.000 --> 00:04:27.000]  聖經不斷勉勵我們
[00:04:27.000 --> 00:04:30.000]  要得著神給我們的應許
[00:04:30.000 --> 00:04:33.000]  神將應許之地賜給以色列人
[00:04:33.000 --> 00:04:38.000]  今天同樣神應許將豐盛的生命賜給我們
[00:04:38.000 --> 00:04:43.000]  將天上地下各樣屬靈的福氣賜給我們
[00:04:43.000 --> 00:04:48.000]  但神仍然勉勵我們要去得著應許
[00:04:48.000 --> 00:04:51.000]  在過程當中會是怎樣呢
[00:04:51.000 --> 00:04:56.000]  我們再看今天的經文二十三章
[00:04:56.000 --> 00:04:58.000]  二十三章的經文是講到
[00:04:58.000 --> 00:05:01.000]  若書下當時知道自己就快離世
[00:05:01.000 --> 00:05:05.000]  是最後將重要的遺命
[00:05:05.000 --> 00:05:08.000]  吩咐留給以色列人
[00:05:08.000 --> 00:05:11.000]  然後在第三節
[00:05:11.000 --> 00:05:13.000]  若書下講
[00:05:13.000 --> 00:05:15.000]  耶和華你們的神因你們的緣故
[00:05:15.000 --> 00:05:18.000]  向那些國家所行的一切事
[00:05:18.000 --> 00:05:20.000]  你們都親眼看見了
[00:05:20.000 --> 00:05:25.000]  因為耶和華你們的神為你們作戰
[00:05:25.000 --> 00:05:27.000]  若書下清楚告訴他們
[00:05:27.000 --> 00:05:31.000]  你們過去有很多很多的勝利的經歷
[00:05:31.000 --> 00:05:34.000]  現在得到一切的成果
[00:05:34.000 --> 00:05:37.000]  是你親自體驗的
[00:05:37.000 --> 00:05:40.000]  你們記得去到圍繞耶利哥城
[00:05:40.000 --> 00:05:42.000]  城牆怎樣倒塌
[00:05:42.000 --> 00:05:44.000]  是神的工作
[00:05:44.000 --> 00:05:46.000]  不要忘記是神的工作
[00:05:46.000 --> 00:05:48.000]  所以第三節最後講
[00:05:48.000 --> 00:05:52.000]  因為耶和華你們的神為你們作戰
[00:05:52.000 --> 00:05:54.000]  是神所承傳的事
[00:05:54.000 --> 00:05:56.000]  不是你不是我
[00:05:56.000 --> 00:05:57.000]  各位弟兄姊妹
[00:05:57.000 --> 00:05:59.000]  聖經常常提醒我們
[00:05:59.000 --> 00:06:04.000]  不要忘記他的一切恩惠
[00:06:04.000 --> 00:06:07.000]  能夠常常感恩的人
[00:06:07.000 --> 00:06:10.000]  是不會變得自我中心
[00:06:10.000 --> 00:06:13.000]  因為知道是神的工作
[00:06:13.000 --> 00:06:14.000]  常常感恩的人
[00:06:14.000 --> 00:06:16.000]  也會常常知道
[00:06:16.000 --> 00:06:19.000]  去專心繼續去信靠他
[00:06:19.000 --> 00:06:22.000]  因為經歷過他是可信的
[00:06:22.000 --> 00:06:25.000]  因此繼續全心的
[00:06:25.000 --> 00:06:28.000]  專心的來信靠神
[00:06:28.000 --> 00:06:31.000]  我相信有一些弟兄姊妹
[00:06:31.000 --> 00:06:33.000]  曾經經歷過一些困難
[00:06:33.000 --> 00:06:35.000]  或者說病患
[00:06:35.000 --> 00:06:38.000]  我自己曾經經歷手術
[00:06:38.000 --> 00:06:39.000]  大家知道
[00:06:39.000 --> 00:06:41.000]  在那些事情之後
[00:06:41.000 --> 00:06:43.000]  是更深體會恩典
[00:06:43.000 --> 00:06:45.000]  不再是一些很抽象的觀念
[00:06:45.000 --> 00:06:48.000]  是一些很具體的生命體驗
[00:06:48.000 --> 00:06:50.000]  然後經歷過恩典之餘
[00:06:50.000 --> 00:06:54.000]  就更加留心要信靠上帝
[00:06:54.000 --> 00:06:55.000]  也都知道
[00:06:55.000 --> 00:06:59.000]  祂的確是可信可靠的神
[00:06:59.000 --> 00:07:02.000]  因此常常回想神所賜的恩
[00:07:02.000 --> 00:07:06.000]  以至你更加知道去信靠神
[00:07:06.000 --> 00:07:08.000]  然後在第四節你見到
[00:07:08.000 --> 00:07:10.000]  若書亞就憑信心
[00:07:10.000 --> 00:07:13.000]  將其他神所應許的地方
[00:07:13.000 --> 00:07:16.000]  就抽籤分給各個支派
[00:07:16.000 --> 00:07:17.000]  雖然未曾得到
[00:07:17.000 --> 00:07:22.000]  已經憑信心將它分別交給各個支派
[00:07:22.000 --> 00:07:25.000]  然後第五節就清楚告訴他們
[00:07:25.000 --> 00:07:27.000]  神一定會賜下
[00:07:27.000 --> 00:07:30.000]  祂所應許的土地
[00:07:30.000 --> 00:07:31.000]  神所應許的
[00:07:31.000 --> 00:07:34.000]  祂必定會成就的
[00:07:34.000 --> 00:07:37.000]  我們看第五節最後一句
[00:07:37.000 --> 00:07:39.000]  正如耶和華說
[00:07:39.000 --> 00:07:42.000]  你們的神所應許的
[00:07:42.000 --> 00:07:45.000]  祂必定會幫助
[00:07:45.000 --> 00:07:47.000]  他們驅逐仇敵
[00:07:47.000 --> 00:07:50.000]  然後將地方賜給他們
[00:07:50.000 --> 00:07:52.000]  當我們看到新約的時候
[00:07:52.000 --> 00:07:53.000]  大家會記得
[00:07:53.000 --> 00:07:56.000]  在彼得後書第一章
[00:07:56.000 --> 00:07:57.000]  我們常常都會記得
[00:07:57.000 --> 00:07:59.000]  聖經與理體和合本
[00:07:59.000 --> 00:08:02.000]  又會見到很多很多有關
[00:08:02.000 --> 00:08:04.000]  有些什麼就要加上什麼
[00:08:04.000 --> 00:08:06.000]  有些什麼就加上什麼
[00:08:06.000 --> 00:08:07.000]  大家有沒有印象
[00:08:07.000 --> 00:08:08.000]  聖經就說
[00:08:08.000 --> 00:08:11.000]  有些信心要加上德行
[00:08:11.000 --> 00:08:14.000]  有了德行要加上知識
[00:08:14.000 --> 00:08:16.000]  要加上節制
[00:08:16.000 --> 00:08:17.000]  一路一路說
[00:08:17.000 --> 00:08:19.000]  但其中一個很重要的字眼
[00:08:19.000 --> 00:08:22.000]  就是殷勤
[00:08:22.000 --> 00:08:25.000]  當我們說到殷勤的時候
[00:08:25.000 --> 00:08:28.000]  很多時候都會有一點擔心
[00:08:28.000 --> 00:08:32.000]  又逼我們要努力
[00:08:32.000 --> 00:08:35.000]  甚至有些時候心情就會覺得
[00:08:35.000 --> 00:08:37.000]  好,盡是人事
[00:08:37.000 --> 00:08:40.000]  行就行,不行就很難說
[00:08:40.000 --> 00:08:42.000]  但如果我們小心看回
[00:08:42.000 --> 00:08:45.000]  彼得後書一章的經文
[00:08:45.000 --> 00:08:48.000]  你就會發覺前面所說的是什麼
[00:08:48.000 --> 00:08:49.000]  他說各位弟兄姊妹
[00:08:49.000 --> 00:08:55.000]  神已經將又寶貴又極大的英許
[00:08:55.000 --> 00:08:57.000]  賜了給我們
[00:08:57.000 --> 00:08:58.000]  叫我們脫離了
[00:08:58.000 --> 00:09:00.000]  從世上而來
[00:09:00.000 --> 00:09:02.000]  情慾的敗壞
[00:09:02.000 --> 00:09:05.000]  我們信主之前的生命
[00:09:05.000 --> 00:09:08.000]  是一個敗壞了的生命
[00:09:08.000 --> 00:09:13.000]  因此在神的性情上有份
[00:09:13.000 --> 00:09:16.000]  我們可以像耶穌基督
[00:09:16.000 --> 00:09:18.000]  我們可以得著神給我們
[00:09:18.000 --> 00:09:20.000]  那種屬天的性情
[00:09:20.000 --> 00:09:23.000]  一個屬天的生命
[00:09:23.000 --> 00:09:25.000]  然後他說
[00:09:25.000 --> 00:09:27.000]  既然是這樣
[00:09:27.000 --> 00:09:30.000]  既然領受了這個英許
[00:09:30.000 --> 00:09:32.000]  正因為這個緣故
[00:09:32.000 --> 00:09:35.000]  你們就當殷勤
[00:09:35.000 --> 00:09:37.000]  有了信心
[00:09:37.000 --> 00:09:39.000]  要加上得幸
[00:09:39.000 --> 00:09:41.000]  一路加上去
[00:09:41.000 --> 00:09:45.000]  因此殷勤不純粹是一種鞭策
[00:09:45.000 --> 00:09:46.000]  要我們努力一點
[00:09:46.000 --> 00:09:48.000]  而是告訴我們
[00:09:48.000 --> 00:09:52.000]  各位,已經給了你
[00:09:52.000 --> 00:09:54.000]  這個英許擺在前面
[00:09:54.000 --> 00:09:57.000]  你要去得著
[00:09:57.000 --> 00:10:00.000]  要殷勤憑著那份信心
[00:10:00.000 --> 00:10:02.000]  相信神已經給了我
[00:10:02.000 --> 00:10:04.000]  只要我去支取
[00:10:04.000 --> 00:10:07.000]  我就可以得到
[00:10:07.000 --> 00:10:10.000]  或者我一個很簡單的比喻
[00:10:10.000 --> 00:10:12.000]  我曾經稍為提及過
[00:10:12.000 --> 00:10:14.000]  在過去安息年假的時候
[00:10:14.000 --> 00:10:19.000]  一位弟兄將他在溫哥華的一間屋
[00:10:19.000 --> 00:10:23.000]  借給我住一段時間
[00:10:23.000 --> 00:10:25.000]  我不認識這個地方
[00:10:25.000 --> 00:10:27.000]  在哪裡我都不太知道
[00:10:27.000 --> 00:10:30.000]  但我相信這位弟兄所說的
[00:10:30.000 --> 00:10:32.000]  所以我就買機票
[00:10:32.000 --> 00:10:35.000]  我就安排行程
[00:10:35.000 --> 00:10:38.000]  我特別請一位在當地的朋友
[00:10:38.000 --> 00:10:39.000]  去機場接我
[00:10:39.000 --> 00:10:43.000]  然後告訴他這個地址請我去
[00:10:43.000 --> 00:10:45.000]  去到的時候是怎樣的呢?
[00:10:45.000 --> 00:10:47.000]  我不知道
[00:10:47.000 --> 00:10:50.000]  是不是真的有一間屋在那裡呢?
[00:10:50.000 --> 00:10:56.000]  會不會其實是一個空地呢?
[00:10:56.000 --> 00:10:58.000]  去到的時候見到一位朋友
[00:10:58.000 --> 00:11:00.000]  我未曾見過面
[00:11:00.000 --> 00:11:02.000]  他在那裡等我
[00:11:02.000 --> 00:11:06.000]  然後他說施牧師你和太太跟我上來吧
[00:11:06.000 --> 00:11:08.000]  然後開了一間屋
[00:11:08.000 --> 00:11:13.000]  進去之後發覺很舒適的一個居所
[00:11:13.000 --> 00:11:16.000]  然後發覺他買了很多水果
[00:11:16.000 --> 00:11:19.000]  麵包、食物、餅乾都放在那裡
[00:11:19.000 --> 00:11:22.000]  你自己慢慢享用
[00:11:22.000 --> 00:11:24.000]  然後放下兩條鎖匙
[00:11:24.000 --> 00:11:28.000]  你們隨便在這裡用這個地方
[00:11:28.000 --> 00:11:30.000]  我很感謝神
[00:11:30.000 --> 00:11:34.000]  也很感謝這個家庭給我的幫助
[00:11:34.000 --> 00:11:35.000]  但我就想
[00:11:35.000 --> 00:11:39.000]  如果當初我不相信這個承諾
[00:11:39.000 --> 00:11:41.000]  我不去這個地方
[00:11:41.000 --> 00:11:44.000]  我就不會得到
[00:11:44.000 --> 00:11:46.000]  你明白我的意思嗎?
[00:11:46.000 --> 00:11:48.000]  如果你真的相信神
[00:11:48.000 --> 00:11:51.000]  應許將豐盛的生命賜給你
[00:11:51.000 --> 00:11:55.000]  鬼頂之妹放膽去得著
[00:11:55.000 --> 00:12:01.000]  去殷勤尋求屬靈生命的成長
[00:12:01.000 --> 00:12:04.000]  去得著豐盛的生命
[00:12:04.000 --> 00:12:07.000]  神是會賜給我們
[00:12:07.000 --> 00:12:09.000]  但這位上帝
[00:12:09.000 --> 00:12:11.000]  如果你讀聖經的時候你會明白
[00:12:11.000 --> 00:12:13.000]  祂不會是一位
[00:12:13.000 --> 00:12:19.000]  將祝福賜給那些不珍惜祂恩典的神
[00:12:19.000 --> 00:12:22.000]  如果你不珍惜、不理會
[00:12:22.000 --> 00:12:23.000]  祂也不會給你
[00:12:23.000 --> 00:12:25.000]  勉強你要
[00:12:25.000 --> 00:12:27.000]  但當你相信祂所說
[00:12:27.000 --> 00:12:30.000]  又珍惜祂給你的應許
[00:12:30.000 --> 00:12:31.000]  當你去尋求
[00:12:31.000 --> 00:12:34.000]  祂就一定賜給你
[00:12:34.000 --> 00:12:35.000]  沒錯,神已經賜下
[00:12:35.000 --> 00:12:40.000]  但我們有責任去殷勤地去得著
[00:12:40.000 --> 00:12:44.000]  因此就得著
[00:12:44.000 --> 00:12:46.000]  當時約書亞吩咐他們
[00:12:46.000 --> 00:12:48.000]  你們要去得這些地方
[00:12:48.000 --> 00:12:52.000]  如果你留心回23章第一節的時候
[00:12:52.000 --> 00:12:55.000]  你就會發覺當時有兩個處境
[00:12:55.000 --> 00:12:58.000]  第一,神讓以色列民得享平安
[00:12:58.000 --> 00:13:03.000]  四位的仇敵已經暫時不再有戰爭
[00:13:03.000 --> 00:13:04.000]  很安定
[00:13:04.000 --> 00:13:06.000]  第二,約書亞的老了
[00:13:06.000 --> 00:13:08.000]  就快離世
[00:13:08.000 --> 00:13:10.000]  我就想
[00:13:10.000 --> 00:13:13.000]  如果你今天信著一段時間
[00:13:13.000 --> 00:13:16.000]  你的信仰生活都很穩定
[00:13:16.000 --> 00:13:18.000]  覺得神都很賜福你
[00:13:18.000 --> 00:13:20.000]  你就說夠了夠了
[00:13:20.000 --> 00:13:23.000]  暫時是這樣
[00:13:23.000 --> 00:13:25.000]  各位弟子妹
[00:13:25.000 --> 00:13:27.000]  不要因為你已經得到一年
[00:13:27.000 --> 00:13:29.000]  你就停滯不前
[00:13:29.000 --> 00:13:33.000]  神要給你的豐富和生命的成長
[00:13:33.000 --> 00:13:36.000]  仍然有很多未得之地
[00:13:36.000 --> 00:13:38.000]  也不要因為
[00:13:38.000 --> 00:13:40.000]  或者你某一些熟齡的朋友
[00:13:40.000 --> 00:13:41.000]  曾經幫助你的
[00:13:41.000 --> 00:13:43.000]  或者靈兄靈長
[00:13:43.000 --> 00:13:46.000]  或者一些幫助你的導師離開了你
[00:13:46.000 --> 00:13:49.000]  你就有點害怕
[00:13:49.000 --> 00:13:53.000]  我也很難自己再追求了
[00:13:53.000 --> 00:13:55.000]  不是
[00:13:55.000 --> 00:13:57.000]  你放膽去得著
[00:13:57.000 --> 00:14:00.000]  神要你得著
[00:14:00.000 --> 00:14:02.000]  我最近和一班在外面的目者
[00:14:02.000 --> 00:14:03.000]  大家聊天
[00:14:03.000 --> 00:14:06.000]  聊天的時候大家都說起年歲
[00:14:06.000 --> 00:14:07.000]  個個都告訴我
[00:14:07.000 --> 00:14:10.000]  我們登陸了
[00:14:10.000 --> 00:14:11.000]  不知道你們明不明白
[00:14:11.000 --> 00:14:13.000]  什麼叫登陸
[00:14:13.000 --> 00:14:15.000]  我有一段時間才明白
[00:14:15.000 --> 00:14:19.000]  原來進入六十歲就是登陸了
[00:14:19.000 --> 00:14:22.000]  他們開始講一些退休的事情
[00:14:22.000 --> 00:14:25.000]  我又跟著他們想了想
[00:14:25.000 --> 00:14:27.000]  有時候都想到
[00:14:27.000 --> 00:14:29.000]  生命有時候很快速
[00:14:29.000 --> 00:14:31.000]  很快速的一年就過了
[00:14:31.000 --> 00:14:33.000]  後來有一次
[00:14:33.000 --> 00:14:35.000]  我偶然讀了一段聖經
[00:14:35.000 --> 00:14:38.000]  菲律賓書第三章的經文
[00:14:38.000 --> 00:14:39.000]  一讀的時候
[00:14:39.000 --> 00:14:42.000]  心裡面有一種新的感動
[00:14:42.000 --> 00:14:44.000]  就是大家熟悉的經文說
[00:14:44.000 --> 00:14:45.000]  保羅說
[00:14:45.000 --> 00:14:50.000]  我不是以為我已經得著了
[00:14:50.000 --> 00:14:53.000]  我只是忘記背後
[00:14:53.000 --> 00:14:55.000]  努力面前
[00:14:55.000 --> 00:14:59.000]  向著標竿直爬
[00:14:59.000 --> 00:15:02.000]  但接著的說話感動我
[00:15:02.000 --> 00:15:06.000]  為了得著神在基督耶穌裡
[00:15:06.000 --> 00:15:11.000]  從上面召我來得的獎賞
[00:15:11.000 --> 00:15:16.000]  上帝是很想將祂全部的恩典賜給我們
[00:15:16.000 --> 00:15:18.000]  但祂不斷面對我們
[00:15:18.000 --> 00:15:20.000]  向著標竿直跑
[00:15:20.000 --> 00:15:22.000]  無論你去到哪個年齡
[00:15:22.000 --> 00:15:24.000]  你在哪個階段
[00:15:24.000 --> 00:15:26.000]  不要停滯
[00:15:26.000 --> 00:15:31.000]  去求神讓你得著生命的豐盛
[00:15:31.000 --> 00:15:36.000]  和永恆的神給我們全部的獎賞
[00:15:36.000 --> 00:15:40.000]  我們在今季裡一路講約書亞記
[00:15:40.000 --> 00:15:42.000]  一個重要的訊息就是
[00:15:42.000 --> 00:15:46.000]  去盡得應許
