
[00:00:00.000 --> 00:00:04.000]  我們今天會集中思想主耶穌的靈
[00:00:04.000 --> 00:00:06.200]  也是神賜給我們的聖靈
[00:00:06.200 --> 00:00:09.000]  怎樣長與我們同在
[00:00:09.000 --> 00:00:11.800]  我相信大家都有很多不同的經歷
[00:00:11.800 --> 00:00:15.000]  就是如果大家經歷某一些比較困難的時間
[00:00:15.000 --> 00:00:17.000]  或者在你病患的時候
[00:00:17.000 --> 00:00:19.500]  如果有親人在身邊一直陪伴著
[00:00:19.500 --> 00:00:21.500]  是給你很大的安慰
[00:00:21.500 --> 00:00:24.500]  我也試過有些時間自己病了
[00:00:24.500 --> 00:00:28.000]  在家睡在床上不能動很辛苦
[00:00:28.000 --> 00:00:31.000]  有些時間太太在身邊照顧著
[00:00:31.000 --> 00:00:32.000]  有些時候需要喝水
[00:00:32.000 --> 00:00:36.000]  她會很立刻幫我找一些很適合的溫水
[00:00:36.000 --> 00:00:37.000]  要吃藥的時候
[00:00:37.000 --> 00:00:41.000]  她在身邊幫助我能夠順利地吃藥
[00:00:41.000 --> 00:00:43.000]  當太太在身邊陪伴著的時候
[00:00:43.000 --> 00:00:46.000]  心好像是輕散了
[00:00:46.000 --> 00:00:50.000]  因為有人能夠在旁邊支持自己
[00:00:50.000 --> 00:00:52.000]  很多時候我會用一個比喻
[00:00:52.000 --> 00:00:56.000]  形容著教徒怎樣去感受神的同在
[00:00:56.000 --> 00:00:58.000]  往往我們在一些很艱難的時間
[00:00:58.000 --> 00:01:00.000]  就覺得神好像離開了我們
[00:01:00.000 --> 00:01:03.000]  好像撇下了我們
[00:01:03.000 --> 00:01:06.000]  但事實上我們很多時候都體會
[00:01:06.000 --> 00:01:08.000]  特別是父母會明白
[00:01:08.000 --> 00:01:10.000]  一個小孩子當他病了
[00:01:10.000 --> 00:01:12.000]  或者當他發高燒的時候
[00:01:12.000 --> 00:01:14.000]  他會迷迷糊糊
[00:01:14.000 --> 00:01:17.000]  他不察覺到親人在身邊照顧著他
[00:01:17.000 --> 00:01:22.000]  反而以為媽媽這個時候為什麼會離開我
[00:01:22.000 --> 00:01:24.000]  但事實上剛剛相反
[00:01:24.000 --> 00:01:27.000]  父母在子女病患的時候
[00:01:27.000 --> 00:01:29.000]  就更加留意著他
[00:01:29.000 --> 00:01:33.000]  常常幫他摸摸額頭有沒有退燒
[00:01:33.000 --> 00:01:35.000]  或者幫他擦擦汗
[00:01:35.000 --> 00:01:37.000]  很小心地照顧著他
[00:01:37.000 --> 00:01:40.000]  但因為小朋友發高燒很迷糊
[00:01:40.000 --> 00:01:44.000]  是察覺不到有人在旁邊照顧著他
[00:01:44.000 --> 00:01:46.000]  當我們有些時候有困難的時候
[00:01:46.000 --> 00:01:48.000]  會認為神都不理我
[00:01:48.000 --> 00:01:49.000]  為什麼我這麼困難
[00:01:49.000 --> 00:01:51.000]  他不幫助我
[00:01:51.000 --> 00:01:53.000]  但其實剛剛相反
[00:01:53.000 --> 00:01:58.000]  神在那個時候是最小心地去看顧著我們
[00:01:58.000 --> 00:02:01.000]  只不過我們不察覺到
[00:02:01.000 --> 00:02:02.000]  聖經是這樣說
[00:02:02.000 --> 00:02:08.000]  這位聖靈是神猜探在我們生命裡與我們同在
[00:02:08.000 --> 00:02:11.000]  無論我們在什麼處境陪伴著我們
[00:02:11.000 --> 00:02:14.000]  成為我們隨時的幫助
[00:02:14.000 --> 00:02:17.000]  每當我們想回聖靈在我們心中工作的時候
[00:02:17.000 --> 00:02:19.000]  我們就可以被安慰
[00:02:19.000 --> 00:02:21.000]  可以安樂
[00:02:21.000 --> 00:02:23.000]  而今天讀的聖經約翰福音十四章
[00:02:23.000 --> 00:02:25.000]  就正是描寫聖靈
[00:02:25.000 --> 00:02:28.000]  如何在我們心中有奇妙的工作
[00:02:28.000 --> 00:02:30.000]  我請大家翻開聖經
[00:02:30.000 --> 00:02:34.000]  神的話裡面約翰福音第十四章的經文
[00:02:34.000 --> 00:02:43.000]  首先我們思想的就是保衛師聖靈
[00:02:43.000 --> 00:02:45.000]  祂是永遠與我們同在的
[00:02:45.000 --> 00:02:47.000]  我們先看第十六節
[00:02:49.000 --> 00:02:51.000]  主耶穌說:我要求父
[00:02:51.000 --> 00:02:54.000]  父就另外賜給你們一位保衛師
[00:02:54.000 --> 00:02:58.000]  叫祂永遠與你們同在
[00:02:58.000 --> 00:03:02.000]  當時門徒知道主耶穌很快就會離開世界
[00:03:02.000 --> 00:03:05.000]  他們都很擔心會不會他們要自己獨立
[00:03:05.000 --> 00:03:08.000]  獨自要面對著很多的衝擊
[00:03:08.000 --> 00:03:09.000]  他們很掛心
[00:03:09.000 --> 00:03:11.000]  但耶穌知道他們的心境
[00:03:11.000 --> 00:03:12.000]  就告訴他們知道
[00:03:12.000 --> 00:03:14.000]  我不會撇下你們
[00:03:14.000 --> 00:03:19.000]  而且我會賜給你們另外一位保衛師
[00:03:19.000 --> 00:03:23.000]  這句話是說主耶穌本身是保衛師
[00:03:23.000 --> 00:03:26.000]  而有另外一位好像主耶穌一樣
[00:03:26.000 --> 00:03:30.000]  在我們生命裡來陪伴來幫助
[00:03:30.000 --> 00:03:34.000]  或者說另一位好像耶穌
[00:03:34.000 --> 00:03:36.000]  因此有人翻譯為
[00:03:36.000 --> 00:03:40.000]  像耶穌的的另一個耶穌
[00:03:40.000 --> 00:03:44.000]  在祂的生命裡來幫助我們
[00:03:44.000 --> 00:03:45.000]  扶持我們
[00:03:45.000 --> 00:03:49.000]  此經提到另一位的保衛師
[00:03:49.000 --> 00:03:52.000]  這位主和我們同在
[00:03:52.000 --> 00:03:54.000]  就好像主耶穌在世上的時候
[00:03:54.000 --> 00:03:57.000]  肉身和門徒同在一樣
[00:03:57.000 --> 00:03:59.000]  或者說是更密切的同在
[00:03:59.000 --> 00:04:03.000]  因為是無時無刻與我們一起
[00:04:03.000 --> 00:04:05.000]  所以大家先看第十七節
[00:04:05.000 --> 00:04:08.000]  在第十七節的下半句
[00:04:08.000 --> 00:04:10.000]  很清楚地說
[00:04:10.000 --> 00:04:13.000]  「因祂常與你們同在
[00:04:13.000 --> 00:04:15.000]  也要在你們」
[00:04:15.000 --> 00:04:16.000]  在哪裡?
[00:04:16.000 --> 00:04:18.000]  「裡面」
[00:04:18.000 --> 00:04:20.000]  不單在旁邊陪伴
[00:04:20.000 --> 00:04:23.000]  而在我們裡面與我們同在
[00:04:23.000 --> 00:04:25.000]  而聖經的字眼很強調
[00:04:25.000 --> 00:04:28.000]  是常與我們同在
[00:04:28.000 --> 00:04:31.000]  我記得一次聽到一位弟兄的分享
[00:04:31.000 --> 00:04:33.000]  這位弟兄離開了教會
[00:04:33.000 --> 00:04:35.000]  離開了神一段長時間
[00:04:35.000 --> 00:04:36.000]  後來他結了婚
[00:04:36.000 --> 00:04:38.000]  他太太是一位教徒
[00:04:38.000 --> 00:04:41.000]  因此後來他太太星期日去教會
[00:04:41.000 --> 00:04:43.000]  但他自己一個人就在家裡
[00:04:43.000 --> 00:04:44.000]  很多年都是這樣
[00:04:44.000 --> 00:04:46.000]  十幾年都是這樣
[00:04:46.000 --> 00:04:47.000]  有一次他就想
[00:04:47.000 --> 00:04:50.000]  不如我就陪太太一次回崇拜
[00:04:50.000 --> 00:04:52.000]  回到教會的時候
[00:04:52.000 --> 00:04:53.000]  很久沒有回教會
[00:04:53.000 --> 00:04:55.000]  有一些陌生的感覺
[00:04:55.000 --> 00:04:57.000]  在大家唱詩歌的時候
[00:04:57.000 --> 00:05:00.000]  那首歌剛剛是他懂得唱的
[00:05:00.000 --> 00:05:03.000]  就是《你的信實廣大》
[00:05:03.000 --> 00:05:05.000]  大家知道這首詩歌
[00:05:05.000 --> 00:05:06.000]  當他在唱的時候
[00:05:06.000 --> 00:05:08.000]  他心中很特別的感動
[00:05:08.000 --> 00:05:09.000]  他想回到過去
[00:05:09.000 --> 00:05:12.000]  自己離開了神這麼長的時間
[00:05:12.000 --> 00:05:14.000]  但好像神都沒有離開他
[00:05:14.000 --> 00:05:16.000]  神賜福他的婚姻
[00:05:16.000 --> 00:05:18.000]  有好的太太
[00:05:18.000 --> 00:05:19.000]  賜福給他的工作
[00:05:19.000 --> 00:05:22.000]  有好的事業的發展
[00:05:22.000 --> 00:05:24.000]  他就想回到神的信實
[00:05:24.000 --> 00:05:25.000]  我雖然離開他
[00:05:25.000 --> 00:05:27.000]  但他沒有離開我
[00:05:27.000 --> 00:05:28.000]  一邊唱的時候
[00:05:28.000 --> 00:05:30.000]  一邊唱就一邊流眼淚
[00:05:30.000 --> 00:05:32.000]  從那天開始
[00:05:32.000 --> 00:05:34.000]  他再次回到教會
[00:05:34.000 --> 00:05:36.000]  回到神的身邊
[00:05:36.000 --> 00:05:39.000]  當我聽的時候我就想
[00:05:39.000 --> 00:05:41.000]  是不是真的這麼快速改變呢?
[00:05:41.000 --> 00:05:43.000]  一個人離開十幾年
[00:05:43.000 --> 00:05:46.000]  是不是一首詩歌就馬上改變了他呢?
[00:05:46.000 --> 00:05:47.000]  很明顯
[00:05:47.000 --> 00:05:49.000]  不只是一些感情
[00:05:49.000 --> 00:05:51.000]  一些人的改變
[00:05:51.000 --> 00:05:55.000]  而是在他心裡仍然有寶貴的聖靈
[00:05:55.000 --> 00:05:57.000]  當人稍微轉向神的時候
[00:05:57.000 --> 00:05:59.000]  神的靈感動他
[00:05:59.000 --> 00:06:01.000]  讓他回想神過去的恩惠
[00:06:01.000 --> 00:06:02.000]  因此在那一刻
[00:06:02.000 --> 00:06:04.000]  他願意回轉
[00:06:04.000 --> 00:06:07.000]  聖靈沒有離開我們
[00:06:07.000 --> 00:06:10.000]  有些時候我們雖然離開他
[00:06:10.000 --> 00:06:12.000]  但神沒有離開我們
[00:06:12.000 --> 00:06:16.000]  有些時候我們感覺不到聖靈在我們心裡
[00:06:16.000 --> 00:06:18.000]  因為我們不留意他
[00:06:18.000 --> 00:06:21.000]  當我們小心留意的時候
[00:06:21.000 --> 00:06:23.000]  就經歷聖靈很多給我們的提醒
[00:06:23.000 --> 00:06:25.000]  勸告、安慰
[00:06:25.000 --> 00:06:27.000]  我想問問大家
[00:06:27.000 --> 00:06:28.000]  大家或者有些經歷
[00:06:28.000 --> 00:06:30.000]  如果你們家裡有些長者
[00:06:30.000 --> 00:06:32.000]  跟你一起住
[00:06:32.000 --> 00:06:33.000]  有一次你回家
[00:06:33.000 --> 00:06:35.000]  回家的時候很急忙找一些東西
[00:06:35.000 --> 00:06:36.000]  找到之後很開心
[00:06:36.000 --> 00:06:38.000]  很餓就馬上吃東西
[00:06:38.000 --> 00:06:40.000]  打開電視看了一段時間
[00:06:40.000 --> 00:06:41.000]  很舒服
[00:06:41.000 --> 00:06:42.000]  在休息
[00:06:42.000 --> 00:06:44.000]  突然有人出現
[00:06:44.000 --> 00:06:46.000]  喂?你回來了?
[00:06:46.000 --> 00:06:48.000]  啊?你在這裡?
[00:06:48.000 --> 00:06:51.000]  原來奶奶一直在房間
[00:06:51.000 --> 00:06:53.000]  你以為家裡沒有人
[00:06:53.000 --> 00:06:55.000]  當他出來拍你一下的時候
[00:06:55.000 --> 00:06:57.000]  你才知道他在這裡
[00:06:57.000 --> 00:06:59.000]  他是不是剛剛才出現呢?
[00:06:59.000 --> 00:07:01.000]  不是
[00:07:01.000 --> 00:07:03.000]  他是長久在家中
[00:07:03.000 --> 00:07:05.000]  只不過你沒有留意他在這裡
[00:07:05.000 --> 00:07:09.000]  聖靈在你的心裡
[00:07:09.000 --> 00:07:11.000]  你以為他不在嗎?
[00:07:11.000 --> 00:07:12.000]  不是
[00:07:12.000 --> 00:07:14.000]  只不過你沒有留意他
[00:07:14.000 --> 00:07:16.000]  當你不留意聖靈的時候
[00:07:16.000 --> 00:07:19.000]  聖靈的聲音就變得很微弱
[00:07:19.000 --> 00:07:21.000]  當你留意的時候
[00:07:21.000 --> 00:07:23.000]  你會察覺聖靈很多時候
[00:07:23.000 --> 00:07:26.000]  用不同的方式來感動你
[00:07:26.000 --> 00:07:27.000]  勸告你
[00:07:27.000 --> 00:07:28.000]  關懷你
[00:07:28.000 --> 00:07:30.000]  有些弟兄姊妹的經歷就是
[00:07:30.000 --> 00:07:33.000]  當聖靈有些話提醒的時候
[00:07:33.000 --> 00:07:35.000]  未必是一把聲音
[00:07:35.000 --> 00:07:37.000]  在你耳邊
[00:07:37.000 --> 00:07:39.000]  消瘦說「聽著」
[00:07:39.000 --> 00:07:40.000]  不一定是這樣
[00:07:40.000 --> 00:07:42.000]  有些經歷就是
[00:07:42.000 --> 00:07:44.000]  有一個很強的意念
[00:07:44.000 --> 00:07:46.000]  在心思裡面出現
[00:07:46.000 --> 00:07:49.000]  這個意念出現的時候
[00:07:49.000 --> 00:07:51.000]  是帶著權柄的
[00:07:51.000 --> 00:07:54.000]  但是帶著愛來向你發出
[00:07:54.000 --> 00:07:56.000]  不是威脅你
[00:07:56.000 --> 00:07:59.000]  而是很清晰的意念在裡面出現
[00:07:59.000 --> 00:08:03.000]  你應該向對方尋求寬恕
[00:08:03.000 --> 00:08:04.000]  或者說
[00:08:04.000 --> 00:08:07.000]  有些弟兄姊妹未必有這樣的經歷
[00:08:07.000 --> 00:08:08.000]  但是很多時候他感受到
[00:08:08.000 --> 00:08:10.000]  當聖靈感動他的時候
[00:08:10.000 --> 00:08:14.000]  他會很不其然地流出眼淚
[00:08:14.000 --> 00:08:17.000]  自己心靈當中很大的反省
