
[00:00:00.000 --> 00:00:01.460]  我們今天思想的一個題目
[00:00:01.460 --> 00:00:06.000]  亦是我們講及到有關使命人生的一個重要的重點
[00:00:06.000 --> 00:00:08.340]  就是在生命軌跡當中
[00:00:08.340 --> 00:00:10.460]  見到神的差派
[00:00:10.460 --> 00:00:12.800]  講到我們的生命軌跡
[00:00:12.800 --> 00:00:16.540]  我相信每位電視節目有不同的自己的背景
[00:00:16.540 --> 00:00:19.040]  人生有不同的機遇
[00:00:19.040 --> 00:00:21.380]  有些時候你都不知道
[00:00:21.380 --> 00:00:25.340]  為何會到今天這種生活的狀況
[00:00:25.340 --> 00:00:27.840]  很多事情似乎都解釋不了
[00:00:28.800 --> 00:00:31.040]  我記得有些電視節目都知道
[00:00:31.040 --> 00:00:38.580]  我小時候在中一的時候來到北角宣道會
[00:00:38.580 --> 00:00:40.660]  為何會來到北宣呢?
[00:00:40.660 --> 00:00:43.580]  是因為我自小住在北角區
[00:00:43.580 --> 00:00:45.460]  在北角長大
[00:00:45.460 --> 00:00:47.540]  後來去了黃忍書院
[00:00:47.540 --> 00:00:51.540]  進去之後有些高聯班哥哥走來我的課室
[00:00:51.540 --> 00:00:53.840]  就帶了我去基督徒團契
[00:00:53.840 --> 00:00:55.420]  我都不知道是甚麼
[00:00:55.420 --> 00:00:56.660]  跟著他們去了
[00:00:57.200 --> 00:00:58.940]  後來在當中認識了耶穌
[00:00:58.940 --> 00:00:59.780]  信了主
[00:00:59.780 --> 00:01:01.780]  他們問我住在哪裏
[00:01:01.780 --> 00:01:02.820]  我說住在北角
[00:01:02.820 --> 00:01:04.240]  北角?對了
[00:01:04.240 --> 00:01:05.320]  去北宣吧
[00:01:05.320 --> 00:01:08.980]  我當時都不知道北角宣道會是甚麼
[00:01:08.980 --> 00:01:12.120]  他們就請了一個高聯班的
[00:01:12.120 --> 00:01:13.700]  正在北宣的弟兄
[00:01:13.700 --> 00:01:15.780]  就帶了我回到北宣
[00:01:15.780 --> 00:01:19.080]  想不到這麼多年
[00:01:19.080 --> 00:01:21.200]  你可以估計到很多年了
[00:01:21.200 --> 00:01:24.160]  這麼多年在教會當中成長
[00:01:24.160 --> 00:01:27.160]  也想不到神給我機會後來讀神學
[00:01:27.160 --> 00:01:29.160]  然後回到自己的教會
[00:01:29.160 --> 00:01:31.400]  來做牧羊工作
[00:01:31.400 --> 00:01:34.360]  人生的路都不是自己計劃的
[00:01:34.360 --> 00:01:36.820]  很特別是自己一步步地帶領
[00:01:36.820 --> 00:01:39.580]  有很多人都有這樣的體驗
[00:01:39.580 --> 00:01:42.160]  可能你認識或不認識的一位
[00:01:42.160 --> 00:01:43.740]  教徒的姐妹
[00:01:43.740 --> 00:01:45.440]  讀書很聰明
[00:01:45.440 --> 00:01:47.580]  8A進了中大醫科
[00:01:47.580 --> 00:01:48.740]  不知不覺就進去了
[00:01:48.740 --> 00:01:51.040]  進了之後一直讀的時候
[00:01:51.040 --> 00:01:53.160]  畢業的時候去了屯門醫院
[00:01:53.160 --> 00:01:56.820]  然後她在當中選擇了空肺科的專科
[00:01:56.820 --> 00:01:58.200]  一位專科醫生
[00:01:58.200 --> 00:02:00.360]  在她做醫生的時候
[00:02:00.360 --> 00:02:02.160]  認識一位同事醫生
[00:02:02.160 --> 00:02:05.400]  拍拖過程當中發現這位同事
[00:02:05.400 --> 00:02:06.660]  是有血癌
[00:02:06.660 --> 00:02:09.080]  但是經過治療之後康復
[00:02:09.080 --> 00:02:11.080]  兩個很開心地結合了
[00:02:11.080 --> 00:02:13.160]  結婚之後兩年
[00:02:13.160 --> 00:02:16.400]  這位丈夫就癌症復發
[00:02:16.400 --> 00:02:17.480]  就過世了
[00:02:17.480 --> 00:02:19.980]  因此結了婚
[00:02:19.980 --> 00:02:22.580]  很快就重新變成單身
[00:02:22.580 --> 00:02:26.160]  在她人生的歷程當中
[00:02:26.160 --> 00:02:28.400]  別人覺得她會很苦惱
[00:02:28.400 --> 00:02:29.620]  很困擾
[00:02:29.620 --> 00:02:31.660]  但她仍然相信這位上帝
[00:02:31.660 --> 00:02:33.660]  在她的生命當中有大靈
[00:02:33.660 --> 00:02:35.620]  2003年
[00:02:35.620 --> 00:02:37.200]  大家記得是什麼日子了
[00:02:37.200 --> 00:02:39.320]  是沙士期間
[00:02:39.320 --> 00:02:41.780]  很多醫生都想避開
[00:02:41.780 --> 00:02:44.120]  那些深切治療室
[00:02:44.120 --> 00:02:45.160]  很危險
[00:02:45.160 --> 00:02:47.660]  但這位教徒女醫生
[00:02:47.660 --> 00:02:50.360]  她就選擇自薦
[00:02:50.360 --> 00:02:53.200]  進入這些深切治療室
[00:02:53.200 --> 00:02:54.200]  ICU
[00:02:55.280 --> 00:02:57.940]  在當中很多的病人
[00:02:57.940 --> 00:02:59.160]  因為這位醫生
[00:02:59.160 --> 00:03:01.160]  心裏面受到很大的感動
[00:03:01.160 --> 00:03:04.280]  突然間對基督教有一種改觀
[00:03:04.280 --> 00:03:06.660]  基督徒原來是這樣的
[00:03:06.660 --> 00:03:10.360]  她的同事很多都受她所影響
[00:03:10.360 --> 00:03:12.660]  更加熱心來照顧病人
[00:03:12.660 --> 00:03:15.320]  大家知道這個故事
[00:03:15.320 --> 00:03:16.620]  最後
[00:03:16.620 --> 00:03:19.280]  這位我們香港人都認識的
[00:03:19.280 --> 00:03:21.080]  謝遠文醫生
[00:03:21.080 --> 00:03:23.360]  就因此過世了
[00:03:25.120 --> 00:03:26.320]  當她過世的時候
[00:03:26.320 --> 00:03:27.740]  不算年紀大
[00:03:27.740 --> 00:03:29.320]  但很多人都說
[00:03:29.320 --> 00:03:31.660]  為什麼她的這一生這麼坎坷呢
[00:03:31.660 --> 00:03:33.580]  丈夫過世
[00:03:33.580 --> 00:03:36.120]  自己這麼短時間又過世
[00:03:36.120 --> 00:03:38.620]  雖然這麼短時間
[00:03:38.620 --> 00:03:40.940]  但她的人生發揮很大的
[00:03:40.940 --> 00:03:42.620]  燦爛的光芒
[00:03:42.620 --> 00:03:45.240]  甚至香港人因此說
[00:03:45.240 --> 00:03:46.120]  香港人
[00:03:46.120 --> 00:03:47.940]  感覺自豪
[00:03:47.940 --> 00:03:48.940]  因為香港
[00:03:48.940 --> 00:03:51.120]  不是一個沒有人情的地方
[00:03:51.120 --> 00:03:53.700]  有很多很多的生命在當中
[00:03:53.700 --> 00:03:54.940]  活得很燦爛
[00:03:55.940 --> 00:03:57.440]  而我們都深刻體會到
[00:03:57.440 --> 00:04:00.520]  神將這位姐妹擺在這個環境
[00:04:00.520 --> 00:04:01.940]  有她的心意
[00:04:01.940 --> 00:04:04.440]  而她走完她當走的路
[00:04:04.440 --> 00:04:06.940]  作了重要的見證
[00:04:06.940 --> 00:04:08.940]  各位弟兄姊妹
[00:04:08.940 --> 00:04:10.440]  有些時候你不會知道
[00:04:10.440 --> 00:04:13.440]  神為什麼將你擺在現在的崗位
[00:04:13.440 --> 00:04:15.940]  或者是很顯赫的崗位
[00:04:15.940 --> 00:04:17.940]  或者是一些很平凡的崗位
[00:04:17.940 --> 00:04:19.940]  但這些崗位裏面
[00:04:19.940 --> 00:04:21.140]  有些時候會
[00:04:21.140 --> 00:04:24.140]  發揮到一個你意想不到的作用
[00:04:24.560 --> 00:04:26.940]  是神在祂的計劃當中
[00:04:26.940 --> 00:04:29.440]  為你作出安排的
[00:04:29.440 --> 00:04:31.060]  因此當我們今天看
[00:04:31.060 --> 00:04:32.440]  《耳私帖》的時候
[00:04:32.440 --> 00:04:33.560]  這位皇后
[00:04:33.560 --> 00:04:36.140]  不單單想引歷史當中這個人物
[00:04:36.140 --> 00:04:38.440]  也想今天你
[00:04:38.440 --> 00:04:39.560]  在神面前
[00:04:39.560 --> 00:04:42.440]  究竟神將你擺在一個什麼樣的崗位
[00:04:42.440 --> 00:04:44.440]  祂對你的心意如何
[00:04:44.440 --> 00:04:46.940]  你小心去聆聽
[00:04:46.940 --> 00:04:49.240]  神對你的心意
[00:04:49.240 --> 00:04:50.940]  我們再翻開聖經
[00:04:53.360 --> 00:04:55.740]  在聖經的《耳私帖記》
[00:04:55.740 --> 00:04:59.560]  首先我們看到一個很特別的
[00:04:59.560 --> 00:05:02.060]  被選做皇后的機遇
[00:05:02.060 --> 00:05:05.240]  在這段時間出現在《耳私帖》面前
[00:05:05.240 --> 00:05:07.940]  大家會讀到《耳私帖》第一章的時候
[00:05:07.940 --> 00:05:09.640]  就會知道當時有一個叫做
[00:05:09.640 --> 00:05:11.240]  阿哈徐老王
[00:05:11.240 --> 00:05:16.440]  他是很開心地邀請所有的神民
[00:05:16.440 --> 00:05:18.560]  一起有一個大型的宴會
[00:05:18.560 --> 00:05:20.940]  在他在位第三年的時間
[00:05:20.940 --> 00:05:22.940]  當時他很高興
[00:05:23.200 --> 00:05:25.200]  也很想別人看到他的太太
[00:05:25.200 --> 00:05:27.560]  他的皇后是多麼美貌
[00:05:27.560 --> 00:05:31.280]  因此就召喚他的皇后
[00:05:31.280 --> 00:05:32.980]  要來到宴會當中
[00:05:32.980 --> 00:05:35.060]  讓大家來欣賞她的美貌
[00:05:35.060 --> 00:05:38.660]  皇后覺得很不願意
[00:05:38.660 --> 00:05:40.400]  可能背後
[00:05:40.400 --> 00:05:44.980]  是不想像被人當作是一些物品般去觀賞
[00:05:44.980 --> 00:05:49.400]  因此她拒絕王對她的召集、召命
[00:05:49.400 --> 00:05:50.700]  她就不來
[00:05:50.700 --> 00:05:52.860]  王很憤怒
[00:05:52.860 --> 00:05:55.440]  因此聽從很多神民的意見
[00:05:55.440 --> 00:05:59.440]  就立時決定將她的皇后的位分免除
[00:05:59.440 --> 00:06:02.280]  不用她再做皇后了
[00:06:02.280 --> 00:06:04.520]  這件事情之後
[00:06:04.520 --> 00:06:05.520]  經過了幾年
[00:06:05.520 --> 00:06:07.020]  去到第二章第一節
[00:06:07.020 --> 00:06:08.780]  大家會讀到聖經說
[00:06:08.780 --> 00:06:13.320]  「這些事以後阿哈徐老王的怒氣消滅了」
[00:06:13.320 --> 00:06:16.020]  他的怒氣放下了
[00:06:16.020 --> 00:06:19.280]  「就想念亞實提和他所行的
[00:06:19.520 --> 00:06:23.100]  以及怎樣降旨辦他的事情」
[00:06:23.100 --> 00:06:26.520]  突然間開始懷念自己的太太
[00:06:26.520 --> 00:06:29.520]  想起當時所做的事情
[00:06:29.520 --> 00:06:31.760]  會不會太重呢?
[00:06:31.760 --> 00:06:33.760]  其實後來大家知道
[00:06:33.760 --> 00:06:36.260]  當他迎娶了以斯帖的時候
[00:06:36.260 --> 00:06:37.800]  是他在位第七年
[00:06:37.800 --> 00:06:40.760]  因此之間有四年的時間
[00:06:40.760 --> 00:06:42.260]  這四年發生了甚麼事呢?
[00:06:42.260 --> 00:06:44.020]  按照歷史的記載
[00:06:44.020 --> 00:06:48.360]  當時阿哈徐老王曾經揮軍揮兵
[00:06:48.360 --> 00:06:50.600]  攻打希臘國
[00:06:50.600 --> 00:06:53.220]  但是一敗塗地
[00:06:53.220 --> 00:06:56.020]  是很大的羞辱
[00:06:56.020 --> 00:06:58.900]  他羞羞愧愧地回到自己的國家
[00:06:58.900 --> 00:07:00.100]  因為戰敗了
[00:07:00.100 --> 00:07:02.360]  可能在這段時間
[00:07:02.360 --> 00:07:03.600]  他覺得很失敗
[00:07:03.600 --> 00:07:05.980]  情緒很需要安慰
[00:07:05.980 --> 00:07:07.980]  他想起自己的太太
[00:07:07.980 --> 00:07:10.400]  這段時間他就想
[00:07:10.400 --> 00:07:15.720]  他想當時降旨辦他的方法
[00:07:15.720 --> 00:07:17.360]  是否最好呢?
[00:07:18.360 --> 00:07:19.360]  但這時候
[00:07:19.360 --> 00:07:24.600]  可能會將亞實提重新恢復他的皇后位份
[00:07:24.600 --> 00:07:27.480]  但旁邊的臣民就不是這樣看
[00:07:27.480 --> 00:07:28.860]  大家看第二節
[00:07:28.860 --> 00:07:33.520]  於是有些侍臣對王說
[00:07:33.520 --> 00:07:37.360]  要差人為王尋找一些美貌的少女
[00:07:37.360 --> 00:07:40.400]  可以派官員在全國各省當中
[00:07:40.400 --> 00:07:42.600]  招聚這些女子
[00:07:42.600 --> 00:07:45.600]  然後選拔出一個新的皇后
[00:07:46.940 --> 00:07:48.100]  很多猜測
[00:07:48.100 --> 00:07:50.360]  為何這些侍臣不歡喜
[00:07:50.360 --> 00:07:54.560]  去提議請皇后回來呢?
[00:07:54.560 --> 00:07:57.440]  或者有些人會想到
[00:07:57.440 --> 00:08:00.360]  因為是他們的意見提議皇帝
[00:08:00.360 --> 00:08:02.360]  去廢除了他的身份
[00:08:02.360 --> 00:08:04.600]  如果再恢復他
[00:08:04.600 --> 00:08:06.560]  當他再在位的時候
[00:08:06.560 --> 00:08:08.940]  會否秋後算帳呢?
[00:08:08.940 --> 00:08:12.560]  會否再一次去懲罰這些侍臣
[00:08:12.560 --> 00:08:15.680]  為何當時你這樣提出這個意見呢?
[00:08:15.680 --> 00:08:17.940]  或者是這個原因我們不知道
[00:08:17.940 --> 00:08:20.360]  但當時他們絕對沒有提出
[00:08:20.360 --> 00:08:22.860]  要將亞實提恢復
[00:08:22.860 --> 00:08:29.060]  只是提出重新邀請人去作為皇后
[00:08:29.060 --> 00:08:31.720]  皇帝聽從了他們的意見
[00:08:31.720 --> 00:08:34.980]  因此這個時候就開始產生一個
[00:08:34.980 --> 00:08:42.060]  人能夠進入皇宮成為皇后的一個機遇
[00:08:42.060 --> 00:08:45.640]  在這個歷史的時空突然間就出現了
[00:08:46.640 --> 00:08:47.980]  當然我們知道
[00:08:47.980 --> 00:08:49.980]  以斯帖後來成為皇后
[00:08:49.980 --> 00:08:51.980]  但以斯帖是一個怎樣的人呢?
[00:08:51.980 --> 00:08:53.780]  聖經就繼續再說
[00:08:53.780 --> 00:08:55.980]  大家看第五節到第七節
[00:08:55.980 --> 00:09:01.320]  或者我們看看第六節
[00:09:01.320 --> 00:09:05.640]  「沒抵改在巴比倫王尼布甲尼撒
[00:09:05.640 --> 00:09:08.980]  擄走猶大王耶哥利亞
[00:09:08.980 --> 00:09:10.980]  和別的俘虜的時候
[00:09:10.980 --> 00:09:14.480]  也同時從耶路撒冷被擄走」
[00:09:15.100 --> 00:09:17.100]  這裡提及有一群猶太人
[00:09:17.100 --> 00:09:20.440]  當時被巴比倫王擄掠過來
[00:09:20.440 --> 00:09:24.100]  當然大家知道這段時間已經改了朝代
[00:09:24.100 --> 00:09:29.440]  波斯馬代國已經得到一個權位
[00:09:29.440 --> 00:09:33.100]  當時很多猶太人被擄到這個地方
[00:09:33.100 --> 00:09:36.100]  其實如果小心看的時候就會知道
[00:09:36.100 --> 00:09:41.440]  沒抵改是被擄的人的大概第二、第三代
[00:09:42.480 --> 00:09:45.820]  只是他的祖父或曾祖父被擄
[00:09:45.820 --> 00:09:47.820]  聖經就說他被擄到
[00:09:47.820 --> 00:09:51.820]  其實是在說整個家族的角度去描述他們
[00:09:51.820 --> 00:09:55.820]  所以沒抵改可以用我們今天的說話來說
[00:09:55.820 --> 00:09:57.820]  是新移民
[00:09:57.820 --> 00:10:01.820]  或者是一些盧埔人的後代
[00:10:01.820 --> 00:10:03.820]  在當地的社會
[00:10:03.820 --> 00:10:05.820]  相信不會是一些被尊重的身份
[00:10:05.820 --> 00:10:10.820]  但他就是這樣在英國的馬代波斯成長
[00:10:10.820 --> 00:10:13.160]  以斯帖又是誰呢?
[00:10:13.160 --> 00:10:15.160]  大家再看下面
[00:10:15.160 --> 00:10:18.160]  沒抵改第七節
[00:10:18.160 --> 00:10:21.160]  「撫養自己叔叔的女兒」
[00:10:21.160 --> 00:10:22.660]  這個叫做哈大沙
[00:10:22.660 --> 00:10:24.660]  就是以斯帖的意思
[00:10:24.660 --> 00:10:26.160]  「因為她沒有父母
[00:10:26.160 --> 00:10:28.160]  這女子體態美麗
