
[00:00:00.000 --> 00:00:06.120]  今天我們要一同領受主的話語
[00:00:06.120 --> 00:00:16.040]  有一個信息是全世界各國的教會都很注意的
[00:00:16.040 --> 00:00:22.400]  就是基督國度的信息
[00:00:22.400 --> 00:00:29.560]  在這個真理裏面有一個角度
[00:00:29.560 --> 00:00:33.920]  是今天我們要特別注意的
[00:00:33.920 --> 00:00:41.440]  請大家翻到新約《雅各書》
[00:00:41.440 --> 00:00:49.200]  第二章第五節
[00:00:49.200 --> 00:00:53.200]  雅各書二章五節 我親愛的弟兄們請聽
[00:00:53.200 --> 00:00:56.600]  上帝豈不是揀選了世上的貧窮人
[00:00:56.600 --> 00:00:59.000]  叫他們在信上付足
[00:00:59.000 --> 00:01:04.200]  並承受他所應許給那些愛他之人的國嗎?
[00:01:04.200 --> 00:01:06.800]  在這裏提到主的國
[00:01:06.800 --> 00:01:08.800]  在這裏提到主的國
[00:01:08.800 --> 00:01:16.400]  關於主的國這裏提到一個重點
[00:01:16.400 --> 00:01:21.000]  就是神應許給那些愛他的人的國
[00:01:21.000 --> 00:01:24.200]  就是神應許給那些愛他的人的國
[00:01:24.200 --> 00:01:31.000]  基督的國是愛主之人的國
[00:01:31.000 --> 00:01:33.400]  基督的國度的特點之一
[00:01:33.400 --> 00:01:37.600]  就是在國度裏的人都有愛主的心
[00:01:37.600 --> 00:01:42.400]  基督的國度的特點就是在裏面的人都有愛主的心
[00:01:42.400 --> 00:01:46.200]  今天我們要想到愛主更深
[00:01:46.200 --> 00:01:49.400]  今天我們要想到愛主更深
[00:01:49.400 --> 00:01:54.400]  我們的經文大家已經讀過了
[00:01:54.400 --> 00:02:03.800]  再請大家回到約翰福音第21章
[00:02:03.800 --> 00:02:09.200]  十五節到二十二節
[00:02:09.200 --> 00:02:14.800]  這是我們很熟悉的一段經文
[00:02:14.800 --> 00:02:24.000]  我們再一次安靜在主的面前靜默思想
[00:02:24.000 --> 00:02:27.200]  我們先做一個禱告
[00:02:27.200 --> 00:02:32.200]  請大家每一個人自己祈禱
[00:02:32.200 --> 00:02:34.600]  在你的心中求主
[00:02:34.600 --> 00:02:41.400]  藉著這段經文向你講話
[00:02:41.400 --> 00:02:44.400]  我們靜默禱告
[00:02:44.400 --> 00:02:51.000]  求主藉著聖靈向每一個人心裏發聖
[00:02:51.000 --> 00:02:53.000]  奉主的名禱告
[00:02:53.000 --> 00:02:55.000]  阿們
[00:02:55.000 --> 00:02:58.000]  第十五節
[00:02:58.000 --> 00:02:59.600]  第十五節
[00:02:59.600 --> 00:03:01.200]  他們吃完了早飯
[00:03:01.200 --> 00:03:03.200]  耶穌對西門說
[00:03:03.200 --> 00:03:06.000]  耶穌對西門彼得說
[00:03:06.000 --> 00:03:08.000]  約翰的兒子西門
[00:03:08.000 --> 00:03:10.800]  你愛我比這些更深
[00:03:10.800 --> 00:03:12.000]  彼得說
[00:03:12.000 --> 00:03:13.000]  主也是的
[00:03:13.000 --> 00:03:15.000]  你知道我愛你
[00:03:15.000 --> 00:03:20.000]  大家相信已經注意到
[00:03:20.000 --> 00:03:29.000]  在這裏主沒有用彼得這個名字來對他講話
[00:03:29.000 --> 00:03:36.000]  而是用他原來的舊名字向他講話
[00:03:36.000 --> 00:03:38.800]  就是西門
[00:03:38.800 --> 00:03:42.600]  我們都知道彼得這個名字是主給他起的
[00:03:42.600 --> 00:03:44.600]  為什麼主不用這個名字呢?
[00:03:44.600 --> 00:03:48.200]  我們記得彼得這個名字是主為他安的
[00:03:48.200 --> 00:03:50.600]  為什麼主不用這個名字呢?
[00:03:50.600 --> 00:03:55.000]  我相信主這樣講話有一個意思在裏頭
[00:03:55.000 --> 00:03:58.000]  我想主這樣講話是有一個意思在裏面的
[00:03:58.000 --> 00:04:02.600]  就是要提醒彼得
[00:04:02.600 --> 00:04:05.800]  彼得這個名字的意思就是盤石
[00:04:05.800 --> 00:04:07.600]  也就是堅固的意思
[00:04:07.600 --> 00:04:11.400]  彼得這個名字也是盤石堅固的意思
[00:04:11.400 --> 00:04:18.200]  但是彼得在最後一段時間的表現不是堅固的表現
[00:04:18.200 --> 00:04:22.400]  但是彼得在最後一段時間的表現並不是堅固的表現
[00:04:22.400 --> 00:04:27.200]  他是懼怕退後
[00:04:27.200 --> 00:04:32.000]  甚至於否認主的命
[00:04:32.000 --> 00:04:34.000]  他跌倒了
[00:04:34.000 --> 00:04:36.000]  他沒有站得住
[00:04:36.000 --> 00:04:37.600]  他站不穩
[00:04:37.600 --> 00:04:44.000]  所以主沒有用他的新名字
[00:04:44.000 --> 00:04:47.000]  為了要提醒他
[00:04:47.000 --> 00:04:48.600]  彼得
[00:04:48.600 --> 00:04:54.600]  你沒有名副其實
[00:04:54.600 --> 00:04:58.800]  求主也幫助我們
[00:04:58.800 --> 00:05:05.600]  在愛主的這條路上能夠穩健
[00:05:05.600 --> 00:05:08.600]  能夠堅定
[00:05:08.600 --> 00:05:11.800]  一直到底
[00:05:11.800 --> 00:05:17.200]  你我都需要主的提醒
[00:05:17.200 --> 00:05:20.200]  我們再看
[00:05:20.200 --> 00:05:23.200]  在這節裏頭第二句裏面
[00:05:23.200 --> 00:05:25.200]  在這節裏面的第二句
[00:05:25.200 --> 00:05:33.000]  主說你愛我比這些更深
[00:05:33.000 --> 00:05:37.000]  我們注意這個愛字
[00:05:37.000 --> 00:05:43.600]  在主耶穌三次問彼得裏面
[00:05:43.600 --> 00:05:47.000]  用了兩個愛字
[00:05:47.000 --> 00:05:52.400]  第一個愛字是道義的愛
[00:05:52.400 --> 00:05:58.600]  第二個愛字是感情的愛
[00:05:58.600 --> 00:06:02.600]  主所以用兩個愛字
[00:06:02.600 --> 00:06:07.800]  我相信他的用意之一
[00:06:07.800 --> 00:06:16.200]  就是要彼得用這兩種的愛來愛主
[00:06:16.200 --> 00:06:20.400]  感情的愛和道義上的愛
[00:06:20.400 --> 00:06:27.600]  這兩樣的愛都是我們應該獻給主的
[00:06:27.600 --> 00:06:31.200]  感情的愛很重要
[00:06:31.200 --> 00:06:39.200]  神有感情 理智 意志
[00:06:39.200 --> 00:06:45.600]  人也有感情 理智 意志
[00:06:45.600 --> 00:06:55.400]  所以我們用感情的愛來回應神的感情的愛
[00:06:55.400 --> 00:07:06.200]  但是同時我們的愛主不可以單單感情化
[00:07:06.200 --> 00:07:11.000]  還要道義的愛
[00:07:11.000 --> 00:07:14.200]  什麼叫道義的愛呢
[00:07:14.200 --> 00:07:20.400]  約翰福音第十四章二十一節
[00:07:20.400 --> 00:07:22.200]  主耶穌說
[00:07:22.200 --> 00:07:27.200]  有了我的命令 又遵守的 這人就是愛我的
[00:07:27.200 --> 00:07:32.200]  有了我的命令 又遵守的 這人就是愛我的
[00:07:32.200 --> 00:07:35.600]  我們怎樣愛主呢
[00:07:35.600 --> 00:07:42.400]  藉著遵守主的道來愛主
[00:07:42.400 --> 00:07:45.600]  這是道義的愛
[00:07:45.600 --> 00:07:50.800]  感情的愛加上道義的愛
[00:07:50.800 --> 00:07:57.600]  就是主要我們愛他的方式
[00:07:57.600 --> 00:08:02.200]  我們再注意
[00:08:02.200 --> 00:08:11.400]  主耶穌說 你愛我比這些更深
[00:08:11.400 --> 00:08:16.000]  這個比字很重要
[00:08:16.000 --> 00:08:19.600]  我們的愛沒有經過比較以前
[00:08:19.600 --> 00:08:22.000]  我們的愛沒有經過比較之前
[00:08:22.000 --> 00:08:27.800]  純粹是感覺上的愛
[00:08:27.800 --> 00:08:31.400]  經過了比較之後
[00:08:31.400 --> 00:08:34.600]  就會受考驗
[00:08:34.600 --> 00:08:37.400]  在這個考驗當中
[00:08:37.400 --> 00:08:40.800]  我們需要做選擇
[00:08:40.800 --> 00:08:43.800]  我們需要做決定
[00:08:43.800 --> 00:08:48.800]  那個時候我們表現如何
[00:08:48.800 --> 00:08:54.800]  就顯示出我們對主的愛的實質如何
[00:08:54.800 --> 00:08:59.800]  就能夠表現出我們對主愛的實質是怎樣
[00:08:59.800 --> 00:09:02.400]  單單感覺上愛主是好
[00:09:02.400 --> 00:09:04.800]  單單感覺上愛主是好
[00:09:04.800 --> 00:09:07.400]  但是不夠好
[00:09:07.400 --> 00:09:09.000]  為什麼
[00:09:09.000 --> 00:09:11.800]  因為有好多時候
[00:09:11.800 --> 00:09:15.400]  感覺上愛主 但是受了考驗
[00:09:15.400 --> 00:09:17.600]  證明沒有真的愛主
[00:09:17.600 --> 00:09:20.000]  感覺上愛主 但是受了考驗
[00:09:20.000 --> 00:09:22.800]  證明沒有真的愛主
[00:09:22.800 --> 00:09:27.600]  比較是一種考驗
[00:09:27.600 --> 00:09:30.200]  三十年前
[00:09:30.200 --> 00:09:32.000]  在北宣
[00:09:32.000 --> 00:09:37.600]  在一次青年團體的聚會裡
[00:09:37.600 --> 00:09:42.400]  有一個團友做見證
[00:09:42.400 --> 00:09:46.600]  我現在還記得很清楚
[00:09:46.600 --> 00:09:48.400]  很寶貴
[00:09:48.400 --> 00:09:51.800]  他說有一次
[00:09:51.800 --> 00:09:55.400]  在一個星期六的時候
[00:09:55.400 --> 00:09:59.400]  在團體聚會的時間裡
[00:09:59.400 --> 00:10:02.800]  正是電視好節目的時候
[00:10:02.800 --> 00:10:09.800]  他心裡有了交戰
[00:10:09.800 --> 00:10:12.000]  他心裡就有交戰
[00:10:12.000 --> 00:10:15.600]  我是不是參加團體親近組呢
[00:10:15.600 --> 00:10:18.200]  我是不是參加團體親近組呢
[00:10:18.200 --> 00:10:20.000]  還是留在家裡看電視呢
[00:10:20.000 --> 00:10:22.200]  還是留在家裡看電視呢
[00:10:22.200 --> 00:10:24.800]  他心裡有了爭戰
[00:10:24.800 --> 00:10:27.200]  最後他決定
[00:10:27.200 --> 00:10:30.800]  參加團體親近組
[00:10:30.800 --> 00:10:33.600]  他做了這個見證
[00:10:33.600 --> 00:10:39.600]  這是一個考驗以後的見證
[00:10:39.600 --> 00:10:43.800]  比這個賢明他愛主
[00:10:43.800 --> 00:10:46.400]  比看電視更多
[00:10:46.400 --> 00:10:49.800]  比就是說他愛主
[00:10:49.800 --> 00:10:53.000]  比喜歡看電視更加多
[00:10:53.000 --> 00:10:54.400]  看電視沒有錯
[00:10:54.400 --> 00:10:55.800]  看電視不是有錯
[00:10:55.800 --> 00:10:58.600]  但是當看電視和愛主
[00:10:58.600 --> 00:11:03.000]  成了一個問題的時候
[00:11:03.000 --> 00:11:05.000]  但是當你看電視和愛主
[00:11:05.000 --> 00:11:06.600]  成為一個問題的時候
[00:11:06.600 --> 00:11:09.200]  有了衝突的時候
[00:11:09.200 --> 00:11:11.200]  那你需要做選擇
[00:11:11.200 --> 00:11:13.200]  那你就需要做選擇了
[00:11:13.200 --> 00:11:18.200]  這是一個愛的得勝的見證
