
[00:00:00.000 --> 00:00:05.300]  我们这个月的信息的主题是「灵晨」
[00:00:05.300 --> 00:00:09.400]  我们这个月的信息主题是「灵晨」
[00:00:09.400 --> 00:00:13.200]  我们继续地跟从主向前奔走
[00:00:13.200 --> 00:00:16.300]  我们继续地跟随主向前奔走
[00:00:16.300 --> 00:00:20.600]  我们这条路是从信主开始
[00:00:20.600 --> 00:00:22.700]  一直到见主的时候
[00:00:22.700 --> 00:00:25.500]  我们这条路是从信主开始
[00:00:25.500 --> 00:00:27.300]  直至到见主的面
[00:00:27.300 --> 00:00:31.200]  而且在荣耀宗与主同在以后
[00:00:31.200 --> 00:00:34.200]  而且在荣耀宗与主同在之后
[00:00:34.200 --> 00:00:36.800]  我们还是要继续地学习
[00:00:36.800 --> 00:00:39.200]  我们还会继续地要学习
[00:00:39.200 --> 00:00:42.200]  因为神的丰富是无穷的
[00:00:42.200 --> 00:00:44.400]  因为神的丰富是无穷的
[00:00:44.400 --> 00:00:46.300]  我们在永世里面
[00:00:46.300 --> 00:00:49.500]  还是要不断地发现
[00:00:49.500 --> 00:00:50.900]  我们在永世里面
[00:00:50.900 --> 00:00:53.400]  仍然是要不断地发现、发现
[00:00:53.400 --> 00:00:57.000]  所以我们真是活到老、学到老
[00:00:57.000 --> 00:01:00.900]  所以我们真是活到老、学到老
[00:01:00.900 --> 00:01:05.200]  我们从这样的心态来追求灵晨的长进
[00:01:05.200 --> 00:01:09.900]  我们从这样的心态来追求灵晨的长进
[00:01:09.900 --> 00:01:14.900]  在灵晨的高峰有两个名词
[00:01:14.900 --> 00:01:17.700]  在灵晨的高峰有两个名词
[00:01:17.700 --> 00:01:21.400]  这两个名词事实上是汇集在一起的
[00:01:21.400 --> 00:01:22.600]  是相同的
[00:01:22.600 --> 00:01:26.100]  这两个名词汇集在一起是相同的
[00:01:26.100 --> 00:01:28.600]  它的实质是一样的
[00:01:28.600 --> 00:01:31.100]  它的实质是一样的
[00:01:31.100 --> 00:01:34.300]  一条路就是追求做殊灵人
[00:01:34.300 --> 00:01:37.000]  一条路就是追求做殊灵人
[00:01:37.000 --> 00:01:39.900]  我们上一个周日看过这个信息
[00:01:39.900 --> 00:01:43.300]  我们上个周日就已经看过这个信息
[00:01:43.300 --> 00:01:45.900]  在加拉太书里面
[00:01:45.900 --> 00:01:50.900]  我们和圣灵工作的配合
[00:01:50.900 --> 00:01:54.600]  把我们带到殊灵人的高峰
[00:01:54.600 --> 00:01:57.200]  把我们带到殊灵人的高峰
[00:01:57.200 --> 00:02:01.500]  那个境界是非常宝贵的
[00:02:01.500 --> 00:02:03.600]  另外呢
[00:02:03.600 --> 00:02:07.800]  我们与基督合而为一
[00:02:07.800 --> 00:02:11.900]  也是灵晨的一个高峰
[00:02:11.900 --> 00:02:17.800]  我们向这个高峰来追求来学习
[00:02:17.800 --> 00:02:23.300]  殊灵人和与基督合而为一是二二一一二二
[00:02:23.300 --> 00:02:30.500]  属灵人属灵的高峰和追求与基督合而为一是二二一一二二
[00:02:30.500 --> 00:02:36.300]  就好像两个人不同的角度射箭射向同一个红心
[00:02:36.300 --> 00:02:40.500]  射箭都射向同一个红心
[00:02:40.500 --> 00:02:42.500]  但是两条路不同
[00:02:42.500 --> 00:02:45.100]  但是两条路不同
[00:02:45.100 --> 00:02:48.900]  所以说殊灵人和与基督合而为一的路线不同
[00:02:48.900 --> 00:02:52.500]  但是归结终点是一样的
[00:02:52.500 --> 00:02:56.000]  所以说殊灵人和与基督合而为一两条路线是不同
[00:02:56.000 --> 00:02:57.900]  但是归结都是一样的
[00:02:57.900 --> 00:03:02.700]  今天我们一同来领受与基督合而为一的信息
[00:03:02.700 --> 00:03:06.900]  今天我们一同来领受与基督合而为一的信息
[00:03:06.900 --> 00:03:09.100]  这个信息在圣经里面
[00:03:09.100 --> 00:03:11.000]  许多的地方出现
[00:03:11.000 --> 00:03:14.300]  这个信息在圣经里面有很多的地方都出现过
[00:03:14.300 --> 00:03:17.600]  这个目标是仕途保罗自己的目标
[00:03:17.600 --> 00:03:20.600]  这个目标是仕途保罗自己的目标
[00:03:20.600 --> 00:03:25.900]  他有两句话可以把他这个追求的心态表达出来
[00:03:25.900 --> 00:03:30.100]  他有两句话将他这个追求的心态表现得很清楚
[00:03:30.100 --> 00:03:34.200]  请大家回到菲律比书
[00:03:34.200 --> 00:03:38.400]  第一章二十一节
[00:03:38.400 --> 00:03:43.300]  菲律比书一章二十一节
[00:03:43.300 --> 00:03:45.200]  因我活着就是基督
[00:03:45.200 --> 00:03:47.200]  我死了就有益处
[00:03:47.200 --> 00:03:52.000]  在这里保罗把他的生活和基督打成一片
[00:03:52.000 --> 00:03:55.500]  在这里保罗将他的生活和基督打成一片
[00:03:55.500 --> 00:03:57.300]  这不是骄傲的话
[00:03:57.300 --> 00:03:59.000]  这不是骄傲的话
[00:03:59.000 --> 00:04:03.600]  他不是那么大胆把他自己和基督相提并论
[00:04:03.600 --> 00:04:08.300]  他不是那么大胆把他自己和基督相提并论
[00:04:08.300 --> 00:04:10.200]  这是他追求的一个目标
[00:04:10.200 --> 00:04:12.400]  这是他追求的一个目标
[00:04:12.400 --> 00:04:15.300]  他愿意和基督合二为一
[00:04:15.300 --> 00:04:18.900]  他愿意与基督合二为一
[00:04:18.900 --> 00:04:21.200]  第二章第五节
[00:04:21.200 --> 00:04:23.000]  二章第五节
[00:04:23.000 --> 00:04:26.100]  你们当以基督的心为心
[00:04:26.100 --> 00:04:28.400]  这是内在的心态
[00:04:28.400 --> 00:04:30.500]  这是内在的心态
[00:04:30.500 --> 00:04:33.800]  在内在的心态上与基督合一
[00:04:33.800 --> 00:04:36.800]  在内在的心态上与基督合二为一
[00:04:36.800 --> 00:04:40.100]  又在外面的生活上与基督合一
[00:04:40.100 --> 00:04:43.100]  又在外面的生活上与基督合一
[00:04:43.100 --> 00:04:44.600]  由内而外
[00:04:44.600 --> 00:04:46.200]  由内而外
[00:04:46.200 --> 00:04:50.200]  里外都是追求与基督合二为一
[00:04:50.200 --> 00:04:53.300]  里外都是追求与基督合二为一
[00:04:53.300 --> 00:04:56.900]  我们看见保罗这个追求很有成果
[00:04:56.900 --> 00:05:00.300]  我们看见保罗这个追求很有成果
[00:05:00.300 --> 00:05:04.800]  我们从他的工作和书信里面
[00:05:04.800 --> 00:05:07.600]  我们从他的工作和书信里面
[00:05:07.600 --> 00:05:13.400]  清楚地看见基督在他的身上真是呈现出来
[00:05:13.400 --> 00:05:17.500]  清楚地看见基督真是在他的生命里面呈现出来
[00:05:17.500 --> 00:05:19.800]  这对我们是一个很大的鼓励
[00:05:19.800 --> 00:05:22.100]  这对我们来说是一个很大的鼓励
[00:05:22.100 --> 00:05:25.900]  那就是说这个目标不是空想
[00:05:25.900 --> 00:05:28.400]  那就是说这个目标不是空想
[00:05:28.400 --> 00:05:30.100]  不单单是一种理论
[00:05:30.100 --> 00:05:31.700]  不单单是一种理论
[00:05:31.700 --> 00:05:33.900]  不单单是我们的盼望而已
[00:05:33.900 --> 00:05:35.900]  不单单是我们的盼望而已
[00:05:35.900 --> 00:05:41.300]  我们可以脚踏实际地在这条路上不断有长进
[00:05:41.300 --> 00:05:45.700]  我们可以脚踏实地在这条路上不断有长进
[00:05:45.700 --> 00:05:52.100]  首先我们再温习一下我们很熟悉的经文
[00:05:52.100 --> 00:05:54.800]  首先我们再温习一下我们很熟悉的经文
[00:05:54.800 --> 00:05:57.600]  在这一节经文里面
[00:05:57.600 --> 00:06:02.500]  我们看见基督徒在名称上和基督合二为一
[00:06:02.500 --> 00:06:07.000]  我们看见基督徒在名称上和基督合二为一
[00:06:07.000 --> 00:06:11.100]  《石图行传》第十一章二十六节
[00:06:11.100 --> 00:06:17.200]  《石图行传》第十一章二十六节
[00:06:17.200 --> 00:06:18.200]  末了一句
[00:06:18.200 --> 00:06:19.300]  末了一句
[00:06:19.300 --> 00:06:23.900]  门徒称为基督徒是从安提阿开始
[00:06:23.900 --> 00:06:27.600]  门徒称为基督徒是从安提阿起手
[00:06:27.600 --> 00:06:30.300]  上文告诉我们
[00:06:30.300 --> 00:06:33.000]  巴拿巴去找保罗
[00:06:33.000 --> 00:06:37.600]  找到了请他到安提阿来带领教会
[00:06:37.600 --> 00:06:39.200]  巴拿巴去找保罗
[00:06:39.200 --> 00:06:42.600]  找到之后就请他来安提阿带领教会
[00:06:42.600 --> 00:06:47.200]  所以保罗在安提阿就把他自己的追求
[00:06:47.200 --> 00:06:48.700]  传达给基督徒
[00:06:48.700 --> 00:06:52.800]  所以保罗就在安提阿
[00:06:52.800 --> 00:06:58.600]  将他自己所追求的转达给当时的信徒
[00:06:58.600 --> 00:07:02.900]  他这样的教导信徒
[00:07:02.900 --> 00:07:05.300]  带领信徒
[00:07:05.300 --> 00:07:09.900]  一个很明确的目标
[00:07:09.900 --> 00:07:14.600]  这样工作了一年之后
[00:07:14.600 --> 00:07:17.600]  就产生果效
[00:07:17.600 --> 00:07:21.200]  那些教会外面的人
[00:07:21.200 --> 00:07:23.700]  他们有一个发现
[00:07:23.700 --> 00:07:28.200]  就是安提阿教会里面的人的表现
[00:07:28.200 --> 00:07:31.300]  他们是信基督的
[00:07:31.300 --> 00:07:34.300]  他们也敬拜基督
[00:07:34.300 --> 00:07:36.800]  他们也爱基督
[00:07:36.800 --> 00:07:39.000]  他们也见证基督
[00:07:39.000 --> 00:07:41.400]  他们也跟从基督
[00:07:41.400 --> 00:07:43.500]  他们也跟从基督
[00:07:43.500 --> 00:07:45.100]  服事基督
[00:07:45.100 --> 00:07:47.100]  高举基督
[00:07:47.100 --> 00:07:52.500]  他们也追求与基督合而为一
[00:07:52.500 --> 00:07:56.000]  这样会外面的人发觉这个现象
[00:07:56.000 --> 00:07:59.700]  教会外面的人发现了这个现象
[00:07:59.700 --> 00:08:04.300]  他们就给信徒的人起了一个名字
[00:08:04.300 --> 00:08:07.400]  他们就给信徒的人起了一个名字
[00:08:07.400 --> 00:08:09.700]  把他们叫做基督徒
[00:08:09.700 --> 00:08:11.800]  就叫他们做基督徒
[00:08:11.800 --> 00:08:14.900]  基督徒这个字的原文是两个字合起来
[00:08:14.900 --> 00:08:18.000]  基督徒这个字的原文是两个字合成的
[00:08:18.000 --> 00:08:20.900]  我已经说了好多次了
[00:08:20.900 --> 00:08:25.200]  但是这个意思是要一直地再说再说再说
[00:08:25.200 --> 00:08:28.200]  但是这个意思是要一直地再说再说再说
[00:08:28.200 --> 00:08:31.200]  两个字合成就一个字
[00:08:31.200 --> 00:08:33.200]  两个字合成一个字
[00:08:33.200 --> 00:08:34.500]  一个字是基督
[00:08:34.500 --> 00:08:35.500]  一个字是基督
[00:08:35.500 --> 00:08:36.600]  一个字是人
[00:08:36.600 --> 00:08:37.600]  一个字是人
[00:08:37.600 --> 00:08:38.900]  基督人
[00:08:38.900 --> 00:08:40.200]  就是基督人
[00:08:40.200 --> 00:08:43.500]  这就是原文的那个字的结构
[00:08:43.500 --> 00:08:49.000]  这就是原文的那个字的结构
[00:08:49.000 --> 00:08:52.900]  所以我们看见基督徒就是基督人
[00:08:52.900 --> 00:08:55.200]  基督徒就是等于基督人
[00:08:55.200 --> 00:08:58.900]  一个和基督密切结联在一起的人
[00:08:58.900 --> 00:09:01.900]  一个与基督密切结联的人
[00:09:01.900 --> 00:09:07.200]  这是非基督徒对于安提阿教会基督徒的观感
[00:09:07.200 --> 00:09:07.200]  这是非基督徒对于安提阿教会基督徒的观感
[00:09:07.200 --> 00:09:12.300]  这个就是基督安提阿教会以外的人
[00:09:12.300 --> 00:09:16.000]  对安提阿教会里面的人的观感
[00:09:16.000 --> 00:09:19.900]  这是一个正确的印象
[00:09:19.900 --> 00:09:22.000]  这是一个正确的印象
[00:09:22.000 --> 00:09:24.900]  也就是安提阿基督徒的见证
[00:09:24.900 --> 00:09:28.000]  也就是安提阿基督徒的见证
[00:09:28.000 --> 00:09:30.300]  如果有一天
[00:09:30.300 --> 00:09:34.600]  北角宣道会的弟兄姊妹
[00:09:34.600 --> 00:09:38.800]  能够使人得到这样的一个印象
[00:09:38.800 --> 00:09:41.100]  能够使人得到这样的一个印象
[00:09:41.100 --> 00:09:44.700]  这些人和基督之间有密切的关系
[00:09:44.700 --> 00:09:47.500]  这些人与基督有密切的关系
[00:09:47.500 --> 00:09:50.600]  那就是一个很宝贵的见证
[00:09:50.600 --> 00:09:52.800]  那就是一个很宝贵的见证
[00:09:52.800 --> 00:09:53.900]  你我
[00:09:53.900 --> 00:09:54.900]  你和我
