
[00:00:00.000 --> 00:00:05.000]  弟兄姊妹們新年快樂
[00:00:05.000 --> 00:00:12.000]  祝各位全家蒙福
[00:00:12.000 --> 00:00:18.000]  今天早上我要講一個題目
[00:00:18.000 --> 00:00:21.000]  似乎是很長,其實是很短
[00:00:21.000 --> 00:00:25.000]  今早要講的題目似乎是很長,其實是很短的
[00:00:25.000 --> 00:00:32.000]  講到保羅人生的哲學
[00:00:32.000 --> 00:00:41.000]  如果按照我過去這幾年的訓練
[00:00:41.000 --> 00:00:44.000]  都是講得很長的
[00:00:44.000 --> 00:00:48.000]  一個鐘頭叫做短講
[00:00:48.000 --> 00:00:52.000]  兩個鐘頭是普普通通
[00:00:52.000 --> 00:00:56.000]  普通都是一堂講半天的
[00:00:56.000 --> 00:01:00.000]  普通一堂講半天的
[00:01:00.000 --> 00:01:10.000]  在中國內地的環境是這樣的
[00:01:10.000 --> 00:01:16.000]  但是在我們中間卻是不同的
[00:01:16.000 --> 00:01:19.000]  所以我會做人的,不會講得太長
[00:01:19.000 --> 00:01:22.000]  所以我會做人的,不會講得太長
[00:01:22.000 --> 00:01:28.000]  今天早上我跟大家講到保羅人生的哲學
[00:01:28.000 --> 00:01:30.000]  今早講保羅人生的哲學
[00:01:30.000 --> 00:01:36.000]  其實這個題目也就是說保羅人生的目標
[00:01:36.000 --> 00:01:39.000]  這個題目也可以說是保羅人生的目標
[00:01:39.000 --> 00:01:43.000]  在他往前面走追求的時間
[00:01:43.000 --> 00:01:45.000]  當他向前走追求的時候
[00:01:45.000 --> 00:01:50.000]  他向我們表達的一個信息
[00:01:50.000 --> 00:01:54.000]  看見他所做的
[00:01:54.000 --> 00:02:00.000]  經過了我們的領受或思想
[00:02:00.000 --> 00:02:07.000]  我們從其中可以得到教導
[00:02:07.000 --> 00:02:12.000]  那麼我們在這個環境裏面
[00:02:12.000 --> 00:02:19.000]  我覺得我們不需要像JB教導一樣
[00:02:19.000 --> 00:02:22.000]  我覺得我們不需要
[00:02:22.000 --> 00:02:29.000]  我們所需要的就是勸勉和上帝的愛
[00:02:29.000 --> 00:02:33.000]  我們不需要責備,我們需要的是勸勉和上帝的愛
[00:02:33.000 --> 00:02:39.000]  所以我從這一段聖經裏面
[00:02:39.000 --> 00:02:42.000]  我本來要講十二點的
[00:02:42.000 --> 00:02:44.000]  原本要講十二點的
[00:02:44.000 --> 00:02:47.000]  那麼現在我講四點簡單的就夠了
[00:02:47.000 --> 00:02:49.000]  現在簡單講四點就夠了
[00:02:49.000 --> 00:02:52.000]  由第一節開始
[00:02:52.000 --> 00:03:01.000]  那麼上面裏面講到保羅他的環境、處境和心境
[00:03:01.000 --> 00:03:05.000]  裏面講到保羅的環境、處境或者是心境
[00:03:05.000 --> 00:03:09.000]  所以在我們所遇見的大的環境裏面
[00:03:09.000 --> 00:03:12.000]  在我們所遇到的大的環境裏面
[00:03:12.000 --> 00:03:19.000]  我們每一個人都有自己的處境
[00:03:19.000 --> 00:03:22.000]  在這個處境裏面
[00:03:22.000 --> 00:03:30.000]  有人有快樂,有的人有憂愁
[00:03:30.000 --> 00:03:34.000]  但是還有一個就是我們的心境
[00:03:34.000 --> 00:03:36.000]  不過還有一個就是我們的心境
[00:03:36.000 --> 00:03:41.000]  我們心裏怎麼樣對待我們面前的處境
[00:03:41.000 --> 00:03:44.000]  我們的心怎樣對待面前的處境
[00:03:44.000 --> 00:03:48.000]  我覺得這是最重要的
[00:03:48.000 --> 00:03:52.000]  保羅在這裏告訴我們
[00:03:52.000 --> 00:03:58.000]  他勸勉菲律賓的弟兄姊妹們
[00:03:58.000 --> 00:04:02.000]  說你們要靠著主洗腦
[00:04:02.000 --> 00:04:04.000]  他說你們要靠著主洗腦
[00:04:04.000 --> 00:04:07.000]  我把這話寫給你們
[00:04:07.000 --> 00:04:10.000]  與我並不為難
[00:04:10.000 --> 00:04:12.000]  我把這話再寫給你們
[00:04:12.000 --> 00:04:14.000]  與我並不為難
[00:04:14.000 --> 00:04:18.000]  與你們卻是妥當的
[00:04:18.000 --> 00:04:23.000]  保羅寫這句話的時候
[00:04:23.000 --> 00:04:28.000]  我們覺得保羅的環境不好
[00:04:28.000 --> 00:04:31.000]  他的處境也不好
[00:04:31.000 --> 00:04:38.000]  因為他是在羅馬坐監的時候寫的
[00:04:38.000 --> 00:04:43.000]  成為監獄書信
[00:04:43.000 --> 00:04:47.000]  在那個環境裏面
[00:04:47.000 --> 00:04:52.000]  保羅仍然有空間
[00:04:52.000 --> 00:04:57.000]  他有機會為主作供
[00:04:57.000 --> 00:05:03.000]  所以他所向我們表達的信息
[00:05:03.000 --> 00:05:09.000]  就是講到他人生的一個目標
[00:05:09.000 --> 00:05:12.000]  他不靠自己
[00:05:12.000 --> 00:05:17.000]  只要環境能夠有鬆動
[00:05:17.000 --> 00:05:20.000]  他就可以作供
[00:05:20.000 --> 00:05:25.000]  他不但把福音帶到羅馬的監獄裏面
[00:05:25.000 --> 00:05:29.000]  他不但把福音帶到羅馬的監獄裏面
[00:05:29.000 --> 00:05:32.000]  帶到該殺的家人裏面
[00:05:32.000 --> 00:05:37.000]  凡是與保羅接觸的人
[00:05:37.000 --> 00:05:42.000]  他都藉著這個機會把福音帶給他們
[00:05:42.000 --> 00:05:48.000]  保羅這樣做是勉強的嗎?
[00:05:48.000 --> 00:05:52.000]  不是勉強的
[00:05:52.000 --> 00:05:57.000]  但是我們看到保羅的心境
[00:05:57.000 --> 00:06:02.000]  他說與我並不是太難的
[00:06:02.000 --> 00:06:07.000]  我心裏面充滿了喜樂
[00:06:07.000 --> 00:06:12.000]  當菲律賓書第一章告訴我們
[00:06:12.000 --> 00:06:17.000]  他對待菲律賓的弟兄姊妹們說
[00:06:17.000 --> 00:06:23.000]  你看福音在傳開的時候
[00:06:23.000 --> 00:06:29.000]  有的人是存在不同的心態
[00:06:29.000 --> 00:06:32.000]  有的人是好意
[00:06:32.000 --> 00:06:35.000]  有的是假意
[00:06:35.000 --> 00:06:40.000]  有的是出於紛爭嫉妒
[00:06:40.000 --> 00:06:45.000]  也有人出於愛主的心
[00:06:45.000 --> 00:06:50.000]  保羅說這都有何關呢?
[00:06:50.000 --> 00:06:53.000]  只要福音傳開了
[00:06:53.000 --> 00:06:57.000]  我就歡喜
[00:06:57.000 --> 00:07:03.000]  他說不但如此我要大大的歡喜
[00:07:03.000 --> 00:07:09.000]  所以保羅能夠講得出笑得出
[00:07:09.000 --> 00:07:13.000]  而且在這個環境裏面
[00:07:13.000 --> 00:07:18.000]  他能夠勸勉人
[00:07:18.000 --> 00:07:23.000]  在監獄外面的人
[00:07:23.000 --> 00:07:27.000]  好像菲律賓的弟兄姊妹們
[00:07:27.000 --> 00:07:32.000]  他們的遭遇並不是像保羅的遭遇
[00:07:32.000 --> 00:07:35.000]  他們的遭遇沒有保羅那麼慘
[00:07:35.000 --> 00:07:38.000]  但是可能他們的處境
[00:07:38.000 --> 00:07:41.000]  也是每一個人所遇見的不同
[00:07:41.000 --> 00:07:47.000]  所以他們遇到的難處
[00:07:47.000 --> 00:07:51.000]  保羅說他們也需要安慰
[00:07:51.000 --> 00:07:58.000]  因此保羅對他們說
[00:07:58.000 --> 00:08:02.000]  你們要靠主喜樂
[00:08:02.000 --> 00:08:09.000]  這句話講出保羅心底的話
[00:08:09.000 --> 00:08:14.000]  就是說他能夠這樣做
[00:08:14.000 --> 00:08:18.000]  他能夠這樣寫出來
[00:08:18.000 --> 00:08:21.000]  他能夠講出來
[00:08:21.000 --> 00:08:25.000]  很自然地表達出來
[00:08:25.000 --> 00:08:32.000]  就證明他心裏面真的很快樂
[00:08:32.000 --> 00:08:37.000]  這一個喜樂是靠著主喜樂
[00:08:37.000 --> 00:08:42.000]  不是環境所給人的喜樂
[00:08:42.000 --> 00:08:50.000]  環境可以給我們物質上的歡喜
[00:08:50.000 --> 00:08:53.000]  一時的快樂
[00:08:53.000 --> 00:09:02.000]  並不能給我們人生帶來內在的喜樂
[00:09:02.000 --> 00:09:08.000]  所以保羅心裏面歡喜快樂
[00:09:08.000 --> 00:09:14.000]  他是以主耶穌為他的環境
[00:09:14.000 --> 00:09:18.000]  他堅持這個目標
[00:09:18.000 --> 00:09:24.000]  因此他能夠繼續地活下去
[00:09:24.000 --> 00:09:30.000]  在那個環境裏面為主工作
[00:09:30.000 --> 00:09:34.000]  我覺得很重要
[00:09:34.000 --> 00:09:40.000]  有一個記載是這樣說的
[00:09:40.000 --> 00:09:49.000]  當路德·馬丁改革宗教的時候
[00:09:49.000 --> 00:09:54.000]  外面的環境並不好
[00:09:54.000 --> 00:09:58.000]  他的處境也是相當令人擔憂
[00:09:58.000 --> 00:10:04.000]  於是他的心裏面差不多要塌下來
[00:10:04.000 --> 00:10:06.000]  他的心幾乎要倒塌了
[00:10:06.000 --> 00:10:09.000]  就笑不出來
[00:10:09.000 --> 00:10:12.000]  也不能夠再工作了
[00:10:12.000 --> 00:10:17.000]  他的師母就見到這種情形
[00:10:17.000 --> 00:10:21.000]  就沒有講什麼話
[00:10:21.000 --> 00:10:25.000]  就換了一套黑色的衣服
[00:10:25.000 --> 00:10:30.000]  頭上的頭巾都是黑色的
[00:10:30.000 --> 00:10:32.000]  就蓋起來
[00:10:32.000 --> 00:10:37.000]  就在他的面前來回走過
[00:10:37.000 --> 00:10:41.000]  馬丁路德就看見了
[00:10:41.000 --> 00:10:45.000]  馬丁路德就覺得這是什麼事呢
[00:10:45.000 --> 00:10:48.000]  就說發生什麼事了
[00:10:48.000 --> 00:10:50.000]  誰死了呢
[00:10:50.000 --> 00:10:55.000]  馬丁路德的師母說沒有人去世
[00:10:55.000 --> 00:10:57.000]  他的師母就說沒有人去世
[00:10:57.000 --> 00:11:00.000]  是上帝死了
[00:11:00.000 --> 00:11:02.000]  是上帝死了
[00:11:02.000 --> 00:11:06.000]  馬丁路德就說這樣怎麼可能呢
[00:11:06.000 --> 00:11:08.000]  那麼看看
[00:11:08.000 --> 00:11:13.000]  是的,我看你的表現好像上帝死了一樣
[00:11:13.000 --> 00:11:17.000]  師母就說我看你表現好像上帝死了一樣
[00:11:17.000 --> 00:11:22.000]  所以我們的環境可以很正常
[00:11:22.000 --> 00:11:27.000]  我們的處境也可能有的時間不順利
[00:11:27.000 --> 00:11:32.000]  只要我們堅持下去
[00:11:32.000 --> 00:11:35.000]  依靠主
[00:11:35.000 --> 00:11:40.000]  保守我們的心境裡面的安靜
[00:11:40.000 --> 00:11:44.000]  保守我們的心境裡面的安靜
[00:11:44.000 --> 00:11:49.000]  保守我們的心境裡面的安靜
[00:11:49.000 --> 00:11:54.000]  所以真言書第四章二十三節那裡講
[00:11:54.000 --> 00:11:59.000]  你要保守你的心
[00:11:59.000 --> 00:12:03.000]  勝過保守一切
[00:12:03.000 --> 00:12:09.000]  因為一生的意念都是由心裡面發出來的
[00:12:09.000 --> 00:12:12.000]  因為一生的意念都是由心裡面發出來的
[00:12:12.000 --> 00:12:17.000]  求主讓我們心裡面緊緊的依靠主
[00:12:17.000 --> 00:12:20.000]  求主讓我們心裡面緊緊的依靠主
[00:12:20.000 --> 00:12:24.000]  好像石頭保羅在坐監的時間
[00:12:24.000 --> 00:12:28.000]  心裡面充滿了熟天的喜樂一樣
[00:12:28.000 --> 00:12:30.000]  好像保羅坐監的時候
[00:12:30.000 --> 00:12:32.000]  心裡面仍然是充滿熟天的喜樂一樣
[00:12:32.000 --> 00:12:35.000]  這是保羅的表現
[00:12:35.000 --> 00:12:38.000]  第二點我要講的
[00:12:38.000 --> 00:12:44.000]  就是由第四節開始到第八節
[00:12:44.000 --> 00:12:50.000]  保羅怎麼樣看這個世界的東西
[00:12:50.000 --> 00:12:55.000]  名譽、地位、權柄
[00:12:55.000 --> 00:12:59.000]  在保羅的人生裡面
[00:12:59.000 --> 00:13:02.000]  分成有兩段
[00:13:02.000 --> 00:13:06.000]  第一段是他沒有得救的時間
[00:13:06.000 --> 00:13:08.000]  第一段是他沒有得救的時間
[00:13:08.000 --> 00:13:11.000]  他的名字叫索羅
[00:13:11.000 --> 00:13:13.000]  他的名字叫索羅
[00:13:13.000 --> 00:13:15.000]  是很大的
[00:13:15.000 --> 00:13:17.000]  他在世界上得到的
[00:13:17.000 --> 00:13:20.000]  說誇口的是什麼呢
[00:13:20.000 --> 00:13:23.000]  他在世界上可以誇口的是什麼呢
[00:13:23.000 --> 00:13:26.000]  他說我是卞雅閩支派的人
[00:13:26.000 --> 00:13:29.000]  他說我是卞雅閩支派的人
[00:13:29.000 --> 00:13:34.000]  我也是西班牙人所生的西班牙人
[00:13:34.000 --> 00:13:37.000]  我也是西班牙人所生的西班牙人
[00:13:37.000 --> 00:13:41.000]  這是講到他是名譽的
[00:13:41.000 --> 00:13:43.000]  這是講到他是名譽的
[00:13:43.000 --> 00:13:47.000]  他的出生覺得令人很羨慕的
[00:13:47.000 --> 00:13:51.000]  他的出生令人很羨慕
[00:13:51.000 --> 00:13:54.000]  一個人如果一出世
[00:13:54.000 --> 00:13:57.000]  在一個很高貴的家族裡面
[00:13:57.000 --> 00:14:02.000]  大家對待他有一份的敬意
[00:14:02.000 --> 00:14:06.000]  如果一個人是在一個名門王族出世
[00:14:06.000 --> 00:14:10.000]  人家至少都會給他幾分敬意
[00:14:10.000 --> 00:14:13.000]  這是保羅可以誇口的
[00:14:13.000 --> 00:14:15.000]  這是保羅可以誇口的
[00:14:15.000 --> 00:14:17.000]  但是按照他說的
[00:14:17.000 --> 00:14:21.000]  按照律法來講
[00:14:21.000 --> 00:14:23.000]  我是法利塞人
[00:14:23.000 --> 00:14:26.000]  按照律法來說我是法利塞人
[00:14:26.000 --> 00:14:31.000]  法利塞人是解釋摩西五經的
[00:14:31.000 --> 00:14:33.000]  法利塞人是解釋摩西五經的
[00:14:33.000 --> 00:14:36.000]  他們是稱為經學家
[00:14:36.000 --> 00:14:38.000]  被稱為經學家
[00:14:38.000 --> 00:14:43.000]  這一班人成立一個工會
[00:14:43.000 --> 00:14:46.000]  這個工會就叫做法利塞人
[00:14:46.000 --> 00:14:48.000]  這個工會就叫做法利塞人
[00:14:48.000 --> 00:14:51.000]  在社會上是講到他的地位
[00:14:51.000 --> 00:14:54.000]  在社會上是有地位的
[00:14:54.000 --> 00:14:57.000]  好像我們今天的律師工會一樣
[00:14:57.000 --> 00:14:59.000]  就好像今天的律師工會一樣
[00:14:59.000 --> 00:15:04.000]  在裡面做個會員就覺得在社會上有地位
[00:15:04.000 --> 00:15:07.000]  在裡面做一個會員在社會上就有地位
[00:15:07.000 --> 00:15:13.000]  第六節說就熱心地講我是逼賠教會的
[00:15:13.000 --> 00:15:17.000]  第六節說就熱心地說我是逼賠教會的
[00:15:17.000 --> 00:15:20.000]  就是講到他有權柄
[00:15:20.000 --> 00:15:22.000]  這裡說的是他有權柄
[00:15:22.000 --> 00:15:24.000]  他有權幫人拉
[00:15:24.000 --> 00:15:28.000]  幫基督徒拉來放在監牢裡面
[00:15:28.000 --> 00:15:30.000]  他有權拉基督徒坐牢
[00:15:30.000 --> 00:15:32.000]  他覺得很威了
[00:15:32.000 --> 00:15:33.000]  就覺得很威了
[00:15:33.000 --> 00:15:37.000]  有名有地位又有權柄
[00:15:37.000 --> 00:15:40.000]  有名有地位又有權柄
[00:15:40.000 --> 00:15:42.000]  他說不但如此
