
[00:00:00.000 --> 00:00:03.240]  我再講多幾次哥倫多教會的書信
[00:00:03.240 --> 00:00:07.440]  哥倫多後書其實保羅面對有兩個很重要的問題
[00:00:07.440 --> 00:00:12.880]  其中兩個問題就是他和一班哥倫多教會的信徒
[00:00:12.880 --> 00:00:13.680]  有些人誤會
[00:00:13.680 --> 00:00:17.680]  大家還記得就是因為保羅說去探訪他們
[00:00:17.680 --> 00:00:19.480]  又不去 又去探訪 又不去
[00:00:19.480 --> 00:00:21.400]  在過程裏面有很多誤會
[00:00:21.400 --> 00:00:25.640]  第二方面就是當時在哥倫多教會裏面
[00:00:25.640 --> 00:00:31.640]  有一班應該來自耶路撒冷教會的猶太人的基督徒
[00:00:31.640 --> 00:00:38.760]  他們傳講一些不正確的信仰內容
[00:00:38.760 --> 00:00:42.280]  有一些就是信耶穌 耶穌的救恩
[00:00:42.280 --> 00:00:47.560]  要加上遵守舊約律法的所有規條
[00:00:47.560 --> 00:00:50.600]  你才是一個真正信耶穌的一個人
[00:00:52.600 --> 00:00:55.400]  而且這班人去抵擋著保羅
[00:00:55.400 --> 00:00:58.920]  就是說保羅有什麼資格去說
[00:00:58.920 --> 00:01:02.520]  你說你是一個上帝的使者
[00:01:02.520 --> 00:01:07.800]  在這裏保羅去對這些情況有一個回應
[00:01:07.800 --> 00:01:12.920]  在聖經一開始保羅講到一個戰訓的問題
[00:01:12.920 --> 00:01:16.600]  其實戰訓在古代來說都是一個常用的習俗
[00:01:16.600 --> 00:01:18.600]  就是你去到一個地方
[00:01:18.600 --> 00:01:20.760]  那些人怎樣去相信你或者怎樣接待你呢
[00:01:20.760 --> 00:01:22.040]  就是帶著一些戰訓
[00:01:22.040 --> 00:01:25.560]  大家公認認識的就是這個人是可信的人
[00:01:25.560 --> 00:01:27.240]  我想這個世代也一樣
[00:01:27.240 --> 00:01:29.240]  我們也有很多的戰訓
[00:01:29.240 --> 00:01:32.440]  就是寫什麼推薦信
[00:01:32.440 --> 00:01:33.880]  都是一樣的情況
[00:01:33.880 --> 00:01:39.320]  保羅其實在哥倫多後書第二章的十六節裏
[00:01:39.320 --> 00:01:40.600]  他也問一個問題
[00:01:40.600 --> 00:01:47.000]  究竟哪一個才能夠去擔當福音使者的這個從任呢
[00:01:47.000 --> 00:01:49.800]  就是誰有這個資格呢
[00:01:49.800 --> 00:01:51.800]  保羅其實在這裏說
[00:01:51.800 --> 00:01:53.800]  無論是什麼人
[00:01:53.800 --> 00:01:56.920]  無論你有什麼身份什麼地位
[00:01:56.920 --> 00:02:00.760]  其實按照人的能力去說
[00:02:00.760 --> 00:02:02.760]  沒有人能夠有這個能力
[00:02:02.760 --> 00:02:06.360]  沒有人有這個身份去說
[00:02:06.360 --> 00:02:09.720]  我可以去做這個聖人的使者
[00:02:09.720 --> 00:02:11.720]  所以保羅在這裏說
[00:02:11.720 --> 00:02:13.720]  人是力有不逮
[00:02:13.720 --> 00:02:16.680]  不過一切都是出於上帝
[00:02:16.680 --> 00:02:17.960]  所以保羅在這裏說
[00:02:18.040 --> 00:02:19.560]  由於聖神
[00:02:19.560 --> 00:02:21.560]  由於神在神面前
[00:02:21.560 --> 00:02:23.560]  憑著基督去講道
[00:02:23.560 --> 00:02:24.920]  就是這個原因
[00:02:24.920 --> 00:02:26.920]  另一方面保羅也在這裏說
[00:02:26.920 --> 00:02:32.280]  他對那些質疑他是一個福音使者的資格的人
[00:02:32.280 --> 00:02:34.280]  去指控這班人
[00:02:34.280 --> 00:02:39.080]  這班人就是為了自己的利益
[00:02:39.080 --> 00:02:41.880]  去混亂上帝的道
[00:02:41.880 --> 00:02:45.800]  並且以自己私利為目的
[00:02:45.800 --> 00:02:47.800]  來到哥倫多教會當中
[00:02:47.800 --> 00:02:51.640]  用人的戰訊去取信於哥倫多教會的信徒
[00:02:51.640 --> 00:02:54.200]  又用哥倫多教會信徒的戰訊
[00:02:54.200 --> 00:02:56.600]  去到另一些的教會裏面
[00:02:56.600 --> 00:02:58.600]  去取信另一些的教會
[00:02:58.600 --> 00:03:01.000]  保羅其實一開始在這裏說
[00:03:01.000 --> 00:03:04.200]  其實戰訊不代表什麼
[00:03:04.200 --> 00:03:07.320]  戰訊也不證明什麼
[00:03:07.320 --> 00:03:08.840]  保羅在這裏說
[00:03:08.840 --> 00:03:11.640]  最重要的戰訊不是寫下來
[00:03:11.640 --> 00:03:14.200]  而是寫在生命上面
[00:03:14.600 --> 00:03:19.640]  生命的戰訊才是最有效的戰訊
[00:03:19.640 --> 00:03:23.560]  其實保羅某程度上不是反對推薦信
[00:03:23.560 --> 00:03:25.560]  不是反對人寫推薦信
[00:03:25.560 --> 00:03:27.160]  他反對的是什麼呢
[00:03:27.160 --> 00:03:30.200]  這班有推薦信的人
[00:03:30.200 --> 00:03:32.200]  他們拿著一些推薦信的人
[00:03:32.200 --> 00:03:34.920]  這班從耶路撒冷過來的
[00:03:34.920 --> 00:03:37.400]  這些相信耶穌的人
[00:03:37.400 --> 00:03:38.440]  他們有了戰訊
[00:03:38.440 --> 00:03:41.480]  他們就覺得自己是高人一等
[00:03:41.480 --> 00:03:43.000]  自己是權威
[00:03:43.000 --> 00:03:45.240]  所以我講的每句說話
[00:03:45.240 --> 00:03:46.680]  你們都要聽
[00:03:46.680 --> 00:03:49.960]  接著也都將自己視為高人一等
[00:03:49.960 --> 00:03:52.280]  去指控其他的人
[00:03:52.280 --> 00:03:56.440]  可以說是重傷其他的人
[00:03:56.440 --> 00:03:58.040]  從這個角度去講
[00:03:58.040 --> 00:03:59.000]  保羅在這裏說
[00:03:59.000 --> 00:04:02.360]  這戰訊究竟不能夠證明什麼
[00:04:02.360 --> 00:04:04.680]  接著保羅再去講
[00:04:04.680 --> 00:04:06.760]  他說其實我也有戰訊
[00:04:06.760 --> 00:04:08.600]  不過我的戰訊是什麼呢
[00:04:08.600 --> 00:04:11.880]  我的戰訊就是你們
[00:04:11.880 --> 00:04:14.600]  我的戰訊就是哥倫多教會信徒
[00:04:14.600 --> 00:04:16.520]  你們就是我的戰訊
[00:04:16.520 --> 00:04:18.600]  我不需要再寫任何的戰訊
[00:04:18.600 --> 00:04:20.600]  保羅在這裏講什麼呢
[00:04:20.600 --> 00:04:23.320]  其實保羅在這裏講
[00:04:23.320 --> 00:04:25.720]  就是因為你們的生命
[00:04:25.720 --> 00:04:27.960]  你們相信了耶穌
[00:04:27.960 --> 00:04:29.960]  你們生命的見證
[00:04:29.960 --> 00:04:32.280]  見證了這個福音的真實
[00:04:32.280 --> 00:04:35.720]  而誰去傳揚這個傳福音給你們知道呢
[00:04:35.720 --> 00:04:36.840]  是我直著
[00:04:36.840 --> 00:04:39.720]  是我傳揚這個福音讓你們知道
[00:04:39.720 --> 00:04:42.360]  所以保羅在這裏講
[00:04:42.360 --> 00:04:43.880]  你們的生命
[00:04:43.880 --> 00:04:47.400]  你們信耶穌這個事實
[00:04:47.400 --> 00:04:52.520]  已經是一個最有效的戰訊
[00:04:52.520 --> 00:04:55.320]  保羅在這裏去講
[00:04:55.320 --> 00:05:01.080]  他指出他自己能夠承擔這個福音的使者
[00:05:01.080 --> 00:05:02.520]  不是因為我的地位
[00:05:02.520 --> 00:05:03.880]  不是因為我的學問
[00:05:03.880 --> 00:05:07.080]  是因為基於上帝呼召我
[00:05:07.080 --> 00:05:09.640]  去將這個福音傳揚給你們知道
[00:05:09.640 --> 00:05:11.560]  其實保羅在這裏講
[00:05:11.560 --> 00:05:13.000]  先有福音
[00:05:13.000 --> 00:05:15.800]  後有福音的使者
[00:05:15.800 --> 00:05:19.240]  所以福音才是那個權威
[00:05:19.240 --> 00:05:23.240]  福音才是那個信仰的一個基礎
[00:05:23.240 --> 00:05:25.800]  保羅他對自己所傳的福音
[00:05:25.800 --> 00:05:27.080]  是很有把握
[00:05:27.080 --> 00:05:28.440]  很有信心
[00:05:28.440 --> 00:05:32.120]  因為他知道這個福音是來自上帝
[00:05:32.120 --> 00:05:34.120]  他相信的不是自己
[00:05:34.120 --> 00:05:36.920]  他相信的是相信上帝
[00:05:36.920 --> 00:05:40.360]  相信上帝為人設立的這個福音
[00:05:40.360 --> 00:05:44.360]  接著保羅繼續去講這個福音的特色是甚麼呢
[00:05:44.360 --> 00:05:48.360]  這個福音與舊約的律法的對比
[00:05:48.360 --> 00:05:50.040]  一個新約的時公
