
[00:00:00.000 --> 00:00:24.320]  各位弟兄姊妹
[00:00:24.580 --> 00:00:29.440]  我們來到認識大師命這個主題的第十講
[00:00:29.440 --> 00:00:31.480]  就是最後的一講
[00:00:31.480 --> 00:00:34.040]  這一講的題目
[00:00:34.040 --> 00:00:38.140]  就是大師命最後完成的意象
[00:00:38.140 --> 00:00:43.260]  這個意象是在七十路第五章裡面
[00:00:43.260 --> 00:00:45.820]  在這個意象中
[00:00:45.820 --> 00:00:48.120]  神坐在寶座上
[00:00:48.120 --> 00:00:51.960]  他的右手中拿著書卷
[00:00:52.480 --> 00:00:55.560]  這個書卷被七印封上
[00:00:55.560 --> 00:00:58.620]  沒有人能夠解開
[00:00:58.620 --> 00:01:01.960]  但是有大之太的師子
[00:01:01.960 --> 00:01:03.480]  他於得勝
[00:01:03.480 --> 00:01:05.540]  可以解開書卷
[00:01:05.540 --> 00:01:09.120]  可以完成神的計劃
[00:01:09.120 --> 00:01:11.160]  所以這個意象
[00:01:11.160 --> 00:01:13.720]  是神計劃的完成的意象
[00:01:13.720 --> 00:01:18.080]  神的計劃就是佛事救恩的計劃
[00:01:18.080 --> 00:01:20.380]  得以完成
[00:01:20.380 --> 00:01:21.660]  感謝神
[00:01:22.180 --> 00:01:25.000]  那我們要從這一章裡面看一看
[00:01:25.000 --> 00:01:30.620]  完成神的佛事救恩計劃的因素是什麼
[00:01:30.620 --> 00:01:32.680]  我們看見
[00:01:32.680 --> 00:01:34.720]  有五種的因素
[00:01:34.720 --> 00:01:37.280]  也就是五種的能力
[00:01:37.280 --> 00:01:39.840]  每一種的能力
[00:01:39.840 --> 00:01:44.960]  都有角,就是牛的角來做象徵
[00:01:44.960 --> 00:01:46.760]  我們看一看
[00:01:46.760 --> 00:01:49.320]  這五種的能力的角
[00:01:49.320 --> 00:01:50.340]  是什麼
[00:01:51.100 --> 00:01:53.660]  對我們有很重要的啟發
[00:01:53.660 --> 00:01:56.480]  第一
[00:01:56.480 --> 00:01:59.040]  第一節
