
[00:00:00.000 --> 00:00:02.500]  開始時我想先提一件事
[00:00:02.500 --> 00:00:05.000]  就是在幾個星期前
[00:00:05.000 --> 00:00:07.000]  我參加一個特別的聚會
[00:00:07.000 --> 00:00:10.000]  是寧實的寧養院
[00:00:10.000 --> 00:00:13.000]  他們十周年的一個慶典
[00:00:13.000 --> 00:00:16.000]  在慶典當中我們都提及一件事
[00:00:16.000 --> 00:00:18.000]  就是寧實醫院的創辦人
[00:00:18.000 --> 00:00:20.000]  司務道孫教士
[00:00:20.000 --> 00:00:24.000]  在他早期開始寧實的時候
[00:00:24.000 --> 00:00:25.500]  一個的經歷
[00:00:25.500 --> 00:00:28.000]  當時他同時是護士
[00:00:28.000 --> 00:00:30.000]  遇到一位婆婆
[00:00:30.000 --> 00:00:34.000]  她入院因為患了很嚴重的肺病
[00:00:34.000 --> 00:00:35.500]  在入院之後
[00:00:35.500 --> 00:00:38.000]  這位婆婆很艱難很辛苦
[00:00:38.000 --> 00:00:40.000]  但後來她信得住
[00:00:40.000 --> 00:00:43.000]  她裡面有一種平安出現
[00:00:43.000 --> 00:00:46.000]  有一次特別跟司教士說
[00:00:46.000 --> 00:00:51.000]  他說12月25日主耶穌會來接我
[00:00:51.000 --> 00:00:53.000]  司教士一聽到的時候
[00:00:53.000 --> 00:00:55.000]  就有點擔心
[00:00:55.000 --> 00:00:57.000]  不知道是否覺得自己很不舒服
[00:00:57.000 --> 00:00:58.000]  快要死了
[00:00:58.000 --> 00:01:01.000]  所以就說主耶穌來接他
[00:01:01.000 --> 00:01:03.000]  所以就安排了一些檢查
[00:01:03.000 --> 00:01:05.000]  看他情況如何
[00:01:05.000 --> 00:01:08.000]  但發現他身體都算穩定
[00:01:08.000 --> 00:01:09.000]  沒有什麼特別大的問題
[00:01:09.000 --> 00:01:11.000]  就一路安慰他
[00:01:11.000 --> 00:01:13.000]  讓他安心休息
[00:01:13.000 --> 00:01:16.000]  到了12月25日早上
[00:01:16.000 --> 00:01:18.000]  他又跟司教士說
[00:01:18.000 --> 00:01:22.000]  主耶穌今天來接我
[00:01:22.000 --> 00:01:24.000]  去到差不多傍晚的時候
[00:01:24.000 --> 00:01:27.000]  這位婆婆就請教士來
[00:01:27.000 --> 00:01:31.000]  她說你不如跟我唱歌
[00:01:31.000 --> 00:01:33.000]  司教士很樂意
[00:01:33.000 --> 00:01:36.000]  在她身邊一起唱聖詩
[00:01:36.000 --> 00:01:38.000]  一起唱歌
[00:01:38.000 --> 00:01:41.000]  然後司教士就擁抱著她
[00:01:41.000 --> 00:01:42.000]  她也是常常這樣
[00:01:42.000 --> 00:01:45.000]  來關心病人
[00:01:45.000 --> 00:01:47.000]  在她一路擁抱著他的時候
[00:01:47.000 --> 00:01:50.000]  突然這位婆婆又再說
[00:01:50.000 --> 00:01:52.000]  她說我見到主耶穌了
[00:01:52.000 --> 00:01:55.000]  祂來接我了
[00:01:55.000 --> 00:01:58.000]  然後司教士就看著這位婆婆
[00:01:58.000 --> 00:02:01.000]  帶著很安詳的面容
[00:02:01.000 --> 00:02:03.000]  然後就在那一刻
[00:02:03.000 --> 00:02:06.000]  在她的懷中就離開了
[00:02:06.000 --> 00:02:09.000]  她真的在那時候離開了
[00:02:09.000 --> 00:02:11.000]  司教士一方面很感謝神
[00:02:11.000 --> 00:02:13.000]  知道神很特別地安慰她
[00:02:13.000 --> 00:02:16.000]  讓這位長者真的知道
[00:02:16.000 --> 00:02:19.000]  上帝是與她同在
[00:02:19.000 --> 00:02:22.000]  病患不能夠叫她與神隔開
[00:02:22.000 --> 00:02:25.000]  神將她帶回到天家
[00:02:25.000 --> 00:02:29.000]  但是司教士就在她的傳記當中提及
[00:02:29.000 --> 00:02:34.000]  當時有一些對這位婆婆的羨慕
[00:02:34.000 --> 00:02:36.000]  很羨慕她
[00:02:36.000 --> 00:02:41.000]  能夠很快樂地和她的主一起
[00:02:41.000 --> 00:02:43.000]  後來她自己再祈禱
[00:02:43.000 --> 00:02:46.000]  好像神也再一次告訴她
[00:02:46.000 --> 00:02:48.000]  你放心
[00:02:48.000 --> 00:02:51.000]  走完你自己的路之後
[00:02:51.000 --> 00:02:55.000]  你同樣進入我給你的
[00:02:55.000 --> 00:02:59.000]  永遠的平安和喜樂裡面
[00:02:59.000 --> 00:03:01.000]  我很記得這件事情
[00:03:01.000 --> 00:03:03.000]  當我想起這件事情的時候就想起
[00:03:03.000 --> 00:03:07.000]  沒錯我們很多時候都會經歷到病患死亡
[00:03:07.000 --> 00:03:11.000]  好像一些黑影籠罩著人
[00:03:11.000 --> 00:03:15.000]  但是每當想起主給我們的救恩
[00:03:15.000 --> 00:03:19.000]  好像光照耀在我們人生的路上
[00:03:19.000 --> 00:03:22.000]  正如保羅後來在聖經所說
[00:03:22.000 --> 00:03:26.000]  主耶穌的光照耀在我們生命當中
[00:03:26.000 --> 00:03:31.000]  那分負光從黑暗顯現出來的上帝
[00:03:31.000 --> 00:03:34.000]  已經讓光照進我們的內心
[00:03:34.000 --> 00:03:36.000]  也讓我們發現
[00:03:36.000 --> 00:03:40.000]  這種真光顯明在耶穌基督的身上
[00:03:40.000 --> 00:03:42.000]  這一次你察覺
[00:03:42.000 --> 00:03:44.000]  聖經裡面一直在講述一件事情
[00:03:44.000 --> 00:03:49.000]  耶穌基督的救恩好像光照耀人的生命
[00:03:49.000 --> 00:03:54.000]  帶給人真正生命裡面的光明和平安
[00:03:54.000 --> 00:03:55.000]  所以當我們讀到聖經
[00:03:55.000 --> 00:03:57.000]  當主耶穌降生的時候
[00:03:57.000 --> 00:04:00.000]  你會記得一群牧羊人
[00:04:00.000 --> 00:04:02.000]  他們在哪裡?
[00:04:02.000 --> 00:04:06.000]  他們在曠野夜間看守羊群
[00:04:06.000 --> 00:04:09.000]  在那時候天使向他們顯現
[00:04:09.000 --> 00:04:13.000]  主聖經就說主的榮光四面顯現出來
[00:04:13.000 --> 00:04:16.000]  然後向他們宣告大喜的訊息
[00:04:16.000 --> 00:04:19.000]  告訴他們知道今天在大衛的城裡
[00:04:19.000 --> 00:04:22.000]  為他們生了救主
[00:04:22.000 --> 00:04:25.000]  是給他們生命拯救的主
[00:04:25.000 --> 00:04:28.000]  因此光照進黑暗裡面
[00:04:28.000 --> 00:04:32.000]  帶來了生命的光明和盼望
[00:04:32.000 --> 00:04:33.000]  各位電影節目
[00:04:33.000 --> 00:04:36.000]  我們今天聖誕節一起慶祝的時候
[00:04:36.000 --> 00:04:38.000]  我們再次再次想起
[00:04:38.000 --> 00:04:43.000]  主耶穌的救恩的確帶來了生命的光明
[00:04:43.000 --> 00:04:45.000]  帶來了盼望
[00:04:45.000 --> 00:04:48.000]  帶來了我們生命中的喜樂
[00:04:48.000 --> 00:04:51.000]  而你今天無論你感覺你在什麼環境
[00:04:51.000 --> 00:04:55.000]  或者你甚至感覺有些黑暗好像籠罩著
[00:04:55.000 --> 00:04:57.000]  但你仍然可以快樂
[00:04:57.000 --> 00:05:00.000]  因為聖經裡面所說主耶穌的救恩
[00:05:00.000 --> 00:05:02.000]  已經照耀在你的心中
[00:05:02.000 --> 00:05:04.000]  已經臨到
[00:05:04.000 --> 00:05:06.000]  當我們讀到聖經創下書的時候
[00:05:06.000 --> 00:05:08.000]  同樣告訴我們
[00:05:08.000 --> 00:05:09.000]  一位來創下基督
[00:05:09.000 --> 00:05:11.000]  他自己帶給我們的救恩
[00:05:11.000 --> 00:05:15.000]  就是這樣將這份喜樂和盼望
[00:05:15.000 --> 00:05:17.000]  帶進我們的生命裡
[00:05:17.000 --> 00:05:20.000]  我們一起來先看聖經
[00:05:20.000 --> 00:05:22.000]  61篇第一節到第六節
[00:05:22.000 --> 00:05:25.000]  聖經很清楚說到主的救恩
[00:05:25.000 --> 00:05:28.000]  帶來給我們生命一個大能的改變
[00:05:28.000 --> 00:05:32.000]  或者說一個極大的一種生命的逆轉
[00:05:32.000 --> 00:05:34.000]  所以61篇一開始就說
[00:05:34.000 --> 00:05:37.000]  主耶和華的靈在我身上
[00:05:37.000 --> 00:05:40.000]  因為耶和華用膏告我
[00:05:40.000 --> 00:05:43.000]  叫我傳好訊息給謙卑的人
[00:05:43.000 --> 00:05:46.000]  差遣我醫好傷心的人
[00:05:46.000 --> 00:05:49.000]  報告那些被擄的得到釋放
[00:05:49.000 --> 00:05:52.000]  被囚禁的能夠出監牢
[00:05:52.000 --> 00:05:55.000]  報告耶和華的恩憐
[00:05:55.000 --> 00:05:57.000]  和我們臣報仇的日子
[00:05:57.000 --> 00:06:00.000]  安慰一切悲哀的人
[00:06:00.000 --> 00:06:03.000]  大家知道在聖經說的
[00:06:03.000 --> 00:06:07.000]  很多不同的主耶穌的預言
[00:06:07.000 --> 00:06:09.000]  是在主耶穌降生之前
[00:06:09.000 --> 00:06:12.000]  大概680年寫成的
[00:06:12.000 --> 00:06:14.000]  很早年的時候
[00:06:14.000 --> 00:06:16.000]  神已經透過先知預言
[00:06:16.000 --> 00:06:18.000]  耶穌基督要降生
[00:06:18.000 --> 00:06:22.000]  因此你發覺當神已經講述到這件事情的時候
[00:06:22.000 --> 00:06:24.000]  主耶穌降生了
[00:06:24.000 --> 00:06:27.000]  然後有一次當去到會堂
[00:06:27.000 --> 00:06:30.000]  在會堂和眾人一起敬拜神
[00:06:30.000 --> 00:06:33.000]  在那時候聖經六教第四章記載
[00:06:33.000 --> 00:06:35.000]  就是有人將聖經的經卷
[00:06:35.000 --> 00:06:37.000]  遞給主耶穌
[00:06:37.000 --> 00:06:40.000]  他一看到是以賽亞書
