
[00:00:00.000 --> 00:00:04.000]  我請大家揭開聖經二福所書一卷
[00:00:04.000 --> 00:00:08.000]  大家會知道講述到教會真理的一卷書
[00:00:08.000 --> 00:00:12.000]  而其中第五章講述到夫妻的關係
[00:00:12.000 --> 00:00:17.000]  但同時是在比喻教會和基督之間的關係
[00:00:17.000 --> 00:00:20.000]  我請大家先揭一揭前面的第一章
[00:00:20.000 --> 00:00:23.000]  如果你看聖經的時候
[00:00:23.000 --> 00:00:33.000]  我們會看到二福所書一章的二十三節
[00:00:33.000 --> 00:00:35.000]  二福所書一章二十三節
[00:00:35.000 --> 00:00:37.000]  聖經這樣說
[00:00:37.000 --> 00:00:46.000]  教會是他的身體是那充滿萬有者所完全充滿的
[00:00:46.000 --> 00:00:51.000]  聖經在二福所書裏面很清楚講一個真理
[00:00:51.000 --> 00:00:55.000]  就是教會是耶穌基督的身體
[00:00:55.000 --> 00:00:58.000]  這句話聽起來好像沒什麼特別
[00:00:58.000 --> 00:01:03.000]  但小心思想的時候你會發覺是一個奇妙的因果
[00:01:03.000 --> 00:01:11.000]  這群人、這間教會竟然是耶穌基督的身體
[00:01:11.000 --> 00:01:16.000]  有限的人竟然成為了神的一部分
[00:01:16.000 --> 00:01:19.000]  成為基督生命的一部分
[00:01:19.000 --> 00:01:22.000]  也因為我們是他的身體
[00:01:22.000 --> 00:01:28.000]  所以你可以明白教會是耶穌基督所愛的對象
[00:01:28.000 --> 00:01:31.000]  所關顧、所看守的對象
[00:01:31.000 --> 00:01:34.000]  因為我們是屬於他的
[00:01:34.000 --> 00:01:36.000]  這支教會不單是一個社團
[00:01:36.000 --> 00:01:38.000]  不是一個組織這麼簡單
[00:01:38.000 --> 00:01:41.000]  而是一個有生命的群體
[00:01:41.000 --> 00:01:44.000]  因為有耶穌基督的生命在裏面
[00:01:44.000 --> 00:01:47.000]  是一個屬靈的群體
[00:01:47.000 --> 00:01:52.000]  而這個群體是一個愛的裏面來成長
[00:01:52.000 --> 00:01:55.000]  當你想起身體的時候
[00:01:55.000 --> 00:01:57.000]  或者你會想起聖經裏面提及到
[00:01:57.000 --> 00:02:00.000]  當士頓人傳提及保羅
[00:02:00.000 --> 00:02:02.000]  他當時未曾認識上帝的時候
[00:02:02.000 --> 00:02:04.000]  他迫不及待地教徒
[00:02:04.000 --> 00:02:07.000]  因此在大馬色路上神向他顯現
[00:02:07.000 --> 00:02:09.000]  他聽到一把聲
[00:02:09.000 --> 00:02:10.000]  大家記得聖經講
[00:02:10.000 --> 00:02:15.000]  「蘇羅!蘇羅!你為什麼迫不及待我?」
[00:02:15.000 --> 00:02:17.000]  很奇怪
[00:02:17.000 --> 00:02:19.000]  蘇羅說「我都沒有迫不及待過你」
[00:02:19.000 --> 00:02:21.000]  「我只是迫不及待那些教徒」
[00:02:21.000 --> 00:02:23.000]  但神告訴他
[00:02:23.000 --> 00:02:25.000]  「你迫不及待我的子民」
[00:02:25.000 --> 00:02:27.000]  「你就是迫不及待我」
[00:02:27.000 --> 00:02:31.000]  「因為我的子民是我的身體」
[00:02:31.000 --> 00:02:34.000]  你會體會到教會受苦
[00:02:34.000 --> 00:02:36.000]  教會面對挑戰的時候
[00:02:36.000 --> 00:02:40.000]  其實耶穌基督在其中一同地面對
[00:02:40.000 --> 00:02:42.000]  因此祂不會不理會
[00:02:42.000 --> 00:02:45.000]  祂不會不看顧祂自己的身體
[00:02:45.000 --> 00:02:48.000]  而是讓祂自己的恩惠
[00:02:48.000 --> 00:02:51.000]  充滿著祂的教會
[00:02:51.000 --> 00:02:53.000]  當聖經提到身體的時候
[00:02:53.000 --> 00:02:56.000]  我們很快就來到第五章的時候
[00:02:56.000 --> 00:02:57.000]  聖經又提到
[00:02:57.000 --> 00:03:00.000]  基督是我們的頭
[00:03:00.000 --> 00:03:02.000]  我們是祂的身體
[00:03:02.000 --> 00:03:04.000]  同時又提到
[00:03:04.000 --> 00:03:06.000]  教會和基督之間的關係
[00:03:06.000 --> 00:03:09.000]  就好像丈夫和妻子之間的關係
[00:03:09.000 --> 00:03:15.000]  身體和夫妻同樣是講述那種極其密切的關係
[00:03:15.000 --> 00:03:19.000]  來描述我們和主耶穌之間的那種關係
[00:03:19.000 --> 00:03:21.000]  所以你讀到五章的時候
[00:03:21.000 --> 00:03:24.000]  一方面我們了解對夫妻的教訓
[00:03:24.000 --> 00:03:27.000]  但同時你看到就是多角度、多方面
[00:03:27.000 --> 00:03:29.000]  透過夫婦的比喻
[00:03:29.000 --> 00:03:34.000]  去描述基督和教會之間那種密切的關係
[00:03:34.000 --> 00:03:36.000]  我們再看看聖經裏面
[00:03:36.000 --> 00:03:39.000]  所提及的這種身體的關係
[00:03:39.000 --> 00:03:41.000]  二十三節大家留意
[00:03:41.000 --> 00:03:43.000]  二十三節
[00:03:43.000 --> 00:03:45.000]  因為丈夫是妻子的頭
[00:03:45.000 --> 00:03:48.000]  好像基督是教會的頭
[00:03:48.000 --> 00:03:52.000]  基督又是教會全體的救主
[00:03:52.000 --> 00:03:55.000]  基督是教會的頭
[00:03:55.000 --> 00:03:58.000]  教會是基督的身體
[00:03:58.000 --> 00:03:59.000]  教會的頭
[00:03:59.000 --> 00:04:00.000]  有時候我們一講起頭的時候
[00:04:00.000 --> 00:04:02.000]  可能有很多聯想
[00:04:02.000 --> 00:04:07.000]  甚至有些不是很歡喜的聯想
[00:04:07.000 --> 00:04:09.000]  因為想起頭的時候
[00:04:09.000 --> 00:04:11.000]  可能想起某些的權威
[00:04:11.000 --> 00:04:13.000]  甚至一些獨裁的權威
[00:04:13.000 --> 00:04:17.000]  一些操控、一些控制的行動
[00:04:17.000 --> 00:04:23.000]  這個時代好像很多人都不歡喜領導這件事情
[00:04:23.000 --> 00:04:25.000]  也的確有很多不好的榜樣
[00:04:25.000 --> 00:04:27.000]  但先講到頭的時候
[00:04:27.000 --> 00:04:29.000]  一方面講到領導
[00:04:29.000 --> 00:04:34.000]  但同時強調頭是源頭
[00:04:34.000 --> 00:04:38.000]  是傳達恩典的出口
[00:04:38.000 --> 00:04:41.000]  所以剛才你會看到聖經所講
[00:04:41.000 --> 00:04:42.000]  教會是他的身體
[00:04:42.000 --> 00:04:45.000]  是那充滿萬有者所充滿的
[00:04:45.000 --> 00:04:47.000]  另一個翻譯說
[00:04:47.000 --> 00:04:49.000]  就是神一切的豐盛
[00:04:49.000 --> 00:04:53.000]  一切的豐富所充滿的對象
[00:04:53.000 --> 00:04:56.000]  教會是神自己定義
[00:04:56.000 --> 00:05:00.000]  將他一切的豐富次下的對象
[00:05:00.000 --> 00:05:02.000]  是要將一切的恩惠
[00:05:02.000 --> 00:05:06.000]  一切的豐富注入了他的身體
[00:05:06.000 --> 00:05:09.000]  然後你會發覺後來聖經就一路再講
[00:05:09.000 --> 00:05:10.000]  在他的身體
[00:05:10.000 --> 00:05:13.000]  因此他會保養固息
[00:05:13.000 --> 00:05:17.000]  大家會從第29節裏面讀到
[00:05:17.000 --> 00:05:21.000]  基督對教會是保養固息
[00:05:21.000 --> 00:05:23.000]  因為30節說
[00:05:23.000 --> 00:05:27.000]  我們是他身上的肢體
[00:05:27.000 --> 00:05:28.000]  保養是固息
[00:05:28.000 --> 00:05:31.000]  保養包含了一種供應一切的需要
[00:05:31.000 --> 00:05:33.000]  供應養分的含義
[00:05:33.000 --> 00:05:37.000]  固息是保護看守的含義
[00:05:37.000 --> 00:05:40.000]  因為主會在各方面來保護
[00:05:40.000 --> 00:05:41.000]  去看顧
[00:05:41.000 --> 00:05:43.000]  去保守著他的教會
[00:05:43.000 --> 00:05:46.000]  讓他的教會能夠成長
[00:05:46.000 --> 00:05:48.000]  供應得到滿足之後
[00:05:48.000 --> 00:05:52.000]  能夠成熟成長到基督所講
[00:05:52.000 --> 00:05:54.000]  長成的新娘
[00:05:54.000 --> 00:05:56.000]  當你讀完經文的時候
[00:05:56.000 --> 00:05:59.000]  你會察覺到這裡所提及的
[00:05:59.000 --> 00:06:02.000]  不是一些理論
[00:06:02.000 --> 00:06:04.000]  而是你會從教會歷史當中看到
[00:06:04.000 --> 00:06:09.000]  很多上帝在其中的保守和帶領
