
[00:00:00.000 --> 00:00:24.820]  各位的兄姊妹
[00:00:24.840 --> 00:00:30.840]  我們來到認識大使命這個主題的第六講
[00:00:30.840 --> 00:00:35.840]  就是保羅從事大使命工作的動力
[00:00:35.840 --> 00:00:41.840]  我們要把這個動力裡面的成分分析一下
[00:00:41.840 --> 00:00:44.840]  可以做我們的方樣
[00:00:44.840 --> 00:00:51.840]  我們的經文都是在格林多後書第五章裡面
[00:00:51.840 --> 00:00:55.840]  我們要一同看七個要點
[00:00:55.840 --> 00:01:04.840]  第一個要點就是保羅接受了神的託付
[00:01:04.840 --> 00:01:08.840]  他對這個託付至死忠心
[00:01:08.840 --> 00:01:14.840]  經文是在格林多後書第五章十九節
[00:01:14.840 --> 00:01:19.840]  這就是神在基督裡教世人與自己和好
[00:01:19.840 --> 00:01:23.840]  不將他們的過犯歸到他們身上
[00:01:23.840 --> 00:01:28.840]  並且將這和好的道理託付了我們
[00:01:28.840 --> 00:01:36.840]  神將世人與神和好的責任託付了保羅
[00:01:36.840 --> 00:01:40.840]  所以保羅有很強的使命感
[00:01:40.840 --> 00:01:42.840]  他接受了這個之分
[00:01:42.840 --> 00:01:48.840]  他說在格林多後書四章第一節
[00:01:48.840 --> 00:01:52.840]  他說就不喪膽不灰心
[00:01:52.840 --> 00:01:57.840]  雖然他遭遇許多的困難攔阻打擊
[00:01:57.840 --> 00:02:03.840]  但是他不灰心不喪膽至死忠心
[00:02:03.840 --> 00:02:07.840]  我們看西洋道保羅提到
[00:02:07.840 --> 00:02:10.840]  神如何的託付他
[00:02:10.840 --> 00:02:13.840]  他做見證這樣說
[00:02:13.840 --> 00:02:19.840]  在世督心專二十六章第十八節
[00:02:19.840 --> 00:02:21.840]  神對他說
[00:02:21.840 --> 00:02:24.840]  我差你到他們那裡去
[00:02:24.840 --> 00:02:27.840]  要叫他們的眼睛得開
[00:02:27.840 --> 00:02:30.840]  從黑暗中歸向光明
[00:02:30.840 --> 00:02:33.840]  從撒旦泉下歸向神
[00:02:33.840 --> 00:02:36.840]  由因信我得蒙赦罪
[00:02:36.840 --> 00:02:41.840]  和一切成聖的人同得濟業
[00:02:41.840 --> 00:02:45.840]  這是神護照保羅的時候
[00:02:45.840 --> 00:02:47.840]  向他所說的話
[00:02:47.840 --> 00:02:50.840]  他永遠記得
[00:02:50.840 --> 00:02:53.840]  神說我差你去
[00:02:53.840 --> 00:02:56.840]  他接受這個使命
[00:02:56.840 --> 00:02:58.840]  這個差遣
[00:02:58.840 --> 00:03:02.840]  放在他的心中至死忠心
[00:03:02.840 --> 00:03:08.840]  中文字中字的寫法很有意思
[00:03:08.840 --> 00:03:10.840]  上面是一個忠字
[00:03:10.840 --> 00:03:14.840]  中間的忠下面是一個心字
[00:03:14.840 --> 00:03:18.840]  有一件事放在心的當中
[00:03:18.840 --> 00:03:21.840]  那就是忠心了
[00:03:21.840 --> 00:03:27.840]  這件事不是在附屬的地位上
[00:03:27.840 --> 00:03:30.840]  而是在心的正當中
[00:03:30.840 --> 00:03:32.840]  時時紀念
[00:03:32.840 --> 00:03:34.840]  常常記住
[00:03:34.840 --> 00:03:36.840]  不斷的關心
[00:03:36.840 --> 00:03:38.840]  繼續的努力
[00:03:38.840 --> 00:03:40.840]  這就是保羅
[00:03:40.840 --> 00:03:46.840]  接受了神的託付的表現
[00:03:46.840 --> 00:03:48.840]  非常的寶貴
[00:03:48.840 --> 00:03:54.840]  所以他努力的執行大使命的工作
[00:03:54.840 --> 00:03:58.840]  就是出於這樣一個受了託付的使命感
[00:03:58.840 --> 00:04:01.840]  發出來的
[00:04:01.840 --> 00:04:04.840]  第二點
