
[00:00:00.000 --> 00:00:03.000]  侍奉
[00:00:03.000 --> 00:00:08.000]  侍奉是生命的流露
[00:00:08.000 --> 00:00:11.000]  生命是樹
[00:00:11.000 --> 00:00:14.000]  侍奉是果子
[00:00:14.000 --> 00:00:18.000]  有生命沒有侍奉
[00:00:18.000 --> 00:00:23.000]  就是有樹而不結果子
[00:00:23.000 --> 00:00:27.000]  你要不要一棵不結果子的樹
[00:00:27.000 --> 00:00:30.000]  好樹而不結果子
[00:00:30.000 --> 00:00:34.000]  是美中不足
[00:00:34.000 --> 00:00:37.000]  神在大自然的創造
[00:00:37.000 --> 00:00:41.000]  是有樹就有果子
[00:00:41.000 --> 00:00:45.000]  沒有沒有果子的樹
[00:00:45.000 --> 00:00:50.000]  你在世上找找找
[00:00:50.000 --> 00:00:56.000]  永遠找不到任何一棵不結果子的樹
[00:00:56.000 --> 00:00:59.000]  這是神的計劃
[00:00:59.000 --> 00:01:01.000]  神的作為
[00:01:01.000 --> 00:01:03.000]  神的心意
[00:01:03.000 --> 00:01:07.000]  同樣在樹林的境界裡面
[00:01:07.000 --> 00:01:10.000]  神的計劃心意作為
[00:01:10.000 --> 00:01:13.000]  就是我們有了好生命以後
[00:01:13.000 --> 00:01:19.000]  從好生命裡面流露好的侍奉
[00:01:19.000 --> 00:01:25.000]  足將聖靈給我們充滿我們
[00:01:25.000 --> 00:01:28.000]  未要流出
[00:01:28.000 --> 00:01:36.000]  聖靈流入充滿未要流出
[00:01:36.000 --> 00:01:40.000]  單單流進而不流出
[00:01:40.000 --> 00:01:43.000]  這不是聖靈充滿
[00:01:43.000 --> 00:01:48.000]  我們在聖經裡面看不見流入的充滿
[00:01:48.000 --> 00:01:51.000]  而沒有滿一的流出
[00:01:51.000 --> 00:01:54.000]  沒有
[00:01:54.000 --> 00:01:56.000]  《詩圖行傳》裡面的聖靈充滿
[00:01:56.000 --> 00:02:00.000]  是流入又流出
[00:02:00.000 --> 00:02:03.000]  這是神的計劃
[00:02:03.000 --> 00:02:07.000]  充滿為了滿一
[00:02:07.000 --> 00:02:11.000]  讓別人得福
[00:02:11.000 --> 00:02:15.000]  一個不明白父神這樣心意的人
[00:02:15.000 --> 00:02:19.000]  就沒有正確的追求
[00:02:19.000 --> 00:02:22.000]  只求充滿不求流出
[00:02:22.000 --> 00:02:26.000]  神不能給他充滿
[00:02:26.000 --> 00:02:28.000]  在第22章
[00:02:28.000 --> 00:02:31.000]  西施祿22章
[00:02:31.000 --> 00:02:34.000]  我們看見
[00:02:34.000 --> 00:02:37.000]  新耶路撒冷街道當中
[00:02:37.000 --> 00:02:40.000]  一道生命水的河
[00:02:40.000 --> 00:02:44.000]  從神和羔羊的寶座流出來
[00:02:44.000 --> 00:02:46.000]  流出來的時候
[00:02:46.000 --> 00:02:49.000]  在河的兩邊有樹
[00:02:49.000 --> 00:02:52.000]  是生命樹
[00:02:52.000 --> 00:02:56.000]  結十二樣的果子
[00:02:56.000 --> 00:02:59.000]  就是隨時結果子
[00:02:59.000 --> 00:03:03.000]  每一個月結果子
[00:03:03.000 --> 00:03:07.000]  不管在什麼季節都結果子
[00:03:07.000 --> 00:03:12.000]  這就是生命的流露
[00:03:12.000 --> 00:03:15.000]  求神是我們的侍奉
[00:03:15.000 --> 00:03:18.000]  成為生命的流露
[00:03:18.000 --> 00:03:23.000]  沒有好的生命就不要想侍奉
[00:03:23.000 --> 00:03:26.000]  在你開始想侍奉的時候
[00:03:26.000 --> 00:03:29.000]  先想好生命
[00:03:29.000 --> 00:03:31.000]  好樹結好果子
[00:03:31.000 --> 00:03:34.000]  壞樹結壞果子
[00:03:34.000 --> 00:03:36.000]  這是大自然的一個定律
[00:03:36.000 --> 00:03:40.000]  也是俗靈的境界的一個定律
[00:03:40.000 --> 00:03:43.000]  所以無論哪一位弟兄姊妹
[00:03:43.000 --> 00:03:45.000]  如果你心中想到侍奉
[00:03:45.000 --> 00:03:50.000]  請你先想生命
[00:03:50.000 --> 00:03:53.000]  我們感謝如在這次的項鈴會裡面
[00:03:53.000 --> 00:03:56.000]  是我們在七十路裡面
[00:03:56.000 --> 00:03:58.000]  領受生命的信息
[00:03:58.000 --> 00:04:00.000]  得到生命的栽培
[00:04:00.000 --> 00:04:05.000]  然後想到領受侍奉的信息
[00:04:05.000 --> 00:04:09.000]  在侍奉上呵護主的心意
[00:04:09.000 --> 00:04:11.000]  這兩樣配合起來
[00:04:11.000 --> 00:04:16.000]  就是我們要在項鈴會裡面所得到的
[00:04:16.000 --> 00:04:19.000]  在項鈴會裡面得到
[00:04:19.000 --> 00:04:23.000]  離開項鈴會以後繼續地得到
[00:04:23.000 --> 00:04:29.000]  流出來 發出侍奉 結出果子
[00:04:29.000 --> 00:04:32.000]  這是神對於這個項鈴會的旨意
[00:04:32.000 --> 00:04:36.000]  讓我們離開以後去結果子
[00:04:36.000 --> 00:04:38.000]  主說我揀選你們
[00:04:38.000 --> 00:04:41.000]  分派你們去結果子
[00:04:41.000 --> 00:04:44.000]  這是主揀選的目的
[00:04:44.000 --> 00:04:45.000]  結果子
[00:04:45.000 --> 00:04:49.000]  而且叫你們的果子長存
[00:04:49.000 --> 00:04:52.000]  感謝主世界上沒有長存的東西
[00:04:52.000 --> 00:04:54.000]  只有我們的好生命裡面
[00:04:54.000 --> 00:04:57.000]  發出來的侍奉的果子
[00:04:57.000 --> 00:05:02.000]  有永遠長存的價值和福氣
[00:05:02.000 --> 00:05:07.000]  叫你們的果子長存
[00:05:07.000 --> 00:05:09.000]  我們在持世錄裡面
[00:05:09.000 --> 00:05:12.000]  從持方面來看
[00:05:12.000 --> 00:05:16.000]  和服神心意的侍奉
[00:05:16.000 --> 00:05:18.000]  第一方面
[00:05:18.000 --> 00:05:20.000]  見證的侍奉
[00:05:20.000 --> 00:05:26.000]  十二章十一節
[00:05:26.000 --> 00:05:28.000]  弟兄勝過他
[00:05:28.000 --> 00:05:33.000]  是因高陽的血和自己所見證的道
[00:05:33.000 --> 00:05:39.000]  他們雖至於死也不礙惜性命
[00:05:39.000 --> 00:05:43.000]  他們自己所見證的道
[00:05:43.000 --> 00:05:46.000]  道是誰的
[00:05:46.000 --> 00:05:52.000]  這裡說他們自己所見證的道
[00:05:52.000 --> 00:05:55.000]  道是神的
[00:05:55.000 --> 00:05:57.000]  但是另外一個方面
[00:05:57.000 --> 00:06:01.000]  道是我們自己的
[00:06:01.000 --> 00:06:04.000]  什麼時候我們見證道
[00:06:04.000 --> 00:06:09.000]  這個道和我們自己就連在一起
[00:06:09.000 --> 00:06:11.000]  結合起來
[00:06:11.000 --> 00:06:18.000]  就成了有能力的活潑的道
[00:06:18.000 --> 00:06:20.000]  神的道是活潑的
[00:06:20.000 --> 00:06:21.000]  是有功效的
[00:06:21.000 --> 00:06:25.000]  比一切良人的理解更快
[00:06:25.000 --> 00:06:27.000]  甚至靈與魂
[00:06:27.000 --> 00:06:28.000]  孤潔與骨髓
[00:06:28.000 --> 00:06:31.000]  都能刺入剖開
[00:06:31.000 --> 00:06:36.000]  連心中的意念和主義都能辨明
[00:06:36.000 --> 00:06:39.000]  這是神活潑的道
[00:06:39.000 --> 00:06:43.000]  有功效
[00:06:43.000 --> 00:06:45.000]  在我們這一方面
[00:06:45.000 --> 00:06:49.000]  什麼時候我們見證道
[00:06:49.000 --> 00:06:51.000]  就是說我們用生活
