
[00:00:00.000 --> 00:00:06.840]  宣讀《雅各書》第一章21到27節
[00:00:06.840 --> 00:00:08.320]  所以
[00:00:08.320 --> 00:00:13.800]  你們要除去一切的污穢和累積的惡毒
[00:00:13.800 --> 00:00:16.080]  要存溫柔的心
[00:00:16.080 --> 00:00:18.800]  領受所栽種的道
[00:00:18.800 --> 00:00:23.840]  就是能救你們靈魂的道
[00:00:23.840 --> 00:00:25.840]  但是
[00:00:25.840 --> 00:00:28.440]  你們要做行道的人
[00:00:28.440 --> 00:00:31.040]  不要只做聽道的人
[00:00:31.040 --> 00:00:34.240]  自己欺騙自己
[00:00:34.240 --> 00:00:35.200]  因為
[00:00:35.200 --> 00:00:37.680]  只聽道而不行道的
[00:00:37.680 --> 00:00:43.720]  就像人對著鏡子觀看自己本來的面目
[00:00:43.720 --> 00:00:45.120]  注視後
[00:00:45.120 --> 00:00:46.480]  就離開
[00:00:46.480 --> 00:00:50.840]  立刻忘了自己的相貌如何
[00:00:50.840 --> 00:00:55.400]  唯有查看那完美使人自由的律法
[00:00:55.400 --> 00:00:59.560]  並且時常遵守的
[00:00:59.560 --> 00:01:01.720]  他不是聽了就忘
[00:01:01.720 --> 00:01:05.920]  而是切實行出來
[00:01:05.920 --> 00:01:12.680]  這樣的人在所行的事上必然蒙福
[00:01:12.680 --> 00:01:15.320]  若有人自以為虔誠
[00:01:15.320 --> 00:01:18.560]  卻不勒住自己的舌頭
[00:01:18.560 --> 00:01:21.400]  反欺騙自己的心
[00:01:21.400 --> 00:01:26.040]  這人的前程是徒然的
[00:01:26.040 --> 00:01:29.960]  在上帝我們的父面前
[00:01:29.960 --> 00:01:33.240]  清潔沒有玷污的前程
[00:01:33.240 --> 00:01:39.400]  就是看過在患難中的孤兒寡婦
[00:01:39.400 --> 00:01:44.960]  並且保守自己不沾染世俗
[00:01:44.960 --> 00:01:48.720]  這是上主的話
[00:01:48.720 --> 00:01:52.440]  弟兄姐妹們早安
[00:01:52.440 --> 00:01:53.000]  大家好
[00:01:53.000 --> 00:01:55.240]  很高興再次來到大家的當中
[00:01:55.240 --> 00:01:57.200]  可以一起分享神的話
[00:01:57.200 --> 00:02:03.400]  就是盼望我們一起在這個真理上有好的學習
[00:02:03.400 --> 00:02:06.000]  好多人也知道我是一個青少年傳道隊吧
[00:02:06.000 --> 00:02:10.240]  我們現在六月的時候是什麼季節
[00:02:10.240 --> 00:02:13.800]  是考試
[00:02:13.800 --> 00:02:15.280]  考試節
[00:02:15.280 --> 00:02:17.680]  在我們當中的有沒有是學生的
[00:02:17.680 --> 00:02:19.800]  這裡有沒有學生的
[00:02:19.800 --> 00:02:23.200]  真的有學生
[00:02:23.200 --> 00:02:26.800]  現在是水深火熱的時候
[00:02:26.800 --> 00:02:28.440]  我們也是華人
[00:02:28.440 --> 00:02:29.280]  我問一個問題
[00:02:29.280 --> 00:02:31.800]  我想你是從香港來的
[00:02:31.800 --> 00:02:33.000]  從內地什麼地方來的
[00:02:33.000 --> 00:02:34.200]  應該也差不多的答案
[00:02:34.200 --> 00:02:37.320]  就是有人喜歡讀書嗎
[00:02:37.320 --> 00:02:41.640]  你喜歡也不敢舉手對嗎
[00:02:41.640 --> 00:02:44.840]  我上星期在青少年當中問這個問題
[00:02:44.840 --> 00:02:49.760]  當然是沒有人舉手
[00:02:49.760 --> 00:02:51.400]  喜歡也不敢承認
[00:02:51.400 --> 00:02:59.600]  我在想我爸爸媽媽的年代不是這樣的
[00:02:59.600 --> 00:03:04.880]  以前的年代一家有八個到十個孩子
[00:03:04.880 --> 00:03:06.600]  但家庭貧窮
[00:03:06.600 --> 00:03:10.560]  家裡面可能只有幾個人可以去讀書
[00:03:10.560 --> 00:03:12.920]  那些不能讀書的怎麼樣
[00:03:12.920 --> 00:03:14.320]  很羨慕
[00:03:14.320 --> 00:03:15.360]  真的很羨慕
[00:03:15.360 --> 00:03:17.840]  讀書可以改變命運
[00:03:17.840 --> 00:03:20.200]  所以就是很羨慕
[00:03:20.200 --> 00:03:23.400]  今天你不會這麼羨慕的
[00:03:23.400 --> 00:03:25.080]  你喜歡不喜歡也要讀書
[00:03:25.080 --> 00:03:28.840]  感謝政府有十多年的免費教育
[00:03:28.840 --> 00:03:32.200]  你覺得很痛苦也好
[00:03:32.200 --> 00:03:35.040]  你也要完成這個學業
[00:03:35.040 --> 00:03:40.240]  所以我們現在的知識水平
[00:03:40.240 --> 00:03:42.240]  平均的比以前高
[00:03:42.240 --> 00:03:44.960]  高很多
[00:03:44.960 --> 00:03:46.960]  那這個跟我們教會有什麼關係
[00:03:46.960 --> 00:03:48.720]  我在講什麼呢
[00:03:48.720 --> 00:03:50.760]  你想以前的人
[00:03:50.760 --> 00:03:53.560]  他們好多不能讀聖經
[00:03:53.560 --> 00:03:57.240]  他們只能靠崇拜的講道
[00:03:57.240 --> 00:04:01.760]  或者來主人學團契來學聖經
[00:04:01.760 --> 00:04:04.760]  他們學的內容也比較簡單
[00:04:04.760 --> 00:04:09.560]  他們深奧一點的東西也聽不懂
[00:04:09.560 --> 00:04:10.360]  今天不同了
[00:04:10.360 --> 00:04:13.960]  我們中學生他已經可以理解
[00:04:13.960 --> 00:04:18.760]  比較複雜的邏輯
[00:04:18.760 --> 00:04:21.360]  我上星期我的中學
[00:04:21.360 --> 00:04:24.160]  我們的團契題目是啓示錄
[00:04:24.160 --> 00:04:26.360]  還有三位一體
[00:04:26.360 --> 00:04:27.760]  就是他們喜歡不喜歡
[00:04:27.760 --> 00:04:28.960]  他也可以聽懂
[00:04:28.960 --> 00:04:29.760]  你明白我的意思嗎
[00:04:29.760 --> 00:04:32.560]  他們聽得懂
[00:04:32.560 --> 00:04:35.360]  現在我們做講道的
[00:04:35.360 --> 00:04:36.360]  就是很大壓力
[00:04:36.360 --> 00:04:36.760]  為什麼呢
[00:04:36.760 --> 00:04:40.560]  因為我們講道後有弟兄姐妹來說
[00:04:40.560 --> 00:04:43.760]  詩傳到我聽哪個院長
[00:04:43.760 --> 00:04:45.160]  好像不是這樣說的
[00:04:45.160 --> 00:04:47.360]  我在網上fact check了
[00:04:47.360 --> 00:04:48.760]  好像你說錯了
[00:04:48.760 --> 00:04:51.360]  翻譯有問題
[00:04:51.360 --> 00:04:55.160]  我們就是面對一個新的時代
[00:04:55.160 --> 00:04:56.560]  整個真理
[00:04:56.560 --> 00:05:00.360]  不是我們所謂的宗教從業員
[00:05:00.360 --> 00:05:01.160]  如果你這樣說的話
[00:05:01.160 --> 00:05:04.560]  可以就是壟斷
[00:05:04.560 --> 00:05:06.360]  我真的感覺一個
[00:05:06.360 --> 00:05:09.960]  如果是一個認真信仰的中學生
[00:05:09.960 --> 00:05:11.560]  他現在的
[00:05:11.560 --> 00:05:13.760]  他這裡的信仰的知識
[00:05:13.760 --> 00:05:16.560]  比以前一個偉大的成年人可以多很多
[00:05:16.560 --> 00:05:19.760]  真的可以多很多
[00:05:19.760 --> 00:05:22.760]  但我想問的是
[00:05:22.760 --> 00:05:24.160]  今天我們現代的基督徒
[00:05:24.160 --> 00:05:26.560]  我們認識的真理多了
[00:05:26.560 --> 00:05:29.360]  是否我們更多的基督徒
[00:05:29.360 --> 00:05:32.360]  變得像耶穌呢
[00:05:32.360 --> 00:05:33.960]  我們的生命
[00:05:33.960 --> 00:05:39.160]  是否跟隨我們的聖經的認識
