
[00:00:00.000 --> 00:00:04.560]  當我看到聖經提醒我們要專一地侍奉主
[00:00:04.560 --> 00:00:06.800]  我就想起一件事
[00:00:06.800 --> 00:00:09.160]  我曾經聽到一個見證
[00:00:09.160 --> 00:00:14.240]  提到一對夫婦在未信主之前分居了
[00:00:14.240 --> 00:00:16.520]  他們之間的關係很惡劣
[00:00:16.520 --> 00:00:21.560]  也作丈夫的有婚外情
[00:00:21.560 --> 00:00:26.760]  分開之後很奇妙就是神透過他們雙方的基督徒朋友
[00:00:26.760 --> 00:00:28.760]  帶領他們認識主
[00:00:28.760 --> 00:00:31.520]  他們不知道對方也信了主
[00:00:31.520 --> 00:00:35.600]  但後來知道也有機會再接觸
[00:00:35.600 --> 00:00:39.840]  經過一段時間之後他們決心重新復合
[00:00:39.840 --> 00:00:43.240]  大家走在一起
[00:00:43.240 --> 00:00:46.880]  後來有一次他邀請一位牧師到他們家中
[00:00:46.880 --> 00:00:50.000]  為他們主持一個婚禮
[00:00:50.000 --> 00:00:53.280]  這個婚禮是一個復合的儀式
[00:00:53.280 --> 00:00:58.200]  表明他們在神的面前重新彼此的毀身
[00:00:58.200 --> 00:00:59.480]  我聽到這件事的時候
[00:00:59.480 --> 00:01:01.480]  心裡很為他們感恩
[00:01:01.480 --> 00:01:06.440]  也真的知道生命在主耶穌的裡面可以更新
[00:01:06.440 --> 00:01:09.840]  也重建彼此間的關係
[00:01:09.840 --> 00:01:12.960]  同樣我想起也有弟兄姊妹曾經經歷過
[00:01:12.960 --> 00:01:15.000]  是遠離上帝
[00:01:15.000 --> 00:01:17.040]  與神疏遠了
[00:01:17.040 --> 00:01:19.960]  但聖靈的感動臨到他們
[00:01:19.960 --> 00:01:23.480]  他們的心就很願意轉向神
[00:01:23.480 --> 00:01:26.240]  再一次來到立心、立志
[00:01:26.240 --> 00:01:28.400]  來到毀身於神
[00:01:28.400 --> 00:01:32.440]  他們有些選擇了信主的地方
[00:01:32.440 --> 00:01:34.200]  回到那個地方
[00:01:34.200 --> 00:01:36.080]  或者回到那個月份
[00:01:36.080 --> 00:01:38.280]  然後清楚在神面前表示
[00:01:38.280 --> 00:01:43.000]  我願意重新立約毀身於主
[00:01:43.000 --> 00:01:45.080]  有些時候我們人生的路上
[00:01:45.080 --> 00:01:47.360]  有時走了偏差的路
[00:01:47.360 --> 00:01:49.960]  不知不覺走得很遠
[00:01:49.960 --> 00:01:51.640]  但神的靈感動我們
[00:01:51.640 --> 00:01:53.800]  我們就回頭
[00:01:53.800 --> 00:01:57.160]  重新認定神與我們之間的關係
[00:01:57.160 --> 00:02:01.840]  然後立約毀身來跟隨主
[00:02:01.840 --> 00:02:04.640]  約書亞一位重要的領袖
[00:02:04.640 --> 00:02:06.800]  當他快要離世的時候
[00:02:06.800 --> 00:02:09.960]  很重要來吩咐他的以色列民
[00:02:09.960 --> 00:02:11.320]  告訴他們知道
[00:02:11.320 --> 00:02:15.880]  你們要一生堅定侍奉主
[00:02:15.880 --> 00:02:17.600]  清楚地表明了
[00:02:17.600 --> 00:02:19.240]  如果你不侍奉主
[00:02:19.240 --> 00:02:22.400]  而侍奉其他的假神偶像
[00:02:22.400 --> 00:02:24.800]  有很嚴重的後果
[00:02:24.800 --> 00:02:26.000]  因此《段慮經文》
[00:02:26.000 --> 00:02:29.640]  一直提到侍奉主的一個重要方向
[00:02:29.640 --> 00:02:31.240]  所以我們一起看
[00:02:31.240 --> 00:02:35.120]  《約書亞記》第24章
[00:02:35.120 --> 00:02:36.880]  在開始的時候第14節
[00:02:36.880 --> 00:02:40.360]  我們就見到當時約書亞提醒他們
[00:02:40.360 --> 00:02:42.960]  要將那些偶像全部清除
[00:02:42.960 --> 00:02:44.960]  專心的、專一的
[00:02:44.960 --> 00:02:46.360]  來敬畏神
[00:02:46.360 --> 00:02:49.160]  在第14節
[00:02:49.160 --> 00:02:51.120]  現在你們要敬畏耶和華
[00:02:51.120 --> 00:02:53.880]  真誠地按著真理侍奉祂
[00:02:53.880 --> 00:02:58.200]  或學本說:誠心、實意地侍奉祂
[00:02:58.200 --> 00:03:00.720]  把你們列祖在大河那邊
[00:03:00.720 --> 00:03:02.720]  和在埃及侍奉的神
[00:03:02.720 --> 00:03:07.040]  除掉去侍奉耶和華
[00:03:07.040 --> 00:03:08.000]  約書亞提到
[00:03:08.000 --> 00:03:12.160]  就是在他們的先祖在大河那邊
[00:03:12.160 --> 00:03:13.520]  這裡所說到的
[00:03:13.520 --> 00:03:16.160]  是在法拉底河流域那邊
[00:03:16.160 --> 00:03:18.200]  當時大家會記得
[00:03:18.200 --> 00:03:19.920]  先祖阿伯拉罕
[00:03:19.920 --> 00:03:22.440]  他住在梧椅的地方
[00:03:22.440 --> 00:03:25.240]  這個地方當時是很出名
[00:03:25.240 --> 00:03:28.160]  是拜一些假神
[00:03:28.160 --> 00:03:31.680]  其中出名的就是拜月亮神
[00:03:31.680 --> 00:03:35.040]  今天是中秋節
[00:03:35.040 --> 00:03:37.240]  在當時他們已經認為
[00:03:37.240 --> 00:03:40.560]  這些天體是神明
[00:03:40.560 --> 00:03:43.000]  就拜月亮神
[00:03:43.000 --> 00:03:44.880]  而梧椅這個地方
[00:03:44.880 --> 00:03:48.360]  是帶來了很多對周圍環境的影響
[00:03:48.360 --> 00:03:51.600]  但神將他們從這個地方帶領出來
[00:03:51.600 --> 00:03:54.400]  去到迦南地
[00:03:54.400 --> 00:03:57.400]  當然他們後來也被擄到埃及
[00:03:57.400 --> 00:03:59.720]  在埃及也有很多神靈
[00:03:59.720 --> 00:04:02.200]  很多元的神靈
[00:04:02.200 --> 00:04:05.040]  他們很喜歡以一些動物的形象
[00:04:05.040 --> 00:04:07.360]  作為神靈來拜祭
[00:04:07.360 --> 00:04:08.680]  所以後來你會發覺
[00:04:08.680 --> 00:04:12.360]  亞倫在曠野幫以色列人做了一個牛毒
[00:04:12.360 --> 00:04:13.400]  金牛毒
[00:04:13.400 --> 00:04:15.080]  大家記得這件事
[00:04:15.080 --> 00:04:19.360]  也可能是受埃及這裡的神靈影響了它
[00:04:19.360 --> 00:04:22.960]  他們以為這些動物可以是神
[00:04:22.960 --> 00:04:24.520]  因此約書亞提醒他們
[00:04:24.520 --> 00:04:26.400]  你們可以這樣做
[00:04:26.400 --> 00:04:28.240]  第十五節
[00:04:28.240 --> 00:04:31.360]  如果你們認為侍奉耶和華不好
[00:04:31.360 --> 00:04:33.640]  那麼今天你們就可以選擇
[00:04:33.640 --> 00:04:35.480]  你們所要侍奉的
[00:04:35.480 --> 00:04:38.880]  是你們列在大河那邊侍奉的神
[00:04:38.880 --> 00:04:41.320]  或者是阿摩利人
[00:04:41.320 --> 00:04:43.000]  即迦南地這些人
[00:04:43.000 --> 00:04:44.520]  他們的神
[00:04:44.520 --> 00:04:46.960]  但是至於我和我的家
[00:04:46.960 --> 00:04:50.640]  我們必定侍奉耶和華
[00:04:50.640 --> 00:04:52.720]  有很多不同的假神偶像
[00:04:52.720 --> 00:04:55.520]  在他們的環境裡面
[00:04:55.520 --> 00:04:57.000]  而約書亞提醒他們
[00:04:57.000 --> 00:04:59.560]  你們要清清楚楚
[00:04:59.560 --> 00:05:01.480]  如果你要選擇那些偶像
[00:05:01.480 --> 00:05:03.800]  你大概可以選擇
[00:05:03.800 --> 00:05:05.360]  但是如果你知道
[00:05:05.360 --> 00:05:07.440]  耶和華是獨一的真神
[00:05:07.440 --> 00:05:11.920]  你就要決心去侍奉祂
[00:05:11.920 --> 00:05:12.840]  各位靈異姐妹
[00:05:12.840 --> 00:05:14.880]  我想我們所身處的環境
[00:05:14.880 --> 00:05:16.800]  或者我們成長的背景
[00:05:16.800 --> 00:05:20.000]  都有不同的偶像
[00:05:20.000 --> 00:05:21.920]  很多華人
[00:05:21.920 --> 00:05:24.640]  是拜一些民間宗教的信仰
[00:05:24.640 --> 00:05:27.440]  或者是觀音地主等等
[00:05:27.440 --> 00:05:30.360]  我記得我自己家庭
[00:05:30.360 --> 00:05:34.520]  至少都拜觀音和地主等等
[00:05:34.520 --> 00:05:37.880]  不知為何我家有七兄弟姐妹
[00:05:37.880 --> 00:05:41.560]  但是父母覺得蕭秀華比較敬虔
[00:05:41.560 --> 00:05:46.680]  所以至少要我負責裝香
[00:05:46.680 --> 00:05:48.200]  我當時未曾信主
[00:05:48.200 --> 00:05:50.520]  我只是聽從父母的要求
[00:05:50.520 --> 00:05:53.400]  我就負責裝香
[00:05:53.400 --> 00:05:55.000]  但是在裝香的過程
[00:05:55.000 --> 00:05:58.440]  我完全不知道是裝給誰
[00:05:58.440 --> 00:06:00.720]  誰是真神
[00:06:00.720 --> 00:06:05.480]  只是跟著整個家庭去做一件事情
[00:06:05.480 --> 00:06:07.560]  感謝上帝神的救恩臨到我
[00:06:07.560 --> 00:06:10.000]  也臨到我的家人
