
[00:00:00.000 --> 00:00:09.200]  今天晚上有兩件事使我心裏很受感動
[00:00:09.200 --> 00:00:12.000]  第一件事
[00:00:12.000 --> 00:00:16.600]  我在到禮拜堂來的路上
[00:00:16.600 --> 00:00:24.200]  看見弟兄姊妹在那派佈道會的單張邀請人來參加聚會
[00:00:24.200 --> 00:00:30.400]  這讓我想到有一次在佈道會之前
[00:00:30.400 --> 00:00:34.800]  有一位很出名的醫生
[00:00:34.800 --> 00:00:36.800]  一位大學教授
[00:00:36.800 --> 00:00:41.800]  他們在禮拜堂的外面路上邀請人來聚會
[00:00:41.800 --> 00:00:45.800]  在心裏我看到
[00:00:45.800 --> 00:00:58.800]  很少人願意在街上這樣做
[00:00:58.800 --> 00:01:04.800]  但是這樣做的弟兄姊妹
[00:01:04.800 --> 00:01:12.800]  他們心裏有一個臣妾的盼望
[00:01:12.800 --> 00:01:16.800]  就是他們覺得自己所信的這位主
[00:01:16.800 --> 00:01:19.400]  是這麼真實、這麼寶貴
[00:01:19.400 --> 00:01:22.800]  他們願意付代價去介紹給別人
[00:01:22.800 --> 00:01:26.800]  因為他們覺得他們所信的主是這麼真實、這麼寶貴
[00:01:26.800 --> 00:01:30.400]  所以他們就肯付這樣的代價來將祂介紹給人
[00:01:30.400 --> 00:01:32.400]  對於一個認識主的人
[00:01:32.400 --> 00:01:35.200]  傳福音是最快樂的事
[00:01:35.200 --> 00:01:36.400]  對於一個信主的人
[00:01:36.400 --> 00:01:38.400]  傳福音是最快樂的事
[00:01:38.400 --> 00:01:41.600]  今天晚上第二件讓我感動的事
[00:01:41.600 --> 00:01:44.400]  今天晚上第二件讓我感動的事
[00:01:44.400 --> 00:01:47.200]  就是聽見許姊妹的見證
[00:01:47.200 --> 00:01:50.400]  就是聽見許姊妹的見證
[00:01:50.400 --> 00:01:55.000]  她站在這裏原來照她的經歷來說
[00:01:55.000 --> 00:01:58.400]  她站在這裏原來照她的經歷來說
[00:01:58.400 --> 00:02:01.200]  她應該是愁眉苦臉的
[00:02:01.200 --> 00:02:03.200]  她應該是愁眉苦臉的
[00:02:03.200 --> 00:02:06.800]  一個失明的人哪裏有什麼喜樂呢?
[00:02:06.800 --> 00:02:09.400]  一個失明的人哪裏有什麼喜樂呢?
[00:02:09.400 --> 00:02:12.200]  但是許姊妹站在這裏
[00:02:12.200 --> 00:02:15.200]  她臉上的微笑讓我感動
[00:02:15.200 --> 00:02:16.600]  但是許姊妹站在這裏
[00:02:16.600 --> 00:02:19.600]  她臉上的微笑使我們非常感動
[00:02:19.600 --> 00:02:23.200]  她的眼睛看不見
[00:02:23.200 --> 00:02:27.800]  但是她心裏面有耶穌基督慈愛的光輝
[00:02:27.800 --> 00:02:31.200]  但是她心裏面有耶穌基督慈愛的光輝
[00:02:31.200 --> 00:02:34.600]  這是我們佈道大會的主題
[00:02:34.600 --> 00:02:36.800]  這是我們佈道大會的主題
[00:02:36.800 --> 00:02:39.200]  永恆的曙光
[00:02:39.200 --> 00:02:40.800]  永恆的曙光
[00:02:40.800 --> 00:02:45.200]  這個曙光已經在許姊妹的心中照耀
[00:02:45.200 --> 00:02:48.200]  這個曙光已經在徐姊妹的心中照耀
[00:02:48.200 --> 00:02:52.800]  我再說她身體的眼睛沒有光看不見
[00:02:52.800 --> 00:02:54.800]  但是永恆的曙光
[00:02:54.800 --> 00:02:56.600]  神的愛的曙光
[00:02:56.600 --> 00:02:59.400]  在她的心裏面照耀光明
[00:02:59.400 --> 00:03:02.600]  她肉身的眼睛雖然看不見沒有了光
[00:03:02.600 --> 00:03:05.800]  但是在她心裏面有神的光
[00:03:05.800 --> 00:03:08.400]  我們有了這樣的一個恩典
[00:03:08.400 --> 00:03:12.000]  在我們的心中我們怎麼能夠不傳不應呢
[00:03:12.000 --> 00:03:14.000]  我們有這樣的一個恩典在我們的心裏面
[00:03:14.000 --> 00:03:15.600]  我們怎麼可以不傳福音呢
[00:03:15.600 --> 00:03:18.200]  所以我們在這裏歡喜快樂的
[00:03:18.200 --> 00:03:21.800]  很興奮的來執行這個佈道會
[00:03:21.800 --> 00:03:23.800]  所以我們今晚在這裏很興奮的
[00:03:23.800 --> 00:03:26.600]  歡喜快樂的來舉行這個佈道會
[00:03:26.600 --> 00:03:31.600]  在北歐 歐洲的北部有一處地方
[00:03:31.600 --> 00:03:35.000]  在北歐 歐洲的北部有一個地方
[00:03:35.000 --> 00:03:38.800]  他們的冬天完全沒有日光的
[00:03:38.800 --> 00:03:41.400]  他們的冬天是完全沒有日光的
[00:03:41.400 --> 00:03:42.800]  幾個月的黑夜
[00:03:42.800 --> 00:03:44.400]  是幾個月的黑夜
[00:03:44.400 --> 00:03:47.400]  但是每年到了1月18號
[00:03:47.400 --> 00:03:49.800]  這個陽光開始出現
[00:03:49.800 --> 00:03:52.200]  但是到了每年的1月18號
[00:03:52.200 --> 00:03:54.000]  陽光就開始出現了
[00:03:54.000 --> 00:03:59.200]  所以每逢1月18號快要黎明的時候
[00:03:59.200 --> 00:04:02.400]  許許多多的人聚集在一起
[00:04:02.400 --> 00:04:05.400]  他們等候陽光出現
[00:04:05.400 --> 00:04:08.200]  所以到了1月18號黎明之前
[00:04:08.200 --> 00:04:09.800]  有很多的人聚集在一起
[00:04:09.800 --> 00:04:12.000]  來等待陽光的出現
[00:04:12.000 --> 00:04:18.000]  當黎明來到 太陽升起的時候
[00:04:18.000 --> 00:04:19.600]  他們一起的歡呼
[00:04:19.600 --> 00:04:21.400]  他們就會一起歡呼
[00:04:21.400 --> 00:04:24.000]  一起唱詩
[00:04:24.000 --> 00:04:25.800]  一起禱告
[00:04:25.800 --> 00:04:27.000]  一起來祈禱
[00:04:27.000 --> 00:04:29.400]  他們一起在那裡慶祝
[00:04:29.400 --> 00:04:31.200]  他們重見光明
[00:04:31.200 --> 00:04:35.000]  他們在那裡慶祝他們重見光明
[00:04:35.000 --> 00:04:38.600]  今天晚上我們要認識上帝
[00:04:38.600 --> 00:04:40.600]  今天晚上我們要認識上帝
[00:04:40.600 --> 00:04:43.400]  上帝是如何的一位上帝呢?
[00:04:43.400 --> 00:04:45.600]  上帝是怎樣的一位上帝呢?
[00:04:45.600 --> 00:04:49.800]  為什麼世界上千千萬萬的人信仰祂呢?
[00:04:49.800 --> 00:04:53.400]  為什麼今天世界上千千萬萬的人信仰祂呢?
[00:04:53.400 --> 00:04:56.000]  為什麼我們在這裡舉行佛道會
[00:04:56.000 --> 00:04:57.600]  請你們來聽呢?
[00:04:57.600 --> 00:04:59.800]  為什麼我們在這裡舉行佛道會
[00:04:59.800 --> 00:05:00.800]  請你們來聽呢?
[00:05:00.800 --> 00:05:02.600]  為什麼有的朋友
[00:05:02.600 --> 00:05:04.800]  他們為了時間精神
[00:05:04.800 --> 00:05:07.400]  邀請朋友們來聽到呢?
[00:05:07.400 --> 00:05:10.000]  為什麼有的信徒肯付出時間
[00:05:10.000 --> 00:05:12.000]  又邀請你們來參加呢?
[00:05:12.000 --> 00:05:14.200]  今天晚上我們要認識
[00:05:14.200 --> 00:05:16.400]  這位上帝的第一方面
[00:05:16.400 --> 00:05:17.800]  我們今晚就要認識
[00:05:17.800 --> 00:05:19.800]  這一位上帝的第一方面
[00:05:19.800 --> 00:05:23.000]  是在聖經的約翰一書
[00:05:23.000 --> 00:05:24.600]  一章五節
[00:05:24.600 --> 00:05:28.200]  在聖經的約翰一書一章五節
[00:05:28.200 --> 00:05:31.600]  在聖經的三百四十五頁
[00:05:31.600 --> 00:05:34.000]  在聖經的三百四十五頁
[00:05:34.000 --> 00:05:36.800]  在聖經差不多最後的地方
[00:05:36.800 --> 00:05:39.400]  在聖經差不多去到盡尾的了
