
[00:00:00.000 --> 00:00:02.000]  各位弟兄姊妹、各位同工
[00:00:02.000 --> 00:00:05.120]  有機會在網上跟大家一起思想
[00:00:05.120 --> 00:00:07.120]  效法基督的主題
[00:00:07.120 --> 00:00:08.560]  非常感恩
[00:00:08.560 --> 00:00:11.560]  我們先開始做個祈禱
[00:00:11.560 --> 00:00:15.920]  天父多謝祢讓我們在動盪和
[00:00:15.920 --> 00:00:18.240]  還有多少疫情的時代
[00:00:18.240 --> 00:00:20.240]  能夠在不同的媒體
[00:00:20.240 --> 00:00:21.840]  甚至在遠方
[00:00:21.840 --> 00:00:23.840]  在近處的弟兄姊妹、同工
[00:00:23.840 --> 00:00:25.280]  我們一起彼此學習
[00:00:25.280 --> 00:00:27.840]  將今天的聚會恭敬仰望受眾
[00:00:27.840 --> 00:00:28.840]  求主施恩
[00:00:28.840 --> 00:00:30.840]  讓我們心裏更深
[00:00:30.840 --> 00:00:32.840]  在不同的時代、不同的年紀
[00:00:32.840 --> 00:00:34.840]  不同的素人、光景的時候
[00:00:34.840 --> 00:00:36.840]  一樣可以學習
[00:00:36.840 --> 00:00:39.840]  效法基督的寶貴學習
[00:00:39.840 --> 00:00:40.840]  祈禱交託
[00:00:40.840 --> 00:00:42.840]  奉求主耶穌得勝名求
[00:00:42.840 --> 00:00:44.840]  阿們
[00:00:44.840 --> 00:00:49.840]  今天多謝宣道傳義的安排聚會
[00:00:49.840 --> 00:00:51.840]  大家略知宣道傳義
[00:00:51.840 --> 00:00:54.840]  以前他們前身就是宣道出版社
[00:00:54.840 --> 00:00:58.840]  他們的創辦人是建道院長
[00:00:58.840 --> 00:01:00.840]  習富民牧師
[00:01:00.840 --> 00:01:02.840]  是在1911年開始
[00:01:02.840 --> 00:01:05.840]  有少許感覺就是
[00:01:05.840 --> 00:01:08.840]  不同年代都在用不同的努力
[00:01:08.840 --> 00:01:10.840]  去將神的話語
[00:01:10.840 --> 00:01:14.840]  很立體、很容易明白
[00:01:14.840 --> 00:01:16.840]  有深度地去和人建立
[00:01:16.840 --> 00:01:18.840]  在網上看回一些他們整理的
[00:01:18.840 --> 00:01:21.840]  以前他們用的海報
[00:01:21.840 --> 00:01:23.840]  介紹的東西
[00:01:23.840 --> 00:01:25.840]  我們都覺得他們
[00:01:25.840 --> 00:01:27.840]  又能夠將以前的經驗
[00:01:27.840 --> 00:01:29.840]  帶給今天的弟子們
[00:01:29.840 --> 00:01:31.840]  又是新的努力
[00:01:31.840 --> 00:01:35.840]  今天大概有四個環節
[00:01:35.840 --> 00:01:37.840]  一個環節是看到
[00:01:37.840 --> 00:01:39.840]  效法基督這個題目本身的多元性
[00:01:39.840 --> 00:01:41.840]  和豐富性
[00:01:41.840 --> 00:01:44.840]  第二部分是看看四本有名的
[00:01:44.840 --> 00:01:46.840]  效法基督的名著
[00:01:46.840 --> 00:01:48.840]  第三就是
[00:01:48.840 --> 00:01:50.840]  其實效法基督有不同人
[00:01:50.840 --> 00:01:51.840]  在想基督論
[00:01:51.840 --> 00:01:53.840]  都有不同的框架
[00:01:53.840 --> 00:01:55.840]  我們試試看一些框架
[00:01:55.840 --> 00:01:58.840]  第四部分就用其中一本書
[00:01:58.840 --> 00:02:01.840]  菲律賓書講到效法基督
[00:02:01.840 --> 00:02:03.840]  有些人說聖經內六卷
[00:02:03.840 --> 00:02:05.840]  都是講耶穌基督
[00:02:05.840 --> 00:02:06.840]  特別新約裏面
[00:02:06.840 --> 00:02:07.840]  或者舊約裏面
[00:02:07.840 --> 00:02:09.840]  比較有名的《耳塞書》
[00:02:09.840 --> 00:02:10.840]  《詩篇》等等
[00:02:10.840 --> 00:02:11.840]  都有很多關於基督論
[00:02:11.840 --> 00:02:12.840]  基督的生平
[00:02:12.840 --> 00:02:14.840]  基督故事的道理
[00:02:14.840 --> 00:02:17.840]  所以其實基督的內容
[00:02:17.840 --> 00:02:19.840]  是非常豐富的
[00:02:19.840 --> 00:02:22.840]  我們大概一個小時的時間
[00:02:22.840 --> 00:02:27.840]  我們會介紹書籍和分享等等
[00:02:27.840 --> 00:02:35.840]  這個效法基督
[00:02:35.840 --> 00:02:37.840]  真是很豐富
[00:02:37.840 --> 00:02:39.840]  有時不同書卷
[00:02:39.840 --> 00:02:41.840]  不同的作者
[00:02:41.840 --> 00:02:44.840]  或者書卷裏面不同的部分
[00:02:44.840 --> 00:02:47.840]  都會凸顯他們
[00:02:47.840 --> 00:02:49.840]  講到基督的身份、職份
[00:02:49.840 --> 00:02:51.840]  基督的生命的某些質素
[00:02:51.840 --> 00:02:52.840]  基督的工作
[00:02:52.840 --> 00:02:53.840]  或者不同框架
[00:02:53.840 --> 00:02:55.840]  去將基督切入
[00:02:55.840 --> 00:02:58.840]  效法基督的不同框架
[00:02:58.840 --> 00:03:00.840]  所以有些書叫
[00:03:00.840 --> 00:03:02.840]  《Many Faces of Christ》
[00:03:02.840 --> 00:03:05.840]  不同基督的樣式
[00:03:05.840 --> 00:03:08.840]  所以基督都有很多面貌
[00:03:08.840 --> 00:03:10.840]  下面列了其中三本
[00:03:10.840 --> 00:03:13.840]  很出名的效法基督的書
[00:03:13.840 --> 00:03:14.840]  《中世紀末》
[00:03:14.840 --> 00:03:16.840]  金碧氏的效法基督
[00:03:16.840 --> 00:03:18.840]  美國一本出名的書
[00:03:18.840 --> 00:03:20.840]  《In His Steps》
[00:03:20.840 --> 00:03:21.840]  後來發展
[00:03:21.840 --> 00:03:23.840]  What would Jesus do?
[00:03:23.840 --> 00:03:24.840]  即是耶穌會做甚麼?
[00:03:24.840 --> 00:03:25.840]  這個問題
[00:03:25.840 --> 00:03:27.840]  另一個很出名的就是
[00:03:27.840 --> 00:03:30.840]  在希特勒時代
[00:03:30.840 --> 00:03:32.840]  潘佛學寫的《追隨基督》
[00:03:32.840 --> 00:03:34.840]  基督亦有些說話
[00:03:34.840 --> 00:03:37.840]  是比較我們平常少討論的
[00:03:37.840 --> 00:03:39.840]  或者要處理的時候
[00:03:39.840 --> 00:03:40.840]  有些挑戰的
[00:03:40.840 --> 00:03:42.840]  有些用一個表達
[00:03:42.840 --> 00:03:44.840]  就是vertical saying of Jesus
[00:03:44.840 --> 00:03:47.840]  即是一個充滿挑戰的
[00:03:47.840 --> 00:03:50.840]  或者用激進的角度的基督
[00:03:50.840 --> 00:03:53.840]  其實我們的屬靈觀
[00:03:53.840 --> 00:03:56.840]  有時和我們唱甚麼詩歌都有關
[00:03:56.840 --> 00:03:58.840]  其中一首很出名的詩歌
[00:03:58.840 --> 00:04:00.840]  就是《君尊義僕》
[00:04:00.840 --> 00:04:02.840]  The Servant King
[00:04:02.840 --> 00:04:04.840]  所以說到耶穌的君王
[00:04:04.840 --> 00:04:06.840]  和他的謙卑
[00:04:06.840 --> 00:04:09.840]  謙卑這個字在很多效法基督裏面
[00:04:09.840 --> 00:04:11.840]  可能包括菲律賓書
[00:04:11.840 --> 00:04:13.840]  很強調基督的謙卑
[00:04:13.840 --> 00:04:15.840]  但有時極端的就是
[00:04:15.840 --> 00:04:17.840]  基督謙卑
[00:04:17.840 --> 00:04:19.840]  基督有沒有剛強呢?
[00:04:19.840 --> 00:04:21.840]  有時我們只說基督服侍
[00:04:21.840 --> 00:04:23.840]  但有沒有基督的責備呢?
[00:04:23.840 --> 00:04:25.840]  所以有時我們說到
[00:04:25.840 --> 00:04:27.840]  一個聖經的信仰
[00:04:27.840 --> 00:04:29.840]  或者立場的時候
[00:04:29.840 --> 00:04:31.840]  很多時是我們熟悉的甚麼詩歌
[00:04:31.840 --> 00:04:33.840]  我們熟悉甚麼經文
[00:04:33.840 --> 00:04:35.840]  主導了我們的角度
[00:04:35.840 --> 00:04:38.840]  但那個角度未必是唯一的角度
[00:04:39.840 --> 00:04:42.840]  舉例在《爾賽書》說到
[00:04:42.840 --> 00:04:44.840]  耶穌被欺壓的時候
[00:04:44.840 --> 00:04:47.840]  在受苦的時候卻不開口
[00:04:47.840 --> 00:04:50.840]  他像羊羔被牽到災殺之地
[00:04:50.840 --> 00:04:53.840]  又像羊在展無的人手中無聲
[00:04:53.840 --> 00:04:55.840]  他也是這樣不開口
[00:04:55.840 --> 00:04:58.840]  我碰到一個某教會的長老
[00:04:58.840 --> 00:05:00.840]  他自己領受這一句
[00:05:00.840 --> 00:05:04.840]  就說耶穌甚麼問題的時候都不出聲
[00:05:04.840 --> 00:05:06.840]  所以有些人就怪錯他
[00:05:06.840 --> 00:05:08.840]  誣告他
[00:05:08.840 --> 00:05:10.840]  或者有些誤會
[00:05:10.840 --> 00:05:12.840]  他也是不開口的
[00:05:12.840 --> 00:05:15.840]  他選擇甚麼都是忍氣吞聲的
[00:05:15.840 --> 00:05:17.840]  他用了這一句成為他的金句
[00:05:17.840 --> 00:05:20.840]  有些情況如果他能夠因為不開口
[00:05:20.840 --> 00:05:22.840]  減少某些爭議
[00:05:22.840 --> 00:05:24.840]  有時是好事
[00:05:24.840 --> 00:05:26.840]  但有時不開口不澄清
[00:05:26.840 --> 00:05:28.840]  又產生可能新的問題
[00:05:28.840 --> 00:05:30.840]  其實耶穌的生平
[00:05:30.840 --> 00:05:32.840]  不是絕對不開口
[00:05:32.840 --> 00:05:34.840]  特別這句經文背後
[00:05:34.840 --> 00:05:36.840]  如果說到耶穌被釘、被出賣
[00:05:36.840 --> 00:05:38.840]  被無辜
[00:05:38.840 --> 00:05:40.840]  連官都說
[00:05:40.840 --> 00:05:42.840]  比拉多等等都說他無罪
[00:05:42.840 --> 00:05:44.840]  都不放他的話
[00:05:44.840 --> 00:05:46.840]  耶穌那時不出聲
[00:05:46.840 --> 00:05:50.840]  可能是一種出聲都浪費氣的指控
[00:05:50.840 --> 00:05:54.840]  所以我曾經在七年前寫了一篇文章
[00:05:54.840 --> 00:05:57.840]  就說反思主耶穌的默默無聲
[00:05:57.840 --> 00:06:00.840]  耶穌其實也有剛強發聲的時候
[00:06:00.840 --> 00:06:02.840]  那時有人誣告他
[00:06:02.840 --> 00:06:04.840]  是靠著鬼王說鬼
[00:06:04.840 --> 00:06:07.840]  但耶穌說我若靠若別西卜說鬼
[00:06:07.840 --> 00:06:09.840]  你的弟子怎說鬼呢
[00:06:09.840 --> 00:06:11.840]  靠甚麼呢
[00:06:11.840 --> 00:06:15.840]  所以當有時義人在默默無聲的時候
[00:06:15.840 --> 00:06:20.840]  是對邪惡的世界可能是一個最大的指控
[00:06:20.840 --> 00:06:23.840]  基督徒、牧者或信徒領袖
[00:06:23.840 --> 00:06:26.840]  不一定甚麼不出聲就是好
[00:06:26.840 --> 00:06:28.840]  有時應該出聲的時候出聲
[00:06:28.840 --> 00:06:32.840]  可以不出聲或被迫不出聲的時候不出聲
[00:06:32.840 --> 00:06:35.840]  很多人熟悉耶穌這句金句
[00:06:35.840 --> 00:06:37.840]  我心裡柔和謙卑
[00:06:37.840 --> 00:06:39.840]  你們當乎我的額
[00:06:39.840 --> 00:06:41.840]  學我的樣式
[00:06:41.840 --> 00:06:45.840]  這樣你們心裡就必得享安息
[00:06:45.840 --> 00:06:50.840]  如果有同工是懂英文多些
[00:06:50.840 --> 00:06:52.840]  或學過少少希臘文的話
[00:06:52.840 --> 00:06:57.840]  其實有時妄想的工具可以介紹給大家
[00:06:57.840 --> 00:07:00.840]  例如這段是《馬太福音》十一章二十九節
[00:07:00.840 --> 00:07:02.840]  如果大家有電腦可以試
[00:07:02.840 --> 00:07:04.840]  打MATTHEW
[00:07:04.840 --> 00:07:05.840]  馬太這個字
[00:07:05.840 --> 00:07:07.840]  MATTHEW 十一章二十九
[00:07:07.840 --> 00:07:10.840]  打INTERLINEAR
[00:07:10.840 --> 00:07:16.840]  INTERLINEAR
[00:07:16.840 --> 00:07:24.840]  下面有英文分類的字會比較忙
[00:07:24.840 --> 00:07:25.840]  如果略懂的話
[00:07:25.840 --> 00:07:28.840]  會看到用詞或詞彙
[00:07:28.840 --> 00:07:31.840]  很多時候不同的《釋經》
[00:07:31.840 --> 00:07:33.840]  它的表達都很有意思
[00:07:33.840 --> 00:07:36.840]  心文本翻譯
[00:07:36.840 --> 00:07:38.840]  我心溫柔謙卑
