
[00:00:00.000 --> 00:00:02.000]  有一本很出名的書
[00:00:02.000 --> 00:00:05.000]  這本書就講到在人的生命當中
[00:00:05.000 --> 00:00:08.000]  七項最大的罪
[00:00:08.000 --> 00:00:09.000]  這本英文的書
[00:00:09.000 --> 00:00:11.000]  書名大家可能聽過
[00:00:11.000 --> 00:00:14.000]  Seven Deadly Sins Today
[00:00:14.000 --> 00:00:18.000]  這本書講述這七個罪大惡極的罪
[00:00:18.000 --> 00:00:20.000]  很大的惡罪
[00:00:20.000 --> 00:00:23.000]  第一就是驕傲
[00:00:23.000 --> 00:00:26.000]  第二就是嫉妒
[00:00:26.000 --> 00:00:29.000]  在人心裏面有一點的惡
[00:00:29.000 --> 00:00:31.000]  這一點惡在嫉妒裏面
[00:00:31.000 --> 00:00:34.000]  很清楚地表達出來
[00:00:34.000 --> 00:00:36.000]  在教會傳統上
[00:00:36.000 --> 00:00:39.000]  怎樣定義嫉妒呢
[00:00:39.000 --> 00:00:41.000]  這個嫉妒的定義
[00:00:41.000 --> 00:00:43.000]  很多時候都重複地提及
[00:00:43.000 --> 00:00:48.000]  就是嫉妒就是當人對別人好的時候
[00:00:48.000 --> 00:00:50.000]  見到別人好的時候
[00:00:50.000 --> 00:00:52.000]  自己覺得悲傷
[00:00:52.000 --> 00:00:54.000]  覺得悲哀
[00:00:54.000 --> 00:00:56.000]  人家有成功
[00:00:56.000 --> 00:00:57.000]  有成就
[00:00:57.000 --> 00:00:59.000]  自己覺得悲哀
[00:00:59.000 --> 00:01:03.000]  因此教會很多時候就定義嫉妒
[00:01:03.000 --> 00:01:06.000]  就是這種表現
[00:01:06.000 --> 00:01:10.000]  有位很著名的話劇的劇作家
[00:01:10.000 --> 00:01:15.000]  他很願意坦誠地描述自己內心的嫉妒
[00:01:15.000 --> 00:01:17.000]  他就說嫉妒是甚麼呢
[00:01:17.000 --> 00:01:18.000]  就是在那一次
[00:01:18.000 --> 00:01:22.000]  當我見到另一位和我齊名的導演
[00:01:22.000 --> 00:01:25.000]  他一齣的名劇演出之後
[00:01:25.000 --> 00:01:29.000]  周圍的劇評家不斷地大肆地讚賞他
[00:01:29.000 --> 00:01:31.000]  激烈地讚揚他
[00:01:31.000 --> 00:01:32.000]  在那個時候
[00:01:32.000 --> 00:01:36.000]  我就流出了眼淚
[00:01:36.000 --> 00:01:37.000]  他說在那一刻
[00:01:37.000 --> 00:01:41.000]  我知道這個就是嫉妒
[00:01:41.000 --> 00:01:44.000]  當人見到別人有成功有成就的時候
[00:01:44.000 --> 00:01:46.000]  自己不能夠接受
[00:01:46.000 --> 00:01:48.000]  因此內心產生很多對他的質疑
[00:01:48.000 --> 00:01:52.000]  在那個時候嫉妒就出現
[00:01:52.000 --> 00:01:55.000]  同樣內心的自尊受到傷害
[00:01:55.000 --> 00:01:57.000]  覺得裏面很痛
[00:01:57.000 --> 00:01:59.000]  所以想復仇
[00:01:59.000 --> 00:02:01.000]  因此不知不覺當中
[00:02:01.000 --> 00:02:02.000]  就想貶低別人
[00:02:02.000 --> 00:02:04.000]  否定別人
[00:02:04.000 --> 00:02:06.000]  甚至想除去別人
[00:02:06.000 --> 00:02:09.000]  這個是嫉妒
[00:02:09.000 --> 00:02:11.000]  在我們教會的生活當中
[00:02:11.000 --> 00:02:15.000]  在信徒當中都會出現了嫉妒
[00:02:15.000 --> 00:02:18.000]  而嫉妒帶來的是極大的關係的破裂
[00:02:18.000 --> 00:02:21.000]  和關係的一種傷害
[00:02:21.000 --> 00:02:23.000]  因此當我們看到聖經的時候
[00:02:23.000 --> 00:02:24.000]  聖經上提醒我們
[00:02:24.000 --> 00:02:29.000]  告訴我們要將這些的疾度除去
[00:02:29.000 --> 00:02:31.000]  紛爭就會除去
[00:02:31.000 --> 00:02:32.000]  因此我們一起思想
[00:02:32.000 --> 00:02:34.000]  聖經如何在這方面提醒我們
[00:02:34.000 --> 00:02:36.000]  我們一起揭開聖經
[00:02:36.000 --> 00:02:40.000]  《雅各書》第三章的經文
[00:02:40.000 --> 00:02:44.000]  聖經《雅各書》第三章
[00:02:44.000 --> 00:02:47.000]  我們首先看的是第十三節
[00:02:47.000 --> 00:02:49.000]  聖經提到有兩種智慧
[00:02:49.000 --> 00:02:52.000]  有屬天和屬地的智慧
[00:02:52.000 --> 00:02:54.000]  十三節
[00:02:54.000 --> 00:02:57.000]  你們中間誰是有智慧有見識的
[00:02:57.000 --> 00:03:00.000]  他就當在智慧的溫柔上
[00:03:00.000 --> 00:03:03.000]  顯出他的善行
[00:03:03.000 --> 00:03:04.000]  如果大家留意到
[00:03:04.000 --> 00:03:05.000]  在第三章第一節
[00:03:05.000 --> 00:03:06.000]  我們以前曾經提及過
[00:03:06.000 --> 00:03:10.000]  很多人當時想做師父
[00:03:10.000 --> 00:03:13.000]  但是到了第三節的時候就提醒
[00:03:13.000 --> 00:03:17.000]  為什麼人們以為自己可以做師父
[00:03:17.000 --> 00:03:19.000]  有智慧有聰明
[00:03:19.000 --> 00:03:21.000]  但是真正的智慧要留心
[00:03:21.000 --> 00:03:26.000]  是在他的溫柔上顯出他的善行
[00:03:26.000 --> 00:03:27.000]  原來智慧不單單是說
[00:03:27.000 --> 00:03:30.000]  你有聰明 你有知識
[00:03:30.000 --> 00:03:32.000]  你有一些思想
[00:03:32.000 --> 00:03:34.000]  更加是說真正的智慧
[00:03:34.000 --> 00:03:38.000]  是在善行當中表達出來的
[00:03:38.000 --> 00:03:40.000]  這種表達是大家都會見到
[00:03:40.000 --> 00:03:42.000]  很明顯在生活行為當中
[00:03:42.000 --> 00:03:45.000]  表達出來的那種良善
[00:03:45.000 --> 00:03:47.000]  就是真正的智慧
[00:03:47.000 --> 00:03:49.000]  而且是在溫柔上
[00:03:49.000 --> 00:03:53.000]  智慧的溫柔上顯出來的
[00:03:53.000 --> 00:03:55.000]  這種溫柔在聖經上提及
[00:03:55.000 --> 00:03:58.000]  就是一種對人的尊重
[00:03:58.000 --> 00:04:01.000]  他不會自己傲慢
[00:04:01.000 --> 00:04:05.000]  不會堅持自己的主見
[00:04:05.000 --> 00:04:08.000]  也不會要求凡事要勝過別人
[00:04:08.000 --> 00:04:10.000]  強過別人
[00:04:10.000 --> 00:04:13.000]  在他內心裡他對別人有一種尊重
[00:04:13.000 --> 00:04:17.000]  在那種溫柔上顯出他的真智慧
[00:04:17.000 --> 00:04:19.000]  經史曾經提及到
[00:04:19.000 --> 00:04:22.000]  地上的智慧有一種很特別的特徵
[00:04:22.000 --> 00:04:26.000]  大家再看看第十四節
[00:04:26.000 --> 00:04:29.000]  跟第十三節截然不同
[00:04:29.000 --> 00:04:30.000]  第十四節說
[00:04:30.000 --> 00:04:35.000]  你們心裡懷著苦毒的疾度和紛爭
[00:04:35.000 --> 00:04:40.000]  地上的智慧的特徵就是有疾度和紛爭
[00:04:40.000 --> 00:04:41.000]  不單單這樣
[00:04:41.000 --> 00:04:45.000]  在第十六節自然會生出很多問題
[00:04:45.000 --> 00:04:48.000]  在何處有疾度和紛爭
[00:04:48.000 --> 00:04:55.000]  就在何處有擾亂和各樣的壞事
[00:04:55.000 --> 00:04:59.000]  疾度和紛爭帶來的是混亂、擾亂
[00:04:59.000 --> 00:05:02.000]  很多混亂的事情就會出現
[00:05:02.000 --> 00:05:05.000]  帶來各式各樣的壞事
[00:05:05.000 --> 00:05:08.000]  也是聖經很直接地描寫出來的
[00:05:08.000 --> 00:05:09.000]  很多時候我們要感謝神
[00:05:09.000 --> 00:05:11.000]  就是神其實將智慧賜給人
[00:05:11.000 --> 00:05:13.000]  智慧聰明是神所賜的
[00:05:13.000 --> 00:05:17.000]  但是疾度將這種智慧聰明扭曲了
[00:05:17.000 --> 00:05:19.000]  或者變了質
[00:05:19.000 --> 00:05:23.000]  成為了一些地上的邪惡的事情
[00:05:23.000 --> 00:05:25.000]  就正如第十五節
[00:05:25.000 --> 00:05:27.000]  你看看前面
[00:05:27.000 --> 00:05:30.000]  這樣的智慧不是從上頭來的
[00:05:30.000 --> 00:05:32.000]  成為了屬地的
[00:05:32.000 --> 00:05:34.000]  屬情慾的
[00:05:34.000 --> 00:05:36.000]  屬鬼魔的
[00:05:36.000 --> 00:05:41.000]  這些智慧變成了屬地、屬情慾、屬鬼魔的東西
[00:05:41.000 --> 00:05:44.000]  因此聖經就講述這種的疾度
[00:05:44.000 --> 00:05:47.000]  所帶來的那種禍害
[00:05:47.000 --> 00:05:51.000]  其實大家有時候都會常常在生活上看到
[00:05:51.000 --> 00:05:52.000]  當你察覺有些時候
[00:05:52.000 --> 00:05:56.000]  如果你內心裏面問一些問題
[00:05:56.000 --> 00:05:57.000]  你或者會問
[00:05:57.000 --> 00:06:02.000]  為什麼我得不到他得到的東西
[00:06:02.000 --> 00:06:04.000]  或者你進一步再問
[00:06:04.000 --> 00:06:11.000]  為什麼他可以得到我不能夠得到的東西呢?
[00:06:11.000 --> 00:06:16.000]  在那個時候你發覺內心出現了一些苦澀
[00:06:16.000 --> 00:06:19.000]  開始感覺到一種自憐
[00:06:19.000 --> 00:06:21.000]  自己的自尊受傷害
[00:06:21.000 --> 00:06:24.000]  為什麼我得不到他可以得到的東西
[00:06:24.000 --> 00:06:28.000]  內心就產生很多不同的一種情緒
[00:06:28.000 --> 00:06:29.000]  而在那個時候
[00:06:29.000 --> 00:06:33.000]  疾度就不知不覺地出現
[00:06:33.000 --> 00:06:34.000]  聽很多人說
[00:06:34.000 --> 00:06:38.000]  一個疾度人的人永遠不會是一個快樂的人
[00:06:38.000 --> 00:06:40.000]  因為他常常感覺到
[00:06:40.000 --> 00:06:43.000]  別人好像比他好
[00:06:43.000 --> 00:06:46.000]  他內心的苦澀令他不快樂
[00:06:46.000 --> 00:06:48.000]  也不會願意說出來
[00:06:48.000 --> 00:06:51.000]  因此他內心更加不快樂
[00:06:51.000 --> 00:06:53.000]  因此在這樣的情況下
[00:06:53.000 --> 00:06:58.000]  產生很多混亂和邪惡的事情就出現了
[00:06:58.000 --> 00:06:59.000]  大家都很清楚知道
[00:06:59.000 --> 00:07:02.000]  當我們主耶穌被釘十字架的時候
[00:07:02.000 --> 00:07:07.000]  最簡單的原因或最核心的原因
[00:07:07.000 --> 00:07:11.000]  為什麼耶穌被釘十字架呢?
[00:07:11.000 --> 00:07:12.000]  當然從福音的角度來說
[00:07:12.000 --> 00:07:14.000]  祂是為我們受死的
[00:07:14.000 --> 00:07:17.000]  但是從人的角度來說
[00:07:17.000 --> 00:07:18.000]  主耶穌被釘十字架
[00:07:18.000 --> 00:07:23.000]  是因為當時猶太的宗教領袖疾度耶穌
[00:07:23.000 --> 00:07:27.000]  因為祂得到人心
[00:07:27.000 --> 00:07:30.000]  很多人開始去擁戴耶穌
[00:07:30.000 --> 00:07:32.000]  是他們接受不到的
[00:07:32.000 --> 00:07:36.000]  甚至比拉多當時審判耶穌的人
[00:07:36.000 --> 00:07:38.000]  他也清楚看見這個事實
[00:07:38.000 --> 00:07:41.000]  因為在《馬特福音》第27章18節說
[00:07:41.000 --> 00:07:42.000]  比拉多說
[00:07:42.000 --> 00:07:49.000]  「他們原是因為疾度才把他帶來」
[00:07:49.000 --> 00:07:51.000]  大家可以想像
[00:07:51.000 --> 00:07:52.000]  原來我們所愛的主
[00:07:52.000 --> 00:07:57.000]  是因為人的疾度而被殺死亡
[00:07:57.000 --> 00:07:59.000]  而今天在信徒的生命當中
[00:07:59.000 --> 00:08:01.000]  我們內心如果有疾度
[00:08:01.000 --> 00:08:04.000]  可以叫我們去殺我們的弟兄
[00:08:04.000 --> 00:08:07.000]  我們的姐妹
[00:08:07.000 --> 00:08:09.000]  所以聖經是很嚴肅地說
[00:08:09.000 --> 00:08:14.000]  疾度是一個極大的罪
[00:08:14.000 --> 00:08:16.000]  在當中聖經再提到
[00:08:16.000 --> 00:08:17.000]  有些時候
[00:08:17.000 --> 00:08:20.000]  沒錯我們應該常常留心自己
[00:08:20.000 --> 00:08:22.000]  我也想跟大家分享
[00:08:22.000 --> 00:08:24.000]  有時候我也會看見
[00:08:24.000 --> 00:08:28.000]  這些試探都在我心中出現
[00:08:28.000 --> 00:08:30.000]  有時候我們會提醒自己
[00:08:30.000 --> 00:08:31.000]  不要跟別人比較
[00:08:31.000 --> 00:08:34.000]  但是有時候比較會出現
[00:08:34.000 --> 00:08:37.000]  很明顯我們每一個人都會經歷
[00:08:37.000 --> 00:08:39.000]  看見某些人比自己強的時候
[00:08:39.000 --> 00:08:41.000]  會有一種比較的情緒
[00:08:41.000 --> 00:08:42.000]  但這麼多年
[00:08:42.000 --> 00:08:44.000]  我感謝神上提醒我一件事情
[00:08:44.000 --> 00:08:46.000]  當有比較出現的時候
[00:08:46.000 --> 00:08:48.000]  我就告訴自己
[00:08:48.000 --> 00:08:50.000]  我的心難
[00:08:50.000 --> 00:08:52.000]  你要迎歸安樂
[00:08:52.000 --> 00:08:56.000]  因為耶穌說用厚恩待你
[00:08:56.000 --> 00:08:59.000]  當你想起自己所領受的一切的時候
[00:08:59.000 --> 00:09:00.000]  可以告訴自己
[00:09:00.000 --> 00:09:03.000]  我已經領受了厚恩
[00:09:03.000 --> 00:09:05.000]  《詩篇》第五節
[00:09:05.000 --> 00:09:07.000]  聖經常常說
[00:09:07.000 --> 00:09:09.000]  耶穌說:是我的產業
[00:09:09.000 --> 00:09:11.000]  是我杯中的墳
[00:09:11.000 --> 00:09:12.000]  我所得的
[00:09:12.000 --> 00:09:14.000]  你為我持守
[00:09:14.000 --> 00:09:17.000]  就算你沒有什麼才幹學問知識
[00:09:17.000 --> 00:09:19.000]  但神是你的產業
[00:09:19.000 --> 00:09:21.000]  是你最大的福氣
[00:09:21.000 --> 00:09:23.000]  因此你的心可以滿足
[00:09:23.000 --> 00:09:24.000]  可以快樂
[00:09:24.000 --> 00:09:28.000]  在當中也可以避開這種試探
[00:09:28.000 --> 00:09:30.000]  當然聖經更加進一步說
[00:09:30.000 --> 00:09:33.000]  我們追求的是一種屬天的智慧
[00:09:33.000 --> 00:09:36.000]  大家看第十七節
[00:09:36.000 --> 00:09:38.000]  第十七節
[00:09:38.000 --> 00:09:41.000]  唯獨從上頭來的智慧
[00:09:41.000 --> 00:09:44.000]  首先是清潔的
[00:09:44.000 --> 00:09:48.000]  也都意味著一個很純全的動機
[00:09:48.000 --> 00:09:52.000]  是一種清潔純潔的生命
[00:09:52.000 --> 00:09:54.000]  又是和平
[00:09:54.000 --> 00:09:55.000]  溫涼
[00:09:55.000 --> 00:09:58.000]  溫涼意味著他很體恤別人的難處
[00:09:58.000 --> 00:10:01.000]  他能夠去體恤別人的軟弱
[00:10:01.000 --> 00:10:02.000]  柔順
[00:10:02.000 --> 00:10:04.000]  這裡的意思可能不是最清楚
[00:10:04.000 --> 00:10:06.000]  但原來意思是說
[00:10:06.000 --> 00:10:09.000]  一個人願意接受一些很合理的理由
[00:10:09.000 --> 00:10:11.000]  我很喜歡英文聖經的翻譯
[00:10:11.000 --> 00:10:14.000]  Open to reason
[00:10:14.000 --> 00:10:18.000]  不會認為堅持一定是我對
[00:10:18.000 --> 00:10:20.000]  只要是合理的
[00:10:20.000 --> 00:10:22.000]  我都願意去接受
[00:10:22.000 --> 00:10:24.000]  沒有憐憫的
[00:10:24.000 --> 00:10:26.000]  是多結善果
[00:10:26.000 --> 00:10:28.000]  是沒有偏見的
[00:10:28.000 --> 00:10:30.000]  沒有假無
[00:10:30.000 --> 00:10:31.000]  不會裝假的
[00:10:31.000 --> 00:10:35.000]  這些一切就是天上來的智慧的表現
[00:10:35.000 --> 00:10:37.000]  並且使人和平的
[00:10:37.000 --> 00:10:39.000]  是用和平所栽種的異果
[00:10:39.000 --> 00:10:40.000]  他帶來了和平
[00:10:40.000 --> 00:10:43.000]  也都結出很多仁義的果子
[00:10:43.000 --> 00:10:45.000]  在影片前大家都會體會到
[00:10:45.000 --> 00:10:48.000]  在生活當中很多時候有很多的磨擦
[00:10:48.000 --> 00:10:51.000]  聖經或者有另一個可以理解的角度
[00:10:51.000 --> 00:10:55.000]  就是有公義的時候就帶來了和平
[00:10:55.000 --> 00:10:59.000]  我們香港早前有很多的公朝
[00:10:59.000 --> 00:11:02.000]  在公朝當中有很多的爭執
[00:11:02.000 --> 00:11:05.000]  但是如果沒有真正的公義公平
[00:11:05.000 --> 00:11:09.000]  就不會帶來真正的和平
[00:11:09.000 --> 00:11:14.000]  聖經提及和平和公義是彼此相親的
