
[00:00:00.000 --> 00:00:03.640]  今天晚上我們有兩位講員
[00:00:03.640 --> 00:00:05.640]  一位可能大家都熟悉
[00:00:05.640 --> 00:00:08.820]  就是我們視團的會長溫偉耀博士
[00:00:08.820 --> 00:00:13.120]  我也不想再詳細浪費大家時間介紹
[00:00:13.120 --> 00:00:15.620]  另外一位是陳教持牧師
[00:00:15.620 --> 00:00:20.560]  其實陳牧師研究教會人際衝突的一個
[00:00:20.560 --> 00:00:23.240]  其實也是的了
[00:00:23.240 --> 00:00:24.540]  就是專家
[00:00:24.540 --> 00:00:30.620]  陳牧師是基督教中國報道會正道堂的主任牧師
[00:00:30.620 --> 00:00:32.620]  在他的博士論文裏面
[00:00:32.620 --> 00:00:37.340]  其實他研究人際衝突與靈命塑造
[00:00:37.340 --> 00:00:43.740]  他也完成了庫勒神學院衝突行政管理的課程
[00:00:43.740 --> 00:00:46.620]  所以今天晚上我們是深慶得人
[00:00:46.620 --> 00:00:51.740]  我們很高興請到他們兩位來和我們分享這個訊息
[00:00:51.740 --> 00:00:55.740]  今天晚上他們兩位都會坐在這裏
[00:00:55.740 --> 00:00:57.740]  講話的會員會站在這裏
[00:00:57.740 --> 00:01:01.100]  希望這個安排會比較親切
[00:01:01.100 --> 00:01:03.100]  我們先請兩位就座
[00:01:03.100 --> 00:01:06.140]  請陳牧師為我們宣講這個訊息
[00:01:06.140 --> 00:01:10.940]  很感謝主今天有機會服侍主
[00:01:10.940 --> 00:01:12.940]  也服侍大家
[00:01:12.940 --> 00:01:17.740]  有機會和我的人生裏面的好朋友
[00:01:17.740 --> 00:01:19.740]  也很佩服的老師
[00:01:19.740 --> 00:01:23.500]  一同在這裏服侍大家
[00:01:23.500 --> 00:01:27.180]  令我感覺到很開心
[00:01:27.180 --> 00:01:31.660]  法蘭西斯有一個作品叫做《好》
[00:01:31.660 --> 00:01:34.700]  裏面是這樣寫的
[00:01:34.700 --> 00:01:37.420]  使我作你和平之子
[00:01:37.420 --> 00:01:41.820]  在憎恨之處播下你的愛
[00:01:41.820 --> 00:01:46.540]  在傷痕之處播下你歡愉
[00:01:46.540 --> 00:01:50.380]  在懷疑之處播下信心
[00:01:50.380 --> 00:01:54.220]  主使我作你和平之子
[00:01:54.220 --> 00:01:59.340]  在絕望之處播下你盼望
[00:01:59.340 --> 00:02:02.220]  在憂暗之處播下你光明
[00:02:02.220 --> 00:02:05.340]  在憂愁之處播下你歡愉
[00:02:05.340 --> 00:02:08.060]  主使我作你和平之子
[00:02:08.060 --> 00:02:11.740]  在赦免之時我面蒙不赦免
[00:02:11.740 --> 00:02:15.980]  在捨去之時我便有所得
[00:02:15.980 --> 00:02:20.620]  迎接死亡之時我便進入永生
[00:02:20.620 --> 00:02:25.980]  過去七年神透過種種
[00:02:25.980 --> 00:02:29.260]  我自己不和平的經歷
[00:02:29.260 --> 00:02:34.620]  開始塑造我成為一個和平之子
[00:02:34.620 --> 00:02:37.100]  我自小在宣道會長大
[00:02:37.100 --> 00:02:41.340]  九歲就在那裏上青年團契
[00:02:41.340 --> 00:02:43.980]  教會正面的經驗
[00:02:43.980 --> 00:02:47.820]  牧者對我的幫助和牧養
[00:02:47.820 --> 00:02:52.700]  使我充滿了單純和熱誠
[00:02:52.700 --> 00:02:53.980]  九三年的時候
[00:02:53.980 --> 00:02:56.860]  教會大約有一百人多
[00:02:56.860 --> 00:02:59.500]  當時我覺得自己都不錯
[00:02:59.500 --> 00:03:02.140]  我可以和大部份弟兄姊妹
[00:03:02.140 --> 00:03:03.820]  摸茶杯底
[00:03:03.820 --> 00:03:05.820]  聽到他們的掙扎
[00:03:05.820 --> 00:03:09.580]  他們的灰心和心事
[00:03:09.580 --> 00:03:11.180]  但同年的二月
[00:03:11.180 --> 00:03:15.980]  在我按了牧兩個多月之後
[00:03:15.980 --> 00:03:21.260]  因為要進行教會紀律的事件
[00:03:21.260 --> 00:03:24.860]  不少肢體和傳道人
[00:03:24.860 --> 00:03:28.780]  及執事之間鬧得很不愉快
[00:03:28.780 --> 00:03:33.580]  九三九四年就走了50%的人
[00:03:33.580 --> 00:03:38.380]  我完全沒有任何的心理準備
[00:03:38.380 --> 00:03:41.820]  當時是否一個很深的自我拒絕
[00:03:41.820 --> 00:03:43.900]  羞恥
[00:03:43.900 --> 00:03:45.980]  我們傳統教會長大
[00:03:45.980 --> 00:03:48.620]  一定覺得是羞恥
[00:03:48.620 --> 00:03:51.180]  和一種很深的絕望
[00:03:51.180 --> 00:03:56.540]  無以面對任何人的感覺裏面
[00:03:56.540 --> 00:03:59.180]  我講完道的時候
[00:03:59.180 --> 00:04:02.540]  很多時候在那一兩年
[00:04:02.540 --> 00:04:05.100]  我都要低頭禱告很久
[00:04:05.100 --> 00:04:07.820]  直到弟兄姊妹差不多散了
[00:04:07.820 --> 00:04:09.260]  我的禱告才完
[00:04:09.260 --> 00:04:12.620]  在我第一行的排位裏才起立
[00:04:12.620 --> 00:04:16.540]  以後關於怎樣再寫書
[00:04:16.540 --> 00:04:22.860]  去進深人際關係的衝突理論和經歷
[00:04:22.860 --> 00:04:27.420]  怎樣去再發展再進深
[00:04:27.420 --> 00:04:31.500]  這都是在書和今晚的文章裏有交代
[00:04:31.500 --> 00:04:35.500]  在這個過程裏有三點令我很深刻
[00:04:35.500 --> 00:04:40.300]  第一點就是我對神有一個刷新的體認
[00:04:40.300 --> 00:04:42.380]  十佳約翰所說的心靈黑夜
[00:04:42.380 --> 00:04:46.060]  他說黑夜是能將裏面的殘質
[00:04:46.060 --> 00:04:49.900]  好像一些很強的水刷去
[00:04:49.900 --> 00:04:53.900]  無論你喜不喜歡都要將裏面的雜質刷去
[00:04:53.900 --> 00:04:57.500]  我發覺在這麼多的經歷之後
[00:04:57.500 --> 00:05:00.140]  我真的見到自己很軟弱
[00:05:00.140 --> 00:05:04.620]  而神使我得到潔淨
[00:05:04.620 --> 00:05:09.100]  我見到自己很不配和很污穢
[00:05:09.100 --> 00:05:11.020]  追求被人接納
[00:05:11.020 --> 00:05:13.420]  被人了解被人肯定
[00:05:13.420 --> 00:05:15.500]  根本是人之常情
[00:05:15.500 --> 00:05:19.980]  但十佳約翰說被人拒絕
[00:05:19.980 --> 00:05:23.020]  被人誤解不被人肯定
[00:05:23.020 --> 00:05:26.940]  正正是你經歷耶穌基督生命
[00:05:26.940 --> 00:05:28.860]  一個很重要的途徑
[00:05:28.860 --> 00:05:30.940]  第一個是對神第二個是對己
[00:05:30.940 --> 00:05:35.420]  以前我不是有安全感
[00:05:35.420 --> 00:05:38.140]  現在上帝要讓我知道
[00:05:38.140 --> 00:05:40.140]  祂是我的神
[00:05:40.140 --> 00:05:42.700]  祂是我的所有
[00:05:42.700 --> 00:05:48.780]  這也是對神的愛和親密有一個刷新
[00:05:48.780 --> 00:05:50.140]  在93、94年之前
[00:05:50.140 --> 00:05:53.900]  我偶然會對兒子或太太發脾氣
[00:05:53.900 --> 00:05:57.100]  有時發脾氣到自己不能控制
[00:05:57.100 --> 00:05:59.740]  我就自我排險
[00:05:59.740 --> 00:06:00.780]  不要緊
[00:06:00.780 --> 00:06:03.580]  因為我不是一個傳道人
[00:06:03.580 --> 00:06:06.140]  我也是一個人
[00:06:06.140 --> 00:06:11.580]  有時發脾氣反而證實你是一個真人
[00:06:11.580 --> 00:06:13.580]  這種自我調解
[00:06:13.580 --> 00:06:16.140]  經過這些經歷之後
[00:06:16.140 --> 00:06:20.540]  我發覺到原來我那種心裏面很多問題
[00:06:20.540 --> 00:06:24.540]  潛藏在很青年的時候
[00:06:24.540 --> 00:06:27.100]  壓抑著我不想面對
[00:06:27.100 --> 00:06:28.700]  經過熟齡操練的更新
[00:06:28.700 --> 00:06:30.940]  我發覺原來我這種脾氣和失落
[00:06:30.940 --> 00:06:34.140]  是在我爸爸那裏來的
[00:06:34.140 --> 00:06:36.460]  我爸爸以前是一個商人
[00:06:36.460 --> 00:06:37.500]  成功的商人
[00:06:37.500 --> 00:06:40.220]  40歲的時候甚麼都沒有
[00:06:40.220 --> 00:06:42.140]  住在鎖匙區和磨
[00:06:42.140 --> 00:06:46.940]  他有很多灰心在裏面
[00:06:46.940 --> 00:06:48.620]  我發覺到我
[00:06:48.620 --> 00:06:51.340]  剛好是他破產的時候我出生
[00:06:51.340 --> 00:06:58.060]  我發覺到我原來和我爸爸的感情和性格有影響
[00:06:58.060 --> 00:07:03.100]  我求主真的幫助我不要再對我兒子
[00:07:03.100 --> 00:07:05.740]  要麼就有戀愛要麼就有裂路
[00:07:05.740 --> 00:07:08.060]  我求主給我有平和的心
[00:07:08.060 --> 00:07:11.100]  醫治我的脾氣
[00:07:11.100 --> 00:07:18.060]  神憐憫使我能夠和我的太太和我的兒子
[00:07:18.060 --> 00:07:25.100]  我不至於不能受控制地有時會發脾氣
[00:07:25.100 --> 00:07:26.300]  不過我在這裏駐腳
[00:07:26.300 --> 00:07:31.420]  我從來沒有對會友發過脾氣
[00:07:31.420 --> 00:07:33.660]  對親密的人反而會這樣
[00:07:33.660 --> 00:07:37.420]  我對我的家庭和我的婚姻不是100分
[00:07:37.420 --> 00:07:39.340]  但都是很親密的
[00:07:39.340 --> 00:07:42.140]  我覺得現在經過這麼多的經歷
[00:07:42.140 --> 00:07:43.820]  90分都不錯
[00:07:43.820 --> 00:07:45.820]  第三對人那方面
[00:07:45.820 --> 00:07:50.700]  這幾年的創傷和得到初步的醫治
[00:07:50.700 --> 00:07:53.820]  我深深覺得自己是不配的
[00:07:53.820 --> 00:07:57.340]  我以前覺得自己是不錯的
[00:07:57.340 --> 00:08:06.140]  這種不配的感覺使我更容易去了解和體諒別人內心種種的相同
[00:08:06.140 --> 00:08:12.380]  96年在一個和執事的人際關係的遊戲裏
[00:08:12.380 --> 00:08:14.940]  一位執事寫給我
[00:08:14.940 --> 00:08:16.300]  他說牧師啊
[00:08:16.300 --> 00:08:20.700]  我很詫異你經歷這麼多種波折
[00:08:20.700 --> 00:08:26.460]  你現在還可以保持對人的單純和赤子之心
[00:08:26.460 --> 00:08:28.380]  所有都是恩典
[00:08:28.380 --> 00:08:29.900]  弟兄姊妹的恩
[00:08:29.900 --> 00:08:33.260]  為我代禱和上帝給我的恩典
[00:08:33.260 --> 00:08:34.860]  其實不單止我可以成長
[00:08:34.860 --> 00:08:36.220]  你也可以成長
[00:08:36.220 --> 00:08:38.540]  現在請你用十幾分鐘的時間
[00:08:38.540 --> 00:08:42.860]  或者十分鐘的時間做人際衝突的模式問卷
[00:08:42.860 --> 00:08:44.140]  請你打開
[00:08:44.140 --> 00:08:46.140]  可能你已經做了
[00:08:46.140 --> 00:08:47.500]  請你打開
[00:08:47.500 --> 00:08:50.060]  你做問卷的第五至第九頁
[00:08:50.060 --> 00:08:52.620]  或許你可以再做一次
[00:08:52.620 --> 00:08:54.380]  以下的三十條問題
