
[00:00:00.000 --> 00:00:02.680]  大家知道今天是福音講傳主日
[00:00:02.680 --> 00:00:04.480]  也是透過這個主日
[00:00:04.480 --> 00:00:05.840]  我們彼此的勉勵
[00:00:05.840 --> 00:00:06.960]  每一個教徒
[00:00:06.960 --> 00:00:11.440]  去領受神給我們的呼召和使命
[00:00:11.440 --> 00:00:13.400]  去向人作見證
[00:00:13.400 --> 00:00:14.560]  去傳福音
[00:00:14.560 --> 00:00:17.040]  在上個星期日的下午
[00:00:17.040 --> 00:00:18.680]  在我們的禮堂裏面
[00:00:18.680 --> 00:00:21.040]  就有一個特別的聚會
[00:00:21.040 --> 00:00:24.920]  就是一個機構福音短期宣教中心
[00:00:24.920 --> 00:00:25.960]  短宣中心
[00:00:25.960 --> 00:00:28.920]  借了我們地方辦一些畢業禮
[00:00:29.360 --> 00:00:31.200]  我去到的時候就先留意到
[00:00:31.200 --> 00:00:33.800]  原來是一個很特別的畢業禮
[00:00:33.800 --> 00:00:35.880]  是有三類的弟兄姊妹
[00:00:35.880 --> 00:00:36.800]  他們叫做
[00:00:36.800 --> 00:00:37.920]  長青
[00:00:37.920 --> 00:00:38.960]  晚青
[00:00:38.960 --> 00:00:40.400]  和善青
[00:00:40.400 --> 00:00:42.240]  每一組都有幾十人
[00:00:42.240 --> 00:00:44.320]  他們經過分別是三個月
[00:00:44.320 --> 00:00:48.400]  至三年不等的福音培訓
[00:00:48.400 --> 00:00:52.640]  他們在當中就領受一個畢業的鼓勵
[00:00:52.640 --> 00:00:55.160]  當我聽他們分享的時候就很感謝神
[00:00:55.160 --> 00:00:56.280]  因為他們很多
[00:00:56.280 --> 00:00:58.960]  他們都承認自己有傳福音的心智
[00:00:58.960 --> 00:01:00.960]  但一直都不懂得怎樣傳福音
[00:01:00.960 --> 00:01:02.520]  都不知道怎樣開始
[00:01:02.520 --> 00:01:03.880]  但他們踏出第一步
[00:01:03.880 --> 00:01:05.880]  他們嘗試接受一些訓練
[00:01:05.880 --> 00:01:08.720]  就開始嘗試怎樣向身邊的朋友
[00:01:08.720 --> 00:01:10.040]  講述福音
[00:01:10.040 --> 00:01:11.720]  有年長的
[00:01:11.720 --> 00:01:12.960]  有年輕的
[00:01:12.960 --> 00:01:16.120]  有中年的姐妹等等
[00:01:16.120 --> 00:01:17.440]  他們講述他們的經過
[00:01:17.440 --> 00:01:19.680]  我心裏面就為他們很感恩
[00:01:19.680 --> 00:01:21.680]  很多時候我們會發覺
[00:01:21.680 --> 00:01:24.040]  沒錯,我們也不懂得怎樣傳
[00:01:24.040 --> 00:01:27.560]  但最低限度我們可以去接受一些訓練
[00:01:28.120 --> 00:01:29.840]  又或者無論我們受過訓練
[00:01:29.840 --> 00:01:31.840]  未受過訓練也好
[00:01:31.840 --> 00:01:36.160]  我們都已經接受了神給我們傳福音的使命
[00:01:36.160 --> 00:01:40.200]  是主賜給每一個熟悉祂的人
[00:01:40.200 --> 00:01:43.480]  去不同的地方來傳揚基督
[00:01:43.480 --> 00:01:45.200]  有人就說
[00:01:45.200 --> 00:01:46.680]  對基督徒來說
[00:01:46.680 --> 00:01:48.120]  我們所做的工作
[00:01:48.120 --> 00:01:51.760]  其實絕大多數是非基督徒都可以做的
[00:01:51.760 --> 00:01:54.520]  譬如你是一個教師
[00:01:54.520 --> 00:01:56.240]  或者一個做工程的
[00:01:56.240 --> 00:01:57.440]  做IT的
[00:01:57.440 --> 00:01:59.440]  或者做文職的工作
[00:01:59.440 --> 00:02:01.040]  你所做的工作
[00:02:01.040 --> 00:02:03.560]  其他非基督徒都可以做的
[00:02:03.560 --> 00:02:06.880]  但唯獨傳福音的工作
[00:02:06.880 --> 00:02:10.120]  非基督徒不可以代替你做的
[00:02:10.120 --> 00:02:14.280]  是必須基督徒才可以將這種寶貴的福音
[00:02:14.280 --> 00:02:16.160]  帶給你身邊很多的人
[00:02:16.160 --> 00:02:17.840]  很多的朋友
[00:02:17.840 --> 00:02:19.000]  當然這樣說
[00:02:19.000 --> 00:02:21.360]  不是說你的工作不重要
[00:02:21.360 --> 00:02:22.640]  而是你記得
[00:02:22.640 --> 00:02:25.000]  你在工作當中
[00:02:25.000 --> 00:02:27.320]  要傳福音
[00:02:27.320 --> 00:02:29.320]  讓福音注入你的生活
[00:02:29.320 --> 00:02:30.280]  以及工作
[00:02:30.280 --> 00:02:33.080]  以及你的崗位裡面
[00:02:33.080 --> 00:02:35.040]  我記得以前有一次
[00:02:35.040 --> 00:02:36.520]  跟一位弟兄一路行街
[00:02:36.520 --> 00:02:38.560]  這位弟兄是一位醫生
[00:02:38.560 --> 00:02:39.240]  走著走著的時候
[00:02:39.240 --> 00:02:41.240]  看到一位長老經過
[00:02:41.240 --> 00:02:43.120]  另一間教會的長老
[00:02:43.120 --> 00:02:44.240]  我跟他聊了幾句
[00:02:44.240 --> 00:02:46.480]  介紹他認識這位弟兄
[00:02:46.480 --> 00:02:48.520]  突然這位長老就轉過頭來
[00:02:48.520 --> 00:02:50.680]  還看著這位弟兄
[00:02:50.680 --> 00:02:53.520]  很凝重地跟他說
[00:02:53.520 --> 00:02:55.440]  他說你做醫生的?
[00:02:55.440 --> 00:02:56.840]  你記住
[00:02:56.840 --> 00:02:59.280]  醫生是你的副業
[00:02:59.280 --> 00:03:00.400]  我突然想
[00:03:00.400 --> 00:03:02.040]  你都不是很認識他
[00:03:02.040 --> 00:03:04.240]  為什麼要說出這種話呢?
[00:03:04.240 --> 00:03:06.040]  但接著他就說
[00:03:06.040 --> 00:03:07.320]  所有基督徒
[00:03:07.320 --> 00:03:08.920]  在你的工作崗位當中
[00:03:08.920 --> 00:03:11.240]  傳福音是你的正業
[00:03:11.240 --> 00:03:14.000]  你的職業是你的副業
[00:03:14.000 --> 00:03:16.000]  這位醫生就在點頭
[00:03:16.000 --> 00:03:18.400]  知道知道
[00:03:18.400 --> 00:03:20.360]  我當時聽的時候
[00:03:20.360 --> 00:03:21.760]  知道這位長老
[00:03:21.760 --> 00:03:23.840]  是帶著一種很真實
[00:03:23.840 --> 00:03:27.240]  對福音的負擔來說出來
[00:03:27.240 --> 00:03:28.640]  沒錯在我們的崗位當中
[00:03:28.640 --> 00:03:30.640]  或者家庭或者工作崗位
[00:03:30.640 --> 00:03:32.440]  我們有神所託付給我們
[00:03:32.440 --> 00:03:35.800]  傳福音的負擔和使命
[00:03:35.800 --> 00:03:38.040]  我們要留心
[00:03:38.040 --> 00:03:39.920]  當然當你不去回應
[00:03:39.920 --> 00:03:41.280]  這個使命的時候
[00:03:41.280 --> 00:03:44.280]  你知道很多人都在回應
[00:03:44.280 --> 00:03:45.720]  不單是基督徒
[00:03:45.720 --> 00:03:49.240]  很多異端都在做他們的工作
[00:03:49.240 --> 00:03:51.400]  有一次我剛剛在維多利亞公園
[00:03:51.400 --> 00:03:53.800]  散步傍晚的時間
[00:03:53.800 --> 00:03:55.520]  看到一張長椅子
[00:03:55.520 --> 00:03:58.240]  上面就有三位男士坐在那裡
[00:03:58.240 --> 00:03:59.200]  我一看
[00:03:59.200 --> 00:04:01.560]  三個一起坐在那裡
[00:04:01.560 --> 00:04:02.920]  一看的時候發覺
[00:04:02.920 --> 00:04:04.120]  原來中間有一個男士
[00:04:04.120 --> 00:04:06.800]  中年人在聽旁邊兩個人
[00:04:06.800 --> 00:04:08.320]  在說話
[00:04:08.320 --> 00:04:10.560]  旁邊兩個人不停西裝
[00:04:10.560 --> 00:04:14.040]  然後襟前有一個牌
[00:04:14.040 --> 00:04:17.440]  你猜到是什麼人嗎?
[00:04:17.440 --> 00:04:19.600]  是摩門教的教士
[00:04:19.600 --> 00:04:21.600]  他們兩個很認真很投入地
[00:04:21.600 --> 00:04:28.200]  跟他說解他們的異端的信仰
[00:04:28.200 --> 00:04:29.760]  在當中我自己有一種感受
[00:04:29.760 --> 00:04:32.720]  就是就算基督徒不傳福音
[00:04:32.720 --> 00:04:34.520]  很多人都在努力地
[00:04:34.520 --> 00:04:40.520]  將人帶進他們認為是真理的地方
[00:04:40.520 --> 00:04:42.400]  在韓國最近一段時間
[00:04:42.400 --> 00:04:45.880]  有些人都在說一個親兄的異端
[00:04:45.880 --> 00:04:49.920]  很明顯是跟聖經真理不同的信念
[00:04:49.920 --> 00:04:51.600]  但在短短幾十年間
[00:04:51.600 --> 00:04:56.880]  他們已經在全韓國開了三百間教會
[00:04:56.880 --> 00:05:00.320]  然後在海外有一百間教會
[00:05:00.320 --> 00:05:04.240]  都是傳播他們異端的信仰
[00:05:04.240 --> 00:05:05.400]  各位靈性姐妹
[00:05:05.400 --> 00:05:08.720]  今天很多人都在努力
[00:05:08.720 --> 00:05:11.080]  但有些不知道他們所傳的
[00:05:11.080 --> 00:05:14.560]  是叫人失去救恩的信仰
[00:05:14.560 --> 00:05:16.960]  但如果你和我是屬神的人
[00:05:16.960 --> 00:05:19.120]  知道我們所信的是什麼
[00:05:19.120 --> 00:05:21.120]  求神給我們恩典、力量
[00:05:21.120 --> 00:05:24.360]  去回應神所託付給我們福音的使命
[00:05:24.360 --> 00:05:26.960]  去傳揚福音
[00:05:26.960 --> 00:05:27.840]  我們今天看的聖經
[00:05:27.840 --> 00:05:30.000]  是特別提到主耶穌告訴我們
[00:05:30.000 --> 00:05:31.600]  莊稼熟了
[00:05:31.600 --> 00:05:33.760]  我們可以去修葛了
[00:05:33.760 --> 00:05:41.680]  大家一起翻開聖經的《約翰福音》第四章
[00:05:41.680 --> 00:05:43.880]  這段主耶穌說的話之前
[00:05:43.880 --> 00:05:46.280]  是說到主和撒瑪利亞人
[00:05:46.280 --> 00:05:48.840]  一位婦人來談道的經過
[00:05:48.840 --> 00:05:50.280]  大家都會熟悉
[00:05:50.280 --> 00:05:51.920]  這段話裡面特別提到的
[00:05:51.920 --> 00:05:54.920]  就是當時這位婦人很驚訝
[00:05:54.920 --> 00:05:56.600]  耶穌向她說話
[00:05:56.600 --> 00:06:02.560]  大家先看四章第九節
[00:06:02.560 --> 00:06:04.480]  撒瑪利亞的婦人對她說
[00:06:04.480 --> 00:06:05.760]  「你既是猶太人
[00:06:05.760 --> 00:06:10.080]  怎麼向我一個撒瑪利亞婦人要水喝?」
[00:06:10.080 --> 00:06:14.480]  原來猶太人和撒瑪利亞人沒有來往
[00:06:14.480 --> 00:06:18.280]  當時主耶穌向這位婦人說話
[00:06:18.280 --> 00:06:19.400]  但是她很驚訝
[00:06:19.400 --> 00:06:21.960]  為什麼要和我說話呢?
[00:06:21.960 --> 00:06:23.640]  撒瑪利亞人大家會知道
[00:06:23.640 --> 00:06:24.880]  在很多年之前
[00:06:24.880 --> 00:06:26.840]  公元前七二二年
[00:06:26.840 --> 00:06:30.560]  以色列的北角他們滅亡了
[00:06:30.560 --> 00:06:32.960]  留下的一些猶太人
[00:06:32.960 --> 00:06:34.200]  希伯來人
[00:06:34.200 --> 00:06:36.480]  他們就和當地很多的異教
[00:06:36.480 --> 00:06:41.600]  或者是一些其他的宗族結婚結合
[00:06:41.600 --> 00:06:43.480]  和這些異族結合之後
[00:06:43.480 --> 00:06:46.080]  就生了撒瑪利亞人
[00:06:46.080 --> 00:06:48.600]  成為了後來的撒瑪利亞族
[00:06:48.600 --> 00:06:51.080]  這些人被猶太人認為是一些
[00:06:51.080 --> 00:06:53.480]  神不會拯救的群體
[00:06:53.480 --> 00:06:56.880]  他們認為他們是救恩以外的人
[00:06:56.880 --> 00:06:59.480]  因此和他們之間沒有來往
[00:06:59.480 --> 00:07:02.400]  甚至是輕視、鄙視他們
[00:07:02.400 --> 00:07:04.160]  所以看到聖經所說
[00:07:04.160 --> 00:07:08.440]  猶太人和撒瑪利亞人沒有來往
[00:07:08.440 --> 00:07:09.120]  不單止這樣
[00:07:09.120 --> 00:07:10.240]  在當時的社會
[00:07:10.240 --> 00:07:12.680]  男士一般很少在街上
[00:07:12.680 --> 00:07:14.520]  和女士傾談
[00:07:14.520 --> 00:07:17.000]  何況是撒瑪利亞的女士
[00:07:17.000 --> 00:07:18.880]  所以當時耶穌所做的事情
