
[00:00:00.000 --> 00:00:05.480]  今天正道的經文是馬可福音4章35到41節
[00:00:05.480 --> 00:00:08.600]  那天晚上耶穌對門徒說
[00:00:08.600 --> 00:00:10.320]  我們渡到對岸去吧
[00:00:10.320 --> 00:00:12.080]  門徒離開眾人
[00:00:12.080 --> 00:00:13.760]  耶穌已在船上
[00:00:13.760 --> 00:00:15.800]  他們就請他一同去
[00:00:15.800 --> 00:00:18.200]  也有別的船和他同行
[00:00:18.200 --> 00:00:20.040]  忽然狂風大作
[00:00:20.040 --> 00:00:21.520]  波浪打入船內
[00:00:21.520 --> 00:00:23.440]  以致船灌滿了水
[00:00:23.440 --> 00:00:25.080]  耶穌在船尾
[00:00:25.080 --> 00:00:26.440]  枕著枕頭睡覺
[00:00:26.440 --> 00:00:28.000]  門徒叫醒他說
[00:00:28.000 --> 00:00:29.280]  老師我們快沒命了
[00:00:29.280 --> 00:00:30.400]  你不管嗎
[00:00:30.400 --> 00:00:31.560]  耶穌醒了
[00:00:31.560 --> 00:00:33.640]  斥責那風向海說
[00:00:33.640 --> 00:00:34.480]  住了吧
[00:00:34.480 --> 00:00:35.560]  靜了吧
[00:00:35.560 --> 00:00:36.760]  風就止住
[00:00:36.760 --> 00:00:38.320]  大大平靜了
[00:00:38.320 --> 00:00:39.840]  耶穌對他們說
[00:00:39.840 --> 00:00:40.960]  為什麼膽怯
[00:00:40.960 --> 00:00:42.720]  你們還沒有信心嗎
[00:00:42.720 --> 00:00:44.440]  他們就非常懼怕
[00:00:44.440 --> 00:00:45.280]  彼此說
[00:00:45.280 --> 00:00:46.480]  這到底是誰
[00:00:46.480 --> 00:00:48.720]  連風和海都聽從他
[00:00:48.720 --> 00:00:51.480]  這是上主的話
[00:00:51.480 --> 00:00:53.640]  各位弟兄姐妹平安
[00:00:53.640 --> 00:00:55.000]  我叫維光
[00:00:55.000 --> 00:00:58.200]  這是第一次來到恩橋堂
[00:00:58.200 --> 00:01:00.840]  又不是第一次來到這個地方
[00:01:00.840 --> 00:01:02.040]  第一次來恩橋堂
[00:01:02.040 --> 00:01:04.880]  因為恩橋堂成立以後
[00:01:04.880 --> 00:01:06.120]  我是第一次來
[00:01:06.120 --> 00:01:08.440]  很榮幸來講道
[00:01:08.440 --> 00:01:09.760]  不是第一次
[00:01:09.760 --> 00:01:11.920]  因為我昨天看過了
[00:01:11.920 --> 00:01:13.440]  十年前
[00:01:13.440 --> 00:01:14.560]  我住在這裡
[00:01:14.560 --> 00:01:18.000]  做一個實習的神學生
[00:01:18.000 --> 00:01:19.800]  在這裡講道第一次
[00:01:19.800 --> 00:01:21.080]  所以十年了
[00:01:21.080 --> 00:01:22.800]  白頭髮也多了
[00:01:22.800 --> 00:01:24.040]  當年在這裡
[00:01:24.040 --> 00:01:25.720]  這裡也有一些墓者
[00:01:25.720 --> 00:01:28.000]  就是當年在鞭打我
[00:01:28.000 --> 00:01:29.480]  不是鞭策我
[00:01:29.480 --> 00:01:32.240]  讓我成為更好的一個神道人
[00:01:32.240 --> 00:01:34.840]  其中一個坐在後面
[00:01:34.840 --> 00:01:36.480]  很高興今天能夠來到
[00:01:36.480 --> 00:01:39.600]  跟大家分享上帝的話語
[00:01:39.600 --> 00:01:41.800]  今天我分享那一段經文
[00:01:41.800 --> 00:01:45.360]  我相信你們非常的熟悉
[00:01:45.360 --> 00:01:46.200]  對吧
[00:01:46.200 --> 00:01:47.480]  肯定聽過
[00:01:47.480 --> 00:01:50.000]  肯定講到查經的時候
[00:01:50.000 --> 00:01:53.880]  有瞭解過這一段經文
[00:01:53.880 --> 00:01:55.720]  但是我想問一下
[00:01:55.720 --> 00:01:58.320]  這一段經文給你的印象
[00:01:58.320 --> 00:02:03.080]  是講什麼的
[00:02:03.080 --> 00:02:04.600]  通常就是四個字
[00:02:04.600 --> 00:02:06.080]  是什麼字
[00:02:06.080 --> 00:02:07.240]  平靜
[00:02:07.240 --> 00:02:07.760]  風浪
[00:02:07.760 --> 00:02:08.720]  對吧
[00:02:08.720 --> 00:02:09.920]  所以我們的印象
[00:02:09.920 --> 00:02:12.400]  這一段經文就是平靜風浪
[00:02:12.400 --> 00:02:14.160]  如果你看聖經
[00:02:14.160 --> 00:02:15.800]  中文的翻譯版
[00:02:15.800 --> 00:02:19.040]  其實他給的標題也是平靜風浪
[00:02:19.040 --> 00:02:21.320]  或者不是平靜風浪的時候
[00:02:21.320 --> 00:02:22.880]  兒童祖日學
[00:02:22.880 --> 00:02:25.760]  也有聽過這個故事的時候
[00:02:25.760 --> 00:02:26.960]  關於什麼
[00:02:26.960 --> 00:02:29.000]  有耶穌在船上
[00:02:29.000 --> 00:02:31.880]  我們就有平安
[00:02:31.880 --> 00:02:34.320]  那今天我們非常希望
[00:02:34.320 --> 00:02:36.160]  再一次來到一段
[00:02:36.160 --> 00:02:38.840]  非常熟悉的經文的時候
[00:02:38.840 --> 00:02:41.000]  願意我們再思想一下
[00:02:41.000 --> 00:02:44.080]  經文是不是講最主要
[00:02:44.080 --> 00:02:46.560]  最主要就是講平靜風浪
[00:02:46.560 --> 00:02:50.040]  或者有耶穌就有平安
[00:02:50.040 --> 00:02:52.360]  讓我們首先有一個禱告
[00:02:52.360 --> 00:02:53.120]  我們的主
[00:02:53.120 --> 00:02:54.320]  我們的上帝
[00:02:54.320 --> 00:02:56.080]  我們非常感謝你
[00:02:56.080 --> 00:02:57.920]  你教會我們再一次
[00:02:57.920 --> 00:03:00.520]  我們奉你的名來崇拜
[00:03:00.520 --> 00:03:01.960]  今天我們每一個人
[00:03:01.960 --> 00:03:03.280]  來到你的面前
[00:03:03.280 --> 00:03:04.720]  無論是坐著的
[00:03:04.720 --> 00:03:05.400]  站著的
[00:03:05.400 --> 00:03:07.240]  我們都是一個敬拜者
[00:03:07.240 --> 00:03:08.840]  幫助我們能夠再一次
[00:03:08.840 --> 00:03:10.480]  來到你花園的面前
[00:03:10.480 --> 00:03:12.120]  全千倍的心
[00:03:12.120 --> 00:03:13.360]  因為今天的經文
[00:03:13.360 --> 00:03:15.360]  實在太熟悉了
[00:03:15.360 --> 00:03:17.200]  我們已經有很多的概念
[00:03:17.200 --> 00:03:19.040]  有很多的想法
[00:03:19.040 --> 00:03:21.960]  但是求聖靈打開我們的心
[00:03:21.960 --> 00:03:24.120]  幫助我們能夠再一次
[00:03:24.120 --> 00:03:25.400]  有你的亮光
[00:03:25.400 --> 00:03:27.440]  明白這一段的經文
[00:03:27.440 --> 00:03:29.320]  感謝你聽我們禱告
[00:03:29.320 --> 00:03:31.240]  封主耶穌基督的名
[00:03:31.240 --> 00:03:32.880]  Amen
[00:03:32.880 --> 00:03:34.640]  那今天的經文一開啓
[00:03:34.640 --> 00:03:35.800]  他就說什麼
[00:03:35.800 --> 00:03:37.760]  那天晚上
