
[00:00:00.000 --> 00:00:03.120]  我們今天會開始講到《馬脫夫人》第五章
[00:00:03.120 --> 00:00:06.000]  第一節到第十六節的經文
[00:00:06.000 --> 00:00:11.200]  其中提到有天國子民的品格和我們的見證
[00:00:11.200 --> 00:00:13.000]  當講到品格和見證之前
[00:00:13.000 --> 00:00:14.480]  節節我們要思想一個問題
[00:00:14.480 --> 00:00:17.200]  就是我們的身份是怎樣
[00:00:17.200 --> 00:00:21.440]  很多時候我們會忘記了我們的身份
[00:00:21.440 --> 00:00:24.040]  有些在北美移民了一段時間
[00:00:24.040 --> 00:00:25.920]  由香港去的弟兄姊妹
[00:00:25.920 --> 00:00:28.480]  他們在美國 我認識了一兩位
[00:00:28.480 --> 00:00:30.480]  他們比較少和華人接觸
[00:00:30.480 --> 00:00:32.480]  多數和美國人接觸
[00:00:32.480 --> 00:00:35.880]  十多年之後他們移民回香港回流
[00:00:35.880 --> 00:00:38.600]  但發覺回來之後很不適應
[00:00:38.600 --> 00:00:41.760]  很喜歡和外國人講英文
[00:00:41.760 --> 00:00:45.160]  不太習慣和中國人講中文
[00:00:45.160 --> 00:00:47.760]  雖然自己本身是中國人 是香港人
[00:00:47.760 --> 00:00:51.440]  但一段長時間之後慢慢發覺自己好像變了
[00:00:51.440 --> 00:00:53.040]  回來之後要很大的適應
[00:00:53.040 --> 00:00:55.640]  才適應這裡的環境
[00:00:55.640 --> 00:00:58.920]  大家都明白人很容易受環境影響
[00:00:58.920 --> 00:01:01.920]  我們很多時候被環境一步一步改變
[00:01:01.920 --> 00:01:04.320]  我們很希望適應環境
[00:01:04.320 --> 00:01:07.000]  但慢慢就忘記了自己
[00:01:07.000 --> 00:01:10.720]  甚至失去了自己的身份
[00:01:10.720 --> 00:01:12.720]  有一本書大家可能會接觸過
[00:01:12.720 --> 00:01:16.040]  是高力富先生所寫的《美景重尋》
[00:01:16.040 --> 00:01:19.320]  這本書的英文名叫《Cinderella with Anesia》
[00:01:19.320 --> 00:01:21.880]  意思就是說一個灰姑娘
[00:01:21.880 --> 00:01:25.040]  她患了失憶症
[00:01:25.040 --> 00:01:27.880]  這個灰姑娘就是指導教會
[00:01:27.880 --> 00:01:31.200]  這本書的封面畫了一個女士
[00:01:31.200 --> 00:01:33.800]  但衣衫藍柳 很難看
[00:01:33.800 --> 00:01:36.280]  拿著一隻玻璃鞋
[00:01:36.280 --> 00:01:39.400]  一面很猶豫的情緒
[00:01:39.400 --> 00:01:42.680]  「啊 為什麼這麼漂亮的玻璃鞋?是誰的呢?」
[00:01:42.680 --> 00:01:45.520]  「好像是我的 又好像不是我的」
[00:01:45.520 --> 00:01:47.560]  這個衣衫藍柳的女士
[00:01:47.560 --> 00:01:51.160]  忘記了她應該是一個雍容華貴
[00:01:51.160 --> 00:01:54.200]  很美貌的一個淑女
[00:01:54.200 --> 00:01:57.320]  她忘記了 不知道為什麼自己穿著玻璃鞋
[00:01:57.320 --> 00:02:01.600]  她忘記了她原來是一個華貴的身份
[00:02:01.600 --> 00:02:03.920]  一個美貌的淑女
[00:02:03.920 --> 00:02:05.720]  這本書提到今次的教會
[00:02:05.720 --> 00:02:08.520]  很多時候忘記了自己的身份
[00:02:08.520 --> 00:02:11.560]  不知道自己原來是這麼高貴 這麼榮耀
[00:02:11.560 --> 00:02:14.400]  以致慢慢失去自己的身份
[00:02:14.400 --> 00:02:16.520]  也談不上什麼見證
[00:02:16.520 --> 00:02:19.840]  什麼生命的見證
[00:02:19.840 --> 00:02:21.840]  當我們思想到自己的身份的時候
[00:02:21.840 --> 00:02:24.440]  我們便知道《馬太方案》第五章
[00:02:24.440 --> 00:02:30.240]  很清楚地將我們自己本身的身份告訴我們
[00:02:30.240 --> 00:02:33.520]  在第一節到第十二節是說八福的信息
[00:02:33.520 --> 00:02:36.520]  而第十三節一開始的時候提到
[00:02:36.520 --> 00:02:38.520]  「你們是世上的炎」
[00:02:38.520 --> 00:02:41.760]  然後說「你們是世上的光」
[00:02:41.760 --> 00:02:46.000]  說完八福之後很清楚地告訴我們
[00:02:46.000 --> 00:02:48.200]  我們是誰呢?
[00:02:48.200 --> 00:02:52.520]  原來我們是世上的炎 我們是世上的光
[00:02:52.520 --> 00:02:54.200]  你喜歡好不喜歡好
[00:02:54.200 --> 00:02:58.920]  你都是世上的炎 你都是世上的光
[00:02:58.920 --> 00:03:03.080]  這是基督徒所領受的從神而來的身份
[00:03:03.080 --> 00:03:05.920]  有時候我們生活在這個世界上
[00:03:05.920 --> 00:03:07.920]  和很多非基督徒來往
[00:03:07.920 --> 00:03:11.160]  有時候我們慢慢覺得我們和他們沒有什麼大分別
[00:03:11.160 --> 00:03:15.360]  似乎忘記了我們都是一個天國的子民
[00:03:15.360 --> 00:03:18.200]  這個重要的身份
[00:03:18.200 --> 00:03:20.800]  在前面提到八福的時候
[00:03:20.800 --> 00:03:23.600]  有人問「八福是什麼呢?」
[00:03:23.600 --> 00:03:25.400]  「八福是不是某些屬靈的偉人」
[00:03:25.400 --> 00:03:29.720]  「他們最特徵性的表現呢?」
[00:03:29.720 --> 00:03:34.200]  我們這些平凡的人談不上什麼八福
[00:03:34.200 --> 00:03:36.200]  有人說「不用想了」
[00:03:36.200 --> 00:03:37.720]  「這些是屬於那些人的」
[00:03:37.720 --> 00:03:40.120]  「我們永遠都不能成為那些人的」
[00:03:40.120 --> 00:03:43.240]  所以覺得八福很遙遠
[00:03:43.240 --> 00:03:45.600]  但八福究竟是什麼呢?
[00:03:45.600 --> 00:03:50.720]  八福簡單來說是帶著恩典的英許
[00:03:50.720 --> 00:03:54.320]  是神要給他的子民的英許
[00:03:54.320 --> 00:03:58.560]  是要給我們領受這些生命的美善的質素
[00:03:58.560 --> 00:04:01.200]  我們憑著信心都可以得著
[00:04:01.200 --> 00:04:05.360]  但我們需要因行朝遠的方向來追求
[00:04:05.360 --> 00:04:08.480]  為什麼我們說八福是帶著恩典的英許呢?
[00:04:08.480 --> 00:04:09.480]  我想大家這個時候
[00:04:09.480 --> 00:04:11.520]  挾著馬蹄福音我們多看一次經文
[00:04:11.520 --> 00:04:17.600]  就是後面的彼得後書第一章
[00:04:17.600 --> 00:04:28.640]  聖經的彼得後書第一章第三節
[00:04:28.640 --> 00:04:31.200]  後書第一章第三節這樣說
[00:04:31.200 --> 00:04:33.400]  「神的神能」
[00:04:33.400 --> 00:04:36.160]  「神聖的能力」
[00:04:36.160 --> 00:04:41.840]  「已將一切關乎生命和乾淨的事賜給我們」
[00:04:41.840 --> 00:04:44.720]  「皆因我們認識那用自己榮耀和美德」
[00:04:44.720 --> 00:04:46.920]  「召我們的主」
[00:04:46.920 --> 00:04:47.920]  第四節
[00:04:47.920 --> 00:04:52.600]  「因此他已將有寶貴又極大的英許賜給我們」
[00:04:52.600 --> 00:04:56.400]  「叫我們既脫離世上從情欲內的敗壞」
[00:04:56.400 --> 00:05:01.240]  「就得與神的聖情有份」
[00:05:01.240 --> 00:05:03.880]  這兩節經文非常之寶貴
[00:05:03.880 --> 00:05:05.600]  聖經告訴我們
[00:05:05.600 --> 00:05:07.000]  神用祂的大能力
[00:05:07.000 --> 00:05:07.920]  神聖的能力
[00:05:07.920 --> 00:05:10.400]  將一切關乎敬虔生命的事情
[00:05:10.400 --> 00:05:14.000]  已經賜給我們
[00:05:14.000 --> 00:05:16.480]  因為我們認識那位用美德
[00:05:16.480 --> 00:05:18.840]  用祂的榮耀召我們的主
[00:05:18.840 --> 00:05:20.440]  用祂的生命的榜樣
[00:05:20.440 --> 00:05:22.440]  立下美好的見證
[00:05:22.440 --> 00:05:24.840]  用祂的榮耀生命
[00:05:24.840 --> 00:05:27.200]  吸引我們呼召我們
[00:05:27.200 --> 00:05:28.360]  而且告訴我們
[00:05:28.360 --> 00:05:34.200]  已將有寶貴又極大的英許賜給我們
[00:05:34.200 --> 00:05:35.920]  是甚麼的英許呢?
[00:05:35.920 --> 00:05:40.120]  是脫離敗壞的生命的情欲
[00:05:40.120 --> 00:05:42.440]  然後與神的聖情
[00:05:42.440 --> 00:05:43.720]  神的美善
[00:05:43.720 --> 00:05:46.600]  神聖的聖情有份
[00:05:46.600 --> 00:05:48.120]  英文是participate
[00:05:48.120 --> 00:05:52.400]  在神的榮耀的聖情當中有份
[00:05:52.400 --> 00:05:53.960]  因此聖經下面一直說
[00:05:53.960 --> 00:05:55.280]  「因此你們要殷勤」
[00:05:55.280 --> 00:05:57.240]  有甚麼要加上甚麼
[00:05:57.240 --> 00:05:58.440]  「一路追求」
[00:05:58.440 --> 00:06:02.440]  因為已經有了英許
[00:06:02.440 --> 00:06:04.600]  我記得在幾年之前
[00:06:04.600 --> 00:06:05.680]  跟一班小朋友
[00:06:05.680 --> 00:06:06.800]  一班舊的弟兄姊妹
[00:06:06.800 --> 00:06:08.120]  去了一個公園
[00:06:08.120 --> 00:06:12.360]  我們一起玩尋找復活蛋遊戲
[00:06:12.360 --> 00:06:14.000]  大家有玩過吧
[00:06:14.000 --> 00:06:15.800]  將復活蛋
[00:06:15.800 --> 00:06:17.480]  其實是塑膠小蛋
[00:06:17.480 --> 00:06:21.640]  將它放在草叢、樹木中間
[00:06:21.640 --> 00:06:22.920]  然後一聲號令
[00:06:22.920 --> 00:06:24.440]  「去找吧!」
[00:06:24.440 --> 00:06:26.040]  小孩子都很興奮
[00:06:26.040 --> 00:06:28.040]  立即到處找
[00:06:28.040 --> 00:06:29.240]  到處找
[00:06:29.240 --> 00:06:30.280]  有一個說「有了!」
[00:06:30.280 --> 00:06:31.120]  有一個很開心
[00:06:31.120 --> 00:06:32.760]  另一個又說「有了!」
[00:06:32.760 --> 00:06:34.880]  有一個說「我沒有了!」
[00:06:34.880 --> 00:06:37.480]  到處找蛋
[00:06:37.480 --> 00:06:38.520]  有一次
[00:06:38.520 --> 00:06:39.560]  過了一段時間後
[00:06:39.560 --> 00:06:41.760]  我的女兒說「爸爸,我也想玩」
[00:06:41.760 --> 00:06:42.680]  但沒有其他人
[00:06:42.680 --> 00:06:44.920]  我帶她去一個公園
[00:06:44.920 --> 00:06:45.720]  這個公園
[00:06:45.720 --> 00:06:48.440]  我和她玩尋找復活蛋遊戲
[00:06:48.440 --> 00:06:49.880]  我叫她躲起來
[00:06:49.880 --> 00:06:52.880]  我到處去收藏蛋
[00:06:52.880 --> 00:06:53.720]  收藏了之後
[00:06:53.720 --> 00:06:54.720]  我告訴她
[00:06:54.720 --> 00:06:56.720]  我收藏了二十隻
[00:06:56.720 --> 00:06:58.640]  你去找吧
[00:06:58.640 --> 00:07:01.680]  我知道你一定找得到
[00:07:01.680 --> 00:07:03.600]  她雙眼望向我
[00:07:03.600 --> 00:07:04.800]  接著「好!」
[00:07:04.800 --> 00:07:06.960]  她很快速地
[00:07:06.960 --> 00:07:09.000]  到處去找
[00:07:09.000 --> 00:07:11.240]  終於被她找回來了
[00:07:11.240 --> 00:07:12.080]  找回來了之後
[00:07:12.080 --> 00:07:12.640]  她很開心
[00:07:12.640 --> 00:07:13.920]  「爸爸,我找到了!」
[00:07:13.920 --> 00:07:17.120]  二十隻蛋都找到了
[00:07:17.120 --> 00:07:18.640]  當我見到她的時候
[00:07:18.640 --> 00:07:20.360]  我心裡的感受
[00:07:20.360 --> 00:07:21.840]  我覺得很安慰
[00:07:21.840 --> 00:07:24.800]  因為她很信任我
[00:07:24.800 --> 00:07:27.640]  她知道我沒有作弄她
[00:07:27.640 --> 00:07:30.040]  是真的把二十隻蛋放好了
[00:07:30.040 --> 00:07:30.840]  告訴她
[00:07:30.840 --> 00:07:32.120]  「是你找得到的」
[00:07:32.120 --> 00:07:33.560]  我知道她的能力
[00:07:33.560 --> 00:07:35.320]  我不會收得很隱蔽
[00:07:35.320 --> 00:07:36.800]  以致她找不到
[00:07:36.800 --> 00:07:38.840]  「是你找得到的」
[00:07:38.840 --> 00:07:41.600]  而且我感受到她那種
[00:07:41.600 --> 00:07:42.160]  尋求
[00:07:42.160 --> 00:07:45.760]  那種要得到的心
[00:07:45.760 --> 00:07:48.600]  因此她很願意積極地去找
[00:07:48.600 --> 00:07:52.560]  最後把所有蛋都找回來了
[00:07:52.560 --> 00:07:54.680]  弟兄姊妹,我想說的
[00:07:54.680 --> 00:07:58.600]  神已經把一切的應許賜給你和我
[00:07:58.600 --> 00:08:00.080]  你不要說我現在很軟弱
[00:08:00.080 --> 00:08:03.160]  我現在很不中用
[00:08:03.160 --> 00:08:04.600]  但是你不要忘記
[00:08:04.600 --> 00:08:07.240]  神已經在你未曾認識祂之前
[00:08:07.240 --> 00:08:09.480]  已經樂意把一切的祝福賜給
[00:08:09.480 --> 00:08:11.520]  凡是信靠祂的人
[00:08:11.520 --> 00:08:13.880]  祂已經把不單止二十隻蛋
[00:08:13.880 --> 00:08:15.960]  把天上地下一切的福氣
[00:08:15.960 --> 00:08:17.880]  已經應許賜給你
