
[00:00:00.000 --> 00:00:11.000]  當耶穌被釘在十字架上,然後去埋葬,三天後從死裡復活,在門徒面前升天,
[00:00:11.000 --> 00:00:17.000]  然後祂說,我怎樣去升上去,也怎樣降臨地上,私人審判。
[00:00:17.000 --> 00:00:27.000]  耶穌也說,當祂再來一個私人審判的那段時間,會有很多異端邪說出來。
[00:00:27.000 --> 00:00:37.000]  有很多人冒著名利說,我在這裡,我在那裡,有很多人就因為這樣的緣故,被引誘離開了上帝的道路上。
[00:00:37.000 --> 00:00:55.000]  當耶穌這句話說了有二千年的時間,在上一個世紀,或這一個世紀裡面,異端邪說的興起的確比過去這麼多年代多了很多。
[00:00:55.000 --> 00:01:08.000]  我舉三個例子,在我二十多年前,在內地探訪一些教會的時候,他告訴我一件這樣的事。
[00:01:08.000 --> 00:01:21.000]  在他的地方裡面,有一些人提倡,耶穌什麼時候,什麼月會回來,在某個省份裡面的某個地方。
[00:01:21.000 --> 00:01:28.000]  現在你們賣掉所有的東西,田地賣掉,什麼都賣掉,都交給我。
[00:01:28.000 --> 00:01:31.000]  跟我一起去迎接耶穌的再來。
[00:01:31.000 --> 00:01:37.000]  當然有一群人就跟著去,真的賣掉所有的田地,所有的東西,交給他。
[00:01:37.000 --> 00:01:47.000]  然後去到這個地方的時候,當然這個人就自動失蹤了,然後就形成了很多的問題,這群人就滯留在這個地方裡面。
[00:01:47.000 --> 00:02:02.000]  然後政府就出動一些資源,再回去自己的家鄉,但是田地就賣掉了,所有的東西都沒有了,那個生活就要再一個很大的安排。
[00:02:02.000 --> 00:02:15.000]  然後在大約十幾年前,我不知道大家有沒有印象,在電視上說,在韓國,某些教派就說,耶穌什麼時候,什麼月,就會在某個地方裡面,會再來。
[00:02:15.000 --> 00:02:25.000]  有很多人也相信,賣掉所有的東西,等待耶穌的再來。
[00:02:25.000 --> 00:02:29.000]  當然在那個時間裡面,耶穌沒有回來。
[00:02:29.000 --> 00:02:38.000]  其實當地政府也很嚴陣以待,某程度,因為的確在歷史裡面發生過一些事情。
[00:02:38.000 --> 00:02:47.000]  當某些教派說,耶穌什麼時候,什麼月,在哪個地方再來,有一群人一起去等待,那個日子來了。
[00:02:47.000 --> 00:02:53.000]  但是到時候沒有出現,到最後這群人就集體自殺。
[00:02:53.000 --> 00:02:56.000]  這個是歷史上真的發生了的事情。
[00:02:56.000 --> 00:03:05.000]  接著再近一點,再近一點就是在內地裡面,現在最大的一個熱點叫做東方閃電。
[00:03:05.000 --> 00:03:12.000]  他說,河南有一個鄧姓女子說,我就是再來的基督。
[00:03:12.000 --> 00:03:20.000]  耶穌就是我,耶穌現在再回來,不是用男子的肉身,而是用女性的身體。
[00:03:20.000 --> 00:03:33.000]  接著這個在全國通行,可以說是外銷,來到外面,中國以外,改了名叫做全民神教會。
[00:03:33.000 --> 00:03:40.000]  很多的異端,邪說都是說,耶穌現在回來,什麼時候會回來。
[00:03:40.000 --> 00:03:45.000]  我應該怎麼去看一些錯誤的教訓,或者錯誤的道理呢?
[00:03:45.000 --> 00:03:58.000]  其實在初期教會,在保羅那個年代裡面,其實都已經有不少的人去說,耶穌已經回來了,耶穌現在已經回來了。
[00:03:58.000 --> 00:04:00.000]  末日的日子已經到了。
[00:04:00.000 --> 00:04:05.000]  所以保羅在這裡,可以說是貼在後書上糾正這個錯誤。
[00:04:05.000 --> 00:04:10.000]  保羅說,耶穌再回來的時候會有什麼樣的情況出現呢?
[00:04:10.000 --> 00:04:16.000]  其實在這段經文的上文,保羅說到,耶穌的確會再回來。
[00:04:16.000 --> 00:04:24.000]  耶穌的降臨是會施行一個公義的審判,完成祂救贖的最後一個工作。
[00:04:24.000 --> 00:04:32.000]  但是有些人就說,現在就是這個日子,保羅就在這裡說,這些人的謬誤是什麼呢?
[00:04:32.000 --> 00:04:48.000]  在第一第二節說,弟兄們,論到我們主耶穌基督降臨,和我們到他那裡聚集,我勸你們,無論有靈有言語,有沒有我們的書信,說主的日子現在到了,不要輕而動心,也不要驚慌。
[00:04:48.000 --> 00:04:57.000]  保羅在這裡說,耶穌再來的時候,祂是會召集我們,其實是在召集我們到祂那裡。
[00:04:57.000 --> 00:05:01.000]  所以耶穌來的時候,是不會不知道的。
[00:05:01.000 --> 00:05:04.000]  如果有人跟你說,耶穌回來了,你知不知道?
[00:05:04.000 --> 00:05:10.000]  這樣說一定是錯誤的,因為耶穌是會主動召集我們到祂那裡。
[00:05:10.000 --> 00:05:18.000]  第二方面,保羅也說,無論有靈有言語,有沒有我們的書信,在這裡說了有不同的方式。
[00:05:18.000 --> 00:05:24.000]  有些人可能說,我有上帝的啟示,知道耶穌什麼時候什麼月什麼時候再回來。
[00:05:24.000 --> 00:05:31.000]  又或者,他自己說出一些教導,一些教訓,又或者,沒有我們的書信。
[00:05:31.000 --> 00:05:40.000]  有些人可能沒有保羅的名義,去寫出一些書信,但不是保羅所寫的內容。
[00:05:40.000 --> 00:05:46.000]  又或者,有些人去誤解了保羅所寫的書信的一些內容。
[00:05:46.000 --> 00:05:57.000]  無論什麼方式,無論什麼形式,保羅說,用任何形式說主的日子現在到了,都是錯的。
[00:05:57.000 --> 00:06:03.000]  保羅其實在指出,我們不要那麼容易被人欺騙。
[00:06:03.000 --> 00:06:09.000]  接著保羅說,當耶穌再來的日子,會有什麼事情發生呢?
[00:06:09.000 --> 00:06:18.000]  就在第三、第四節,保羅說出當時會有什麼情況,會有顯現。
[00:06:18.000 --> 00:06:20.000]  保羅說,有兩個情況會出現。
[00:06:20.000 --> 00:06:27.000]  第一,就是會有整體的離道反教的事情,在第三、第四節,保羅說。
[00:06:27.000 --> 00:06:38.000]  一個離道反教,應該不是指在教會裡面的人,他們大規模的不相信上帝,不相信福音,離開主耶穌。
[00:06:38.000 --> 00:06:45.000]  應該是指整個社會裡面有一種敵對上帝的力量,或者那種生活。
[00:06:45.000 --> 00:06:50.000]  整個社會,大規模的去活躍上帝。
[00:06:50.000 --> 00:06:56.000]  接著在這個過程裡面,會有一個大罪人出現。
[00:06:56.000 --> 00:07:01.000]  這個大罪人有時候會說成是一個不法者,一個無法無天的人。
[00:07:01.000 --> 00:07:06.000]  保羅在這裡說,這個人有什麼特性呢?
[00:07:06.000 --> 00:07:09.000]  這個人的特性是高抬自擊。
[00:07:09.000 --> 00:07:14.000]  高抬自擊到一個地步就是,與上帝同等,我就是上帝。
[00:07:14.000 --> 00:07:19.000]  在上帝的殿中自稱是神。
[00:07:19.000 --> 00:07:26.000]  在這裡保羅說出,在末後的日子,有這兩個情況出現。
[00:07:26.000 --> 00:07:31.000]  但是當然,保羅說,這個情況到了沒有呢?還沒有。
[00:07:31.000 --> 00:07:37.000]  所以在第五至第七節,保羅說出了一件這樣的事情。
[00:07:37.000 --> 00:07:44.000]  他說在第五至第七節,我還在你們那裡的時候,陳伯姐姐是告訴你們,你們不記得嗎?
[00:07:44.000 --> 00:08:02.000]  現在你們也知道,那攔阻她的是什麼,叫她到了的時候,才得以顯露,因為那不法的引義已經發動,只是現在有一個攔阻,等到那攔阻的被除去。
[00:08:02.000 --> 00:08:09.000]  保羅說,那個大罪人還沒有出現。
[00:08:09.000 --> 00:08:13.000]  為什麼還沒有出現呢?因為有攔阻。
[00:08:13.000 --> 00:08:16.000]  有攔阻,誰攔阻呢?上帝攔阻。
[00:08:16.000 --> 00:08:20.000]  某程度上,我們不知道那個攔阻是什麼。
[00:08:20.000 --> 00:08:28.000]  保羅在這裡沒有說,因為保羅在第五節說,我在你們之前已經告訴你們了。
[00:08:28.000 --> 00:08:34.000]  所以保羅寫貼薩諾尼加後書的內容,貼薩諾尼加信徒是會知道的。
[00:08:34.000 --> 00:08:44.000]  他們知道保羅說什麼,但因為我們沒有他們的背景,所以我們有些內容,我們真的不太知道,究竟那個攔阻是什麼。
[00:08:44.000 --> 00:08:47.000]  所以有很多人估計,這個攔阻是什麼呢?
[00:08:47.000 --> 00:08:58.000]  最少舉出了十個可能性,就是攔阻在這裡,所以這個大規模的離道反教的事和這個大罪人還沒有出現。
[00:08:58.000 --> 00:09:14.000]  但是無論我們如何去理解這個攔阻也好,很明顯這是上帝讓這件事發生的,是攔阻著這個大罪人在這個時間出現。
[00:09:14.000 --> 00:09:20.000]  我們可以這樣說,為什麼上帝攔阻呢?其實是給人有機會去悔改。
[00:09:20.000 --> 00:09:27.000]  所以曾經說,如果上帝現在這個時間到了,人就有悔改的機會,就渺茫了。
[00:09:27.000 --> 00:09:38.000]  所以這個延遲的背後,這個攔阻的背後,顯示上帝仍然給機會人有一個悔改的機會。
[00:09:38.000 --> 00:09:49.000]  當然有些人就說這個攔阻可能是上帝差弼的天使去阻止撒旦的一些工作,以至這個最壞的情況還沒有出現。
[00:09:49.000 --> 00:09:58.000]  不過保羅在這裡說,雖然最壞的情況還沒有出現,但是不代表現在的情況他沒有工作。
[00:09:58.000 --> 00:10:01.000]  不代表他沒有工作,到最後他才有工作。
[00:10:01.000 --> 00:10:11.000]  保羅說,不法的引義已經發動,撒旦那個邪惡的力量或工作已經開始了,一路前行。
[00:10:11.000 --> 00:10:17.000]  其實保羅說了一句話,對當時的人是真的不難理解的。
[00:10:17.000 --> 00:10:28.000]  因為在我們不是很容易理解,但是保羅在那個年代,你想一下,教會初建立的時候,猶太教的領袖迫害他們。
[00:10:28.000 --> 00:10:39.000]  羅馬的帝國用政治的力量去迫害基督徒,保羅是有這個權利,拿著政治的力量去捉拿一些相信耶穌的人。
[00:10:39.000 --> 00:10:46.000]  所以在當時的教會的信徒去體驗經文,其實真的不是很抽離。
[00:10:46.000 --> 00:10:53.000]  他們很感受這個不法的引義已經發動,邪惡的力量已經在對付我們這些相信耶穌的人。
[00:10:53.000 --> 00:11:06.000]  保羅說,撒旦的工作已經開始了,一路預備最後的損益和大罪人的出現。
[00:11:06.000 --> 00:11:18.000]  保羅繼續帶出了這個過程,第八節,保羅說,這個不法者出現的時候會是怎樣呢?
[00:11:18.000 --> 00:11:27.000]  其實第九至十二節是說大罪人出現的時候會做些什麼,但是在說他做些什麼之前,先說他的結局。
[00:11:27.000 --> 00:11:37.000]  在第八節說,那時這不法的人必顯露出來,主耶穌要用口中的氣滅絕他,用降臨的榮光廢掉他。
[00:11:37.000 --> 00:11:44.000]  保羅為什麼要在第八節就說這個不法者或者大罪人的結局呢?
[00:11:44.000 --> 00:11:54.000]  其實是對當時的信徒一個安慰,因為在說邪惡的力量是很大的,邪惡的力量是不斷擴展的。
[00:11:54.000 --> 00:12:03.000]  所以保羅在說,你們不用擔心,因為耶穌已經戰勝了撒旦,已經戰勝了罪惡,已經戰勝了死亡。
[00:12:03.000 --> 00:12:16.000]  所以在第五至第七節已經開始說,其實一切的時間都仍然在上帝的掌管當中,一切都沒有失控,沒有失控。
[00:12:16.000 --> 00:12:26.000]  這是對一班信徒一個很大的信心的表達,不用擔心,因為上帝仍然在掌管全局。
[00:12:26.000 --> 00:12:37.000]  保羅沒有渲染任何細節,大家有沒有想過,如果是我寫小說,你寫小說,寫到這裡一定會寫很多精彩的細節出來,
[00:12:37.000 --> 00:12:42.000]  怎樣去對付這個大罪人,一定是很好看的小說。
[00:12:42.000 --> 00:12:50.000]  但是保羅不是這樣,保羅沒有渲染任何細節,保羅只是說結局,一說就說重點。
[00:12:50.000 --> 00:13:00.000]  重點就是,這個大罪人好像有很多的力量,但是其實耶穌已經戰勝了打敗這個大罪人。
[00:13:00.000 --> 00:13:06.000]  接著在第九至第十節,保羅繼續說,這個大罪人出現的時候會做些什麼呢?
[00:13:06.000 --> 00:13:25.000]  「這不法的人來到,是按照撒旦的運動,行各樣的異能神蹟,和一切虛假的歧視,並且在那沉淪的人身上,行各樣出於不義的詭詐,因為他們不領受愛真理的心,使他們得救。」
[00:13:25.000 --> 00:13:37.000]  在這裡保羅說,這個大罪人出現,是按照撒旦的運動,也就是說,其實他和撒旦所做的工作都是一樣的。
[00:13:37.000 --> 00:13:45.000]  他會行很多的歧視,好像耶穌在地上,藉著神蹟歧視去彰顯上帝的角度。
[00:13:45.000 --> 00:13:55.000]  這個大罪人的出現,都會仿照耶穌所做的事情,以致引誘其他人離開上帝。
[00:13:55.000 --> 00:14:02.000]  可以說是主耶穌的翻版,即是模仿耶穌所作的事情。
[00:14:02.000 --> 00:14:07.000]  所以他才在聖殿當中自稱是上帝。
[00:14:07.000 --> 00:14:10.000]  這個人出現的時候,會有什麼情況呢?
[00:14:10.000 --> 00:14:19.000]  或者那個時候,有很多人去看見他所行的二林神蹟,然後跟隨他。
[00:14:19.000 --> 00:14:22.000]  「這群人不領受愛真理的心。」
[00:14:22.000 --> 00:14:27.000]  保羅在這裡用了「不領受愛真理的心」,更加強烈。
[00:14:27.000 --> 00:14:33.000]  不是說他們拒絕,連他們想知道什麼是真理,或者擁有真理的心都沒有。
[00:14:33.000 --> 00:14:36.000]  是一個很強的表達。
[00:14:36.000 --> 00:14:43.000]  這個大罪人的出現,就是誘惑其他人離開上帝。
[00:14:43.000 --> 00:14:47.000]  有一大群人都會跟隨這個人。
[00:14:47.000 --> 00:14:48.000]  結局是怎樣呢?
[00:14:48.000 --> 00:14:51.000]  第十一節說:
[00:14:51.000 --> 00:15:02.000]  「故此,神就給他們一個生發錯誤的心,叫他們順從虛方,使一切不信真理,賭喜愛不義的人都被定罪。」
[00:15:02.000 --> 00:15:11.000]  在這裡說到,這群人去看見一些邪惡的力量,或者是一個大罪人,就跟隨了他。
[00:15:11.000 --> 00:15:15.000]  跟隨他的錯誤,在生活上也遠離上帝。
[00:15:15.000 --> 00:15:21.000]  到一個地步,上帝就容讓他們這個心,這個麻木的心繼續下去。
[00:15:21.000 --> 00:15:26.000]  這個麻木的心,或者容讓他們的心繼續下去,其實也是一個審判。
