
[00:00:00.000 --> 00:00:03.000]  我們大家一起再打開聖經
[00:00:03.000 --> 00:00:06.000]  我們看回剛才我們讀過的史弗所書第一章
[00:00:06.000 --> 00:00:10.000]  我們今天都思想教會有關的真理
[00:00:10.000 --> 00:00:16.000]  當我們看聖經裏面講述到教會的時候
[00:00:16.000 --> 00:00:21.000]  我們自然都會問究竟教會是甚麼
[00:00:21.000 --> 00:00:24.000]  好像一個很簡單的問題
[00:00:24.000 --> 00:00:26.000]  其實是一個極其重要的問題
[00:00:26.000 --> 00:00:31.000]  有人以為教會只是社會上的一些社團之一
[00:00:31.000 --> 00:00:33.000]  一些組織之一
[00:00:33.000 --> 00:00:38.000]  甚至以為教會只是一些壓力團體
[00:00:38.000 --> 00:00:41.000]  要對這個社會有一些壓力
[00:00:41.000 --> 00:00:43.000]  以致能夠壓力到教會
[00:00:43.000 --> 00:00:47.000]  壓力到社會能夠做一些應做的事情
[00:00:47.000 --> 00:00:50.000]  沒錯教會在地上有一個見證
[00:00:50.000 --> 00:00:57.000]  但是教會真正的本質是一個屬靈的群體
[00:00:57.000 --> 00:00:59.000]  Spiritual body
[00:00:59.000 --> 00:01:01.000]  是一個屬靈的群體
[00:01:01.000 --> 00:01:04.000]  因為它是屬於神的
[00:01:04.000 --> 00:01:06.000]  教會裏面的每一個人
[00:01:06.000 --> 00:01:09.000]  都領受神給我們的呼召
[00:01:09.000 --> 00:01:12.000]  是歸屬於耶穌基督
[00:01:12.000 --> 00:01:14.000]  我們都是夢召
[00:01:14.000 --> 00:01:17.000]  是進入耶穌基督的生命裏面
[00:01:17.000 --> 00:01:20.000]  所以我們是一個屬靈的群體
[00:01:20.000 --> 00:01:22.000]  而且你和我曾經說到
[00:01:22.000 --> 00:01:26.000]  我們是成為教會作基督的身體
[00:01:26.000 --> 00:01:33.000]  是講述到教會和基督的一種極深刻的聯合
[00:01:33.000 --> 00:01:36.000]  這次你發覺我們和神之間
[00:01:36.000 --> 00:01:38.000]  有一種很特別的生命關係
[00:01:38.000 --> 00:01:40.000]  我們屬於祂
[00:01:40.000 --> 00:01:42.000]  而祂在我們中間
[00:01:42.000 --> 00:01:44.000]  與我們同在
[00:01:44.000 --> 00:01:45.000]  祂愛我們
[00:01:45.000 --> 00:01:47.000]  因為我們是祂的身體
[00:01:47.000 --> 00:01:53.000]  而我們也可以直接與祂有聯繫
[00:01:53.000 --> 00:01:55.000]  甚至曾經好像今天的主題所說
[00:01:55.000 --> 00:02:00.000]  教會是那充滿萬有者所充滿的
[00:02:00.000 --> 00:02:02.000]  神的心意讓耶穌基督
[00:02:02.000 --> 00:02:04.000]  一位充滿萬有者
[00:02:04.000 --> 00:02:07.000]  意味著祂的絕對掌權
[00:02:07.000 --> 00:02:11.000]  亦都是一切的豐盛的源頭
[00:02:11.000 --> 00:02:14.000]  一位充滿萬有者
[00:02:14.000 --> 00:02:16.000]  祂充滿了教會
[00:02:16.000 --> 00:02:18.000]  亦表示祂一切的豐盛
[00:02:18.000 --> 00:02:22.000]  同樣充滿在教會裏面
[00:02:22.000 --> 00:02:24.000]  當你思想的時候
[00:02:24.000 --> 00:02:27.000]  你會想到這是極大的奧秘
[00:02:27.000 --> 00:02:30.000]  是神極奇妙的恩惠
[00:02:30.000 --> 00:02:32.000]  讓教會成為祂的身體
[00:02:32.000 --> 00:02:35.000]  成為了祂充滿的所在
[00:02:35.000 --> 00:02:36.000]  沒錯
[00:02:36.000 --> 00:02:38.000]  今天我們在教會裏面
[00:02:38.000 --> 00:02:40.000]  都會見到很多問題
[00:02:40.000 --> 00:02:42.000]  很多人的事
[00:02:42.000 --> 00:02:44.000]  很多錯誤
[00:02:44.000 --> 00:02:46.000]  很多不足的問題
[00:02:46.000 --> 00:02:48.000]  但我們仍然知道
[00:02:48.000 --> 00:02:53.000]  教會仍然是一個正在成長的基督身體
[00:02:53.000 --> 00:02:54.000]  它在成長過程當中
[00:02:54.000 --> 00:02:56.000]  又軟弱又不足
[00:02:56.000 --> 00:02:58.000]  但它正在成長的一個方向
[00:02:58.000 --> 00:03:01.000]  是神必定會作成的
[00:03:01.000 --> 00:03:04.000]  就是基督的身體
[00:03:04.000 --> 00:03:05.000]  因此很多時候
[00:03:05.000 --> 00:03:06.000]  當我們去看聖經的時候
[00:03:06.000 --> 00:03:09.000]  聖經叫我們不要忘記教會的本質
[00:03:09.000 --> 00:03:11.000]  那個身份
[00:03:11.000 --> 00:03:12.000]  因此不要灰心
[00:03:12.000 --> 00:03:16.000]  不要被眼前那種情況影響了你
[00:03:16.000 --> 00:03:18.000]  你仍然是放膽
[00:03:18.000 --> 00:03:22.000]  向著這個目標去尋求
[00:03:22.000 --> 00:03:23.000]  因為背後知道
[00:03:23.000 --> 00:03:28.000]  神一定會按照祂的計劃成全
[00:03:28.000 --> 00:03:30.000]  祂的旨意是不會改變的
[00:03:30.000 --> 00:03:32.000]  亦都沒有任何的力量
[00:03:32.000 --> 00:03:34.000]  包括你和我的軟弱
[00:03:34.000 --> 00:03:37.000]  可以改變神的計劃
[00:03:37.000 --> 00:03:45.000]  神定義讓他的教會成為了榮耀的基督的身輔
[00:03:45.000 --> 00:03:47.000]  因此我們很多時候
[00:03:47.000 --> 00:03:50.000]  當看到聖經這方面的教導的時候
[00:03:50.000 --> 00:03:52.000]  有一個很大的提醒
[00:03:52.000 --> 00:03:55.000]  為教會祈禱
[00:03:55.000 --> 00:03:56.000]  不單單為自己祈禱
[00:03:56.000 --> 00:03:58.000]  為教會祈禱
[00:03:58.000 --> 00:04:00.000]  因為知道這個祈禱
[00:04:00.000 --> 00:04:03.000]  是要配合著神的計劃
[00:04:03.000 --> 00:04:05.000]  好像我們以前曾經提及過
[00:04:05.000 --> 00:04:06.000]  讀《但願理書》的時候
[00:04:06.000 --> 00:04:07.000]  你見到「但願理」
[00:04:07.000 --> 00:04:09.000]  知道神的計劃
[00:04:09.000 --> 00:04:11.000]  神的旨意就是讓猶太人
[00:04:11.000 --> 00:04:14.000]  被擄七十年之後會怎樣?
[00:04:14.000 --> 00:04:18.000]  會被帶領回歸自己的故土
[00:04:18.000 --> 00:04:21.000]  因此他就迫切地祈禱
[00:04:21.000 --> 00:04:22.000]  他不會說這件事
[00:04:22.000 --> 00:04:23.000]  神會處理好
[00:04:23.000 --> 00:04:24.000]  我不用理會了
[00:04:24.000 --> 00:04:27.000]  而是他更加深切地祈求
[00:04:27.000 --> 00:04:30.000]  表達出他那份信心
[00:04:30.000 --> 00:04:32.000]  願意接受神的計劃
[00:04:32.000 --> 00:04:34.000]  然後神就用他的禱告
[00:04:34.000 --> 00:04:36.000]  成全這件事
