
[00:00:00.000 --> 00:00:02.000]  今天早上
[00:00:02.000 --> 00:00:07.500]  我們一同領受自己的話語
[00:00:07.500 --> 00:00:11.800]  求主預備我們每一個人的心
[00:00:11.800 --> 00:00:21.000]  也求我們的老師聖靈來親自地教導我們
[00:00:21.000 --> 00:00:29.500]  請大家回到約翰福音第十五章
[00:00:29.500 --> 00:00:33.500]  在這章裏面
[00:00:33.500 --> 00:00:41.500]  我們要看基督徒和族之間的五同的關係
[00:00:41.500 --> 00:00:47.500]  用五個名字代表出來
[00:00:47.500 --> 00:00:49.500]  第一個名字
[00:00:49.500 --> 00:00:54.500]  我們是葡萄樹的枝子
[00:00:54.500 --> 00:01:00.500]  族是葡萄樹 我們是樹上的枝子
[00:01:00.500 --> 00:01:02.500]  第二個名字
[00:01:02.500 --> 00:01:06.500]  我們是族的門徒
[00:01:06.500 --> 00:01:08.500]  第三個名字
[00:01:08.500 --> 00:01:11.500]  我們是族的朋友
[00:01:11.500 --> 00:01:13.500]  第四個名字
[00:01:13.500 --> 00:01:16.500]  我們是族的僕人
[00:01:16.500 --> 00:01:18.500]  第五個名字
[00:01:18.500 --> 00:01:21.500]  我們是族的賤徒
[00:01:21.500 --> 00:01:29.500]  這五個名字我過去在本堂已經提過好幾次了
[00:01:29.500 --> 00:01:32.500]  因為很重要
[00:01:32.500 --> 00:01:39.500]  今天我要集體關於這五個名稱的主耶穌
[00:01:39.500 --> 00:01:48.500]  每一個名稱都提到兩個重點
[00:01:48.500 --> 00:01:55.500]  我要集中在每一個名稱的兩個重點上
[00:01:55.500 --> 00:02:01.500]  我們先低頭禱告
[00:02:01.500 --> 00:02:06.500]  主耶穌基督你是真理的主 生命的主 道路的主
[00:02:06.500 --> 00:02:10.500]  你的話語中看見道路 真理 生命
[00:02:10.500 --> 00:02:14.500]  而這些都在你自己裏面
[00:02:14.500 --> 00:02:18.500]  我們願意在你的裏面近身登高
[00:02:18.500 --> 00:02:24.500]  讓我們更了解 體會 掌握你的真理
[00:02:24.500 --> 00:02:26.500]  和對我們的旨意
[00:02:26.500 --> 00:02:28.500]  感謝你
[00:02:28.500 --> 00:02:33.500]  使我們與你之間有這樣寶貴的 完全的關係
[00:02:33.500 --> 00:02:35.500]  求保護是聖靈
[00:02:35.500 --> 00:02:37.500]  在這短短的時間裏面
[00:02:37.500 --> 00:02:39.500]  親自的教導我們
[00:02:39.500 --> 00:02:43.500]  教我們的心中有所領受
[00:02:43.500 --> 00:02:45.500]  請你幫助你的兩個孩子
[00:02:45.500 --> 00:02:47.500]  把你的話語傳達的清楚
[00:02:47.500 --> 00:02:51.500]  我們一同領受奉祝的命禱告
[00:02:51.500 --> 00:02:56.500]  好 現在我們看第一重的關係
[00:02:56.500 --> 00:02:58.500]  現在我們看第一重的關係
[00:02:58.500 --> 00:03:00.500]  第一節
[00:03:00.500 --> 00:03:05.500]  我是真葡萄樹 我父是栽培的人
[00:03:05.500 --> 00:03:07.500]  再看第五節
[00:03:07.500 --> 00:03:09.500]  我們再看第五節
[00:03:09.500 --> 00:03:12.500]  我是葡萄樹 母們是枝樹
[00:03:12.500 --> 00:03:15.500]  常常我裏面的愛 常常在他裏面
[00:03:15.500 --> 00:03:17.500]  且人就多見果子
[00:03:17.500 --> 00:03:20.500]  因為你了我 靈魂就不能作琛芒
[00:03:20.500 --> 00:03:22.500]  第一節主耶穌說
