
[00:00:00.000 --> 00:00:02.000]  我們提思想就是
[00:00:02.000 --> 00:00:07.000]  曾經提到怎樣尋求主去作供
[00:00:07.000 --> 00:00:10.840]  在我們很多教徒的不同學習裏面
[00:00:10.840 --> 00:00:12.840]  常常提及一件事情
[00:00:12.840 --> 00:00:15.440]  就是當我們在世上工作的時候
[00:00:15.440 --> 00:00:17.440]  好像在建立一些工程
[00:00:17.440 --> 00:00:20.000]  或者叫做生命的工程
[00:00:20.000 --> 00:00:23.440]  這種工程有兩種可能的後果
[00:00:23.440 --> 00:00:26.940]  一種就是我們建立起金銀寶石
[00:00:26.940 --> 00:00:28.940]  很堅固的工程
[00:00:28.940 --> 00:00:32.940]  另一種就是我們會建立起草木和街
[00:00:32.940 --> 00:00:36.440]  會很快很短暫地消失的工程
[00:00:36.440 --> 00:00:39.440]  我現在就解釋甚麼是草木和街
[00:00:39.440 --> 00:00:42.440]  就是當人憑著自己的意思
[00:00:42.440 --> 00:00:45.440]  只是按自己個人的意思
[00:00:45.440 --> 00:00:48.440]  憑著自己的力量去做的事情
[00:00:48.440 --> 00:00:50.940]  很多都是草木和街
[00:00:50.940 --> 00:00:52.440]  相對來說
[00:00:52.440 --> 00:00:55.440]  當我們何時是憑著神的力量
[00:00:55.440 --> 00:00:58.440]  按照祂的旨意所做的事情
[00:00:58.440 --> 00:01:00.940]  就是金銀寶石的工程
[00:01:00.940 --> 00:01:03.440]  是能夠存到永遠的
[00:01:03.440 --> 00:01:05.940]  是永遠被堅立的
[00:01:05.940 --> 00:01:07.440]  或者換一句話說
[00:01:07.440 --> 00:01:09.440]  當神作供的時候
[00:01:09.440 --> 00:01:12.940]  所做的事情就是永遠堅立
[00:01:12.940 --> 00:01:15.440]  而我們配合著神所作的供
[00:01:15.440 --> 00:01:16.940]  而我們手上所作的供
[00:01:16.940 --> 00:01:18.940]  都被神堅立
[00:01:18.940 --> 00:01:20.440]  相對來說
[00:01:20.440 --> 00:01:21.940]  我們做我們自己的供
[00:01:21.940 --> 00:01:23.440]  不理會神的旨意
[00:01:23.440 --> 00:01:26.440]  很多時候有表面上的成果
[00:01:26.440 --> 00:01:28.940]  但是很快就會被拆毀
[00:01:28.940 --> 00:01:31.440]  很快就會消失
[00:01:31.440 --> 00:01:33.440]  所以電影節目在你人生的路上
[00:01:33.440 --> 00:01:34.440]  常常問一個問題
[00:01:34.440 --> 00:01:37.940]  就是我建造的是金銀寶石
[00:01:37.940 --> 00:01:40.440]  還是草木和街
[00:01:40.440 --> 00:01:43.940]  這個我也要常常問自己的問題
[00:01:43.940 --> 00:01:45.440]  在《藏寺記》第十一章
[00:01:45.440 --> 00:01:46.440]  大家一定記得
[00:01:46.440 --> 00:01:50.440]  在當中人要建造一個甚麼塔
[00:01:50.440 --> 00:01:51.440]  巴別塔
[00:01:51.440 --> 00:01:52.940]  要建造一個巴別塔
[00:01:52.940 --> 00:01:55.440]  要塔頂通天的
[00:01:55.440 --> 00:01:59.440]  但是人要去傳自己的名
[00:01:59.440 --> 00:02:04.440]  很想能夠因此團結起世上的各人
[00:02:04.440 --> 00:02:07.440]  但是卻沒有高舉神的名
[00:02:07.440 --> 00:02:09.440]  當人要高舉自己的名
[00:02:09.440 --> 00:02:11.440]  沒有高舉神的名的時候
[00:02:11.440 --> 00:02:16.440]  反而神要將他們分散在全世界的各地
[00:02:16.440 --> 00:02:19.440]  是分散不是團結
[00:02:19.440 --> 00:02:22.440]  因此巴別塔象徵著人自己的工程
[00:02:22.440 --> 00:02:25.940]  而神始終要拆毀這些工程
[00:02:25.940 --> 00:02:28.440]  但是在十一章的尾章的時候
[00:02:28.440 --> 00:02:30.440]  有一個很不同的描寫
[00:02:30.440 --> 00:02:31.440]  就是一個人物
[00:02:31.440 --> 00:02:33.440]  大家認識就是亞伯蘭
[00:02:33.440 --> 00:02:35.440]  後來的亞伯拉罕
[00:02:35.440 --> 00:02:36.440]  聖體的亞伯蘭
[00:02:36.440 --> 00:02:38.440]  神揀選他
[00:02:38.440 --> 00:02:40.440]  神賜福給他
[00:02:40.440 --> 00:02:43.440]  以他順服神的心意離開自己的本地
[00:02:43.440 --> 00:02:44.940]  本族本鄉
[00:02:44.940 --> 00:02:46.440]  在那個時候你就會發覺
[00:02:46.440 --> 00:02:52.440]  神因此因為他賜福給後代萬族萬邦
[00:02:52.440 --> 00:02:54.440]  不是他自己的工程
[00:02:54.440 --> 00:02:57.440]  他只是按照神的意思來跟隨神
[00:02:57.440 --> 00:03:00.440]  神就讓他成為多人的祝福
[00:03:00.440 --> 00:03:02.440]  成為永恆的祝福
[00:03:02.440 --> 00:03:04.440]  一個很大的對比
[00:03:04.440 --> 00:03:06.440]  巴別塔和亞伯蘭的祝福
[00:03:06.440 --> 00:03:08.440]  是一個很大的對比
[00:03:08.440 --> 00:03:10.440]  而今天你在人生的路上
[00:03:10.440 --> 00:03:11.440]  都要問一個問題
[00:03:11.440 --> 00:03:14.440]  我今天是要建造巴別塔
[00:03:14.440 --> 00:03:16.440]  還是順從神
[00:03:16.440 --> 00:03:18.440]  領受永恆的祝福
[00:03:18.440 --> 00:03:20.440]  當我們看《詩篇》127篇的時候
[00:03:20.440 --> 00:03:23.440]  正正帶著這樣的心境去思想
[00:03:23.440 --> 00:03:27.440]  若不是耶和華建造房屋
[00:03:27.440 --> 00:03:29.440]  建造的人就什麼呢
[00:03:29.440 --> 00:03:32.440]  枉然奴隸
[00:03:32.440 --> 00:03:35.440]  在《聖經》127篇裡面提到三方面
[00:03:35.440 --> 00:03:37.440]  人生很重要的追求
[00:03:37.440 --> 00:03:38.440]  第一
[00:03:38.440 --> 00:03:40.440]  在建造房屋
[00:03:40.440 --> 00:03:44.440]  建立一些個人的成就
[00:03:44.440 --> 00:03:49.440]  得到一些個人的肯定和價值
[00:03:49.440 --> 00:03:51.440]  房屋不單單是一座房屋
[00:03:51.440 --> 00:03:53.440]  代表著很多很多人
[00:03:53.440 --> 00:03:56.440]  在地上要有的成就成果
[00:03:56.440 --> 00:03:58.440]  是人所追求的
[00:03:58.440 --> 00:03:59.440]  第二
[00:03:59.440 --> 00:04:00.440]  《聖經》所提及的
[00:04:00.440 --> 00:04:02.440]  若不是耶和華看守城池
[00:04:02.440 --> 00:04:03.440]  看守
[00:04:03.440 --> 00:04:05.440]  看守正是代表著
[00:04:05.440 --> 00:04:08.440]  很多人所渴望得到的保障
[00:04:08.440 --> 00:04:11.440]  得到一份的安全感
[00:04:11.440 --> 00:04:13.440]  很多人用很多方法
[00:04:13.440 --> 00:04:16.440]  去買一些很特別的房屋
[00:04:16.440 --> 00:04:19.440]  讓自己能夠安書在裡面
[00:04:19.440 --> 00:04:20.440]  一些豪宅
[00:04:20.440 --> 00:04:22.440]  教授很多閉路電視
[00:04:22.440 --> 00:04:24.440]  很多的景光站在門口
[00:04:24.440 --> 00:04:27.440]  希望自己得到安全
[00:04:27.440 --> 00:04:29.440]  人尋求保障
[00:04:29.440 --> 00:04:30.440]  第三
[00:04:30.440 --> 00:04:33.440]  《聖經》提及在第三節說兒女
[00:04:33.440 --> 00:04:37.440]  好像代表著人不斷想建立自己的家室
[00:04:37.440 --> 00:04:40.440]  得到個人的一種感情的滿足
[00:04:40.440 --> 00:04:44.440]  又或者讓自己的生命可以延伸出去
[00:04:44.440 --> 00:04:45.440]  這三方面
[00:04:45.440 --> 00:04:50.440]  正是很多人在人生裡面重要的追求
[00:04:50.440 --> 00:04:52.440]  建立成就
[00:04:52.440 --> 00:04:54.440]  尋求保障
[00:04:54.440 --> 00:04:56.440]  得到家室
[00:04:56.440 --> 00:04:59.440]  得到生命的延伸
[00:04:59.440 --> 00:05:00.440]  當提到這些事的時候
[00:05:00.440 --> 00:05:03.440]  《聖經》就提及到兒女的問題
[00:05:03.440 --> 00:05:06.440]  就表面看好像第一第二節是一個主題
[00:05:06.440 --> 00:05:09.440]  三至五節是另一個主題
[00:05:09.440 --> 00:05:11.440]  但當《聖經》提到家室
[00:05:11.440 --> 00:05:14.440]  和提到房屋的時候
[00:05:14.440 --> 00:05:17.440]  其實兒女之間很密切的關係
[00:05:17.440 --> 00:05:18.440]  大家也許還記得
[00:05:18.440 --> 00:05:21.440]  當大衛為神建造聖殿
[00:05:21.440 --> 00:05:22.440]  起了一個心意
[00:05:22.440 --> 00:05:24.440]  很想為神建造聖殿
[00:05:24.440 --> 00:05:25.440]  但是神告訴他
[00:05:25.440 --> 00:05:26.440]  不是你建造
[00:05:26.440 --> 00:05:28.440]  是誰建造呢?
[00:05:28.440 --> 00:05:30.440]  是所羅門去建造
[00:05:30.440 --> 00:05:32.440]  但是神預立了他的心意
[00:05:32.440 --> 00:05:33.440]  然後告訴他
[00:05:33.440 --> 00:05:39.440]  我願意為你建立家室
[00:05:39.440 --> 00:05:42.440]  神因此賜福他的後代
[00:05:42.440 --> 00:05:44.440]  聖殿和家室
[00:05:44.440 --> 00:05:45.440]  如果大家記得
[00:05:45.440 --> 00:05:47.440]  在我們之前曾經提及
[00:05:47.440 --> 00:05:51.440]  兩個字在原來的文字是一個字
[00:05:51.440 --> 00:05:54.440]  因此聖殿和家室是同一件事情
[00:05:54.440 --> 00:05:56.440]  這樣你也理解
[00:05:56.440 --> 00:05:57.440]  因此在教育裡面
[00:05:57.440 --> 00:06:00.440]  有時候將房屋和家室
[00:06:00.440 --> 00:06:03.440]  這兩個觀念是相連的
[00:06:03.440 --> 00:06:05.440]  當你再看回《聖經》的時候
[00:06:05.440 --> 00:06:07.440]  你會發覺《聖經》還有在第一節提到
[00:06:07.440 --> 00:06:09.440]  「建造的人」
[00:06:09.440 --> 00:06:12.440]  和第三節的「兒女」
[00:06:12.440 --> 00:06:15.440]  這兩個字原來的文字很相似
[00:06:15.440 --> 00:06:18.440]  只是相差一個字母
[00:06:18.440 --> 00:06:20.440]  好像使人很想將這些事情
[00:06:20.440 --> 00:06:21.440]  放在一起
[00:06:21.440 --> 00:06:23.440]  讓我們感受這個關係
[00:06:23.440 --> 00:06:25.440]  我想問問大家
[00:06:25.440 --> 00:06:29.440]  一個人當他想生兒育女的時候
[00:06:29.440 --> 00:06:32.440]  他可不可以自己完全地
[00:06:32.440 --> 00:06:34.440]  控制著一切的時間表
[00:06:34.440 --> 00:06:37.440]  我結婚三年零兩個月
[00:06:37.440 --> 00:06:39.440]  我要生一個兒子
[00:06:39.440 --> 00:06:42.440]  這個兒子十個月之後出生
[00:06:42.440 --> 00:06:45.440]  然後再過兩年我要生一個女兒
[00:06:45.440 --> 00:06:46.440]  這樣就停止了
[00:06:46.440 --> 00:06:49.440]  接著就很滿足了
[00:06:49.440 --> 00:06:51.440]  沒錯我們可以有些計劃
[00:06:51.440 --> 00:06:53.440]  但是最終成事的
[00:06:53.440 --> 00:06:56.440]  絕對不是出於人的計劃
[00:06:56.440 --> 00:06:59.440]  胎兒在福裡面成人
[00:06:59.440 --> 00:07:02.440]  在母親的懷中成長
[00:07:02.440 --> 00:07:05.440]  完全是神自己的工作
[00:07:05.440 --> 00:07:07.440]  不是人所能夠操控
[00:07:07.440 --> 00:07:10.440]  我很記得當我自己
[00:07:10.440 --> 00:07:12.440]  很多年之前我兒子出生的時候
[00:07:12.440 --> 00:07:16.440]  我有機會在產房陪著太太
[00:07:16.440 --> 00:07:18.440]  見證我寶寶的出生
[00:07:18.440 --> 00:07:21.440]  一見到寶寶出生的時候
[00:07:21.440 --> 00:07:23.440]  就覺得很驚訝
[00:07:23.440 --> 00:07:25.440]  為什麼會成功的
[00:07:25.440 --> 00:07:28.440]  怎麼可以在母福裡面
[00:07:28.440 --> 00:07:30.440]  生出一個寶寶
[00:07:30.440 --> 00:07:33.440]  有手有腳有眼有耳有口有鼻
[00:07:33.440 --> 00:07:35.440]  為什麼這麼奇妙呢
[00:07:35.440 --> 00:07:38.440]  當然你說很平常
[00:07:38.440 --> 00:07:41.440]  只不過是因為我們習以為常
[00:07:41.440 --> 00:07:45.440]  但其實這件事正是極之奇妙的事情
[00:07:45.440 --> 00:07:50.440]  我已經提到孩子必然是神所賜的產業
[00:07:50.440 --> 00:07:52.440]  不是人自己憑自己的計劃
[00:07:52.440 --> 00:07:56.440]  自己的思維就可以產生出來
[00:07:56.440 --> 00:07:59.440]  因此我們發現聖經將三件事情並排
[00:07:59.440 --> 00:08:00.440]  建立一些成就
[00:08:00.440 --> 00:08:02.440]  尋求一些安全感
[00:08:02.440 --> 00:08:04.440]  或者是生兒育女
[00:08:04.440 --> 00:08:06.440]  都完全是神的工作
[00:08:06.440 --> 00:08:09.440]  沒錯我們可以側邊配合著
[00:08:09.440 --> 00:08:13.440]  但必須神自己作供才會成全
[00:08:13.440 --> 00:08:16.440]  所以我們發覺聖經在第一節有三個字
[00:08:16.440 --> 00:08:18.440]  哪三個字呢
[00:08:18.440 --> 00:08:20.440]  若不是
[00:08:20.440 --> 00:08:23.440]  英文就說unless
[00:08:23.440 --> 00:08:25.440]  如果不是神工作
[00:08:25.440 --> 00:08:27.440]  我們所做一切都會徒然
[00:08:27.440 --> 00:08:29.440]  如果不是神看守
[00:08:29.440 --> 00:08:31.440]  我們所做的一切就枉然
[00:08:31.440 --> 00:08:34.440]  枉然勞力枉然警醒
[00:08:34.440 --> 00:08:40.440]  第三第二節中間說本是枉然
[00:08:40.440 --> 00:08:43.440]  我記得有一次看一篇文章
[00:08:43.440 --> 00:08:45.440]  一位日本的宣教士
[00:08:45.440 --> 00:08:47.440]  他就說到他在一個地區工作
[00:08:47.440 --> 00:08:50.440]  但他需要轉去另一個新的地區
[00:08:50.440 --> 00:08:52.440]  但他很關心這班弟兄姊妹
[00:08:52.440 --> 00:08:55.440]  因為沒有其他人可以繼續幫他們
[00:08:55.440 --> 00:08:58.440]  但其中一對夫婦比較成熟
[00:08:58.440 --> 00:09:00.440]  因此他們就邀請一對夫婦
[00:09:00.440 --> 00:09:01.440]  開放他們的家庭
[00:09:01.440 --> 00:09:03.440]  因為他們沒有自己的教會
[00:09:03.440 --> 00:09:05.440]  就預備讓這班弟兄姊妹
[00:09:05.440 --> 00:09:08.440]  在家庭當中繼續有茶經聚會
[00:09:08.440 --> 00:09:11.440]  當這對宣教士和夫婦談的時候
[00:09:11.440 --> 00:09:14.440]  他們就很擔心
[00:09:14.440 --> 00:09:16.440]  他們就拒絕
[00:09:16.440 --> 00:09:19.440]  他們說我們不可以開放家庭
[00:09:19.440 --> 00:09:20.440]  因為我們開放家庭
[00:09:20.440 --> 00:09:22.440]  人家知道有教徒在聚會
[00:09:22.440 --> 00:09:25.440]  他們就不會讓我再租這個地方
[00:09:25.440 --> 00:09:28.440]  大家知道日本的教徒比例很低
[00:09:28.440 --> 00:09:31.440]  很多地方有些對教徒的抗拒
[00:09:31.440 --> 00:09:32.440]  他說不行的
[00:09:32.440 --> 00:09:35.440]  我們一定會沒有房子住
[00:09:35.440 --> 00:09:36.440]  宣教士多方的鼓勵他們
[00:09:36.440 --> 00:09:38.440]  一直勸告他們
[00:09:38.440 --> 00:09:40.440]  但都沒有辦法
[00:09:40.440 --> 00:09:41.440]  當要快要搬離的時候
[00:09:41.440 --> 00:09:42.440]  他們很焦急
[00:09:42.440 --> 00:09:44.440]  有一個晚上突然間
[00:09:44.440 --> 00:09:47.440]  一件事就把他們一個小寶寶醒了
[00:09:47.440 --> 00:09:49.440]  一直醒了睡不著
[00:09:49.440 --> 00:09:51.440]  宣教士夫婦起來之後
[00:09:51.440 --> 00:09:53.440]  就只能夠一直照顧寶寶
[00:09:53.440 --> 00:09:54.440]  心裡一直祈禱
[00:09:54.440 --> 00:09:55.440]  求你感動他們
[00:09:55.440 --> 00:09:58.440]  感動他們接受這個邀請
[00:09:58.440 --> 00:10:03.440]  突然間一位宣教士太太就有一個想法
[00:10:03.440 --> 00:10:06.440]  神啊 求你給她一個夢
[00:10:06.440 --> 00:10:08.440]  給她一個夢境
[00:10:08.440 --> 00:10:09.440]  讓她夢裡面知道
[00:10:09.440 --> 00:10:12.440]  你歡喜她侍奉你
[00:10:12.440 --> 00:10:13.440]  他們就會有感動
[00:10:13.440 --> 00:10:15.440]  就可以參與服侍
[00:10:15.440 --> 00:10:17.440]  一直這樣祈禱
[00:10:17.440 --> 00:10:20.440]  到第二天下午的時候
[00:10:20.440 --> 00:10:22.440]  收到這對夫婦的電話
[00:10:22.440 --> 00:10:26.440]  宣教士說我們昨晚做了一個夢
[00:10:26.440 --> 00:10:28.440]  他們真的做了一個夢
[00:10:28.440 --> 00:10:31.440]  他說夢見神好像跟我們說話
[00:10:31.440 --> 00:10:33.440]  在地上寫字
[00:10:33.440 --> 00:10:35.440]  他說原來神會日本文
[00:10:35.440 --> 00:10:38.440]  他在地上寫日本文
[00:10:38.440 --> 00:10:41.440]  寫著《馬太福音》第五章
[00:10:41.440 --> 00:10:44.440]  然後寫著《加拿大書》第一章
[00:10:44.440 --> 00:10:46.440]  他們起來就很害怕
[00:10:46.440 --> 00:10:47.440]  馬上拿起半成經
[00:10:47.440 --> 00:10:50.440]  就讀《加拿大書》第一章
[00:10:50.440 --> 00:10:53.440]  一讀第一章的時候
[00:10:53.440 --> 00:10:54.440]  讀到第十節
[00:10:54.440 --> 00:10:55.440]  聖經就說
[00:10:55.440 --> 00:10:58.440]  我現在是要得人的心
[00:10:58.440 --> 00:11:01.440]  還是要得神的心
[00:11:01.440 --> 00:11:04.440]  我若是仍然討人的歡喜
[00:11:04.440 --> 00:11:07.440]  我就不是神的僕人
[00:11:07.440 --> 00:11:10.440]  他們的心很受提醒
[00:11:10.440 --> 00:11:13.440]  他們說我們不是要討鄰舍的歡心
[00:11:13.440 --> 00:11:15.440]  是要討神的歡心
[00:11:15.440 --> 00:11:17.440]  然後再讀《馬太福音》第五章
[00:11:17.440 --> 00:11:19.440]  登山補訓的時候
[00:11:19.440 --> 00:11:21.440]  他們的心很受感動
[00:11:21.440 --> 00:11:23.440]  覺得神的真理很寶貴
[00:11:23.440 --> 00:11:25.440]  因此打電話告訴宣教士
[00:11:25.440 --> 00:11:27.440]  我們開放家裡了
[00:11:27.440 --> 00:11:30.440]  我們可以幫忙帶茶經
[00:11:30.440 --> 00:11:33.440]  就這樣這個茶經班繼續
[00:11:33.440 --> 00:11:34.440]  經過一段日子
[00:11:34.440 --> 00:11:37.440]  宣教士再回到原本的地方
[00:11:37.440 --> 00:11:39.440]  再探望這對夫婦
[00:11:39.440 --> 00:11:40.440]  他們就告訴宣教士
[00:11:40.440 --> 00:11:41.440]  感謝神
[00:11:41.440 --> 00:11:43.440]  現在人數增加
[00:11:43.440 --> 00:11:45.440]  茶經班很興旺
[00:11:45.440 --> 00:11:47.440]  也沒有人來投訴我們
[00:11:47.440 --> 00:11:51.440]  我們的房屋還是在這裡
