
[00:00:00.000 --> 00:00:03.000]  我們一同來低頭禱告
[00:00:03.000 --> 00:00:06.000]  天父我們再次來朝見你
[00:00:06.000 --> 00:00:08.000]  求你繼續藉著你的話語
[00:00:08.000 --> 00:00:11.000]  來提醒 幫助和引導
[00:00:11.000 --> 00:00:15.000]  使我們遵行 並且能夠得你的喜悅
[00:00:15.000 --> 00:00:17.000]  也繼續引導我們以下的時間
[00:00:17.000 --> 00:00:22.000]  使我們所分享的都能夠成為幫助和力量
[00:00:22.000 --> 00:00:24.000]  我們這樣在你面前的禱告
[00:00:24.000 --> 00:00:26.000]  奉耶穌基督的聖名
[00:00:26.000 --> 00:00:30.000]  奉耶穌基督的聖名
[00:00:30.000 --> 00:00:32.000]  弟兄姊妹平安
[00:00:32.000 --> 00:00:36.000]  有一句問候的話要告訴大家
[00:00:36.000 --> 00:00:40.000]  每天送你三件寶
[00:00:40.000 --> 00:00:43.000]  平安喜樂沒煩惱
[00:00:43.000 --> 00:00:44.000]  記住了沒有
[00:00:44.000 --> 00:00:47.000]  等會你要向你周圍的人來說的
[00:00:47.000 --> 00:00:51.000]  每天送你三件寶
[00:00:51.000 --> 00:00:55.000]  平安喜樂沒煩惱
[00:00:55.000 --> 00:00:58.000]  請你對你旁邊的人問候他一下
[00:00:58.000 --> 00:01:06.000]  每天送你三件寶
[00:01:06.000 --> 00:01:08.000]  我想問弟兄姊妹
[00:01:08.000 --> 00:01:11.000]  這三樣東西誰賜給我們的
[00:01:11.000 --> 00:01:15.000]  平安喜樂沒煩惱
[00:01:15.000 --> 00:01:18.000]  其實在我們的生命裡面
[00:01:18.000 --> 00:01:24.000]  有很多東西裡面的比外面的重要
[00:01:24.000 --> 00:01:28.000]  但是我們人是經常去追求哪裡
[00:01:28.000 --> 00:01:30.000]  外面的東西
[00:01:30.000 --> 00:01:32.000]  但是真正告訴你的
[00:01:32.000 --> 00:01:34.000]  裡面的比外面的重要
[00:01:34.000 --> 00:01:35.000]  所以你看
[00:01:35.000 --> 00:01:38.000]  平安喜樂沒煩惱
[00:01:38.000 --> 00:01:41.000]  這是上帝賜給我們的
[00:01:41.000 --> 00:01:43.000]  也是每一天神賜給我們
[00:01:43.000 --> 00:01:46.000]  很重要的禮物和恩典
[00:01:46.000 --> 00:01:50.000]  今天我和大家分享了兩節的經文
[00:01:50.000 --> 00:01:52.000]  這兩節經文的話
[00:01:52.000 --> 00:01:56.000]  其實記載在彼得後書裡面
[00:01:56.000 --> 00:01:57.000]  其實彼得書信裡面
[00:01:57.000 --> 00:02:00.000]  有一個很重要的主題
[00:02:00.000 --> 00:02:02.000]  因為當時的人
[00:02:02.000 --> 00:02:05.000]  他們知道是寄居在這個世界
[00:02:05.000 --> 00:02:09.000]  並且他們是流散在不同的地方
[00:02:09.000 --> 00:02:12.000]  所以當彼得信了耶穌基督之後
[00:02:12.000 --> 00:02:14.000]  也告訴弟兄姊妹
[00:02:14.000 --> 00:02:15.000]  當我們的信仰
[00:02:15.000 --> 00:02:17.000]  其實在這個世界上
[00:02:17.000 --> 00:02:20.000]  是不停的移動的
[00:02:20.000 --> 00:02:23.000]  我想之前大家生活在哪裡
[00:02:23.000 --> 00:02:25.000]  出生地是一個地方
[00:02:25.000 --> 00:02:27.000]  讀書是一個地方
[00:02:27.000 --> 00:02:29.000]  工作是一個地方
[00:02:29.000 --> 00:02:32.000]  即使我們今天面對的世界
[00:02:32.000 --> 00:02:34.000]  是一個移動的世界
[00:02:34.000 --> 00:02:38.000]  並且你自己也不斷的在移動當中
[00:02:38.000 --> 00:02:39.000]  我呢
[00:02:39.000 --> 00:02:42.000]  這個原產地是在福建
[00:02:42.000 --> 00:02:44.000]  讀完書之後
[00:02:44.000 --> 00:02:45.000]  讀完高中之後
[00:02:45.000 --> 00:02:47.000]  就要開始移動
[00:02:47.000 --> 00:02:49.000]  所以就去了北京讀書
[00:02:49.000 --> 00:02:50.000]  北京讀完書之後
[00:02:50.000 --> 00:02:53.000]  我就回到了福建的福州
[00:02:53.000 --> 00:02:54.000]  福州之後
[00:02:54.000 --> 00:02:55.000]  待了幾年
[00:02:55.000 --> 00:02:57.000]  工作了幾年
[00:02:57.000 --> 00:03:00.000]  我就開始移動到香港來
[00:03:00.000 --> 00:03:02.000]  所以我在中文大學讀書
[00:03:02.000 --> 00:03:03.000]  讀神學
[00:03:03.000 --> 00:03:04.000]  讀完之後
[00:03:04.000 --> 00:03:06.000]  我又移動回去了
[00:03:06.000 --> 00:03:07.000]  回去的話
[00:03:07.000 --> 00:03:08.000]  在神學院教書
[00:03:08.000 --> 00:03:11.000]  教了九年到十年
[00:03:11.000 --> 00:03:12.000]  剛好有個機會
[00:03:12.000 --> 00:03:15.000]  我又移動回來了
[00:03:15.000 --> 00:03:17.000]  但我不知道下一站是在哪裡
[00:03:17.000 --> 00:03:19.000]  因為我們每個人都是在
[00:03:19.000 --> 00:03:22.000]  聚居和移動的當中
[00:03:22.000 --> 00:03:23.000]  但是呢
[00:03:23.000 --> 00:03:25.000]  在彼得書信裡面告訴我們
[00:03:25.000 --> 00:03:28.000]  雖然是在聚居跟移動的當中
[00:03:28.000 --> 00:03:31.000]  但那個信仰在我們的裡面
[00:03:31.000 --> 00:03:34.000]  它是伴隨我們的
[00:03:34.000 --> 00:03:37.000]  特別在彼得後書的話
[00:03:37.000 --> 00:03:38.000]  當我們講到
[00:03:38.000 --> 00:03:40.000]  我們的生命裡面
[00:03:40.000 --> 00:03:42.000]  會遇上很多的難處
[00:03:42.000 --> 00:03:44.000]  我們會遇上
[00:03:44.000 --> 00:03:47.000]  可能是內憂外患
[00:03:47.000 --> 00:03:50.000]  好多的事情可能不斷的發生
[00:03:50.000 --> 00:03:51.000]  但是呢
[00:03:51.000 --> 00:03:54.000]  在彼得後書裡面怎麼說呢
[00:03:54.000 --> 00:03:57.000]  它特別強調的一點是什麼
[00:03:57.000 --> 00:04:00.000]  因為當時在教會的裡面
[00:04:00.000 --> 00:04:02.000]  出現了假先知
[00:04:02.000 --> 00:04:04.000]  假師父
[00:04:04.000 --> 00:04:07.000]  但是彼得要告訴弟兄姊妹
[00:04:07.000 --> 00:04:09.000]  我們怎麼樣去判斷
[00:04:09.000 --> 00:04:11.000]  這些假的東西
[00:04:11.000 --> 00:04:13.000]  弟兄姊妹
[00:04:13.000 --> 00:04:16.000]  真跟假很容易分嗎
[00:04:16.000 --> 00:04:18.000]  很不容易分的
[00:04:18.000 --> 00:04:19.000]  因為我們生活在一個
[00:04:19.000 --> 00:04:22.000]  假的世界裡面
[00:04:22.000 --> 00:04:24.000]  大家有沒有收過一些
[00:04:24.000 --> 00:04:28.000]  假冒的東西呢
[00:04:28.000 --> 00:04:32.000]  之前大家有沒有收過假錢
[00:04:32.000 --> 00:04:33.000]  假錢嘛
[00:04:33.000 --> 00:04:35.000]  在中國國內大陸的話
[00:04:35.000 --> 00:04:37.000]  有的時候我們經常收到假錢
[00:04:37.000 --> 00:04:41.000]  那個假錢的話是很不一樣的
[00:04:41.000 --> 00:04:43.000]  我太太在銀行裡
[00:04:43.000 --> 00:04:45.000]  原先在銀行工作
[00:04:45.000 --> 00:04:46.000]  她每一天都要數錢的
[00:04:46.000 --> 00:04:48.000]  因為她最後要做總結的
[00:04:48.000 --> 00:04:50.000]  要將那個錢數
[00:04:50.000 --> 00:04:51.000]  數什麼
[00:04:51.000 --> 00:04:53.000]  整天的銀行的最後的帳
[00:04:53.000 --> 00:04:55.000]  她要負責寫下去
[00:04:55.000 --> 00:04:57.000]  所以她要負責數錢
[00:04:57.000 --> 00:04:58.000]  於是我就問她
[00:04:58.000 --> 00:05:01.000]  你怎麼知道是真錢假錢
[00:05:01.000 --> 00:05:03.000]  人民幣
[00:05:03.000 --> 00:05:04.000]  她就說
[00:05:04.000 --> 00:05:06.000]  我只要認識真的就可以了
[00:05:06.000 --> 00:05:08.000]  假的
[00:05:08.000 --> 00:05:11.000]  我真的一種就可以
[00:05:11.000 --> 00:05:13.000]  假的可以有好多種
[00:05:13.000 --> 00:05:16.000]  那我說你又怎麼判斷外幣呢
[00:05:16.000 --> 00:05:18.000]  她說外幣就艱難了
[00:05:18.000 --> 00:05:21.000]  人民幣跟外幣的話就很難判斷
[00:05:21.000 --> 00:05:24.000]  所以當我孩子成長的過程當中
[00:05:24.000 --> 00:05:26.000]  因為媽媽在銀行工作
[00:05:26.000 --> 00:05:27.000]  所以就要教導孩子怎麼樣
[00:05:27.000 --> 00:05:31.000]  判斷人民幣真錢跟假錢
[00:05:31.000 --> 00:05:33.000]  然後就叫他用手摸
[00:05:33.000 --> 00:05:35.000]  然後用手指彈聽什麼聲音
[00:05:35.000 --> 00:05:38.000]  然後對摺好多的就教他
[00:05:38.000 --> 00:05:40.000]  有一年過年
[00:05:40.000 --> 00:05:43.000]  有一個叔叔就拿了個紅包給他
[00:05:43.000 --> 00:05:46.000]  他就打開了那個紅包
[00:05:46.000 --> 00:05:47.000]  打開完之後
[00:05:47.000 --> 00:05:50.000]  他覺得這一百塊不對勁
[00:05:50.000 --> 00:05:51.000]  然後就過來跟我講
[00:05:51.000 --> 00:05:54.000]  爸爸這張可能是假的
[00:05:54.000 --> 00:05:55.000]  我說怎麼看假呢
[00:05:55.000 --> 00:05:57.000]  你看這個魂路不對
[00:05:57.000 --> 00:05:58.000]  這個手感也不對
[00:05:58.000 --> 00:06:00.000]  什麼都不對
[00:06:00.000 --> 00:06:01.000]  那我說好
[00:06:01.000 --> 00:06:02.000]  那你還給叔叔好不好
[00:06:02.000 --> 00:06:05.000]  叫叔叔換一張給你
[00:06:05.000 --> 00:06:07.000]  最後那個叔叔換了一張真的給他
[00:06:07.000 --> 00:06:09.000]  假的就還給他了
[00:06:09.000 --> 00:06:11.000]  其實在這個世界當中
[00:06:11.000 --> 00:06:13.000]  假的東西很多
[00:06:13.000 --> 00:06:15.000]  彼得在那個年代裡面
[00:06:15.000 --> 00:06:19.000]  他面對假先知假師父的出現
[00:06:19.000 --> 00:06:21.000]  於是彼得就教導他
[00:06:21.000 --> 00:06:24.000]  真的東西是什麼
[00:06:24.000 --> 00:06:28.000]  於是在聖經的彼得後書的第二章裡面
[00:06:28.000 --> 00:06:29.000]  就講到了什麼
[00:06:29.000 --> 00:06:33.000]  當時面對假先知假師父的時候
[00:06:33.000 --> 00:06:38.000]  彼得就先把假的東西告訴弟兄姊妹
[00:06:38.000 --> 00:06:42.000]  然後把真的東西也告訴他們
[00:06:42.000 --> 00:06:44.000]  叫弟兄姊妹去怎麼樣
[00:06:44.000 --> 00:06:46.000]  去判斷
[00:06:46.000 --> 00:06:48.000]  到底我們面對這個世界的時候
[00:06:48.000 --> 00:06:50.000]  什麼是正面的
[00:06:50.000 --> 00:06:52.000]  什麼是反面的
[00:06:52.000 --> 00:06:54.000]  在第二章的裡面
[00:06:54.000 --> 00:06:57.000]  特別講到了好多的東西
[00:06:57.000 --> 00:06:58.000]  從正面的來講
[00:06:58.000 --> 00:07:02.000]  他特別記載了聖經當中的那些人物
[00:07:02.000 --> 00:07:06.000]  因為聖經的人物是給我們很多的提醒的
[00:07:06.000 --> 00:07:09.000]  好的我們是要學的
[00:07:09.000 --> 00:07:14.000]  壞的東西是給我們做借鑒的功能的
[00:07:14.000 --> 00:07:15.000]  所以你看
[00:07:15.000 --> 00:07:17.000]  一開始的時候在第二章裡面
[00:07:17.000 --> 00:07:20.000]  他就講了正面的一些東西
[00:07:20.000 --> 00:07:23.000]  特別在洪水的年代裡面
[00:07:23.000 --> 00:07:27.000]  他提到了挪亞這一家人
[00:07:27.000 --> 00:07:30.000]  挪亞這一家人最後怎麼樣呢
[00:07:30.000 --> 00:07:33.000]  他們八口就得了上帝的拯救
[00:07:33.000 --> 00:07:34.000]  也就是講
[00:07:34.000 --> 00:07:37.000]  當一個人在混亂的世界裡面
[00:07:37.000 --> 00:07:42.000]  如果他堅持上帝的公義的話
[00:07:42.000 --> 00:07:44.000]  這個結果是什麼
[00:07:44.000 --> 00:07:45.000]  聖經裡面就記載
[00:07:45.000 --> 00:07:50.000]  這一家人就在那個彎曲背逆的時代裡面
[00:07:50.000 --> 00:07:53.000]  他們被上帝拯救了
[00:07:53.000 --> 00:07:54.000]  也就是說
