
[00:00:00.000 --> 00:00:01.600]  大家知道我們這段時間
[00:00:01.600 --> 00:00:04.400]  一直在思考以色列的經文
[00:00:04.400 --> 00:00:08.000]  我們今天會一起再想到第五章
[00:00:08.000 --> 00:00:12.000]  就是當以色列人他們在重建聖殿的過程中
[00:00:12.000 --> 00:00:14.800]  神怎樣來幫助他們
[00:00:14.800 --> 00:00:17.000]  他們怎樣來放膽
[00:00:17.000 --> 00:00:19.400]  來面對困難
[00:00:19.400 --> 00:00:22.000]  而經歷神給他們的保守
[00:00:22.000 --> 00:00:26.000]  我今天想簡單提兩方面的重點
[00:00:26.000 --> 00:00:28.600]  第一方面我想和大家分享的就是
[00:00:28.600 --> 00:00:34.000]  我們看到神自己幫助那些順從祂的人
[00:00:34.000 --> 00:00:37.200]  當我們順從上帝去侍奉祂的時候
[00:00:37.200 --> 00:00:39.400]  祂要幫助我們
[00:00:39.400 --> 00:00:42.600]  第二方面我會和大家分享的就是
[00:00:42.600 --> 00:00:46.200]  你發覺在那種過程裡面
[00:00:46.200 --> 00:00:50.400]  是可以去經歷神給我們的膽量
[00:00:50.400 --> 00:00:54.800]  放膽面對著侍奉神中間的困難
[00:00:54.800 --> 00:01:00.400]  而去在其中經歷神給我們的保守
[00:01:00.400 --> 00:01:04.000]  我們記得我們上次一直提及哈該書的時候
[00:01:04.000 --> 00:01:10.600]  當時很多的人他們很想來放下這件事情
[00:01:10.600 --> 00:01:13.000]  他們因為面對著一些困難
[00:01:13.000 --> 00:01:18.200]  因為大家記得就是當時很多敵人來攻擊他們
[00:01:18.200 --> 00:01:23.000]  去向君王來控告他們
[00:01:23.000 --> 00:01:26.600]  因此他們的建造工程就暫停了
[00:01:26.600 --> 00:01:29.600]  一停就停了16年的時間
[00:01:29.600 --> 00:01:32.600]  16年之後神興起了哈該先知
[00:01:32.600 --> 00:01:36.000]  要來鼓勵他們再次興起來
[00:01:36.000 --> 00:01:39.400]  來做聖殿的重建工作
[00:01:39.400 --> 00:01:44.600]  所以大家再看聖經的第五章
[00:01:44.600 --> 00:01:47.800]  在這裡聖經要再次重覆提到
[00:01:47.800 --> 00:01:52.200]  那時哈該先知和易多的兒子撒加利亞先知
[00:01:52.200 --> 00:01:54.000]  奉以色列神的名
[00:01:54.000 --> 00:02:00.400]  向在猶大地和耶路撒冷的猶大人傳講信息
[00:02:00.400 --> 00:02:04.400]  聖經當時很清楚講到神興起了先知
[00:02:04.400 --> 00:02:07.400]  雖然沒錯他們放下了這件事情很多年了
[00:02:07.400 --> 00:02:09.200]  但是神仍然幫助他們
[00:02:09.200 --> 00:02:13.400]  感動他們的心來重建聖殿
[00:02:13.400 --> 00:02:16.200]  聖經提及到他們是奉主的名
[00:02:16.200 --> 00:02:19.400]  奉神的名來做這件事
[00:02:19.400 --> 00:02:22.400]  奉神的名在原來的文字更加含有一種
[00:02:22.400 --> 00:02:25.800]  就是先知在神之下
[00:02:25.800 --> 00:02:31.200]  在神的引導之下來發出這些呼籲
[00:02:31.200 --> 00:02:33.000]  表面是先知的工作
[00:02:33.000 --> 00:02:38.800]  但是完全是神自己在背後要做的工作
[00:02:38.800 --> 00:02:40.800]  透過先知來感動他們
[00:02:40.800 --> 00:02:42.400]  不要停止作供
[00:02:42.400 --> 00:02:45.400]  不要停止侍奉神
[00:02:45.400 --> 00:02:48.600]  當我們很多時候提及侍奉的時候
[00:02:48.600 --> 00:02:52.000]  大家讀聖經的時候會留意到
[00:02:52.000 --> 00:02:53.400]  當時提及到侍奉
[00:02:53.400 --> 00:02:56.800]  不僅是你運用你的恩賜
[00:02:56.800 --> 00:03:00.200]  在教會裡面互相服侍
[00:03:00.200 --> 00:03:03.600]  更加是提及你整個生命的方向
[00:03:03.600 --> 00:03:06.000]  你的人生的取向
[00:03:06.000 --> 00:03:10.000]  基督徒的人生就是一個侍奉的人生
[00:03:10.000 --> 00:03:12.600]  因為我們已經屬於主
[00:03:12.600 --> 00:03:14.800]  不再屬於這個世界
[00:03:14.800 --> 00:03:17.800]  所以我們不侍奉馬門
[00:03:17.800 --> 00:03:19.800]  不侍奉財利
[00:03:19.800 --> 00:03:21.600]  不侍奉這個世界
[00:03:21.600 --> 00:03:25.200]  甚至我們說我們不是侍奉自己
[00:03:25.200 --> 00:03:29.600]  我們是在侍奉那位天地的主
[00:03:29.600 --> 00:03:31.200]  有些時候我們會有些奇怪
[00:03:31.200 --> 00:03:35.200]  為什麼神要我們去服侍祂呢?
[00:03:35.200 --> 00:03:40.600]  我很記得有些時候聽到有弟兄姊妹說
[00:03:40.600 --> 00:03:42.600]  施牧師有沒有什麼侍奉
[00:03:42.600 --> 00:03:44.200]  你可以介紹給我
[00:03:44.200 --> 00:03:45.400]  我很想幫下神
[00:03:45.400 --> 00:03:48.200]  有什麼可以幫忙
[00:03:48.200 --> 00:03:50.600]  有些時候我都會忍不住說
[00:03:50.600 --> 00:03:52.000]  我說弟兄
[00:03:52.000 --> 00:03:54.800]  神都不用我們幫助的
[00:03:54.800 --> 00:03:57.200]  是神給我們機會
[00:03:57.200 --> 00:04:01.000]  可以來向祂侍奉
[00:04:01.000 --> 00:04:04.800]  沒錯侍奉是一個重要的生命方向
[00:04:04.800 --> 00:04:07.200]  其實神大概用祂一句話
[00:04:07.200 --> 00:04:08.200]  創造天地
[00:04:08.200 --> 00:04:10.800]  承傳一切的工程
[00:04:10.800 --> 00:04:13.200]  承受一切神的工作
[00:04:13.200 --> 00:04:17.200]  但是神的心是要我們的心轉向祂
[00:04:17.200 --> 00:04:20.400]  是真的以祂為我們生命的主
[00:04:20.400 --> 00:04:22.600]  我們透過我們的工作
[00:04:22.600 --> 00:04:25.400]  來表達對祂的侍奉
[00:04:25.400 --> 00:04:27.400]  透過對別人的服侍
[00:04:27.400 --> 00:04:29.600]  對各樣的聖公的參與
[00:04:29.600 --> 00:04:31.600]  表達對祂的侍奉
[00:04:31.600 --> 00:04:32.800]  背後重要的是
[00:04:32.800 --> 00:04:36.000]  你的心真的向著這位上帝
[00:04:36.000 --> 00:04:38.000]  以祂為主
[00:04:38.000 --> 00:04:40.400]  以祂為你的神
[00:04:40.400 --> 00:04:41.600]  而在侍奉的過程裏面
[00:04:41.600 --> 00:04:44.600]  你發覺上帝很多時候會透過不同的方式
[00:04:44.600 --> 00:04:46.800]  來感動我們的心
[00:04:46.800 --> 00:04:49.800]  何時我們向祂的心淡了
[00:04:49.800 --> 00:04:53.200]  祂會用很多的方法來引導我們
[00:04:53.200 --> 00:04:55.000]  正如在聖經所說
[00:04:55.000 --> 00:04:58.400]  以斯利人停了建造聖殿
[00:04:58.400 --> 00:05:02.400]  神就興起了先知來幫助他們
[00:05:02.400 --> 00:05:04.000]  所以你記得我們上上提及
[00:05:04.000 --> 00:05:05.000]  聖經說到
[00:05:05.000 --> 00:05:07.200]  我們立志行善
[00:05:07.200 --> 00:05:10.000]  都是神在我們心裏運行
[00:05:10.000 --> 00:05:13.200]  我們要成就祂的美意
[00:05:13.200 --> 00:05:14.200]  然後聖經就說
[00:05:14.200 --> 00:05:16.200]  你們要恐懼戰經
[00:05:16.200 --> 00:05:19.400]  作成你們得救的功夫
[00:05:19.400 --> 00:05:22.200]  恐懼戰經不是說叫我們很怕
[00:05:22.200 --> 00:05:25.000]  怕避了避了神會審判我們
[00:05:25.000 --> 00:05:28.200]  而是叫我們帶著一份很警覺的心
[00:05:28.200 --> 00:05:31.200]  去作成神要我們生命
[00:05:31.200 --> 00:05:33.400]  在我們裏面成全的
[00:05:33.400 --> 00:05:37.200]  一個完全的屬靈的工程
[00:05:37.200 --> 00:05:41.200]  叫我們的生命是更完全的屬於神
[00:05:41.200 --> 00:05:46.200]  去得到神全部要賜給我們生命的恩惠
[00:05:46.200 --> 00:05:48.800]  因此聖經裏面上上提醒我們
[00:05:48.800 --> 00:05:53.000]  留心不要去消滅聖靈的感動
[00:05:53.000 --> 00:05:56.000]  去留心去順著祂的感動
[00:05:56.000 --> 00:05:59.600]  去作成祂要我們做的事情
[00:05:59.600 --> 00:06:01.000]  所以你記得哈該先知
[00:06:01.000 --> 00:06:03.400]  向他們發出呼籲的時候
[00:06:03.400 --> 00:06:06.000]  哈該就提出了很重要的話
[00:06:06.000 --> 00:06:08.400]  他說你們沒有留意到嗎?
[00:06:08.400 --> 00:06:11.000]  神的電仍然荒涼
[00:06:11.000 --> 00:06:16.200]  你們仍然自己住天花板的房屋嗎?
[00:06:16.200 --> 00:06:17.400]  是要他們留意到
[00:06:17.400 --> 00:06:19.800]  不只是好像一些客觀環境
[00:06:19.800 --> 00:06:22.800]  現在有人攔阻我們建造聖殿
[00:06:22.800 --> 00:06:25.800]  其實哈該提出一個很重要的因素
[00:06:25.800 --> 00:06:29.000]  就是其實人心裏面的因素
[00:06:29.000 --> 00:06:30.400]  不是環境的問題
[00:06:30.400 --> 00:06:34.000]  而是人的心已經忘記了神的事情
[00:06:34.000 --> 00:06:37.800]  只是被自己的工作、自己的生活充塞住
[00:06:37.800 --> 00:06:41.200]  只是掛著自己有一些的需要
[00:06:41.200 --> 00:06:44.000]  而忘記神自己
[00:06:44.000 --> 00:06:45.600]  所以哈該就面對他們
[00:06:45.600 --> 00:06:47.000]  你們要留心
[00:06:47.000 --> 00:06:50.400]  你們要去重建神的殿
[00:06:50.400 --> 00:06:54.800]  去掛心神所掛心的事情
[00:06:54.800 --> 00:06:57.200]  丙姐妹在我們跟隨主的路上
[00:06:57.200 --> 00:06:59.200]  留意聖靈的感動
[00:06:59.200 --> 00:07:01.600]  以回應祂的感動
[00:07:01.600 --> 00:07:03.800]  而你發覺當你回應的時候
[00:07:03.800 --> 00:07:06.200]  你就發覺神自己的幫助
[00:07:06.200 --> 00:07:09.400]  隨著你的順從出現
[00:07:09.400 --> 00:07:11.600]  你看看《聖經》下的經文
[00:07:11.600 --> 00:07:15.600]  剛才讀的第一節你會留意到
[00:07:15.600 --> 00:07:18.000]  他們領受了這個呼籲之後
[00:07:18.000 --> 00:07:20.800]  第二節就說他們就同心起來
[00:07:20.800 --> 00:07:24.400]  開始重建在耶路撒冷的神的殿
[00:07:24.400 --> 00:07:26.800]  第二節最後一句說
[00:07:26.800 --> 00:07:33.400]  神的先知們和他們在一起幫助他們
[00:07:33.400 --> 00:07:35.600]  神不單止讓先知勉勵他們
[00:07:35.600 --> 00:07:37.200]  而是和他們一起
[00:07:37.200 --> 00:07:39.200]  或者說與他們同行
[00:07:39.200 --> 00:07:43.400]  來幫助他們去完成神對他們的心意
[00:07:43.400 --> 00:07:46.800]  然後下面第三第四節就說到
[00:07:46.800 --> 00:07:49.400]  當時有人來質問他們
[00:07:49.400 --> 00:07:53.400]  當時河西省管理英國地區的總督
[00:07:53.400 --> 00:07:56.400]  來詢問他們的問題
[00:07:56.400 --> 00:07:59.600]  然後他們面對這些詢問的時候
[00:07:59.600 --> 00:08:02.200]  就留意到神的幫助
[00:08:02.200 --> 00:08:04.800]  大家看第五節
[00:08:04.800 --> 00:08:09.600]  但是神的眼目看顧由大人的長老
[00:08:09.600 --> 00:08:14.400]  以至總督等人沒有阻止他們建造
[00:08:14.400 --> 00:08:17.800]  直到這時就告大尼烏王
[00:08:17.800 --> 00:08:22.600]  得著有關這時的回應為止
[00:08:22.600 --> 00:08:24.200]  先提到一件事情就是
[00:08:24.200 --> 00:08:27.600]  當時這個地區的總督
[00:08:27.600 --> 00:08:32.000]  來查問他們做這件事情
[00:08:32.000 --> 00:08:35.000]  或者他們都覺得一種威脅
[00:08:35.000 --> 00:08:37.800]  問他們你們誰是負責人
[00:08:37.800 --> 00:08:39.800]  把名字交給我
[00:08:39.800 --> 00:08:43.800]  又問他們你們憑誰的吩咐
[00:08:43.800 --> 00:08:45.400]  奉誰的名
[00:08:45.400 --> 00:08:48.600]  竟然在這裡建造聖殿
[00:08:48.600 --> 00:08:52.000]  好像有很大的威脅
[00:08:52.000 --> 00:08:54.800]  但是過程裡面他們很體會到
[00:08:54.800 --> 00:08:58.200]  就是上帝透過先知來與他們同在
[00:08:58.200 --> 00:09:00.600]  一起來幫助他們
[00:09:00.600 --> 00:09:03.000]  以至他們經歷到在餘下一路的
[00:09:03.000 --> 00:09:06.400]  神給他們的幫助
[00:09:06.400 --> 00:09:07.400]  我想回想這件事情
[00:09:07.400 --> 00:09:09.200]  有一次看到一篇文章
[00:09:09.200 --> 00:09:11.800]  講到一位宣教士
[00:09:11.800 --> 00:09:13.800]  他本身的服事很特別
[00:09:13.800 --> 00:09:15.400]  他是支援宣教
[00:09:15.400 --> 00:09:17.200]  去到一個工場裡面
[00:09:17.200 --> 00:09:22.000]  特別是幫助當地的一些土族
[00:09:22.000 --> 00:09:25.000]  拍一些福音電影
[00:09:25.000 --> 00:09:27.000]  他講到他去到的地方
[00:09:27.000 --> 00:09:30.600]  就是一個很特別的熱帶雨林地區
[00:09:30.600 --> 00:09:33.000]  必須在那個地方拍一套
[00:09:33.000 --> 00:09:34.600]  一些福音性的影片
[00:09:34.600 --> 00:09:37.600]  給當地的土人來看
[00:09:37.600 --> 00:09:39.600]  但是他知道那個地區
[00:09:39.600 --> 00:09:41.800]  是因為經常會下大雨
[00:09:41.800 --> 00:09:43.800]  下大雨大家知道那些器材
[00:09:43.800 --> 00:09:47.400]  就很難能夠保存到會壞的
[00:09:47.400 --> 00:09:49.400]  所以他一路祈禱
[00:09:49.400 --> 00:09:50.800]  在祈禱的時候很特別
[00:09:50.800 --> 00:09:53.600]  好像神特別將一篇文章來賜給他
[00:09:53.600 --> 00:09:55.400]  文章裡面提及一件事情
[00:09:55.400 --> 00:09:56.400]  簡單來說
[00:09:56.400 --> 00:09:59.600]  就說你憑信而行
[00:09:59.600 --> 00:10:04.000]  在絕境當中依靠神
[00:10:04.000 --> 00:10:06.200]  因此他心裡就常常想起一句話
[00:10:06.200 --> 00:10:07.400]  憑信而行
[00:10:07.400 --> 00:10:10.200]  在絕境當中依靠神
[00:10:10.200 --> 00:10:11.200]  去到這個地方
[00:10:11.200 --> 00:10:13.000]  他們一班拍攝的人
[00:10:13.000 --> 00:10:14.200]  就停下車
[00:10:14.200 --> 00:10:16.600]  就走進去雨林的地方
[00:10:16.600 --> 00:10:18.600]  就預備拍攝
[00:10:18.600 --> 00:10:22.000]  但是當時仍然是傾盆大雨
[00:10:22.000 --> 00:10:23.200]  他心裡很擔心
[00:10:23.200 --> 00:10:24.200]  怎麼辦呢
[00:10:24.200 --> 00:10:26.000]  算不算要取消呢
[00:10:26.000 --> 00:10:27.800]  但是他知道取消了之後
[00:10:27.800 --> 00:10:31.000]  是不可能再安排到機會再拍攝
[00:10:31.000 --> 00:10:32.000]  於是就想起
[00:10:32.000 --> 00:10:33.400]  漸透整個過程
[00:10:33.400 --> 00:10:35.600]  很清楚感受是上帝一路的感動
[00:10:35.600 --> 00:10:37.800]  引導他們做這件事情
[00:10:37.800 --> 00:10:39.400]  所以他繼續走
[00:10:39.400 --> 00:10:40.200]  去到那個地方
[00:10:40.200 --> 00:10:41.400]  放下器材之後
[00:10:41.400 --> 00:10:43.600]  仍然在下大雨
[00:10:43.600 --> 00:10:46.000]  當時怎麼辦呢
[00:10:46.000 --> 00:10:48.000]  他心裡又想起
[00:10:48.000 --> 00:10:50.800]  憑信前行
[00:10:50.800 --> 00:10:54.400]  在絕境中依靠神
[00:10:54.400 --> 00:10:57.200]  在那個時候他就打開那個器材
[00:10:57.200 --> 00:10:59.000]  一打開那個盒
[00:10:59.000 --> 00:11:01.400]  拿那個器材出來
[00:11:01.400 --> 00:11:03.200]  在那個時候突然間他發覺
[00:11:03.200 --> 00:11:05.400]  雨停了
[00:11:05.400 --> 00:11:06.600]  正正是那個時候
[00:11:06.600 --> 00:11:08.800]  雨水就停了
[00:11:08.800 --> 00:11:11.600]  而且跟著六個小時的拍攝過程
[00:11:11.600 --> 00:11:14.200]  一滴水都沒有
[00:11:14.200 --> 00:11:15.600]  他們很驚訝
[00:11:15.600 --> 00:11:18.400]  他們一路盡快把握住那個空間
[00:11:18.400 --> 00:11:19.800]  來拍攝
[00:11:19.800 --> 00:11:23.200]  過程當中感受到很順利
[00:11:23.200 --> 00:11:25.000]  然後拍攝完之後
[00:11:25.000 --> 00:11:26.200]  這位弟兄說
[00:11:26.200 --> 00:11:29.000]  我將器材放回盒子裡
[00:11:29.000 --> 00:11:31.000]  蓋上那一刻
[00:11:31.000 --> 00:11:33.600]  就傾盆大雨
[00:11:33.600 --> 00:11:35.800]  他們全部人都濕透了
[00:11:35.800 --> 00:11:39.600]  然後立刻衝回車上
[00:11:39.600 --> 00:11:40.800]  這位弟兄說
[00:11:40.800 --> 00:11:43.200]  他說他在那次的經歷裡
[00:11:43.200 --> 00:11:47.200]  體會到其實不是自己去侍奉神
[00:11:47.200 --> 00:11:49.600]  而是上帝在其中
[00:11:49.600 --> 00:11:52.600]  讓信徒的人得到幫助
[00:11:52.600 --> 00:11:56.200]  而能夠作成神自己的功臣
[00:11:56.200 --> 00:11:57.200]  沒錯,有些時候
[00:11:57.200 --> 00:11:59.800]  神未必會叫雨水停止
[00:11:59.800 --> 00:12:02.200]  但是祂肯定要幫助我們
[00:12:02.200 --> 00:12:05.400]  讓我們可以來作祂的侍奉
[00:12:05.400 --> 00:12:07.400]  作祂的見證
[00:12:07.400 --> 00:12:08.600]  當你讀到聖經的時候
[00:12:08.600 --> 00:12:12.200]  神透過先知和他們的人
[00:12:12.200 --> 00:12:14.200]  來給他們幫助
[00:12:14.200 --> 00:12:15.200]  然後你讀的時候
[00:12:15.200 --> 00:12:17.000]  你發覺聖經裡面提到
[00:12:17.000 --> 00:12:19.200]  沒錯,在那個時候雖然有幫助
[00:12:19.200 --> 00:12:21.200]  不過有挑戰來到
[00:12:21.200 --> 00:12:22.600]  但是挑戰的時候
[00:12:22.600 --> 00:12:26.800]  但是這些人竟然沒有叫他們停止工程
[00:12:26.800 --> 00:12:28.600]  如果大家留心當時的一些歷史
[00:12:28.600 --> 00:12:30.800]  你會知道在那個時間
[00:12:30.800 --> 00:12:32.800]  如果你記得聖經提到
[00:12:32.800 --> 00:12:36.600]  是大利烏王的第二年的時間
[00:12:36.600 --> 00:12:37.800]  什麼意思呢?
[00:12:37.800 --> 00:12:43.400]  是因為這個君王是剛剛得到他的王位
[00:12:43.400 --> 00:12:46.000]  或者說他還沒有坐穩
[00:12:46.000 --> 00:12:50.200]  周圍整個國家其實是有很多的動亂
[00:12:50.200 --> 00:12:53.200]  作為一個比較偏遠的省份
[00:12:53.200 --> 00:12:55.800]  其實河西的意思是在當時的
[00:12:55.800 --> 00:12:58.000]  由法拉底河的西邊
[00:12:58.000 --> 00:13:01.000]  比較遠的一個區域
[00:13:01.000 --> 00:13:02.800]  這個總督去到的時候
[00:13:02.800 --> 00:13:04.200]  大概他會很擔心
[00:13:04.200 --> 00:13:05.800]  這幫人在建造聖殿
[00:13:05.800 --> 00:13:09.400]  是不是想密謀造反呢?
[00:13:09.400 --> 00:13:10.800]  雖然他未肯定
[00:13:10.800 --> 00:13:12.000]  但是如果安全計
[00:13:12.000 --> 00:13:15.200]  他可以指示他們暫停工程
[00:13:15.200 --> 00:13:17.400]  等我得到皇帝的清楚的指示
