
[00:00:00.000 --> 00:00:03.600]  保羅說了一句話
[00:00:03.600 --> 00:00:08.600]  他說十字架的道理在人的眼中是愚拙的
[00:00:08.600 --> 00:00:13.000]  他說十字架的道理在人的眼中看為愚拙的
[00:00:13.000 --> 00:00:18.880]  但是神藉著人看為愚拙的來顯出他的智慧
[00:00:18.880 --> 00:00:23.280]  但是神藉著人所看為愚拙的顯明他的智慧
[00:00:23.280 --> 00:00:28.200]  神藉著人看為軟弱的來顯出他的大量
[00:00:28.200 --> 00:00:32.160]  神藉著人所看為軟弱的來顯出他的大能
[00:00:32.160 --> 00:00:34.480]  十字架被人輕視
[00:00:34.480 --> 00:00:36.000]  十字架被人輕視
[00:00:36.000 --> 00:00:37.080]  被人誤會
[00:00:37.080 --> 00:00:38.320]  被人誤會
[00:00:38.320 --> 00:00:39.400]  被人批評
[00:00:39.400 --> 00:00:40.400]  被人批評
[00:00:40.400 --> 00:00:42.120]  被人嘲笑
[00:00:42.120 --> 00:00:43.760]  被人嘲笑
[00:00:43.760 --> 00:00:46.560]  但是在得救的人
[00:00:46.560 --> 00:00:50.400]  遺址的永遠的是神的大能
[00:00:50.400 --> 00:00:52.200]  但是在得救的人看來
[00:00:52.200 --> 00:00:53.960]  他一直是神的大能
[00:00:53.960 --> 00:00:57.000]  就是這個能力感動了我們
[00:00:57.000 --> 00:00:59.000]  就是這個能力感動了我們
[00:00:59.000 --> 00:01:01.000]  是這個能力得著了我們
[00:01:01.000 --> 00:01:02.600]  是這個能力得著了我們
[00:01:02.600 --> 00:01:04.400]  是這個能力改變了我們
[00:01:04.400 --> 00:01:06.560]  是這個能力改變了我們
[00:01:06.560 --> 00:01:09.360]  是這個能力與我們同在
[00:01:09.360 --> 00:01:11.640]  是這個能力與我們同在
[00:01:11.640 --> 00:01:15.160]  讓我們也能夠經歷十字架的軟弱
[00:01:15.160 --> 00:01:17.560]  而經歷它的能力
[00:01:17.560 --> 00:01:20.200]  讓我們能夠經歷因為我們的軟弱
[00:01:20.200 --> 00:01:22.960]  藉著十字架來得到能力
[00:01:22.960 --> 00:01:26.560]  我好像看見在宇宙中
[00:01:26.560 --> 00:01:31.360]  有一個釘痕的手在統治這個宇宙
[00:01:31.360 --> 00:01:33.640]  我好像看見在宇宙之中
[00:01:33.640 --> 00:01:36.960]  有一個釘痕的手在統治這個宇宙
[00:01:36.960 --> 00:01:40.360]  我也彷彿看見有釘痕的手
[00:01:40.360 --> 00:01:44.080]  來統治你我的心
[00:01:44.080 --> 00:01:46.640]  我也彷彿看見有釘痕的手
[00:01:46.640 --> 00:01:48.640]  來統治你我的心
[00:01:48.640 --> 00:01:50.920]  如果我會畫圖畫的話
[00:01:50.920 --> 00:01:52.960]  如果我會畫圖畫的話
[00:01:52.960 --> 00:02:00.320]  我會畫在神的寶座上雕刻一個十字架
[00:02:00.320 --> 00:02:03.680]  我會在神的寶座上雕刻一個十字架
[00:02:03.680 --> 00:02:08.640]  那個十字架是神的寶座能力的出口
[00:02:08.640 --> 00:02:12.200]  那個十字架是神的寶座能力的出口
[00:02:12.200 --> 00:02:13.600]  誰能夠想到
[00:02:13.600 --> 00:02:15.320]  誰能夠想到
[00:02:15.320 --> 00:02:19.800]  在十字架上那麼軟弱的死的紀錄
[00:02:19.800 --> 00:02:23.240]  在十字架上那麼軟弱的死的紀錄
[00:02:23.240 --> 00:02:25.480]  它竟然能夠說「成了」
[00:02:25.480 --> 00:02:28.040]  它竟然能夠說「成了」
[00:02:28.040 --> 00:02:31.840]  那個流出生命的血的紀錄
[00:02:31.840 --> 00:02:34.240]  這個流出生命的血的紀錄
[00:02:34.240 --> 00:02:36.960]  竟然成了活水的泉源
[00:02:36.960 --> 00:02:39.160]  竟然成為了活水的泉源
[00:02:39.160 --> 00:02:42.640]  讓我們從它的生命得到滿足
[00:02:42.640 --> 00:02:45.000]  讓我們從它的生命得到滿足
[00:02:45.000 --> 00:02:46.520]  誰能夠想到
[00:02:46.520 --> 00:02:47.760]  誰能夠想到
[00:02:47.760 --> 00:02:51.200]  那個戴金冠受羞辱的紀錄
[00:02:51.200 --> 00:02:54.280]  那一位戴著荊棘的冠冕受羞辱的紀錄
[00:02:54.280 --> 00:02:56.920]  竟然說他是王
[00:02:56.920 --> 00:02:58.720]  竟然說他是王
[00:02:58.720 --> 00:03:03.080]  他說凡屬真理的人就跟從我
[00:03:03.080 --> 00:03:06.200]  他說凡屬真理的人就跟從我
[00:03:06.200 --> 00:03:07.520]  真理的王
[00:03:07.520 --> 00:03:08.560]  真理的王
[00:03:08.560 --> 00:03:12.960]  千千萬萬的人跟從這位真理的王
[00:03:12.960 --> 00:03:16.000]  千千萬萬的人跟隨這位真理的王
[00:03:16.000 --> 00:03:19.040]  我們感謝主因為他不是政治的王
[00:03:19.040 --> 00:03:21.520]  我們感謝主因為他不是政治的王
[00:03:21.520 --> 00:03:23.320]  如果他是的話
[00:03:23.320 --> 00:03:25.800]  他的政權早就過去了
[00:03:25.800 --> 00:03:26.840]  如果他是的話
[00:03:26.840 --> 00:03:29.400]  他的政權早就會過去
[00:03:29.400 --> 00:03:30.920]  他是真理的王
[00:03:30.920 --> 00:03:32.400]  他是真理的王
[00:03:32.400 --> 00:03:35.920]  屬真理的人永遠跟從他
[00:03:35.920 --> 00:03:38.560]  屬真理的人永遠跟從他
[00:03:38.560 --> 00:03:40.320]  誰能夠想到
[00:03:40.320 --> 00:03:41.760]  誰能夠想到
[00:03:41.760 --> 00:03:44.680]  他在十字架上說我渴了
[00:03:44.680 --> 00:03:46.960]  他在十字架上說我渴了
[00:03:46.960 --> 00:03:50.440]  竟然同時在他的肋旁
[00:03:50.440 --> 00:03:53.120]  被冰釘的槍刺穿
[00:03:53.120 --> 00:03:55.880]  有水和血流出來
[00:03:55.880 --> 00:03:57.120]  竟然在他的肋旁
[00:03:57.120 --> 00:04:00.240]  被冰釘用刀刺傷的傷痕
[00:04:00.240 --> 00:04:01.800]  有水和血流出來
[00:04:01.800 --> 00:04:05.160]  所以那個槍套流出來的血和水
[00:04:05.160 --> 00:04:08.560]  竟然成了生命的泉源
[00:04:08.560 --> 00:04:09.640]  誰能夠想到
[00:04:09.640 --> 00:04:12.000]  從他的肋旁流出來的水和血
[00:04:12.000 --> 00:04:13.920]  竟然成為了生命的泉源
[00:04:13.920 --> 00:04:16.960]  能夠使世界上許許多多
[00:04:16.960 --> 00:04:20.480]  心靈乾渴的人得到滿足
[00:04:20.480 --> 00:04:24.520]  使世界上很多心靈乾渴的人得到滿足
[00:04:24.520 --> 00:04:26.120]  所以能夠想到
[00:04:26.120 --> 00:04:29.720]  那個釘十字架的竹
[00:04:29.720 --> 00:04:32.480]  在十字架上掛了一個牌子
[00:04:32.480 --> 00:04:33.920]  誰能夠想像到
[00:04:33.920 --> 00:04:36.320]  在主十字架上的牌子
[00:04:36.320 --> 00:04:38.800]  掛著一塊牌子
[00:04:38.800 --> 00:04:40.160]  猶太人的王
[00:04:40.160 --> 00:04:41.880]  寫著猶太人的王
[00:04:41.880 --> 00:04:43.160]  他是王
[00:04:43.160 --> 00:04:44.760]  他是王
[00:04:44.760 --> 00:04:46.680]  這個牌子成了一個預言
[00:04:46.680 --> 00:04:48.840]  這個牌子成為了一個預言
[00:04:48.840 --> 00:04:51.320]  耶穌基督真是成了王
