
[00:00:00.000 --> 00:00:04.800]  剛在昨天我有機會參加一個特別的聚會
[00:00:04.800 --> 00:00:08.000]  一個結婚週年的紀念
[00:00:08.000 --> 00:00:11.200]  一對夫婦他們結婚20年
[00:00:11.200 --> 00:00:16.200]  然後他們和我們一起有一個很開心的餐會的分享時間
[00:00:16.200 --> 00:00:20.800]  在過程當中我想起自己曾經留意到一個報導
[00:00:20.800 --> 00:00:25.600]  說到在美國一對夫婦他們結婚60週年
[00:00:25.600 --> 00:00:28.200]  你可以想像他們年紀都不小了
[00:00:28.200 --> 00:00:31.200]  60週年轉婚
[00:00:31.200 --> 00:00:36.400]  很開心的一個慶典一起來慶賀
[00:00:36.400 --> 00:00:39.400]  在過程當中有人問及他們
[00:00:39.400 --> 00:00:45.000]  你們怎麼可能可以這麼多年大家之間的關係保持這麼好
[00:00:45.000 --> 00:00:49.000]  又可以這麼堅定大家毀身的關係呢
[00:00:49.000 --> 00:00:52.400]  記得當時他提了好幾點
[00:00:52.400 --> 00:00:56.000]  但其中一點很特別給我深刻的感受就是
[00:00:56.000 --> 00:01:00.000]  他說我很重視我們的盟約
[00:01:00.000 --> 00:01:03.000]  60年前我們在上帝面前
[00:01:03.000 --> 00:01:06.000]  我們清楚彼此喜誓
[00:01:06.000 --> 00:01:09.000]  我們一生毀身對方
[00:01:09.000 --> 00:01:10.200]  我很重視這件事情
[00:01:10.200 --> 00:01:13.200]  所以過程中雖然有很多婚姻的困難
[00:01:13.200 --> 00:01:18.800]  但我不肯隨便放棄這種毀身
[00:01:18.800 --> 00:01:21.200]  當我看到他所寫的時候
[00:01:21.200 --> 00:01:22.400]  我的心就想
[00:01:22.400 --> 00:01:24.600]  沒錯很多人都覺得很難的
[00:01:24.600 --> 00:01:26.400]  未必做得到的
[00:01:26.400 --> 00:01:32.200]  但當人們決心真的能夠按照所納的約來實行的時候
[00:01:32.200 --> 00:01:37.600]  他們自己的生命就經歷了很多很多的恩惠
[00:01:37.600 --> 00:01:39.600]  我更想回到聖經告訴我們
[00:01:39.600 --> 00:01:42.400]  神與我們所納的約
[00:01:42.400 --> 00:01:45.600]  神與人納約是永不改變的
[00:01:45.600 --> 00:01:47.600]  上帝很清楚在很多處
[00:01:47.600 --> 00:01:49.800]  無論舊約新約都告訴我們
[00:01:49.800 --> 00:01:53.400]  祂與我們納了一個永恆的約
[00:01:53.400 --> 00:01:55.400]  不變的約
[00:01:55.400 --> 00:01:57.000]  而且甚至說到
[00:01:57.000 --> 00:01:58.400]  當我們讀到聖經
[00:01:58.400 --> 00:01:59.800]  然後在迷書的時候
[00:01:59.800 --> 00:02:03.800]  這位上帝就用天地的不變的定例
[00:02:03.800 --> 00:02:08.200]  來比喻祂與我們之間的約的關係
[00:02:08.200 --> 00:02:10.400]  然後在迷書31章提及到
[00:02:10.400 --> 00:02:14.000]  祂說:我曾納定天地的定例
[00:02:14.000 --> 00:02:15.800]  自然界的定例
[00:02:15.800 --> 00:02:18.800]  就是我使太陽白日發光
[00:02:18.800 --> 00:02:23.800]  使星月在黑夜照亮
[00:02:23.800 --> 00:02:27.800]  神就說:沒有人能夠去改變這個定例
[00:02:27.800 --> 00:02:30.600]  正如我與你們之間所納的約
[00:02:30.600 --> 00:02:32.800]  也沒有人能夠改變
[00:02:32.800 --> 00:02:35.000]  這個定例是不會改變的
[00:02:35.000 --> 00:02:38.200]  你不會突然半夜起來
[00:02:38.200 --> 00:02:40.800]  外面空氣好像挺好
[00:02:40.800 --> 00:02:43.800]  走出去透透氣
[00:02:43.800 --> 00:02:45.800]  突然覺得
[00:02:45.800 --> 00:02:48.200]  為何太陽日照中天
[00:02:48.200 --> 00:02:52.200]  只是照耀整個環境呢?
[00:02:52.200 --> 00:02:54.000]  你知道不會發生
[00:02:54.000 --> 00:02:58.200]  半夜的時間不會有太陽突然出現
[00:02:58.200 --> 00:03:00.800]  整個宇宙的四時運轉
[00:03:00.800 --> 00:03:03.200]  太陽日出
[00:03:03.200 --> 00:03:05.800]  月亮、夜晚、放光
[00:03:05.800 --> 00:03:06.600]  聖經提及到
[00:03:06.600 --> 00:03:10.000]  這些定例是人不可能廢除的
[00:03:10.000 --> 00:03:13.000]  聖經說:我與你們所納的定例
[00:03:13.000 --> 00:03:15.800]  也永遠不會改變
[00:03:15.800 --> 00:03:18.600]  神與人所納的約是永久的
[00:03:18.600 --> 00:03:20.600]  因此今天當我們讀到聖經的時候
[00:03:20.600 --> 00:03:23.400]  你會看到我們領受神的慈愛
[00:03:23.400 --> 00:03:26.600]  是因為神的愛是建基於
[00:03:26.600 --> 00:03:29.000]  祂與我們所納的約
[00:03:29.000 --> 00:03:31.600]  而我們更加可以每時每刻
[00:03:31.600 --> 00:03:34.600]  安心在神自己的不變的愛裏
[00:03:34.600 --> 00:03:36.600]  來跟隨主
[00:03:36.600 --> 00:03:39.000]  我們讀到聖經二兆書五十四章的時候
[00:03:39.000 --> 00:03:43.000]  光純你的頭也留意到在第十節
[00:03:43.000 --> 00:03:45.800]  聖經提及到神的慈愛
[00:03:45.800 --> 00:03:49.000]  我們先看看第十節
[00:03:49.000 --> 00:03:50.000]  聖經提及到
[00:03:50.000 --> 00:03:51.400]  大山可以留開
[00:03:51.400 --> 00:03:52.800]  小山可以遷移
[00:03:52.800 --> 00:03:55.800]  但我的慈愛必不離開你
[00:03:55.800 --> 00:04:00.600]  然後說:我平安的約也不遷移
[00:04:00.600 --> 00:04:03.000]  是一位連恤你的耶和華
[00:04:03.000 --> 00:04:05.800]  祂清楚地宣告
[00:04:05.800 --> 00:04:08.400]  神對我們的愛是不會改變
[00:04:08.400 --> 00:04:12.400]  是因為祂將平安的約賜給我們
[00:04:12.400 --> 00:04:14.400]  是不會改變
[00:04:14.400 --> 00:04:17.200]  是不會遷移的
[00:04:17.200 --> 00:04:19.400]  當我們想到平安的時候
[00:04:19.400 --> 00:04:20.600]  在聖誕節期間
[00:04:20.600 --> 00:04:23.600]  我們會很多時候想到平安的事情
[00:04:23.600 --> 00:04:24.800]  當然我們想到平安
[00:04:24.800 --> 00:04:27.200]  聖經所說的平安不單是說
[00:04:27.200 --> 00:04:30.200]  你生活無災無難、無危險
[00:04:30.200 --> 00:04:32.400]  而是說一種很特別的
[00:04:32.400 --> 00:04:36.400]  就是你整個人身心靈的平安
[00:04:36.400 --> 00:04:41.400]  是因為人和神之間重建了一種正確的關係
[00:04:41.400 --> 00:04:43.400]  上帝赦免人的罪
[00:04:43.400 --> 00:04:48.000]  以致我們和上帝之間的關係和好了
[00:04:48.000 --> 00:04:51.000]  我們也可以與自己和好
[00:04:51.000 --> 00:04:54.600]  上帝將那種完全的安穩
[00:04:54.600 --> 00:04:56.600]  生命的把握
[00:04:56.600 --> 00:04:59.600]  也都刺入在我們的生命裏面
[00:04:59.600 --> 00:05:01.600]  將那種的SALUN
[00:05:01.600 --> 00:05:06.200]  那種的平安刺下在我們生命中
[00:05:06.200 --> 00:05:07.400]  這次當聖經說到
[00:05:07.400 --> 00:05:09.800]  我們今天領受的平安的時候
[00:05:09.800 --> 00:05:12.000]  我們就可以在神的面前
[00:05:12.000 --> 00:05:15.200]  對前面、對今天、對過去
[00:05:15.200 --> 00:05:17.600]  我們都可以帶著一種的安然
[00:05:17.600 --> 00:05:20.800]  一種的盼望、一種的把握
[00:05:20.800 --> 00:05:22.000]  而聖經說到平安的時候
[00:05:22.000 --> 00:05:23.600]  你會發覺聖經裏面說到
[00:05:23.600 --> 00:05:28.800]  這種平安是主耶穌救贖帶來的一種平安
[00:05:28.800 --> 00:05:31.800]  所以你會記得聖經五十三篇
[00:05:31.800 --> 00:05:34.000]  而創下書是說到主耶穌
[00:05:34.000 --> 00:05:36.800]  因為在彌賽亞基督降生的時候
[00:05:36.800 --> 00:05:38.800]  所要經歷的事情
[00:05:38.800 --> 00:05:41.400]  聖經如果你留意回第五節
[00:05:41.400 --> 00:05:44.400]  亦都是我們所熟悉的其中一節的經文
[00:05:44.400 --> 00:05:45.200]  聖經說到
[00:05:45.200 --> 00:05:47.400]  因他受的刑罰
[00:05:47.400 --> 00:05:51.800]  我們得到平安
[00:05:51.800 --> 00:05:54.400]  因為他袋贖的救恩
[00:05:54.400 --> 00:06:00.400]  叫我們不再要面對自己犯罪而得的審判
[00:06:00.400 --> 00:06:05.200]  因此聖經賜下生命的平安
[00:06:05.200 --> 00:06:07.800]  但是惡人不會得到這種平安
[00:06:07.800 --> 00:06:09.600]  所以在彌賽亞書同時有提到
[00:06:09.600 --> 00:06:11.400]  彌賽亞書四十八章所說
[00:06:11.400 --> 00:06:14.200]  惡人必不得平安
[00:06:14.200 --> 00:06:17.000]  但是領受神所賜的救恩
[00:06:17.000 --> 00:06:19.600]  這位聖經所說的受苦的僕人
[00:06:19.600 --> 00:06:22.000]  所為我們成全的救贖
[00:06:22.000 --> 00:06:24.400]  我們領受那份平安
[00:06:24.400 --> 00:06:27.800]  是神所與我們納的藥
[00:06:27.800 --> 00:06:29.600]  因此來到五十四章的時候
[00:06:29.600 --> 00:06:31.000]  你發覺聖經一開的時候
[00:06:31.000 --> 00:06:32.400]  就帶著盼望
[00:06:32.400 --> 00:06:35.200]  講述在一種平安的藥裏面
[00:06:35.200 --> 00:06:37.000]  我們可以怎樣傳
[00:06:37.000 --> 00:06:39.600]  什麼態度來去活營
[00:06:39.600 --> 00:06:43.400]  五十四章大家再看第一節
[00:06:43.400 --> 00:06:45.400]  聖經說:你這不懷孕
[00:06:45.400 --> 00:06:48.400]  不生養的要歌唱
[00:06:48.400 --> 00:06:50.400]  你這未曾經過產難的
[00:06:50.400 --> 00:06:52.400]  要發聲歌唱
[00:06:52.400 --> 00:06:53.800]  揚聲歡呼
[00:06:53.800 --> 00:06:55.200]  因為沒有丈夫的
[00:06:55.200 --> 00:06:58.400]  比有丈夫的兒女更多
[00:06:58.400 --> 00:07:01.400]  這是耶和華說的
[00:07:01.400 --> 00:07:04.000]  清佐的說話
[00:07:04.000 --> 00:07:05.600]  當我們讀到聖經所提及
[00:07:05.600 --> 00:07:07.000]  不懷孕不生養的時候
[00:07:07.000 --> 00:07:10.000]  一方面留意到聖經是以一個
[00:07:10.000 --> 00:07:12.200]  不能夠懷孕的婦女
[00:07:12.200 --> 00:07:15.400]  來比喻有很多屬神的人
[00:07:15.400 --> 00:07:18.800]  曾經離開神
[00:07:18.800 --> 00:07:20.800]  面對上帝的管教
[00:07:20.800 --> 00:07:24.200]  有很多不能避免的
[00:07:24.200 --> 00:07:26.600]  很多生命上要面對的
[00:07:26.600 --> 00:07:28.600]  一些苦困
[00:07:28.600 --> 00:07:31.200]  但同時當看到這句說話的時候
[00:07:31.200 --> 00:07:33.000]  很多人都會立即想起
[00:07:33.000 --> 00:07:35.800]  神與人所納的藥
[00:07:35.800 --> 00:07:37.800]  祂和誰納的藥?
[00:07:37.800 --> 00:07:40.800]  祂和阿伯拉罕所納的藥
[00:07:40.800 --> 00:07:42.200]  你會記得聖經提及
[00:07:42.200 --> 00:07:43.800]  當神阿伯拉納藥的時候
[00:07:43.800 --> 00:07:49.200]  跟祂說:你太太懷孕生子
[00:07:49.200 --> 00:07:52.600]  然後說到你的後裔極其繁多
[00:07:52.600 --> 00:07:55.600]  我們這裏第三節也提及後裔
[00:07:55.600 --> 00:07:58.800]  又提及你要作多角的父
[00:07:58.800 --> 00:08:00.000]  當時大家知道
[00:08:00.000 --> 00:08:02.400]  就是阿伯拉罕已經年紀老邁
[00:08:02.400 --> 00:08:04.600]  太太也過了生育歲數
[00:08:04.600 --> 00:08:08.200]  在人體是完全不可能發生的事情
[00:08:08.200 --> 00:08:10.800]  但上帝要與他納藥
[00:08:10.800 --> 00:08:13.000]  然後告訴他知道
[00:08:13.000 --> 00:08:16.800]  在神豈有難成的事
[00:08:16.800 --> 00:08:18.400]  神與人所納的藥
[00:08:18.400 --> 00:08:21.600]  是成全不可能的事
[00:08:21.600 --> 00:08:24.600]  是成全叫人驚訝的事情
[00:08:24.600 --> 00:08:27.000]  客觀環境好像不可能的事情
[00:08:27.000 --> 00:08:32.400]  但神納藥要將叫人驚訝的恩惠賜給人
[00:08:32.400 --> 00:08:34.600]  阿伯拉罕後來在他身上
[00:08:34.600 --> 00:08:38.200]  延伸出不單止以色列的民族
[00:08:38.200 --> 00:08:40.800]  還有很多國的民族
[00:08:40.800 --> 00:08:44.000]  今天你和我都是阿伯拉罕的子孫
[00:08:44.000 --> 00:08:45.200]  從屬靈的角度說
[00:08:45.200 --> 00:08:48.000]  我們從信心裏成為
[00:08:48.000 --> 00:08:51.000]  屬靈的阿伯拉罕的子孫
[00:08:51.000 --> 00:08:52.600]  上帝對他的應許
[00:08:52.600 --> 00:08:56.600]  對他所納的藥一步一步成全
[00:08:56.600 --> 00:08:58.400]  而今天當我們回想的時候
[00:08:58.400 --> 00:09:00.000]  聖經告訴我們
[00:09:00.000 --> 00:09:03.600]  在神所賜的納藥裏
[00:09:03.600 --> 00:09:06.200]  你可以放心
[00:09:06.200 --> 00:09:07.600]  所以聖經說
[00:09:07.600 --> 00:09:09.800]  你們要發聲歌唱
[00:09:09.800 --> 00:09:11.400]  揚聲歡呼
[00:09:11.400 --> 00:09:14.400]  這裏所說的是一個吩咐
[00:09:14.400 --> 00:09:16.600]  是吩咐我們放膽
[00:09:16.600 --> 00:09:18.800]  縱使一個困難的處境
[00:09:18.800 --> 00:09:20.600]  你仍然可以帶著信心
[00:09:20.600 --> 00:09:22.600]  發聲去歌唱
[00:09:22.600 --> 00:09:25.000]  知道神不會忘記你
[00:09:25.000 --> 00:09:27.000]  祂會按照祂所應許的
[00:09:27.000 --> 00:09:30.600]  成就奇妙的事在你身上
[00:09:30.600 --> 00:09:33.600]  不單止要去歡呼歌唱
[00:09:33.600 --> 00:09:36.400]  你更加要擴張你帳幕之地
[00:09:36.400 --> 00:09:38.600]  在聖經第二節大家看
[00:09:38.600 --> 00:09:41.000]  「你要擴張你帳幕之地
[00:09:41.000 --> 00:09:44.800]  張大你居所的萬子不要限子
[00:09:44.800 --> 00:09:46.600]  要放長你的繩子
[00:09:46.600 --> 00:09:48.600]  堅固你的缺子」
[00:09:48.600 --> 00:09:50.200]  或者今天我們不是太了解
[00:09:50.200 --> 00:09:51.800]  這裏所說的事情
[00:09:51.800 --> 00:09:56.800]  或者我們不太在住一些營幕
[00:09:56.800 --> 00:09:59.400]  以前可能會有機會去一些營地
