
[00:00:00.000 --> 00:00:04.000]  如果沒有教會,這個世界會不會都是一樣的呢?
[00:00:04.000 --> 00:00:06.000]  大家好,我是Daniel
[00:00:06.000 --> 00:00:09.000]  今天會繼續和大家看John Stott的書
[00:00:09.000 --> 00:00:12.000]  我們這次會看一本很重要的著作
[00:00:12.000 --> 00:00:17.000]  中文翻譯為《私刑觀點:基督徒改變社會的行動力》
[00:00:17.000 --> 00:00:20.000]  這本書的英文原名其實是
[00:00:20.000 --> 00:00:22.000]  《Issues Facing Christians Today》
[00:00:22.000 --> 00:00:25.000]  它中文其實是有一個舊的書名的
[00:00:25.000 --> 00:00:28.000]  叫做《當代基督教育社會》
[00:00:28.000 --> 00:00:33.000]  不過校園書房根據英文第四版再出更新版的時候
[00:00:33.000 --> 00:00:36.000]  就改了名做《私刑觀點》
[00:00:36.000 --> 00:00:39.000]  我想校園書房用《私刑觀點》這個名字
[00:00:39.000 --> 00:00:42.000]  其實因為C就代表Christians
[00:00:42.000 --> 00:00:44.000]  所以其實整本書是在問
[00:00:44.000 --> 00:00:49.000]  基督徒究竟應該怎樣活在這個世界裏面呢?
[00:00:49.000 --> 00:00:55.000]  在書裏面John Stott開始回顧了20世紀福音派的歷史
[00:00:55.000 --> 00:01:00.000]  他就認為在整個20世紀特別上半葉的時候
[00:01:00.000 --> 00:01:04.000]  福音派因為要抗衡神學的自由主義
[00:01:04.000 --> 00:01:08.000]  就慢慢將傳福音和社會責任分開了
[00:01:08.000 --> 00:01:14.000]  教會就很重視個人的得救 悔改 重新
[00:01:14.000 --> 00:01:16.000]  當然這些都是非常重要
[00:01:16.000 --> 00:01:24.000]  但好像教會就慢慢失去了對貧窮 對不公義 對戰爭
[00:01:24.000 --> 00:01:28.000]  對人權 對社會制度的關心
[00:01:28.000 --> 00:01:30.000]  所以John Stott認為
[00:01:30.000 --> 00:01:35.000]  福音派雖然守護了一份非常重要的福音信息
[00:01:35.000 --> 00:01:40.000]  但卻漸漸失去了我們對社會的良心
[00:01:40.000 --> 00:01:44.000]  John Stott在書裏面提出一個很重要的問題
[00:01:44.000 --> 00:01:46.000]  就是當我們面對這個世界的時候
[00:01:46.000 --> 00:01:49.000]  我們基督徒應該選擇逃避
[00:01:49.000 --> 00:01:53.000]  還是我們應該選擇參與在其中呢?
[00:01:53.000 --> 00:01:57.000]  很多時候逃避是代表什麼呢?
[00:01:57.000 --> 00:02:02.000]  很多時候我們將信仰變成了一個私人的信仰
[00:02:02.000 --> 00:02:07.000]  即是說我們會回教會 會讀聖經 會祈禱
[00:02:07.000 --> 00:02:10.000]  甚至我們會追求靈明的成長
[00:02:10.000 --> 00:02:13.000]  但是對於世界正在發生什麼呢?
[00:02:13.000 --> 00:02:15.000]  好像跟我們沒有什麼關係
[00:02:15.000 --> 00:02:19.000]  但斯托德提醒我們 耶穌從來不是這樣的
[00:02:19.000 --> 00:02:24.000]  道成肉身本身就是上帝進入這個世界
[00:02:24.000 --> 00:02:28.000]  耶穌進入人群裏面去接觸病人
[00:02:28.000 --> 00:02:30.000]  去親近那些被排斥的人群
[00:02:30.000 --> 00:02:33.000]  耶穌當時是面對權力
[00:02:33.000 --> 00:02:35.000]  他會回應飢餓
[00:02:35.000 --> 00:02:38.000]  他會去尊廣上帝的國度
[00:02:38.000 --> 00:02:43.000]  所以基督徒的照明其實不應該離開這個世界
[00:02:43.000 --> 00:02:46.000]  為了保持自己的純潔
[00:02:46.000 --> 00:02:48.000]  而是應該進入世界
[00:02:48.000 --> 00:02:53.000]  在世界裏面 在世而不屬世
[00:02:53.000 --> 00:02:57.000]  在世界裏面卻是忠於上帝
[00:02:57.000 --> 00:02:58.000]  對於約翰·斯托德來說
[00:02:58.000 --> 00:03:02.000]  最重要的是活在世界之中
[00:03:02.000 --> 00:03:06.000]  卻是活在上帝的話語之下
[00:03:06.000 --> 00:03:08.000]  要做到這一點
[00:03:08.000 --> 00:03:10.000]  約翰·斯托德提出了一個概念
[00:03:10.000 --> 00:03:13.000]  叫做雙重聆聽
[00:03:13.000 --> 00:03:14.000]  約翰·斯托德認為
[00:03:14.000 --> 00:03:18.000]  基督徒應該是同時聆聽兩個的聲音
[00:03:18.000 --> 00:03:23.000]  一方面我們當然要謙卑地聆聽上帝的說話
[00:03:23.000 --> 00:03:26.000]  聖經不是其中一個意見那麼簡單
[00:03:26.000 --> 00:03:28.000]  而是真正塑造我們的信仰
[00:03:28.000 --> 00:03:31.000]  塑造我們的倫理和世界觀的權威
[00:03:31.000 --> 00:03:34.000]  但另一方面約翰·斯托德認為
[00:03:34.000 --> 00:03:37.000]  我們是需要認真的聆聽這個世界
[00:03:37.000 --> 00:03:40.000]  聆聽世界就不是代表這個世界說什麼
[00:03:40.000 --> 00:03:42.000]  我們就相信什麼
[00:03:42.000 --> 00:03:44.000]  而是帶著批判
[00:03:44.000 --> 00:03:46.000]  但同時也帶著憐憫
[00:03:46.000 --> 00:03:50.000]  去聆聽真實的人
[00:03:50.000 --> 00:03:53.000]  他們真正面對的處境
[00:03:53.000 --> 00:03:56.000]  在這個世界裏面的人
[00:03:56.000 --> 00:03:59.000]  面對的恐懼
[00:03:59.000 --> 00:04:03.000]  可能是孤單、貧窮、不公義
[00:04:03.000 --> 00:04:05.000]  甚至有不同道德的困惑
[00:04:05.000 --> 00:04:10.000]  我們是需要聆聽這個時代不同的人
[00:04:10.000 --> 00:04:13.000]  最深層的渴望是什麼呢?
[00:04:13.000 --> 00:04:15.000]  如果我們只是聆聽聖經的話
[00:04:15.000 --> 00:04:17.000]  而從來不聽這個世界的話
[00:04:17.000 --> 00:04:21.000]  我們可能就有很正確的標準答案
[00:04:21.000 --> 00:04:25.000]  但我們可能不知道這個世界的人
[00:04:25.000 --> 00:04:28.000]  究竟在問的是一個什麼問題
[00:04:28.000 --> 00:04:33.000]  我們所說的話可能是完全離地的
[00:04:33.000 --> 00:04:37.000]  但反過來,如果你只是聆聽這個世界
[00:04:37.000 --> 00:04:39.000]  而不是聆聽聖經的話
[00:04:39.000 --> 00:04:45.000]  我們也會失去了判斷世界的尺度和標準
[00:04:45.000 --> 00:04:47.000]  最後如果是這樣的話
[00:04:47.000 --> 00:04:52.000]  教會就變成只是重複世界所說的話
[00:04:52.000 --> 00:04:54.000]  所以,約翰·斯多噶認為
[00:04:54.000 --> 00:04:58.000]  我們基督徒應該追求的不是和世界隔絕
[00:04:58.000 --> 00:05:03.000]  但也不是向這個世界投降
[00:05:03.000 --> 00:05:05.000]  而是一種忠於聖經
[00:05:05.000 --> 00:05:09.000]  但同時深入進入到這個世界
[00:05:09.000 --> 00:05:13.000]  時代處境裡面的基督徒的生命
[00:05:13.000 --> 00:05:19.000]  這就是貫穿整本書的私刑觀點的討論
[00:05:19.000 --> 00:05:23.000]  約翰·斯多噶在書中討論的題目很廣泛
[00:05:23.000 --> 00:05:26.000]  但其實背後也是在問一個問題
[00:05:26.000 --> 00:05:33.000]  如果我們認為耶穌基督真是我們的主的話
[00:05:33.000 --> 00:05:37.000]  那麼我們今時今日在這個世界裡應該怎樣生活呢?
[00:05:37.000 --> 00:05:41.000]  例如,當我們面對著多元社會的時候
[00:05:41.000 --> 00:05:43.000]  我們基督徒相信真理
[00:05:43.000 --> 00:05:50.000]  但是否就代表我們要把我們的價值強加在其他人身上呢?
[00:05:50.000 --> 00:05:54.000]  約翰·斯多噶的答案就是不需要
[00:05:54.000 --> 00:05:59.000]  約翰·斯多噶認為我們基督徒不需要放棄真理
[00:05:59.000 --> 00:06:02.000]  但也不需要依靠強權
[00:06:02.000 --> 00:06:05.000]  我們應該是進入到公共領域裡面
[00:06:05.000 --> 00:06:13.000]  用理性、用見證、用我們的生命去表明我們所相信的真理
[00:06:13.000 --> 00:06:17.000]  好像環境問題那樣
[00:06:17.000 --> 00:06:22.000]  我們知道這個世界是上帝所創造的
[00:06:22.000 --> 00:06:26.000]  所以我們知道是上帝創造的話
[00:06:26.000 --> 00:06:28.000]  地球其實不屬於我們
[00:06:28.000 --> 00:06:32.000]  只不過是上帝交付、賦託給我們的
[00:06:32.000 --> 00:06:37.000]  所以我們不應該有權力任意去破壞這個世界
[00:06:37.000 --> 00:06:40.000]  我們有的是一個管家的責任
[00:06:40.000 --> 00:06:44.000]  同樣理解就是
[00:06:44.000 --> 00:06:49.000]  人權也不是純粹是現代政治發明出來的一個概念
[00:06:49.000 --> 00:06:51.000]  在基督教的角度來說
[00:06:51.000 --> 00:06:53.000]  我們人之所以有尊嚴
[00:06:53.000 --> 00:06:57.000]  最根本是因為我們每一個人都是按照上帝的形象
[00:06:57.000 --> 00:06:59.000]  受造的
[00:06:59.000 --> 00:07:07.000]  所以一個人的價值不取決於他有多少能力、財富、效率
[00:07:07.000 --> 00:07:12.000]  也不取決於他對社會有多大貢獻
[00:07:12.000 --> 00:07:18.000]  而是因為我們是被上帝所創造
[00:07:18.000 --> 00:07:21.000]  因為我們是照著上帝形象所造的
[00:07:21.000 --> 00:07:24.000]  所以我們有尊嚴
[00:07:26.000 --> 00:07:29.000]  斯多德繼續提出一個很重要的概念
[00:07:29.000 --> 00:07:36.000]  就是愛所渴望的公義是會加之要求的
[00:07:36.000 --> 00:07:38.000]  什麼意思呢?
[00:07:38.000 --> 00:07:43.000]  他認為愛不可以永遠停留在一個私人的善意裏面
[00:07:43.000 --> 00:07:53.000]  如果一個制度長期令到某一群人受到傷害的話
[00:07:53.000 --> 00:07:57.000]  基督徒除了去問我可以怎樣幫助他之外
[00:07:57.000 --> 00:08:02.000]  其實是需要問為何他會不斷受到傷害
[00:08:02.000 --> 00:08:08.000]  這也是約翰·斯多德對社會服務和社會行動的區分
[00:08:08.000 --> 00:08:11.000]  社會服務就好像好撒瑪利亞人
[00:08:11.000 --> 00:08:14.000]  見到一個受傷的人就停下來照顧他
[00:08:14.000 --> 00:08:21.000]  但社會行動就要再問為何這條路不斷有人打劫
[00:08:21.000 --> 00:08:27.000]  如果每一天都有受傷的人抬過來
[00:08:27.000 --> 00:08:29.000]  當然我們是要救人
[00:08:29.000 --> 00:08:33.000]  但是不是也應該問這條路本身是否有問題呢?
[00:08:33.000 --> 00:08:35.000]  制度本身是否有問題呢?
[00:08:35.000 --> 00:08:37.000]  法律本身是否有問題呢?
[00:08:37.000 --> 00:08:41.000]  權力的分配是否出現了問題呢?
[00:08:41.000 --> 00:08:45.000]  所以基督徒的愛當然可以是一碗飯
[00:08:45.000 --> 00:08:48.000]  可以是一個探訪,可以是一筆奉獻
[00:08:48.000 --> 00:08:55.000]  但也可以是一個嘗試,改變一個造成傷害的制度
[00:08:55.000 --> 00:09:01.000]  這本書在約翰·斯多德的私刑觀點裏
[00:09:01.000 --> 00:09:03.000]  最有力量的地方就是
[00:09:03.000 --> 00:09:08.000]  他不是純粹提供所有倫理問題的答案
[00:09:08.000 --> 00:09:14.000]  而是迫使我們去思考教會和世界的關係
[00:09:14.000 --> 00:09:18.000]  約翰·斯多德引用到在福音書裏面很重要的說話
[00:09:18.000 --> 00:09:22.000]  就是耶穌跟我們說我們是世上的炎,我們是世上的光
[00:09:22.000 --> 00:09:27.000]  約翰·斯多德就用一個很簡單的比喻去提醒我們
[00:09:27.000 --> 00:09:34.000]  就是當我們理解到我們是世上的光,世上的炎的話
[00:09:34.000 --> 00:09:38.000]  我們就會明白,例如假設當夜晚
[00:09:38.000 --> 00:09:44.000]  我們的房子變得很黑,我們其實是不會責怪黑暗的
[00:09:44.000 --> 00:09:48.000]  我們反而會問,光在哪裏呢?
[00:09:48.000 --> 00:09:53.000]  又例如當一塊肉開始腐爛的時候
[00:09:53.000 --> 00:09:56.000]  我們也不會對著那塊肉大發脾氣
[00:09:56.000 --> 00:10:00.000]  我們真正要問的是,為甚麼沒有了炎呢?
[00:10:00.000 --> 00:10:02.000]  炎在哪裏呢?
[00:10:02.000 --> 00:10:06.000]  約翰·斯多德他舉的這個比喻就是
[00:10:06.000 --> 00:10:15.000]  很多時候他說我們對於社會裏面很多的貪婪、不公義、冷漠仇恨
[00:10:15.000 --> 00:10:19.000]  我們很多時候第一件事會做的就是責怪這個世界
[00:10:19.000 --> 00:10:23.000]  但約翰·斯多德他將問題反過來
[00:10:23.000 --> 00:10:27.000]  如果我們是世上的炎和光的時候
[00:10:27.000 --> 00:10:32.000]  當這個世界越來越黑暗,當越來越腐敗的時候
[00:10:32.000 --> 00:10:36.000]  我們除了問為甚麼這個世界會變成這樣
[00:10:36.000 --> 00:10:38.000]  去責怪這個世界之外
[00:10:38.000 --> 00:10:42.000]  其實我們反而應該問,教會去了哪裏呢?
