
[00:00:00.000 --> 00:00:02.200]  我們來到第九課
[00:00:02.200 --> 00:00:04.400]  罪惡的奧秘
[00:00:04.400 --> 00:00:11.100]  我們的經文是在七十六
[00:00:11.100 --> 00:00:15.500]  第十七章第五節
[00:00:15.500 --> 00:00:18.800]  在這裡有這樣的一句話
[00:00:18.800 --> 00:00:22.700]  奧秘在大巴比倫
[00:00:22.700 --> 00:00:26.400]  這裡提到奧秘兩個字
[00:00:27.200 --> 00:00:30.900]  大巴比倫是一件奧秘的事
[00:00:30.900 --> 00:00:34.700]  那麼大巴比倫是什麼意思呢
[00:00:34.700 --> 00:00:39.800]  我們看起始錄十八章第二節
[00:00:39.800 --> 00:00:44.400]  這裡解釋大巴比倫是什麼意思
[00:00:44.400 --> 00:00:47.300]  十八章第二節
[00:00:47.300 --> 00:00:50.400]  他大聲喊著說
[00:00:50.400 --> 00:00:54.500]  巴比倫大城傾倒了
[00:00:55.100 --> 00:00:57.300]  成了鬼魔的住處
[00:00:57.300 --> 00:01:00.900]  和各樣烏灰之靈的巢穴
[00:01:00.900 --> 00:01:06.100]  並各樣烏灰可蒸之犬鳥的巢穴
[00:01:06.100 --> 00:01:13.000]  因為列國都被他邪陰的大怒的酒傾倒了
[00:01:13.000 --> 00:01:16.500]  地上的君王與他形陰
[00:01:16.500 --> 00:01:22.300]  地上的客商因他策劃太過就發了財
[00:01:24.100 --> 00:01:25.700]  在這裡給我們看見
[00:01:25.700 --> 00:01:31.400]  大巴比倫城的蘇陵的意義是什麼呢
[00:01:31.400 --> 00:01:34.100]  是鬼魔的住處
[00:01:34.100 --> 00:01:38.200]  那就是撒旦的大本營
[00:01:38.200 --> 00:01:40.300]  大本營
[00:01:40.300 --> 00:01:46.200]  各樣烏灰之靈的巢穴
[00:01:46.200 --> 00:01:49.000]  也就是他們的基地
[00:01:50.900 --> 00:01:56.800]  烏灰之靈就是撒旦的邪靈
[00:01:56.800 --> 00:02:01.000]  他們引導人、迷惑人
[00:02:01.000 --> 00:02:05.000]  貪行種種的烏灰的事
[00:02:05.000 --> 00:02:10.800]  各樣烏灰可蒸之犬鳥的巢穴
[00:02:10.800 --> 00:02:13.700]  我們看見這裡用的字眼
[00:02:13.700 --> 00:02:18.600]  鬼魔、烏灰、可蒸
[00:02:19.400 --> 00:02:23.300]  這些都是與神為敵的意思
[00:02:23.300 --> 00:02:33.400]  這些事情的後面的操縱者就是撒旦魔鬼
[00:02:33.400 --> 00:02:37.400]  他的目的就是要迷惑人
[00:02:37.400 --> 00:02:39.400]  毒害人
[00:02:39.400 --> 00:02:42.300]  使人墮落、滅亡
[00:02:42.300 --> 00:02:47.000]  所以大巴比倫的意思就是
[00:02:47.100 --> 00:02:52.100]  與神為敵的一切事物的總和
[00:02:52.100 --> 00:02:55.600]  在我們的講義裡面這樣說了
[00:02:55.600 --> 00:03:01.600]  大巴比倫象徵一切與神為敵的事物
[00:03:01.600 --> 00:03:05.500]  它是一切可蒸之物的母
[00:03:05.500 --> 00:03:09.000]  和各樣烏灰之靈的巢穴
[00:03:09.000 --> 00:03:11.900]  以及鬼魔的住處
[00:03:11.900 --> 00:03:14.700]  它包裹了人的"己"
[00:03:14.700 --> 00:03:15.700]  就是自己
[00:03:15.700 --> 00:03:17.000]  就是自我
[00:03:17.000 --> 00:03:22.700]  也包裹了人的肉體所發出來的一切罪惡
[00:03:22.700 --> 00:03:27.000]  以及撒旦的一切的作為
[00:03:27.000 --> 00:03:30.500]  大巴比倫這個名字的來源
[00:03:30.500 --> 00:03:35.800]  就是從創世記十一章第九節
[00:03:35.800 --> 00:03:38.300]  那裡所說的巴別塔
[00:03:38.300 --> 00:03:40.900]  我們翻到那個地方
[00:03:40.900 --> 00:03:43.900]  創世記第十一章
[00:03:44.800 --> 00:03:46.300]  第九節
[00:03:46.300 --> 00:03:52.100]  因為耶和華在那裡變亂天下人的言語
[00:03:52.100 --> 00:03:55.400]  使眾人分散在全地上
[00:03:55.400 --> 00:03:59.100]  所以那城名叫巴別
[00:03:59.100 --> 00:04:01.700]  就是變亂的意思
[00:04:01.700 --> 00:04:05.100]  變亂就是confusion
[00:04:05.100 --> 00:04:07.100]  混亂
[00:04:07.100 --> 00:04:10.500]  這個巴別是什麼地方呢
[00:04:10.500 --> 00:04:13.100]  就是巴別塔的地方
[00:04:13.400 --> 00:04:16.000]  巴別塔就是當時的人
[00:04:16.000 --> 00:04:19.300]  他們想傳揚自己的名
[00:04:19.300 --> 00:04:23.000]  與神要比量一下
[00:04:23.000 --> 00:04:25.600]  要校對一下
[00:04:25.600 --> 00:04:27.800]  與神為敵
[00:04:27.800 --> 00:04:30.600]  高舉自己與神為敵
[00:04:30.600 --> 00:04:34.800]  高舉自己要取代神的地位
[00:04:34.800 --> 00:04:39.900]  結果他們就落在混亂之中
[00:04:39.900 --> 00:04:42.500]  道德的混亂
[00:04:43.500 --> 00:04:45.400]  國家的混亂
[00:04:45.400 --> 00:04:47.400]  社會的混亂
[00:04:47.400 --> 00:04:48.800]  靈性的混亂
[00:04:48.800 --> 00:04:50.400]  家庭的混亂
[00:04:50.400 --> 00:04:53.800]  言語的混亂等等
[00:04:53.800 --> 00:04:58.100]  一起就開始發生了
[00:04:58.100 --> 00:05:00.800]  而巴別呢
[00:05:00.800 --> 00:05:06.200]  後來就在演變成為巴比倫
[00:05:06.200 --> 00:05:12.000]  巴別、巴比倫都是很近的發音
[00:05:13.000 --> 00:05:15.500]  所以巴別倫就是從巴別來
[00:05:15.500 --> 00:05:19.900]  我們看下面有提到
[00:05:19.900 --> 00:05:26.700]  上面第十章有提到巴比倫第十節
[00:05:26.700 --> 00:05:29.000]  第十章十節
[00:05:29.000 --> 00:05:33.200]  他國的起頭是巴別
[00:05:33.200 --> 00:05:38.300]  巴別後來就成為巴比倫
[00:05:38.900 --> 00:05:43.500]  所以在七術裡面的巴比倫大臣
[00:05:43.500 --> 00:05:45.800]  或者是大巴比倫臣
[00:05:45.800 --> 00:05:52.000]  就是從高舉人自己與神為敵
[00:05:52.000 --> 00:05:58.400]  這樣的一個態度立場而產生出來的
[00:05:58.400 --> 00:06:05.200]  現在我們看這個大巴比倫的奧秘的內容
[00:06:05.600 --> 00:06:09.700]  也就是罪惡的奧秘的內容
[00:06:09.700 --> 00:06:12.600]  首先我們看見
[00:06:12.600 --> 00:06:18.200]  A 罪惡來源的奧秘
[00:06:18.200 --> 00:06:20.500]  罪惡的來源
[00:06:20.500 --> 00:06:28.500]  如果沒有聖經把它的意義啟示出來
[00:06:28.500 --> 00:06:32.200]  我們就不了解罪惡是從哪裡來的
[00:06:33.700 --> 00:06:38.000]  罪惡的來源分作四個要點
[00:06:38.000 --> 00:06:39.500]  第一個要點
[00:06:39.500 --> 00:06:43.600]  罪惡不是神創造出來的
[00:06:43.600 --> 00:06:47.300]  這是很重要的一點
[00:06:47.300 --> 00:06:49.500]  很多的人說
[00:06:49.500 --> 00:06:54.700]  宇宙的一切都是上帝創造的
[00:06:54.700 --> 00:06:57.400]  那麼罪惡在宇宙裡面
[00:06:57.400 --> 00:07:00.300]  當然也是神創造的
[00:07:00.300 --> 00:07:02.500]  如果不是神創造的
[00:07:02.800 --> 00:07:04.400]  它從哪裡來呢
[00:07:04.400 --> 00:07:06.700]  它不是宇宙以外的
[00:07:06.700 --> 00:07:08.600]  它是宇宙以內的
[00:07:08.600 --> 00:07:11.000]  既然是宇宙以內的
[00:07:11.000 --> 00:07:14.400]  就必然是神所創造的
[00:07:14.400 --> 00:07:17.200]  如果罪惡是神創造的
[00:07:17.200 --> 00:07:22.700]  那麼我們就要把責任推到神的身上
[00:07:22.700 --> 00:07:25.100]  如果他沒有創造罪惡
[00:07:25.100 --> 00:07:26.900]  那麼人類就沒有罪惡
[00:07:26.900 --> 00:07:28.700]  他創造了罪惡
[00:07:28.700 --> 00:07:30.700]  人類當然會犯罪
[00:07:31.100 --> 00:07:33.200]  所以人類不應該負責
[00:07:33.200 --> 00:07:35.500]  是應該神負責
[00:07:35.500 --> 00:07:39.400]  這是很重要的一個問題
[00:07:39.400 --> 00:07:45.000]  事實上並不是像剛才說的那樣
[00:07:45.000 --> 00:07:49.500]  罪惡不是神創造出來的
[00:07:49.500 --> 00:07:54.200]  那我們要看一看經文的根據
[00:07:54.200 --> 00:07:59.000]  經文裡面有什麼地方告訴我們
[00:07:59.200 --> 00:08:03.000]  罪惡不是神又從神而來的呢
[00:08:03.000 --> 00:08:06.300]  我們看三處的經文
[00:08:06.300 --> 00:08:12.300]  先看《信曰雅各書》第一章13節
[00:08:12.300 --> 00:08:18.700]  《信曰雅各書》第一章13節
[00:08:18.700 --> 00:08:24.100]  人被試探不可說我是被神試探
[00:08:24.100 --> 00:08:27.000]  因為神不能被惡試探
[00:08:27.200 --> 00:08:29.700]  他也不試探人
[00:08:29.700 --> 00:08:32.700]  這個意思就是說
[00:08:32.700 --> 00:08:35.700]  神和罪惡完全沒有關係
[00:08:35.700 --> 00:08:39.200]  他不試探人
[00:08:39.200 --> 00:08:42.100]  就是說試探不是從神來的
[00:08:42.100 --> 00:08:44.400]  神也不能被惡試探
[00:08:44.400 --> 00:08:49.000]  就是說他和罪惡完全沒有關係
[00:08:49.000 --> 00:08:52.000]  他是超越罪惡的
[00:08:52.000 --> 00:08:55.800]  我們注意第一句話
[00:08:56.700 --> 00:08:58.900]  平常讀經的時候讀到這裡
[00:08:58.900 --> 00:09:02.500]  不容易體會到他原來的意思
[00:09:02.500 --> 00:09:06.300]  因為它有一個歷史的背景
[00:09:06.300 --> 00:09:12.900]  人被試探不可說我是被神試探
[00:09:12.900 --> 00:09:20.400]  難道有人說試探是從神來
[00:09:20.400 --> 00:09:23.400]  他被試探是被神試探嗎
[00:09:23.400 --> 00:09:25.500]  真的有這樣的人這樣說嗎
[00:09:26.400 --> 00:09:27.900]  好像不可能
[00:09:27.900 --> 00:09:33.900]  哪裡會有人說我被罪惡試探就是被神試探
[00:09:33.900 --> 00:09:38.100]  怎麼會有人這樣說呢
[00:09:38.100 --> 00:09:39.900]  但是我們要知道
[00:09:39.900 --> 00:09:43.100]  在當時的歷史背景裡面
