
[00:00:00.000 --> 00:00:03.400]  今天訊息的題目
[00:00:03.400 --> 00:00:09.400]  就是十字架是奇妙的象徵
[00:00:09.400 --> 00:00:14.600]  十字架象徵什麼呢?
[00:00:14.600 --> 00:00:16.400]  第一方面
[00:00:16.400 --> 00:00:20.600]  十字架象徵神的愛
[00:00:20.600 --> 00:00:26.200]  在《伊夫所書》三章十八節
[00:00:26.200 --> 00:00:32.200]  這裡說:能以和終生圖,一同明白基督的愛是何等長闊高深
[00:00:32.200 --> 00:00:35.200]  請注意四個字
[00:00:35.200 --> 00:00:38.200]  長闊高深
[00:00:38.200 --> 00:00:42.600]  這正是十字架的兩滑所表達的意義
[00:00:42.600 --> 00:00:45.600]  這個正是十字架兩滑所表達的意義
[00:00:45.600 --> 00:00:49.600]  十字架是橫滑和豎滑合成的
[00:00:49.600 --> 00:00:53.600]  十字架是橫滑和豎滑所合成的
[00:00:53.600 --> 00:00:56.600]  橫滑可以代表長闊
[00:00:56.600 --> 00:00:59.600]  橫滑可以代表長闊
[00:00:59.600 --> 00:01:02.600]  豎滑可以代表神的愛的高深
[00:01:02.600 --> 00:01:05.600]  直滑可以代表神的愛的高深
[00:01:05.600 --> 00:01:09.600]  我們從神的愛的長來講
[00:01:09.600 --> 00:01:11.600]  我們從神的愛的長來講
[00:01:11.600 --> 00:01:14.600]  神的愛是從永遠到永遠
[00:01:14.600 --> 00:01:17.600]  神的愛是從永遠到永遠
[00:01:17.600 --> 00:01:20.600]  沒有窮盡的愛
[00:01:20.600 --> 00:01:23.600]  就闊度來講
[00:01:23.600 --> 00:01:26.600]  神的愛包括了全世界在內
[00:01:26.600 --> 00:01:30.600]  神的愛包括了全世界在內
[00:01:30.600 --> 00:01:32.600]  也包括了一切的罪人在內
[00:01:32.600 --> 00:01:34.600]  也包括了一切的罪人在內
[00:01:34.600 --> 00:01:36.600]  無論一個人的罪惡多麼大
[00:01:36.600 --> 00:01:39.600]  無論一個人的罪惡多麼大
[00:01:39.600 --> 00:01:43.600]  神在十字架上的愛都能夠領導他
[00:01:43.600 --> 00:01:45.600]  神在十字架上的愛都能夠臨到他
[00:01:45.600 --> 00:01:47.600]  主耶穌說過
[00:01:47.600 --> 00:01:50.600]  煩到我這裡來的人
[00:01:50.600 --> 00:01:54.600]  我一個也不棄絕
[00:01:54.600 --> 00:01:57.600]  不管一個人的罪何等的滔天
[00:01:57.600 --> 00:02:00.600]  不管一個人的罪何等的滔天
[00:02:00.600 --> 00:02:03.600]  只要他肯悔改
[00:02:03.600 --> 00:02:07.600]  只要他肯真正的相信主耶穌
[00:02:07.600 --> 00:02:11.600]  他的罪都可以得到赦免
[00:02:11.600 --> 00:02:16.600]  他都可以來到十字架下面
[00:02:16.600 --> 00:02:21.600]  仰望釘在十字架上的主耶穌
[00:02:21.600 --> 00:02:25.600]  他用信心仰望的時候
[00:02:25.600 --> 00:02:27.600]  就可以得救
[00:02:27.600 --> 00:02:29.600]  神是公義的
[00:02:29.600 --> 00:02:31.600]  是信實的
[00:02:31.600 --> 00:02:36.600]  必要赦免我們一切的罪
[00:02:36.600 --> 00:02:42.600]  所以我們盡管坦然無懼的帶著充足的信心到十字架前來
[00:02:42.600 --> 00:02:51.600]  十字架的樹瓜
[00:02:51.600 --> 00:02:56.600]  代表神的愛的高和深
[00:02:56.600 --> 00:02:58.600]  從高度來說
[00:02:58.600 --> 00:03:02.600]  神的愛使祂的獨生子主耶穌
[00:03:02.600 --> 00:03:05.600]  從最高的天上降下來
[00:03:05.600 --> 00:03:08.600]  神的愛使祂的獨生子主耶穌
[00:03:08.600 --> 00:03:10.600]  從最高的天上降下來
[00:03:10.600 --> 00:03:14.600]  從至高之處降臨
[00:03:14.600 --> 00:03:15.600]  深呢?
[00:03:15.600 --> 00:03:22.600]  主耶穌的卑微到了最深的地步
[00:03:22.600 --> 00:03:26.600]  祂存心信服
[00:03:26.600 --> 00:03:28.600]  以至於死
[00:03:28.600 --> 00:03:31.600]  且死在十字架上
[00:03:31.600 --> 00:03:34.600]  祂生在馬槽裡
[00:03:34.600 --> 00:03:40.600]  降到無以復加的卑微的地步
[00:03:40.600 --> 00:03:41.600]  還有
[00:03:41.600 --> 00:03:44.600]  神的愛的深度
[00:03:44.600 --> 00:03:51.600]  只有主耶穌受苦的深度可以來衡量祂
[00:03:51.600 --> 00:03:53.600]  主受苦有多深
[00:03:53.600 --> 00:03:55.600]  祂的愛也有多深
[00:03:55.600 --> 00:03:56.600]  主受苦有多深
[00:03:56.600 --> 00:03:58.600]  祂的愛也有多深
[00:03:58.600 --> 00:04:03.600]  主耶穌在十字架上受的痛苦
[00:04:03.600 --> 00:04:08.600]  祂的深度是過於我們所能夠察覺的
[00:04:08.600 --> 00:04:10.600]  主耶穌十字架的痛苦
[00:04:10.600 --> 00:04:17.600]  是我們每一個人都未曾受過的
[00:04:17.600 --> 00:04:25.600]  祂受的苦比我們一切的苦大千倍萬倍
[00:04:25.600 --> 00:04:27.600]  但我再說
[00:04:27.600 --> 00:04:29.600]  主受苦有多深
[00:04:29.600 --> 00:04:30.600]  祂的愛也有多深
[00:04:30.600 --> 00:04:32.600]  主受苦有多深
[00:04:32.600 --> 00:04:33.600]  祂的愛也有多深
[00:04:33.600 --> 00:04:37.600]  所以十字架這個簡單的符號
[00:04:37.600 --> 00:04:43.600]  象徵了神的愛的長闊高深
[00:04:43.600 --> 00:04:48.600]  這是何等奇妙的一個象徵
[00:04:48.600 --> 00:04:53.600]  十字架第二個奇妙的象徵
[00:04:53.600 --> 00:04:58.600]  就是十字架象徵團契
[00:04:58.600 --> 00:05:01.600]  我們看《伊夫碩書》二章十六節
[00:05:01.600 --> 00:05:04.600]  我們看《伊夫碩書》二章十六節
[00:05:04.600 --> 00:05:07.600]  記載十字架上滅了淵壽
[00:05:07.600 --> 00:05:11.600]  便藉這十字架使兩下歸為一體
[00:05:11.600 --> 00:05:13.600]  於神和好了
[00:05:13.600 --> 00:05:18.600]  在這裡我們又看見橫面和縱面的和好
[00:05:18.600 --> 00:05:22.600]  在這裡我們又看見橫面和縱面的和好
[00:05:22.600 --> 00:05:24.600]  在這裡又提到十字架
[00:05:24.600 --> 00:05:26.600]  在這裡又提到十字架
[00:05:26.600 --> 00:05:28.600]  是兩次用十字架這個名字
[00:05:28.600 --> 00:05:31.600]  是兩次用十字架這個名字
[00:05:31.600 --> 00:05:33.600]  十字架
[00:05:33.600 --> 00:05:36.600]  象徵了人和神的和好
[00:05:36.600 --> 00:05:38.600]  象徵了人和神的和好
[00:05:38.600 --> 00:05:42.600]  也象徵了人和人之間的和好
[00:05:42.600 --> 00:05:44.600]  也象徵了人和人之間的和好
[00:05:44.600 --> 00:05:50.600]  所以這裡說是兩下歸為一體
[00:05:50.600 --> 00:05:52.600]  這裡說的兩下
[00:05:52.600 --> 00:05:55.600]  就是以色列人和外邦人
[00:05:55.600 --> 00:05:57.600]  就是以色列人和外邦人
[00:05:57.600 --> 00:05:59.600]  在以色列人中和外邦人中
[00:05:59.600 --> 00:06:02.600]  信耶穌的人在基督裡和好了
[00:06:02.600 --> 00:06:05.600]  在以色列人當中和在外邦人當中
[00:06:05.600 --> 00:06:08.600]  信耶穌的人在基督裡和好
[00:06:08.600 --> 00:06:10.600]  原來外邦人是外人
[00:06:10.600 --> 00:06:12.600]  原來外邦人是外人
[00:06:12.600 --> 00:06:15.600]  在以色列的恩怨上是無份的
[00:06:15.600 --> 00:06:19.600]  在以色列的恩約上是無份的
[00:06:19.600 --> 00:06:21.600]  外邦人和以色列人是對立的
[00:06:21.600 --> 00:06:24.600]  外邦人和以色列人是對立的
[00:06:24.600 --> 00:06:27.600]  以色列人常常把外邦人當作狗
[00:06:27.600 --> 00:06:30.600]  以色列人常常把外邦人當作狗
[00:06:30.600 --> 00:06:34.600]  這是主耶穌以前的時代和主耶穌當時的時代
[00:06:34.600 --> 00:06:35.600]  以色列人的觀念
[00:06:35.600 --> 00:06:39.600]  這是主耶穌以前的時代和主耶穌當時的時代
[00:06:39.600 --> 00:06:40.600]  以色列人的觀念
[00:06:40.600 --> 00:06:42.600]  但是在這一節裡告訴我們
[00:06:42.600 --> 00:06:44.600]  但是在這一節裡告訴我們
[00:06:44.600 --> 00:06:46.600]  借這十字架
[00:06:46.600 --> 00:06:47.600]  借這十字架
[00:06:47.600 --> 00:06:49.600]  是兩下歸為一體
[00:06:49.600 --> 00:06:51.600]  是兩下歸為一體
[00:06:51.600 --> 00:06:53.600]  有了團契
[00:06:53.600 --> 00:06:54.600]  有了團契
[00:06:54.600 --> 00:06:55.600]  彼此和好
[00:06:55.600 --> 00:06:56.600]  彼此和好
[00:06:56.600 --> 00:06:57.600]  成了一家人
[00:06:57.600 --> 00:06:58.600]  成了一家人
[00:06:58.600 --> 00:07:00.600]  成了同一個國度的人
[00:07:00.600 --> 00:07:01.600]  成了同一個國度的人
[00:07:01.600 --> 00:07:02.600]  都是神的兒女
[00:07:02.600 --> 00:07:03.600]  都是神的兒女
[00:07:03.600 --> 00:07:05.600]  這是何等的奇妙
[00:07:05.600 --> 00:07:06.600]  這是何等的奇妙
[00:07:06.600 --> 00:07:07.600]  術話呢
[00:07:07.600 --> 00:07:08.600]  術話呢
[00:07:08.600 --> 00:07:10.600]  代表與神和好
[00:07:10.600 --> 00:07:11.600]  代表與神和好
[00:07:11.600 --> 00:07:13.600]  這一節最後的一句說
[00:07:13.600 --> 00:07:14.600]  這一節最後的一句說
[00:07:14.600 --> 00:07:16.600]  與神和好了
[00:07:16.600 --> 00:07:18.600]  與神和好了
[00:07:18.600 --> 00:07:22.600]  這是全部聖經裡面最寶貴的一句話
[00:07:22.600 --> 00:07:24.600]  這是全部聖經裡面最寶貴的一句話
[00:07:24.600 --> 00:07:26.600]  原來與神為敵的人
[00:07:26.600 --> 00:07:28.600]  原來與神為敵的人
[00:07:28.600 --> 00:07:30.600]  現在竟然與神和好
[00:07:30.600 --> 00:07:32.600]  現在竟然與神和好
[00:07:32.600 --> 00:07:34.600]  而且做神的兒女
[00:07:34.600 --> 00:07:36.600]  而且做神的兒女
[00:07:36.600 --> 00:07:38.600]  進到父面前
[00:07:38.600 --> 00:07:39.600]  進到父面前
[00:07:39.600 --> 00:07:41.600]  享受神各樣的恩惠
[00:07:41.600 --> 00:07:43.600]  享受神各樣的恩惠
[00:07:43.600 --> 00:07:46.600]  神也在他們身上得了當德的榮耀
[00:07:46.600 --> 00:07:49.600]  神也在他們身上得了當德的榮耀
[00:07:49.600 --> 00:07:53.600]  所以十字架象徵偉大的雙重團契
[00:07:53.600 --> 00:07:57.600]  所以十字架象徵偉大的雙重團契
[00:07:57.600 --> 00:07:59.600]  在十字架之前
