
[00:00:00.000 --> 00:00:20.000]  (國歌)
[00:00:26.000 --> 00:00:40.000]  提督子妹平安!今天我們一起來思想我答應過的提督子妹過去幾次,今天是第三次講到月書雅。
[00:00:40.000 --> 00:00:52.000]  我說月書雅三記,因為後來我發覺本來我講一次月書雅記第一章,大家如果一級要來的話還記得。
[00:00:52.000 --> 00:01:01.000]  第一章講到月書雅站在神的應許,然後接替摩西作為以色列的統帥。
[00:01:01.000 --> 00:01:11.000]  她那個壓力好大,面對前路,怎樣有勇氣跟信心。那一次我相信提督子妹還是記得的。
[00:01:11.000 --> 00:01:22.000]  後來我回去的時候有個禱告說,這樣的月書雅好像從礦野一個奴隸的身份,
[00:01:22.000 --> 00:01:33.000]  突然間脫胎換骨轉到見偉大的領袖的話,肯定不是那種偶然的事情。
[00:01:33.000 --> 00:01:41.000]  所以我就翻到我上次說的月書雅前傳,
[00:01:41.000 --> 00:01:54.000]  在月書雅還沒有當統帥之前,在礦野神跟摩西是怎樣訓練她成為一個大能的勇士。
[00:01:54.000 --> 00:02:00.000]  這樣的屬靈的訓練跟操練我覺得很有意思。
[00:02:00.000 --> 00:02:07.000]  後來我就講了月書雅前傳,神怎樣訓練一個人,
[00:02:07.000 --> 00:02:16.000]  從一個奴隸,本來什麼都沒有的人,成為一個在神的計畫裡面大用的一個人。
[00:02:16.000 --> 00:02:23.000]  講了兩次以後,心裡面又感動了,所以我說講了月書雅三季。
[00:02:23.000 --> 00:02:30.000]  第三次,後來我心裡面就說,講了月書雅怎樣訓練成為一個偉大的領袖,
[00:02:30.000 --> 00:02:37.000]  然後講了偉大的領袖怎樣站在死命的面前,
[00:02:37.000 --> 00:02:44.000]  有勇氣走下去,完成神給他的託付,這個都是很重要。
[00:02:44.000 --> 00:02:51.000]  但是,應該講的第三次就是,真正的下墻打的時候是怎樣的一回事。
[00:02:51.000 --> 00:02:54.000]  如果沒有講這個,好像沒有講完。
[00:02:54.000 --> 00:03:01.000]  所以我就重新再研究一下月書雅記裡面的後來發生的事情,
[00:03:01.000 --> 00:03:09.000]  就是月書雅帶著勇氣,跟上帝的同在,進到戰爭地。
[00:03:09.000 --> 00:03:18.000]  進到戰爭地以後,戰爭是怎樣打的,才是真正的一個總結。
[00:03:18.000 --> 00:03:21.000]  如果沒有講這個,我覺得還沒有完美。
[00:03:21.000 --> 00:03:26.000]  所以我就講了三講,今天要跟大家講的,
[00:03:26.000 --> 00:03:29.000]  就是月書雅記裡面的第三講。
[00:03:29.000 --> 00:03:37.000]  就是講到,月書雅如何完成神的應許。
[00:03:37.000 --> 00:03:41.000]  當然,月書雅記如果你熟識的話,
[00:03:41.000 --> 00:03:45.000]  你也可以預料的當中也就知道了,
[00:03:45.000 --> 00:03:50.000]  月書雅記是充滿了很多的戰爭,很多的戰役。
[00:03:50.000 --> 00:03:55.000]  這個戰役裡面有不同的仗要打在迦南地。
[00:03:55.000 --> 00:03:59.000]  今天我們就看月書雅記裡面的戰爭。
[00:03:59.000 --> 00:04:02.000]  當然這個戰爭很多,
[00:04:02.000 --> 00:04:09.000]  但是我今天就跟大家拿最初的那個階段來講。
[00:04:09.000 --> 00:04:15.000]  這是月書雅記記載在迦南地的兩個最重要的戰爭,
[00:04:15.000 --> 00:04:23.000]  而且記載比較詳細,而是世界開始的時候頭兩個戰爭。
[00:04:23.000 --> 00:04:25.000]  那麼這兩個戰爭是什麼呢?
[00:04:25.000 --> 00:04:30.000]  如果你念月書雅記第五章,第六章,
[00:04:30.000 --> 00:04:34.000]  然後再念月書雅記第七章跟第八章,
[00:04:34.000 --> 00:04:36.000]  就是這幾章聖經,
[00:04:36.000 --> 00:04:42.000]  你就看到這兩個是很重要,決定性的兩個戰爭。
[00:04:42.000 --> 00:04:46.000]  一個我們叫做耶利哥城的戰爭,
[00:04:46.000 --> 00:04:50.000]  另外一個是個小城,叫愛城,
[00:04:50.000 --> 00:04:56.000]  在耶利哥城附近的另外一個城,叫愛城的戰爭。
[00:04:56.000 --> 00:04:59.000]  兩次著名的戰役,
[00:04:59.000 --> 00:05:03.000]  究竟對我們說了怎樣的一個數靈的教訓,
[00:05:03.000 --> 00:05:08.000]  是我們今天特別要跟弟兄姊妹一起來思想的。
[00:05:08.000 --> 00:05:14.000]  如果你有聖經的話,也可以打開月書雅記這段的聖經,
[00:05:14.000 --> 00:05:18.000]  但是當中的一些經文,
[00:05:18.000 --> 00:05:25.000]  我也跟大家有機會的話就念出來,也特別留意的。
[00:05:25.000 --> 00:05:32.000]  我們發覺,月書雅記裡面很多的戰爭,
[00:05:32.000 --> 00:05:36.000]  我就想到,就好像我們的人生,
[00:05:36.000 --> 00:05:40.000]  人生也充滿了很多的打仗。
[00:05:40.000 --> 00:05:45.000]  當然那個打仗不一定是動刀、動兵這樣的打仗,
[00:05:45.000 --> 00:05:49.000]  但是人生總有很多的戰役要面對,是不是?
[00:05:49.000 --> 00:05:54.000]  有時候是面對病菌,這是我們的戰爭,
[00:05:54.000 --> 00:05:59.000]  有時候面對我們事業上的困難,也是我們的戰爭。
[00:05:59.000 --> 00:06:03.000]  甚至有時候我們的戰場是在家庭裡面,
[00:06:03.000 --> 00:06:06.000]  不是什麼敵人而已,
[00:06:06.000 --> 00:06:10.000]  最主要我們人生不是平順的。
[00:06:10.000 --> 00:06:14.000]  有神的供應,有神的應許,
[00:06:14.000 --> 00:06:18.000]  好像我們說過,月書雅第一章的時候,
[00:06:18.000 --> 00:06:21.000]  站在那裡面對前路好難,
[00:06:21.000 --> 00:06:24.000]  但是神說我與你同在,我有應許給你,
[00:06:24.000 --> 00:06:29.000]  這個地方你還沒有踏進去,但是我已經將它給你了,
[00:06:29.000 --> 00:06:33.000]  這個是神的應許,心裡面很有平安。
[00:06:33.000 --> 00:06:36.000]  但是我告訴你,人生也是一樣,
[00:06:36.000 --> 00:06:40.000]  雖然有神的應許,雖然有神的保護,
[00:06:40.000 --> 00:06:45.000]  也有神的同在,但是不等於沒有戰爭,對不對?
[00:06:45.000 --> 00:06:49.000]  不等於沒有困難,不等於沒有挑戰,
[00:06:49.000 --> 00:06:52.000]  這個是人生的現實,弟兄姐妹。
[00:06:52.000 --> 00:06:56.000]  你不要以為有了神的同在,你就沒有困難,
[00:06:56.000 --> 00:06:59.000]  有困難,但是神說有困難,
[00:06:59.000 --> 00:07:03.000]  但是我要你經歷有神的人跟沒有神的人是不同的,
[00:07:03.000 --> 00:07:06.000]  這個才是最重要的真理。
[00:07:06.000 --> 00:07:10.000]  你看,耶穌帶著神的應許,摩西也帶著神的應許,
[00:07:10.000 --> 00:07:14.000]  這個應許之地了,但是應許之地要得到的時候,
[00:07:14.000 --> 00:07:17.000]  不但後來有好多的戰爭,
[00:07:17.000 --> 00:07:22.000]  過約旦河也是要有神蹟,對不對?
[00:07:22.000 --> 00:07:26.000]  你看,也不是完全什麼事情都沒有發生,
[00:07:26.000 --> 00:07:30.000]  就平平順順的,整個戰爭就給你了,不是的。
[00:07:30.000 --> 00:07:34.000]  所以我們說是神護照你,是神給你有應許,
[00:07:34.000 --> 00:07:37.000]  跑到前面的路,你知道的,
[00:07:37.000 --> 00:07:39.000]  但是你發生了困難的時候,
[00:07:39.000 --> 00:07:42.000]  你說,神啊,為什麼有困難啊?
[00:07:42.000 --> 00:07:45.000]  你是不是出奇啊?人生總有困難,
[00:07:45.000 --> 00:07:49.000]  有神的應許跟同行,不等於沒有困難。
[00:07:49.000 --> 00:07:53.000]  這個就是約書爾基要告訴我們的其中一個,
[00:07:53.000 --> 00:07:55.000]  可能我們忽略了這裡,
[00:07:55.000 --> 00:07:57.000]  約書爾基裡面充滿了戰爭啊,
[00:07:57.000 --> 00:08:02.000]  要透過很多的戰爭才可以拿到神給你的應許的。
[00:08:02.000 --> 00:08:05.000]  這個我們不用再說了,
[00:08:05.000 --> 00:08:08.000]  但是我希望大家在最錯的時候要記得,
[00:08:08.000 --> 00:08:14.000]  人生總有戰爭,人生總有要戰場的,
[00:08:14.000 --> 00:08:18.000]  但是聖經裡面對我們最重要的教訓是,
[00:08:18.000 --> 00:08:22.000]  有神的人生,他打的仗,
[00:08:22.000 --> 00:08:26.000]  是跟沒有神的人,沒有信仰的人打仗是不同的。
[00:08:26.000 --> 00:08:32.000]  你說什麼不同?今天我們就特別來看這個。
[00:08:32.000 --> 00:08:37.000]  首先我們看到兩場戰役,剛才我們說過了。
[00:08:37.000 --> 00:08:39.000]  第一個戰役是耶利哥的戰役,
[00:08:39.000 --> 00:08:43.000]  是個傳承大聖戰的戰役,
[00:08:43.000 --> 00:08:47.000]  而且耶利哥城是個最難打的城。
[00:08:47.000 --> 00:08:52.000]  考古學告訴我們耶利哥城的城牆非常的厚,
[00:08:52.000 --> 00:08:55.000]  然後用什麼方法都沒有把它攻進去的,
[00:08:55.000 --> 00:08:58.000]  不要把它打破的。
[00:08:58.000 --> 00:09:00.000]  但是聖經告訴我們,
[00:09:00.000 --> 00:09:04.000]  大家可能也比較熟識這個著名的戰役了,
[00:09:04.000 --> 00:09:08.000]  不用打,神說你打,
[00:09:08.000 --> 00:09:10.000]  你怎麼可以跟耶利哥人打呢?
[00:09:10.000 --> 00:09:13.000]  人家的兵器武器比你多,
[00:09:13.000 --> 00:09:15.000]  人家的城牆比你高,
[00:09:15.000 --> 00:09:23.000]  你這一批流浪在礦野四十年的那些人,
[00:09:23.000 --> 00:09:25.000]  怎麼跟人打?沒得打。
[00:09:25.000 --> 00:09:27.000]  但是說我不要你打,
[00:09:27.000 --> 00:09:30.000]  我要你每天聽我的話,
[00:09:30.000 --> 00:09:33.000]  搖著這個城一圈,
[00:09:33.000 --> 00:09:36.000]  然後六天以後第七天搖了七次,
[00:09:36.000 --> 00:09:39.000]  然後大聲吹號,
[00:09:39.000 --> 00:09:43.000]  然後城就自然的塌進去。
[00:09:43.000 --> 00:09:46.000]  果然就是這樣的,
[00:09:46.000 --> 00:09:48.000]  不費一兵一區,
[00:09:48.000 --> 00:09:55.000]  就可以把這個最偉大號稱沒有辦法攻得下的城就打塌了。
[00:09:55.000 --> 00:10:00.000]  這個是神要以色列人看到的一個很重要的功課,
[00:10:00.000 --> 00:10:02.000]  不是在一直在那邊打,
[00:10:02.000 --> 00:10:06.000]  是有沒有聽我的話,
[00:10:06.000 --> 00:10:10.000]  走在神的路上就打贏了。
[00:10:10.000 --> 00:10:14.000]  這個就是神要以色列人學的功課。
[00:10:14.000 --> 00:10:17.000]  但是我們發覺人還是人,
[00:10:17.000 --> 00:10:21.000]  連約書自也有點勝利了,
[00:10:21.000 --> 00:10:24.000]  哇,這樣偉大的城號稱不能夠打下來的,
[00:10:24.000 --> 00:10:26.000]  現在塌了。
[00:10:26.000 --> 00:10:28.000]  什麼心裡面非常高興,
[00:10:28.000 --> 00:10:31.000]  然後看到附近還有另外一個城叫愛城,
[00:10:31.000 --> 00:10:32.000]  這個城比較少,
[00:10:32.000 --> 00:10:34.000]  而且比較弱,
[00:10:34.000 --> 00:10:36.000]  人也不多。
[00:10:36.000 --> 00:10:38.000]  約書亞說,這個簡單了,
[00:10:38.000 --> 00:10:41.000]  心裡面就覺得這個簡單了,
[00:10:41.000 --> 00:10:43.000]  耶利哥也打下來了,
[00:10:43.000 --> 00:10:45.000]  那個愛城算什麼?
[00:10:45.000 --> 00:10:47.000]  所以我們發覺,
[00:10:47.000 --> 00:10:52.000]  到了約書亞記的第七章,
[00:10:52.000 --> 00:10:55.000]  第六章跟第七章的時候,
[00:10:55.000 --> 00:11:00.000]  約書亞就轉到一個他的心的部署了,
[00:11:00.000 --> 00:11:02.000]  他說,耶利哥城也打下來了,
[00:11:02.000 --> 00:11:04.000]  那個愛城不需要那麼多,
[00:11:04.000 --> 00:11:06.000]  兩三千人去打,
