
[00:00:00.000 --> 00:00:02.000]  (字幕:Sky Vision)
[00:00:02.000 --> 00:00:09.800]  又是回答大家問題的時間
[00:00:09.800 --> 00:00:11.800]  這條問題問
[00:00:11.800 --> 00:00:15.200]  星座玄學是否等於統計學呢?
[00:00:15.200 --> 00:00:19.600]  基督徒可否了解和相信這些東西呢?
[00:00:19.600 --> 00:00:23.200]  我想星座玄學這個題目
[00:00:23.200 --> 00:00:25.800]  其實包含了很多學問在裏面
[00:00:25.800 --> 00:00:28.000]  星座就是天上的星星
[00:00:28.000 --> 00:00:31.000]  掌紋就是看手掌紋
[00:00:31.000 --> 00:00:32.600]  看你的命運
[00:00:32.600 --> 00:00:35.200]  甚至風水等等
[00:00:35.200 --> 00:00:39.000]  有些可能有少少科學根據
[00:00:39.000 --> 00:00:41.400]  例如風水
[00:00:41.400 --> 00:00:45.200]  例如我們的環境會影響我們的心情
[00:00:45.200 --> 00:00:47.000]  例如我們住在一間屋
[00:00:47.000 --> 00:00:49.400]  前面有個很美的海景
[00:00:49.400 --> 00:00:52.200]  後面有些青蔥樹木
[00:00:52.200 --> 00:00:54.400]  我們心曠神怡
[00:00:54.400 --> 00:00:56.200]  自然工作開心點
[00:00:56.200 --> 00:00:58.000]  可能工作又快點
[00:00:58.000 --> 00:01:01.600]  所以生命又可能會多點所謂的成功
[00:01:01.600 --> 00:01:03.400]  這個也不奇怪
[00:01:03.400 --> 00:01:05.000]  不過有時就要看看
[00:01:05.000 --> 00:01:10.000]  你可以所謂預測到多少東西
[00:01:10.000 --> 00:01:12.000]  你個人開心點
[00:01:12.000 --> 00:01:13.200]  工作順利點
[00:01:13.200 --> 00:01:16.400]  但是可否風水預測你
[00:01:16.400 --> 00:01:19.400]  例如今年五月有什麼事發生呢?
[00:01:19.400 --> 00:01:21.200]  如果去到這樣的細節
[00:01:21.200 --> 00:01:24.000]  這些我們從科學角度來看
[00:01:24.000 --> 00:01:25.800]  多數都是吹的
[00:01:25.800 --> 00:01:28.400]  另外有些掌紋
[00:01:28.400 --> 00:01:31.000]  也有不同的理論
[00:01:31.000 --> 00:01:37.000]  有些掌紋是看你的皮膚紋有沒有斷
[00:01:37.000 --> 00:01:39.800]  推斷你的身體有沒有健康問題
[00:01:39.800 --> 00:01:41.200]  這些有可能的
[00:01:41.200 --> 00:01:42.600]  我不知道真假
[00:01:42.600 --> 00:01:44.800]  但有可能是真的
[00:01:44.800 --> 00:01:46.200]  因為人的身體
[00:01:46.200 --> 00:01:47.800]  也是一個所謂的
[00:01:47.800 --> 00:01:49.200]  Psychosomatic hole
[00:01:49.200 --> 00:01:53.200]  即是我們的身體有什麼問題
[00:01:53.200 --> 00:01:54.800]  無論是心理上的問題
[00:01:54.800 --> 00:01:56.200]  還是生理上的問題
[00:01:56.200 --> 00:01:58.200]  都可能影響我們整個人
[00:01:58.200 --> 00:02:02.000]  包括有些掌紋出現破裂
[00:02:02.000 --> 00:02:03.800]  或者看相
[00:02:03.800 --> 00:02:05.800]  即是你最近很不開心
[00:02:05.800 --> 00:02:07.800]  有些事壓住你的心頭
[00:02:07.800 --> 00:02:12.200]  可能你的面貌真的會有些改變
[00:02:12.200 --> 00:02:14.200]  可能看上去更加
[00:02:14.200 --> 00:02:17.800]  所謂不得不眼濕濕的表現
[00:02:17.800 --> 00:02:20.200]  所以透過看掌紋
[00:02:20.200 --> 00:02:21.600]  或者看相
[00:02:21.600 --> 00:02:24.200]  可以看到你一些心境的東西
[00:02:24.200 --> 00:02:27.600]  這些我覺得科學上看是有可能的
[00:02:27.600 --> 00:02:28.800]  但同樣地
[00:02:28.800 --> 00:02:31.200]  要很預測
[00:02:31.200 --> 00:02:33.200]  即是看掌紋知道
[00:02:33.200 --> 00:02:35.400]  你是25歲結婚還是不是
[00:02:35.400 --> 00:02:37.400]  你35歲才結婚
[00:02:37.400 --> 00:02:41.200]  這些我想就沒有什麼科學根據
[00:02:41.200 --> 00:02:42.800]  我們要記住一件事
[00:02:42.800 --> 00:02:44.600]  其實這些玄學
[00:02:44.600 --> 00:02:46.400]  這些星相
[00:02:46.400 --> 00:02:47.800]  其實背後有一個觀念
[00:02:47.800 --> 00:02:52.000]  就是說你的命運好像一早安排了
[00:02:52.000 --> 00:02:53.200]  差不多你出生
[00:02:53.200 --> 00:02:55.800]  已經注定了你的命運
[00:02:55.800 --> 00:02:57.400]  特別星座那些
[00:02:57.400 --> 00:02:59.400]  或者所謂紫微斗數
[00:02:59.400 --> 00:03:02.800]  都是強調你出生的時間
[00:03:02.800 --> 00:03:05.800]  決定了你一世任何一宗的命運
[00:03:05.800 --> 00:03:07.600]  從基督徒的立場來看
[00:03:07.600 --> 00:03:08.400]  我們就會說
[00:03:08.400 --> 00:03:12.000]  這不合基督徒的信念
[00:03:12.000 --> 00:03:14.000]  因為我們相信我們的生命
[00:03:14.000 --> 00:03:16.000]  是所謂開放的一個開放
[00:03:16.000 --> 00:03:20.000]  我們當然相信上主對我們生命有計劃
[00:03:20.000 --> 00:03:21.600]  但這個計劃
[00:03:21.600 --> 00:03:24.400]  一來不是我們人可以預測得到的
[00:03:24.400 --> 00:03:25.600]  聖經很強調
[00:03:25.600 --> 00:03:30.000]  不要去詢問這些所謂的亡魂
[00:03:30.000 --> 00:03:32.400]  或者任何一些占卜的東西
[00:03:32.400 --> 00:03:37.200]  一來就算上帝有一個所謂定的計劃
[00:03:37.200 --> 00:03:40.800]  這個不是要我們人去猜度
[00:03:40.800 --> 00:03:42.600]  而是要我們相信
[00:03:42.600 --> 00:03:43.800]  當聖經裡面說
[00:03:43.800 --> 00:03:46.400]  上主為我們安排的時候
[00:03:46.400 --> 00:03:49.400]  不是叫我們用方法去預測
[00:03:49.400 --> 00:03:51.400]  而是說相信
[00:03:51.400 --> 00:03:53.800]  雖然我們掌握不了未來
[00:03:53.800 --> 00:03:56.600]  但上主會牽著我們的手走
[00:03:56.600 --> 00:03:59.400]  而且我覺得聖經強調一件事
[00:03:59.400 --> 00:04:02.600]  除了說祂有為我們預備
[00:04:02.600 --> 00:04:03.800]  其實聖經也強調
[00:04:03.800 --> 00:04:09.000]  我們明天應該看一個對話的過程
[00:04:09.000 --> 00:04:10.800]  舉個例子來說
[00:04:10.800 --> 00:04:12.400]  我們都知道故事
[00:04:12.400 --> 00:04:17.000]  就是神要消滅索多瑪的時候
[00:04:17.000 --> 00:04:19.400]  跟阿伯拉罕有一個對話
[00:04:19.400 --> 00:04:21.200]  於是乎50個40
[00:04:21.200 --> 00:04:22.400]  一直到10個
[00:04:22.400 --> 00:04:24.400]  如果有10個2人就不消滅
[00:04:24.400 --> 00:04:26.800]  就是索多瑪和摩拉
[00:04:26.800 --> 00:04:28.200]  這個故事不要管
[00:04:28.200 --> 00:04:30.400]  是否上主一早知道
[00:04:30.400 --> 00:04:32.400]  阿伯拉罕會這樣問祂
[00:04:32.400 --> 00:04:34.200]  但故事強調
[00:04:34.200 --> 00:04:38.400]  就是上主跟我們有一個對話的空間
[00:04:38.400 --> 00:04:41.200]  所以我們對於我們的明天
[00:04:41.200 --> 00:04:42.800]  我們有什麼盼望
[00:04:42.800 --> 00:04:44.400]  或者有什麼恐懼
[00:04:44.400 --> 00:04:46.400]  可以跟上主說
[00:04:46.400 --> 00:04:47.800]  所以我們不可以
[00:04:47.800 --> 00:04:49.800]  或者不應該相信
[00:04:49.800 --> 00:04:51.200]  我們某個時辰
