
[00:00:00.000 --> 00:00:06.880]  第一節成接著上一篇的訊息
[00:00:06.880 --> 00:00:10.080]  就是亞利馬泰約瑟的訊息
[00:00:10.080 --> 00:00:13.760]  因為我們看到這篇23章的尾端
[00:00:13.760 --> 00:00:17.600]  都提及到婦人預備好香膏料
[00:00:17.600 --> 00:00:21.400]  打算幫已經包紮好的耶穌
[00:00:21.400 --> 00:00:24.480]  做一些猶太人傳統的習俗
[00:00:24.480 --> 00:00:31.760]  即是一些審沒、屠沒香料的禮儀
[00:00:31.760 --> 00:00:34.440]  不過時間實在太倉促
[00:00:34.440 --> 00:00:35.440]  安息日到
[00:00:35.440 --> 00:00:37.880]  所以他們預備好香料
[00:00:37.880 --> 00:00:40.680]  等安息日完結後
[00:00:40.680 --> 00:00:44.400]  星期日的清晨大約六時
[00:00:44.400 --> 00:00:50.080]  到墳墓高祈求耶穌
[00:00:51.080 --> 00:00:55.600]  這批婦人是一批什麼婦人呢?
[00:00:55.600 --> 00:00:56.640]  經文有提及
[00:00:56.640 --> 00:00:58.160]  因為第十節提及到
[00:00:58.160 --> 00:01:01.080]  這批婦人包括有好幾個人名
[00:01:01.080 --> 00:01:05.600]  瑪利亞、約阿娜和一批婦女
[00:01:05.600 --> 00:01:10.480]  其實這批婦女早在老教堪第八章出現
[00:01:10.480 --> 00:01:14.160]  這批婦女的身份很特別
[00:01:14.160 --> 00:01:21.360]  有尊貴或在社會地位高尚的約阿娜
[00:01:21.360 --> 00:01:26.240]  亦有平民化的、卑微的瑪利亞
[00:01:26.240 --> 00:01:27.520]  不過無論如何
[00:01:27.520 --> 00:01:30.240]  按照猶太人的習俗傳統
[00:01:30.240 --> 00:01:33.960]  基本上在當時一個父權的社會
[00:01:33.960 --> 00:01:37.040]  猶太的婦女是不受重視的
[00:01:37.040 --> 00:01:41.560]  甚至不應該受拉比式的教導
[00:01:41.560 --> 00:01:45.040]  但耶穌基督卻有不同的看法
[00:01:45.040 --> 00:01:47.040]  祂容讓這批婦女
[00:01:47.040 --> 00:01:49.080]  特別在老教堪第八節
[00:01:49.080 --> 00:01:51.000]  容讓這批婦女跟從祂
[00:01:51.000 --> 00:01:54.520]  服侍祂、聽祂的教導
[00:01:54.520 --> 00:01:55.800]  而這批婦女非常特別
[00:01:55.800 --> 00:01:58.640]  因為我們知道耶穌基督被釘十字架後
[00:01:58.640 --> 00:02:00.720]  就門徒四散
[00:02:00.720 --> 00:02:03.040]  除了上一篇的訊息
[00:02:03.040 --> 00:02:05.240]  亞利馬太的虐室外
[00:02:05.240 --> 00:02:10.200]  基本上沒有什麼男性跟隨耶穌基督
[00:02:10.200 --> 00:02:12.040]  全都離開了、四散了
[00:02:12.040 --> 00:02:13.040]  每個人都受迫迫
[00:02:13.040 --> 00:02:18.760]  但祂有批婦女跟從到底
[00:02:18.760 --> 00:02:23.880]  從頭一天到耶穌基督被釘十字架
[00:02:23.880 --> 00:02:25.880]  甚至受死埋葬的那一刻
[00:02:25.880 --> 00:02:27.560]  仍然跟從到底
[00:02:27.560 --> 00:02:29.720]  這批婦女非常特別
[00:02:29.720 --> 00:02:33.040]  很值得我們思考
[00:02:33.040 --> 00:02:36.640]  究竟為什麼在這樣的環境中
[00:02:36.640 --> 00:02:39.920]  仍然可以跟從耶穌基督到底
[00:02:39.920 --> 00:02:42.680]  先不說
[00:02:42.680 --> 00:02:45.960]  我想起一個人物
[00:02:45.960 --> 00:02:48.720]  我在三月份去了孟城
[00:02:48.720 --> 00:02:51.720]  參與第七屆的
[00:02:51.720 --> 00:02:54.200]  世界華人宣導會團契
[00:02:54.200 --> 00:02:57.720]  在當中認識了上宗三會人
[00:02:57.720 --> 00:02:59.480]  其實中間那兩個人
[00:02:59.480 --> 00:03:01.560]  就是我去了中東杜拜工場
[00:03:01.560 --> 00:03:03.640]  一個星期的宣教士
[00:03:03.640 --> 00:03:05.120]  是台灣宣教士
[00:03:05.120 --> 00:03:08.080]  他們在當中服侍了十多年
[00:03:08.080 --> 00:03:12.480]  有機會再分享中東的工場
[00:03:12.480 --> 00:03:15.120]  但我想介紹的是
[00:03:15.120 --> 00:03:17.840]  圖的左邊的女士
[00:03:17.840 --> 00:03:20.640]  這個女士也是在杜拜
[00:03:20.640 --> 00:03:22.240]  由八十年代開始
[00:03:22.240 --> 00:03:24.920]  八十年代的杜拜跟現在很不同
[00:03:24.920 --> 00:03:26.360]  那時候是沙漠
[00:03:26.360 --> 00:03:27.920]  剛剛發現有石油
[00:03:27.920 --> 00:03:30.200]  所以很多中國的勞工
[00:03:30.200 --> 00:03:33.120]  就去到杜拜當中打工
[00:03:33.120 --> 00:03:38.040]  這個婦女叫歐陽大姐
[00:03:38.040 --> 00:03:38.920]  姓歐陽的
[00:03:38.920 --> 00:03:40.120]  我們叫她大姐
[00:03:40.120 --> 00:03:41.120]  左邊的婦女
[00:03:41.120 --> 00:03:43.640]  她八十年代已經在杜拜
[00:03:43.640 --> 00:03:45.640]  當時還很年輕
[00:03:45.640 --> 00:03:48.000]  就去工作
[00:03:48.000 --> 00:03:51.600]  並且因為她在內地信了耶穌
[00:03:51.600 --> 00:03:53.800]  在那裡開始團契
[00:03:53.800 --> 00:03:57.120]  所以杜拜華人基督教會的開始
[00:03:57.120 --> 00:03:58.400]  是一個小組
[00:03:58.400 --> 00:04:01.360]  而小組的創辦人
[00:04:01.360 --> 00:04:04.320]  或帶領查經的就是歐陽大姐
[00:04:04.320 --> 00:04:06.120]  到今天四十年後
[00:04:06.120 --> 00:04:09.840]  仍然在杜拜當中服侍
[00:04:09.840 --> 00:04:17.080]  所以為什麼在第七屆華人宣道會的團契當中
[00:04:17.080 --> 00:04:20.880]  姚天生牧師作為義務總幹事
[00:04:20.880 --> 00:04:25.760]  特別邀請歐陽大姐在二百多人當中站起來
[00:04:25.760 --> 00:04:27.880]  點名讚揚她
[00:04:27.880 --> 00:04:29.160]  她今年八十多歲了
[00:04:29.160 --> 00:04:32.920]  仍然在當中作見證
[00:04:32.920 --> 00:04:35.720]  跟從耶穌到底
[00:04:35.720 --> 00:04:39.320]  這批婦女如何跟從耶穌到底
[00:04:39.320 --> 00:04:42.000]  有兩個向度可以思考
[00:04:42.000 --> 00:04:43.680]  一個是從路加福音
[00:04:43.680 --> 00:04:46.600]  其他經文去思考
[00:04:46.600 --> 00:04:48.000]  什麼叫做跟從
[00:04:48.000 --> 00:04:49.400]  另外一個是從經文
[00:04:49.400 --> 00:04:50.280]  今天的經文
[00:04:50.280 --> 00:04:51.640]  路加福音二十四章
[00:04:51.640 --> 00:04:55.160]  也看到這批婦女如何跟從
[00:04:55.160 --> 00:04:58.280]  我們先看路加福音最明顯的
[00:04:58.280 --> 00:04:59.280]  最明顯的
[00:04:59.280 --> 00:05:00.880]  也最熟悉的經文
[00:05:00.880 --> 00:05:02.480]  去解釋什麼叫做跟從
[00:05:02.480 --> 00:05:04.560]  就是路加福音第九章的經文
[00:05:04.560 --> 00:05:06.280]  因為路加福音第九章的經文
[00:05:06.280 --> 00:05:07.280]  大家都會背
[00:05:07.280 --> 00:05:08.680]  我們一起讀出來
[00:05:08.680 --> 00:05:09.680]  一二三
[00:05:09.680 --> 00:05:11.880]  耶穌又對眾人說
[00:05:11.880 --> 00:05:14.000]  若有人要跟從我
[00:05:14.000 --> 00:05:15.520]  就當捨己
[00:05:15.520 --> 00:05:19.720]  天天背起他的十字架來跟從我
[00:05:19.720 --> 00:05:22.120]  捨己和背十架
[00:05:22.120 --> 00:05:23.880]  其實是兩樣
[00:05:23.880 --> 00:05:24.760]  好像有兩樣東西
[00:05:24.760 --> 00:05:26.680]  其實是一樣東西
[00:05:26.680 --> 00:05:27.520]  說的是一件事
[00:05:27.520 --> 00:05:28.800]  是什麼事
[00:05:28.800 --> 00:05:31.280]  保羅用《加拉太書》二章二十節
[00:05:31.280 --> 00:05:32.360]  就說得很明白
[00:05:32.360 --> 00:05:33.400]  什麼叫捨己
[00:05:33.400 --> 00:05:35.200]  什麼叫背十架
[00:05:35.200 --> 00:05:37.280]  我已經與基督同釘十字架
[00:05:37.280 --> 00:05:40.440]  現在活著的不再是我
[00:05:40.440 --> 00:05:42.960]  乃是基督在我裡面活著
[00:05:42.960 --> 00:05:45.520]  並且我如今在肉身活著
[00:05:45.520 --> 00:05:47.680]  是因順神的兒子而活
[00:05:47.680 --> 00:05:49.000]  他是愛我
[00:05:49.000 --> 00:05:50.360]  為我捨己
[00:05:50.360 --> 00:05:52.280]  所以捨己背十架
[00:05:52.280 --> 00:05:54.800]  或者跟從耶穌是什麼意思
[00:05:54.800 --> 00:05:59.240]  就是生命主權的轉移
[00:05:59.240 --> 00:06:01.600]  其實這跟上一篇經文
[00:06:01.600 --> 00:06:04.080]  上一篇說的一模一樣
[00:06:04.080 --> 00:06:05.000]  亞利馬太
[00:06:05.000 --> 00:06:06.760]  素上盼望神的國
[00:06:06.760 --> 00:06:07.840]  國是kingdom
[00:06:07.840 --> 00:06:09.560]  就是主權
[00:06:09.560 --> 00:06:11.400]  全面管治權
[00:06:11.400 --> 00:06:14.000]  不過神的國就不同地上的國
[00:06:14.000 --> 00:06:15.160]  我們說到神的國
[00:06:15.160 --> 00:06:16.160]  是在說
[00:06:16.160 --> 00:06:19.480]  當我們認識自己在黑暗當中
[00:06:19.480 --> 00:06:21.760]  當我們還軟弱的時候
[00:06:21.760 --> 00:06:23.840]  我們謙卑地來到神的根前
[00:06:23.840 --> 00:06:25.120]  去認順
[00:06:25.120 --> 00:06:27.160]  神是主
[00:06:27.160 --> 00:06:28.680]  是我的王
[00:06:28.680 --> 00:06:31.200]  接受上帝的恩典
[00:06:31.200 --> 00:06:34.480]  而我的生命就因此有所轉化
[00:06:34.480 --> 00:06:36.560]  生命的主權交出來
[00:06:36.560 --> 00:06:37.960]  讓主
[00:06:37.960 --> 00:06:39.240]  我們的王
[00:06:39.240 --> 00:06:40.920]  在我心中作王
[00:06:40.920 --> 00:06:42.200]  交出主權
[00:06:42.200 --> 00:06:44.200]  這個捨己背十架
[00:06:44.200 --> 00:06:46.640]  這個生命的轉移
[00:06:46.640 --> 00:06:48.680]  在很多人來看
[00:06:48.680 --> 00:06:51.480]  其實是愚蠢的
[00:06:51.480 --> 00:06:54.400]  是不可理喻的
[00:06:54.400 --> 00:06:55.400]  為什麼這麼說呢
[00:06:55.400 --> 00:06:58.120]  保羅在臨前說到
[00:06:58.120 --> 00:06:59.360]  這個十字架的道理
[00:06:59.360 --> 00:07:00.920]  在很多人眼中
[00:07:00.920 --> 00:07:02.720]  很多人眼中來看
[00:07:02.720 --> 00:07:03.920]  特別第一世紀
[00:07:03.920 --> 00:07:07.280]  追隨希羅哲學思想的
[00:07:07.280 --> 00:07:09.280]  是不可能的
[00:07:09.280 --> 00:07:10.680]  一個十字架
[00:07:10.680 --> 00:07:12.680]  十字架怎麼可以是
[00:07:12.680 --> 00:07:14.800]  一個榮耀的
[00:07:14.800 --> 00:07:17.160]  和一個被尊崇的道理呢
[00:07:17.160 --> 00:07:18.880]  十字架
[00:07:19.840 --> 00:07:21.520]  特別是
[00:07:21.520 --> 00:07:23.520]  在《耕耐太書》三章說到
[00:07:23.520 --> 00:07:24.960]  十字架是一個
[00:07:24.960 --> 00:07:26.360]  周座的記號
[00:07:26.360 --> 00:07:27.720]  當時猶太人來說
[00:07:27.720 --> 00:07:28.840]  周座的
[00:07:28.840 --> 00:07:30.440]  凡是掛在木頭上的
[00:07:30.440 --> 00:07:31.480]  就是周座的
[00:07:31.480 --> 00:07:33.320]  所以怎麼會是一個
[00:07:33.320 --> 00:07:34.960]  剛才所說的
[00:07:34.960 --> 00:07:37.240]  是一個榮耀的記號呢
[00:07:37.240 --> 00:07:38.040]  但是
[00:07:38.040 --> 00:07:40.160]  我們的耶穌基督卻是
[00:07:40.160 --> 00:07:41.560]  透過十字架
[00:07:41.560 --> 00:07:43.400]  來彰顯祂的
[00:07:43.400 --> 00:07:43.920]  什麼
[00:07:43.920 --> 00:07:45.120]  能力
[00:07:45.120 --> 00:07:46.200]  和什麼
[00:07:46.200 --> 00:07:48.440]  智慧
[00:07:48.440 --> 00:07:49.920]  能力和智慧
[00:07:49.920 --> 00:07:53.200]  透過十字架來彰顯能力和智慧
[00:07:53.200 --> 00:07:57.160]  我們有時候都覺得
[00:07:57.160 --> 00:07:58.600]  或者外面的人
[00:07:58.600 --> 00:07:59.680]  看我們基督徒
[00:07:59.680 --> 00:08:01.760]  我不知道你身邊有沒有一些
[00:08:01.760 --> 00:08:04.640]  非信主的同事
[00:08:04.640 --> 00:08:05.760]  都有掛念
[00:08:05.760 --> 00:08:06.560]  沒理由沒有
[00:08:06.560 --> 00:08:07.640]  因為香港
[00:08:07.640 --> 00:08:10.600]  有九成多的人都還沒信耶穌
[00:08:10.600 --> 00:08:11.840]  還有一個在附近
[00:08:11.840 --> 00:08:13.240]  我不知道他們怎麼看我們
[00:08:13.240 --> 00:08:15.520]  星期天早上的
[00:08:15.520 --> 00:08:16.920]  如果真的
[00:08:16.920 --> 00:08:17.880]  我
[00:08:17.880 --> 00:08:20.320]  我說每個星期天
[00:08:20.320 --> 00:08:21.080]  回來
[00:08:21.080 --> 00:08:22.840]  大家聚集在一起
[00:08:22.840 --> 00:08:23.880]  去敬拜神
[00:08:23.880 --> 00:08:24.680]  不知道
[00:08:24.680 --> 00:08:27.160]  沒信耶穌的人怎麼看
[00:08:27.160 --> 00:08:28.400]  是不是覺得很奇怪
[00:08:28.400 --> 00:08:29.720]  星期天那麼多事情要做
[00:08:29.720 --> 00:08:31.240]  你可以睡晚一點
[00:08:31.240 --> 00:08:32.440]  去喝茶
[00:08:32.440 --> 00:08:34.720]  或者現在在爬山
[00:08:34.720 --> 00:08:36.480]  做很多
[00:08:36.480 --> 00:08:40.040]  做很多事情可以令你很開心
[00:08:40.040 --> 00:08:41.360]  應該是
[00:08:41.360 --> 00:08:42.800]  你沒信耶穌之前也是
[00:08:42.800 --> 00:08:43.960]  星期天早上
[00:08:43.960 --> 00:08:45.400]  你可以
[00:08:45.400 --> 00:08:46.600]  睡到自然醒
[00:08:46.600 --> 00:08:47.920]  十二點也可以
[00:08:47.920 --> 00:08:49.520]  但是
[00:08:49.520 --> 00:08:50.280]  十點半
[00:08:50.280 --> 00:08:51.680]  甚至很早
[00:08:51.680 --> 00:08:52.880]  九點出門
[00:08:52.880 --> 00:08:54.120]  住醫院那些
[00:08:54.120 --> 00:08:55.920]  為什麼
[00:08:55.920 --> 00:08:58.320]  好像很蠢
[00:08:58.320 --> 00:08:59.760]  不過你和我又知道
[00:08:59.760 --> 00:09:02.080]  當我們信了耶穌之後
[00:09:02.080 --> 00:09:03.880]  那個
[00:09:03.880 --> 00:09:06.480]  和神的經歷有多不同
[00:09:06.480 --> 00:09:09.520]  這個生命主權的轉移
[00:09:09.520 --> 00:09:11.080]  交出主權
[00:09:11.080 --> 00:09:12.920]  不是我作主
[00:09:12.920 --> 00:09:14.080]  不是我作主
[00:09:14.080 --> 00:09:15.800]  我寫記不是我作主
[00:09:15.800 --> 00:09:18.080]  是耶穌基督作主
[00:09:18.080 --> 00:09:19.880]  並且願意付代價
[00:09:19.880 --> 00:09:20.520]  背十價
[00:09:20.520 --> 00:09:22.520]  我們願意付代價
[00:09:22.520 --> 00:09:26.400]  這個彰顯著神的智慧和能力
[00:09:26.400 --> 00:09:28.640]  神的智慧和能力
[00:09:28.640 --> 00:09:31.360]  下午的四位剛才受浸的姐妹們
[00:09:31.360 --> 00:09:34.440]  他們會說他們的見證
[00:09:34.440 --> 00:09:35.760]  說他們的見證
[00:09:35.760 --> 00:09:36.160]  四個
[00:09:36.160 --> 00:09:39.200]  每一個都要說
[00:09:39.200 --> 00:09:42.800]  每個人都是在說神的智慧
[00:09:42.800 --> 00:09:44.640]  和神的能力
[00:09:44.640 --> 00:09:46.360]  每一個都是
[00:09:46.360 --> 00:09:49.440]  這個就是在路加福音第九章說的
[00:09:49.440 --> 00:09:51.720]  不過其實
[00:09:51.720 --> 00:09:53.080]  今天剛剛讀完經文
[00:09:53.080 --> 00:09:55.840]  其實也說明了什麼叫跟從耶穌
[00:09:55.840 --> 00:09:58.800]  不單止將生命的主權交出來
[00:09:58.800 --> 00:10:00.840]  路加的作者
[00:10:00.840 --> 00:10:02.880]  路加福音作者路加醫生
[00:10:02.880 --> 00:10:06.560]  彷如將空墳墓的故事
[00:10:06.560 --> 00:10:08.600]  再次不單止展現在我們眼前
[00:10:08.600 --> 00:10:11.840]  並且喚醒你和我
[00:10:11.840 --> 00:10:14.560]  我們的身份
[00:10:14.560 --> 00:10:16.800]  我們的使命
[00:10:16.800 --> 00:10:18.800]  以及我們在地上
[00:10:18.800 --> 00:10:21.840]  應該是怎樣過每一天
[00:10:21.840 --> 00:10:22.960]  所以空墳墓的故事
[00:10:22.960 --> 00:10:24.040]  不是二千年的故事
[00:10:24.040 --> 00:10:26.800]  是今天你和我的故事
[00:10:26.800 --> 00:10:28.560]  這批婦女如何跟從耶穌
[00:10:28.560 --> 00:10:32.680]  是空墳墓的故事當中
[00:10:32.680 --> 00:10:34.840]  在第四到第九節
[00:10:34.840 --> 00:10:37.520]  大約大致上說了什麼
[00:10:37.520 --> 00:10:39.920]  這批婦女帶著香料
[00:10:39.920 --> 00:10:43.240]  去到空墳墓
[00:10:43.240 --> 00:10:46.920]  可能叫那些兵丁
[00:10:46.920 --> 00:10:48.440]  請你移開石頭
[00:10:48.440 --> 00:10:50.680]  因為我要幫助耶穌
[00:10:50.680 --> 00:10:52.280]  去燒香料
[00:10:52.280 --> 00:10:53.640]  可以想像
[00:10:53.640 --> 00:10:54.920]  她說不是
[00:10:54.920 --> 00:10:56.960]  石頭移開了
[00:10:56.960 --> 00:10:58.360]  滾動了在旁邊
[00:10:58.360 --> 00:11:02.160]  上一次講到
[00:11:02.160 --> 00:11:03.400]  是石的墳墓
[00:11:03.400 --> 00:11:04.120]  滾動了
[00:11:04.120 --> 00:11:06.480]  然後進去
[00:11:06.480 --> 00:11:07.760]  還令她奇怪
