
[00:00:00.000 --> 00:00:06.880]  今天我們就和大家一起回到我們今天所讀的聖經
[00:00:06.880 --> 00:00:09.160]  剛才讀的聖經你都知道了
[00:00:09.160 --> 00:00:13.380]  今天我們有一個主角就是以色列
[00:00:13.380 --> 00:00:16.360]  今天我們邀請以色列站在我們當中
[00:00:16.360 --> 00:00:19.720]  我們看看究竟它是怎樣的
[00:00:19.720 --> 00:00:23.100]  和在他們身上 在以色列的身上我們可以學到什麼
[00:00:23.100 --> 00:00:26.840]  說到大綱已經在大家的程序單
[00:00:26.840 --> 00:00:29.360]  但是我很希望如果你有聖經在手
[00:00:29.360 --> 00:00:30.800]  或者你看到聖經的
[00:00:30.800 --> 00:00:32.920]  你在你的手機也可以
[00:00:32.920 --> 00:00:36.920]  或者在你的iPhone、Smartphone那裡
[00:00:36.920 --> 00:00:43.320]  你打開以色列記的第七章
[00:00:43.320 --> 00:00:46.720]  今天我們會集中在以色列記的第七章裡面
[00:00:46.720 --> 00:00:49.000]  來看以色列這個人
[00:00:49.000 --> 00:00:51.360]  以色列這個人如果大家是基督徒
[00:00:51.360 --> 00:00:53.160]  應該都記得他的名字的
[00:00:53.160 --> 00:00:56.280]  大概都知道一點點他的背景
[00:00:56.280 --> 00:00:59.240]  但是我相信很多人都不是很熟悉他的
[00:00:59.240 --> 00:01:01.400]  起碼我們看到舊約裡面
[00:01:01.400 --> 00:01:04.200]  有些人名我們都改來做英文名
[00:01:04.200 --> 00:01:07.760]  有雅各、大衛
[00:01:07.760 --> 00:01:09.760]  很少人改以斯拉的
[00:01:09.760 --> 00:01:10.920]  Isra
[00:01:10.920 --> 00:01:13.320]  Isra很少人的英文名叫Isra的
[00:01:13.320 --> 00:01:16.440]  我們沒有 我們當中沒有人叫Isra
[00:01:16.440 --> 00:01:20.560]  所以可能你又不是很知道他有什麼特別
[00:01:20.560 --> 00:01:25.080]  以斯拉也不是很多人去詳細去研究他
[00:01:25.080 --> 00:01:28.960]  因為我們只知道以斯拉就是寫以斯拉記
[00:01:28.960 --> 00:01:31.840]  以斯拉是一個文士
[00:01:31.840 --> 00:01:33.200]  或者叫做律法師
[00:01:33.200 --> 00:01:35.760]  或者叫做經學家
[00:01:35.760 --> 00:01:38.160]  中文翻譯有幾個不同的翻譯
[00:01:38.160 --> 00:01:39.960]  其實都是那樣東西
[00:01:39.960 --> 00:01:42.360]  新約翻譯做文士
[00:01:42.360 --> 00:01:44.960]  一聽到文士就不是很好
[00:01:44.960 --> 00:01:47.640]  因為你記得新約裡面耶穌去到哪裡
[00:01:47.640 --> 00:01:49.680]  當然有兩幫人經常對著他
[00:01:49.680 --> 00:01:51.600]  那兩幫是什麼?
[00:01:51.600 --> 00:01:54.800]  文士和巴利賽人 就是這兩幫人
[00:01:54.800 --> 00:01:57.200]  但是其實文士是很好的
[00:01:57.200 --> 00:01:59.120]  以斯拉就是文士
[00:01:59.120 --> 00:02:01.240]  甚至可以說在聖經的記載裡面
[00:02:01.240 --> 00:02:03.040]  第一次被稱為文士
[00:02:03.040 --> 00:02:04.760]  相信這個文士的職位
[00:02:04.760 --> 00:02:07.000]  就不一定是以斯拉開始的
[00:02:07.000 --> 00:02:08.840]  但是文士是很重要的
[00:02:08.840 --> 00:02:10.320]  但是他是經學家
[00:02:10.320 --> 00:02:15.040]  這幫是一幫特別是對神的話語
[00:02:15.040 --> 00:02:17.640]  對聖經有深刻研究的人
[00:02:17.640 --> 00:02:19.600]  或者叫律法師
[00:02:19.600 --> 00:02:22.800]  那麼以斯拉的重要性
[00:02:22.800 --> 00:02:26.280]  我相信如果你稍微知道一點點聖經的背景
[00:02:26.280 --> 00:02:28.240]  你都會記得他的
[00:02:28.240 --> 00:02:30.760]  簡單來說 我只是交代兩句
