
[00:00:00.000 --> 00:00:02.200]  在今天講的經文裡
[00:00:02.200 --> 00:00:04.680]  記載了《撒旦傳》的十五章
[00:00:04.680 --> 00:00:06.480]  這段經文是講到
[00:00:06.480 --> 00:00:09.720]  耶路撒冷教會開了一個大會
[00:00:09.720 --> 00:00:11.920]  其實這個會議的結果
[00:00:11.920 --> 00:00:16.960]  對福音的發展是相當重要
[00:00:16.960 --> 00:00:19.480]  不單影響了初期教會的信徒
[00:00:19.480 --> 00:00:23.320]  也影響了我們今天每一個信徒
[00:00:23.320 --> 00:00:25.920]  信耶穌的情況
[00:00:25.920 --> 00:00:27.160]  在初期教會
[00:00:27.160 --> 00:00:31.040]  當聖靈降臨 教會被建立的時候
[00:00:31.040 --> 00:00:32.480]  初期一開始
[00:00:32.480 --> 00:00:37.000]  教會群體都是猶太人背景的信徒
[00:00:37.000 --> 00:00:38.400]  接著福音傳開
[00:00:38.400 --> 00:00:40.800]  有外邦人去相信耶穌
[00:00:40.800 --> 00:00:45.400]  接著在初期教會的人問一個問題
[00:00:45.400 --> 00:00:50.600]  福音是否只留在猶太人群體裡呢
[00:00:50.600 --> 00:00:51.800]  原來不是
[00:00:51.800 --> 00:00:54.560]  有外邦人 不是猶太人的人
[00:00:54.560 --> 00:00:55.680]  上帝都恩待他們
[00:00:55.680 --> 00:00:58.720]  讓他們有機會去認識福音
[00:00:58.720 --> 00:01:00.960]  認識接受上帝賜給他們的
[00:01:00.960 --> 00:01:03.120]  救恩和永恆的福氣
[00:01:03.120 --> 00:01:05.360]  接著有個問題
[00:01:05.360 --> 00:01:09.480]  究竟怎樣才算真正相信耶穌的人呢
[00:01:09.480 --> 00:01:13.800]  當時有一群教會裡的人說
[00:01:13.800 --> 00:01:18.000]  要外邦人首先要成為猶太人
[00:01:18.000 --> 00:01:18.560]  什麼意思呢
[00:01:18.560 --> 00:01:24.240]  首先要他們遵守猶太人的生活習慣規條
[00:01:24.240 --> 00:01:27.840]  接著他們才可以去信耶穌
[00:01:27.840 --> 00:01:30.200]  即是先做一個猶太人
[00:01:30.200 --> 00:01:33.400]  才可以去成為一個基督徒
[00:01:33.400 --> 00:01:36.640]  接著在猶太人
[00:01:36.640 --> 00:01:38.760]  即耶路撒冷教會有一些信徒
[00:01:38.760 --> 00:01:41.280]  有些信了耶穌的人
[00:01:41.280 --> 00:01:42.960]  去到外邦的教會
[00:01:42.960 --> 00:01:44.640]  去到安特拉教會就說
[00:01:44.640 --> 00:01:46.320]  你們一定要受割禮
[00:01:46.320 --> 00:01:48.720]  才可以去相信耶穌
[00:01:48.720 --> 00:01:52.800]  割禮就是猶太人裡面的男性
[00:01:52.800 --> 00:01:56.000]  生下來在新籍喜倌裡做了小手術
[00:01:56.000 --> 00:01:57.440]  以顯明 用這個行動
[00:01:57.440 --> 00:02:01.400]  顯明我們是一群被上帝所揀選的群體
[00:02:01.400 --> 00:02:04.080]  接著安特拉教會就有一個很大的困擾
[00:02:04.080 --> 00:02:06.920]  是不是我們這些外邦人
[00:02:06.920 --> 00:02:10.360]  是不是要遵守猶太人的規條
[00:02:10.360 --> 00:02:11.440]  即一些習慣
[00:02:11.440 --> 00:02:13.600]  才可以信耶穌呢
[00:02:13.600 --> 00:02:17.440]  接著就派了保羅和巴拿巴
[00:02:17.440 --> 00:02:19.520]  去到耶路撒冷教會裡面
[00:02:19.520 --> 00:02:23.000]  去問清楚究竟是不是要這樣呢
[00:02:23.000 --> 00:02:24.440]  這個耶路撒冷大會
[00:02:24.440 --> 00:02:28.440]  就是這樣的背景裡面去展開
[00:02:28.440 --> 00:02:31.160]  以及用了很長時期
[00:02:31.160 --> 00:02:36.200]  大家去體會上帝的旨意究竟是不是這樣
[00:02:36.200 --> 00:02:38.120]  接著結論就是
[00:02:38.120 --> 00:02:39.520]  當時這個大會
[00:02:39.520 --> 00:02:43.480]  就是一個叫雅各的信徒去做主持
[00:02:43.480 --> 00:02:46.640]  他當時來說是教會的一個領袖
[00:02:46.640 --> 00:02:52.200]  結論就是外邦人不是要守國禮
[00:02:52.200 --> 00:02:54.640]  才可以去相信耶穌
[00:02:54.640 --> 00:02:56.920]  這是一個很重要的結論
[00:02:56.920 --> 00:03:00.760]  所以今天我們香港人
[00:03:00.760 --> 00:03:02.440]  我們都不需要守國禮
[00:03:02.440 --> 00:03:03.640]  我們都可以成為基督徒
[00:03:03.640 --> 00:03:06.440]  我們不用遵守猶太人的節旗
[00:03:06.440 --> 00:03:07.360]  就是所有的規條
[00:03:07.360 --> 00:03:09.160]  我們才可以信耶穌
[00:03:09.160 --> 00:03:12.040]  所以對我們都有一個很大的影響
[00:03:12.040 --> 00:03:13.760]  接著這個決議之後
[00:03:13.800 --> 00:03:16.440]  在大會裡面就決議去
[00:03:16.440 --> 00:03:18.760]  將這一封決定
[00:03:18.760 --> 00:03:22.640]  去告訴當時的外邦人的教會
[00:03:22.640 --> 00:03:25.480]  他們就派了保羅和巴拿巴
[00:03:25.480 --> 00:03:28.080]  和猶太和西拉
[00:03:28.080 --> 00:03:31.720]  帶著這封信去外邦人的教會裡面
[00:03:31.720 --> 00:03:33.600]  去宣讀耶路撒冷教會
[00:03:33.600 --> 00:03:36.240]  這個這麼重要的決定
[00:03:36.240 --> 00:03:39.000]  信上的抬頭人可以說
[00:03:39.000 --> 00:03:40.240]  很正式的說
[00:03:40.240 --> 00:03:43.120]  是耶路撒冷教會的使徒和長老
[00:03:43.120 --> 00:03:46.280]  在信中裡面帶著一個
[00:03:46.280 --> 00:03:47.320]  有溫和性
[00:03:47.320 --> 00:03:49.560]  但也很有權威性的去說出
[00:03:49.560 --> 00:03:51.760]  教會的決定
[00:03:51.760 --> 00:03:54.200]  當時耶路撒冷教會可以說是
[00:03:54.200 --> 00:03:57.520]  在眾多的教會當中
[00:03:57.520 --> 00:04:00.080]  有一個帶領性的地位在裡面
[00:04:00.080 --> 00:04:01.480]  因為一開始教會是在
[00:04:01.480 --> 00:04:03.600]  耶路撒冷的教會裡面開始
[00:04:03.600 --> 00:04:06.280]  接著福音一步一步地去傳開
[00:04:06.280 --> 00:04:07.920]  可以說是
[00:04:07.920 --> 00:04:11.280]  在耶路撒冷的教會裡面
[00:04:11.280 --> 00:04:13.040]  仍然有一群的使徒去帶領著
[00:04:13.040 --> 00:04:15.880]  就是一群跟從耶穌的一群人
[00:04:15.880 --> 00:04:18.320]  去帶領著教會
[00:04:18.320 --> 00:04:20.040]  所以耶路撒冷教會
[00:04:20.040 --> 00:04:22.720]  仍然有一個很重要的地位
[00:04:22.720 --> 00:04:25.040]  和帶領性的作用在當中
[00:04:25.040 --> 00:04:27.640]  接著修信人就是安提拉的教會
[00:04:27.640 --> 00:04:30.640]  敘利亞教會和基尼加的信徒
[00:04:30.640 --> 00:04:33.200]  信的內容主要是說到
[00:04:33.200 --> 00:04:36.360]  之前有耶路撒冷教會的一些人
[00:04:36.360 --> 00:04:37.760]  去到你們當中去說
[00:04:37.760 --> 00:04:40.720]  你們要受國禮才可以去信耶穌
[00:04:40.720 --> 00:04:43.840]  其實這些人不是我們的代表
[00:04:43.840 --> 00:04:49.120]  他們所說的不代表是我們所說的
[00:04:49.120 --> 00:04:52.480]  所以現在我們正式派教會的代表
[00:04:52.480 --> 00:04:53.800]  去到你們當中
[00:04:53.800 --> 00:04:57.880]  去說出教會的決定是什麼
[00:04:57.880 --> 00:05:00.440]  在這封信裡面
[00:05:00.440 --> 00:05:03.680]  很顯出亞國很想極力去保持
[00:05:03.680 --> 00:05:05.640]  傳達一個真理的信息
[00:05:05.640 --> 00:05:10.800]  也很極力去保持猶太人的信徒
[00:05:10.800 --> 00:05:12.160]  和外邦人的信徒
[00:05:12.160 --> 00:05:14.080]  如何和諧共處的
[00:05:14.080 --> 00:05:17.560]  在教會當中一起繼續生活
[00:05:17.560 --> 00:05:19.720]  所以一開始這封信
[00:05:19.720 --> 00:05:22.040]  就說到很強烈的譴責
[00:05:22.040 --> 00:05:24.040]  這群搞亂教會的人
[00:05:24.040 --> 00:05:28.440]  這群說要受國禮才可以信耶穌的一群人
[00:05:28.440 --> 00:05:30.600]  強烈的譴責
[00:05:30.600 --> 00:05:34.480]  在這裡可以說高度讚揚
[00:05:34.480 --> 00:05:38.400]  保羅和巴拿巴在外邦人當中所做的工作
[00:05:38.400 --> 00:05:41.200]  也很肯定外邦人的信徒
[00:05:41.200 --> 00:05:44.560]  在教會當中的地位和位置
[00:05:44.560 --> 00:05:46.480]  在這封信裡
[00:05:46.480 --> 00:05:51.800]  也顧及到猶太人的信徒
[00:05:51.800 --> 00:05:53.040]  和外邦人的信徒
[00:05:53.040 --> 00:05:54.480]  如何在教會當中
[00:05:54.480 --> 00:05:57.880]  可以和諧地繼續生活
[00:05:57.880 --> 00:06:00.600]  在一個群體裡
[00:06:00.600 --> 00:06:02.680]  在這封信裡也很強調
[00:06:02.680 --> 00:06:05.480]  他們的決定不是人的決定
[00:06:05.480 --> 00:06:08.160]  不是教會投票後的決定
[00:06:08.160 --> 00:06:10.560]  整個過程說到是聖靈的引導
[00:06:10.560 --> 00:06:14.840]  他們體會的是上帝在外邦人當中的心意
[00:06:14.840 --> 00:06:18.080]  或者上帝在教會當中的心意是這樣
[00:06:18.080 --> 00:06:21.480]  強調是上帝的旨意當中
[00:06:21.480 --> 00:06:24.320]  不是人的決定
[00:06:24.320 --> 00:06:27.280]  投票的結果
[00:06:27.280 --> 00:06:31.280]  最後可以說在這封信裡
[00:06:31.280 --> 00:06:33.280]  雅各有一個很大的建議
[00:06:33.280 --> 00:06:37.280]  他說外邦人是不用遵守國禮
[00:06:37.280 --> 00:06:38.520]  才可以信耶穌
[00:06:38.520 --> 00:06:40.760]  不過他很希望外邦人
[00:06:40.760 --> 00:06:43.720]  有幾項事情是要遵守的
[00:06:43.720 --> 00:06:45.920]  這幾項就是
[00:06:45.920 --> 00:06:48.800]  拜過偶像的一些食物
[00:06:48.800 --> 00:06:50.160]  即是有一些食物
[00:06:50.160 --> 00:06:52.760]  在廟裡當中獻祭過
[00:06:52.760 --> 00:06:53.960]  然後拿出來
[00:06:53.960 --> 00:06:58.280]  那麼信徒就不要吃這些食物了
[00:06:58.280 --> 00:07:00.560]  第二項就是奸淫
[00:07:00.560 --> 00:07:02.600]  奸淫的意思有兩個可能的意思
[00:07:02.600 --> 00:07:05.400]  第一就是不合法的性行為
[00:07:05.400 --> 00:07:08.240]  還有就是違反在舊約聖經裡
[00:07:08.240 --> 00:07:11.560]  所定的規條的婚姻
[00:07:11.560 --> 00:07:14.760]  第三第四就是不要吃勒死的生畜
[00:07:14.760 --> 00:07:17.800]  和他們所流的血
[00:07:17.800 --> 00:07:22.320]  為什麼要提這幾項內容呢
[00:07:22.320 --> 00:07:25.680]  其實在一開始他們的決定就是
[00:07:25.680 --> 00:07:28.320]  外邦人不是要守
[00:07:28.320 --> 00:07:30.280]  猶太人的生活習慣
[00:07:30.280 --> 00:07:34.600]  即是一些他們所定的
[00:07:34.600 --> 00:07:36.000]  或者他們所遵守的規條
[00:07:36.000 --> 00:07:37.040]  才可以信耶穌
[00:07:37.040 --> 00:07:38.800]  因為關於救恩的問題
[00:07:38.800 --> 00:07:41.080]  什麼是一個基督徒呢
[00:07:41.080 --> 00:07:43.760]  什麼人可以去相信耶穌呢
[00:07:43.760 --> 00:07:45.880]  相信耶穌就已經得著上帝
[00:07:45.880 --> 00:07:47.400]  再次的永恆的福氣
[00:07:47.400 --> 00:07:50.520]  這是一個救恩很重要的內容
[00:07:50.520 --> 00:07:51.920]  處理了這個問題之後
[00:07:51.920 --> 00:07:54.520]  就要繼續去探討
[00:07:54.520 --> 00:07:56.440]  猶太人的基督徒
[00:07:56.440 --> 00:07:58.120]  和外邦人的基督徒
[00:07:58.120 --> 00:07:59.400]  生活在一起
[00:07:59.400 --> 00:08:00.560]  在教會當中
[00:08:00.560 --> 00:08:03.720]  他們有很多不同的文化的衝突
[00:08:03.720 --> 00:08:04.760]  文化背景
[00:08:04.760 --> 00:08:06.600]  如何和諧共存呢
[00:08:06.600 --> 00:08:09.800]  是很重要的一個事情
[00:08:09.800 --> 00:08:11.160]  在猶太人來說
[00:08:11.160 --> 00:08:13.560]  當時在初期教會
[00:08:13.560 --> 00:08:17.320]  猶太人已經亡國了大約五百年
[00:08:17.320 --> 00:08:21.160]  雖然他們分散在不同的國家
[00:08:21.160 --> 00:08:23.280]  被不同的人
[00:08:23.280 --> 00:08:25.040]  即是不同的民族去統治
[00:08:25.040 --> 00:08:26.720]  但他們仍然很有意識的
[00:08:26.720 --> 00:08:28.560]  我們是上帝的選民
[00:08:28.560 --> 00:08:30.640]  雖然他們在不同的地方
[00:08:30.640 --> 00:08:32.520]  但他們仍然去遵守著
[00:08:32.520 --> 00:08:34.920]  在《九月聖經》裏面有很多的規條
