
[00:00:00.000 --> 00:00:03.000]  我們進入第三個專題
[00:00:03.000 --> 00:00:09.000]  就是和我們以上兩個專題很有關係
[00:00:09.000 --> 00:00:12.000]  要記得我們第一個和第二個專題
[00:00:12.000 --> 00:00:17.000]  是說我們怎樣從耶穌身上的榜樣看見
[00:00:17.000 --> 00:00:22.000]  耶穌是一個在世而不屬世的榜樣
[00:00:22.000 --> 00:00:24.000]  在世而不屬世的榜樣
[00:00:24.000 --> 00:00:28.000]  是因為祂能夠將自己不受世界支配
[00:00:28.000 --> 00:00:29.000]  進入這個世界裏面
[00:00:29.000 --> 00:00:32.000]  其實上周我們努力和大家思想
[00:00:32.000 --> 00:00:35.000]  怎樣不受這個世界支配的問題
[00:00:35.000 --> 00:00:38.000]  我們說到禁食
[00:00:38.000 --> 00:00:39.000]  廣義的禁食
[00:00:39.000 --> 00:00:41.000]  然後說到屬靈的追求
[00:00:41.000 --> 00:00:44.000]  一步一步將自己完全的
[00:00:44.000 --> 00:00:47.000]  讓神自己來掌管
[00:00:47.000 --> 00:00:48.000]  用我們所說的話
[00:00:48.000 --> 00:00:50.000]  一個更新了的敏感
[00:00:50.000 --> 00:00:51.000]  只有敏感神自己
[00:00:51.000 --> 00:00:53.000]  不再敏感周圍的世界
[00:00:53.000 --> 00:00:57.000]  我們可以說這個是由世界的纏繞
[00:00:57.000 --> 00:01:01.000]  擺脫出來不受世界支配的功夫
[00:01:01.000 --> 00:01:03.000]  現在下周說出來
[00:01:03.000 --> 00:01:05.000]  說出來才可以
[00:01:05.000 --> 00:01:08.000]  否則變成每個人都收視
[00:01:08.000 --> 00:01:10.000]  我們要怎樣
[00:01:10.000 --> 00:01:12.000]  如果我們假設有了這個
[00:01:12.000 --> 00:01:14.000]  我們要有這個必然的步驟
[00:01:14.000 --> 00:01:15.000]  我們說得很清楚
[00:01:15.000 --> 00:01:16.000]  我很憎氣
[00:01:16.000 --> 00:01:17.000]  但是我們要再提的
[00:01:17.000 --> 00:01:18.000]  沒有捷徑的
[00:01:18.000 --> 00:01:21.000]  如果但是我們有了上午這個基礎
[00:01:21.000 --> 00:01:24.000]  我們將自己抽離了出來
[00:01:24.000 --> 00:01:26.000]  能夠在神的裏面與神聯合
[00:01:26.000 --> 00:01:30.000]  不再受世界的支配的話
[00:01:30.000 --> 00:01:31.000]  現在我們問題是怎樣出來
[00:01:31.000 --> 00:01:32.000]  我們整個下周
[00:01:32.000 --> 00:01:34.000]  一個小時多一點的時間
[00:01:34.000 --> 00:01:36.000]  我們跟大家思想
[00:01:36.000 --> 00:01:38.000]  一個不屬世的生命
[00:01:38.000 --> 00:01:40.000]  怎樣可以進入世界
[00:01:40.000 --> 00:01:41.000]  而不離世
[00:01:41.000 --> 00:01:43.000]  這個我相信是必須要的
[00:01:43.000 --> 00:01:45.000]  這兩個步驟不可以沒有的
[00:01:45.000 --> 00:01:48.000]  世界上的宗教教我們離開世界
[00:01:48.000 --> 00:01:49.000]  離開世界之後
[00:01:49.000 --> 00:01:51.000]  就不會再回到這個世界
[00:01:51.000 --> 00:01:53.000]  終極的要求就是解脫
[00:01:53.000 --> 00:01:55.000]  但基督教不是
[00:01:55.000 --> 00:01:57.000]  基督教叫我們脫離自己
[00:01:57.000 --> 00:01:58.000]  但這是一個過程
[00:01:58.000 --> 00:02:00.000]  脫離自己只是一個過程
[00:02:00.000 --> 00:02:02.000]  終極的是要進入這個世界
[00:02:02.000 --> 00:02:03.000]  好像主耶穌的榜樣
[00:02:03.000 --> 00:02:05.000]  同盤一切的人
[00:02:05.000 --> 00:02:06.000]  一起承擔歷史
[00:02:06.000 --> 00:02:08.000]  承擔生命
[00:02:08.000 --> 00:02:09.000]  面對現實
[00:02:09.000 --> 00:02:11.000]  這個我們基督徒最重要
[00:02:11.000 --> 00:02:13.000]  如果不是我們就未完成
[00:02:13.000 --> 00:02:14.000]  我不知道有沒有一些朋友
[00:02:14.000 --> 00:02:16.000]  或者弟兄姊妹上午聽完覺得
[00:02:16.000 --> 00:02:17.000]  都不錯回家了
[00:02:17.000 --> 00:02:18.000]  那他就吃虧了
[00:02:18.000 --> 00:02:20.000]  因為他不知道怎樣回出來
[00:02:24.000 --> 00:02:26.000]  現在我們看看怎樣回出來
[00:02:26.000 --> 00:02:32.000]  1980年黃明道先生
[00:02:32.000 --> 00:02:34.000]  坐牢坐了很久
[00:02:34.000 --> 00:02:36.000]  在大陸被釋放的時候
[00:02:36.000 --> 00:02:40.000]  最先的一批訪問他
[00:02:40.000 --> 00:02:44.000]  探望他的一批外國弟兄姊妹
[00:02:44.000 --> 00:02:46.000]  他就有一個錄音帶
[00:02:46.000 --> 00:02:48.000]  那個是黃先生
[00:02:48.000 --> 00:02:50.000]  第一次放監之後
[00:02:50.000 --> 00:02:53.000]  和一些弟兄姊妹所說的分享
[00:02:53.000 --> 00:02:54.000]  聽大有幸
[00:02:54.000 --> 00:02:56.000]  因為一些研究的緣故
[00:02:56.000 --> 00:02:58.000]  我相信是橫教會裏面
[00:02:58.000 --> 00:03:02.000]  最初那幾位聽見這個錄音帶的人
[00:03:02.000 --> 00:03:04.000]  裏面黃明道先生
[00:03:04.000 --> 00:03:06.000]  用他很有力的聲音說了很多
[00:03:06.000 --> 00:03:09.000]  令我們很深受感動的說話
[00:03:09.000 --> 00:03:12.000]  其中有一句是挺有趣的
[00:03:12.000 --> 00:03:14.000]  他講到他自己過去這麼多年
[00:03:14.000 --> 00:03:17.000]  和講到中國教會的屬靈的偉人
[00:03:17.000 --> 00:03:20.000]  他就怒氣橫抽地說了一句話
[00:03:20.000 --> 00:03:21.000]  很有意思
[00:03:21.000 --> 00:03:23.000]  他說賈玉明
[00:03:23.000 --> 00:03:25.000]  賈玉明是一位已經過世的
[00:03:25.000 --> 00:03:28.000]  一位中國古代古一跌的傳道人
[00:03:28.000 --> 00:03:30.000]  上一輩不要說古代
[00:03:30.000 --> 00:03:32.000]  中國古代沒有傳道人
[00:03:32.000 --> 00:03:33.000]  沒有基督教
[00:03:33.000 --> 00:03:35.000]  中國上一輩的傳道人
[00:03:35.000 --> 00:03:37.000]  他寫了一本神道學
[00:03:37.000 --> 00:03:38.000]  大家知道
[00:03:38.000 --> 00:03:42.000]  他說賈玉明就講道理
[00:03:42.000 --> 00:03:46.000]  魏拓星就講道路
[00:03:46.000 --> 00:03:50.000]  我黃明道就講道德
[00:03:50.000 --> 00:03:53.000]  我很記得他當時說的那種氣勢
[00:03:53.000 --> 00:03:54.000]  很有意思
[00:03:54.000 --> 00:03:58.000]  他將不同的幾個屬靈的領袖
[00:03:58.000 --> 00:04:01.000]  的心態和特質都講了出來
[00:04:01.000 --> 00:04:03.000]  我想在這裏指出了
[00:04:03.000 --> 00:04:05.000]  我們基督徒其實
[00:04:05.000 --> 00:04:08.000]  在我的信仰裏面有很多的角度
[00:04:08.000 --> 00:04:10.000]  很多的層面
[00:04:10.000 --> 00:04:13.000]  如果我們要做一個平衡的
[00:04:13.000 --> 00:04:15.000]  或者做一個全被的基督徒
[00:04:15.000 --> 00:04:17.000]  我們一定要關顧到
[00:04:17.000 --> 00:04:19.000]  我們信仰的各方面
[00:04:19.000 --> 00:04:21.000]  否則我們就會做一個很偏差
[00:04:21.000 --> 00:04:24.000]  或者偏激的基督徒
[00:04:24.000 --> 00:04:26.000]  究竟信仰一個基督徒的生命
[00:04:26.000 --> 00:04:28.000]  有多少方面呢?
[00:04:28.000 --> 00:04:30.000]  一些社會學研究的人
[00:04:30.000 --> 00:04:32.000]  或者一些心理學家告訴我們
[00:04:32.000 --> 00:04:34.000]  大概一個基督徒的生命
[00:04:34.000 --> 00:04:36.000]  可以有五個角度的發展
[00:04:36.000 --> 00:04:40.000]  而這五個角度不是一定互相牽連的
[00:04:40.000 --> 00:04:43.000]  可以獨立的發展的
[00:04:43.000 --> 00:04:45.000]  這五個角度就是毀身的角度
[00:04:45.000 --> 00:04:49.000]  意義的角度或者是承諾的角度
[00:04:49.000 --> 00:04:51.000]  經歷的角度
[00:04:51.000 --> 00:04:54.000]  禮儀的角度
[00:04:54.000 --> 00:04:56.000]  實踐的角度
[00:04:56.000 --> 00:04:58.000]  和理性的角度
[00:04:58.000 --> 00:04:59.000]  這五個角度
[00:04:59.000 --> 00:05:01.000]  一個基督徒要有一個全被的生命
[00:05:01.000 --> 00:05:03.000]  必須要在這五個的方向上
[00:05:03.000 --> 00:05:05.000]  都有成熟的表現
[00:05:05.000 --> 00:05:08.000]  否則這就是一個不成熟的基督徒
[00:05:08.000 --> 00:05:10.000]  無論你在哪一方面有缺陷
[00:05:10.000 --> 00:05:12.000]  當然我們要承認在世界上
[00:05:12.000 --> 00:05:14.000]  每個人因著他的背景
[00:05:14.000 --> 00:05:15.000]  氣質不同
[00:05:15.000 --> 00:05:17.000]  有些基督徒特別在某一個角度上
[00:05:17.000 --> 00:05:18.000]  是強一些
[00:05:18.000 --> 00:05:20.000]  在另一個角度是弱一些的
[00:05:20.000 --> 00:05:21.000]  這是無可否認的
[00:05:21.000 --> 00:05:24.000]  所以你會發覺有很多人一樣是這麼愛著基督徒
[00:05:24.000 --> 00:05:26.000]  但是他的氣質性格是不同的
[00:05:26.000 --> 00:05:27.000]  有些是較為理性一點的
[00:05:27.000 --> 00:05:30.000]  有些是較為強調實踐的經驗
[00:05:30.000 --> 00:05:33.000]  有些是較為強調內心的追尋
[00:05:33.000 --> 00:05:37.000]  有些是特別懂得幫助其他人
[00:05:37.000 --> 00:05:39.000]  不過無論如何
[00:05:39.000 --> 00:05:41.000]  這五個角度可以說是一個基督徒
[00:05:41.000 --> 00:05:43.000]  全被發展的藍圖
[00:05:43.000 --> 00:05:45.000]  在這五個角度裏面
[00:05:45.000 --> 00:05:49.000]  我們都要有同樣的平衡的發展才可以
[00:05:49.000 --> 00:05:51.000]  毀身的角度和經歷的角度
[00:05:51.000 --> 00:05:55.000]  大概就是這次我們這個講座所著重的地方
[00:05:55.000 --> 00:05:56.000]  現在講清楚了
[00:05:56.000 --> 00:06:01.000]  我們這次的講座並沒有包含所有的角度
[00:06:01.000 --> 00:06:04.000]  譬如我們沒有強調很多關於實踐的角度
[00:06:04.000 --> 00:06:06.000]  所以實踐的角度就是
[00:06:06.000 --> 00:06:08.000]  在信仰裏面
[00:06:08.000 --> 00:06:10.000]  因著信仰帶來實際的表現
[00:06:10.000 --> 00:06:11.000]  個人的表現
[00:06:11.000 --> 00:06:13.000]  個人道德操守上的表現
[00:06:13.000 --> 00:06:16.000]  和整個基督徒的群體
[00:06:16.000 --> 00:06:18.000]  如何關心周圍的社會
[00:06:18.000 --> 00:06:20.000]  社會的政治上的參與
[00:06:20.000 --> 00:06:22.000]  那方面的表現
[00:06:22.000 --> 00:06:25.000]  這都是一個信仰不可少的環節
[00:06:25.000 --> 00:06:28.000]  今天這個講座沒有講這件事
[00:06:28.000 --> 00:06:30.000]  不是表示這件事不重要
[00:06:30.000 --> 00:06:31.000]  不過告訴你
[00:06:31.000 --> 00:06:33.000]  今天我們有一個獨特的
[00:06:33.000 --> 00:06:34.000]  如果我們今天所說
[00:06:34.000 --> 00:06:36.000]  或者是黃明道先生所說的道路
[00:06:36.000 --> 00:06:38.000]  屬靈生命的道路
[00:06:38.000 --> 00:06:41.000]  大概是牽涉到經歷的角度
[00:06:41.000 --> 00:06:45.000]  經歷就是主觀感受上的歷程和進度
[00:06:45.000 --> 00:06:47.000]  禮儀的角度當然牽涉到
[00:06:47.000 --> 00:06:48.000]  你的崇拜的儀式
[00:06:48.000 --> 00:06:50.000]  參與各方面的東西
[00:06:50.000 --> 00:06:53.000]  你舉手或者是聖餐
[00:06:53.000 --> 00:06:54.000]  或者是閉上眼睛
[00:06:54.000 --> 00:06:56.000]  這些都是我們每一個信仰
[00:06:56.000 --> 00:06:58.000]  必須要有的環節
[00:06:58.000 --> 00:06:59.000]  沒有了這個環節
[00:06:59.000 --> 00:07:01.000]  我們的信仰變得很抽象
[00:07:01.000 --> 00:07:02.000]  很空泛
[00:07:02.000 --> 00:07:04.000]  具體的物質
[00:07:04.000 --> 00:07:05.000]  代表譬如十字架
[00:07:05.000 --> 00:07:07.000]  具體的行動來表現
[00:07:07.000 --> 00:07:08.000]  譬如喝這個杯
[00:07:08.000 --> 00:07:09.000]  吃這個餅
[00:07:09.000 --> 00:07:11.000]  這些都是必須要的環節
[00:07:11.000 --> 00:07:12.000]  今天我們沒有討論這裡
[00:07:12.000 --> 00:07:14.000]  理性的角度環節
[00:07:14.000 --> 00:07:16.000]  當然好像黃明道先生所說的
[00:07:16.000 --> 00:07:18.000]  就是賈若明先生所說的
[00:07:18.000 --> 00:07:19.000]  就是道理
[00:07:19.000 --> 00:07:21.000]  我們對自己的信仰
[00:07:21.000 --> 00:07:22.000]  理性上的認識
[00:07:22.000 --> 00:07:24.000]  我們信仰的內涵是怎樣的
[00:07:24.000 --> 00:07:26.000]  為甚麼我們的信仰
