
[00:00:00.000 --> 00:00:02.000]  上帝我們向祢禱告
[00:00:02.000 --> 00:00:06.800]  因為人生裏面有很多意想不到的事情
[00:00:06.800 --> 00:00:11.160]  我們的信仰就是有一位愛我們的上帝
[00:00:11.160 --> 00:00:13.360]  有一位保守我們的上帝
[00:00:13.360 --> 00:00:15.480]  有一位憐憫我們的上帝
[00:00:15.480 --> 00:00:18.560]  但是很多時候我們所體會的事情
[00:00:18.560 --> 00:00:20.960]  是真的
[00:00:20.960 --> 00:00:24.080]  我們沒有辦法用言語去形容
[00:00:24.080 --> 00:00:26.120]  我們會有憂傷
[00:00:26.120 --> 00:00:27.440]  我們會有眼淚
[00:00:27.440 --> 00:00:29.360]  我們會有痛苦
[00:00:29.360 --> 00:00:34.680]  我們有時會好像去到一個死角位
[00:00:34.680 --> 00:00:37.960]  我們會感到不知道前面可以怎樣走
[00:00:37.960 --> 00:00:39.960]  我們在這些狀態裏面
[00:00:39.960 --> 00:00:44.040]  我們真是很深刻的去經驗到
[00:00:44.040 --> 00:00:47.320]  我們信仰裏面那種疑惑和掙扎
[00:00:47.320 --> 00:00:50.160]  我們懇求祢讓我們都可以
[00:00:50.160 --> 00:00:52.560]  來去從聖經裏面
[00:00:52.560 --> 00:00:56.800]  來去看到前人是怎樣面對
[00:00:56.800 --> 00:00:59.760]  或者我們又可以怎樣面對
[00:00:59.760 --> 00:01:01.760]  孩子今日要分享的
[00:01:01.760 --> 00:01:04.880]  亦都是一些個人的經歷和感受
[00:01:04.880 --> 00:01:08.840]  希望能夠成為眾弟兄姊妹的幫助
[00:01:08.840 --> 00:01:11.600]  亦都讓你彰顯你榮耀的時刻
[00:01:11.600 --> 00:01:13.600]  我們祈禱奉耶穌基督的名
[00:01:13.600 --> 00:01:15.400]  謝謝主人
[00:01:15.400 --> 00:01:20.000]  我想我們嘗試坦誠些去
[00:01:20.000 --> 00:01:21.640]  雖然有些我認識的弟兄姊妹
[00:01:21.640 --> 00:01:23.400]  有些我不一定認識
[00:01:23.400 --> 00:01:28.120]  我其實不是很想講這個題目
[00:01:28.120 --> 00:01:30.480]  所以過去有一段時間
[00:01:30.480 --> 00:01:34.280]  有一些機構邀請我去講
[00:01:34.280 --> 00:01:35.560]  我都沒有辦法
[00:01:35.560 --> 00:01:38.240]  因為我心理狀態不行
[00:01:38.240 --> 00:01:41.280]  承受不起那種壓力
[00:01:41.280 --> 00:01:45.640]  我想我們如果在座中
[00:01:45.640 --> 00:01:47.720]  或者在網上的弟兄姊妹
[00:01:47.720 --> 00:01:52.440]  你的家人或者朋友
[00:01:52.440 --> 00:01:56.120]  如果曾經有疾病
[00:01:56.120 --> 00:01:58.080]  突然來的患病
[00:01:58.080 --> 00:02:00.160]  或者離世
[00:02:00.160 --> 00:02:03.880]  我估你過了一年兩年之後
[00:02:03.880 --> 00:02:05.840]  你講起的時間
[00:02:05.840 --> 00:02:08.640]  有時都忍不住會流眼淚
[00:02:08.640 --> 00:02:10.040]  都不出奇
[00:02:10.040 --> 00:02:12.200]  所以你會明白我為何會
[00:02:12.200 --> 00:02:15.720]  覺得自己心理狀態不太行
[00:02:15.720 --> 00:02:19.480]  因為每次講都不是那麼簡單
[00:02:19.480 --> 00:02:24.120]  要自己內心很堅強才行
[00:02:24.120 --> 00:02:26.760]  同時我都會想
[00:02:26.760 --> 00:02:31.480]  究竟這樣做會否將
[00:02:31.480 --> 00:02:35.480]  允行變成工具呢
[00:02:35.480 --> 00:02:37.360]  我都會有這些問題
[00:02:37.360 --> 00:02:39.280]  因此我是很選擇性的
[00:02:39.280 --> 00:02:43.640]  因為宣導傳議出版機構
[00:02:43.640 --> 00:02:45.880]  是宣導會的機構
[00:02:45.880 --> 00:02:51.200]  我就會覺得會接受
[00:02:51.200 --> 00:02:54.200]  我想先講一些資料
[00:02:54.200 --> 00:02:56.400]  我為了今次講的東西
[00:02:56.400 --> 00:02:57.080]  我都寫了
[00:02:57.080 --> 00:02:59.200]  我都要寫完才行
[00:02:59.200 --> 00:03:03.240]  亦都可以幫助在網上的弟兄姊妹
[00:03:03.240 --> 00:03:04.840]  看得清楚些
[00:03:04.840 --> 00:03:08.640]  其實我的兒子Lukas
[00:03:08.640 --> 00:03:12.200]  在2018年3月19日
[00:03:12.200 --> 00:03:15.800]  在醫院昏迷
[00:03:15.800 --> 00:03:17.280]  我們是很突然的
[00:03:17.280 --> 00:03:21.400]  他其實有其他原因要入院
[00:03:21.400 --> 00:03:24.120]  但突然間昏迷
[00:03:24.120 --> 00:03:27.200]  是很難接受的
[00:03:27.200 --> 00:03:29.200]  長話短說
[00:03:29.200 --> 00:03:32.800]  去到2020年12月29日
[00:03:32.800 --> 00:03:34.680]  醫生證實了
[00:03:34.680 --> 00:03:36.240]  有腦幹沒有反應
[00:03:36.240 --> 00:03:37.560]  其實醫院
[00:03:37.560 --> 00:03:39.600]  如果你知道醫院處境
[00:03:39.600 --> 00:03:40.760]  你都明白
[00:03:40.760 --> 00:03:45.120]  醫生都會勸喻病人家屬
[00:03:45.120 --> 00:03:51.840]  去為病人做腦幹死亡測試
[00:03:51.840 --> 00:03:57.840]  這個測試的結果
[00:03:57.840 --> 00:04:00.920]  就是允行要離開我們
[00:04:00.920 --> 00:04:02.920]  回到天家
[00:04:02.920 --> 00:04:04.760]  在過程中
[00:04:04.760 --> 00:04:11.880]  我們同意進行器官捐贈手續
[00:04:11.880 --> 00:04:14.840]  醫生、護士、社工
[00:04:14.840 --> 00:04:17.920]  幫我們安排告別禮
[00:04:17.920 --> 00:04:20.640]  大家可以想像
[00:04:20.640 --> 00:04:22.720]  要在醫院進行
[00:04:22.720 --> 00:04:25.200]  在深切治療部
[00:04:25.200 --> 00:04:28.800]  我們都有些經歷
[00:04:28.800 --> 00:04:32.640]  告別的狀態
[00:04:32.640 --> 00:04:37.280]  然後到2021年1月29日
[00:04:37.280 --> 00:04:40.080]  是安息禮
[00:04:40.080 --> 00:04:42.640]  然後到4月29日
[00:04:42.640 --> 00:04:43.920]  就是殺灰禮
[00:04:43.920 --> 00:04:46.440]  我講這些日子是甚麼原因
[00:04:46.440 --> 00:04:51.640]  我相信很多有家人離世的經歷的人
[00:04:51.640 --> 00:05:00.080]  不只是醫院醫生證實病人離世
[00:05:00.080 --> 00:05:01.280]  就是結束
[00:05:01.280 --> 00:05:03.120]  其實那個未是結束
[00:05:03.120 --> 00:05:04.920]  就算安息禮都未是結束
[00:05:04.920 --> 00:05:07.320]  即是心事未放下
[00:05:07.320 --> 00:05:11.280]  直到我們進行殺灰禮
[00:05:11.280 --> 00:05:16.080]  真的要土葬或火葬
[00:05:16.080 --> 00:05:19.520]  然後骨灰上了很多
[00:05:19.520 --> 00:05:21.280]  骨灰灰燙的位置
[00:05:21.280 --> 00:05:23.960]  又或者殺灰完成了
[00:05:23.960 --> 00:05:26.520]  才真的有一段落的感覺
[00:05:26.520 --> 00:05:30.480]  所以我舉這些時間表
[00:05:30.480 --> 00:05:35.480]  由2018年3月19日
[00:05:35.480 --> 00:05:37.960]  到2021年4月20日
[00:05:37.960 --> 00:05:40.080]  一個很長的時間
[00:05:40.080 --> 00:05:44.080]  這個過程是相當不容易的
[00:05:44.080 --> 00:05:48.360]  而我們以為殺灰禮後可以告一個段落
[00:05:48.360 --> 00:05:51.080]  我留意和太太
[00:05:51.080 --> 00:05:53.280]  找時間拿出來
[00:05:53.280 --> 00:05:57.800]  因為在2021年9月
[00:05:57.800 --> 00:06:01.600]  我開始安息到2022年7月
[00:06:01.600 --> 00:06:07.120]  我在2021年9月到10月安排
[00:06:07.120 --> 00:06:09.680]  我本來是想要調配
[00:06:09.680 --> 00:06:12.280]  所以答應了港島
