
[00:00:00.000 --> 00:00:03.800]  (字幕: 請按讚、分享、留言及訂閱頻道)
[00:00:03.800 --> 00:00:08.840]  我們來抽一條問題
[00:00:08.840 --> 00:00:10.000]  看看是什麼
[00:00:10.000 --> 00:00:16.640]  在教會受到傷害
[00:00:16.640 --> 00:00:19.240]  可不可以離開教會呢?
[00:00:19.240 --> 00:00:24.080]  其實我想重新去重申
[00:00:24.080 --> 00:00:26.800]  再問過這個問題
[00:00:26.800 --> 00:00:27.440]  就是說
[00:00:27.440 --> 00:00:29.760]  當教會受到傷害
[00:00:29.760 --> 00:00:32.520]  離開自己的教會
[00:00:32.520 --> 00:00:34.520]  是否最適合呢?
[00:00:34.520 --> 00:00:38.080]  如果你說教會是指所有教會
[00:00:38.080 --> 00:00:39.760]  回教會吧
[00:00:39.760 --> 00:00:41.320]  我想答案是
[00:00:41.320 --> 00:00:42.120]  很簡單
[00:00:42.120 --> 00:00:43.920]  應該也不應該
[00:00:43.920 --> 00:00:48.800]  如果在A教會真的受到很多傷害
[00:00:48.800 --> 00:00:51.960]  最多你轉去B教會吧
[00:00:51.960 --> 00:00:54.720]  我覺得不應該完全脫離教會
[00:00:54.720 --> 00:00:57.280]  敬拜生活
[00:00:57.280 --> 00:01:00.040]  不過回到問題
[00:01:00.040 --> 00:01:03.360]  不是說可不可以
[00:01:03.360 --> 00:01:04.920]  應該是比較適合
[00:01:04.920 --> 00:01:06.920]  什麼時候適合離開
[00:01:06.920 --> 00:01:09.600]  就是說有些場景
[00:01:09.600 --> 00:01:12.080]  離開教會可能是
[00:01:12.080 --> 00:01:13.120]  雖然不是最好
[00:01:13.120 --> 00:01:16.680]  但也可能是要做的選擇
[00:01:16.680 --> 00:01:19.760]  舉個例子
[00:01:19.760 --> 00:01:22.840]  教會某個人指控你
[00:01:22.840 --> 00:01:25.440]  做了某些動機不良的事
[00:01:25.440 --> 00:01:28.480]  教會有很多人知道
[00:01:28.480 --> 00:01:31.320]  其實令到關係很複雜
[00:01:31.320 --> 00:01:34.320]  可能你也解釋了
[00:01:34.320 --> 00:01:36.880]  或者誤會澄清了
[00:01:36.880 --> 00:01:41.000]  令到關係很差的弟兄姐妹
[00:01:41.000 --> 00:01:42.720]  他們繼續在這個堂會
[00:01:42.720 --> 00:01:43.840]  甚至在這個堂會
[00:01:43.840 --> 00:01:46.800]  可能是做一些領導的角色
[00:01:46.800 --> 00:01:49.160]  所以你繼續回教會
[00:01:49.160 --> 00:01:52.520]  可能會令到教會有很多張力
[00:01:52.520 --> 00:01:54.920]  當然你可以選擇
[00:01:54.920 --> 00:01:56.360]  繼續留在這裡
[00:01:56.360 --> 00:01:58.360]  繼續尋求治療
[00:01:58.360 --> 00:02:02.800]  當中的張力可以是成長的過程
[00:02:02.800 --> 00:02:05.000]  可以是教會成長的過程
[00:02:05.000 --> 00:02:06.360]  但另一個可能性
[00:02:06.360 --> 00:02:08.600]  你會發覺張力好像
[00:02:08.600 --> 00:02:09.640]  你繼續留在這裡
[00:02:09.640 --> 00:02:11.600]  一直沒有減退
[00:02:11.600 --> 00:02:12.800]  沒有隨著時日
[00:02:12.800 --> 00:02:15.720]  好像大家已經放下這件事
[00:02:15.720 --> 00:02:18.320]  好像大家都放不下
[00:02:18.320 --> 00:02:19.920]  在這樣的場景
[00:02:19.920 --> 00:02:21.960]  有可能你去選擇
[00:02:21.960 --> 00:02:24.240]  去另一個堂會
[00:02:24.240 --> 00:02:25.080]  可以這樣說
[00:02:25.080 --> 00:02:27.040]  重新開始
[00:02:27.040 --> 00:02:32.160]  我覺得有時候我們可以做這樣的選擇
[00:02:32.160 --> 00:02:34.240]  但又舉另一個例子
[00:02:34.240 --> 00:02:38.680]  覺得離開是下下之選
[00:02:38.680 --> 00:02:42.240]  譬如很多人在教會裏面
[00:02:42.240 --> 00:02:44.680]  所謂犯了一些錯失
[00:02:44.680 --> 00:02:47.240]  教會通常提及婚外情
[00:02:47.240 --> 00:02:48.240]  但不一定
[00:02:48.240 --> 00:02:51.480]  犯了一些很明顯的公眾罪
[00:02:51.480 --> 00:02:53.800]  不是說謊就是不簡單
[00:02:53.800 --> 00:02:56.400]  一些比較公開的罪
[00:02:56.400 --> 00:02:58.600]  譬如犯奸淫
[00:02:58.600 --> 00:03:02.240]  教會要處理一個
[00:03:02.240 --> 00:03:04.280]  discipline的過程
[00:03:04.280 --> 00:03:05.880]  其實很多時候
[00:03:05.880 --> 00:03:08.320]  有時候有些教會選擇
[00:03:08.320 --> 00:03:09.040]  discipline你
[00:03:09.040 --> 00:03:10.120]  叫你離開
[00:03:10.120 --> 00:03:12.120]  或者有些弟兄姊妹選擇
[00:03:12.120 --> 00:03:13.120]  你要discipline我
[00:03:13.120 --> 00:03:14.760]  那我離開
[00:03:14.760 --> 00:03:18.280]  我就會在這樣的場景
[00:03:18.280 --> 00:03:22.640]  我會鼓勵要受discipline的弟兄姊妹
[00:03:22.640 --> 00:03:23.920]  留在教會
[00:03:23.920 --> 00:03:26.840]  要經歷這個discipline的過程
[00:03:26.840 --> 00:03:28.240]  要明白
[00:03:28.240 --> 00:03:30.360]  經歷這個discipline的過程
[00:03:30.360 --> 00:03:31.880]  不是為了懲罰你
[00:03:31.880 --> 00:03:33.240]  通常教會discipline
[00:03:33.240 --> 00:03:36.000]  譬如找一個牧者
[00:03:36.000 --> 00:03:36.920]  或者長老
[00:03:36.920 --> 00:03:37.960]  總之是領導
[00:03:37.960 --> 00:03:40.040]  每個星期見你一次
[00:03:40.040 --> 00:03:43.280]  為你生命中的問題禱告
[00:03:43.280 --> 00:03:45.760]  跟著找一個所謂的
[00:03:45.760 --> 00:03:46.520]  player partner
[00:03:46.520 --> 00:03:47.280]  或者找一個人
[00:03:47.280 --> 00:03:48.480]  所謂你的brothers
[00:03:48.480 --> 00:03:51.040]  你的sister跟你同行
[00:03:51.040 --> 00:03:54.920]  其實這些所謂紀律的過程
[00:03:54.920 --> 00:03:57.320]  是一個同行的過程
[00:03:57.320 --> 00:03:59.120]  希望將你的生命
[00:03:59.120 --> 00:04:00.840]  重新收拾好
[00:04:00.840 --> 00:04:02.280]  可以這樣說
[00:04:02.280 --> 00:04:05.360]  回到一個健康的境況
[00:04:05.360 --> 00:04:08.360]  如果你在discipline的過程中
[00:04:08.360 --> 00:04:10.040]  離開了
[00:04:10.040 --> 00:04:12.840]  其實我覺得是你的損失
[00:04:12.840 --> 00:04:15.240]  變成你沒有機會有人跟你同行
[00:04:15.240 --> 00:04:18.200]  去修復你生命中的缺口
[00:04:18.200 --> 00:04:19.120]  有時候未必是
[00:04:19.120 --> 00:04:21.760]  所謂犯了很明顯的罪
[00:04:21.760 --> 00:04:25.320]  有時候是你跟教會的弟兄姊妹
[00:04:25.320 --> 00:04:28.000]  有某一些的不和
[00:04:28.000 --> 00:04:29.880]  某一些的衝突
[00:04:29.880 --> 00:04:32.280]  其實這個我想是最常見的
[00:04:32.280 --> 00:04:34.200]  我在這些情況之下
[00:04:34.200 --> 00:04:36.440]  其實一般我都會鼓勵
[00:04:36.440 --> 00:04:38.760]  不要離開教會
[00:04:38.760 --> 00:04:41.520]  不要用這個方法去解決問題
[00:04:41.520 --> 00:04:44.400]  我們就沒可能跟教會弟兄姊妹
[00:04:44.400 --> 00:04:47.520]  每一個人都這麼合得來
[00:04:47.520 --> 00:04:51.840]  不過如果教會因為有一兩個人
[00:04:51.840 --> 00:04:53.720]  或者甚至某一個傳道
[00:04:53.720 --> 00:04:56.600]  你不喜歡他們說話的態度
[00:04:56.600 --> 00:04:58.560]  如果因為這些原因
[00:04:58.560 --> 00:05:00.600]  你就離開教會的話
[00:05:00.600 --> 00:05:01.960]  因為去到每個教會
[00:05:01.960 --> 00:05:03.440]  都可能遇到一個人
[00:05:03.440 --> 00:05:05.600]  是你覺得他面目可憎的
[00:05:05.600 --> 00:05:07.680]  你經常都轉移
[00:05:07.680 --> 00:05:10.400]  其實教會生活的一部分
[00:05:10.400 --> 00:05:12.080]  就是要我們學習
[00:05:12.080 --> 00:05:15.360]  跟不同背景的人相處
[00:05:15.360 --> 00:05:17.880]  所以你問我轉行會
[00:05:17.880 --> 00:05:20.880]  可不可以有些很不幸的環境
[00:05:20.880 --> 00:05:22.720]  是可能我們需要做
[00:05:22.720 --> 00:05:24.080]  但我想一般來說
[00:05:24.080 --> 00:05:27.720]  我們都不應該隨便去做這個決定
[00:05:27.720 --> 00:05:31.720]  好 我們來看看這條問題
[00:05:31.720 --> 00:05:34.600]  就是說弟兄姊妹相親相愛
[00:05:34.600 --> 00:05:36.560]  是否必定的呢?
[00:05:36.560 --> 00:05:38.200]  不能夠有不合
[00:05:38.200 --> 00:05:40.480]  或者談不來的時候
[00:05:40.480 --> 00:05:42.320]  或者的人
[00:05:42.960 --> 00:05:44.600]  當然弟兄姊妹
[00:05:44.600 --> 00:05:47.920]  不會每一個人都這麼相親相愛
[00:05:47.920 --> 00:05:51.040]  如果你了解相親相愛
[00:05:51.040 --> 00:05:53.520]  是一種所謂很親密
[00:05:53.520 --> 00:05:55.520]  很了解
[00:05:55.520 --> 00:05:57.520]  或者一說句話就覺得
[00:05:57.520 --> 00:05:59.720]  你不知道我說什麼
[00:05:59.720 --> 00:06:00.600]  我講上半句
[00:06:00.600 --> 00:06:02.200]  你都知道下半句說什麼
[00:06:02.200 --> 00:06:06.480]  如果你定義相親相愛是這樣的話
[00:06:06.480 --> 00:06:09.800]  很明顯教會大部分弟兄姊妹
[00:06:09.800 --> 00:06:11.240]  都做不到
[00:06:11.240 --> 00:06:13.360]  這是人與人之間關係
[00:06:13.360 --> 00:06:15.120]  是一種很現實的事
[00:06:15.120 --> 00:06:17.640]  我要做到跟弟兄也好
[00:06:17.640 --> 00:06:18.400]  姐妹也好
