
[00:00:00.000 --> 00:00:10.900]  請大家翻到舊約第二卷書《出埃及記》
[00:00:10.900 --> 00:00:21.700]  第十五章 第一節第二節
[00:00:21.700 --> 00:00:29.800]  這一個月 我們的總題是屬靈的征戰
[00:00:29.800 --> 00:00:36.600]  今天為了配合聖樂主日
[00:00:36.600 --> 00:00:42.560]  我的講題是「勝利的歌聲」
[00:00:42.560 --> 00:00:48.540]  我們要看五個勝利的歌聲
[00:00:48.540 --> 00:00:53.840]  從這些經文裏面 我們發現
[00:00:53.840 --> 00:00:59.140]  到底我們的歌聲的來源是甚麼
[00:00:59.140 --> 00:01:03.840]  是甚麼引發出讚美我們的歌唱
[00:01:03.840 --> 00:01:14.840]  換句話說 我們的歌唱有甚麼因素在裏面
[00:01:14.840 --> 00:01:23.640]  我們的讚美詩裏面 是甚麼構成我們的歌唱
[00:01:23.640 --> 00:01:31.740]  第一個歌唱 就是第一節和第二節
[00:01:31.740 --> 00:01:36.340]  那時摩西和以色列人向耶和華唱歌說
[00:01:36.340 --> 00:01:38.640]  我要向耶和華歌唱
[00:01:38.640 --> 00:01:44.240]  因他大大戰勝 將馬和騎馬的頭在海中
[00:01:44.240 --> 00:01:46.040]  耶和華是我的力量
[00:01:46.040 --> 00:01:49.640]  我的詩歌也成了我的拯救
[00:01:49.640 --> 00:01:52.840]  這是我的上帝 我要讚美他
[00:01:52.840 --> 00:01:57.040]  是我父親的上帝 我要尊崇他
[00:01:57.040 --> 00:02:03.040]  在第一節裏面 有歌唱兩個字
[00:02:03.040 --> 00:02:06.640]  又有戰勝兩個字
[00:02:06.640 --> 00:02:12.840]  合在一起就是勝利的歌聲
[00:02:12.840 --> 00:02:18.840]  摩西和以色列人一起歌唱
[00:02:18.840 --> 00:02:21.040]  是為了甚麼呢?
[00:02:21.040 --> 00:02:26.240]  這個歌唱的背景很重要
[00:02:26.240 --> 00:02:31.440]  當時以色列人經過紅海
[00:02:31.440 --> 00:02:35.140]  從維奴之地出來
[00:02:35.140 --> 00:02:39.840]  進入迦南英許美地
[00:02:39.840 --> 00:02:43.040]  他們經過紅海之後
[00:02:43.040 --> 00:02:48.340]  就唱這個勝利的詩歌
[00:02:48.340 --> 00:02:53.840]  過紅海有甚麼屬靈的意義呢?
[00:02:53.840 --> 00:02:57.640]  我們看保羅怎麼解釋
[00:02:57.640 --> 00:03:03.640]  在新約 在哥倫多前書
[00:03:03.640 --> 00:03:09.340]  第十章 第二節
[00:03:09.340 --> 00:03:18.940]  都從雲裡 海裡受洗歸了摩西
[00:03:18.940 --> 00:03:21.740]  保羅告訴我們
[00:03:21.740 --> 00:03:24.740]  紅海的經歷
[00:03:24.740 --> 00:03:30.440]  就等於新約受洗的經歷
[00:03:30.440 --> 00:03:33.440]  都代表救恩
[00:03:33.440 --> 00:03:38.740]  所以摩西和以色列人歌唱
[00:03:38.740 --> 00:03:41.540]  救恩的歌唱
[00:03:41.540 --> 00:03:46.440]  這是我們詩歌的第一個來源
[00:03:46.440 --> 00:03:52.140]  這是一個很重要的靈感來源
[00:03:52.140 --> 00:03:56.240]  每一個蒙恩得救的人
[00:03:56.240 --> 00:04:01.140]  都為了得救獻上感謝
[00:04:01.140 --> 00:04:06.740]  心裏湧出來讚美的歌聲
[00:04:06.740 --> 00:04:11.540]  每一個真正蒙恩得救的人
[00:04:11.540 --> 00:04:16.940]  都知道救恩是何等的寶貴
[00:04:16.940 --> 00:04:21.440]  永遠的 全被的救恩
[00:04:21.440 --> 00:04:26.340]  已經在基督裏給我們得到
[00:04:26.340 --> 00:04:33.840]  所以我們深受救恩就歡然歌唱
[00:04:33.840 --> 00:04:40.040]  這也是大衛所說的話所表達
[00:04:40.040 --> 00:04:48.740]  詩篇第四十篇 第二節
[00:04:48.740 --> 00:04:51.240]  詩篇第四十篇第二節
[00:04:51.240 --> 00:04:56.640]  他從禍坑裡 從污泥中把我拉上來
[00:04:56.640 --> 00:05:01.440]  使我的腳立在盆石上 使我腳步穩當
[00:05:01.440 --> 00:05:05.240]  第三節 他使我口唱新歌
[00:05:05.240 --> 00:05:07.640]  就是讚美我們上帝的話
[00:05:07.640 --> 00:05:10.340]  這是大衛的見證
[00:05:10.340 --> 00:05:16.540]  神把他從污泥裏拉上來
[00:05:16.540 --> 00:05:22.240]  聖經用污泥來表示罪惡
[00:05:22.240 --> 00:05:25.040]  是非常恰當的
[00:05:25.040 --> 00:05:30.340]  這個污泥人陷入之後
[00:05:30.340 --> 00:05:35.140]  越掙扎越下沉
[00:05:35.140 --> 00:05:38.140]  如果沒有人拯救
[00:05:38.140 --> 00:05:41.240]  就是絕望
[00:05:41.240 --> 00:05:47.040]  我們原來在罪惡的污泥中
[00:05:47.040 --> 00:05:50.240]  但是主拯救我們
[00:05:50.240 --> 00:05:53.640]  伸出祂恩典的手
[00:05:53.640 --> 00:05:55.640]  抓住我們
[00:05:55.640 --> 00:05:59.240]  我們也伸出信心的手
[00:05:59.240 --> 00:06:01.840]  讓主抓住
[00:06:01.840 --> 00:06:05.340]  主把我們救拔出來
[00:06:05.340 --> 00:06:12.340]  然後讓我們的腳站在救恩的盆石上
[00:06:12.340 --> 00:06:17.740]  於是我們就口唱新歌
[00:06:17.740 --> 00:06:20.240]  得救的歌
[00:06:20.240 --> 00:06:21.840]  感謝神
[00:06:21.840 --> 00:06:24.440]  我們這個詩本裏面
[00:06:24.440 --> 00:06:28.840]  有很多很多的詩
[00:06:28.840 --> 00:06:33.240]  就是救恩的感謝讚美的詩
[00:06:33.240 --> 00:06:36.140]  (主)都是救恩的感謝讚美的詩
[00:06:36.140 --> 00:06:38.940]  (張)這是第一首勝利的詩歌
[00:06:38.940 --> 00:06:41.440]  (主)所以這是第一首勝利的詩歌
[00:06:41.440 --> 00:06:45.140]  (張)我相信在座的每一位
[00:06:45.140 --> 00:06:46.940]  今天早上
[00:06:46.940 --> 00:06:51.040]  都可以從你的心裏面
[00:06:51.040 --> 00:06:53.140]  很真誠的
[00:06:53.140 --> 00:06:55.140]  很喜樂的
[00:06:55.140 --> 00:06:57.140]  很釋放的
[00:06:57.140 --> 00:07:01.440]  這樣發出來的歌聲
[00:07:01.440 --> 00:07:04.940]  第二個勝利的歌聲
[00:07:04.940 --> 00:07:10.640]  請回到《釋詩記》第五章
[00:07:10.640 --> 00:07:15.240]  《釋詩記》第五章302頁
[00:07:15.240 --> 00:07:19.340]  舊約的第七卷
[00:07:19.340 --> 00:07:22.140]  第一節
[00:07:22.140 --> 00:07:24.640]  《釋詩記》第五章第一節
[00:07:24.640 --> 00:07:30.640]  那時底波拉和亞比諾安的兒子巴拉作歌說
[00:07:30.640 --> 00:07:33.140]  (張)這首詩歌的背景是什麼?
[00:07:33.140 --> 00:07:35.140]  (主)這首詩歌的背景是什麼?
[00:07:35.140 --> 00:07:36.640]  (張)當時
[00:07:36.640 --> 00:07:39.040]  嘉南王
[00:07:39.040 --> 00:07:41.640]  名字叫耶賓
[00:07:41.640 --> 00:07:44.040]  (主)名字叫耶賓
[00:07:44.040 --> 00:07:45.840]  (張)他的勢力很強
[00:07:45.840 --> 00:07:47.640]  (主)他的勢力很強
[00:07:47.640 --> 00:07:50.440]  (張)上一章告訴我們
[00:07:50.440 --> 00:07:52.540]  他的軍隊很強盛
[00:07:52.540 --> 00:07:54.740]  (主)他的軍隊很強盛
[00:07:54.740 --> 00:07:59.440]  (張)他們擁有900輛鐵造戰車
[00:07:59.440 --> 00:08:02.840]  (主)他們擁有900輛鐵造戰車
[00:08:02.840 --> 00:08:05.440]  (張)這個當時是不得了的事
[00:08:05.440 --> 00:08:07.140]  (主)這個當時是不得了的事
[00:08:07.140 --> 00:08:09.040]  (張)而且他有一個將軍
[00:08:09.040 --> 00:08:10.240]  (主)而且他有一個將軍
[00:08:10.240 --> 00:08:11.040]  (張)很出色
[00:08:11.040 --> 00:08:11.740]  (主)很出色
[00:08:11.740 --> 00:08:13.240]  (張)名字叫西希拉
[00:08:13.240 --> 00:08:14.940]  (主)名字叫西希拉
[00:08:14.940 --> 00:08:18.140]  (張)嘉南軍隊侵犯以色列人
[00:08:18.140 --> 00:08:21.240]  (主)他們就開了軍隊侵犯以色列人
[00:08:21.240 --> 00:08:24.540]  (張)他們壓迫以色列人
[00:08:24.540 --> 00:08:26.440]  (張)但是這個時候
[00:08:26.440 --> 00:08:28.240]  (張)但是這個時候
[00:08:28.240 --> 00:08:30.440]  (張)以色列人仰望神
[00:08:30.440 --> 00:08:31.940]  (張)以色列人仰望神
[00:08:31.940 --> 00:08:32.740]  (張)以色列人仰望神
[00:08:32.740 --> 00:08:35.740]  (張)神就拯救他們
[00:08:35.740 --> 00:08:38.340]  (張)使他們得到勝利
[00:08:38.340 --> 00:08:39.540]  (張)使他們得到勝利
[00:08:39.540 --> 00:08:40.740]  (張)他們在勝利之後
[00:08:40.740 --> 00:08:42.040]  (張)他們在勝利之後
[00:08:42.040 --> 00:08:43.440]  (張)就唱這首詩
[00:08:43.440 --> 00:08:47.540]  (張)也是底波拉和白姓一起唱
[00:08:47.540 --> 00:08:51.040]  (張)也是底波拉和白姓一起唱
[00:08:51.040 --> 00:08:52.540]  (張)他們唱這首詩
[00:08:52.540 --> 00:08:53.740]  (張)他們唱這首詩
[00:08:53.740 --> 00:08:55.540]  (張)是表達他們的勝利
[00:08:55.540 --> 00:08:57.740]  (張)是表達他們的勝利
[00:08:57.740 --> 00:08:58.740]  (張)這個勝利
[00:08:58.740 --> 00:08:59.840]  (張)這個勝利
[00:08:59.840 --> 00:09:01.440]  (張)有五個要點
[00:09:01.440 --> 00:09:02.540]  (張)有五個要點
[00:09:02.540 --> 00:09:04.740]  (張)讓我們想到
[00:09:04.740 --> 00:09:09.540]  (張)今天我們屬靈的戰爭
[00:09:09.540 --> 00:09:11.040]  (張)如果要得到勝利
[00:09:11.040 --> 00:09:12.240]  (張)如果要得到勝利
[00:09:12.240 --> 00:09:14.440]  (張)也需要有這五個因素
[00:09:14.440 --> 00:09:16.340]  (張)也需要有這五個因素
[00:09:16.340 --> 00:09:18.740]  (張)當時的以色列人
[00:09:18.740 --> 00:09:19.940]  (張)和敵人作戰
[00:09:19.940 --> 00:09:21.040]  (張)和敵人作戰
[00:09:21.040 --> 00:09:22.140]  (張)得到勝利
[00:09:22.140 --> 00:09:22.940]  (張)得到勝利
[00:09:22.940 --> 00:09:23.940]  (張)所以他們歌唱
[00:09:23.940 --> 00:09:24.940]  (張)所以他們歌唱
[00:09:24.940 --> 00:09:28.340]  (張)今天我們歌唱的第二個來源
[00:09:28.340 --> 00:09:30.040]  (張)今天我們歌唱的第二個來源
[00:09:30.040 --> 00:09:32.740]  (張)就是靈性的征戰的勝利
[00:09:32.740 --> 00:09:34.840]  (張)就是靈性征戰的勝利
[00:09:34.840 --> 00:09:36.140]  (張)勝過罪惡
[00:09:36.140 --> 00:09:37.040]  (張)勝過罪惡
[00:09:37.040 --> 00:09:38.140]  (張)勝過撒旦
[00:09:38.140 --> 00:09:39.840]  (張)勝過撒旦
[00:09:39.840 --> 00:09:42.340]  (張)這樣我們自然會歌唱
[00:09:42.340 --> 00:09:44.340]  (張)這樣我們自然會歌唱
[00:09:44.340 --> 00:09:48.340]  (張)我們看看這次以色列人歌頌的五個因素
[00:09:48.340 --> 00:09:51.940]  (張)我們看看這次以色列人歌頌的五個因素
[00:09:51.940 --> 00:09:52.740]  (張)第一個因素
[00:09:52.740 --> 00:09:53.840]  (張)第一個因素
[00:09:53.840 --> 00:09:57.440]  (張)第四章第三節
[00:09:57.440 --> 00:09:58.740]  (張)沒了一句
[00:09:58.740 --> 00:10:01.240]  (張)第四章第三節
[00:10:01.240 --> 00:10:04.440]  (張)第四章第三節
[00:10:04.440 --> 00:10:05.440]  (張)沒了一句
[00:10:05.440 --> 00:10:06.840]  (張)最後一句
[00:10:06.840 --> 00:10:10.940]  (張)以色列人就呼求耶和華
[00:10:10.940 --> 00:10:13.740]  (張)以色列人原來背一身
[00:10:13.740 --> 00:10:16.140]  (張)以色列人原來背一身
[00:10:16.140 --> 00:10:17.540]  (張)現在他們回頭了
[00:10:17.540 --> 00:10:18.840]  (張)現在他們回頭了
[00:10:18.840 --> 00:10:23.140]  (張)他們就用信心和順服來呼求耶和華
[00:10:23.140 --> 00:10:26.640]  (張)他們就用信心和順服來呼求耶和華
[00:10:26.640 --> 00:10:27.940]  (張)這是他們的禱告
[00:10:27.940 --> 00:10:29.140]  (張)這是他們的禱告
[00:10:29.140 --> 00:10:31.840]  (張)神對他們的禱告有回應
[00:10:31.840 --> 00:10:33.840]  (張)神對他們的禱告有回應
[00:10:33.840 --> 00:10:35.840]  (張)神是聽禱告的神
[00:10:35.840 --> 00:10:37.240]  (張)神是聽禱告的神
[00:10:37.240 --> 00:10:39.240]  (張)我們的禱告永不落空
[00:10:39.240 --> 00:10:41.040]  (張)我們的禱告永不落空
[00:10:41.040 --> 00:10:43.740]  (張)屬於信心和順服的禱告
[00:10:43.740 --> 00:10:46.040]  (張)屬於信心和順服的禱告
[00:10:46.040 --> 00:10:48.840]  (張)永遠從神那裏得到回應
[00:10:48.840 --> 00:10:51.340]  (張)永遠從神那裏得到回應
[00:10:51.340 --> 00:10:53.140]  (張)神就拯救他們
[00:10:53.140 --> 00:10:54.640]  (張)神就拯救他們
[00:10:54.640 --> 00:10:57.440]  (張)神就幫助他們得到勝利
[00:10:57.440 --> 00:10:59.340]  (張)神就幫助他們得到勝利
[00:10:59.340 --> 00:11:00.940]  (張)這是第一個因素
[00:11:00.940 --> 00:11:02.840]  (張)這是第一個因素
[00:11:02.840 --> 00:11:05.040]  (張)他們的同心的禱告
[00:11:05.040 --> 00:11:06.740]  (張)他們同心的禱告
[00:11:06.740 --> 00:11:07.940]  (張)第二個因素
[00:11:07.940 --> 00:11:08.940]  (張)第二個因素
[00:11:08.940 --> 00:11:11.340]  (張)我們看第二節 五章第二節
[00:11:11.340 --> 00:11:13.440]  (張)我們看第五章的第二節
[00:11:13.440 --> 00:11:14.540]  (張)第五章第二節
