
[00:00:00.000 --> 00:00:03.500]  七十六第七章第二段
[00:00:03.500 --> 00:00:06.500]  啟示錄第七章第二段
[00:00:06.500 --> 00:00:09.500]  使徒約翰看見異象
[00:00:09.500 --> 00:00:12.000]  使徒約翰看見異象
[00:00:12.000 --> 00:00:14.500]  有數不過來的人
[00:00:14.500 --> 00:00:18.000]  從各國各民各族各方
[00:00:18.000 --> 00:00:20.500]  環繞高揚的寶座
[00:00:20.500 --> 00:00:22.500]  有數不出來的人
[00:00:22.500 --> 00:00:24.500]  從各方各族各民
[00:00:24.500 --> 00:00:27.500]  環繞著高揚的寶座
[00:00:27.500 --> 00:00:31.000]  在那裡唱歌讚美喜樂
[00:00:31.000 --> 00:00:34.500]  在那裡唱歌讚美喜樂
[00:00:34.500 --> 00:00:41.000]  大家知道聖經已經翻譯成為兩千多種的文字
[00:00:41.000 --> 00:00:45.500]  大家知道聖經翻譯成為了超過二千多種的文字
[00:00:45.500 --> 00:00:53.000]  中國蜀族的人用這麼多的語言文字語言來歌唱讚美神
[00:00:53.000 --> 00:00:59.000]  有這麼多蜀族的人一起用不同的語言來歌頌歌唱神
[00:00:59.000 --> 00:01:05.000]  我們真是很難了解表達那種的喜樂的感受
[00:01:05.000 --> 00:01:10.500]  很難了解表達那種喜樂的感受
[00:01:10.500 --> 00:01:17.000]  今天晚上我們聽見了美國的黑人唱中文
[00:01:17.000 --> 00:01:18.000]  很好聽
[00:01:18.000 --> 00:01:21.000]  我們今天晚上聽見了美國的黑人唱中文
[00:01:21.000 --> 00:01:23.000]  唱得很好聽
[00:01:23.000 --> 00:01:25.000]  耶穌愛我
[00:01:25.000 --> 00:01:31.000]  全世界無數的人在唱耶穌愛我
[00:01:31.000 --> 00:01:32.000]  耶穌愛我
[00:01:32.000 --> 00:01:37.000]  全世界無數人在唱耶穌愛我
[00:01:37.000 --> 00:01:43.000]  今天晚上我們要領受真門徒的聖祭
[00:01:43.000 --> 00:01:46.000]  今天晚上我們要領受真門徒的聖筆
[00:01:46.000 --> 00:01:48.000]  我們低頭禱告
[00:01:48.000 --> 00:01:49.000]  我們低頭禱告
[00:01:49.000 --> 00:01:53.000]  神父再次的感謝您將主耶穌
[00:01:53.000 --> 00:01:56.000]  寶貴的主耶穌賜給我們
[00:01:56.000 --> 00:01:58.000]  神父再次感謝您將主耶穌
[00:01:58.000 --> 00:02:01.000]  寶貴的主耶穌賜給我們
[00:02:01.000 --> 00:02:04.000]  使我們能夠做主的門徒
[00:02:04.000 --> 00:02:06.000]  使我們能夠做主的門徒
[00:02:06.000 --> 00:02:07.000]  能夠跟從主
[00:02:07.000 --> 00:02:09.000]  能夠跟從主
[00:02:09.000 --> 00:02:10.000]  教發主
[00:02:10.000 --> 00:02:11.000]  教發主
[00:02:11.000 --> 00:02:12.000]  見證主
[00:02:12.000 --> 00:02:13.000]  見證主
[00:02:13.000 --> 00:02:14.000]  為主而活
[00:02:14.000 --> 00:02:15.000]  為主而活
[00:02:15.000 --> 00:02:18.000]  神父是何等大的恩典和權利
[00:02:18.000 --> 00:02:19.000]  神父是何等大的恩典和權利
[00:02:19.000 --> 00:02:21.000]  祢是何等大的恩典和權利
[00:02:21.000 --> 00:02:23.000]  求真理的靈帶領我們進入
[00:02:23.000 --> 00:02:26.000]  真門徒的真理當中
[00:02:26.000 --> 00:02:28.000]  求真理的靈帶領我們進入到
[00:02:28.000 --> 00:02:31.000]  真門徒的真理之中
[00:02:31.000 --> 00:02:33.000]  我們這樣仰望祈求
[00:02:33.000 --> 00:02:34.000]  我們這樣仰望祈求
[00:02:34.000 --> 00:02:36.000]  供主耶穌基督的名
[00:02:36.000 --> 00:02:37.000]  我們這樣仰望祈求
[00:02:37.000 --> 00:02:39.000]  供主耶穌基督的名
[00:02:39.000 --> 00:02:40.000]  Amen
[00:02:40.000 --> 00:02:46.000]  請大家翻到《約翰福音》第八章第三十一節
[00:02:46.000 --> 00:02:50.000]  請大家翻到《約翰福音》第八章第三十一節
[00:02:50.000 --> 00:02:56.000]  請大家翻到《約翰福音》第八章第三十一節
[00:02:56.000 --> 00:02:59.000]  耶穌對信他的猶太人說
[00:02:59.000 --> 00:03:02.000]  你們若常常遵守我的道
[00:03:02.000 --> 00:03:05.000]  就真是我的門徒
[00:03:05.000 --> 00:03:06.000]  這裡提到
[00:03:06.000 --> 00:03:09.000]  真是主的門徒
[00:03:09.000 --> 00:03:10.000]  這裡提到
[00:03:10.000 --> 00:03:12.000]  真是主的門徒
[00:03:12.000 --> 00:03:14.000]  誰是真門徒呢
[00:03:14.000 --> 00:03:16.000]  誰是真門徒呢
[00:03:16.000 --> 00:03:20.000]  就是那個遵守主道的人
[00:03:20.000 --> 00:03:23.000]  就是那位遵守主道的人
[00:03:23.000 --> 00:03:26.000]  而且讀在這裡加了兩個字
[00:03:26.000 --> 00:03:29.000]  而且主在這裏加了兩個字
[00:03:29.000 --> 00:03:32.000]  常常遵守主的道
[00:03:32.000 --> 00:03:35.000]  常常遵守主的道
[00:03:35.000 --> 00:03:37.000]  也就是何等寶貴
[00:03:37.000 --> 00:03:39.000]  這個何等寶貴
[00:03:39.000 --> 00:03:43.000]  主的道是我們人生的道路
[00:03:43.000 --> 00:03:46.000]  主的道是我們人生的道路
[00:03:46.000 --> 00:03:47.000]  標準
[00:03:47.000 --> 00:03:48.000]  標準
[00:03:48.000 --> 00:03:49.000]  規範
[00:03:49.000 --> 00:03:50.000]  規範
[00:03:50.000 --> 00:03:52.000]  我記得在小學的時候
[00:03:52.000 --> 00:03:54.000]  我記得在小學的時候
[00:03:54.000 --> 00:03:55.000]  開始學寫字
[00:03:55.000 --> 00:03:57.000]  開始學寫字
[00:03:57.000 --> 00:04:01.000]  我們用寫字簿一個一個的方格
[00:04:01.000 --> 00:04:04.000]  我們用寫字簿一個一個的方格
[00:04:04.000 --> 00:04:07.000]  我們要學習將每一個字
[00:04:07.000 --> 00:04:10.000]  寫在方格的範圍裏面
[00:04:10.000 --> 00:04:12.000]  我們學習將每一個字
[00:04:12.000 --> 00:04:15.000]  寫在方格的範圍裏面
[00:04:15.000 --> 00:04:18.000]  從自己的名字開始寫
[00:04:18.000 --> 00:04:20.000]  從自己的名字開始寫
[00:04:20.000 --> 00:04:23.000]  有的同學很容易寫他的姓
[00:04:23.000 --> 00:04:25.000]  有的同學很容易寫他的姓
[00:04:25.000 --> 00:04:26.000]  有的姓丁
[00:04:26.000 --> 00:04:28.000]  有的姓丁
[00:04:28.000 --> 00:04:29.000]  寫好了
[00:04:29.000 --> 00:04:31.000]  立刻就寫好了
[00:04:31.000 --> 00:04:32.000]  有的姓王
[00:04:32.000 --> 00:04:33.000]  有的姓王
[00:04:33.000 --> 00:04:35.000]  我們說三畫王
[00:04:35.000 --> 00:04:36.000]  其實是四畫
[00:04:36.000 --> 00:04:37.000]  大家知道
[00:04:37.000 --> 00:04:39.000]  我們說三畫王其實只有四畫
[00:04:39.000 --> 00:04:40.000]  大家都知道
[00:04:40.000 --> 00:04:41.000]  很容易寫的
[00:04:41.000 --> 00:04:43.000]  很容易寫的
[00:04:43.000 --> 00:04:44.000]  我呢
[00:04:44.000 --> 00:04:45.000]  我呢
[00:04:45.000 --> 00:04:50.000]  這個層字有多少畫
[00:04:50.000 --> 00:04:52.000]  這個層字有多少畫
[00:04:52.000 --> 00:04:54.000]  十五畫
[00:04:54.000 --> 00:04:55.000]  十五畫
[00:04:55.000 --> 00:04:56.000]  那麼我要寫
[00:04:56.000 --> 00:04:59.000]  把十五畫的這個層字
[00:04:59.000 --> 00:05:01.000]  寫在那個方格裏面
[00:05:01.000 --> 00:05:03.000]  我要學一下把十五畫的這個層字
[00:05:03.000 --> 00:05:05.000]  寫在方格裏面
[00:05:05.000 --> 00:05:08.000]  很不容易
[00:05:08.000 --> 00:05:11.000]  有的時候這隻手伸出去了
[00:05:11.000 --> 00:05:13.000]  那隻腳踢出去了
[00:05:13.000 --> 00:05:15.000]  有時候手伸了出去
[00:05:15.000 --> 00:05:17.000]  有時候腳踢了出去
[00:05:17.000 --> 00:05:20.000]  但是慢慢慢慢成功了
[00:05:20.000 --> 00:05:22.000]  但是慢慢慢慢成功了
[00:05:22.000 --> 00:05:27.000]  把這個複雜的字寫在方格之內
[00:05:27.000 --> 00:05:30.000]  把這個複雜的字寫在方格之內
[00:05:30.000 --> 00:05:33.000]  我們基督徒也是這樣學習
[00:05:33.000 --> 00:05:35.000]  我們基督徒也是這樣學習
[00:05:35.000 --> 00:05:37.000]  開始做基督徒的時候
[00:05:37.000 --> 00:05:39.000]  開始做基督徒的時候
[00:05:39.000 --> 00:05:41.000]  要把我們的人生
[00:05:41.000 --> 00:05:42.000]  語言
[00:05:42.000 --> 00:05:43.000]  依據
[00:05:43.000 --> 00:05:45.000]  以動思想
[00:05:45.000 --> 00:05:46.000]  感受
[00:05:46.000 --> 00:05:50.000]  都寫在基督的道的方格裏面
[00:05:50.000 --> 00:05:51.000]  要把人生
[00:05:51.000 --> 00:05:53.000]  我們的一舉一動
[00:05:53.000 --> 00:05:54.000]  思想語言
[00:05:54.000 --> 00:05:57.000]  都放在基督的方格之內
[00:05:57.000 --> 00:05:59.000]  也真是不容易
[00:05:59.000 --> 00:06:00.000]  也真是不容易
[00:06:00.000 --> 00:06:01.000]  但是我們學
[00:06:01.000 --> 00:06:02.000]  學
[00:06:02.000 --> 00:06:04.000]  學習
[00:06:04.000 --> 00:06:05.000]  但是學
[00:06:05.000 --> 00:06:06.000]  去學
[00:06:06.000 --> 00:06:07.000]  去學習
[00:06:07.000 --> 00:06:09.000]  學而是習之
[00:06:09.000 --> 00:06:10.000]  最後成功
[00:06:10.000 --> 00:06:12.000]  學而是習之
[00:06:12.000 --> 00:06:13.000]  最後成功
[00:06:13.000 --> 00:06:17.000]  當我們能夠常常伸手走的道的時候
[00:06:17.000 --> 00:06:20.000]  我們心裏何等的喜樂
[00:06:20.000 --> 00:06:22.000]  我們常常伸手走的道的時候
[00:06:22.000 --> 00:06:24.000]  我們心裏何等的喜樂
[00:06:24.000 --> 00:06:27.000]  我們的主更是何等的喜樂
[00:06:27.000 --> 00:06:30.000]  我們的主更是何等的喜樂
[00:06:30.000 --> 00:06:34.000]  當初看見一個一個遵守他的道的基督徒
[00:06:34.000 --> 00:06:38.000]  當初看見一個一個遵守他的道的基督徒
[00:06:38.000 --> 00:06:39.000]  他就說
[00:06:39.000 --> 00:06:42.000]  你們真是我的門徒了
[00:06:42.000 --> 00:06:43.000]  他就說
[00:06:43.000 --> 00:06:47.000]  你們真是我的門徒了
[00:06:47.000 --> 00:06:50.000]  大家知道在《使徒情傳》裏面
[00:06:50.000 --> 00:06:52.000]  大家知道在《使徒情傳》裏面
[00:06:52.000 --> 00:06:55.000]  那就是使徒時代的記錄
[00:06:55.000 --> 00:06:58.000]  那就是使徒時代的記錄
[00:06:58.000 --> 00:07:01.000]  信耶穌的人不叫信徒
[00:07:01.000 --> 00:07:04.000]  信耶穌的人不叫信徒
[00:07:04.000 --> 00:07:06.000]  叫門徒
[00:07:06.000 --> 00:07:08.000]  叫門徒
[00:07:08.000 --> 00:07:12.000]  你們有注意到嗎
[00:07:12.000 --> 00:07:15.000]  我發現信徒這兩個字
[00:07:15.000 --> 00:07:18.000]  是用了兩次在《使徒情傳》裏面
[00:07:18.000 --> 00:07:20.000]  我發現在《使徒情傳》裏面
[00:07:20.000 --> 00:07:23.000]  這個信徒是用了兩次
[00:07:23.000 --> 00:07:26.000]  但是門徒出現四十次
[00:07:26.000 --> 00:07:29.000]  但是門徒出現了四十次
[00:07:29.000 --> 00:07:31.000]  會友出現兩次
[00:07:31.000 --> 00:07:34.000]  會友出現了兩次
[00:07:34.000 --> 00:07:39.000]  可見使徒時代很注重做門徒
[00:07:39.000 --> 00:07:43.000]  可見使徒時代很注重做門徒
[00:07:43.000 --> 00:07:46.000]  他不是清看信心
[00:07:46.000 --> 00:07:48.000]  這個不是清看信心
[00:07:48.000 --> 00:07:51.000]  信徒是很好的名稱
[00:07:51.000 --> 00:07:57.000]  信是最基本的與神的關係
[00:07:57.000 --> 00:08:00.000]  信是最基本的與神的關係
[00:08:00.000 --> 00:08:06.000]  但是使徒時代所選用的名字是門徒
[00:08:06.000 --> 00:08:10.000]  但是使徒行選所選用的名字是門徒
[00:08:10.000 --> 00:08:12.000]  門徒是學老師
[00:08:12.000 --> 00:08:14.000]  門徒是學老師
[00:08:14.000 --> 00:08:17.000]  一個信徒的人要學著
[00:08:17.000 --> 00:08:20.000]  一個信徒的人要學與神
[00:08:20.000 --> 00:08:23.000]  從信徒然後到學徒
[00:08:23.000 --> 00:08:26.000]  從信徒到學徒
[00:08:26.000 --> 00:08:31.000]  這就是很重要的一個焦點
[00:08:31.000 --> 00:08:34.000]  在使徒時代教會裏面
[00:08:34.000 --> 00:08:39.000]  這是一個很重要的使徒行選教會裏面的焦點
[00:08:39.000 --> 00:08:42.000]  還有一個名字基督徒
[00:08:42.000 --> 00:08:44.000]  還有一個名字基督徒
[00:08:44.000 --> 00:08:49.000]  在使徒情傳十一章二十六節
[00:08:49.000 --> 00:08:52.000]  在使徒情傳十一章二十六節
[00:08:52.000 --> 00:08:57.000]  那裏提到門徒開始被稱為基督徒
[00:08:57.000 --> 00:09:02.000]  在那裏提到門徒開始被稱為基督徒
[00:09:02.000 --> 00:09:05.000]  基督徒這個名字不是基督徒自己起的
[00:09:05.000 --> 00:09:08.000]  基督徒這個名字不是基督徒自己起的
[00:09:08.000 --> 00:09:12.000]  是非基督徒起的
[00:09:12.000 --> 00:09:16.000]  那麽為什麽他們給信耶穌的人起這個名字呢?
[00:09:16.000 --> 00:09:19.000]  那麽為什麽他們給信耶穌的人起這個名字呢?
[00:09:19.000 --> 00:09:25.000]  因為他們在信耶穌的人身上呈現一個表現
[00:09:25.000 --> 00:09:29.000]  因為他們在信耶穌的人身上呈現一個表現
[00:09:29.000 --> 00:09:31.000]  這些人信耶穌
[00:09:31.000 --> 00:09:32.000]  這些人信耶穌
[00:09:32.000 --> 00:09:33.000]  敬拜耶穌
[00:09:33.000 --> 00:09:34.000]  敬拜耶穌
[00:09:34.000 --> 00:09:35.000]  見證耶穌
[00:09:35.000 --> 00:09:36.000]  見證耶穌
[00:09:36.000 --> 00:09:37.000]  教化耶穌
[00:09:37.000 --> 00:09:39.000]  教化耶穌
[00:09:39.000 --> 00:09:43.000]  不如叫他們基督徒吧
[00:09:43.000 --> 00:09:46.000]  不如叫他們基督徒吧
[00:09:46.000 --> 00:09:48.000]  在希臘文裏面
[00:09:48.000 --> 00:09:49.000]  在夏文裏面
[00:09:49.000 --> 00:09:53.000]  基督徒這個字是兩個字合成的
[00:09:53.000 --> 00:09:57.000]  基督徒這個字是兩個字合成在一起的
[00:09:57.000 --> 00:10:03.000]  基督人
