
[00:00:00.000 --> 00:00:03.440]  我們這段時間一直在欣賞有關安息的訊息
[00:00:03.440 --> 00:00:06.760]  我心裏面也不斷地禱告求神幫助我們
[00:00:06.760 --> 00:00:09.640]  知道如何實踐在生活當中
[00:00:09.640 --> 00:00:10.720]  我們常常說
[00:00:10.720 --> 00:00:14.680]  基督徒的人生是一個侍奉主的人生
[00:00:14.680 --> 00:00:17.480]  無論你有沒有什麼侍奉的崗位
[00:00:17.480 --> 00:00:19.840]  你都是一個侍奉主的人生
[00:00:19.840 --> 00:00:21.200]  透過你的工作
[00:00:21.200 --> 00:00:24.040]  在你的家庭當中去見證神
[00:00:24.040 --> 00:00:25.680]  或者透過你自己的才幹
[00:00:25.680 --> 00:00:28.000]  因此可以來發揮出來
[00:00:28.000 --> 00:00:30.360]  來侍奉神
[00:00:30.360 --> 00:00:31.920]  當聖經提到侍奉的時候
[00:00:31.920 --> 00:00:33.840]  很明顯強調
[00:00:33.840 --> 00:00:36.760]  侍奉神是需要付代價的
[00:00:36.760 --> 00:00:40.240]  聖經鼓勵我們要「恩勤服侍主」
[00:00:40.240 --> 00:00:43.440]  聖經提醒我們要「竭力服侍主」
[00:00:43.440 --> 00:00:46.920]  在服侍的時候是要付一些代價的
[00:00:46.920 --> 00:00:49.200]  當然當我們說到安息的時候
[00:00:49.200 --> 00:00:51.040]  我們也會提醒自己
[00:00:51.040 --> 00:00:53.320]  帶著安息的心侍奉
[00:00:53.320 --> 00:00:55.480]  但我們不要讓安息這個觀念
[00:00:55.480 --> 00:00:57.680]  成為了我們的藉口
[00:00:57.680 --> 00:00:58.760]  很辛苦啊
[00:00:58.760 --> 00:01:01.000]  我先安息一下
[00:01:01.000 --> 00:01:03.360]  不要讓它成為了一個逃避神
[00:01:03.360 --> 00:01:05.160]  給我們的使命
[00:01:05.160 --> 00:01:07.760]  成為了躲難的藉口
[00:01:07.760 --> 00:01:10.360]  而在當中怎麼能夠真的憑著神
[00:01:10.360 --> 00:01:12.640]  我們知道什麼時候我們憑著自己
[00:01:12.640 --> 00:01:14.360]  來到苦幹的時候
[00:01:14.360 --> 00:01:18.080]  帶來的可能是對身心靈的傷害
[00:01:18.080 --> 00:01:23.720]  帶來了很多很多對自己不良的影響
[00:01:23.720 --> 00:01:25.840]  我自己很多年都是不斷思想著
[00:01:25.840 --> 00:01:28.200]  怎麼能夠竭力地侍奉
[00:01:28.200 --> 00:01:31.320]  又可以安息地服侍
[00:01:31.320 --> 00:01:34.360]  我體會到最關鍵的是一個字
[00:01:34.360 --> 00:01:37.320]  一個字就是「恩典」
[00:01:37.320 --> 00:01:38.480]  Grace
[00:01:38.480 --> 00:01:40.040]  在恩典當中
[00:01:40.040 --> 00:01:41.840]  可以竭力地服侍
[00:01:41.840 --> 00:01:44.280]  你也可以學習安息地
[00:01:44.280 --> 00:01:46.640]  去經歷神的幫助
[00:01:46.640 --> 00:01:48.440]  在當中跟隨著
[00:01:48.440 --> 00:01:50.920]  所以我請大家先打開聖經一注的經文
[00:01:50.920 --> 00:01:55.800]  在聖經的哥林多前書第十五章
[00:01:55.800 --> 00:01:58.000]  我們一起先看
[00:01:58.000 --> 00:02:01.440]  臨前第十五章第十節
[00:02:01.440 --> 00:02:07.440]  我想請大家慢慢地讀出這一節的經文
[00:02:07.440 --> 00:02:10.480]  第十五章第十節
[00:02:10.480 --> 00:02:15.520]  然而我今日成了何等人
[00:02:15.520 --> 00:02:18.600]  是蒙神的恩才成的
[00:02:18.600 --> 00:02:23.200]  並且他賜我的恩不是徒然的
[00:02:23.200 --> 00:02:26.720]  我被眾使徒格外勞苦
[00:02:26.720 --> 00:02:28.600]  這緣不是我
[00:02:28.600 --> 00:02:32.880]  乃是神的恩與我同在
[00:02:32.880 --> 00:02:34.560]  聖經提及一點就是
[00:02:34.560 --> 00:02:38.280]  不要徒然領受神的恩
[00:02:38.280 --> 00:02:41.080]  當時保羅是盡心地服侍
[00:02:41.080 --> 00:02:42.200]  但是他說
[00:02:42.200 --> 00:02:43.480]  一個最主要的動機
[00:02:43.480 --> 00:02:46.080]  內心不想讓神給我的恩
[00:02:46.080 --> 00:02:48.320]  變得徒然
[00:02:48.320 --> 00:02:50.280]  失去了作用
[00:02:50.280 --> 00:02:52.080]  我們北宣家常常說
[00:02:52.080 --> 00:02:55.160]  多給誰就向誰多取
[00:02:55.160 --> 00:02:58.040]  神給我們各種的恩賜
[00:02:58.040 --> 00:03:00.520]  財貨、能力或健康
[00:03:00.520 --> 00:03:02.800]  我們就按照所領受的
[00:03:02.800 --> 00:03:04.880]  來付出
[00:03:04.880 --> 00:03:06.760]  按照所得的多少
[00:03:06.760 --> 00:03:10.000]  很雙稱地來付出
[00:03:10.000 --> 00:03:12.880]  這樣就不會徒然領受
[00:03:12.880 --> 00:03:14.600]  當然我們的經驗
[00:03:14.600 --> 00:03:15.520]  有些弟兄姊妹
[00:03:15.520 --> 00:03:18.240]  他們領受很多恩賜能力
[00:03:18.240 --> 00:03:21.080]  但是他們覺得自己其實很少
[00:03:21.080 --> 00:03:22.840]  領受了五千兩
[00:03:22.840 --> 00:03:25.320]  覺得自己只不過一千兩
[00:03:25.320 --> 00:03:28.160]  所以他們不敢發揮他們的五千兩
[00:03:28.160 --> 00:03:30.680]  他們就徒然領受
[00:03:30.680 --> 00:03:31.480]  有些弟兄姊妹
[00:03:31.480 --> 00:03:33.320]  他們領受比較少
[00:03:33.320 --> 00:03:35.000]  覺得只有兩千
[00:03:35.000 --> 00:03:38.840]  不過覺得自己不如五千
[00:03:38.840 --> 00:03:41.320]  內心有些自卑的情緒
[00:03:41.320 --> 00:03:45.520]  最後只發揮到五百或一千
[00:03:45.520 --> 00:03:49.000]  他們是徒然領受二千
[00:03:49.000 --> 00:03:50.600]  無論那種動機是怎樣
[00:03:50.600 --> 00:03:53.080]  有些時候沒有按照所領受的
[00:03:53.080 --> 00:03:54.640]  來付出
[00:03:54.640 --> 00:03:58.760]  所以就說是徒然領受
[00:03:58.760 --> 00:04:00.120]  我們聽到有些弟兄姊妹
[00:04:00.120 --> 00:04:02.360]  當他們去到參觀教會的
[00:04:02.360 --> 00:04:05.280]  金心團契、相見的團契
[00:04:05.280 --> 00:04:06.560]  去到見到一些弟兄姊妹
[00:04:06.560 --> 00:04:10.080]  有各種身體的軟弱和障礙
[00:04:10.080 --> 00:04:12.240]  有些有言語的障礙
[00:04:12.240 --> 00:04:15.280]  但聽見弟兄雖然有言語的障礙
[00:04:15.280 --> 00:04:16.920]  但是大聲地
[00:04:16.920 --> 00:04:20.040]  盡他所能地來朗讀聖經
[00:04:20.040 --> 00:04:21.280]  當他朗讀的時候
[00:04:21.280 --> 00:04:22.880]  字音不是很準
[00:04:22.880 --> 00:04:26.440]  但心裏面被他感動
[00:04:26.440 --> 00:04:27.520]  在那個時候
[00:04:27.520 --> 00:04:30.120]  這位姊妹就說
[00:04:30.120 --> 00:04:31.640]  為什麼我不可以
[00:04:31.640 --> 00:04:33.800]  可以發揮我所能夠的
[00:04:33.800 --> 00:04:35.840]  來見證神
[00:04:35.840 --> 00:04:37.920]  去重讀聖經
[00:04:37.920 --> 00:04:40.520]  去傳揚祂的道
[00:04:40.520 --> 00:04:41.520]  相對來說
[00:04:41.520 --> 00:04:42.920]  我們比這位弟兄
[00:04:42.920 --> 00:04:46.320]  更加有語言的能力
[00:04:46.320 --> 00:04:49.280]  以致我們可以更加來發揮出來
[00:04:49.280 --> 00:04:50.400]  但在這時候
[00:04:50.400 --> 00:04:51.720]  當我們見到別人的時候
[00:04:51.720 --> 00:04:52.920]  才反省自己
[00:04:52.920 --> 00:04:54.400]  為什麼我們這麼吝嗇
[00:04:54.400 --> 00:04:56.840]  不用我們所有的恩賜財幹
[00:04:56.840 --> 00:05:00.200]  來去更好的服侍神
[00:05:00.200 --> 00:05:02.440]  保羅說他侍奉神的時候
[00:05:02.440 --> 00:05:05.640]  他按照神給他的恩典來服侍
[00:05:05.640 --> 00:05:07.880]  而聖經剛才我們讀的經文說
[00:05:07.880 --> 00:05:09.840]  我被眾仕徒
[00:05:09.840 --> 00:05:11.120]  怎樣?
[00:05:11.120 --> 00:05:13.880]  格外的勞苦
[00:05:13.880 --> 00:05:15.360]  他頂受這麼多恩典
[00:05:15.360 --> 00:05:18.080]  他就格外的付出
[00:05:18.080 --> 00:05:20.800]  大家如果記得在聖經頭目太前書第一章
[00:05:20.800 --> 00:05:21.920]  保羅同時這樣說
[00:05:21.920 --> 00:05:26.040]  他說主恩是格外的豐盛
[00:05:26.040 --> 00:05:28.720]  神給他的恩典是格外的豐盛
[00:05:28.720 --> 00:05:31.880]  所以他就格外的勞苦
[00:05:31.880 --> 00:05:37.920]  以格外的勞苦回應格外豐盛的恩典
[00:05:37.920 --> 00:05:39.760]  所以他常常努力
[00:05:39.760 --> 00:05:43.000]  不會徒然領受恩典
[00:05:43.000 --> 00:05:45.840]  而接著他並不會以此自誇
[00:05:45.840 --> 00:05:47.320]  你看到聖經接著說
[00:05:47.320 --> 00:05:48.960]  「我者願不是我
[00:05:48.960 --> 00:05:52.840]  乃是神的恩與我同在」
[00:05:52.840 --> 00:05:55.680]  我格外的勞苦不是我比別人強
[00:05:55.680 --> 00:05:57.760]  只不過是神的恩與我同在
[00:05:57.760 --> 00:05:59.480]  我理應如此
[00:05:59.480 --> 00:06:01.920]  因為神的恩與我同在
[00:06:01.920 --> 00:06:02.640]  各位聽眾
[00:06:02.640 --> 00:06:04.360]  這就是一個屬靈的原則
[00:06:04.360 --> 00:06:08.320]  就是當你領受神的恩典的時候
[00:06:08.320 --> 00:06:11.120]  你回應恩典
[00:06:11.120 --> 00:06:16.200]  然後恩典再延伸新的恩典
[00:06:16.200 --> 00:06:17.600]  你回應恩典
[00:06:17.600 --> 00:06:20.160]  神將更多恩典給你
[00:06:20.160 --> 00:06:22.320]  你可以格外勞苦嗎?
[00:06:22.320 --> 00:06:25.240]  你知道是神恩典與你同在
[00:06:25.240 --> 00:06:28.960]  以致你可以蒙受神給你永遠的賜福
[00:06:28.960 --> 00:06:33.440]  這是神自己不斷運行的工作
[00:06:33.440 --> 00:06:35.720]  一位在北美的醫生弟兄
[00:06:35.720 --> 00:06:38.080]  他本身有很好的家庭背景
[00:06:38.080 --> 00:06:40.960]  也有很好的讀書能力
[00:06:40.960 --> 00:06:43.200]  至少讀書很厲害、很聰明
[00:06:43.200 --> 00:06:45.640]  當他完成醫學訓練後
[00:06:45.640 --> 00:06:49.040]  出來做醫生很快就升得很高的職位
[00:06:49.040 --> 00:06:51.200]  神給他很多方面的恩惠
[00:06:51.200 --> 00:06:52.400]  他就常常想
[00:06:52.400 --> 00:06:56.360]  我可以怎樣去善用神給我的恩典
[00:06:56.360 --> 00:06:58.240]  後來他就決心自己的診所
[00:06:58.240 --> 00:07:00.720]  一個星期只做兩天
[00:07:00.720 --> 00:07:03.840]  這兩天足夠他平時生活的
[00:07:03.840 --> 00:07:06.760]  基本的足夠的開支
[00:07:06.760 --> 00:07:08.880]  而他剩下的三、四天
[00:07:08.880 --> 00:07:11.440]  他就去了一個比較基層的社區
[00:07:11.440 --> 00:07:13.080]  在那裡開了一個診所
[00:07:13.080 --> 00:07:14.960]  在當中二層
[00:07:14.960 --> 00:07:17.200]  免費地幫當地的居民
[00:07:17.200 --> 00:07:20.080]  做很多健康的一支服務
[00:07:20.080 --> 00:07:22.080]  在當中他感到心裡很快樂
[00:07:22.080 --> 00:07:24.760]  神就把恩典賜給他
[00:07:24.760 --> 00:07:25.800]  他領受恩典
[00:07:25.800 --> 00:07:29.000]  他又知道他要把恩典付出去
[00:07:29.000 --> 00:07:31.440]  在其中更多的領受
[00:07:31.440 --> 00:07:32.040]  所以你看到
[00:07:32.040 --> 00:07:35.360]  當聖經說到保羅這種生命的榜樣的時候
[00:07:35.360 --> 00:07:36.520]  在接著的經文
[00:07:36.520 --> 00:07:39.280]  他就說到我們有一天會復活
[00:07:39.280 --> 00:07:42.800]  我們的身體只不過是短暫的一個軀體
[00:07:42.800 --> 00:07:45.520]  而到了最後58節的時候
[00:07:45.520 --> 00:07:48.920]  15章58節
[00:07:48.920 --> 00:07:51.040]  他就不斷地勸告我們
[00:07:51.040 --> 00:07:53.240]  他說:所以我親愛的弟兄們
[00:07:53.240 --> 00:07:55.560]  你們務要堅固
[00:07:55.560 --> 00:07:57.480]  不可搖動
[00:07:57.480 --> 00:08:00.560]  上上竭力多做主公
[00:08:00.560 --> 00:08:02.880]  因為知道你們的奴婦
[00:08:02.880 --> 00:08:06.520]  在主裡面不是徒然的
[00:08:06.520 --> 00:08:09.440]  保羅這樣說不是想逼迫我們
[00:08:09.440 --> 00:08:11.680]  要我們做很多很多的工作
[00:08:11.680 --> 00:08:13.800]  他只是知道在恩典當中
[00:08:13.800 --> 00:08:15.280]  我們要回應
[00:08:15.280 --> 00:08:16.680]  竭力服侍裡面
[00:08:16.680 --> 00:08:19.280]  這些奴婦不會徒然
[00:08:19.280 --> 00:08:23.560]  這裡所說的是奴婦不會徒然
[00:08:23.560 --> 00:08:25.560]  之前恩典不會徒然
[00:08:25.560 --> 00:08:27.960]  現今奴婦不是徒然
[00:08:27.960 --> 00:08:31.160]  而是將來按我們所擺上的
[00:08:31.160 --> 00:08:33.280]  來賜恩於我們
[00:08:33.280 --> 00:08:38.080]  這是聖經給我們一個很重要的一個應許
[00:08:38.080 --> 00:08:39.720]  我們再回到剛才讀過的
[00:08:39.720 --> 00:08:42.040]  《馬太福音》第十一章
[00:08:42.040 --> 00:08:45.360]  除了不要讓恩典徒然之外
[00:08:45.360 --> 00:08:48.840]  聖經就說到有兩類人
[00:08:48.840 --> 00:08:52.080]  《馬太福音》第十一章
[00:08:52.080 --> 00:08:54.840]  第一類是擔重擔的人
[00:08:54.840 --> 00:08:58.640]  他的背上附著的是人的重額
[00:08:58.640 --> 00:09:01.760]  第二類是背著基督的額
[00:09:01.760 --> 00:09:03.520]  是一個容易的額
[00:09:03.520 --> 00:09:05.640]  我們試試看一看這兩方面
[00:09:05.640 --> 00:09:09.680]  首先第十一章二十八節
[00:09:09.680 --> 00:09:11.560]  「凡奴苦擔重擔的人
[00:09:11.560 --> 00:09:13.080]  可以到我這裡來
[00:09:13.080 --> 00:09:16.160]  我就使你們得安息」
[00:09:16.160 --> 00:09:19.520]  在接著的經文兩節提到一個的附額
[00:09:19.520 --> 00:09:22.040]  是我們常常都熟悉的經文
[00:09:22.040 --> 00:09:25.200]  究竟聖經所說的額是甚麼的額呢?
[00:09:25.200 --> 00:09:26.760]  我請大家都翻到後面
[00:09:26.760 --> 00:09:33.400]  《馬太福音》二十三章
[00:09:33.400 --> 00:09:36.840]  二十三章第四節
[00:09:36.840 --> 00:09:39.920]  在當時的法利賽人他們很熟悉律法
[00:09:39.920 --> 00:09:41.840]  他們自己本身不去遵從
[00:09:41.840 --> 00:09:44.280]  但要別人遵從
[00:09:44.280 --> 00:09:47.560]  在二十三章第四節這樣說
[00:09:47.560 --> 00:09:50.760]  「他們把難擔的重擔捆起來
[00:09:50.760 --> 00:09:52.320]  各在人的肩上
[00:09:52.320 --> 00:09:55.840]  但自己一個指頭也不肯動」
[00:09:55.840 --> 00:09:59.000]  將律法的要求壓在別人的身上
[00:09:59.000 --> 00:10:02.280]  很多人今天都是這樣
[00:10:02.280 --> 00:10:06.240]  認為我按照某一些宗教的守則
[00:10:06.240 --> 00:10:08.360]  或者按照某一些自己的理想
[00:10:08.360 --> 00:10:10.560]  就能夠做一個好人
[00:10:10.560 --> 00:10:13.400]  但這些理想不能夠幫助他
[00:10:13.400 --> 00:10:17.960]  這些反而成為了他的重擔
[00:10:17.960 --> 00:10:19.560]  我曾經提過一位姐妹
[00:10:19.560 --> 00:10:21.280]  在她成為主之前
[00:10:21.280 --> 00:10:24.000]  她常常都很想自己做好人
[00:10:24.000 --> 00:10:26.440]  因此很多時候求神拜佛
[00:10:26.440 --> 00:10:28.720]  希望自己能夠脾氣好一點
[00:10:28.720 --> 00:10:31.600]  希望家庭和諧一點
[00:10:31.600 --> 00:10:32.640]  因此她告訴我們
[00:10:32.640 --> 00:10:34.400]  她去到不同的地方
[00:10:34.400 --> 00:10:36.120]  一進廟就拜神
[00:10:36.120 --> 00:10:38.040]  所有神靈都拜了
[00:10:38.040 --> 00:10:38.840]  她說不要緊
[00:10:38.840 --> 00:10:41.360]  總之誰能幫助我就行了
[00:10:41.360 --> 00:10:43.920]  她又做很多不同的宗教活動
[00:10:43.920 --> 00:10:45.920]  唸很多不同的經文
[00:10:45.920 --> 00:10:47.960]  做很多善事
[00:10:47.960 --> 00:10:50.880]  但她發覺自己內心仍然很不安
