
[00:00:00.000 --> 00:00:05.000]  而蔡霞書九章第一節開始用黑暗和光明來作對比
[00:00:05.000 --> 00:00:07.000]  後面那些是希伯來文的原文
[00:00:07.000 --> 00:00:11.000]  還有被藐視和德榮耀又是另一個對比
[00:00:11.000 --> 00:00:18.000]  所以大家要留心原來經文很多時候是出現這種對照
[00:00:18.000 --> 00:00:20.000]  除了詞彙的對比之外
[00:00:20.000 --> 00:00:22.000]  它也有時間上的對比
[00:00:22.000 --> 00:00:25.000]  譬如說從前 從前就是過去
[00:00:25.000 --> 00:00:27.000]  又和末後有一個對比
[00:00:27.000 --> 00:00:29.000]  而經文提及過三個地區
[00:00:29.000 --> 00:00:36.000]  西布倫地、拿忽他利地、沿海的路和約翰河外的外邦人的加利利地
[00:00:36.000 --> 00:00:43.000]  而這三個地區都是在以色列淪陷之後成為亞述的三個行省
[00:00:43.000 --> 00:00:45.000]  亞述是一個大國
[00:00:45.000 --> 00:00:49.000]  這記載在列王記下的十五章二十九節
[00:00:49.000 --> 00:00:52.000]  或者我們可以叫這三個地區是甚麼呢
[00:00:52.000 --> 00:00:55.000]  是以色列一個較為邊緣的地區
[00:00:55.000 --> 00:00:57.000]  不像耶路撒冷那麼重要
[00:00:57.000 --> 00:00:59.000]  但是大家要留心
[00:00:59.000 --> 00:01:01.000]  拿忽他利這個地方裏面
[00:01:01.000 --> 00:01:04.000]  其實有一個叫加伯隆的地方
[00:01:04.000 --> 00:01:07.000]  就是耶穌基督在新約的時候
[00:01:07.000 --> 00:01:09.000]  祂出去傳道的基地
[00:01:09.000 --> 00:01:14.000]  所以你會發覺原來這段經文是隱伏了一些東西
[00:01:14.000 --> 00:01:16.000]  那塊地不是很重要
[00:01:16.000 --> 00:01:18.000]  是邊緣是被人看不起的
[00:01:18.000 --> 00:01:24.000]  卻是神將祂給更多的光明給他
[00:01:24.000 --> 00:01:26.000]  這個信息其實很有意思
[00:01:26.000 --> 00:01:30.000]  所以去到新約都會有類似的信息出現
[00:01:30.000 --> 00:01:32.000]  值得注意的不是說這些
[00:01:32.000 --> 00:01:36.000]  即是以色列裏面被藐視的地方得到尊重那麼簡單
[00:01:36.000 --> 00:01:39.000]  而是說連外邦人的地方都得著榮耀
[00:01:39.000 --> 00:01:41.000]  這句是甚麼含義呢
[00:01:41.000 --> 00:01:44.000]  這個含義如果是出現在以色列亞述就很特別了
[00:01:44.000 --> 00:01:51.000]  它是說不是只是很狹窄的民族主義來去說以色列人是選民
[00:01:51.000 --> 00:01:52.000]  不是這樣
[00:01:52.000 --> 00:01:55.000]  以色列亞述其實很強調就是說
[00:01:55.000 --> 00:01:57.000]  以色列是萬國的光
[00:01:57.000 --> 00:01:59.000]  大家有沒有留心這些
[00:01:59.000 --> 00:02:03.000]  這個就和創世記裏面神對阿巴拉罕說
[00:02:03.000 --> 00:02:05.000]  你是多國之父
[00:02:05.000 --> 00:02:07.000]  那個意思是一模一樣
[00:02:07.000 --> 00:02:10.000]  意思是說這些被揀選的人
[00:02:10.000 --> 00:02:15.000]  你得到福分的目的不是只是為你個人
[00:02:15.000 --> 00:02:17.000]  或者你們的群體得到福分
[00:02:17.000 --> 00:02:21.000]  你們得到祝福是要成為其他人的祝福
[00:02:21.000 --> 00:02:22.000]  大家明白我的意思嗎
[00:02:22.000 --> 00:02:26.000]  所以創世記裏面和以色列亞述裏面有一個很重要的訊息
[00:02:26.000 --> 00:02:33.000]  就是說以色列這個民族被祝福的原因是要成為萬國的光
[00:02:33.000 --> 00:02:38.000]  這是一個很廣大去講到神國道的一個情懷
[00:02:38.000 --> 00:02:39.000]  你看到
[00:02:39.000 --> 00:02:46.000]  這個看法和以斯拉記尼希米記有一點點不同
[00:02:46.000 --> 00:02:47.000]  為甚麼呢
[00:02:47.000 --> 00:02:51.000]  當時以斯拉記尼希米記就在說
[00:02:51.000 --> 00:02:56.000]  那些猶太人娶了外邦的女子
[00:02:56.000 --> 00:03:01.000]  因為這樣就引進了外邦偶像進來
[00:03:01.000 --> 00:03:03.000]  然後就離棄耶和華
[00:03:03.000 --> 00:03:06.000]  所以他們秘魯歸回之後
[00:03:06.000 --> 00:03:11.000]  以斯拉就強調要重新根據律法生活
[00:03:11.000 --> 00:03:16.000]  就很強烈的要他們離棄這些外邦的妻子
[00:03:16.000 --> 00:03:18.000]  今天我們聽的時候就好像不太明白
[00:03:18.000 --> 00:03:24.000]  當時其實他們覺得要淨化整個猶太民族的宗教成份
[00:03:24.000 --> 00:03:26.000]  他們是很狹窄的
[00:03:26.000 --> 00:03:28.000]  所以怎樣守安息日
[00:03:28.000 --> 00:03:30.000]  安息日不工作
[00:03:30.000 --> 00:03:33.000]  這些其實在秘魯歸回的時候
[00:03:33.000 --> 00:03:38.000]  以斯拉他們是覺得我們就不要像我們的祖宗那樣做錯事
[00:03:38.000 --> 00:03:41.000]  但是這種這麼堅定的態度也可以僵化
[00:03:41.000 --> 00:03:45.000]  僵化到後來就是他們星期六都不工作
[00:03:45.000 --> 00:03:50.000]  我聽人說原來以色列的酒店的電梯都很有趣
[00:03:50.000 --> 00:03:51.000]  我不知道是不是
[00:03:51.000 --> 00:03:53.000]  我沒有去過以色列
[00:03:53.000 --> 00:03:58.000]  他說因為你按電梯按個按鈕都叫做事
[00:03:58.000 --> 00:04:01.000]  你們有沒有人去試過這些電梯是不用按
[00:04:01.000 --> 00:04:04.000]  它就會自動開 自動停
[00:04:04.000 --> 00:04:06.000]  那些猶太人做老闆的那些
[00:04:06.000 --> 00:04:08.000]  安息日的星期六
[00:04:08.000 --> 00:04:11.000]  他是不可以按電梯的
[00:04:11.000 --> 00:04:12.000]  按電梯就是做事
[00:04:12.000 --> 00:04:14.000]  做事就是違反安息日
[00:04:14.000 --> 00:04:16.000]  但是你要做生意你怎麼搞
[00:04:16.000 --> 00:04:18.000]  電梯是自動運作的
[00:04:18.000 --> 00:04:21.000]  所以他們不是不去生活
[00:04:21.000 --> 00:04:23.000]  但是他要想一些辦法出來
[00:04:23.000 --> 00:04:28.000]  這些狹隘的思想和以色列就似乎不是這樣的方向
[00:04:28.000 --> 00:04:30.000]  我詳細不再追下去那一節
[00:04:30.000 --> 00:04:32.000]  反而我們追下去第二節
[00:04:32.000 --> 00:04:36.000]  他說在黑暗中行走的百姓看見大光
[00:04:36.000 --> 00:04:37.000]  很重要
[00:04:37.000 --> 00:04:39.000]  在黑暗裡面看到光
[00:04:39.000 --> 00:04:43.000]  我們行山有時候都要有電筒
[00:04:43.000 --> 00:04:46.000]  住在死暗之地的人有光照耀他們
[00:04:46.000 --> 00:04:47.000]  其實是在講一件事
[00:04:47.000 --> 00:04:51.000]  就是在困難裡面你經歷了神的拯救
[00:04:51.000 --> 00:04:54.000]  以賽亞書第一到十二章裡面
[00:04:54.000 --> 00:04:55.000]  很特別
[00:04:55.000 --> 00:04:58.000]  行走這個字出現了十五次
[00:04:58.000 --> 00:05:01.000]  就是走來走去在黑暗中行走
[00:05:01.000 --> 00:05:05.000]  在黑暗中行走的人可以是主動的在黑暗中
[00:05:05.000 --> 00:05:08.000]  就是他自己明明黑他都走過去走的
[00:05:08.000 --> 00:05:12.000]  又或者他是無知地被動地走去黑暗那裡的
[00:05:12.000 --> 00:05:13.000]  你明不明白
[00:05:13.000 --> 00:05:15.000]  就是不知不覺他越來越黑
[00:05:15.000 --> 00:05:18.000]  如果在黑暗中行走的人
[00:05:18.000 --> 00:05:22.000]  正正是五章二十節所講的那一班人
[00:05:22.000 --> 00:05:26.000]  禍災那些清惡為善 清善為惡
[00:05:26.000 --> 00:05:28.000]  以暗為光 以光為暗
[00:05:28.000 --> 00:05:30.000]  以苦為甜 以甜為苦的人
[00:05:30.000 --> 00:05:33.000]  很明顯這班人是故意走在黑暗裡面
[00:05:33.000 --> 00:05:34.000]  你明不明白
[00:05:34.000 --> 00:05:35.000]  如果我們這樣看的時候
[00:05:35.000 --> 00:05:38.000]  但是大家千萬不要以為這段經文
[00:05:38.000 --> 00:05:41.000]  正正是罵到猶太人不得了
[00:05:41.000 --> 00:05:43.000]  不是這麼簡單
[00:05:43.000 --> 00:05:48.000]  這段經文講出這班猶太人的本相是這樣的時間
[00:05:48.000 --> 00:05:51.000]  但是神仍然願意去拯救他們
[00:05:51.000 --> 00:05:53.000]  而這班不配的人
[00:05:53.000 --> 00:05:57.000]  竟然成為在《以察書》裡面一個很重要的觀念
[00:05:57.000 --> 00:05:59.000]  就是剩餘的子民
[00:05:59.000 --> 00:06:01.000]  大家應該要記住這個觀念
[00:06:01.000 --> 00:06:03.000]  可能你比較少聽到
[00:06:03.000 --> 00:06:05.000]  《以察書》裡面很重要的就是
[00:06:05.000 --> 00:06:08.000]  這班剩餘的子民剩下來了
[00:06:08.000 --> 00:06:10.000]  被老歸回了
[00:06:10.000 --> 00:06:14.000]  就是在戰亂中可以繼續生存的人
[00:06:14.000 --> 00:06:18.000]  而講到既然這班人是主動走在黑暗裡面
[00:06:18.000 --> 00:06:21.000]  而神仍然都拯救你的時候
[00:06:21.000 --> 00:06:23.000]  第三到第七節
[00:06:23.000 --> 00:06:25.000]  《以察書》就講出
[00:06:25.000 --> 00:06:28.000]  有三個你要讚美神的原因
[00:06:28.000 --> 00:06:30.000]  這段經文原來是這樣鋪排的
[00:06:30.000 --> 00:06:32.000]  第一個原因就是第三節
[00:06:32.000 --> 00:06:36.000]  「你使者國民繁多,加增他們的喜樂,
[00:06:36.000 --> 00:06:39.000]  他們在你面前歡喜,好像收割的歡喜,
[00:06:39.000 --> 00:06:42.000]  將人昏魯,勿感恩快樂,
[00:06:42.000 --> 00:06:44.000]  神的拯救使到人口增加」
[00:06:44.000 --> 00:06:46.000]  你要小心
[00:06:46.000 --> 00:06:48.000]  打仗會有很多人死亡
[00:06:48.000 --> 00:06:52.000]  在死亡背後人口增加是個什麼
[00:06:52.000 --> 00:06:53.000]  你安定才行
[00:06:53.000 --> 00:06:57.000]  你安定才可以讓人坐定去生兒育女
[00:06:57.000 --> 00:07:01.000]  更加重要的是那些人的生活有喜樂
[00:07:01.000 --> 00:07:05.000]  這個訊息的方向已經很不同了
[00:07:05.000 --> 00:07:07.000]  不是困苦、不是黑暗
[00:07:07.000 --> 00:07:10.000]  第二個讚美神的原因就在九章四節
[00:07:10.000 --> 00:07:14.000]  「因為他們所負的重握和肩頭上的杖
[00:07:14.000 --> 00:07:18.000]  並欺壓他們的人的棍都已經截斷,
[00:07:18.000 --> 00:07:21.000]  好像在米顛的日子一樣」
[00:07:21.000 --> 00:07:23.000]  那裡大家要很留心
[00:07:23.000 --> 00:07:25.000]  「背負的重握、重擔」
[00:07:25.000 --> 00:07:27.000]  這些字眼
[00:07:27.000 --> 00:07:29.000]  「肩頭上的杖和棍
[00:07:29.000 --> 00:07:32.000]  神將迫害他們的源頭拿開,
[00:07:32.000 --> 00:07:34.000]  讓他們有得喘息」
[00:07:34.000 --> 00:07:40.000]  而這個經文提到的「握」、「肩頭上的杖」、「棍」
[00:07:40.000 --> 00:07:42.000]  這些都是重擔
[00:07:42.000 --> 00:07:47.000]  以前耳塞耳鼠說到其實猶太人有這樣的重擔
[00:07:47.000 --> 00:07:49.000]  你可以將它個人化一點去理解
[00:07:49.000 --> 00:07:51.000]  就是我也有很多重擔
[00:07:51.000 --> 00:07:53.000]  或者我的家庭有很多重擔等等
[00:07:53.000 --> 00:07:55.000]  而經文提到米顛
[00:07:55.000 --> 00:07:57.000]  耳塞耳鼠十章二十六、二十七節說
[00:07:57.000 --> 00:08:01.000]  「萬軍的耶和華要興起鞭來攻擊他」
[00:08:01.000 --> 00:08:03.000]  原來這裡很有趣
[00:08:03.000 --> 00:08:05.000]  舊約聖經經常說
[00:08:05.000 --> 00:08:07.000]  猶太人做錯事
[00:08:07.000 --> 00:08:11.000]  神可以透過外邦人來作為懲罰工具
[00:08:11.000 --> 00:08:12.000]  很有趣
[00:08:12.000 --> 00:08:14.000]  所以亞述可以在一條鞭
[00:08:14.000 --> 00:08:19.000]  好像在俄勒盆石那裡擊殺米顛一樣
[00:08:19.000 --> 00:08:21.000]  講一些典故
[00:08:21.000 --> 00:08:22.000]  我不詳細講典故
[00:08:22.000 --> 00:08:25.000]  「耶和華的杖要向海伸出,把杖舉起」
[00:08:25.000 --> 00:08:27.000]  就是耶和華自己來做這件事
[00:08:27.000 --> 00:08:29.000]  好像在埃及那時候一樣
[00:08:29.000 --> 00:08:31.000]  到那天亞述王
[00:08:31.000 --> 00:08:32.000]  最重要的是什麼
[00:08:32.000 --> 00:08:34.000]  這是當時的情況
[00:08:34.000 --> 00:08:37.000]  亞述王的重擔會離開你的肩頭
[00:08:37.000 --> 00:08:40.000]  這句才是最當時最重要的
[00:08:40.000 --> 00:08:42.000]  他的鞭也離開你的頸項
[00:08:42.000 --> 00:08:46.000]  那個鞭必定因為肥壯的緣故撐斷了
