
[00:00:00.000 --> 00:00:02.000]  我們今天有機會再次思想
[00:00:02.000 --> 00:00:05.920]  亞伯拉罕憲義煞的很重要的訊息
[00:00:05.920 --> 00:00:11.080]  我留意到今天負責插花的弟兄姊妹
[00:00:11.080 --> 00:00:13.120]  他們很有心思
[00:00:13.120 --> 00:00:19.080]  所以你見不見到插花上面有柴、有火
[00:00:19.080 --> 00:00:21.480]  我留意到今天負責插花的弟兄姊妹
[00:00:21.480 --> 00:00:22.680]  他們很有心思
[00:00:22.680 --> 00:00:26.680]  所以你見不見到插花上面有柴、有火
[00:00:26.680 --> 00:00:34.680]  一齊將心中的義煞獻成給神
[00:00:34.680 --> 00:00:36.680]  我請大家和我一起祈禱
[00:00:36.680 --> 00:00:42.680]  我們從心仰望著天上的主
[00:00:42.680 --> 00:00:44.680]  我們感謝祢
[00:00:44.680 --> 00:00:47.680]  祢明明遠遠是我們的神
[00:00:47.680 --> 00:00:49.680]  是我們的王
[00:00:49.680 --> 00:00:52.680]  是我們生命的盤石
[00:00:52.680 --> 00:00:54.680]  主我們感謝祢
[00:00:54.680 --> 00:00:56.680]  讓我們能夠認識祢
[00:00:56.680 --> 00:00:58.680]  主我們感謝祢
[00:00:58.680 --> 00:01:02.680]  讓我們能夠領受耶穌基督待贖之恩
[00:01:02.680 --> 00:01:04.680]  讓我們在祢的裡面
[00:01:04.680 --> 00:01:08.680]  我們今天領受永恆的盼望
[00:01:08.680 --> 00:01:11.680]  主我們今天在祢面前很渴望
[00:01:11.680 --> 00:01:16.680]  祢常常將祢自己的聖經的恩賢賜給我們
[00:01:16.680 --> 00:01:18.680]  不單單是頭腦上認識
[00:01:18.680 --> 00:01:22.680]  也就是心靈裡面真實地明白
[00:01:22.680 --> 00:01:26.680]  在我們心中我們今天所面對的處境
[00:01:26.680 --> 00:01:29.680]  我們更懂得去尊祢為大
[00:01:29.680 --> 00:01:34.680]  更懂得以祢為我們最重要
[00:01:34.680 --> 00:01:37.680]  天父我求祢在這段時間引導我們
[00:01:37.680 --> 00:01:39.680]  讓我們靠著祢的聖靈
[00:01:39.680 --> 00:01:42.680]  領受祢給我們的指教
[00:01:42.680 --> 00:01:44.680]  我們同心仰望
[00:01:44.680 --> 00:01:46.680]  奉耶穌基督成名求
[00:01:46.680 --> 00:01:48.680]  阿們
[00:01:48.680 --> 00:01:52.680]  剛剛在上星期我有機會看到
[00:01:52.680 --> 00:01:54.680]  在網上一段影片
[00:01:54.680 --> 00:01:56.680]  這段影片是真人飾演主耶穌
[00:01:56.680 --> 00:01:59.680]  在聖經裡面所提及
[00:01:59.680 --> 00:02:02.680]  祂曾經叫拉撒路從死裡復活過來
[00:02:02.680 --> 00:02:05.680]  那段事蹟
[00:02:05.680 --> 00:02:07.680]  我看的時候想不到
[00:02:07.680 --> 00:02:08.680]  很有感動
[00:02:08.680 --> 00:02:10.680]  雖然是很熟悉的事情
[00:02:10.680 --> 00:02:13.680]  但是有一種新的感動在我心裡面
[00:02:13.680 --> 00:02:15.680]  大家會記得當主耶穌
[00:02:15.680 --> 00:02:19.680]  祂去到墳墓門口的時候
[00:02:19.680 --> 00:02:23.680]  祂看到一塊石頭擋住墳前
[00:02:23.680 --> 00:02:29.680]  因此就吩咐人將這塊石頭推開
[00:02:29.680 --> 00:02:31.680]  但當祂一提出來的時候
[00:02:31.680 --> 00:02:32.680]  馬大聽見
[00:02:32.680 --> 00:02:34.680]  他就反對了
[00:02:34.680 --> 00:02:37.680]  他說主耶穌不行
[00:02:37.680 --> 00:02:40.680]  在裡面四天了
[00:02:40.680 --> 00:02:43.680]  屍體會發臭
[00:02:43.680 --> 00:02:47.680]  不可以推開
[00:02:47.680 --> 00:02:49.680]  這是很自然的反應
[00:02:49.680 --> 00:02:52.680]  也是合理的一種估計
[00:02:52.680 --> 00:02:54.680]  但是主耶穌當時說的話
[00:02:54.680 --> 00:02:56.680]  我很深刻
[00:02:56.680 --> 00:02:58.680]  主耶穌就告訴他
[00:02:58.680 --> 00:03:00.680]  祂說
[00:03:00.680 --> 00:03:03.680]  你知不知道我曾經對你說過
[00:03:03.680 --> 00:03:10.680]  你若信就必看見神的榮耀
[00:03:10.680 --> 00:03:14.680]  因此主耶穌就叫人繼續將石頭推開
[00:03:14.680 --> 00:03:15.680]  推開的時候
[00:03:15.680 --> 00:03:18.680]  鏡頭拍到周圍的人群的情況
[00:03:18.680 --> 00:03:20.680]  有一些是很驚恐的
[00:03:20.680 --> 00:03:22.680]  不知道什麼事會發生
[00:03:22.680 --> 00:03:25.680]  有一些是帶著一種很輕描
[00:03:25.680 --> 00:03:27.680]  很懷疑的神態
[00:03:27.680 --> 00:03:29.680]  怎麼會發生呢
[00:03:29.680 --> 00:03:31.680]  有一些很哀傷
[00:03:31.680 --> 00:03:33.680]  知道死人會死去
[00:03:33.680 --> 00:03:36.680]  不會有機會再復生
[00:03:36.680 --> 00:03:37.680]  在這個時候
[00:03:37.680 --> 00:03:39.680]  鏡頭有一個轉變
[00:03:39.680 --> 00:03:42.680]  回到墳墓前
[00:03:42.680 --> 00:03:47.680]  有一片黑的死寂的時刻
[00:03:47.680 --> 00:03:49.680]  在這個時候我特別留意
[00:03:49.680 --> 00:03:51.680]  接著會怎樣呢
[00:03:51.680 --> 00:03:54.680]  接著大家會知道
[00:03:54.680 --> 00:03:57.680]  就是一個人形的人
[00:03:57.680 --> 00:04:01.680]  身被白布毛巾包裹著
[00:04:01.680 --> 00:04:05.680]  一步一步地走出來
[00:04:05.680 --> 00:04:06.680]  看到這個時候
[00:04:06.680 --> 00:04:08.680]  我突然有一種很大的感動
[00:04:08.680 --> 00:04:10.680]  都忍不住自己的眼淚
[00:04:10.680 --> 00:04:12.680]  想回主自己的話說
[00:04:12.680 --> 00:04:18.680]  「你若信,就必看見神的榮耀」
[00:04:18.680 --> 00:04:20.680]  我想回自己所經歷的事情
[00:04:20.680 --> 00:04:24.680]  在過去曾經經歷神的很奇妙的工作
[00:04:24.680 --> 00:04:27.680]  但我知道這些不是我自己
[00:04:27.680 --> 00:04:31.680]  是因為神吩咐我們信靠祂
[00:04:31.680 --> 00:04:33.680]  聽從祂
[00:04:33.680 --> 00:04:36.680]  而經歷祂奇妙的作為
[00:04:36.680 --> 00:04:38.680]  或者說人的信心
[00:04:38.680 --> 00:04:39.680]  人對神的信心
[00:04:39.680 --> 00:04:43.680]  將我們帶進神的榮耀裡面
[00:04:43.680 --> 00:04:45.680]  可以見到神
[00:04:45.680 --> 00:04:48.680]  可以經歷祂的奇妙
[00:04:48.680 --> 00:04:50.680]  各位電視節目人生
[00:04:50.680 --> 00:04:53.680]  你會面對不同的挑戰
[00:04:53.680 --> 00:04:55.680]  但每當你面對挑戰的時候
[00:04:55.680 --> 00:04:57.680]  你記得主跟你說
[00:04:57.680 --> 00:05:02.680]  「你若信,就必看見神的榮耀」
[00:05:02.680 --> 00:05:06.680]  然後你放心去信靠祂
[00:05:06.680 --> 00:05:08.680]  你會經歷神
[00:05:08.680 --> 00:05:10.680]  今天當我們看到聖經
[00:05:10.680 --> 00:05:13.680]  阿伯拉罕的故事的時候
[00:05:13.680 --> 00:05:15.680]  你會留心看看
[00:05:15.680 --> 00:05:18.680]  阿伯拉罕如何去信靠神
[00:05:18.680 --> 00:05:21.680]  他如何去見到神
[00:05:21.680 --> 00:05:23.680]  如何看到神的榮耀
[00:05:23.680 --> 00:05:24.680]  從這個角度
[00:05:24.680 --> 00:05:27.680]  我們一起去看經文
[00:05:27.680 --> 00:05:29.680]  這段經文大家會熟悉
[00:05:29.680 --> 00:05:31.680]  但你一定記得開始的時候
[00:05:31.680 --> 00:05:33.680]  神已經很清楚地
[00:05:33.680 --> 00:05:36.680]  吩咐阿伯拉罕做一件事情
[00:05:36.680 --> 00:05:39.680]  而阿伯拉罕是真正的聽從
[00:05:39.680 --> 00:05:43.680]  反映他裡面對神有真實的信心
[00:05:43.680 --> 00:05:44.680]  當時神吩咐他
[00:05:44.680 --> 00:05:47.680]  你要將你的兒子獻為凡濟
[00:05:47.680 --> 00:05:48.680]  當然
[00:05:48.680 --> 00:05:51.680]  任何人聽見這樣的吩咐的時候
[00:05:51.680 --> 00:05:53.680]  會覺得難以接受
[00:05:53.680 --> 00:05:56.680]  亦好像跟他所有的理念
[00:05:56.680 --> 00:05:58.680]  是完全違背
[00:05:58.680 --> 00:06:00.680]  因為聖經裡面從無講述到
[00:06:00.680 --> 00:06:03.680]  要求將人獻作凡濟
[00:06:03.680 --> 00:06:06.680]  或者會提及將動物獻作凡濟
[00:06:06.680 --> 00:06:10.680]  但神不會要人作為凡濟
[00:06:10.680 --> 00:06:12.680]  好像很難理解的事情
[00:06:12.680 --> 00:06:14.680]  但神接著就說
[00:06:14.680 --> 00:06:16.680]  你要帶你的兒子
[00:06:16.680 --> 00:06:19.680]  就是你所愛的獨子以實
[00:06:19.680 --> 00:06:23.680]  這兩句話其實有三個層次
[00:06:23.680 --> 00:06:25.680]  在經文原來的編排
[00:06:25.680 --> 00:06:26.680]  是有三步
[00:06:26.680 --> 00:06:29.680]  第一步是將你的兒子
[00:06:29.680 --> 00:06:33.680]  第二將你獨一的兒子
[00:06:33.680 --> 00:06:34.680]  沒有其他的了
[00:06:34.680 --> 00:06:36.680]  是唯一你的兒子
[00:06:36.680 --> 00:06:40.680]  第三步是你所愛的
[00:06:40.680 --> 00:06:42.680]  這三個層次很清楚
[00:06:42.680 --> 00:06:45.680]  將阿伯拉罕和他的兒子的關係
[00:06:45.680 --> 00:06:48.680]  很清楚地描述出來
[00:06:48.680 --> 00:06:50.680]  是很親密的關係
[00:06:50.680 --> 00:06:53.680]  一步比一步更親密地表達
[00:06:53.680 --> 00:07:00.680]  神就是要他將他最愛的獻情
[00:07:00.680 --> 00:07:04.680]  或者說神是很明白這種關係
[00:07:04.680 --> 00:07:08.680]  因此祂提出這個吩咐
[00:07:08.680 --> 00:07:12.680]  在過程裡我們會覺得不可能
[00:07:12.680 --> 00:07:13.680]  但聖經說到
[00:07:13.680 --> 00:07:17.680]  阿伯拉罕清楚、願意聽從
[00:07:17.680 --> 00:07:19.680]  所以當你讀下面的經文的時候
[00:07:19.680 --> 00:07:20.680]  你發覺聖經說到
[00:07:20.680 --> 00:07:23.680]  翌日早上清早他就起來
[00:07:23.680 --> 00:07:25.680]  當聖經描述一個人
[00:07:25.680 --> 00:07:27.680]  在清早做一件事情的時候
[00:07:27.680 --> 00:07:31.680]  是表示他沒有任何猶豫
[00:07:31.680 --> 00:07:33.680]  不會拖延
[00:07:33.680 --> 00:07:36.680]  他就馬上執行
[00:07:36.680 --> 00:07:38.680]  神吩咐他做的事情
[00:07:38.680 --> 00:07:41.680]  也就是他親自去劈柴
[00:07:41.680 --> 00:07:43.680]  去預備各種物品
[00:07:43.680 --> 00:07:45.680]  預備爐等等
[00:07:45.680 --> 00:07:47.680]  這些事情一般來說
[00:07:47.680 --> 00:07:49.680]  是僕人才會去做
[00:07:49.680 --> 00:07:51.680]  但阿伯拉罕不是叫僕人去做
[00:07:51.680 --> 00:07:53.680]  他自己親自去做
[00:07:53.680 --> 00:07:57.680]  表明他是真正願意聽神的話
[00:07:57.680 --> 00:07:58.680]  然後聖經說
[00:07:58.680 --> 00:08:00.680]  當他預備好一切之後
[00:08:00.680 --> 00:08:05.680]  就起身往神指示的地方去
[00:08:05.680 --> 00:08:09.680]  同樣清楚地表示他沒有半點猶豫
[00:08:09.680 --> 00:08:11.680]  也沒有與神爭論
[00:08:11.680 --> 00:08:14.680]  神啊 有沒有得商量一下
[00:08:14.680 --> 00:08:15.680]  其他方法都可以
[00:08:15.680 --> 00:08:18.680]  我獻其他給你
[00:08:18.680 --> 00:08:21.680]  聖經很簡單很直接地說
[00:08:21.680 --> 00:08:25.680]  就起身往神指示他的地方
[00:08:25.680 --> 00:08:27.680]  然後行了三天
[00:08:27.680 --> 00:08:29.680]  你可以想像
[00:08:29.680 --> 00:08:31.680]  那三天其實是不短的時間
[00:08:31.680 --> 00:08:33.680]  過程當中
[00:08:33.680 --> 00:08:34.680]  很可能會有一些
[00:08:34.680 --> 00:08:39.680]  內心裡面的後悔的感受
[00:08:39.680 --> 00:08:40.680]  但聖經說
[00:08:40.680 --> 00:08:42.680]  他完全沒有後悔
[00:08:42.680 --> 00:08:46.680]  一直去到他要去的地方
[00:08:46.680 --> 00:08:48.680]  基於他的說話很簡單
[00:08:48.680 --> 00:08:51.680]  但你看到這位阿伯拉罕
[00:08:51.680 --> 00:08:56.680]  他是真實願意聽從神
[00:08:56.680 --> 00:08:59.680]  然後來到後面的第九第十節的時候
[00:08:59.680 --> 00:09:03.680]  這裡也是很簡單地描述過程
[00:09:03.680 --> 00:09:09.680]  但其實你會感受到裡面是風濤駭浪
[00:09:09.680 --> 00:09:11.680]  你會發覺在阿伯拉罕的內心裡面
[00:09:11.680 --> 00:09:15.680]  一定是會有很多很多的掙扎
[00:09:15.680 --> 00:09:17.680]  很多的感受
[00:09:17.680 --> 00:09:19.680]  聖經提到他去到這個地方
[00:09:19.680 --> 00:09:20.680]  就將壇捉好
[00:09:20.680 --> 00:09:23.680]  將柴放上去
[00:09:23.680 --> 00:09:27.680]  然後自己親手綁住自己的兒子
[00:09:27.680 --> 00:09:29.680]  我不知道你有什麼感受
[00:09:29.680 --> 00:09:32.680]  假設你是阿伯拉罕
[00:09:32.680 --> 00:09:34.680]  這個是你的兒子
[00:09:34.680 --> 00:09:37.680]  你親手將他綑綁住
[00:09:37.680 --> 00:09:40.680]  知道接著他會死的
[00:09:40.680 --> 00:09:42.680]  你的感覺是怎樣?
[00:09:42.680 --> 00:09:44.680]  他一定有很多的掙扎
[00:09:44.680 --> 00:09:45.680]  雖然是掙扎
[00:09:45.680 --> 00:09:48.680]  但他仍然去做
[00:09:48.680 --> 00:09:52.680]  仍然按神的吩咐去做
[00:09:52.680 --> 00:09:57.680]  大家不要以為這個小朋友很聽話
[00:09:57.680 --> 00:09:58.680]  按很多的估計
[00:09:58.680 --> 00:10:02.680]  其實當時以實已經二十五歲
[00:10:02.680 --> 00:10:04.680]  阿伯拉罕一百二十五歲
[00:10:04.680 --> 00:10:06.680]  不要說掙扎
[00:10:06.680 --> 00:10:08.680]  這個兒子如果突然間發覺
[00:10:08.680 --> 00:10:12.680]  「老爸,你搞什麼鬼?」
[00:10:12.680 --> 00:10:15.680]  他跟著跟他有些掙扎
[00:10:15.680 --> 00:10:17.680]  反抗他綁住自己
[00:10:17.680 --> 00:10:19.680]  我想一百二十五歲的老人家
[00:10:19.680 --> 00:10:25.680]  沒有力量能夠抗拒這個青壯的兒子
[00:10:25.680 --> 00:10:28.680]  但聖經就是這樣描述
[00:10:28.680 --> 00:10:30.680]  聖經就跟著說
[00:10:30.680 --> 00:10:31.680]  綁住之後
[00:10:31.680 --> 00:10:33.680]  阿伯拉罕就伸手
[00:10:33.680 --> 00:10:37.680]  都要殺他的兒子
[00:10:37.680 --> 00:10:41.680]  沒有絲毫的猶疑
[00:10:41.680 --> 00:10:45.680]  他就伸手預備殺他的兒子
[00:10:45.680 --> 00:10:46.680]  各位弟兄姐妹
[00:10:46.680 --> 00:10:48.680]  你看的時候你會知道
[00:10:48.680 --> 00:10:52.680]  他是沒有任何的猶疑
[00:10:52.680 --> 00:10:55.680]  但他肯定有很多內心的掙扎
[00:10:55.680 --> 00:10:57.680]  他很難受
[00:10:57.680 --> 00:10:59.680]  這個是肯定
[00:10:59.680 --> 00:11:05.680]  但他內心堅定要遵從上帝
