
[00:00:00.000 --> 00:00:04.480]  感謝神的恩典讓我和弟兄姊妹分享聖經的訊息
[00:00:04.480 --> 00:00:08.320]  我想大家都聽到一個題目叫猶太人六和
[00:00:08.320 --> 00:00:10.960]  你都覺得今天好像不太合適
[00:00:10.960 --> 00:00:12.960]  的的確確是不太合適的
[00:00:12.960 --> 00:00:15.680]  因為這篇講到是上個月的
[00:00:15.680 --> 00:00:18.160]  所以我就
[00:00:18.160 --> 00:00:21.520]  退下來的時候其實我不是很清楚今天是母親節
[00:00:21.520 --> 00:00:23.680]  那怎樣解決這個問題呢?
[00:00:23.680 --> 00:00:26.960]  我們都是祈求神給大家有智慧
[00:00:26.960 --> 00:00:30.960]  能夠將一些經文裡面的教訓
[00:00:30.960 --> 00:00:33.280]  串聯起今天的日子
[00:00:33.280 --> 00:00:35.280]  我也想到一點點的方向
[00:00:35.280 --> 00:00:37.280]  我也鼓勵你們打開聖經
[00:00:37.280 --> 00:00:41.920]  其實猶太人也有一個特點
[00:00:41.920 --> 00:00:45.360]  用今天的術語叫做「眾男輕女」
[00:00:45.360 --> 00:00:49.120]  說到這四個字其實姐妹今天會起來的
[00:00:49.120 --> 00:00:52.160]  這麼重得了的你都不尊重我們
[00:00:52.160 --> 00:00:53.920]  但是那時候他們真的是這樣的
[00:00:53.920 --> 00:00:55.920]  古代的以色列的人
[00:00:55.920 --> 00:00:58.960]  那些大型的公共的場合
[00:00:58.960 --> 00:01:01.440]  那些宗教的聚會
[00:01:01.440 --> 00:01:03.200]  就是那些男性出去的
[00:01:03.200 --> 00:01:05.680]  他們出去做代表的
[00:01:05.680 --> 00:01:11.280]  大家可能以為教導以色列下一代的
[00:01:11.280 --> 00:01:14.320]  屬靈的教訓就是爸爸
[00:01:14.320 --> 00:01:16.800]  當然爸爸是有種安全感的
[00:01:16.800 --> 00:01:18.000]  有個父親形象的
[00:01:18.000 --> 00:01:20.000]  很多事情他都要做決定
[00:01:20.000 --> 00:01:23.280]  但是當我們了解一下猶太人的歷史
[00:01:23.280 --> 00:01:25.280]  事實上他不是這樣的
[00:01:25.280 --> 00:01:28.480]  事實上媽媽在家裏面
[00:01:28.480 --> 00:01:30.480]  是一個非常重要的
[00:01:30.480 --> 00:01:32.480]  我們叫做宗教教育
[00:01:32.480 --> 00:01:37.120]  或者叫做一個屬靈的教育的重要人物
[00:01:37.120 --> 00:01:39.520]  有根據的你看到舊約聖經
[00:01:39.520 --> 00:01:41.520]  很多時候那些敬田的婦女
[00:01:41.520 --> 00:01:42.960]  哈娜
[00:01:42.960 --> 00:01:44.400]  很多這些人去祈禱
[00:01:44.400 --> 00:01:47.360]  他們的祈禱是很蒙神的
[00:01:47.360 --> 00:01:48.960]  月立和垂聽的
[00:01:48.960 --> 00:01:51.760]  就算你看新約聖經的提摩泰也是一樣
[00:01:51.760 --> 00:01:55.280]  他是受到他媽媽那方面
[00:01:55.280 --> 00:01:59.840]  媽媽外祖母那方面的影響很深很深
[00:01:59.840 --> 00:02:02.160]  所以我們要明白的情況就是
[00:02:02.160 --> 00:02:05.520]  猶太人他能夠代代相傳
[00:02:05.520 --> 00:02:08.240]  謹守著他們的傳統
[00:02:08.240 --> 00:02:11.440]  其實媽媽是很重要的
[00:02:11.440 --> 00:02:13.040]  如果這樣說
[00:02:13.040 --> 00:02:14.480]  我們可以說
[00:02:14.480 --> 00:02:18.000]  今天我們怎樣看母親的責任
[00:02:18.000 --> 00:02:20.480]  或者基督徒母親的責任
[00:02:20.480 --> 00:02:22.240]  其實基督徒母親
[00:02:22.240 --> 00:02:26.880]  她秉承了一種要傳遞生命價值的任務
[00:02:26.880 --> 00:02:29.440]  這個很神聖很偉大
[00:02:29.440 --> 00:02:31.920]  很多時候我們會看到
[00:02:31.920 --> 00:02:34.880]  爸爸都是處理一些大方向的事情
[00:02:34.880 --> 00:02:37.040]  以我們這些
[00:02:37.040 --> 00:02:41.840]  有時以下說的可能會比較輕鬆一點
[00:02:41.840 --> 00:02:46.400]  我們弟兄通常是做一些大事情的決定
[00:02:46.400 --> 00:02:49.600]  小事情是交給太太做的
[00:02:49.600 --> 00:02:52.160]  都要拿一點光彩
[00:02:52.160 --> 00:02:58.800]  但是原來很多做人處事的很細微的事情
[00:02:58.800 --> 00:03:00.960]  其實爸爸未必教得那麼多
[00:03:00.960 --> 00:03:02.800]  是媽媽去教的
[00:03:02.800 --> 00:03:05.200]  我相信大家應該明白
[00:03:05.200 --> 00:03:08.720]  可能是子女選擇什麼行業
[00:03:08.720 --> 00:03:09.600]  讀什麼科
[00:03:09.600 --> 00:03:11.200]  爸爸很有意見
[00:03:11.200 --> 00:03:14.240]  但是你做人不只是有專業的
[00:03:14.240 --> 00:03:16.080]  你要懂得跟人相處
[00:03:16.080 --> 00:03:19.760]  媽媽通常在這些細微的地方
[00:03:19.760 --> 00:03:21.200]  教我們的子女
[00:03:21.200 --> 00:03:22.000]  是不是這樣
[00:03:22.000 --> 00:03:23.200]  如果是這樣的時候
[00:03:23.200 --> 00:03:26.720]  你可以說媽媽的角色其實很重要
[00:03:26.720 --> 00:03:29.600]  她是講一種將做人的道理
[00:03:29.600 --> 00:03:30.960]  做人的態度
[00:03:30.960 --> 00:03:33.360]  做人的價值去傳遞給她
[00:03:33.360 --> 00:03:34.960]  但是基督徒的角度來說
[00:03:34.960 --> 00:03:38.320]  媽媽是將屬靈的價值傳給子女
[00:03:38.320 --> 00:03:41.280]  千萬不要小看自己的責任
[00:03:41.440 --> 00:03:46.320]  今天我們也要歌頌一下子女
[00:03:46.320 --> 00:03:47.680]  為什麼呢
[00:03:47.680 --> 00:03:50.400]  因為以我眼見
[00:03:50.400 --> 00:03:53.440]  很多子女她白天上班
[00:03:53.440 --> 00:03:55.840]  然後下班回來
[00:03:55.840 --> 00:03:59.280]  通常我們都會有一些家務助理
[00:03:59.280 --> 00:04:01.760]  都有人買菜煮東西
[00:04:01.760 --> 00:04:04.800]  不過我們不可以排除有些子女
[00:04:04.800 --> 00:04:06.960]  她是要求很高的
[00:04:06.960 --> 00:04:10.960]  買菜她會嫌家務助理
[00:04:10.960 --> 00:04:12.560]  買的菜不合她胃口
[00:04:12.560 --> 00:04:13.520]  不合她的心意
[00:04:13.520 --> 00:04:15.920]  每次煮都是同一樣東西
[00:04:15.920 --> 00:04:17.840]  她會覺得有點失落
[00:04:17.840 --> 00:04:19.680]  還有廚房被人搞完之後
[00:04:19.680 --> 00:04:22.160]  她覺得地盤被人動了
[00:04:22.160 --> 00:04:23.920]  不是這樣擺的
[00:04:23.920 --> 00:04:26.800]  他們很多事情都要自己跟著
[00:04:26.800 --> 00:04:28.880]  所以就算你有個家務助理
[00:04:28.880 --> 00:04:30.240]  其實等於沒有
[00:04:30.240 --> 00:04:32.480]  因為她跟著手就去幫你收拾
[00:04:32.480 --> 00:04:34.480]  所以這一類的子女
[00:04:34.480 --> 00:04:35.760]  是鐵人
[00:04:35.760 --> 00:04:38.800]  白天上班晚上都是繼續上班
[00:04:38.800 --> 00:04:40.800]  不過場地是不同了
[00:04:40.800 --> 00:04:42.800]  她可能白天要管人
[00:04:42.800 --> 00:04:44.800]  不過回家繼續管人
[00:04:44.800 --> 00:04:46.800]  可能管家務助理
[00:04:46.800 --> 00:04:48.000]  可能管子女
[00:04:48.000 --> 00:04:49.600]  可能管她丈夫
[00:04:49.600 --> 00:04:51.440]  而且現在的時代
[00:04:51.440 --> 00:04:53.440]  學校很多測驗
[00:04:53.440 --> 00:04:55.600]  那些爸爸通常
[00:04:55.600 --> 00:04:57.200]  我只是說通常
[00:04:57.200 --> 00:04:59.200]  通常我們氣度比較高
[00:04:59.200 --> 00:05:00.800]  小事吧
[00:05:00.800 --> 00:05:01.840]  測驗那些
[00:05:01.840 --> 00:05:03.840]  懂就懂,不懂就算了
[00:05:03.840 --> 00:05:05.360]  通常是這樣
[00:05:05.360 --> 00:05:07.360]  我想我只是說通常
[00:05:07.360 --> 00:05:10.160]  但是媽媽就不是這樣說
[00:05:10.160 --> 00:05:12.480]  不能怠慢的
[00:05:12.480 --> 00:05:14.000]  每一次的測驗
[00:05:14.000 --> 00:05:16.000]  你都要全力以赴做到最好
[00:05:16.000 --> 00:05:19.360]  差一點99分都不夠最好
[00:05:19.360 --> 00:05:21.360]  一定要盡到最大努力
[00:05:21.360 --> 00:05:24.240]  我懷疑很多媽媽都是這樣的態度
[00:05:24.240 --> 00:05:26.560]  就是不可以放鬆的
