
[00:00:00.000 --> 00:00:05.700]  今天晚上,我們來到第十一座和第十二座山
[00:00:05.700 --> 00:00:09.400]  今晚我們來到十一座和十二座的山
[00:00:09.400 --> 00:00:13.300]  這兩座山在聖經裏面都沒有名字
[00:00:13.300 --> 00:00:16.400]  這兩座山在聖經裏面都沒有名字的
[00:00:16.400 --> 00:00:19.400]  所以需要我們給它們提名
[00:00:19.400 --> 00:00:22.000]  所以需要我們來給它們起個名
[00:00:22.000 --> 00:00:27.900]  我們就按照在這兩座山上所發生的事,給它們提名
[00:00:27.900 --> 00:00:32.900]  我們就按照在這兩座山上所發生的事,給它們起個名
[00:00:32.900 --> 00:00:37.900]  第十一座山,請大家翻到《伊斯傑書》
[00:00:37.900 --> 00:00:44.200]  第十一座山,請大家翻到《伊斯傑書》第四十章
[00:00:44.200 --> 00:00:46.500]  第四十章
[00:00:46.500 --> 00:00:48.700]  《伊斯傑書》第四十章
[00:00:48.700 --> 00:00:51.700]  《伊斯傑書》第四十章
[00:00:51.700 --> 00:00:54.300]  我們看第一節和第二節
[00:00:54.300 --> 00:00:56.500]  我們看第一第二兩節
[00:00:56.500 --> 00:00:59.100]  我們被擄掠第二十五年
[00:00:59.100 --> 00:01:02.100]  耶路撒冷城攻破後十四年
[00:01:02.100 --> 00:01:05.100]  正在年初,月之初十日
[00:01:05.100 --> 00:01:07.600]  遙望的靈降在我身上
[00:01:07.600 --> 00:01:10.100]  撒把我帶到以色列地
[00:01:10.100 --> 00:01:13.600]  在神的意象中帶我到以色列地
[00:01:13.600 --> 00:01:16.000]  安置在至高的山上
[00:01:16.000 --> 00:01:17.900]  在山上的南邊
[00:01:17.900 --> 00:01:21.300]  有彷彿一座城建立
[00:01:21.300 --> 00:01:23.000]  在這裡我們看見
[00:01:23.000 --> 00:01:24.900]  在這裡沒有人看見
[00:01:24.900 --> 00:01:30.700]  耶路撒冷將先知伊斯傑帶到一座至高的山上
[00:01:30.700 --> 00:01:35.100]  遙望的靈將先知以色列帶到一座至高的山上
[00:01:35.100 --> 00:01:37.900]  這是意象裡面的一座山
[00:01:37.900 --> 00:01:40.900]  這個是意象當中的一座山
[00:01:40.900 --> 00:01:44.200]  在這個山上有聖殿的意象
[00:01:44.200 --> 00:01:46.900]  在這個山上有聖殿的意象
[00:01:46.900 --> 00:01:50.600]  所以我們可以把這個山叫做聖殿山
[00:01:50.600 --> 00:01:54.100]  所以我們可以叫這個山做聖殿山
[00:01:54.100 --> 00:01:55.500]  在這一座的山上
[00:01:55.500 --> 00:01:57.000]  轉眼走到山上
[00:01:57.000 --> 00:02:01.200]  我們看見了合乎神心意的聖殿
[00:02:01.200 --> 00:02:04.400]  我們看見這個合乎神心意的聖殿
[00:02:04.400 --> 00:02:08.100]  是按照神的旗幟而建立的聖殿
[00:02:08.100 --> 00:02:11.400]  是按照神的啟示與基督的聖殿
[00:02:11.400 --> 00:02:14.400]  舊約的聖殿和新約的教會
[00:02:14.400 --> 00:02:17.100]  有彼此遙應的地方
[00:02:17.100 --> 00:02:18.600]  這個舊約的聖殿
[00:02:18.600 --> 00:02:23.200]  和新約的教會有彼此遙應的地方
[00:02:23.200 --> 00:02:26.100]  所以我們就了這幾張聖經
[00:02:26.100 --> 00:02:28.100]  所以我們就用這幾張聖經
[00:02:28.100 --> 00:02:31.900]  來思想到合神心意的教會
[00:02:31.900 --> 00:02:35.100]  來思想到合神心意的教會
[00:02:35.100 --> 00:02:37.800]  當我們的靈性到了高處的時候
[00:02:37.800 --> 00:02:40.300]  當我們的靈性到了高處的時候
[00:02:40.300 --> 00:02:42.900]  我們就更愛基督的教會
[00:02:42.900 --> 00:02:45.400]  我們就會更愛基督的教會
[00:02:45.400 --> 00:02:46.900]  同時
[00:02:46.900 --> 00:02:52.100]  我們也看見了神心意中教會應該如何
[00:02:52.100 --> 00:02:55.800]  我們也看見了神心意中教會應該如何
[00:02:55.800 --> 00:02:59.100]  我們對教會的標準提高了
[00:02:59.100 --> 00:03:01.900]  我們對教會的標準提高了
[00:03:01.900 --> 00:03:07.400]  我們大家一起在教會裡面追求的目標也提高了
[00:03:07.400 --> 00:03:10.900]  我們大家一起在教會裡面追求的目標也提高了
[00:03:10.900 --> 00:03:13.700]  我們對教會的期望提高了
[00:03:13.700 --> 00:03:16.200]  我們對教會的期望提高了
[00:03:16.200 --> 00:03:21.500]  因此教會裡面所有的基督徒的標準也提高了
[00:03:21.500 --> 00:03:25.400]  因此教會裡面所有的基督徒的標準也提高了
[00:03:25.400 --> 00:03:27.900]  一個人的靈性越高的時候
[00:03:27.900 --> 00:03:30.000]  一個人的靈性越高的時候
[00:03:30.000 --> 00:03:32.100]  他越愛他的教會
[00:03:32.100 --> 00:03:34.300]  他就會越愛他的教會
[00:03:34.300 --> 00:03:37.000]  他不但愛整個的教會
[00:03:37.000 --> 00:03:39.100]  他不但愛整個的教會
[00:03:39.100 --> 00:03:40.700]  就是基督的身體
[00:03:40.700 --> 00:03:42.200]  就是基督的身體
[00:03:42.200 --> 00:03:46.800]  他也愛他所屬的那一個個別的教會
[00:03:46.800 --> 00:03:50.100]  所以他會愛他所屬的那個個別的教會
[00:03:50.100 --> 00:03:54.300]  他在他自己的教會裡面就有了更好的侍奉
[00:03:54.300 --> 00:03:57.800]  他在他自己的教會裡面就有了更好的侍奉
[00:03:57.800 --> 00:04:01.000]  他自己就更符合神的心意
