
[00:00:00.000 --> 00:00:04.120]  有一個很禍患的生活
[00:00:04.120 --> 00:00:05.480]  作者在這裡說
[00:00:05.480 --> 00:00:09.520]  地上他找不到一個絕對的公義在裡面
[00:00:09.520 --> 00:00:12.560]  如果在地上他想尋求一個出路
[00:00:12.560 --> 00:00:13.960]  他發覺他找不到
[00:00:13.960 --> 00:00:16.680]  但是當他進入神的聖所
[00:00:16.680 --> 00:00:20.360]  他從上帝的眼光去看這群人的結局的時候
[00:00:20.360 --> 00:00:23.240]  他發覺他有另一個圖畫
[00:00:23.240 --> 00:00:26.360]  這群惡人好像很風光
[00:00:26.360 --> 00:00:29.920]  好像很順境
[00:00:29.920 --> 00:00:32.800]  但是從上帝的角度去看
[00:00:32.800 --> 00:00:35.240]  他們很快就會過去
[00:00:35.240 --> 00:00:38.760]  轉眼間就已經幾十年的過去
[00:00:38.760 --> 00:00:41.480]  但是他們將要面對的是
[00:00:41.480 --> 00:00:44.800]  上帝最終極的一個審判
[00:00:44.800 --> 00:00:46.760]  一種突然而來的一個禍患
[00:00:46.760 --> 00:00:51.280]  淋到這群惡人的身上
[00:00:51.280 --> 00:00:56.160]  在這裡作者描述自己之前的那種心境
[00:00:56.160 --> 00:00:58.440]  他被自己那種錯誤的想法
[00:00:58.440 --> 00:01:00.720]  可以說是刺透了自己的心靈
[00:01:00.720 --> 00:01:05.480]  他為自己之前那種想法
[00:01:05.480 --> 00:01:06.640]  那種錯誤
[00:01:06.640 --> 00:01:10.040]  那種自以為是的思想
[00:01:10.040 --> 00:01:12.240]  去深深的一個懊悔
[00:01:12.240 --> 00:01:13.240]  但是他也很感謝神
[00:01:13.240 --> 00:01:17.880]  他發覺縱然他在自己的軟弱的過程當中
[00:01:17.880 --> 00:01:20.200]  其實上帝仍然看顧他
[00:01:20.200 --> 00:01:21.960]  上帝仍然保守他
[00:01:21.960 --> 00:01:24.560]  讓他到最後他也看到
[00:01:24.560 --> 00:01:28.360]  上帝的手仍然沒有離開過他自己
[00:01:28.360 --> 00:01:33.040]  上帝的手仍然沒有離開過那些惡人的身上
[00:01:33.040 --> 00:01:34.800]  最後上帝的審判
[00:01:34.800 --> 00:01:36.920]  是會淋到這群人的身上
[00:01:36.920 --> 00:01:38.640]  上帝也保守他
[00:01:38.640 --> 00:01:44.160]  讓他不會因為自己的錯誤
[00:01:44.160 --> 00:01:49.160]  不會讓自己那種心靈的狹隘而去跌倒
[00:01:49.160 --> 00:01:51.320]  最後上帝也讓他明白
[00:01:51.320 --> 00:01:53.480]  一個很重要的真理
[00:01:53.480 --> 00:01:57.320]  就是上帝在地上仍然會有一個
[00:01:57.320 --> 00:02:00.320]  施行一個公義的審判
[00:02:00.320 --> 00:02:04.520]  作者說他進入到神的聖所
[00:02:04.520 --> 00:02:07.480]  他心靈裡面有一個蘇醒
[00:02:07.480 --> 00:02:11.280]  他也經歷上帝與他同在的一份福氣
[00:02:11.280 --> 00:02:14.600]  他也經歷上帝帶領他的一份恩惠
[00:02:14.600 --> 00:02:15.720]  他開始的時候
[00:02:15.720 --> 00:02:18.000]  他的心可以不轉一
[00:02:18.000 --> 00:02:21.200]  可以說搖擺不定
[00:02:21.200 --> 00:02:22.600]  是不是這樣的呢?
[00:02:22.600 --> 00:02:24.640]  是不是繼續去跟從上帝呢?
[00:02:24.640 --> 00:02:25.880]  搖擺不定
[00:02:25.880 --> 00:02:29.040]  但到最後他明白了這個真理
[00:02:29.040 --> 00:02:32.160]  其實人的一生很快就會過去
[00:02:32.160 --> 00:02:39.040]  但是上帝的審判會淋到每一個人的身上
[00:02:39.040 --> 00:02:40.880]  他見到人生的短暫
[00:02:40.880 --> 00:02:44.840]  他也見到上帝所賜給我們永恆的福氣
[00:02:44.840 --> 00:02:47.720]  一個短暫與永恆的一個比較
[00:02:47.720 --> 00:02:49.880]  他也見到自己的軟弱
[00:02:49.880 --> 00:02:52.520]  他一個人是一個很軟弱的人
[00:02:52.520 --> 00:02:55.120]  很軟弱 幾乎跌倒
[00:02:55.120 --> 00:02:58.720]  但是他也見到上帝對他的保守和看顧
[00:02:58.720 --> 00:03:02.880]  上帝的堅固在他的軟弱上仍然保守著他
[00:03:02.880 --> 00:03:07.840]  一步一步地讓他明白上帝的心腸
[00:03:07.840 --> 00:03:12.520]  作者在經過一個過程的時候
[00:03:12.520 --> 00:03:17.760]  他的心靈裡面對上帝有更深一步的認識
[00:03:17.760 --> 00:03:22.040]  今天是平安夜的一個日子
[00:03:22.040 --> 00:03:27.160]  紀念耶穌在地上降生的一個時間
[00:03:27.160 --> 00:03:29.120]  當我們認識了耶穌
[00:03:29.120 --> 00:03:31.000]  可能一段時間的時候
[00:03:31.000 --> 00:03:34.280]  其實過平安夜可能已經過了很多年了
[00:03:34.280 --> 00:03:35.640]  我不知道你信了耶穌之後
[00:03:35.640 --> 00:03:38.240]  今年是你過平安夜
[00:03:38.240 --> 00:03:39.760]  或者聖誕節
[00:03:39.760 --> 00:03:41.080]  是第幾個聖誕節
[00:03:41.080 --> 00:03:42.440]  第幾個平安夜
[00:03:42.440 --> 00:03:44.360]  可能我們都已覺得
[00:03:44.360 --> 00:03:46.480]  都是一個節期
[00:03:46.480 --> 00:03:47.640]  一個假期
[00:03:47.640 --> 00:03:52.000]  一個很習慣性的時間
[00:03:52.000 --> 00:03:53.880]  讓祂去流過
[00:03:53.880 --> 00:03:57.040]  但我都希望今天這個平安夜
[00:03:57.040 --> 00:03:59.760]  都能夠提醒我們
[00:03:59.760 --> 00:04:02.640]  我們為什麼能夠今天坐在這裡
[00:04:02.640 --> 00:04:05.640]  都是因為上帝給我們這一份的恩典
[00:04:05.640 --> 00:04:08.520]  我們能夠在教會當中去敬拜上帝
[00:04:08.520 --> 00:04:10.760]  都是上帝給我們這一份的禮物
[00:04:10.760 --> 00:04:13.960]  如果耶穌沒有臨到這個地上
[00:04:13.960 --> 00:04:19.080]  我們今天沒有人可以坐在這個地方去敬拜上帝
[00:04:19.080 --> 00:04:21.960]  所以借著這個平安夜的一個日子
[00:04:21.960 --> 00:04:25.600]  讓我們去再思想上帝的愛
[00:04:25.600 --> 00:04:28.080]  如何臨到我們的身上
[00:04:28.080 --> 00:04:30.080]  也讓我們去想到
[00:04:30.080 --> 00:04:33.040]  其實我們去跟從上帝
[00:04:33.040 --> 00:04:34.400]  讓我們認識
[00:04:34.400 --> 00:04:39.760]  不一定我們的生活會比其他人順利
[00:04:39.760 --> 00:04:42.920]  當然不一定是比其他人不順利
[00:04:42.920 --> 00:04:44.160]  信靠耶穌的人
[00:04:44.160 --> 00:04:46.520]  不是因為我的生活好一些
[00:04:46.520 --> 00:04:48.960]  才可以跟隨上帝
[00:04:48.960 --> 00:04:51.840]  有些人我都見過
[00:04:51.840 --> 00:04:52.960]  有些人可能說
[00:04:52.960 --> 00:04:55.160]  我在困難的時候
[00:04:55.160 --> 00:04:58.280]  我祈禱上帝幫我解決了困難
[00:04:58.280 --> 00:04:59.720]  所以就信耶穌
[00:04:59.720 --> 00:05:01.680]  但是過了一段時間
[00:05:01.680 --> 00:05:02.600]  又有困難
[00:05:02.600 --> 00:05:04.800]  祈禱上帝沒有幫助他
[00:05:04.800 --> 00:05:06.520]  所以就不信了
[00:05:06.520 --> 00:05:08.400]  這個耶穌不是很靚
[00:05:08.400 --> 00:05:10.000]  所以我就不跟從他
[00:05:10.000 --> 00:05:13.040]  很多時候我們都用一個這樣的心態
[00:05:13.040 --> 00:05:14.560]  去跟從耶穌的時候
[00:05:14.560 --> 00:05:16.640]  這個不是一個正確的心態
[00:05:16.640 --> 00:05:18.520]  其實在地上
[00:05:18.520 --> 00:05:20.400]  什麼是福
[00:05:20.400 --> 00:05:21.920]  什麼是禍呢
[00:05:21.920 --> 00:05:27.000]  有時我們都很難去評估
[00:05:27.000 --> 00:05:28.920]  什麼是福 什麼是禍呢
[00:05:28.920 --> 00:05:30.600]  我用一個中國人的成語
[00:05:30.600 --> 00:05:32.920]  跟大家講一下這個內容
[00:05:32.920 --> 00:05:33.680]  大家有沒有聽過
[00:05:33.680 --> 00:05:36.680]  「塞翁失馬 焉知非福」
[00:05:36.680 --> 00:05:39.280]  「塞翁得馬 焉知非禍」
[00:05:39.280 --> 00:05:40.360]  有沒有聽過這個成語
[00:05:40.360 --> 00:05:41.880]  有的 舉手來看
[00:05:41.880 --> 00:05:42.880]  應該有的
[00:05:42.880 --> 00:05:45.080]  大家知不知道有一個典故
[00:05:45.080 --> 00:05:45.960]  其實有一個典故
[00:05:45.960 --> 00:05:48.080]  這個成語背後
[00:05:48.080 --> 00:05:50.040]  有一個這樣的故事
[00:05:50.040 --> 00:05:51.120]  就是在漢朝的時候
[00:05:51.120 --> 00:05:53.960]  有一個老人家養了很多馬
[00:05:53.960 --> 00:05:56.280]  有一天有一隻馬就走失了
[00:05:56.280 --> 00:05:58.280]  有一個鄰居就跟他說
[00:05:58.280 --> 00:05:59.920]  「你真是一個不好的事
[00:05:59.920 --> 00:06:01.960]  是一個禍來的」
[00:06:01.960 --> 00:06:04.440]  但是這個老人家就說
[00:06:04.440 --> 00:06:07.000]  「焉知這個不是一個福氣呢」
[00:06:07.000 --> 00:06:09.160]  過了一段時間
[00:06:09.160 --> 00:06:10.480]  這只馬又回來了
[00:06:10.480 --> 00:06:12.080]  他不僅這只馬回來了
[00:06:12.080 --> 00:06:16.520]  而且還帶了另一隻好馬回來了
[00:06:16.520 --> 00:06:18.120]  接著他的鄰居就跟他說
[00:06:18.120 --> 00:06:19.560]  「你真是有福氣了
[00:06:19.560 --> 00:06:20.680]  這只馬失了
[00:06:20.680 --> 00:06:22.800]  再帶多一隻馬回來」
[00:06:22.800 --> 00:06:24.320]  接著這個老人家就說
[00:06:24.320 --> 00:06:27.160]  「唉 焉知這個不是禍呢」
[00:06:27.160 --> 00:06:29.440]  接著過了一段時間
[00:06:29.440 --> 00:06:30.680]  他的兒子
[00:06:30.680 --> 00:06:32.920]  他的兒子其實很喜歡騎馬
[00:06:32.920 --> 00:06:35.160]  他就騎了一隻馬
[00:06:35.160 --> 00:06:37.720]  新來的馬去練習騎術
[00:06:37.720 --> 00:06:39.560]  在這個過程裡面
[00:06:39.560 --> 00:06:41.560]  他的兒子就掉下來了
[00:06:41.560 --> 00:06:45.360]  令到這只馬終身殘廢
[00:06:45.360 --> 00:06:47.800]  接著他的鄰居就跟他說
[00:06:47.800 --> 00:06:50.040]  「唉 真是禍了 你得了一隻馬」
[00:06:50.040 --> 00:06:52.120]  接著這個老人家就說
[00:06:52.120 --> 00:06:54.640]  「唉 焉知這個不是福氣呢」
[00:06:54.640 --> 00:06:56.720]  哇 真的很玄啊
[00:06:56.720 --> 00:07:00.200]  接著過了沒多久
[00:07:00.200 --> 00:07:02.800]  過了大約一年左右
[00:07:02.800 --> 00:07:05.400]  當時的邊疆打仗
[00:07:05.400 --> 00:07:07.360]  國家要招募軍人
[00:07:07.360 --> 00:07:12.360]  所以全區裡面都要招募年輕人去打仗
[00:07:12.360 --> 00:07:15.880]  他的兒子就因為腳傷
[00:07:15.880 --> 00:07:16.760]  終身的殘廢
[00:07:16.760 --> 00:07:20.280]  所以就免去打仗的任務
[00:07:20.280 --> 00:07:23.400]  在當時招募人去打仗
[00:07:23.400 --> 00:07:25.280]  基本上都會戰死沙場
[00:07:25.280 --> 00:07:27.200]  回不來了
[00:07:27.200 --> 00:07:30.120]  所以這個年輕人到最後
[00:07:30.120 --> 00:07:31.640]  因為這樣的緣故
[00:07:31.640 --> 00:07:33.440]  能夠跟他的父親
[00:07:33.440 --> 00:07:35.880]  可以說安享一段很長的
[00:07:35.880 --> 00:07:37.880]  一個萬年的機會
[00:07:37.880 --> 00:07:39.680]  什麼是福什麼是禍呢
[00:07:39.680 --> 00:07:42.360]  有時真的很難去逆聊
[00:07:42.360 --> 00:07:43.440]  但在聖經裡面
[00:07:43.440 --> 00:07:46.760]  講了一個很重要的方向
[00:07:46.760 --> 00:07:50.600]  認識上帝是一個真正的福氣
