
[00:00:00.000 --> 00:00:05.000]  我們今天坐在這裡一起去敬拜上帝
[00:00:05.000 --> 00:00:07.600]  其實我們都是因為相信耶穌
[00:00:07.600 --> 00:00:09.800]  我們有一個信仰
[00:00:09.800 --> 00:00:12.000]  如果有人問你什麼叫信仰
[00:00:12.000 --> 00:00:13.500]  我不知道你會怎麼回答
[00:00:13.500 --> 00:00:16.100]  什麼是信仰
[00:00:16.100 --> 00:00:19.200]  今天我就想和大家去思考最基本的一個問題
[00:00:19.200 --> 00:00:21.100]  藉著一段經文去提一提
[00:00:21.100 --> 00:00:23.300]  究竟什麼是信仰呢
[00:00:23.300 --> 00:00:25.000]  從聖經的角度
[00:00:25.000 --> 00:00:26.800]  我們什麼叫做信耶穌
[00:00:26.800 --> 00:00:29.700]  信耶穌的意思又是什麼呢
[00:00:29.700 --> 00:00:33.400]  在這段經文裡說到有一群人
[00:00:33.400 --> 00:00:34.400]  有兩群人
[00:00:34.400 --> 00:00:37.200]  可以說是伐利賽人和薩都該人
[00:00:37.200 --> 00:00:40.600]  他們有很多宗教的傳統
[00:00:40.600 --> 00:00:43.800]  他們都守住很多宗教的習俗
[00:00:43.800 --> 00:00:45.900]  他們很有在宗教界
[00:00:45.900 --> 00:00:48.100]  可以說是在當時的宗教界
[00:00:48.100 --> 00:00:51.800]  很有地位、很有身份的一群人
[00:00:51.800 --> 00:00:55.900]  但是馬太在這裡很強調一件事
[00:00:55.900 --> 00:01:00.300]  有這麼多宗教的元素
[00:01:00.300 --> 00:01:04.200]  是不是就等於是一個跟從上帝的人呢
[00:01:04.200 --> 00:01:06.700]  不是
[00:01:06.700 --> 00:01:09.600]  耶穌在這裡
[00:01:09.600 --> 00:01:11.800]  施洗日漢在這裡說到
[00:01:11.800 --> 00:01:15.700]  作為阿伯拉罕的後裔是不足夠的
[00:01:15.700 --> 00:01:17.100]  有一個肉身的身份
[00:01:17.100 --> 00:01:20.900]  是不足夠代表我們是一群跟從上帝的人
[00:01:20.900 --> 00:01:24.000]  如果沒有從心底裡
[00:01:24.000 --> 00:01:26.300]  願意去跟從上帝
[00:01:26.300 --> 00:01:29.000]  如果不是從心底裡
[00:01:29.000 --> 00:01:33.200]  曾經悔改的、願意回轉的歸向上帝
[00:01:33.200 --> 00:01:36.000]  我們仍然面對上帝的審判
[00:01:36.000 --> 00:01:38.200]  約翰在這裡一開始的時候
[00:01:38.200 --> 00:01:42.100]  第三章就說到約翰來到了
[00:01:42.100 --> 00:01:44.600]  約翰是作為彌賽亞的先鋒
[00:01:44.600 --> 00:01:46.000]  在舊的聖經說
[00:01:46.000 --> 00:01:48.300]  就是當上帝的僕人
[00:01:48.300 --> 00:01:52.100]  上帝差派來的那個救主來之前
[00:01:52.100 --> 00:01:53.900]  會有一個先鋒來到
[00:01:53.900 --> 00:01:56.800]  在那個時候就是馬太在這裡說
[00:01:56.800 --> 00:01:59.000]  因為舊的聖經這樣說到
[00:01:59.000 --> 00:02:01.500]  所以施洗約翰就來到
[00:02:01.500 --> 00:02:04.100]  作為耶穌的先鋒
[00:02:04.100 --> 00:02:07.300]  約翰在這裡說到有兩個主要的元素
[00:02:07.300 --> 00:02:11.200]  第一就是他呼籲一群人去悔改
[00:02:11.200 --> 00:02:13.900]  而悔改的意思可以說
[00:02:13.900 --> 00:02:15.700]  在這裡很清楚說到
[00:02:15.700 --> 00:02:19.700]  其實不是一個理智上去改變我一些知識
[00:02:19.700 --> 00:02:20.800]  就是我多了一些知識
[00:02:20.800 --> 00:02:22.300]  以前認識錯了
[00:02:22.300 --> 00:02:25.700]  現在正確的認識不單止是這樣
[00:02:25.700 --> 00:02:28.100]  不是一個理智上改變一些主意
[00:02:28.100 --> 00:02:31.900]  或者從感受上感受一些心裡面
[00:02:31.900 --> 00:02:34.600]  有些難過就停在這裡
[00:02:34.600 --> 00:02:38.900]  而是悔改的意思是一個全人徹底的改變
[00:02:38.900 --> 00:02:42.200]  是一個思想和行為上的一個改變
[00:02:42.200 --> 00:02:43.900]  結果是什麼呢
[00:02:43.900 --> 00:02:45.200]  約翰在這裡說
[00:02:45.200 --> 00:02:51.700]  悔改的心和行為的表現是要相承
[00:02:51.700 --> 00:02:53.400]  做那些行為的結果
[00:02:53.400 --> 00:02:55.300]  是要表達我們內心裡面
[00:02:55.300 --> 00:02:58.400]  那一種真誠的悔改
[00:02:58.400 --> 00:03:01.100]  其實可以說悔改
[00:03:01.100 --> 00:03:05.000]  就是約翰在這裡呼籲人要悔改要回轉
[00:03:05.000 --> 00:03:06.700]  其實假設了一件事
[00:03:06.700 --> 00:03:09.500]  就是人走錯了一條路
[00:03:09.500 --> 00:03:12.300]  已經偏離了一條正確的路
[00:03:12.300 --> 00:03:14.900]  現在需要去回轉
[00:03:14.900 --> 00:03:18.600]  走回一條正確的道路
[00:03:18.600 --> 00:03:21.100]  約翰第一個可以說是呼籲
[00:03:21.100 --> 00:03:25.400]  一個講道的訊息是一個叫人悔改
[00:03:25.400 --> 00:03:27.600]  而第二個訊息就是講到
[00:03:27.600 --> 00:03:29.300]  為什麼我們要悔改
[00:03:29.300 --> 00:03:31.700]  為什麼我們需要悔改呢
[00:03:31.700 --> 00:03:34.800]  就是因為天國近了
[00:03:34.800 --> 00:03:39.500]  天國近了成為人要悔改的一個很重要的理由
[00:03:39.500 --> 00:03:42.400]  因為在舊約聖經裡面
[00:03:42.400 --> 00:03:46.300]  一直講到將來會有一個
[00:03:46.300 --> 00:03:50.900]  上帝的國度會臨到這個地上
[00:03:50.900 --> 00:03:53.400]  這個期望可以說是從舊約的聖經
[00:03:53.400 --> 00:03:57.300]  一直上帝藉著不同的先知去講出這個訊息
[00:03:57.300 --> 00:04:00.900]  上帝的國度將要來臨了
[00:04:00.900 --> 00:04:04.000]  就是我們等待著上帝國度的來臨
[00:04:04.000 --> 00:04:07.700]  接著就會有一個公義的世界
[00:04:07.700 --> 00:04:10.500]  在這個盼望裡面
[00:04:10.500 --> 00:04:14.700]  有很多不同的國度去講這個上帝國度的來臨
[00:04:14.700 --> 00:04:17.500]  形容到這個上帝國度的來臨
[00:04:17.500 --> 00:04:19.100]  是上主的日子
[00:04:19.100 --> 00:04:20.900]  是上帝的日子
[00:04:20.900 --> 00:04:24.000]  也是一個審判的日子
[00:04:24.000 --> 00:04:28.100]  上帝施行公義審判的一個日子
[00:04:28.100 --> 00:04:31.600]  也都講到上帝國度來到的時候
[00:04:31.600 --> 00:04:33.000]  新天新地
[00:04:33.000 --> 00:04:37.400]  就是再一次聚集一群以色列人
[00:04:37.400 --> 00:04:39.600]  更新他們、改變他們
[00:04:39.600 --> 00:04:44.000]  整個以色列的民族一個新的開始
[00:04:44.000 --> 00:04:45.800]  在舊約聖經有很多不同的國度
[00:04:45.800 --> 00:04:47.200]  很多不同的字眼
[00:04:47.200 --> 00:04:50.500]  去形容到上帝國度的一個來臨
[00:04:50.500 --> 00:04:57.400]  其實國度一個的意思主要是講到上帝的統治
[00:04:57.400 --> 00:05:02.300]  聖經的目標是講到天國近了、來臨了
[00:05:02.300 --> 00:05:07.000]  是講到上帝在地上的統治的權柄
[00:05:07.000 --> 00:05:11.300]  將要完全地去彰顯出來
[00:05:11.300 --> 00:05:15.300]  在這裡可以說上帝在地上
[00:05:15.300 --> 00:05:19.100]  和在人類當中的統治去管理
[00:05:19.100 --> 00:05:20.500]  而在國度的意思是這樣
[00:05:20.500 --> 00:05:23.300]  講到上帝如何在人間裡面
[00:05:23.300 --> 00:05:25.700]  彰顯他自己的主權
[00:05:25.700 --> 00:05:28.500]  馬派就用一個神國
[00:05:28.500 --> 00:05:32.400]  不用神國用天國的一個字眼
[00:05:32.400 --> 00:05:35.100]  這個就是其中一個原因
[00:05:35.100 --> 00:05:38.600]  其實神國和天國的意思都是一樣的
[00:05:38.600 --> 00:05:40.000]  不過在猶太人來說
[00:05:40.000 --> 00:05:42.300]  當他們講到神字的時候
[00:05:42.300 --> 00:05:44.000]  他們不會用神這個字
[00:05:44.000 --> 00:05:49.700]  因為他們覺得上帝的名字是很神聖的
[00:05:49.700 --> 00:05:52.100]  所以通常都用一些字眼去代替
[00:05:52.100 --> 00:05:56.300]  所以馬太主要的對象是寫給猶太人
[00:05:56.300 --> 00:05:59.800]  所以馬太在這裡都避免猶太人
[00:05:59.800 --> 00:06:04.600]  造成不必要的對他們的心理上的傷害
[00:06:04.600 --> 00:06:09.500]  所以用天國去代替了一個神國的字眼
[00:06:09.500 --> 00:06:13.200]  另一方面 馬太用天這個字眼
[00:06:13.200 --> 00:06:16.800]  其實是和地有一個比較
[00:06:16.800 --> 00:06:19.700]  天國是一個範圍
[00:06:19.700 --> 00:06:21.900]  地上是一個範圍
[00:06:21.900 --> 00:06:24.500]  兩個不同的範圍代表甚麼呢
[00:06:24.500 --> 00:06:28.000]  天國是代表著以上帝為中心
[00:06:28.000 --> 00:06:31.400]  以上帝所管治一切的權柄
[00:06:31.400 --> 00:06:34.600]  而地 屬地的這個領域
[00:06:34.600 --> 00:06:37.800]  是代表著人離開上帝
[00:06:37.800 --> 00:06:40.500]  背叛上帝的時候那種的狀態
[00:06:40.500 --> 00:06:45.100]  所以有時馬太用了一個天和地
[00:06:45.100 --> 00:06:47.800]  兩者的一個比較
[00:06:47.800 --> 00:06:49.600]  天國近了
[00:06:49.600 --> 00:06:53.100]  這個角度 上帝的角度來臨了
