
[00:00:00.000 --> 00:00:03.320]  各位聽眾姐妹平安
[00:00:03.320 --> 00:00:05.040]  我們今天和大家一起思想
[00:00:05.040 --> 00:00:07.360]  「因勤配合天照」
[00:00:07.360 --> 00:00:11.480]  今天我們思想「因勤配合天照」
[00:00:11.480 --> 00:00:13.480]  很多年之前
[00:00:13.480 --> 00:00:18.040]  我兒子讀中學三年級
[00:00:18.040 --> 00:00:20.880]  突然間老師告訴他
[00:00:20.880 --> 00:00:25.840]  全校當中選了一個人出來
[00:00:25.840 --> 00:00:31.160]  給他有英文的獎學金
[00:00:31.160 --> 00:00:34.280]  就是你了
[00:00:34.280 --> 00:00:39.640]  很奇怪,因為他在學校的成績不是最好
[00:00:39.640 --> 00:00:41.600]  也不是最差
[00:00:41.600 --> 00:00:43.760]  為什麼會找他呢?
[00:00:43.760 --> 00:00:45.480]  他也不明白
[00:00:45.480 --> 00:00:47.280]  但發覺獎學金包括了
[00:00:47.280 --> 00:00:54.960]  讓他去英國讀兩個星期英文
[00:00:54.960 --> 00:00:59.720]  但是機票要自己出
[00:00:59.720 --> 00:01:02.920]  他回來跟我們商量
[00:01:02.920 --> 00:01:05.440]  去不去啊?
[00:01:05.440 --> 00:01:09.280]  很難得的機會去
[00:01:09.280 --> 00:01:12.000]  後來他就去了
[00:01:12.000 --> 00:01:15.240]  但當時我們不知道
[00:01:15.240 --> 00:01:20.880]  這件事情對他有很大的影響
[00:01:20.880 --> 00:01:23.280]  不單是讀英文
[00:01:23.280 --> 00:01:26.640]  很多事情後來的發展
[00:01:26.640 --> 00:01:33.880]  引致他對自己的信仰有更深刻的認識
[00:01:33.880 --> 00:01:40.600]  是他自己因此清楚重新得救
[00:01:40.600 --> 00:01:46.760]  而且他後來主動提出要受洗
[00:01:46.760 --> 00:01:50.240]  我想回想這件事情的時候
[00:01:50.240 --> 00:01:55.240]  當初這個選照
[00:01:55.240 --> 00:02:01.320]  我們不會想到會有這麼重要的影響
[00:02:01.320 --> 00:02:03.720]  但投入之後
[00:02:03.720 --> 00:02:07.720]  就一步一步地得著
[00:02:07.720 --> 00:02:12.920]  聖經說我們是一群神的子民
[00:02:12.920 --> 00:02:19.320]  聖經說我們是同蒙天照的
[00:02:19.320 --> 00:02:24.320]  是蒙受從天上而來的呼召
[00:02:24.320 --> 00:02:30.240]  呼召裡面藏著很豐富的內容
[00:02:30.240 --> 00:02:35.360]  但我們可能開始的時候都還不知道
[00:02:35.360 --> 00:02:37.760]  所以保羅特別講
[00:02:37.760 --> 00:02:42.680]  求神開我們心裡面的眼睛
[00:02:42.680 --> 00:02:45.280]  讓我們體會到祂賜給我們的恩照
[00:02:45.280 --> 00:02:47.880]  有何等大的盼望
[00:02:47.880 --> 00:02:49.880]  讓我們看到祂賜給我們的恩照
[00:02:49.880 --> 00:02:51.680]  有何等大的盼望
[00:02:51.680 --> 00:02:56.920]  祂所賜給我們的基業在聖徒當中
[00:02:56.920 --> 00:03:02.280]  有多麼榮耀的豐盛
[00:03:02.280 --> 00:03:05.880]  聖經用很多字眼來表達
[00:03:05.880 --> 00:03:10.120]  那種豐盛、那種基業
[00:03:10.120 --> 00:03:14.880]  那種榮耀、那種恩照
[00:03:14.880 --> 00:03:18.280]  我們可能不太明白
[00:03:18.280 --> 00:03:22.880]  但我們需要上帝開我們心靈的眼睛
[00:03:22.880 --> 00:03:29.080]  去體會到那個恩照是多麼的豐盛
[00:03:29.080 --> 00:03:34.960]  因此我們就不會輕視神的呼召
[00:03:34.960 --> 00:03:41.480]  而且能夠得著神定義要給我們的
[00:03:41.480 --> 00:03:49.480]  相反的,如果我們不看到那個恩照的榮耀豐富
[00:03:49.480 --> 00:03:51.680]  我們領受了之後
[00:03:51.680 --> 00:03:54.480]  可能我們會不領會它
[00:03:54.480 --> 00:04:00.280]  甚至丟在生活的一角裡面
[00:04:00.280 --> 00:04:03.080]  在這個情況
[00:04:03.080 --> 00:04:09.080]  比那些沒有信的人更加可惜
[00:04:09.080 --> 00:04:11.280]  本來是應該得著的
[00:04:11.280 --> 00:04:14.280]  但因為疏忽、輕視
[00:04:14.280 --> 00:04:16.480]  甚至忘記了
[00:04:16.480 --> 00:04:21.480]  竟然失去本來可以得的
[00:04:21.480 --> 00:04:23.480]  有一位太太
[00:04:23.480 --> 00:04:28.080]  當她懷孕有嬰兒的時候
[00:04:28.080 --> 00:04:31.880]  她很開心,一直做很多準備
[00:04:31.880 --> 00:04:34.680]  很小心保養身體
[00:04:34.680 --> 00:04:36.680]  定期做檢查
[00:04:36.680 --> 00:04:40.480]  不敢隨便做一些不好的事情
[00:04:40.480 --> 00:04:44.480]  讓身體一直健壯
[00:04:44.480 --> 00:04:49.480]  嬰兒出世了,很健康
[00:04:49.480 --> 00:04:53.080]  但突然間她有個想法
[00:04:53.080 --> 00:04:57.880]  嬰兒出世了,自己能夠照顧自己
[00:04:57.880 --> 00:05:02.880]  天生天養,不要怎麼理會它
[00:05:02.880 --> 00:05:06.680]  就由它自己生存
[00:05:06.680 --> 00:05:12.680]  不去特別供養它,供應它
[00:05:12.680 --> 00:05:17.680]  嬰兒有什麼潛能呢?
[00:05:17.680 --> 00:05:21.280]  它自己會發揮的了
[00:05:21.280 --> 00:05:23.680]  不需要怎麼去理會它
[00:05:23.680 --> 00:05:28.480]  培育它,它會自動出現
[00:05:28.480 --> 00:05:30.480]  就因為這樣
[00:05:30.480 --> 00:05:33.680]  嬰兒後來真的因為疏忽照顧而夭折了
[00:05:33.680 --> 00:05:40.680]  我想講的
[00:05:40.680 --> 00:05:47.080]  頂智慧,你領受了神給你的極大的應許
[00:05:47.080 --> 00:05:52.280]  你要留心,去活出這些應許
[00:05:52.280 --> 00:05:56.880]  讓這些應許成為你的事實
[00:05:56.880 --> 00:06:03.080]  否則你會有很大的損失
[00:06:03.080 --> 00:06:05.480]  我們今天讀的聖經
[00:06:05.480 --> 00:06:08.880]  在聖經的彼得後書第一章
[00:06:08.880 --> 00:06:11.680]  來到第三節的時候
[00:06:11.680 --> 00:06:14.080]  聖經這樣講
[00:06:14.080 --> 00:06:15.680]  聖經說:神的神能
[00:06:15.680 --> 00:06:19.880]  已將一切關乎生命和前進的事賜給我們
[00:06:19.880 --> 00:06:21.080]  皆因我們認識祂
[00:06:21.080 --> 00:06:24.680]  用自己的榮耀和美德照我們的主
[00:06:24.680 --> 00:06:27.880]  聖經說:因為我們認識了主耶穌
[00:06:27.880 --> 00:06:31.480]  跟祂建立了生命的關係
[00:06:31.480 --> 00:06:33.480]  但請繼續講
[00:06:33.480 --> 00:06:37.880]  神因此以祂的神能
[00:06:37.880 --> 00:06:41.280]  祂神聖的大能力
[00:06:41.280 --> 00:06:47.280]  賜給我們一切有關生命和前進的事
[00:06:47.280 --> 00:06:49.680]  是什麼意思呢?
[00:06:49.680 --> 00:06:55.080]  我們要建立一個豐盛的前進生命
[00:06:55.080 --> 00:07:00.280]  所需要的一切引導幫助
[00:07:00.280 --> 00:07:04.880]  主已經賜給我們了
[00:07:04.880 --> 00:07:10.280]  你渴望你的生命成為一個盡前的生命
[00:07:10.280 --> 00:07:14.680]  但不是你自己的努力
[00:07:14.680 --> 00:07:18.680]  應該講不單是你自己的努力
[00:07:18.680 --> 00:07:25.680]  更加是上帝已經賜給你所需要的一切力量
[00:07:25.680 --> 00:07:29.080]  已經預備好了
[00:07:29.080 --> 00:07:33.480]  有一位菲律賓的傭工
[00:07:33.480 --> 00:07:38.680]  他煮一手拿手的中國菜
[00:07:38.680 --> 00:07:42.080]  周圍的人都讚美他
[00:07:42.080 --> 00:07:45.280]  他說:都與我無關
[00:07:45.280 --> 00:07:48.080]  我的阿媽她很會煮中國菜
[00:07:48.080 --> 00:07:55.680]  我的主人她煮中國菜很好
[00:07:55.680 --> 00:08:03.080]  她教我煮,給我錢買素材
[00:08:03.080 --> 00:08:09.280]  教我去買最好的食材
[00:08:09.280 --> 00:08:11.680]  在旁邊教我煮
[00:08:11.680 --> 00:08:16.880]  煮完之後有什麼不好的再幫我改善
[00:08:16.880 --> 00:08:24.080]  錢、知識、訓練全部是她給我的
[00:08:24.080 --> 00:08:26.880]  弟兄姐妹,你明白我的意思
[00:08:26.880 --> 00:08:30.880]  你今天可以成為盡前的人
[00:08:30.880 --> 00:08:44.680]  神的神能已經把關乎盡前生命的一切恩典都給你了
[00:08:44.680 --> 00:08:46.280]  不單這樣
[00:08:46.280 --> 00:08:49.480]  第四節你再看
[00:08:49.480 --> 00:08:55.080]  經文說:因此祂已將又寶貴又極大的應許賜給我們
[00:08:55.080 --> 00:08:58.480]  叫我們既脫離世上從情欲來的敗壞
[00:08:58.480 --> 00:09:01.680]  就得與神的性情有份
[00:09:01.680 --> 00:09:04.080]  對於將來
[00:09:04.080 --> 00:09:08.880]  聖經就說:神將一個極寶貴又極大的應許賜給我們
