
[00:00:00.000 --> 00:00:04.000]  我們今早一齊思想神自己的說話
[00:00:04.000 --> 00:00:08.000]  仍然是我們一路以來要看的哥倫多後書
[00:00:08.000 --> 00:00:10.000]  剛才我們所讀的那段哥倫多後書
[00:00:10.000 --> 00:00:13.000]  就是我們今天一齊要思想的神的說話
[00:00:13.000 --> 00:00:18.000]  哥倫多後書的第四章第七至第十五節
[00:00:18.000 --> 00:00:22.000]  在我們唐用聖經的新約一百九十七頁
[00:00:22.000 --> 00:00:29.000]  請我們大家一齊打開哥倫多後書第四章第七至第十五節
[00:00:29.000 --> 00:00:34.000]  第七至第十五節
[00:00:34.000 --> 00:00:36.000]  我們看一個侍奉神的人
[00:00:36.000 --> 00:00:40.000]  一個基督徒的生命氣質是怎樣
[00:00:40.000 --> 00:00:43.000]  剛才讀的時候我相信大家都很熟悉這段聖經
[00:00:43.000 --> 00:00:46.000]  尤其是當中有兩節我們看的時候
[00:00:46.000 --> 00:00:49.000]  很多的共鳴也有很多的嚮往
[00:00:49.000 --> 00:00:58.000]  第十節和第八節和第九節
[00:00:58.000 --> 00:01:03.000]  他說我們四面受敵不被困住
[00:01:03.000 --> 00:01:07.000]  心裏面作難也不至於失望
[00:01:07.000 --> 00:01:10.000]  遭逼迫不被凋棄
[00:01:10.000 --> 00:01:14.000]  打倒了也不至於死亡
[00:01:14.000 --> 00:01:15.000]  是不是
[00:01:15.000 --> 00:01:18.000]  是不是很嚮往這種生命的力量
[00:01:18.000 --> 00:01:22.000]  尤其是在我們今天的生活裏
[00:01:22.000 --> 00:01:23.000]  我們在香港
[00:01:23.000 --> 00:01:24.000]  我們的工作
[00:01:24.000 --> 00:01:25.000]  我們的家庭
[00:01:25.000 --> 00:01:27.000]  我們所面對的壓力
[00:01:27.000 --> 00:01:29.000]  很多時候我們真的四面受敵
[00:01:29.000 --> 00:01:30.000]  心裏面作難
[00:01:30.000 --> 00:01:33.000]  但竟然神有自己很奇妙的應許
[00:01:33.000 --> 00:01:35.000]  我們受困
[00:01:35.000 --> 00:01:37.000]  但不會困住
[00:01:37.000 --> 00:01:38.000]  作難
[00:01:38.000 --> 00:01:40.000]  但不會失望
[00:01:40.000 --> 00:01:43.000]  這個就是在聖經裏面給我們一個很奇妙
[00:01:43.000 --> 00:01:46.000]  也很嚮往的一種生命的情操
[00:01:46.000 --> 00:01:48.000]  不過大家當然要記住
[00:01:48.000 --> 00:01:50.000]  保羅聖經裏面所說的
[00:01:50.000 --> 00:01:52.000]  不是說一般的人
[00:01:52.000 --> 00:01:55.000]  神沒有應許每個人都可以是這樣
[00:01:55.000 --> 00:01:57.000]  他只是屬於那些相信神的人
[00:01:57.000 --> 00:01:59.000]  有信心的神的人
[00:01:59.000 --> 00:02:01.000]  和願意侍奉神的人
[00:02:01.000 --> 00:02:02.000]  對不對
[00:02:02.000 --> 00:02:03.000]  你不要以為
[00:02:03.000 --> 00:02:05.000]  四面受敵不被困住
[00:02:05.000 --> 00:02:06.000]  不一定的
[00:02:06.000 --> 00:02:11.000]  你炒麻煎餃四面受敵的時候
[00:02:11.000 --> 00:02:13.000]  你不一定不會被困住的
[00:02:13.000 --> 00:02:15.000]  你學人這樣狼人
[00:02:15.000 --> 00:02:16.000]  一鋪清袋
[00:02:16.000 --> 00:02:18.000]  可以死亡的
[00:02:18.000 --> 00:02:20.000]  被打到可以死的
[00:02:20.000 --> 00:02:23.000]  這裡不是說這一種
[00:02:23.000 --> 00:02:26.000]  說的是那些侍奉神的人
[00:02:26.000 --> 00:02:29.000]  有這一種不尋常的
[00:02:29.000 --> 00:02:32.000]  不同凡響的生命力
[00:02:32.000 --> 00:02:33.000]  應該被打到的時候
[00:02:33.000 --> 00:02:34.000]  竟然沒有被打到
[00:02:34.000 --> 00:02:36.000]  應該被困住的時候
[00:02:36.000 --> 00:02:37.000]  但困他不到
[00:02:37.000 --> 00:02:38.000]  為什麼呢
[00:02:38.000 --> 00:02:40.000]  這次我們要從這段聖經裏面
[00:02:40.000 --> 00:02:44.000]  看一個很重要的態度
[00:02:44.000 --> 00:02:48.000]  和有兩個相應而來的操練
[00:02:48.000 --> 00:02:49.000]  我們記住
[00:02:49.000 --> 00:02:51.000]  看看聖經裏面怎樣說
[00:02:51.000 --> 00:02:55.000]  首先能夠有這樣的生命力
[00:02:55.000 --> 00:02:56.000]  表現的人
[00:02:56.000 --> 00:02:59.000]  一個很重要的信念和態度
[00:02:59.000 --> 00:03:02.000]  就是我們很熟悉的第七節
[00:03:02.000 --> 00:03:03.000]  第七節
[00:03:03.000 --> 00:03:07.000]  那裡說我們有寶貝放在雅利夏戲裡
[00:03:07.000 --> 00:03:09.000]  要顯明自己莫大的能力
[00:03:09.000 --> 00:03:11.000]  是出於神
[00:03:11.000 --> 00:03:13.000]  不是出於我們
[00:03:13.000 --> 00:03:17.000]  這個就是那些能夠有這樣的生命氣質的人
[00:03:17.000 --> 00:03:21.000]  最重要的信念和態度
[00:03:21.000 --> 00:03:22.000]  不是每個人都有的
[00:03:22.000 --> 00:03:23.000]  不過有些人有
[00:03:23.000 --> 00:03:24.000]  什麼人呢
[00:03:24.000 --> 00:03:27.000]  就是寶貝在雅利夏戲裡的人
[00:03:27.000 --> 00:03:29.000]  這是一個很奇特
[00:03:29.000 --> 00:03:31.000]  但是也很深印象的一個形象
[00:03:31.000 --> 00:03:34.000]  一個雅利夏戲是最脆的
[00:03:34.000 --> 00:03:36.000]  最不經不起考驗的
[00:03:36.000 --> 00:03:38.000]  尤其是二千年前的雅利夏戲
[00:03:38.000 --> 00:03:39.000]  很差的
[00:03:39.000 --> 00:03:41.000]  沒有那麼高的科技
[00:03:41.000 --> 00:03:42.000]  一敲就爛了
[00:03:42.000 --> 00:03:43.000]  碰一下就爛了
[00:03:43.000 --> 00:03:45.000]  而且一點都不漂亮
[00:03:45.000 --> 00:03:49.000]  但是這個雅利夏戲是尋與別不同的雅利夏戲
[00:03:49.000 --> 00:03:51.000]  因為這個雅利夏戲裡有寶貝
[00:03:51.000 --> 00:03:53.000]  我相信大家明白這個意思
[00:03:53.000 --> 00:03:55.000]  就好像你和我都是一樣
[00:03:55.000 --> 00:03:57.000]  我們做基督徒和其他人都沒什麼分別
[00:03:57.000 --> 00:03:59.000]  我們都會有軟弱的時間
[00:03:59.000 --> 00:04:01.000]  我也有失敗的時間
[00:04:01.000 --> 00:04:02.000]  我也有被攻擊的時間
[00:04:02.000 --> 00:04:05.000]  你和我都有軟弱的身體病痛的時間
[00:04:05.000 --> 00:04:08.000]  我也有筋疲力竭的時間
[00:04:08.000 --> 00:04:10.000]  我也有挫敗的時間
[00:04:10.000 --> 00:04:11.000]  我也有難過的時間
[00:04:11.000 --> 00:04:12.000]  我也會流眼淚
[00:04:12.000 --> 00:04:13.000]  這和其他人一樣
[00:04:13.000 --> 00:04:14.000]  我們都是雅利夏戲
[00:04:14.000 --> 00:04:15.000]  不過
[00:04:15.000 --> 00:04:16.000]  基督徒有一樣不同
[00:04:16.000 --> 00:04:17.000]  因為我們雅利夏戲裡
[00:04:17.000 --> 00:04:19.000]  聖經說我們有寶貝
[00:04:19.000 --> 00:04:20.000]  這個就重要了
[00:04:20.000 --> 00:04:22.000]  寶貝在裡面就是神自己的生命
[00:04:22.000 --> 00:04:24.000]  神自己的同在
[00:04:24.000 --> 00:04:25.000]  聖靈的能力
[00:04:25.000 --> 00:04:27.000]  那個寶貝
[00:04:27.000 --> 00:04:31.000]  這個寶貝就發出了一種莫大的能力
[00:04:31.000 --> 00:04:33.000]  莫大這個字呢
[00:04:33.000 --> 00:04:35.000]  和合本譯到莫大
[00:04:35.000 --> 00:04:37.000]  新譯本譯到極大
[00:04:37.000 --> 00:04:39.000]  都譯不到那個味道
[00:04:39.000 --> 00:04:40.000]  英文譯本也好一點
[00:04:40.000 --> 00:04:41.000]  surpassing
[00:04:41.000 --> 00:04:43.000]  這個英文字真的找得出來
[00:04:43.000 --> 00:04:45.000]  原文這個希臘文
[00:04:45.000 --> 00:04:47.000]  這個Helperlain這個字呢
[00:04:47.000 --> 00:04:50.000]  那個字是過了界的意思
[00:04:50.000 --> 00:04:51.000]  就是這條界是什麼
[00:04:51.000 --> 00:04:53.000]  過了界
[00:04:53.000 --> 00:04:54.000]  過了界
[00:04:54.000 --> 00:04:55.000]  所以這裡所說的是
[00:04:55.000 --> 00:04:59.000]  神說要顯出那個過了界的能力
[00:04:59.000 --> 00:05:01.000]  過了界的能力在他身上
[00:05:01.000 --> 00:05:02.000]  什麼叫過了界
[00:05:02.000 --> 00:05:04.000]  過了界就是我們知道底線去到哪裡
[00:05:04.000 --> 00:05:05.000]  盡的了
[00:05:05.000 --> 00:05:06.000]  我的力量
[00:05:06.000 --> 00:05:07.000]  啊?
[00:05:07.000 --> 00:05:09.000]  誰知道寶貝發出能力的時候
[00:05:09.000 --> 00:05:10.000]  過了界的
[00:05:10.000 --> 00:05:12.000]  應該搞不定的了
[00:05:12.000 --> 00:05:13.000]  搞定了
[00:05:13.000 --> 00:05:14.000]  應該熬不了
[00:05:14.000 --> 00:05:15.000]  熬得了
[00:05:15.000 --> 00:05:17.000]  應該沒可能饒恕的了
[00:05:17.000 --> 00:05:18.000]  饒恕得了
[00:05:18.000 --> 00:05:19.000]  你明白嗎
[00:05:19.000 --> 00:05:21.000]  這種就是那種過界的能力
[00:05:21.000 --> 00:05:23.000]  基督徒有這種過界的能力
[00:05:23.000 --> 00:05:27.000]  就因為在那個寶貝發出來的能力
[00:05:27.000 --> 00:05:28.000]  不是那個雅氣
[00:05:28.000 --> 00:05:31.000]  雅氣在寶貝裡面有正面有反面的意思
[00:05:31.000 --> 00:05:33.000]  正面的意思就是說
[00:05:33.000 --> 00:05:36.000]  當我們四面受敵的時候
[00:05:36.000 --> 00:05:37.000]  我們被打倒的時候
[00:05:37.000 --> 00:05:38.000]  我們對自己說
[00:05:38.000 --> 00:05:40.000]  我們對神說
[00:05:40.000 --> 00:05:42.000]  我們對周圍的人都可以這樣說
[00:05:42.000 --> 00:05:44.000]  打倒的只不過是寶貝
[00:05:44.000 --> 00:05:46.000]  但是那個雅氣裡面
[00:05:46.000 --> 00:05:48.000]  打倒的只不過是雅氣
[00:05:48.000 --> 00:05:52.000]  雅氣裡面的寶貝發出的能力是不會被打倒的
[00:05:52.000 --> 00:05:56.000]  這個就是那種過了界的力量
[00:05:56.000 --> 00:05:57.000]  相反
[00:05:57.000 --> 00:05:59.000]  在反面來說
[00:05:59.000 --> 00:06:02.000]  當我們能夠有成就的時候
[00:06:02.000 --> 00:06:04.000]  當我們做到一些事情的時候
[00:06:04.000 --> 00:06:06.000]  你不要以為這個是雅氣
[00:06:06.000 --> 00:06:09.000]  是裡面寶貝發出來的能力
[00:06:09.000 --> 00:06:10.000]  你不要以為你多厲害
[00:06:10.000 --> 00:06:12.000]  別人讚我做得多好
[00:06:12.000 --> 00:06:13.000]  個個都做不到
[00:06:13.000 --> 00:06:14.000]  我行啊
[00:06:14.000 --> 00:06:16.000]  我的工作人人都說難做
[00:06:16.000 --> 00:06:17.000]  我竟然如魚得水
[00:06:17.000 --> 00:06:18.000]  你多厲害
[00:06:18.000 --> 00:06:19.000]  對不起
[00:06:19.000 --> 00:06:20.000]  如果你是基督徒的話
[00:06:20.000 --> 00:06:21.000]  神提醒你
[00:06:21.000 --> 00:06:23.000]  你記住你只是雅氣
[00:06:23.000 --> 00:06:25.000]  只不過是寶貝發出來的能力
[00:06:25.000 --> 00:06:27.000]  你不要這麼雅詫
[00:06:27.000 --> 00:06:29.000]  這個就是那個莫大的能力
[00:06:29.000 --> 00:06:32.000]  過了界的能力發出來的
[00:06:32.000 --> 00:06:34.000]  我覺得這個很有意思
[00:06:34.000 --> 00:06:37.000]  神將這個寶貝放在我們裡面
[00:06:37.000 --> 00:06:39.000]  不是因為我們有什麼能力
[00:06:39.000 --> 00:06:41.000]  老實說你和我都沒有什麼能力
[00:06:41.000 --> 00:06:42.000]  和其他人一樣
[00:06:42.000 --> 00:06:44.000]  為什麼別人打倒了又不行
[00:06:44.000 --> 00:06:45.000]  我們打倒了
[00:06:45.000 --> 00:06:47.000]  神可以有這樣的額外能力給我們
[00:06:47.000 --> 00:06:49.000]  因為有一個目的
[00:06:49.000 --> 00:06:51.000]  不是自己收藏著賣用的
[00:06:51.000 --> 00:06:58.000]  是要顯出這個過了界的莫大的能力
[00:06:58.000 --> 00:07:01.000]  顯出這個字在聖經裡面出現了三次
[00:07:01.000 --> 00:07:02.000]  一會兒我們看到
[00:07:02.000 --> 00:07:05.000]  我們每天常帶著耶穌基督的死
[00:07:05.000 --> 00:07:08.000]  看到耶穌基督的生都顯出來
[00:07:08.000 --> 00:07:09.000]  在我們生命顯出來
[00:07:09.000 --> 00:07:11.000]  顯出來的意思是什麼
[00:07:11.000 --> 00:07:13.000]  就是說的
[00:07:13.000 --> 00:07:15.000]  基督徒都show quality的
[00:07:15.000 --> 00:07:17.000]  show quality的
[00:07:17.000 --> 00:07:19.000]  不過基督徒的show quality和別人的show不同
[00:07:19.000 --> 00:07:20.000]  你明白嗎
[00:07:20.000 --> 00:07:22.000]  基督徒的show quality
[00:07:22.000 --> 00:07:23.000]  就是裝模作樣拿起手
[00:07:23.000 --> 00:07:25.000]  抬起勞力士的手
[00:07:25.000 --> 00:07:27.000]  或者是拿一張卡片出來對接
[00:07:27.000 --> 00:07:30.000]  四面都寫著什麼榮譽
[00:07:30.000 --> 00:07:32.000]  什麼什麼的
[00:07:32.000 --> 00:07:34.000]  不是要show這些quality
[00:07:34.000 --> 00:07:36.000]  但基督徒不只是藏起來
[00:07:36.000 --> 00:07:37.000]  基督徒要show quality
[00:07:37.000 --> 00:07:38.000]  要顯出來
[00:07:38.000 --> 00:07:39.000]  要顯出什麼
[00:07:39.000 --> 00:07:42.000]  要show給人看
[00:07:42.000 --> 00:07:44.000]  我本來做不到的
[00:07:44.000 --> 00:07:46.000]  因為神在我的生命裡面
[00:07:46.000 --> 00:07:49.000]  我竟然做到過了界的能力
[00:07:49.000 --> 00:07:52.000]  這就是基督徒的生命的矛盾性
[00:07:52.000 --> 00:07:54.000]  那種矛盾性就是我本來做不到
[00:07:54.000 --> 00:07:56.000]  我也是一個牙契
[00:07:56.000 --> 00:07:57.000]  但是你看看我這個牙契
[00:07:57.000 --> 00:07:58.000]  因為有寶貝在裡面
[00:07:58.000 --> 00:08:01.000]  竟然可以過了界
[00:08:01.000 --> 00:08:03.000]  show quality的基督徒
[00:08:03.000 --> 00:08:06.000]  我們有這樣的生命
[00:08:06.000 --> 00:08:08.000]  有這樣的信心
[00:08:08.000 --> 00:08:09.000]  有這樣的態度的時候
[00:08:09.000 --> 00:08:10.000]  那怎麼實踐
[00:08:10.000 --> 00:08:15.000]  能夠活出這種不同凡響的生命呢
