
[00:00:00.000 --> 00:00:03.640]  提摩太后回顧書,我們今天所說的經文就是
[00:00:03.640 --> 00:00:05.960]  不要以作見證為恥
[00:00:05.960 --> 00:00:12.060]  在這個暑假,其實由六月初開始
[00:00:12.060 --> 00:00:15.900]  我又開始第三次去跑宣導會
[00:00:15.900 --> 00:00:18.840]  一百二十一間堂會的行動
[00:00:18.840 --> 00:00:23.340]  過去兩次的經驗都跟這次差不多
[00:00:23.340 --> 00:00:26.180]  都是要付代價的
[00:00:26.180 --> 00:00:29.380]  除了乘車去到起點之外
[00:00:29.380 --> 00:00:30.980]  然後沿路跑
[00:00:30.980 --> 00:00:31.980]  有一次志明說
[00:00:31.980 --> 00:00:36.500]  喂,我看到你在九龍灣德福那裡跑
[00:00:36.500 --> 00:00:39.500]  希望不要嚇到志明
[00:00:39.500 --> 00:00:44.580]  有時候除了乘車以外,要付代價
[00:00:44.580 --> 00:00:46.580]  天氣熱,真的辛苦
[00:00:46.580 --> 00:00:49.280]  還有一次去到一間堂會
[00:00:49.280 --> 00:00:51.280]  發覺原來已經搬走了
[00:00:51.280 --> 00:00:52.880]  搬走了就不出聲
[00:00:52.880 --> 00:00:55.380]  告訴我嘛
[00:00:55.380 --> 00:00:58.380]  幸好下面的保安知道
[00:00:58.380 --> 00:00:59.380]  喂,你找什麼?
[00:00:59.380 --> 00:01:00.380]  找那間堂會
[00:01:00.380 --> 00:01:02.380]  搬了,搬了去另一個商場
[00:01:02.380 --> 00:01:04.380]  幸好他知道
[00:01:04.380 --> 00:01:07.380]  證明這間堂會真的好
[00:01:07.380 --> 00:01:08.380]  好見證
[00:01:08.380 --> 00:01:10.380]  保安都知道他們搬了
[00:01:10.380 --> 00:01:14.380]  所以就引導我去正確位置
[00:01:14.380 --> 00:01:18.380]  是辛苦的,跑這些堂會
[00:01:18.380 --> 00:01:22.380]  不過除了紀念他們的堂主任
[00:01:22.380 --> 00:01:25.380]  和這間堂會的發展之外
[00:01:25.380 --> 00:01:28.380]  其實在當中我們知道
[00:01:28.380 --> 00:01:31.380]  神的家建立在地上
[00:01:31.380 --> 00:01:34.380]  是要將福音廣傳作見證
[00:01:34.380 --> 00:01:39.380]  從來都沒有後悔做這些
[00:01:39.380 --> 00:01:43.380]  以跑步去守望堂會的需要
[00:01:43.380 --> 00:01:45.380]  是要堅持的
[00:01:45.380 --> 00:01:46.380]  是要付代價
[00:01:46.380 --> 00:01:47.380]  但是是值得的
[00:01:47.380 --> 00:01:50.380]  今天司徒保羅在這段經文
[00:01:50.380 --> 00:01:51.380]  他會告訴我
[00:01:51.380 --> 00:01:53.380]  他們雖然坐牢
[00:01:53.380 --> 00:01:55.380]  雖然受苦
[00:01:55.380 --> 00:01:57.380]  但是因為福音的緣故
[00:01:57.380 --> 00:02:00.380]  所以他引以為榮
[00:02:00.380 --> 00:02:02.380]  他從來都沒有看為羞恥
[00:02:02.380 --> 00:02:07.380]  並且他鼓勵提摩太太親愛的兒子
[00:02:07.380 --> 00:02:11.380]  和作為我們現今2000年後的信徒
[00:02:11.380 --> 00:02:15.380]  繼續為主作美好的見證
[00:02:15.380 --> 00:02:18.380]  保羅寫這封書信
[00:02:18.380 --> 00:02:20.380]  提摩太太前後書
[00:02:20.380 --> 00:02:25.380]  你會知道她在羅馬坐牢
[00:02:25.380 --> 00:02:27.380]  並且在四章六節
[00:02:27.380 --> 00:02:28.380]  她差不多的生命
[00:02:28.380 --> 00:02:29.380]  到終結
[00:02:29.380 --> 00:02:31.380]  將會被處死
[00:02:31.380 --> 00:02:34.380]  他寫這封書信給提摩太太
[00:02:34.380 --> 00:02:36.380]  最主要有兩個原因
[00:02:36.380 --> 00:02:37.380]  第一因為當時
[00:02:37.380 --> 00:02:40.380]  在第一世紀的60年代中期
[00:02:40.380 --> 00:02:42.380]  尼祿王掌權
[00:02:42.380 --> 00:02:43.380]  逼迫信徒
[00:02:43.380 --> 00:02:48.380]  所以很多教會都面對嚴峻的考驗
[00:02:48.380 --> 00:02:50.380]  同時提摩太太
[00:02:50.380 --> 00:02:53.380]  當時在爾伐所教會
[00:02:53.380 --> 00:02:55.380]  作為教導
[00:02:55.380 --> 00:02:56.380]  在四章一至五節
[00:02:56.380 --> 00:02:57.380]  也告訴我們
[00:02:57.380 --> 00:02:59.380]  有些人不聽提摩太太的教導
[00:02:59.380 --> 00:03:02.380]  所以這封書信特別是鼓勵
[00:03:02.380 --> 00:03:04.380]  勸勉提摩太太
[00:03:04.380 --> 00:03:07.380]  如何在當時的逆境當中
[00:03:07.380 --> 00:03:08.380]  持守真道
[00:03:08.380 --> 00:03:11.380]  繼續去做牧羊的工作
[00:03:11.380 --> 00:03:15.380]  一章八節
[00:03:15.380 --> 00:03:21.380]  不單止是金篇經文的中心思想
[00:03:21.380 --> 00:03:24.380]  亦是提摩太后書中
[00:03:24.380 --> 00:03:26.380]  一個很重要的思想
[00:03:26.380 --> 00:03:29.380]  就是不要以福音為恥
[00:03:29.380 --> 00:03:32.380]  當中在一章八節
[00:03:32.380 --> 00:03:33.380]  她說到
[00:03:33.380 --> 00:03:36.380]  你不要以給我們的主作見證為恥
[00:03:36.380 --> 00:03:40.380]  也不要以我者為主被囚的為恥
[00:03:40.380 --> 00:03:42.380]  總要按著神的能力
[00:03:42.380 --> 00:03:43.380]  與我為福音
[00:03:43.380 --> 00:03:44.380]  同受苦難
[00:03:44.380 --> 00:03:46.380]  同樣在第十二節
[00:03:46.380 --> 00:03:47.380]  也重覆一次
[00:03:47.380 --> 00:03:48.380]  為者緣故
[00:03:48.380 --> 00:03:50.380]  我也受者些苦難
[00:03:50.380 --> 00:03:52.380]  然而我不以為恥
[00:03:52.380 --> 00:03:55.380]  在這裡保留告訴提摩太太
[00:03:55.380 --> 00:03:57.380]  是的,我坐牢
[00:03:57.380 --> 00:03:58.380]  是的,沒錯
[00:03:58.380 --> 00:04:00.380]  我為主作見證
