
[00:00:00.000 --> 00:00:08.000]  請大家看一節聖經羅馬書第11章25節到26節
[00:00:08.000 --> 00:00:14.640]  羅馬書第11章25、26兩節
[00:00:14.640 --> 00:00:21.400]  弟兄們我不願意你們不知道這奧秘
[00:00:21.400 --> 00:00:24.500]  恐怕你們自以為聰明
[00:00:24.500 --> 00:00:28.700]  就是以色列人有幾分是硬心的
[00:00:29.200 --> 00:00:31.800]  等到外邦人的數目填滿了
[00:00:31.800 --> 00:00:35.700]  於是以色列全家都要得救
[00:00:35.700 --> 00:00:37.800]  如經上說記
[00:00:37.800 --> 00:00:41.500]  必有一位救主從西安出來
[00:00:41.500 --> 00:00:46.000]  要消除雅各加的一切罪惡
[00:00:46.000 --> 00:00:49.600]  在這裡提到奧秘兩個字
[00:00:49.600 --> 00:00:55.900]  以色列人在最後的時候要全家得救
[00:00:56.600 --> 00:00:59.600]  他們完全的歸向神
[00:00:59.600 --> 00:01:03.800]  接受耶穌基督做他們的救主
[00:01:03.800 --> 00:01:06.400]  做他們的彌賽亞
[00:01:06.400 --> 00:01:11.000]  這是我們今天看不透的一件事
[00:01:11.000 --> 00:01:13.500]  這是一個奧秘
[00:01:13.500 --> 00:01:21.500]  其實整個的以色列人的歷史是一個奧秘
[00:01:21.500 --> 00:01:26.000]  不單單他們將來得救是個奧秘
[00:01:26.100 --> 00:01:31.800]  他們整個的歷史都是一個奇妙的奧秘
[00:01:31.800 --> 00:01:36.200]  當我們回頭看以色列人的歷史的時候
[00:01:36.200 --> 00:01:41.600]  發現神在他們身上的作為何等的奇妙
[00:01:41.600 --> 00:01:46.100]  超過我們的意料之外之上
[00:01:46.100 --> 00:01:51.100]  我們看了過去就能夠增加我們對將來
[00:01:51.100 --> 00:01:54.900]  神對於以色列人歷史的信心
[00:01:55.700 --> 00:01:59.300]  如果在過去神一經行了神蹟
[00:01:59.300 --> 00:02:01.600]  簡選了以色列人
[00:02:01.600 --> 00:02:03.400]  保守了以色列人
[00:02:03.400 --> 00:02:05.400]  實用了以色列人
[00:02:05.400 --> 00:02:08.000]  做一個實物教材
[00:02:08.000 --> 00:02:10.100]  一個object lesson
[00:02:10.100 --> 00:02:14.800]  為了全世界的人來學神的功課
[00:02:14.800 --> 00:02:18.300]  如果在過去是這麼奇妙
[00:02:18.300 --> 00:02:22.700]  在將來也會同樣的奇妙
[00:02:23.300 --> 00:02:27.400]  所以我們今天晚上要把以色列人
[00:02:27.400 --> 00:02:32.800]  整個的歷史裡面奇妙的地方來看一看
[00:02:32.800 --> 00:02:37.700]  我們看過之後就會深深地感覺到
[00:02:37.700 --> 00:02:38.400]  是的
[00:02:38.400 --> 00:02:43.000]  以色列人實在是一個大的奧秘
[00:02:43.000 --> 00:02:43.900]  好
[00:02:43.900 --> 00:02:48.700]  現在我們就按照講義上所寫的
[00:02:48.700 --> 00:02:50.900]  一一的來看
[00:02:52.100 --> 00:02:54.300]  我們從A開始看
[00:02:54.300 --> 00:02:55.800]  A
[00:02:55.800 --> 00:03:00.200]  以色列人猛簡選是一個奧秘
[00:03:00.200 --> 00:03:03.100]  為什麼是一個奧秘呢
[00:03:03.100 --> 00:03:09.300]  因為以色列人是一個人少事微的一個民族
[00:03:09.300 --> 00:03:11.100]  一個小民族
[00:03:11.100 --> 00:03:12.600]  微不足道
[00:03:12.600 --> 00:03:16.000]  沒有什麼權勢
[00:03:16.000 --> 00:03:18.400]  受人的輕視
[00:03:19.700 --> 00:03:24.600]  當神簡選他們的始祖亞伯拉罕的時候
[00:03:24.600 --> 00:03:28.200]  他們不過是一個小家族而已
[00:03:28.200 --> 00:03:34.200]  他們那個時候過著漂流的生活
[00:03:34.200 --> 00:03:38.500]  他們沒有任何值得神簡選的條件
[00:03:38.500 --> 00:03:43.000]  然而神在萬國中簡選了他們
[00:03:43.000 --> 00:03:48.400]  這是一件我們想不透的事
[00:03:48.600 --> 00:03:53.100]  其實我們從這件事也可以想到
[00:03:53.100 --> 00:03:58.500]  神拯救我們也是一樣性質的一件事
[00:03:58.500 --> 00:04:00.900]  我們是罪人
[00:04:00.900 --> 00:04:03.400]  我們是微不足道的人
[00:04:03.400 --> 00:04:07.400]  但是神在基督裡拯救我們
[00:04:07.400 --> 00:04:09.800]  是我們做他的兒女
[00:04:09.800 --> 00:04:14.600]  能夠將來享受永恆的恩典和榮耀
[00:04:16.100 --> 00:04:22.200]  我記得讀過這樣的關於威斯理的一件事
[00:04:22.200 --> 00:04:25.300]  有人這樣說
[00:04:25.300 --> 00:04:28.400]  就問威斯理說
[00:04:28.400 --> 00:04:35.500]  為什麼神拯救一些微不足道的人
[00:04:35.500 --> 00:04:38.200]  一些人看不起的人
[00:04:38.200 --> 00:04:43.100]  為什麼神不拯救那些有地位有權勢的人
[00:04:43.100 --> 00:04:45.200]  是他更多的榮耀呢
[00:04:46.200 --> 00:04:48.500]  威斯理就這樣回答說
[00:04:48.500 --> 00:04:51.200]  神為什麼這樣做我不知道
[00:04:51.200 --> 00:04:53.100]  但是有一件事我知道
[00:04:53.100 --> 00:04:55.200]  像我這樣的一個罪人
[00:04:55.200 --> 00:04:59.200]  神竟然拯救了我
[00:04:59.200 --> 00:05:01.900]  這是我要永遠感恩的
[00:05:01.900 --> 00:05:03.000]  我不配
[00:05:03.000 --> 00:05:05.000]  神拯救了我
[00:05:05.000 --> 00:05:08.200]  神所拯救的人都是不配的
[00:05:08.200 --> 00:05:10.800]  人是看外貌
[00:05:10.800 --> 00:05:12.500]  神是看內心
[00:05:12.700 --> 00:05:17.400]  人只注意人的地位權勢外貌
[00:05:17.400 --> 00:05:20.400]  但是神看每一個人的靈魂
[00:05:20.400 --> 00:05:23.900]  都是同樣的寶貴有價值
[00:05:23.900 --> 00:05:25.500]  所以在神的眼中
[00:05:25.500 --> 00:05:27.500]  一切的人都是平等的
[00:05:27.500 --> 00:05:31.800]  所以我們的價值不在於我們有多少錢
[00:05:31.800 --> 00:05:33.400]  有多少學問
[00:05:33.400 --> 00:05:34.800]  有多少地位
[00:05:34.800 --> 00:05:36.400]  那些都要過去
[00:05:36.400 --> 00:05:38.600]  在神的眼中是微不足道的
[00:05:38.800 --> 00:05:41.000]  他看我們每一個人的靈魂
[00:05:41.000 --> 00:05:43.500]  都是非常的寶貴
[00:05:43.500 --> 00:05:47.000]  現在我們看B
[00:05:47.000 --> 00:05:50.600]  伊斯列人的獨神信仰
[00:05:50.600 --> 00:05:52.500]  也是一個奧秘
[00:05:52.500 --> 00:05:56.700]  整個人類的宗教歷史裡面
[00:05:56.700 --> 00:06:00.300]  都是充滿了多神教的色彩
[00:06:00.300 --> 00:06:03.800]  全世界都是這樣
