
[00:00:00.000 --> 00:00:16.000]  雖然今天又有風球,又有雨,但是各位弟兄姊妹仍然來赴會。
[00:00:16.000 --> 00:00:29.000]  在這十天裏面,這是第三次的打風,好像風很歡喜這個禮拜。
[00:00:29.000 --> 00:00:35.000]  或者說風很注意這個禮拜。
[00:00:35.000 --> 00:00:44.000]  在風雨之中,我們親近主,領受主的話,
[00:00:44.000 --> 00:01:02.000]  這樣的歡喜的、順服的、恭敬的聚集在主的面前,求主賜給我們真正需要的信息。
[00:01:02.000 --> 00:01:22.000]  培靈會沒有用,除非我們用信心和順服來接受主的話,
[00:01:22.000 --> 00:01:35.000]  我們願意完全謙卑在主的面前,應該破碎的求主破碎,
[00:01:35.000 --> 00:01:40.000]  破碎以後就能夠建立。
[00:01:40.000 --> 00:01:47.000]  今天晚上我們來到第八座山,
[00:01:47.000 --> 00:01:57.000]  第八座山就是加密山上的經歷,在加密山上的經歷,我們給這個經歷起一個名字,
[00:01:57.000 --> 00:02:03.000]  我們給這個經歷起一個名字,就是全心全意歸向神,
[00:02:03.000 --> 00:02:09.000]  在全心全意歸向神,就是靈層高處的表現,
[00:02:09.000 --> 00:02:17.000]  一個屬神的人,全心全意的向著神,
[00:02:17.000 --> 00:02:20.000]  一個屬神的人,全心全意的歸向神,
[00:02:20.000 --> 00:02:25.000]  我們的經文是在舊約《獵王記》上十八章,
[00:02:25.000 --> 00:02:29.000]  我們的經文是在舊約《獵王記》上的十八章,
[00:02:29.000 --> 00:02:32.000]  《獵王記》上十八章,
[00:02:32.000 --> 00:02:34.000]  《獵王記》上十八章,
[00:02:34.000 --> 00:02:36.000]  在這章的下半章裡面,
[00:02:36.000 --> 00:02:39.000]  在這章的下半章裡面,
[00:02:39.000 --> 00:02:43.000]  就是從第十八節開始,
[00:02:43.000 --> 00:02:45.000]  就是從十八節開始,
[00:02:45.000 --> 00:02:46.000]  一直到末了,
[00:02:46.000 --> 00:02:48.000]  一直到末了,
[00:02:48.000 --> 00:02:52.000]  當時伊利亞在加密山上,
[00:02:52.000 --> 00:02:55.000]  當時伊利亞在加密山上,
[00:02:55.000 --> 00:02:58.000]  他為耶和華作見證,
[00:02:58.000 --> 00:03:00.000]  他為耶和華作見證,
[00:03:00.000 --> 00:03:03.000]  也有許多的伊斯蘭人和他兒童在那裡,
[00:03:03.000 --> 00:03:06.000]  也有許多的伊斯蘭人和他兒童在那裡,
[00:03:06.000 --> 00:03:11.000]  也有巴黎的先知和亞瑟拉的先知也在那裡,
[00:03:11.000 --> 00:03:14.000]  也有巴黎的先知和亞瑟拉的先知也在那裡,
[00:03:14.000 --> 00:03:17.000]  我們在這一段的經文裡面,
[00:03:17.000 --> 00:03:20.000]  我們在這一段的經文裡面,
[00:03:20.000 --> 00:03:24.000]  看見兩種的情形,
[00:03:24.000 --> 00:03:26.000]  成為一個強烈的對比,
[00:03:26.000 --> 00:03:28.000]  成為一個強烈的對比,
[00:03:28.000 --> 00:03:32.000]  一方面我們看見伊斯蘭人一般的情形,
[00:03:32.000 --> 00:03:35.000]  一方面我們看見伊斯蘭人一般的情形,
[00:03:35.000 --> 00:03:37.000]  他們心知兩意,
[00:03:37.000 --> 00:03:39.000]  他們心持異議,
[00:03:39.000 --> 00:03:42.000]  也就是三心兩意,
[00:03:42.000 --> 00:03:44.000]  也就是說三心兩意,
[00:03:44.000 --> 00:03:47.000]  他們半信半義向著耶和華,
[00:03:47.000 --> 00:03:50.000]  他們半信半義向著耶和華,
[00:03:50.000 --> 00:03:52.000]  另外一方面,
[00:03:52.000 --> 00:03:55.000]  我們看見先知伊利亞,
[00:03:55.000 --> 00:03:57.000]  我們看見先知伊利亞,
[00:03:57.000 --> 00:04:00.000]  他是全心全意向著耶和華,
[00:04:00.000 --> 00:04:03.000]  他是全心全意向著耶和華,
[00:04:03.000 --> 00:04:05.000]  在這一座山上,
[00:04:05.000 --> 00:04:08.000]  我們看見強烈的對比,
[00:04:08.000 --> 00:04:09.000]  在這一座山上,
[00:04:09.000 --> 00:04:11.000]  我們看見強烈的對比,
[00:04:11.000 --> 00:04:14.000]  我們先詳細的看一看,
[00:04:14.000 --> 00:04:17.000]  當時伊斯蘭人一般的情形,
[00:04:17.000 --> 00:04:20.000]  我們先看一下當時伊斯蘭人一般的情形,
[00:04:20.000 --> 00:04:22.000]  請看第21節,
[00:04:22.000 --> 00:04:24.000]  請看第21節,
[00:04:24.000 --> 00:04:27.000]  列王記上十八章21節,
[00:04:27.000 --> 00:04:29.000]  伊利亞前來對眾民說,
[00:04:29.000 --> 00:04:32.000]  你們心持兩意要到幾時呢?
[00:04:32.000 --> 00:04:35.000]  若耶和華是神,就當順從耶和華;
[00:04:35.000 --> 00:04:38.000]  若巴力是神,就當順從巴力。
[00:04:38.000 --> 00:04:40.000]  眾民一言不答。
[00:04:40.000 --> 00:04:43.000]  當時伊利亞對伊斯蘭人說,
