
[00:00:00.000 --> 00:00:07.000]  今日我們的崇拜繼續是一直以來的上行之師的系列
[00:00:07.000 --> 00:00:10.000]  大家知道120篇至到134篇
[00:00:10.000 --> 00:00:13.000]  這15篇的詩篇我們叫上行之師
[00:00:13.000 --> 00:00:15.000]  這個上行之師很美麗
[00:00:15.000 --> 00:00:17.000]  也不是很長的詩歌
[00:00:17.000 --> 00:00:21.000]  但是當中有很寶貴的神自己的說話
[00:00:21.000 --> 00:00:23.000]  和他自己的真理
[00:00:23.000 --> 00:00:25.000]  我們打開130篇
[00:00:25.000 --> 00:00:27.000]  詩篇130篇
[00:00:27.000 --> 00:00:30.000]  就是這一篇的上行之師
[00:00:30.000 --> 00:00:34.000]  我記得我自己在北宣家
[00:00:34.000 --> 00:00:38.000]  也斷斷續續說了幾篇的上行之師
[00:00:38.000 --> 00:00:41.000]  我覺得上行之師其中一個很美麗的地方
[00:00:41.000 --> 00:00:42.000]  他不是很長
[00:00:42.000 --> 00:00:44.000]  但是有些很精的說話
[00:00:44.000 --> 00:00:46.000]  他有很美麗的名句
[00:00:46.000 --> 00:00:48.000]  我們叫金句
[00:00:48.000 --> 00:00:49.000]  看你還記不記得
[00:00:49.000 --> 00:00:52.000]  我在大家當中也說過有幾篇的詩篇
[00:00:52.000 --> 00:00:54.000]  譬如123篇我們也很記得
[00:00:54.000 --> 00:00:55.000]  很美麗的句子
[00:00:55.000 --> 00:01:00.000]  他說僕人如何仰望他主人的手
[00:01:00.000 --> 00:01:03.000]  婢女如何仰望他主母的手
[00:01:03.000 --> 00:01:07.000]  我們的眼睛也照樣仰望耶和華
[00:01:07.000 --> 00:01:08.000]  我們的神
[00:01:08.000 --> 00:01:09.000]  是不是很美麗
[00:01:09.000 --> 00:01:10.000]  很記得這些說話
[00:01:10.000 --> 00:01:12.000]  一想起那篇詩篇就想起這些說話
[00:01:12.000 --> 00:01:15.000]  詩篇126篇我們也和大家說過
[00:01:15.000 --> 00:01:17.000]  流淚殺腫的
[00:01:17.000 --> 00:01:19.000]  必歡呼收乾
[00:01:19.000 --> 00:01:20.000]  大家都很記得
[00:01:20.000 --> 00:01:21.000]  很美麗
[00:01:21.000 --> 00:01:23.000]  詩篇130篇也有些很美麗的說話
[00:01:23.000 --> 00:01:24.000]  金句的
[00:01:24.000 --> 00:01:26.000]  我相信大家特別會記得
[00:01:26.000 --> 00:01:29.000]  剛才我們所讀那一節的聖經第五節說
[00:01:29.000 --> 00:01:31.000]  我的心仰望主
[00:01:31.000 --> 00:01:35.000]  聖於守夜的等候天亮
[00:01:35.000 --> 00:01:37.000]  再說一次
[00:01:37.000 --> 00:01:40.000]  聖於守夜的等候天亮
[00:01:40.000 --> 00:01:43.000]  很安慰很舒服的訊息
[00:01:43.000 --> 00:01:46.000]  我的心等候我的主
[00:01:46.000 --> 00:01:48.000]  我記得好幾年前
[00:01:48.000 --> 00:01:50.000]  有位弟兄和我聊天的時候
[00:01:50.000 --> 00:01:53.000]  就分享到這節聖經對他很大的鼓勵
[00:01:53.000 --> 00:01:55.000]  因為當時他在人生裏面
[00:01:55.000 --> 00:01:58.000]  一些很困難的黑暗的時間
[00:01:58.000 --> 00:02:00.000]  那時候好像晚上一樣
[00:02:00.000 --> 00:02:02.000]  他說這句聖經特別鼓勵了他
[00:02:02.000 --> 00:02:05.000]  好像守夜的等候天亮
[00:02:05.000 --> 00:02:06.000]  天亮一定會來
[00:02:06.000 --> 00:02:08.000]  這個就是他和我分享
[00:02:08.000 --> 00:02:11.000]  當時我不是很好意思不想改正他
[00:02:11.000 --> 00:02:13.000]  因為其實他解錯了聖經
[00:02:13.000 --> 00:02:17.000]  不過既然弟兄這麼有感受
[00:02:17.000 --> 00:02:20.000]  讓神的說話幫助他也是好的
[00:02:20.000 --> 00:02:22.000]  但是如果看回詩篇134篇
[00:02:22.000 --> 00:02:26.000]  134篇不是說一個人有困難
[00:02:26.000 --> 00:02:28.000]  黑夜的困境的時候
[00:02:28.000 --> 00:02:33.000]  等候天亮的盼望和神自己的拯救
[00:02:33.000 --> 00:02:36.000]  詩篇134篇裏面說這句話
[00:02:36.000 --> 00:02:41.000]  是說一個詩人他在神面前痛悔認罪
[00:02:41.000 --> 00:02:44.000]  到一個地步心裏面很難過
[00:02:44.000 --> 00:02:48.000]  在黑夜裏面他等候神對他的赦免
[00:02:50.000 --> 00:02:51.000]  你看看是不是
[00:02:51.000 --> 00:02:54.000]  1至4節裏面根本就是在說這件事
[00:02:54.000 --> 00:02:56.000]  尤其是第3第4節很清楚
[00:02:56.000 --> 00:02:58.000]  詩人不是在說我們人生有困境
[00:02:58.000 --> 00:03:00.000]  神會幫助我們
[00:03:00.000 --> 00:03:02.000]  當然是神一定會幫助我們
[00:03:02.000 --> 00:03:05.000]  不過在這一節的聖經不是在說這件事
[00:03:05.000 --> 00:03:07.000]  今天我們特別要學習一個
[00:03:07.000 --> 00:03:08.000]  留心一個
[00:03:08.000 --> 00:03:11.000]  我自己覺得我們近代的基督徒
[00:03:11.000 --> 00:03:12.000]  尤其是香港的基督徒
[00:03:12.000 --> 00:03:15.000]  我們失落了傳統和藝術
[00:03:15.000 --> 00:03:19.000]  就是那種認罪的深切的那種懺悔的感覺
[00:03:19.000 --> 00:03:21.000]  我不是說笑
[00:03:21.000 --> 00:03:23.000]  你回顧一下
[00:03:23.000 --> 00:03:25.000]  你檢討一下昨天
[00:03:25.000 --> 00:03:28.000]  你認罪的禱告是不是多麼的頻繁
[00:03:28.000 --> 00:03:31.000]  你回顧一下你過去這個禮拜
[00:03:31.000 --> 00:03:33.000]  你的認罪的禱告有什麼的內容
[00:03:33.000 --> 00:03:35.000]  有沒有像詩人第一節那樣
[00:03:35.000 --> 00:03:36.000]  我從深處
[00:03:36.000 --> 00:03:40.000]  我心裏面主人向你呼求
[00:03:40.000 --> 00:03:41.000]  向你求告
[00:03:41.000 --> 00:03:42.000]  什麼呀
[00:03:42.000 --> 00:03:44.000]  第3第4節說主耶和華
[00:03:44.000 --> 00:03:47.000]  如果你監察罪業追究罪業的話
[00:03:47.000 --> 00:03:50.000]  誰能夠站立得住呢
[00:03:50.000 --> 00:03:51.000]  但是我多謝你
[00:03:51.000 --> 00:03:53.000]  因為你有赦罪之恩
[00:03:53.000 --> 00:03:54.000]  所以我沒有其他的選擇
[00:03:54.000 --> 00:03:56.000]  我只能夠在你面前來敬畏你
[00:03:56.000 --> 00:03:58.000]  你有沒有這種心境
[00:03:58.000 --> 00:04:00.000]  你過去這個禮拜裏面
[00:04:00.000 --> 00:04:01.000]  在神面前認罪的時候
[00:04:01.000 --> 00:04:04.000]  有沒有這種這樣深深懺悔
[00:04:04.000 --> 00:04:06.000]  又向神發出呼求
[00:04:06.000 --> 00:04:08.000]  求祂則以而聽
[00:04:08.000 --> 00:04:10.000]  來赦免你的罪的感覺
[00:04:10.000 --> 00:04:12.000]  真的有時候覺得我們
[00:04:12.000 --> 00:04:14.000]  這個世界可能比較世俗化了
[00:04:14.000 --> 00:04:16.000]  我們周圍的環境
[00:04:16.000 --> 00:04:18.000]  沒有提醒我們
[00:04:18.000 --> 00:04:20.000]  我們事實上是得罪神
[00:04:20.000 --> 00:04:25.000]  為什麼詩人有這種這麼深的情操呢
[00:04:25.000 --> 00:04:27.000]  我希望今天我們藉著這篇詩篇
[00:04:27.000 --> 00:04:29.000]  我們一起來做一個反省
[00:04:29.000 --> 00:04:31.000]  來對比回顧好嗎
[00:04:31.000 --> 00:04:34.000]  詩人在這篇詩篇裏面
[00:04:34.000 --> 00:04:36.000]  是一個認罪的詩篇
[00:04:36.000 --> 00:04:38.000]  認罪的禱告
[00:04:38.000 --> 00:04:39.000]  這個認罪的禱告裏面
[00:04:39.000 --> 00:04:43.000]  我覺得詩人的秘訣有三個動作
[00:04:43.000 --> 00:04:47.000]  我想用裏面三個字眼來提醒我們
[00:04:47.000 --> 00:04:49.000]  詩人如何去認罪呢
[00:04:49.000 --> 00:04:50.000]  有三個字眼
[00:04:50.000 --> 00:04:51.000]  首先第一
[00:04:51.000 --> 00:04:52.000]  就是第一節和第二節
[00:04:52.000 --> 00:04:54.000]  詩人的心向著神
[00:04:54.000 --> 00:04:57.000]  整個人全人的向著神
[00:04:57.000 --> 00:04:58.000]  為了罪在神面前
[00:04:58.000 --> 00:05:00.000]  毫無保留地向著神
[00:05:00.000 --> 00:05:02.000]  因為第一節很有意思
[00:05:02.000 --> 00:05:03.000]  我的心存
[00:05:03.000 --> 00:05:05.000]  我從心存這句話
[00:05:05.000 --> 00:05:07.000]  其實變成拉丁文
[00:05:07.000 --> 00:05:08.000]  (拉丁文)
[00:05:08.000 --> 00:05:09.000]  這個字
[00:05:09.000 --> 00:05:13.000]  就是成為從中世紀一直到現在
[00:05:13.000 --> 00:05:16.000]  很多詩歌的主題
[00:05:16.000 --> 00:05:18.000]  就是用這篇詩篇來做主題
[00:05:18.000 --> 00:05:20.000]  是一種懺悔的詩篇
[00:05:20.000 --> 00:05:23.000]  有時我發覺我們近來這十年
[00:05:23.000 --> 00:05:25.000]  我不是批評甚麼
[00:05:25.000 --> 00:05:27.000]  很多很好的新的詩歌
[00:05:27.000 --> 00:05:30.000]  但我做過一些簡單的內容分析
[00:05:30.000 --> 00:05:31.000]  總結
[00:05:31.000 --> 00:05:34.000]  我發覺主題裏面很多是讚美的
[00:05:34.000 --> 00:05:37.000]  很多是很有情的
[00:05:37.000 --> 00:05:38.000]  很多是很浪漫的
[00:05:38.000 --> 00:05:40.000]  和耶穌基督的關係
[00:05:40.000 --> 00:05:41.000]  很感性的
[00:05:41.000 --> 00:05:43.000]  很多是對人生沒有把握
[00:05:43.000 --> 00:05:45.000]  但神的恩典和證據
[00:05:45.000 --> 00:05:47.000]  有生命的改變
[00:05:47.000 --> 00:05:48.000]  這些都是好的題目
[00:05:48.000 --> 00:05:49.000]  但我發現一樣東西
[00:05:49.000 --> 00:05:50.000]  是很缺乏的主題
[00:05:50.000 --> 00:05:51.000]  就是認罪
[00:05:51.000 --> 00:05:53.000]  認錯認罪
[00:05:53.000 --> 00:05:55.000]  深切在神面前的認罪
[00:05:55.000 --> 00:05:56.000]  你看看比較幾百年前的詩歌
[00:05:56.000 --> 00:05:57.000]  就很不同
[00:05:57.000 --> 00:06:00.000]  很多這些很深切認罪的詩歌
[00:06:00.000 --> 00:06:03.000]  恐怕這是我們失落了的傳統
[00:06:03.000 --> 00:06:05.000]  為甚麼會這樣呢
[00:06:05.000 --> 00:06:07.000]  詩人說我學習
[00:06:07.000 --> 00:06:10.000]  第一我向神呼求
[00:06:10.000 --> 00:06:12.000]  第二個動作
[00:06:12.000 --> 00:06:14.000]  就是剛才我們所讀的第五節
[00:06:14.000 --> 00:06:18.000]  我等候他自己對我的赦免
[00:06:18.000 --> 00:06:20.000]  我向神呼求
[00:06:20.000 --> 00:06:22.000]  我等候從他而來的赦免
[00:06:22.000 --> 00:06:24.000]  一上一落
[00:06:24.000 --> 00:06:25.000]  然後第三
[00:06:25.000 --> 00:06:29.000]  中文聖經無論是新譯本和和學本
[00:06:29.000 --> 00:06:31.000]  我都覺得翻譯不到那種味道
[00:06:31.000 --> 00:06:34.000]  第五和第七節其實出現了同一個字
[00:06:34.000 --> 00:06:36.000]  就是hope
[00:06:36.000 --> 00:06:37.000]  盼望
[00:06:37.000 --> 00:06:40.000]  詩人說我祈求他
[00:06:40.000 --> 00:06:42.000]  向他認罪
[00:06:42.000 --> 00:06:44.000]  我又等候他的赦免之後
[00:06:44.000 --> 00:06:47.000]  我心裏面有一種很深的把握
[00:06:47.000 --> 00:06:48.000]  因為我有盼望
[00:06:48.000 --> 00:06:52.000]  我盼望第五節是建築在神的話和他的英語上
[00:06:52.000 --> 00:06:58.000]  第七節是我的盼望建築在神自己的性格上
[00:06:58.000 --> 00:07:00.000]  因為我知道我認識我的神
[00:07:00.000 --> 00:07:01.000]  祂是慈愛的
[00:07:01.000 --> 00:07:03.000]  祂是必定有豐盛的救恩
[00:07:03.000 --> 00:07:08.000]  所以最後這個很懺悔很痛楚的第一節開始的認罪
[00:07:08.000 --> 00:07:11.000]  最後結束的時候是一個寬延的把握
[00:07:11.000 --> 00:07:13.000]  因為我知道我的神一定赦免我
[00:07:13.000 --> 00:07:16.000]  這種認罪的深切
[00:07:16.000 --> 00:07:21.000]  神必定赦免的把握和平安
[00:07:21.000 --> 00:07:26.000]  就是詩人短短的幾節聖經裏面那種心境的描述
[00:07:26.000 --> 00:07:27.000]  三個動作
[00:07:27.000 --> 00:07:29.000]  呼求
[00:07:29.000 --> 00:07:30.000]  等候
[00:07:30.000 --> 00:07:32.000]  然後盼望
[00:07:32.000 --> 00:07:36.000]  我們再深入一點看看這三個動作裏面
[00:07:36.000 --> 00:07:39.000]  詩人怎樣給我一個好的榜樣
[00:07:39.000 --> 00:07:47.000]  能夠成為一個懂得祈求神赦罪懺悔的這種肅靈的情操
[00:07:47.000 --> 00:07:51.000]  首先我們說為何詩人可以這樣呼求
[00:07:51.000 --> 00:07:55.000]  cry to英文譯做cry to
[00:07:55.000 --> 00:07:56.000]  呼求
[00:07:56.000 --> 00:07:59.000]  你說好像中文不是這樣
[00:07:59.000 --> 00:08:01.000]  和合本譯做求告
[00:08:01.000 --> 00:08:02.000]  我覺得新譯本譯也好一點
[00:08:02.000 --> 00:08:04.000]  他是一個呼求
[00:08:04.000 --> 00:08:06.000]  很懇切的呼求
[00:08:06.000 --> 00:08:09.000]  第二節他還說到我懇求你
[00:08:09.000 --> 00:08:11.000]  求你側耳聽我
[00:08:11.000 --> 00:08:13.000]  留心聽我
[00:08:13.000 --> 00:08:15.000]  很留心的聽我
[00:08:15.000 --> 00:08:16.000]  為了甚麼
[00:08:16.000 --> 00:08:18.000]  因為我在你面前得罪你
[00:08:18.000 --> 00:08:20.000]  我犯罪
[00:08:20.000 --> 00:08:22.000]  剛才我們說為何我們現在
[00:08:22.000 --> 00:08:26.000]  你和我失去了這種這麼深切的事實
[00:08:26.000 --> 00:08:31.000]  應該去在神面前認罪難過的心境
[00:08:31.000 --> 00:08:34.000]  我知道大家都有求赦免的禱告
[00:08:34.000 --> 00:08:36.000]  尤其是我們搞了一大單事出來之後
[00:08:36.000 --> 00:08:38.000]  我們禱告都很懇切的
[00:08:38.000 --> 00:08:40.000]  因為怕神罰
[00:08:40.000 --> 00:08:42.000]  但我不是說那些
[00:08:42.000 --> 00:08:44.000]  而是我們經常在神面前
[00:08:44.000 --> 00:08:46.000]  有沒有這種這麼深的懺悔
[00:08:46.000 --> 00:08:48.000]  有時我覺得自己都不是這麼差
[00:08:48.000 --> 00:08:50.000]  那種就是很虛偽的
[00:08:50.000 --> 00:08:52.000]  這個分別就在這裏
[00:08:52.000 --> 00:08:54.000]  詩人有三個的秘訣在聖經裏面
[00:08:54.000 --> 00:08:58.000]  提醒我們為何他可以這樣懺悔而我們沒有呢
[00:08:58.000 --> 00:09:00.000]  第一標準的問題
[00:09:00.000 --> 00:09:02.000]  因為聖經裏面說
[00:09:02.000 --> 00:09:06.000]  為何詩人認為他自己可以這樣懺悔
[00:09:06.000 --> 00:09:09.000]  因為第三節說主耶和華
[00:09:09.000 --> 00:09:12.000]  如果是你就察罪孽
[00:09:12.000 --> 00:09:13.000]  這裏說了兩件事
[00:09:13.000 --> 00:09:17.000]  第一他知道他的標準不是和其他人比較而來
[00:09:17.000 --> 00:09:19.000]  他的標準是和上帝耶和華自己
[00:09:19.000 --> 00:09:21.000]  你是監察罪孽的
[00:09:21.000 --> 00:09:22.000]  現在我向你呼求的時候
[00:09:22.000 --> 00:09:24.000]  我看著你不是看著周圍的人
[00:09:24.000 --> 00:09:26.000]  一個人如果看著周圍的人
[00:09:26.000 --> 00:09:28.000]  你可能都覺得自己不錯
[00:09:28.000 --> 00:09:30.000]  我不是說你騙自己
[00:09:30.000 --> 00:09:31.000]  我們作為基督徒
[00:09:31.000 --> 00:09:32.000]  我想比較起你的同事
[00:09:32.000 --> 00:09:34.000]  比較起你的家人
[00:09:34.000 --> 00:09:36.000]  都差不多的
[00:09:36.000 --> 00:09:38.000]  但是當你向著神來看的時候
[00:09:38.000 --> 00:09:40.000]  看到他的標準的時候
[00:09:40.000 --> 00:09:42.000]  你就知道自己不行
[00:09:42.000 --> 00:09:44.000]  我記得當我讀大學的時候
[00:09:44.000 --> 00:09:46.000]  向一個大學的同學傳福音
[00:09:46.000 --> 00:09:49.000]  那個同學沒有任何的基督教背景
[00:09:49.000 --> 00:09:50.000]  他都不是讀基督教學校
[00:09:50.000 --> 00:09:52.000]  進大學才能夠接觸到
[00:09:52.000 --> 00:09:53.000]  向他傳福音的時候
[00:09:53.000 --> 00:09:54.000]  他都很有興趣
[00:09:54.000 --> 00:09:55.000]  不過他經常覺得你們基督徒
[00:09:55.000 --> 00:09:56.000]  經常說人有罪
[00:09:56.000 --> 00:09:57.000]  就不是很好聽
[00:09:57.000 --> 00:09:59.000]  就不是覺得很不舒服
[00:09:59.000 --> 00:10:01.000]  我不覺得自己很差
[00:10:01.000 --> 00:10:02.000]  你經常說我們有罪
[00:10:02.000 --> 00:10:03.000]  人要認罪要悔改
