
[00:00:00.000 --> 00:00:06.000]  大家好,我是范俊豪牧師
[00:00:06.000 --> 00:00:08.440]  今天很希望和大家介紹一本書
[00:00:08.440 --> 00:00:12.280]  這本書是由世界知名的火學家
[00:00:12.280 --> 00:00:14.320]  意大利的Umberto Eco
[00:00:14.320 --> 00:00:17.720]  在1980年,他48歲的時候
[00:00:17.720 --> 00:00:20.200]  所寫成的第一本小說
[00:00:20.200 --> 00:00:23.720]  《玫瑰的名字》
[00:00:23.720 --> 00:00:27.480]  這本書作為一個大學的教授
[00:00:27.480 --> 00:00:30.080]  所寫的第一本小說
[00:00:30.080 --> 00:00:32.720]  到底有什麼特別的地方呢?
[00:00:32.720 --> 00:00:35.440]  表面看來好像是很沉悶
[00:00:35.440 --> 00:00:39.600]  一個火學家和我們說中世紀、十四世紀
[00:00:39.600 --> 00:00:43.720]  在修院裡面發生的謀殺案
[00:00:43.720 --> 00:00:45.760]  到底有什麼吸引呢?
[00:00:45.760 --> 00:00:47.320]  但有趣的地方就是
[00:00:47.320 --> 00:00:50.840]  這本書一出版之後大受好評
[00:00:50.840 --> 00:00:52.320]  到今天為止
[00:00:52.320 --> 00:00:54.200]  有48個國家
[00:00:54.200 --> 00:00:59.480]  用48個不同的語言翻譯成為他們的小說
[00:00:59.480 --> 00:01:04.720]  另一方面,累積至今已經有三千萬冊的銷售量
[00:01:04.720 --> 00:01:07.400]  而在1986年的時候
[00:01:07.400 --> 00:01:11.480]  也由新康納利第一個的《007》
[00:01:11.480 --> 00:01:17.200]  擔綱做這套改編的《名字的玫瑰》的男主角
[00:01:17.200 --> 00:01:20.520]  做主角的Brother William 威廉修士
[00:01:20.520 --> 00:01:24.880]  而在近來2019年也將他拍成電視劇
[00:01:24.880 --> 00:01:27.680]  到底一套中世紀的謀殺案
[00:01:27.680 --> 00:01:30.880]  有什麼吸引的地方呢?
[00:01:30.880 --> 00:01:34.920]  作為研究中世紀的學者和符號學的大師
[00:01:34.920 --> 00:01:39.160]  整本小說裡面有很豐富的符號和意象
[00:01:39.160 --> 00:01:42.280]  可以讓不同的讀者在當中玩味
[00:01:42.280 --> 00:01:45.800]  可以說是淺有淺讀、深有深讀
[00:01:45.800 --> 00:01:48.080]  在這本書裡面我們發現
[00:01:48.080 --> 00:01:50.440]  你可以追著主線
[00:01:50.440 --> 00:01:54.360]  和威廉修士和他的見習徒弟
[00:01:54.360 --> 00:01:57.280]  一起去發現一宗一宗的命案
[00:01:57.280 --> 00:01:59.000]  到底怎樣去破案
[00:01:59.000 --> 00:02:01.320]  另一方面,在整本書裡面
[00:02:01.320 --> 00:02:05.760]  你也可以看到中世紀的很多傳統和文化
[00:02:05.760 --> 00:02:09.280]  修院的生活規律和宗教傳統
[00:02:09.280 --> 00:02:13.160]  也讓我們看到當時的人怎樣看聖經
[00:02:13.160 --> 00:02:14.400]  怎樣看人生
[00:02:14.400 --> 00:02:18.000]  中世紀裡面的普通的農民是怎樣生活
[00:02:18.000 --> 00:02:20.720]  宗教和政治之間的關係
[00:02:20.720 --> 00:02:26.360]  和作者對人生、對知識的不同的看法
[00:02:26.360 --> 00:02:27.560]  在這樣的緣故下
[00:02:27.560 --> 00:02:31.800]  這五、八頁不單只是普通的謀殺案
[00:02:31.800 --> 00:02:38.680]  在當中也圍繞著很多人生、知識、宗教、信仰、理念
[00:02:38.680 --> 00:02:42.080]  給我們有很多的反思
[00:02:42.080 --> 00:02:43.720]  說到一個修院
[00:02:43.720 --> 00:02:46.720]  其實有兩個很重要的地方
[00:02:46.720 --> 00:02:48.440]  每一個修院裡面
[00:02:48.440 --> 00:02:52.800]  圖書館是本篤修院裡面一個很重要的地方
[00:02:52.800 --> 00:02:54.520]  因為他很重視知識
[00:02:54.520 --> 00:03:00.640]  同樣地教堂也是一班修士崇拜上帝的地方
[00:03:00.640 --> 00:03:03.120]  所以這本書我不想劇透太多
[00:03:03.120 --> 00:03:06.960]  我只是嘗試從這兩個方面和大家分享
[00:03:06.960 --> 00:03:11.280]  這本書其實是關於書的一本書
[00:03:11.280 --> 00:03:15.720]  因為整個謀殺案都是圍繞著一本禁書
[00:03:15.720 --> 00:03:18.440]  在男主角Brother Williams
[00:03:18.440 --> 00:03:21.520]  其實是一個方濟會的修士
[00:03:21.520 --> 00:03:23.640]  當他來到這個修院
[00:03:23.640 --> 00:03:27.000]  本來是想參加一個神學的辯論
[00:03:27.000 --> 00:03:29.240]  但是因為院長告訴他
[00:03:29.240 --> 00:03:33.600]  在這個修院突然之間發生一個離奇的命案
[00:03:33.600 --> 00:03:38.760]  於是乎他就開始追尋到底這個命案的原因
[00:03:38.760 --> 00:03:41.520]  而這本書一開始的時候
[00:03:41.520 --> 00:03:44.880]  這個修士就和他的徒弟說
[00:03:44.880 --> 00:03:47.640]  其實世界是一本書
[00:03:47.640 --> 00:03:51.960]  這本書其實充滿了很多無數的蛛絲馬跡
[00:03:51.960 --> 00:03:54.560]  只要你留心觀察的時候
[00:03:54.560 --> 00:03:58.360]  其實它已經告訴你所有需要知道的一切
[00:03:58.360 --> 00:04:00.760]  透過世界這本書
[00:04:00.760 --> 00:04:05.160]  你看到它的符號、象徵、蛛絲馬跡
[00:04:05.160 --> 00:04:07.640]  你將它們串連在一起的時候
[00:04:07.640 --> 00:04:10.240]  其實你知道今天怎樣生活
[00:04:10.240 --> 00:04:12.440]  未來怎樣生活
[00:04:12.440 --> 00:04:16.640]  這個主角就是這麼相信理性、邏輯
[00:04:16.640 --> 00:04:19.200]  和世界裏面有豐富的知識
[00:04:19.200 --> 00:04:22.000]  上帝給了很多的啟示
[00:04:22.000 --> 00:04:24.160]  只要我們運用我們的理性
[00:04:24.160 --> 00:04:25.760]  步步推敲
[00:04:25.760 --> 00:04:28.160]  就會找到事情的答案
[00:04:28.160 --> 00:04:30.760]  的確男主角也是透過這個方法
[00:04:30.760 --> 00:04:35.680]  不斷地在這些命案當中嘗試找到真相
[00:04:35.680 --> 00:04:39.400]  但是知識不只是有它正面的地方
[00:04:39.400 --> 00:04:44.440]  這本書在中世紀有很多象徵符號的地方
[00:04:44.440 --> 00:04:49.000]  也讓我們看到太多的符號、象徵
[00:04:49.000 --> 00:04:51.400]  有時也會令人迷失
[00:04:51.400 --> 00:04:54.520]  所以這本書形容到圖書館
[00:04:54.520 --> 00:04:56.960]  好像一個迷宮一樣
[00:04:56.960 --> 00:04:59.120]  因為要看這本禁書
[00:04:59.120 --> 00:05:02.720]  所以導致很多修士離奇的死亡
[00:05:02.720 --> 00:05:04.400]  而在他們死亡的時候
[00:05:04.400 --> 00:05:07.200]  由於近千禧年中世紀
[00:05:07.200 --> 00:05:09.680]  剛剛一千年過了三百多年
[00:05:09.680 --> 00:05:13.120]  所以很多人都相信世界末日就快到了
[00:05:13.120 --> 00:05:17.360]  於是有很多修士在當中穿鑿附會
[00:05:17.360 --> 00:05:20.240]  啟示錄裏面所說的七人
[00:05:20.240 --> 00:05:22.200]  那七個不同的天使
[00:05:22.200 --> 00:05:23.680]  吹這個號角
[00:05:23.680 --> 00:05:28.560]  每一個的死亡都好像在回應這七人
[00:05:28.560 --> 00:05:32.720]  所以這個主角都在尋找答案
[00:05:32.720 --> 00:05:35.280]  破案期間都有迷失
[00:05:35.280 --> 00:05:37.480]  所以在我們尋找知識的時候
[00:05:37.480 --> 00:05:40.800]  一方面知識世界好像一本書
[00:05:40.800 --> 00:05:42.400]  等待我們去開發
[00:05:42.400 --> 00:05:44.240]  在裏面去尋找真相
[00:05:44.240 --> 00:05:47.560]  但過多的知識也可能會令人驕傲
[00:05:47.560 --> 00:05:49.160]  或者令人迷失
[00:05:49.160 --> 00:05:51.080]  找不到自己的方向
[00:05:51.080 --> 00:05:53.520]  這本書其中一點讓我們看到的
[00:05:53.520 --> 00:05:57.560]  就是知識被我們尋找和迷失
[00:05:57.560 --> 00:05:58.760]  說完圖書館
[00:05:58.760 --> 00:06:00.280]  我們說說教堂
[00:06:00.280 --> 00:06:01.720]  在中世紀裏面
[00:06:01.720 --> 00:06:02.880]  特別是在修院裏面
[00:06:02.880 --> 00:06:04.640]  教堂是非常之重要
[00:06:04.640 --> 00:06:07.680]  而在整個修院謀殺案裏面
[00:06:07.680 --> 00:06:08.840]  最重要的地方
[00:06:08.840 --> 00:06:10.760]  都是一班修士
[00:06:10.760 --> 00:06:13.400]  他們對信仰有怎樣的理解
[00:06:13.400 --> 00:06:17.880]  導致到有些修士為了維護他以為
[00:06:17.880 --> 00:06:20.320]  不想被人得到的知識
[00:06:20.320 --> 00:06:22.160]  而去謀殺
[00:06:22.160 --> 00:06:23.280]  為什麼會這樣做呢
[00:06:23.280 --> 00:06:26.680]  因為他相信信仰是出於恐懼
[00:06:26.680 --> 00:06:28.600]  The religion of fear
[00:06:28.600 --> 00:06:31.880]  因為恐懼引人信
[00:06:31.880 --> 00:06:36.600]  所以他希望人們不斷敬畏
[00:06:36.600 --> 00:06:38.080]  害怕上帝
[00:06:38.080 --> 00:06:39.480]  害怕審判
[00:06:39.480 --> 00:06:41.080]  害怕懲罰
[00:06:41.080 --> 00:06:42.720]  如果讓人開心
[00:06:42.720 --> 00:06:43.800]  讓人快樂
[00:06:43.800 --> 00:06:45.480]  讓人幸福的時候
[00:06:45.480 --> 00:06:48.000]  他們就可能不會尋找上帝
[00:06:48.000 --> 00:06:51.960]  因為有些修士害怕人有了自由
[00:06:51.960 --> 00:06:55.560]  他收藏了一本作者的作文
[00:06:55.560 --> 00:07:00.680]  亞里士多德寫了論詩的第二卷
[00:07:00.680 --> 00:07:02.280]  第一卷講悲劇
[00:07:02.280 --> 00:07:05.160]  第二卷講喜劇
[00:07:05.160 --> 00:07:06.600]  教人去笑
[00:07:06.600 --> 00:07:07.640]  去開心
[00:07:07.640 --> 00:07:09.560]  為什麼開心這麼重要
[00:07:09.560 --> 00:07:11.960]  因為中世紀裏面
[00:07:11.960 --> 00:07:15.840]  他們認為宗教是基於恐懼
[00:07:15.840 --> 00:07:17.640]  讓人害怕的時候
[00:07:17.640 --> 00:07:19.360]  就讓人親近上帝
[00:07:19.360 --> 00:07:22.640]  而這本禁書正正是打開了人
[00:07:22.640 --> 00:07:25.200]  願意快樂開心的追求
[00:07:25.200 --> 00:07:27.600]  他們害怕人追求快樂的時候
[00:07:27.600 --> 00:07:29.240]  就會忘記上帝
[00:07:29.240 --> 00:07:30.920]  所以因為這個緣故下
[00:07:30.920 --> 00:07:33.000]  這班虔誠的修士
[00:07:33.000 --> 00:07:36.440]  就做了這麼邪惡的謀殺案
[00:07:36.440 --> 00:07:39.240]  這是因為Religion of Fear
[00:07:39.240 --> 00:07:43.840]  用恐懼推動信仰所帶來的危險
[00:07:43.840 --> 00:07:46.360]  比比皆是在今天的世界裏面
[00:07:46.360 --> 00:07:48.720]  我們都看到如果用恐懼
[00:07:48.720 --> 00:07:51.360]  來推動我們的信仰信念
[00:07:51.360 --> 00:07:54.840]  是會帶來世上種種的破壞
[00:07:54.840 --> 00:07:55.880]  但相反
[00:07:55.880 --> 00:07:58.560]  宗教不一定要恐懼
[00:07:58.560 --> 00:08:02.360]  正如我們的主角Brother Williams
[00:08:02.360 --> 00:08:05.760]  他教我們Religion of Love
[00:08:05.760 --> 00:08:07.880]  因為他對真理的愛
[00:08:07.880 --> 00:08:10.320]  因為他對真相的追求
[00:08:10.320 --> 00:08:12.320]  他願意鍥而不捨
[00:08:12.320 --> 00:08:13.960]  捨身忘記的
[00:08:13.960 --> 00:08:15.920]  去找到答案
[00:08:15.920 --> 00:08:17.320]  找到真相
[00:08:17.320 --> 00:08:18.840]  因為他愛這個真相
[00:08:18.840 --> 00:08:19.920]  愛這個答案
[00:08:19.920 --> 00:08:21.240]  他不是愛自己
[00:08:21.240 --> 00:08:22.520]  所以在這個緣故下
[00:08:22.520 --> 00:08:26.080]  他願意為真理和真相去犧牲自己
[00:08:26.080 --> 00:08:28.720]  並且豐富和改變自己
[00:08:28.720 --> 00:08:30.400]  所以愛的宗教
[00:08:30.400 --> 00:08:31.680]  Religion of Love
[00:08:31.680 --> 00:08:33.040]  是會改變人
[00:08:33.040 --> 00:08:34.520]  讓人提升
[00:08:34.520 --> 00:08:35.760]  讓人學習
